"Stock","Year","Total_Live_Biomass","Total_Landed_Biomass","Total_Value","n_Records"
"LISA",2013,3605357.1,3580389,27903080,3663
"LISA",2014,3247411.43,3228132.43,26391694.7,3563
"LISA",2015,3912465.01,3893246.71,35469107.4,4132
"LISA",2016,4143014.4,4101718.5,47957062.03,6987
"LISA",2017,3965681.4,3898424,46780158,7291
"LISA",2018,4247997,4183471.5,55190225.5,7448
"LISA",2019,4469111.93,4395205.73,73017912.86,7923
"LISA",2020,3139997.6,3092907,46985023.6,4846
"LISA",2021,2332984.85,2289287,29263284,3780
"LISA",2022,2841945.95,2798581.3,39537809,4353
"LISA",2023,2796404,2751249,42404014,3784
"LISA",2024,2722160.56,2685674.16,41380432.5,3634
"LISA",2025,915808.98,904768.53,14948745.2,1093
"LOBINA",2000,273189,246946,7668374,1168
"LOBINA",2001,217850.9,196396,3835789,832
"LOBINA",2002,212649.3,188398,3820050,921
"LOBINA",2003,256094.7,229068,4966846,964
"LOBINA",2004,306449.2,265228,5615869,1186
"LOBINA",2005,319397.8,283790,6290657,1089
"LOBINA",2006,257270.2,232335,5177796,1453
"LOBINA",2007,388160.75,352042,7438547.5,1707
"LOBINA",2008,399331.7,359927,8061935,1913
"LOBINA",2009,675168.6,613298,14419185,2152
"LOBINA",2010,481339,434587,10373681,1903
"LOBINA",2011,438279.8,397695,9527360,1734
"LOBINA",2012,259948.6,235495,6159422,1391
"LOBINA",2013,158424.9,144645,3908085,944
"LOBINA",2014,140075.75,127063,3855077.5,894
"LOBINA",2015,233558.13,217092.8,6620342.4,1284
"LOBINA",2016,533474.6,502218.3,16723467.1,2110
"LOBINA",2017,536874.55,506005,17615810.44,2081
"LOBINA",2018,791606.35,774320,123985084.04,1367
"LOBINA",2019,1435571.6,1423039,276656801.225,1009
"LOBINA",2020,1486573,1479936,338234160,818
"LOBINA",2021,1982742.5,1973947,401124969,722
"LOBINA",2022,1510415.9,1502430,302211493,554
"LOBINA",2023,1463782,1449214,366282654,691
"LOBINA",2024,2311712.9,2300764,359449908,713
"LOBINA",2025,1247238.312,1243655.92,200686015.7,194
"MACARELA",2000,38614236.86,35854581,31068041,510
"MACARELA",2001,13201205.64,11874517,8652436,164
"MACARELA",2002,25745,25745,388415,81
"MACARELA",2003,16185206.52,15448143,17477829,474
"MACARELA",2004,30865027.16,28447380,23327983,576
"MACARELA",2005,34685360.8,31855484,33677717,697
"MACARELA",2006,16102958.88,15132056,316720980,322
"MACARELA",2007,10708153.2,10055726,16165494,325
"MACARELA",2008,7366198.12,6576305,9768738,308
"MACARELA",2009,1402075.12,1267902,3437927,207
"MACARELA",2010,14346487.36,13258980,35854378,422
"MACARELA",2011,39507742.98,36360016,40965970,597
"MACARELA",2012,48117385.32,43757897,55693779,708
"MACARELA",2013,30603130.96,27690062,30356449,631
"MACARELA",2014,42187262,37094394,53191247.21,693
"MACARELA",2015,42943559.4,38047124,74009362.935,663
"MACARELA",2016,61749799.2,55711380.5,85222099.19,855
"MACARELA",2017,52443501.56,46855696.2,67750157.595,662
"MACARELA",2018,109133425.94,96881124.5,185706652,1065
"MACARELA",2019,100042491.748,91852347.1,177857343.3,1089
"MACARELA",2020,83114713.76,77428544,584352064,1192
"MACARELA",2021,34949041.22,32194001,77815530,523
"MACARELA",2022,56231817.82,52229605,125038117.88,789
"MACARELA",2023,57080705,53220472,138328111,791
"MACARELA",2024,64624072.1864,59511174.34,140785348.734,960
"MACARELA",2025,36415060.1916,33096360.51,81313813.185,536
"MERO",2000,209120.45,191148,3102941,909
"MERO",2001,164480.45,150466,2805706,891
"MERO",2002,162041.1,148101,3254367,849
"MERO",2003,223652.3,201922,4168131,1068
"MERO",2004,224221.05,204261,4586753,1227
"MERO",2005,217622.25,199234,4306745,1262
"MERO",2006,257235.45,236050.1,6281060,1041
"MERO",2007,346434.5,317736,8054700,1322
"MERO",2008,358891.1,327453,8416986,1302
"MERO",2009,338541.25,308066,8257737,1381
"MERO",2010,308230.35,281094,7861191,1462
"MERO",2011,372668.2,339473,9223183,1447
"MERO",2012,338974.95,309441,9722060,1646
"MERO",2013,339246.6,309381,10680259,1800
"MERO",2014,328215.262,299787.32,9526630.6,1487
"MERO",2015,886956.983,785411.73,16290551.1,1954
"MERO",2016,633542.88,582290.2,23100949.8,2441
"MERO",2017,921157.542,842003.52,53897797.5,2370
"MERO",2018,898046.319,822336.29,64267293,2316
"MERO",2019,909092.28,832136,61449780.75,2425
"MERO",2020,637086.65,582809,39799792,2352
"MERO",2021,957535.5,875630,64330983,3197
"MERO",2022,830995.35,772528,55154128,3369
"MERO",2023,855152,779396,58373910,2883
"MERO",2024,759736.548,688015,48173842.8,2953
"MERO",2025,161928.242,145412.71,11215224.8,884
"MOJARRA",2000,10154869.45,8790288,83075761,6395
"MOJARRA",2001,7838518.4,6565718,66786543,6779
"MOJARRA",2002,10251259.4,8696757,82955535,6735
"MOJARRA",2003,13995337.159,12168079.69,125529476.11,9084
"MOJARRA",2004,14159979.8,12491908,128731392,10255
"MOJARRA",2005,16575886.7,14890775,152502732,10460
"MOJARRA",2006,18733843.4,16941261,167586096.4,11414
"MOJARRA",2007,19613006.8,17580311.5,180342256.75,12471
"MOJARRA",2008,19801110,17832760,190487126,14610
"MOJARRA",2009,21312613.1,19265617,215684909,16266
"MOJARRA",2010,21191958.65,19325359,229843714,14433
"MOJARRA",2011,16551805,14966139,192853908,14318
"MOJARRA",2012,16192195.4,14524368,199674281,14193
"MOJARRA",2013,17322635.8,15774925,235961452,15616
"MOJARRA",2014,18394371.745,16720420.35,248388418.8,15066
"MOJARRA",2015,20341948.678,18627650.08,263534518.13,16328
"MOJARRA",2016,26970622.232,25298892.07,359872937.56,21799
"MOJARRA",2017,30243811.504,28316278.34,418362926.57,21319
"MOJARRA",2018,36438375.755,34359645.99,622001103.74,21933
"MOJARRA",2019,34878281.584,32754825.1,573939880.2946,18859
"MOJARRA",2020,26155731.171,24248813.61,494830691.2,13544
"MOJARRA",2021,27114695.85,25108237,763286104.53,11512
"MOJARRA",2022,21098249.2,19554999.3,458394075.94,11014
"MOJARRA",2023,24744235,23197879,697035439,11377
"MOJARRA",2024,22856445.6715,20944306.99,565883447.23,10906
"MOJARRA",2025,8972970.857,8244388.59,226368517.84,4418
"ORNATO",2023,986,986,66999,17
"ORNATO",2024,2956,2956,86114.69,10
"ORNATO",2025,612,612,3660,2
"OSTION",2000,1049697,1017288,4784321,396
"OSTION",2001,1462619,1048366,10881201,431
"OSTION",2002,1652341,1487533,16568189,537
"OSTION",2003,1085876,1063476,9248689,578
"OSTION",2004,1462497,1426182,12291259,702
"OSTION",2005,1364242,1230592,10645498,509
"OSTION",2006,1331008,1162465,12062979,401
"OSTION",2007,1252397,1119807,11298879,439
"OSTION",2008,1506116,1514266,15506951,527
"OSTION",2009,1436673,1374853,14810603,595
"OSTION",2010,1279895,1205022,17569922,396
"OSTION",2011,1435040,1333134,16623198,475
"OSTION",2012,2518488,2396976,28113722,500
"OSTION",2013,1262456,1246296,14745079,628
"OSTION",2014,1034845,1031695,13008723.4,582
"OSTION",2015,1112896,1115796,14444036.5,620
"OSTION",2016,1527600,1527650,27261316.1,816
"OSTION",2017,1897743,1875763,39762720.8,915
"OSTION",2018,7411954,7419649,172246879.87,2621
"OSTION",2019,6728079.33,6704265.33,167571992.155,2797
"OSTION",2020,5573866.44,5543801.44,127374650.658,2650
"OSTION",2021,8594853,8331411,337814235.03,3795
"OSTION",2022,10723328,10252878,222429227.15,5210
"OSTION",2023,8230792,8030507,303329215,5963
"OSTION",2024,9829766.18,9667094.18,238853588.228,6919
"OSTION",2025,4987151.82,4807700.82,126091276.11,3163
"OTRAS",2000,11226478.1,10248486,150684542,11851
"OTRAS",2001,7320309.6,6511774,83778229,12973
"OTRAS",2002,9424116.45,8357472,68537346,11896
"OTRAS",2003,12165746.05,9955703,116464028,18514
"OTRAS",2004,19124984.35,16705624,175680071,20380
"OTRAS",2005,20973176.5,19342038,184665758.1,20074
"OTRAS",2006,21271525.78,19818213.98,179962298.32,16937
"OTRAS",2007,15851843.46,13758205.49,172507299.78,19062
"OTRAS",2008,20694543.97,18046458,185990343,25840
"OTRAS",2009,22862733.1,20271000,188524877,26639
"OTRAS",2010,31537031.39,29187481,197193001,28586
"OTRAS",2011,30292405.6,28992010.5,207964121,27558
"OTRAS",2012,38869185.23,36658127,248569078,28491
"OTRAS",2013,37804600.85,34499316.3,298923705,32650
"OTRAS",2014,55059230.2465,53117736.87,377567440.53,31428
"OTRAS",2015,42077214.225,40082031.7,333409506.968,34786
"OTRAS",2016,34285973.736,31229270.56,426941171.6465,38132
"OTRAS",2017,65245703.932,62155229.78,656695079.9,40500
"OTRAS",2018,88068747.385,84843050.6,805421572.16,39238
"OTRAS",2019,68990318.84,65806419.13,709115288.1394,37025
"OTRAS",2020,36154448.25,32137039.05,616417368.19,30843
"OTRAS",2021,113565391.69,107970405.4,896680493.85,37678
"OTRAS",2022,92116999.73,87880501,863460936.93,36238
"OTRAS",2023,39248096,34931506,684889325,32813
"OTRAS",2024,104775806.589,100197102.4,909172876.766,34454
"OTRAS",2025,49823561.1645,47853366.12,450307205.685,13824
"PAMPANO",2000,211751.9,203587,950829,648
"PAMPANO",2001,161250.9,151234,797710,625
"PAMPANO",2002,197284.6,189721,1033877,504
"PAMPANO",2003,202985.5,196991,783071,535
"PAMPANO",2004,318983,310843,1671667,566
"PAMPANO",2005,1196020.4,1145768,1958308,688
"PAMPANO",2006,214156,209668,1220635,498
"PAMPANO",2007,215548.2,212873,1466438,664
"PAMPANO",2008,264394.5,256457,2056174,770
"PAMPANO",2009,775482.5,759991,3070606,877
"PAMPANO",2010,350851.8,347189,2788274,952
"PAMPANO",2011,264811.2,261483,2376404,793
"PAMPANO",2012,385458.3,378148,3318820,933
"PAMPANO",2013,4185120.4,4182368,3758729,933
"PAMPANO",2014,278408.62,274232.2,2739520,844
"PAMPANO",2015,358049.1,350915,3542174,1242
"PAMPANO",2016,370767.2,363778.5,4033732.5,1740
"PAMPANO",2017,597036.3,585791,8175253,1559
"PAMPANO",2018,594253.6,584333.4,9090867.7,1492
"PAMPANO",2019,559038.1,548240,8892355,1915
"PAMPANO",2020,565402.8,552638,8635254,1281
"PAMPANO",2021,514472,501007,7061621,1285
"PAMPANO",2022,344198.7,336360,6172364,1203
"PAMPANO",2023,477349,465618,7379892,1245
"PAMPANO",2024,536302.791,531299.31,10036260,1100
"PAMPANO",2025,351412.11,339565.08,6666286,514
"PARGO",2000,618923.1,579331,10282000,3403
"PARGO",2001,847721.4,790435,13665994,4125
"PARGO",2002,752499.2,699917,13128892,3651
"PARGO",2003,1171231.1,1093702,21109799,5533
"PARGO",2004,1242973.75,1166017,26079542,6174
"PARGO",2005,1378313.45,1303687,28056117,6204
"PARGO",2006,1288647.85,1221675,28597308,5533
"PARGO",2007,1481150.45,1404262.5,33989456.14,6050
"PARGO",2008,1637895.6,1560382,40676541,8059
"PARGO",2009,1862957.9,1758113,48916218,8416
"PARGO",2010,1902053.85,1788767,52672797,9035
"PARGO",2011,1744016.3,1645490,49498355,8209
"PARGO",2012,1834772.4,1737104,59231532,7544
"PARGO",2013,1880517.05,1778948,61370402,9202
"PARGO",2014,1888821.8,1786992.5,71048089.19,8841
"PARGO",2015,2442578.535,2306741.75,92482068.67,10549
"PARGO",2016,3461253.12,3257076.72,152630042.8576,14328
"PARGO",2017,4167039.86,3903505.9,187004715.88,15400
"PARGO",2018,4486154.018,4226356.23,210373510.465,15462
"PARGO",2019,4687548.878,4390708.98,227517649.433,14018
"PARGO",2020,3365658.42,3188258.2,155497986.51,11218
"PARGO",2021,3118707.15,2947150,147686368.99,11251
"PARGO",2022,3438637.8,3248127,189582202.68,11462
"PARGO",2023,3657785,3466230,214034870,11686
"PARGO",2024,3723171.388,3548814.2,201875323.32,11880
"PARGO",2025,1379899.987,1324663.62,73215903.18,4322
"PECES DE ORNATO",2000,47,47,6345,2
"PECES DE ORNATO",2001,100,100,21558,15
"PECES DE ORNATO",2002,1459,1459,140918,92
"PECES DE ORNATO",2003,1294,1294,137201,42
"PECES DE ORNATO",2004,7762,7762,243650,53
"PECES DE ORNATO",2005,1104,1104,94055,50
"PECES DE ORNATO",2006,1118.4,1118.4,85184,14
"PECES DE ORNATO",2007,350,350,13300,4
"PECES DE ORNATO",2008,6180,6180,596522,95
"PECES DE ORNATO",2009,5169,5169,352459,110
"PECES DE ORNATO",2010,12740,12740,585165,164
"PECES DE ORNATO",2011,8810,8810,478537,177
"PECES DE ORNATO",2012,34809,34809,748450,21
"PECES DE ORNATO",2013,2169,2169,187150,16
"PECES DE ORNATO",2014,5186,5186,51928,3
"PECES DE ORNATO",2015,402.47,402.47,59378.99,36
"PECES DE ORNATO",2016,1640.08,1640.08,174145.6941,30
"PECES DE ORNATO",2017,1498,1498,48215,9
"PECES DE ORNATO",2018,45573.55,45573.55,602574.1744,85
"PECES DE ORNATO",2019,934,934,73540.89,20
"PECES DE ORNATO",2020,10190.62,10190.62,677509.27,30
"PECES DE ORNATO",2021,1944,1944,206342.36,50
"PECES DE ORNATO",2022,6168,6168,478893.43,16
"PEPINO DE MAR",2000,425548,425548,8823617,306
"PEPINO DE MAR",2001,441947,441947,9140855,317
"PEPINO DE MAR",2002,290459,290459,2393367,298
"PEPINO DE MAR",2003,200822,200822,1355783,430
"PEPINO DE MAR",2004,383257,383257,3754942,561
"PEPINO DE MAR",2005,414732,414732,6359284,436
"PEPINO DE MAR",2006,448626.7,448626.7,6648228.5,386
"PEPINO DE MAR",2007,366717.7,366717.7,6413640.44,362
"PEPINO DE MAR",2008,390593,390593,8915783,317
"PEPINO DE MAR",2009,448986,448986,15465440,367
"PEPINO DE MAR",2010,323092,323092,22636333,308
"PEPINO DE MAR",2011,301340,301340,11939760,235
"PEPINO DE MAR",2012,301338,301338,12625735,304
"PEPINO DE MAR",2013,101350,101350,2646836,164
"PEPINO DE MAR",2014,160751.59,160751.59,5226589.8,168
"PEPINO DE MAR",2015,79821.5,79821.5,2428319,110
"PEPINO DE MAR",2016,119466.64,119466.64,3315935.98,224
"PEPINO DE MAR",2017,241783.9,241783.9,10477830,375
"PEPINO DE MAR",2018,174672.9,174672.9,5751645.45,282
"PEPINO DE MAR",2019,692141.9,692141.9,18718458.45,496
"PEPINO DE MAR",2020,632113,632113,12283093,510
"PEPINO DE MAR",2021,277340,277340,10933282,287
"PEPINO DE MAR",2022,132692,132692,7986258,226
"PEPINO DE MAR",2023,323460,323460,10536247,284
"PEPINO DE MAR",2024,323222.27,323222.27,7660151.73,181
"PEPINO DE MAR",2025,117506.15,117506.15,8274857.25,121
"PETO",2000,551,509,3143,2
"PETO",2002,2869,2869,23180,2
"PETO",2003,64.2,63,618,3
"PETO",2004,1653.5,1605,8660,2
"PETO",2005,25,25,675,1
"PETO",2006,1070,1070,17900,2
"PETO",2009,107.8,98,1470,1
"PETO",2010,903.8,892,10780,4
"PETO",2015,767.4,744,21804,7
"PETO",2016,2351.3,2313,42650,9
"PETO",2017,36500,36500,912500,1
"PETO",2018,74.8,68,2720,2
"PETO",2019,581.5,540,13515,5
"PETO",2020,7518,7518,121130,4
"PETO",2021,1322,1320,22800,5
"PETO",2022,298671.9,298654,1224718,67
"PETO",2023,120,113,3950,5
"PETO",2024,30,30,1200,1
"PIERNA",2000,1026766.3,942265,5443096,956
"PIERNA",2001,945366.5,865958,4988995,922
"PIERNA",2002,594112.95,548213,3536206,781
"PIERNA",2003,1448304.25,1338011,7183124,1223
"PIERNA",2004,1152521.7,1057377,6214103,1283
"PIERNA",2005,1131709.65,1041676,8919978,1151
"PIERNA",2006,1041836.4,958503,5808641,959
"PIERNA",2007,1065814.15,990902.5,6694925.8,1224
"PIERNA",2008,954517.7,885479,6848248,1457
"PIERNA",2009,959451.6,887408,7370570,1548
"PIERNA",2010,929848.55,870182,7939137,1773
"PIERNA",2011,1455081.15,1351750,11998714,1787
"PIERNA",2012,1772915.6,1659782,16633578,2143
"PIERNA",2013,1615093.55,1496544,18209499,2286
"PIERNA",2014,1439381.5,1329103.5,17649528.4,1849
"PIERNA",2015,1372664.09,1271555.2,16962893,1880
"PIERNA",2016,1568694.78,1459225.8,25423557.5,2103
"PIERNA",2017,2172926.8,1997672.5,44778757,1979
"PIERNA",2018,1410301.9,1309819,29146807.5,1927
"PIERNA",2019,1382931.3,1278565.5,30558788.5,1775
"PIERNA",2020,1368657.9,1269656,29634475,1790
"PIERNA",2021,1748613.1,1607826,36201853,2353
"PIERNA",2022,1491109.55,1378737,33409026,2036
"PIERNA",2023,1375733,1263867,30577916,1909
"PIERNA",2024,1383006.368,1292816.3,27783076.99,1883
"PIERNA",2025,575672.258,526240.37,12760678.05,868
"PULPO",2000,465873.1,450544,8530896,786
"PULPO",2001,337167.6,324099,5981874,735
"PULPO",2002,247055.5,236275,5382824,675
"PULPO",2003,525524.8,490684,14981311,983
"PULPO",2004,595958.4,563512,20360774,1087
"PULPO",2005,468884.2,448073,14796469,969
"PULPO",2006,695040.1,667318,23299683,1035
"PULPO",2007,583046.2,558715,17049554,929
"PULPO",2008,837413.1,801386,28322756,1231
"PULPO",2009,848397.8,797844,28010592,1268
"PULPO",2010,606298.3,579200,19361309,1225
"PULPO",2011,1118191.6,1058714,34852708,1548
"PULPO",2012,1116211.5,1050872,39405751,1649
"PULPO",2013,871396.4,826208,111690710,1282
"PULPO",2014,726524.66,683212.6,22563825,1211
"PULPO",2015,678182.43,638988.22,24075064.1,1087
"PULPO",2016,868424.156,817510.1,33557845.7,1801
"PULPO",2017,1587459.9,1497277,80529282,2514
"PULPO",2018,1772854.083,1670754.53,113355232.9,2726
"PULPO",2019,1539503.05,1447971.5,99994599.96,2330
"PULPO",2020,1340165.52,1249539.2,76969060.1,2055
"PULPO",2021,1729853.5,1608942,124038612,2295
"PULPO",2022,1386624.3,1288258,108966486,2107
"PULPO",2023,1202892,1127344,96393825,2092
"PULPO",2024,1405054.804,1314409.39,124247085,2453
"PULPO",2025,680676.793,637821.02,61809768.5,1066
"RAYA Y SIMILARES",2000,3763953.85,2510917,21751638,3392
"RAYA Y SIMILARES",2001,3251386.85,2084945,17865531,3309
"RAYA Y SIMILARES",2002,2590449.7,1640406,15188698,2777
"RAYA Y SIMILARES",2003,4069855.05,2696134,27651431,3820
"RAYA Y SIMILARES",2004,3974616.2,2727151,27262380,4020
"RAYA Y SIMILARES",2005,4610151.3,3040939,37648977,4324
"RAYA Y SIMILARES",2006,3048623.5,2099953.5,23399585.5,3296
"RAYA Y SIMILARES",2007,3618189.85,2694002.5,31773909,3912
"RAYA Y SIMILARES",2008,3403979.75,2702850,28927694,4030
"RAYA Y SIMILARES",2009,3837551.1,3063206,31221244,4302
"RAYA Y SIMILARES",2010,3473024.55,2798557,29465988,4905
"RAYA Y SIMILARES",2011,3866667.35,3146035,33489216,4593
"RAYA Y SIMILARES",2012,4512548.55,3450256,38645134,4063
"RAYA Y SIMILARES",2013,4697206.45,3304969,37676976,3813
"RAYA Y SIMILARES",2014,4126801.395,2888383.9,37558981.05,3562
"RAYA Y SIMILARES",2015,5000659.15,3440213.7,47524841.6,4320
"RAYA Y SIMILARES",2016,6290670.98,4478268.45,69649475.45,5334
"RAYA Y SIMILARES",2017,6026772.55,4453310.5,76961160,5087
"RAYA Y SIMILARES",2018,5256911.09,4008826.4,67291843.3,4656
"RAYA Y SIMILARES",2019,5202059.015,3802903.6,70779314.24,4285
"RAYA Y SIMILARES",2020,4412697.9,3186948,51171377,3860
"RAYA Y SIMILARES",2021,4987895.65,3500501,58609238.22,4317
"RAYA Y SIMILARES",2022,4741057.15,3411997,65554823,4741
"RAYA Y SIMILARES",2023,4816287,3441002,67734491,4630
"RAYA Y SIMILARES",2024,5409354.06,3862413.38,80626457.8,4440
"RAYA Y SIMILARES",2025,2382213.215,1739614.91,35432479.9,2036
"ROBALO",2000,374891.92,355486,8761591,2148
"ROBALO",2001,416628.1,394461,9997463,3526
"ROBALO",2002,322390,305857,7575624,2598
"ROBALO",2003,417434.9,396004,10297811,3291
"ROBALO",2004,531688.71,502951,12896152,3454
"ROBALO",2005,615305.96,588655,13041800,3459
"ROBALO",2006,525988.65,505353,11350468.9,3199
"ROBALO",2007,577890.75,551587.5,14655041,3462
"ROBALO",2008,687285.64,659350,16942735,4218
"ROBALO",2009,768784.5,735955,20415409,4158
"ROBALO",2010,752475.05,709962,23159235,4544
"ROBALO",2011,671475.1,642244,20197311,4303
"ROBALO",2012,847421.2,807310,27350282,4356
"ROBALO",2013,1027376.65,976900,36274414,5361
"ROBALO",2014,1231209.42,1172358.2,49731560.2,5947
"ROBALO",2015,1115610.885,1057847.15,49287731.39,6398
"ROBALO",2016,1665534.31,1580139.9,76813211.34,7934
"ROBALO",2017,1683691.76,1594249,89753619.46,8104
"ROBALO",2018,1832234.728,1740280.48,106544098.1202,7632
"ROBALO",2019,1736329.161,1649346.81,112308057.2236,6010
"ROBALO",2020,1361912,1312719,86813783.3,5003
"ROBALO",2021,1720497.18,1648539,118893052,4563
"ROBALO",2022,1378543.34,1316183.7,85468155,4037
"ROBALO",2023,1285111,1229681,80067134,3822
"ROBALO",2024,2009947.223,1886765.14,146687082.9,4414
"ROBALO",2025,745449.834,716859.65,54690319.95,1770
"RONCO",2000,388827.2,365129,1304852,813
"RONCO",2001,321061.1,304098,1265048,746
"RONCO",2002,299161.4,281544,1226179,713
"RONCO",2003,481232.2,455964,2035707,1147
"RONCO",2004,453534,433992,1843012,1160
"RONCO",2005,439096.6,420051,1941282,1261
"RONCO",2006,340039.1,325444,1760127,1057
"RONCO",2007,506987.8,478015,2446673,1314
"RONCO",2008,441011.4,420811,2398629,1330
"RONCO",2009,643680,609026,3651089,1641
"RONCO",2010,580575.5,552093,3349280,1727
"RONCO",2011,649674.4,620126,3944174,1716
"RONCO",2012,734902.2,699194,4557769,1924
"RONCO",2013,721961.1,692090,4783423,1994
"RONCO",2014,624914.15,604613.5,4328078,1618
"RONCO",2015,665335.05,634507.5,4908416,1685
"RONCO",2016,599082.11,572726.1,5739454.605,1675
"RONCO",2017,691750.2,663207,7632160,1770
"RONCO",2018,527377.25,505353.65,6727235.5,1308
"RONCO",2019,581823,559927,7585120,1530
"RONCO",2020,627507.2,596891,8350731,1471
"RONCO",2021,632666.5,599629,8643267,1470
"RONCO",2022,619883.6,587889,8489440,1460
"RONCO",2023,442102,416987,7004678,1260
"RONCO",2024,398719.2,380406,6102073,1177
"RONCO",2025,177172.45,171951.5,2817958,487
"RUBIA Y VILLAJAIBA",2000,61374,61374,223092,83
"RUBIA Y VILLAJAIBA",2001,31714,31714,124133,39
"RUBIA Y VILLAJAIBA",2002,1878,1878,11004,2
"RUBIA Y VILLAJAIBA",2003,13250,13250,56844,35
"RUBIA Y VILLAJAIBA",2004,49299.5,49295,275093,71
"RUBIA Y VILLAJAIBA",2005,18469,18469,88683,36
"RUBIA Y VILLAJAIBA",2006,137585,137585,681598,195
"RUBIA Y VILLAJAIBA",2007,49556,49556,237296,62
"RUBIA Y VILLAJAIBA",2008,126184,126184,671377,144
"RUBIA Y VILLAJAIBA",2009,56161.3,56104,309684,64
"RUBIA Y VILLAJAIBA",2010,26017.5,25238,194134,56
"RUBIA Y VILLAJAIBA",2011,73133.7,71425,560805,104
"RUBIA Y VILLAJAIBA",2012,237793.7,235337,1572400,169
"RUBIA Y VILLAJAIBA",2013,108068.7,103765,762239,131
"RUBIA Y VILLAJAIBA",2014,99924.9,95727,752068,139
"RUBIA Y VILLAJAIBA",2015,87001.8,86738,558843,129
"RUBIA Y VILLAJAIBA",2016,74777.3,74583,508951,139
"RUBIA Y VILLAJAIBA",2017,54874.1,53869,464324,108
"RUBIA Y VILLAJAIBA",2018,21511.6,21214,192805,55
"RUBIA Y VILLAJAIBA",2019,12557.3,11958,131318,30
"RUBIA Y VILLAJAIBA",2020,2995.6,2806,198747,10
"RUBIA Y VILLAJAIBA",2021,12649.1,11646,167878,24
"RUBIA Y VILLAJAIBA",2022,12153.8,11576,231001,24
"RUBIA Y VILLAJAIBA",2023,14329,13808,310530,17
"RUBIA Y VILLAJAIBA",2024,3940,3655,76947,9
"RUBIA Y VILLAJAIBA",2025,8188.2,7662,151920,10
"RUBIO",2000,111,111,660,2
"RUBIO",2001,93,93,465,1
"RUBIO",2003,2038.1,1885,14173,9
"RUBIO",2004,2135,1980,13012,5
"RUBIO",2005,8523.3,8463,82174,40
"RUBIO",2009,3985.3,3623,66914,2
"RUBIO",2010,305.6,281,2810,2
"RUBIO",2011,500,500,4000,1
"RUBIO",2016,280,280,4200,1
"RUBIO",2018,770,700,52500,1
"RUBIO",2019,700,700,5600,1
"RUBIO",2021,770.4,729,10070,7
"RUBIO",2022,649.5,608,6875,6
"RUBIO",2023,462,422,5055,5
"RUBIO",2024,502.7,457,6404,4
"SARDINA",2000,393267561.6,339023760,195332648,4701
"SARDINA",2001,465623122.2,401399395,117458132,4375
"SARDINA",2002,5411.4,4665,128320,76
"SARDINA",2003,501761885.72,432553911,158872803,5468
"SARDINA",2004,449467925.64,387484017,304545501,4528
"SARDINA",2005,482330374.64,415812810,1206276854,4803
"SARDINA",2006,589379236.6,508086459,1328607793,4745
"SARDINA",2007,646223753.2,557090218,1250429229.6,4745
"SARDINA",2008,809631759.36,697962772,642569347,5072
"SARDINA",2009,877188877.48,756200965,825641755,5696
"SARDINA",2010,611720763.52,527460708,1212455566,5585
"SARDINA",2011,634282979.44,546800678,573744256.5,5093
"SARDINA",2012,689826041.88,594679975,673655092,5734
"SARDINA",2013,636556136.7,548762266,597823212,5462
"SARDINA",2014,475473730.84,409905191,556229221.42,4738
"SARDINA",2015,316805668.1,273149088.5,452697487.79,3716
"SARDINA",2016,328599667.4268,283285427.23,617323599.317,3588
"SARDINA",2017,616451552.2132,531424947.77,863287315.7275,5554
"SARDINA",2018,586706011.32,505783823,3382066647.5,5370
"SARDINA",2019,562941886.188,485345618.3,942092673.9,5699
"SARDINA",2020,672817188.674,580027335.15,1100585234.54,6681
"SARDINA",2021,762916489.4,657735815,1425021717,7191
"SARDINA",2022,633525328.72,546198182,1181062694.98,6860
"SARDINA",2023,762354838,657290180,1497733367,7195
"SARDINA",2024,682856414.9228,588835719.33,2738933317.745,7305
"SARDINA",2025,304315492.074,262382279.65,6877209803.1225,2931
"SARGAZO",2000,28251052.5,25682775,65842875,76
"SARGAZO",2001,38233030,34757300,19204200,100
"SARGAZO",2002,7980.5,7255,46480,5
"SARGAZO",2003,22091796.1,20083451,63576034,109
"SARGAZO",2004,21197544.5,19270495,52971490,111
"SARGAZO",2005,30937.5,28125,144825,61
"SARGAZO",2006,72496.3,55883,326978,43
"SARGAZO",2007,128023.5,116385,312167.5,52
"SARGAZO",2008,293676.9,266979,765917,120
"SARGAZO",2009,661878.3,433936,2820200,131
"SARGAZO",2010,432170.6,286294,537172,62
"SARGAZO",2011,649210.8,337316,815840,108
"SARGAZO",2012,841675.1,615041,1493647,109
"SARGAZO",2013,1759296.7,1387792,3379978,155
"SARGAZO",2014,2280824.56,1267919.1,3979076.35,191
"SARGAZO",2015,2273517.383,1452247.03,5521216.18,231
"SARGAZO",2016,1546081.11,994494.9,4724329.6535,268
"SARGAZO",2017,2260520.8,1368912,8704298.28,360
"SARGAZO",2018,2860300,1604331,7375405.95,456
"SARGAZO",2019,2041892.9,1239272,5182526.5,288
"SARGAZO",2020,2730725.8,1587591,5737378.7,333
"SARGAZO",2021,2735394.2,1370943,22205905.4,384
"SARGAZO",2022,2182822.4,1546847,8733771.62,430
"SARGAZO",2023,1582661,1468265,11335299,454
"SARGAZO",2024,1370870,1763759.8,23402506.38,482
"SARGAZO",2025,504882.4,620199.4,6884907.1,239
"SIERRA",2000,4632528.82,4626419,33614993,2571
