"rgn_id","year","condition","extent","trend","habitat"
"Region_1",2025,0.54,0.196246565330077,NA,"seagrass"
"Region_2",2025,0.54,0.392493130660731,NA,"seagrass"
"Region_3",2025,0.54,1.18862435174402,NA,"seagrass"
"Region_4",2025,0.3063,0.98123282665191,NA,"seagrass"
"Region_5",2025,0.54,0.196246565329909,NA,"seagrass"
"Region_6",2025,0.8517,72.9603001454254,NA,"seagrass"
"Region_7",2025,0.54,2.35495878395976,NA,"seagrass"
"Region_8",2025,0.54,6.01810785447822,NA,"seagrass"
