"scientific_name_clean","main_species_group","recorded_species_name","keyword_1","keyword_2","keyword_3","keyword_4","keyword_5","recorded_species_name_clean","scientific_name","species","genus","family"
NA,"OTRAS","BARRASA ENT. FCA.","ENT.","FCA.",NA,NA,NA,"BARRASA",NA,NA,NA,NA
NA,"OTRAS","BARRASA DESV. FCA.","DESV.","FCA.",NA,NA,NA,"BARRASA",NA,NA,NA,NA
NA,"OTRAS","BAYA DESV. FCA.","DESV.","FCA.",NA,NA,NA,"BAYA",NA,NA,NA,NA
NA,"OTRAS","BAYA ENT. FCA.","ENT.","FCA.",NA,NA,NA,"BAYA",NA,NA,NA,NA
NA,"OTRAS","BLANQUITA ENT. FCA.","ENT.","FCA.",NA,NA,NA,"BLANQUITA",NA,NA,NA,NA
NA,"OTRAS","BOCA COLORADA ENT. FCA.","ENT.","FCA.",NA,NA,NA,"BOCA COLORADA",NA,NA,NA,NA
NA,"OTRAS","BOCA DE NOVIA ENT. FCA.","ENT.","FCA.",NA,NA,NA,"BOCA DE NOVIA",NA,NA,NA,NA
NA,"OTRAS","BOLIN ENT. FCO.","ENT.","FCO.",NA,NA,NA,"BOLIN",NA,NA,NA,NA
NA,"OTRAS","BOQUINEGRO ENT. FCO.","ENT.","FCO.",NA,NA,NA,"BOQUINEGRO",NA,NA,NA,NA
NA,"OTRAS","BOQUINETE ENT. FCO.","ENT.","FCO.",NA,NA,NA,"BOQUINETE",NA,NA,NA,NA
NA,"OTRAS","BOQUINETE DESV. FCO.","DESV.","FCO.",NA,NA,NA,"BOQUINETE",NA,NA,NA,NA
NA,"OTRAS","BOQUINETE FILETE FCO.","FILETE","FCO.",NA,NA,NA,"BOQUINETE",NA,NA,NA,NA
NA,"OTRAS","BOTA ENT. FCA.","ENT.","FCA.",NA,NA,NA,"BOTA",NA,NA,NA,NA
NA,"OTRAS","BOTA FILETE DE FCO.","FILETE DE","FCO.",NA,NA,NA,"BOTA",NA,NA,NA,NA
NA,"OTRAS","BOTA DESV. Y DESC. FCA.","DESV.","DESC.","FCA.",NA,NA,"BOTA",NA,NA,NA,NA
NA,"OTRAS","BOTA DESV. FCA.","DESV.","FCA.",NA,NA,NA,"BOTA",NA,NA,NA,NA
NA,"OTRAS","BOTETE ENT. FCO.","ENT.","FCO.",NA,NA,NA,"BOTETE",NA,NA,NA,NA
NA,"OTRAS","BOTETE FILETE DE FCO.","FILETE DE","FCO.",NA,NA,NA,"BOTETE",NA,NA,NA,NA
NA,"OTRAS","BOTETE DESV. Y DESC. FCO.","DESV.","DESC.","FCO.",NA,NA,"BOTETE",NA,NA,NA,NA
NA,"OTRAS","BOTETE DESV. FCO.","DESV.","FCO.",NA,NA,NA,"BOTETE",NA,NA,NA,NA
NA,"OTRAS","BOTETE AMARILLO ENT. FCO.","ENT.","FCO.",NA,NA,NA,"BOTETE AMARILLO",NA,NA,NA,NA
NA,"OTRAS","BOTETE DIANA DE CULTIVO","DE CULTIVO",NA,NA,NA,NA,"BOTETE DIANA",NA,NA,NA,NA
NA,"OTRAS","BOTETE NEGRO ENT. FCO.","ENT.","FCO.",NA,NA,NA,"BOTETE NEGRO",NA,NA,NA,NA
NA,"OTRAS","BURRIQUETE ENT. FCO.","ENT.","FCO.",NA,NA,NA,"BURRIQUETE",NA,NA,NA,NA
NA,"OTRAS","BURRITO ENT. FCO.","ENT.","FCO.",NA,NA,NA,"BURRITO",NA,NA,NA,NA
NA,"OTRAS","BURRO ENT. FCO.","ENT.","FCO.",NA,NA,NA,"BURRO",NA,NA,NA,NA
NA,"OTRAS","BURRO DESV. FCO.","DESV.","FCO.",NA,NA,NA,"BURRO",NA,NA,NA,NA
NA,"OTRAS","BURRO DESV. Y DESC. FCO.","DESV.","DESC.","FCO.",NA,NA,"BURRO",NA,NA,NA,NA
NA,"OTRAS","BUZO ENT. FCO.","ENT.","FCO.",NA,NA,NA,"BUZO",NA,NA,NA,NA
NA,"OTRAS","CABAICUCHO DESV. FCO.","DESV.","FCO.",NA,NA,NA,"CABAICUCHO",NA,NA,NA,NA
NA,"OTRAS","CABAICUCHO ENT. FCO.","ENT.","FCO.",NA,NA,NA,"CABAICUCHO",NA,NA,NA,NA
NA,"OTRAS","CABAICUCHO DESV. Y DESC. FCO.","DESV.","DESC.","FCO.",NA,NA,"CABAICUCHO",NA,NA,NA,NA
NA,"OTRAS","CABALLITO DE MAR",NA,NA,NA,NA,NA,"CABALLITO DE MAR",NA,NA,NA,NA
NA,"OTRAS","CABEZON FILETE DE FCO.","FILETE DE","FCO.",NA,NA,NA,"CABEZON",NA,NA,NA,NA
NA,"OTRAS","CABEZON ENT. FCO.","ENT.","FCO.",NA,NA,NA,"CABEZON",NA,NA,NA,NA
NA,"OTRAS","CABEZON DESV. FCO.","DESV.","FCO.",NA,NA,NA,"CABEZON",NA,NA,NA,NA
NA,"OTRAS","CAIMAN ENT. FCO.","ENT.","FCO.",NA,NA,NA,"CAIMAN",NA,NA,NA,NA
NA,"OTRAS","CALLO DE HACHA ENT. FCO.","ENT.","FCO.",NA,NA,NA,"CALLO DE HACHA",NA,NA,NA,NA
NA,"OTRAS","CALLO DE HACHA DE CULTIVO ENT. FCO.","DE CULTIVO","ENT.","FCO.",NA,NA,"CALLO DE HACHA",NA,NA,NA,NA
NA,"OTRAS","CALLO DE HACHA S.C. FCO.","S.","FCO.",NA,NA,NA,"CALLO DE HACHA C.",NA,NA,NA,NA
NA,"OTRAS","CALLO DE HACHA LARGO",NA,NA,NA,NA,NA,"CALLO DE HACHA LARGO",NA,NA,NA,NA
NA,"OTRAS","CALLO DE MEDIA LUNA",NA,NA,NA,NA,NA,"CALLO DE MEDIA LUNA",NA,NA,NA,NA
NA,"OTRAS","CANGREJO ENT. FCO.","ENT.","FCO.",NA,NA,NA,"CANGREJO",NA,NA,NA,NA
NA,"OTRAS","CANGREJO ARAÑA",NA,NA,NA,NA,NA,"CANGREJO ARAÑA",NA,NA,NA,NA
NA,"OTRAS","CANGREJO AZUL ENT. FCO.","ENT.","FCO.",NA,NA,NA,"CANGREJO AZUL",NA,NA,NA,NA
NA,"OTRAS","CANGREJO AZUL MANOS DE FCO.","FCO.",NA,NA,NA,NA,"CANGREJO AZUL MANOS DE",NA,NA,NA,NA
NA,"OTRAS","CANGREJO DE AGUA DULCE ENT. FCO.","ENT.","FCO.",NA,NA,NA,"CANGREJO DE AGUA DULCE",NA,NA,NA,NA
NA,"OTRAS","CANGREJO ERMITAÑO ENT. FCO.","ENT.","FCO.",NA,NA,NA,"CANGREJO ERMITAÑO",NA,NA,NA,NA
NA,"OTRAS","CANGREJO ERMITA�O ENT. FCO.","ENT.","FCO.",NA,NA,NA,"CANGREJO ERMITA�O",NA,NA,NA,NA
NA,"OTRAS","CANGREJO GALLO MANOS DE FCO.","FCO.",NA,NA,NA,NA,"CANGREJO GALLO MANOS DE",NA,NA,NA,NA
NA,"OTRAS","CANGREJO MANOS DE FCO.","FCO.",NA,NA,NA,NA,"CANGREJO MANOS DE",NA,NA,NA,NA
NA,"OTRAS","CANGREJO MORO ENT. FCO.","ENT.","FCO.",NA,NA,NA,"CANGREJO MORO",NA,NA,NA,NA
NA,"OTRAS","CANGREJO MORO DE MANGLAR MANOS DE FCO.","FCO.",NA,NA,NA,NA,"CANGREJO MORO DE MANGLAR MANOS DE",NA,NA,NA,NA
NA,"OTRAS","CANGREJO MORO MANOS DE FCO.","FCO.",NA,NA,NA,NA,"CANGREJO MORO MANOS DE",NA,NA,NA,NA
NA,"OTRAS","CANGREJO MOTEADO DE ROCA ENT. FCO.","ENT.","FCO.",NA,NA,NA,"CANGREJO MOTEADO DE ROCA",NA,NA,NA,NA
NA,"OTRAS","CANGREJO PULPA FCO.","FCO.",NA,NA,NA,NA,"CANGREJO PULPA",NA,NA,NA,NA
NA,"OTRAS","CANGREJO REY ENT. FCO.","ENT.","FCO.",NA,NA,NA,"CANGREJO REY",NA,NA,NA,NA
NA,"OTRAS","CANGREJO ROJO DE ROCA ENT. FCO.","ENT.","FCO.",NA,NA,NA,"CANGREJO ROJO DE ROCA",NA,NA,NA,NA
NA,"OTRAS","CARDENAL DESV. FCO.","DESV.","FCO.",NA,NA,NA,"CARDENAL",NA,NA,NA,NA
NA,"OTRAS","CARDENAL ENT. FCO.","ENT.","FCO.",NA,NA,NA,"CARDENAL",NA,NA,NA,NA
NA,"OTRAS","CATALINETA ENT. FCA.","ENT.","FCA.",NA,NA,NA,"CATALINETA",NA,NA,NA,NA
NA,"OTRAS","CATAN ENT. FCO.","ENT.","FCO.",NA,NA,NA,"CATAN",NA,NA,NA,NA
NA,"OTRAS","CATAN DESV. Y DESC. FCO.","DESV.","DESC.","FCO.",NA,NA,"CATAN",NA,NA,NA,NA
NA,"OTRAS","CATAN DESV. FCO.","DESV.","FCO.",NA,NA,NA,"CATAN",NA,NA,NA,NA
NA,"OTRAS","CHABELITA ENT. FCA.","ENT.","FCA.",NA,NA,NA,"CHABELITA",NA,NA,NA,NA
NA,"OTRAS","CHABELITA DESV. FCA.","DESV.","FCA.",NA,NA,NA,"CHABELITA",NA,NA,NA,NA
NA,"OTRAS","CHANCLA ENT. FCA.","ENT.","FCA.",NA,NA,NA,"CHANCLA",NA,NA,NA,NA
NA,"OTRAS","CHAPETA ENT. FCA.","ENT.","FCA.",NA,NA,NA,"CHAPETA",NA,NA,NA,NA
NA,"OTRAS","LUCERO FILETE DE FCO.","FILETE DE","FCO.",NA,NA,NA,"LUCERO",NA,NA,NA,NA
NA,"OTRAS","LUCIO ENT. FCO.","ENT.","FCO.",NA,NA,NA,"LUCIO",NA,NA,NA,NA
NA,"OTRAS","MACABI ENT. FCO.","ENT.","FCO.",NA,NA,NA,"MACABI",NA,NA,NA,NA
NA,"OTRAS","CHARRITO ENT. FCO.","ENT.","FCO.",NA,NA,NA,"CHARRITO",NA,NA,NA,NA
NA,"OTRAS","CONCHA NACAR",NA,NA,NA,NA,NA,"CONCHA NACAR",NA,NA,NA,NA
NA,"OTRAS","MACABI DE AGUA DULCE ENT. FCO.","ENT.","FCO.",NA,NA,NA,"MACABI DE AGUA DULCE",NA,NA,NA,NA
NA,"OTRAS","MACABI DE AGUA DULCE DESV. FCO.","DESV.","FCO.",NA,NA,NA,"MACABI DE AGUA DULCE",NA,NA,NA,NA
NA,"OTRAS","CHENCAY ENT. FCO.","ENT.","FCO.",NA,NA,NA,"CHENCAY",NA,NA,NA,NA
NA,"OTRAS","CHEPE ENT. FCO.","ENT.","FCO.",NA,NA,NA,"CHEPE",NA,NA,NA,NA
NA,"OTRAS","CHICHARRO ENT. FCO.","ENT.","FCO.",NA,NA,NA,"CHICHARRO",NA,NA,NA,NA
NA,"OTRAS","CHIHUA ENT. FCA.","ENT.","FCA.",NA,NA,NA,"CHIHUA",NA,NA,NA,NA
NA,"OTRAS","CHIHUA DESV. FCA.","DESV.","FCA.",NA,NA,NA,"CHIHUA",NA,NA,NA,NA
NA,"OTRAS","CHILE ENT. FCO.","ENT.","FCO.",NA,NA,NA,"CHILE",NA,NA,NA,NA
NA,"OTRAS","CHILE DESV. FCO.","DESV.","FCO.",NA,NA,NA,"CHILE",NA,NA,NA,NA
NA,"OTRAS","CHIVATO ENT. FCO.","ENT.","FCO.",NA,NA,NA,"CHIVATO",NA,NA,NA,NA
NA,"OTRAS","CHIVATO DESV. FCO.","DESV.","FCO.",NA,NA,NA,"CHIVATO",NA,NA,NA,NA
NA,"OTRAS","CHIVO ENT. FCO.","ENT.","FCO.",NA,NA,NA,"CHIVO",NA,NA,NA,NA
NA,"OTRAS","CHIVO DESV. FCO.","DESV.","FCO.",NA,NA,NA,"CHIVO",NA,NA,NA,NA
NA,"OTRAS","CHOCHO ENT. FCO.","ENT.","FCO.",NA,NA,NA,"CHOCHO",NA,NA,NA,NA
NA,"OTRAS","CHOCHO DESV. Y DESC. FCO.","DESV.","DESC.","FCO.",NA,NA,"CHOCHO",NA,NA,NA,NA
NA,"OTRAS","CHOPA ENT. FCA.","ENT.","FCA.",NA,NA,NA,"CHOPA",NA,NA,NA,NA
NA,"OTRAS","CHOPA DESV. FCA.","DESV.","FCA.",NA,NA,NA,"CHOPA",NA,NA,NA,NA
NA,"OTRAS","CHOPA FILETE DE FCO.","FILETE DE","FCO.",NA,NA,NA,"CHOPA",NA,NA,NA,NA
NA,"OTRAS","CHOPA AMARILLA ENT. FCA.","ENT.","FCA.",NA,NA,NA,"CHOPA AMARILLA",NA,NA,NA,NA
NA,"OTRAS","CHOPA ESPINA ENT. FCA.","ENT.","FCA.",NA,NA,NA,"CHOPA ESPINA",NA,NA,NA,NA
NA,"OTRAS","CHOPA GRIS ENT. FCA.","ENT.","FCA.",NA,NA,NA,"CHOPA GRIS",NA,NA,NA,NA
NA,"OTRAS","CHORO ENT. FCO.","ENT.","FCO.",NA,NA,NA,"CHORO",NA,NA,NA,NA
NA,"OTRAS","CHORO S.C. FCO.","S.","FCO.",NA,NA,NA,"CHORO C.",NA,NA,NA,NA
NA,"OTRAS","CHULA ENT. FCA.","ENT.","FCA.",NA,NA,NA,"CHULA",NA,NA,NA,NA
NA,"OTRAS","MEJILLON ENT. FCO.","ENT.","FCO.",NA,NA,NA,"MEJILLON",NA,NA,NA,NA
NA,"OTRAS","MEJILLON",NA,NA,NA,NA,NA,"MEJILLON",NA,NA,NA,NA
NA,"OTRAS","COCHI FILETE DE FCO.","FILETE DE","FCO.",NA,NA,NA,"COCHI",NA,NA,NA,NA
NA,"OTRAS","COCHI ENT. FCO.","ENT.","FCO.",NA,NA,NA,"COCHI",NA,NA,NA,NA
NA,"OTRAS","COCHI DESV. FCO.","DESV.","FCO.",NA,NA,NA,"COCHI",NA,NA,NA,NA
NA,"OTRAS","COCHI DESV. Y DESC. FCO.","DESV.","DESC.","FCO.",NA,NA,"COCHI",NA,NA,NA,NA
NA,"OTRAS","COCHI SECO","SECO",NA,NA,NA,NA,"COCHI",NA,NA,NA,NA
NA,"OTRAS","COCHINITO DESV. FCO.","DESV.","FCO.",NA,NA,NA,"COCHINITO",NA,NA,NA,NA
NA,"OTRAS","COCHINITO ENT. FCO.","ENT.","FCO.",NA,NA,NA,"COCHINITO",NA,NA,NA,NA
NA,"OTRAS","COCHINO DESV. FCO.","DESV.","FCO.",NA,NA,NA,"COCHINO",NA,NA,NA,NA
NA,"OTRAS","COCHINO ENT. FCO.","ENT.","FCO.",NA,NA,NA,"COCHINO",NA,NA,NA,NA
NA,"OTRAS","COCODRILO ENT. FCO.","ENT.","FCO.",NA,NA,NA,"COCODRILO",NA,NA,NA,NA
NA,"OTRAS","COCUYO ENT. FCO.","ENT.","FCO.",NA,NA,NA,"COCUYO",NA,NA,NA,NA
NA,"OTRAS","CODORNIZ ENT. FCA.","ENT.","FCA.",NA,NA,NA,"CODORNIZ",NA,NA,NA,NA
NA,"OTRAS","COJINETE DESV. FCO.","DESV.","FCO.",NA,NA,NA,"COJINETE",NA,NA,NA,NA
NA,"OTRAS","FREL ENT. FCO.","ENT.","FCO.",NA,NA,NA,"FREL",NA,NA,NA,NA
NA,"OTRAS","NACA ENT. FCA.","ENT.","FCA.",NA,NA,NA,"NACA",NA,NA,NA,NA
NA,"OTRAS","CONCHA NACAR CALLO FRESCO","FRESCO",NA,NA,NA,NA,"CONCHA NACAR CALLO",NA,NA,NA,NA
NA,"OTRAS","CONCHA NACAR MEDIAS PERLAS CULTIVADAS",NA,NA,NA,NA,NA,"CONCHA NACAR MEDIAS PERLAS CULTIVADAS",NA,NA,NA,NA
NA,"OTRAS","CONCHA NACAR PERLAS CULTIVADAS",NA,NA,NA,NA,NA,"CONCHA NACAR PERLAS CULTIVADAS",NA,NA,NA,NA
NA,"OTRAS","CONDOR ENT. FCO.","ENT.","FCO.",NA,NA,NA,"CONDOR",NA,NA,NA,NA
NA,"OTRAS","CONDOR DESV. FCO.","DESV.","FCO.",NA,NA,NA,"CONDOR",NA,NA,NA,NA
NA,"OTRAS","CONEJO DESV. FCO.","DESV.","FCO.",NA,NA,NA,"CONEJO",NA,NA,NA,NA
NA,"OTRAS","CONEJO ENT. FCO.","ENT.","FCO.",NA,NA,NA,"CONEJO",NA,NA,NA,NA
NA,"OTRAS","CONGRIO ENT. FCO.","ENT.","FCO.",NA,NA,NA,"CONGRIO",NA,NA,NA,NA
NA,"OTRAS","CORAL ENT. FCO.","ENT.","FCO.",NA,NA,NA,"CORAL",NA,NA,NA,NA
NA,"OTRAS","CORAL BLANCO ENT. FCO.","ENT.","FCO.",NA,NA,NA,"CORAL BLANCO",NA,NA,NA,NA
NA,"OTRAS","CORCOVADO DESV. FCO.","DESV.","FCO.",NA,NA,NA,"CORCOVADO",NA,NA,NA,NA
NA,"OTRAS","CORUCO ENT. FCO.","ENT.","FCO.",NA,NA,NA,"CORUCO",NA,NA,NA,NA
NA,"OTRAS","CORUCO DESV. FCO.","DESV.","FCO.",NA,NA,NA,"CORUCO",NA,NA,NA,NA
NA,"OTRAS","CORVINATO ENT. FCO.","ENT.","FCO.",NA,NA,NA,"CORVINATO",NA,NA,NA,NA
NA,"OTRAS","CRAPPIE DESV. FCO.","DESV.","FCO.",NA,NA,NA,"CRAPPIE",NA,NA,NA,NA
NA,"OTRAS","CRIOLLO ENT. FCO.","ENT.","FCO.",NA,NA,NA,"CRIOLLO",NA,NA,NA,NA
NA,"OTRAS","CUBERA ENT. FCA.","ENT.","FCA.",NA,NA,NA,"CUBERA",NA,NA,NA,NA
NA,"OTRAS","CUBERA DESV. FCA.","DESV.","FCA.",NA,NA,NA,"CUBERA",NA,NA,NA,NA
NA,"OTRAS","CUCARACHA ENT. FCA.","ENT.","FCA.",NA,NA,NA,"CUCARACHA",NA,NA,NA,NA
NA,"OTRAS","CUCHILLA ENT. FCA.","ENT.","FCA.",NA,NA,NA,"CUCHILLA",NA,NA,NA,NA
NA,"OTRAS","CUCHILLA DE AGUA DULCE DESV. DESC. FCA.","DESV.","DESC.","FCA.",NA,NA,"CUCHILLA DE AGUA DULCE",NA,NA,NA,NA
NA,"OTRAS","CULEBRA ENT. FCA.","ENT.","FCA.",NA,NA,NA,"CULEBRA",NA,NA,NA,NA
NA,"OTRAS","CULEBRA DESV. FCA.","DESV.","FCA.",NA,NA,NA,"CULEBRA",NA,NA,NA,NA
NA,"OTRAS","DORADILLA DESV. FCA.","DESV.","FCA.",NA,NA,NA,"DORADILLA",NA,NA,NA,NA
NA,"OTRAS","DORADILLA ENT. FCA.","ENT.","FCA.",NA,NA,NA,"DORADILLA",NA,NA,NA,NA
NA,"OTRAS","DORADO ENT. FCO.","ENT.","FCO.",NA,NA,NA,"DORADO",NA,NA,NA,NA
NA,"OTRAS","DORADO DESV. FCO.","DESV.","FCO.",NA,NA,NA,"DORADO",NA,NA,NA,NA
NA,"OTRAS","DORADO DE CULTIVO ENT. FCO.","DE CULTIVO","ENT.","FCO.",NA,NA,"DORADO",NA,NA,NA,NA
NA,"OTRAS","DORADO DE AGUA DULCE ENT. FCO.","ENT.","FCO.",NA,NA,NA,"DORADO DE AGUA DULCE",NA,NA,NA,NA
NA,"OTRAS","DORADO DE AGUA DULCE DESV. FCO.","DESV.","FCO.",NA,NA,NA,"DORADO DE AGUA DULCE",NA,NA,NA,NA
NA,"OTRAS","DORADO DESV. Y DESC FC.","DESV.","DESC",NA,NA,NA,"DORADO FC.",NA,NA,NA,NA
NA,"OTRAS","ESCOCHIN FILETE FCO.","FILETE","FCO.",NA,NA,NA,"ESCOCHIN",NA,NA,NA,NA
NA,"OTRAS","ESCORPION ENT. FCO.","ENT.","FCO.",NA,NA,NA,"ESCORPION",NA,NA,NA,NA
NA,"OTRAS","ESPADIN ENT. FCO.","ENT.","FCO.",NA,NA,NA,"ESPADIN",NA,NA,NA,NA
NA,"OTRAS","ESTRELLA DE MAR ENT. FCA.","ENT.","FCA.",NA,NA,NA,"ESTRELLA DE MAR",NA,NA,NA,NA
NA,"OTRAS","EXTRANJERO ENT. FCO.","ENT.","FCO.",NA,NA,NA,"EXTRANJERO",NA,NA,NA,NA
NA,"OTRAS","EXTRANJERO DESV. FCO.","DESV.","FCO.",NA,NA,NA,"EXTRANJERO",NA,NA,NA,NA
NA,"OTRAS","FAJADO ENT. FCO.","ENT.","FCO.",NA,NA,NA,"FAJADO",NA,NA,NA,NA
NA,"OTRAS","MACABI FILETE FCO.","FILETE","FCO.",NA,NA,NA,"MACABI",NA,NA,NA,NA
NA,"OTRAS","GALLETA DE MAR ENT. FCA.","ENT.","FCA.",NA,NA,NA,"GALLETA DE MAR",NA,NA,NA,NA
NA,"OTRAS","GALLINA ENT. FCA.","ENT.","FCA.",NA,NA,NA,"GALLINA",NA,NA,NA,NA
NA,"OTRAS","GALLINA DESV. FCA.","DESV.","FCA.",NA,NA,NA,"GALLINA",NA,NA,NA,NA
NA,"OTRAS","GALLINETA ENT. FCA.","ENT.","FCA.",NA,NA,NA,"GALLINETA",NA,NA,NA,NA
NA,"OTRAS","GALLINETA DESV. FCA.","DESV.","FCA.",NA,NA,NA,"GALLINETA",NA,NA,NA,NA
NA,"OTRAS","GUABINA DESV. FCA.","DESV.","FCA.",NA,NA,NA,"GUABINA",NA,NA,NA,NA
NA,"OTRAS","GUABINA ENT. FCA.","ENT.","FCA.",NA,NA,NA,"GUABINA",NA,NA,NA,NA
NA,"OTRAS","GUABINA FILETE DE FCO.","FILETE DE","FCO.",NA,NA,NA,"GUABINA",NA,NA,NA,NA
NA,"OTRAS","GUABINA DE CULTIVO ENT. FCA.","DE CULTIVO","ENT.","FCA.",NA,NA,"GUABINA",NA,NA,NA,NA
NA,"OTRAS","GUABINA DE AGUA DULCE ENT. FCA.","ENT.","FCA.",NA,NA,NA,"GUABINA DE AGUA DULCE",NA,NA,NA,NA
NA,"OTRAS","GUABINA DE AGUA DULCE DESV. FCA.","DESV.","FCA.",NA,NA,NA,"GUABINA DE AGUA DULCE",NA,NA,NA,NA
NA,"OTRAS","GUACAMAYA ENT. FCA.","ENT.","FCA.",NA,NA,NA,"GUACAMAYA",NA,NA,NA,NA
NA,"OTRAS","GUAU ENT. FCO.","ENT.","FCO.",NA,NA,NA,"GUAU",NA,NA,NA,NA
NA,"OTRAS","HACHA CHINA ENT. FCA.","ENT.","FCA.",NA,NA,NA,"HACHA CHINA",NA,NA,NA,NA
NA,"OTRAS","HACHA CHINA VIVA",NA,NA,NA,NA,NA,"HACHA CHINA VIVA",NA,NA,NA,NA
NA,"OTRAS","HACHA LARGA ENT. FCA.","ENT.","FCA.",NA,NA,NA,"HACHA LARGA",NA,NA,NA,NA
NA,"OTRAS","INDIO ENT. FCO.","ENT.","FCO.",NA,NA,NA,"INDIO",NA,NA,NA,NA
NA,"OTRAS","INDIO DESV. FCO.","DESV.","FCO.",NA,NA,NA,"INDIO",NA,NA,NA,NA
NA,"OTRAS","ISABELITA DESV. FCA.","DESV.","FCA.",NA,NA,NA,"ISABELITA",NA,NA,NA,NA
NA,"OTRAS","ISABELITA ENT. FCA.","ENT.","FCA.",NA,NA,NA,"ISABELITA",NA,NA,NA,NA
NA,"OTRAS","JOPATON ENT. FCO.","ENT.","FCO.",NA,NA,NA,"JOPATON",NA,NA,NA,NA
NA,"OTRAS","JORDAN ENT. FCO.","ENT.","FCO.",NA,NA,NA,"JORDAN",NA,NA,NA,NA
NA,"OTRAS","JOROBADO ENT. FCO.","ENT.","FCO.",NA,NA,NA,"JOROBADO",NA,NA,NA,NA
NA,"OTRAS","JUEZ ENT. FCO.","ENT.","FCO.",NA,NA,NA,"JUEZ",NA,NA,NA,NA
NA,"OTRAS","LACHA ENT. FCA.","ENT.","FCA.",NA,NA,NA,"LACHA",NA,NA,NA,NA
NA,"OTRAS","LACHA DESV. FCA.","DESV.","FCA.",NA,NA,NA,"LACHA",NA,NA,NA,NA
NA,"OTRAS","LAGARTIJA ENT. FCA.","ENT.","FCA.",NA,NA,NA,"LAGARTIJA",NA,NA,NA,NA
NA,"OTRAS","LAGARTO DE CULTIVO ENT. FCO.","DE CULTIVO","ENT.","FCO.",NA,NA,"LAGARTO",NA,NA,NA,NA
NA,"OTRAS","LAPON ENT. FCO.","ENT.","FCO.",NA,NA,NA,"LAPON",NA,NA,NA,NA
NA,"OTRAS","LAPON DESV. FCO.","DESV.","FCO.",NA,NA,NA,"LAPON",NA,NA,NA,NA
NA,"OTRAS","LORO ENT. FCO.","ENT.","FCO.",NA,NA,NA,"LORO",NA,NA,NA,NA
NA,"OTRAS","LORO FILETE DE FCO.","FILETE DE","FCO.",NA,NA,NA,"LORO",NA,NA,NA,NA
NA,"OTRAS","LORO DESV. FCO.","DESV.","FCO.",NA,NA,NA,"LORO",NA,NA,NA,NA
NA,"OTRAS","LORO JABONERO ENT. FCO.","ENT.","FCO.",NA,NA,NA,"LORO JABONERO",NA,NA,NA,NA
NA,"OTRAS","LUCERO DESV. FCO.","DESV.","FCO.",NA,NA,NA,"LUCERO",NA,NA,NA,NA
NA,"OTRAS","LUCERO ENT. FCO.","ENT.","FCO.",NA,NA,NA,"LUCERO",NA,NA,NA,NA
NA,"OTRAS","PICUA CORSARIA ENT. FCA.","ENT.","FCA.",NA,NA,NA,"PICUA CORSARIA",NA,NA,NA,NA
NA,"OTRAS","PICUDA ENT. FCA.","ENT.","FCA.",NA,NA,NA,"PICUDA",NA,NA,NA,NA
NA,"OTRAS","PICUDA DESV. FCA.","DESV.","FCA.",NA,NA,NA,"PICUDA",NA,NA,NA,NA
NA,"OTRAS","MOSCO SECO","SECO",NA,NA,NA,NA,"MOSCO",NA,NA,NA,NA
NA,"OTRAS","MULEGINO ENT. FCO.","ENT.","FCO.",NA,NA,NA,"MULEGINO",NA,NA,NA,NA
NA,"OTRAS","PIJOLIN ENT. FCO.","ENT.","FCO.",NA,NA,NA,"PIJOLIN",NA,NA,NA,NA
NA,"OTRAS","PINTA ENT. FCA.","ENT.","FCA.",NA,NA,NA,"PINTA",NA,NA,NA,NA
NA,"OTRAS","MACHETE ENT. FCO.","ENT.","FCO.",NA,NA,NA,"MACHETE",NA,NA,NA,NA
NA,"OTRAS","MACHORRO ENT. FCO.","ENT.","FCO.",NA,NA,NA,"MACHORRO",NA,NA,NA,NA
NA,"OTRAS","MADRE PERLA ENT. FCA.","ENT.","FCA.",NA,NA,NA,"MADRE PERLA",NA,NA,NA,NA
NA,"OTRAS","MANOS DE CANGREJO DE AGUA DULCE",NA,NA,NA,NA,NA,"MANOS DE CANGREJO DE AGUA DULCE",NA,NA,NA,NA
NA,"OTRAS","MAPACHE ENT. FCO.","ENT.","FCO.",NA,NA,NA,"MAPACHE",NA,NA,NA,NA
NA,"OTRAS","MAPO ENT. FCO.","ENT.","FCO.",NA,NA,NA,"MAPO",NA,NA,NA,NA
NA,"OTRAS","MARANGUANA ENT. FCA.","ENT.","FCA.",NA,NA,NA,"MARANGUANA",NA,NA,NA,NA
NA,"OTRAS","MARANGUANA DESV. FCA.","DESV.","FCA.",NA,NA,NA,"MARANGUANA",NA,NA,NA,NA
NA,"OTRAS","MARLIN DESV. Y DESC. FCO.","DESV.","DESC.","FCO.",NA,NA,"MARLIN",NA,NA,NA,NA
NA,"OTRAS","MARLIN ENT. FCO.","ENT.","FCO.",NA,NA,NA,"MARLIN",NA,NA,NA,NA
NA,"OTRAS","MARLIN DESV. FCO.","DESV.","FCO.",NA,NA,NA,"MARLIN",NA,NA,NA,NA
NA,"OTRAS","MARLIN AZUL ENT. FCO.","ENT.","FCO.",NA,NA,NA,"MARLIN AZUL",NA,NA,NA,NA
NA,"OTRAS","MARLIN BLANCO ENT. FCO.","ENT.","FCO.",NA,NA,NA,"MARLIN BLANCO",NA,NA,NA,NA
