protection,region,reef,year,nrsi,nrsi_01,latitude,longitude
Not Protected,Los Cabos,GIORGIO,2012,0.136945623422585,0.5684728117112925,22.896039,-109.866002
Not Protected,Los Cabos,SANTA_MARIA,2012,0.5074329190634702,0.7537164595317352,22.927461,-109.815316
Lightly Protected,La Paz,ESPIRITU_SANTO_BALLENA,2012,-0.7907746095689371,0.10461269521553146,24.48192949682278,-110.40116759637563
Lightly Protected,La Paz,ESPIRITU_SANTO_PUNTA_LOBOS,2012,-0.35951095678214384,0.3202445216089281,24.475421,-110.289305
Not Protected,La Paz,ESPIRITU_SANTO_SOANY,2012,-0.8598153811668684,0.0700923094165658,24.391116,-110.304853
Not Protected,Corredor,SAN_JOSE_ANIMAS_NORTE,2012,0.32697011311292257,0.6634850565564613,25.089485,-110.566779
Not Protected,Corredor,SAN_JOSE_ANIMAS_PINACULOS,2012,0.49461444882393235,0.7473072244119662,25.089468,-110.566743
Lightly Protected,La Paz,ESPIRITU_SANTO_ISLOTES_ESTE,2012,-0.2794937608251516,0.36025311958742423,24.598899,-110.399831
Lightly Protected,La Paz,ESPIRITU_SANTO_ISLOTES_NORTE,2012,-0.08389413282989125,0.4580529335850544,24.599432,-110.401188
Lightly Protected,La Paz,ESPIRITU_SANTO_PAILEBOTE,2012,-0.5423771804446245,0.22881140977768777,24.504571,-110.308406
Lightly Protected,La Paz,ESPIRITU_SANTO_PARTIDA_NORESTE,2012,0.20737452386530697,0.6036872619326534,24.562008,-110.366446
Lightly Protected,Loreto,CARMEN_ABISMO,2012,0.2267358857608599,0.61336794288043,25.84198452552898,-111.2329723153174
Lightly Protected,Loreto,CARMEN_PUNTA_LOBOS,2012,0.21729327478031052,0.6086466373901552,26.068839,-111.070127
Lightly Protected,Loreto,CARMEN_PUNTA_PERICO,2012,0.27742543959194854,0.6387127197959743,25.965265,-111.067303
Lightly Protected,Loreto,CARMEN_TINTORERA,2012,0.15662086479778717,0.5783104323988936,26.064886,-111.131847
Lightly Protected,Loreto,CORONADO_LAJAS,2012,-0.04973545084613477,0.47513227457693263,26.126188,-111.258743
Not Protected,Loreto,CORONADO_MONO,2012,-0.4183355306162387,0.2908322346918807,26.135304,-111.279106
Not Protected,Loreto,CORONADO_PUNTA_BLANCA,2012,-0.34678503019531526,0.32660748490234237,26.137812,-111.265291
Lightly Protected,Loreto,DANZANTE_BIZNAGA,2012,0.07595276216965449,0.5379763810848273,25.815202,-111.260062
Lightly Protected,Loreto,DANZANTE_PUNTA_ESTE,2012,-0.13885020854147279,0.4305748957292636,25.788956,-111.242819
Lightly Protected,Loreto,DANZANTE_PUNTA_NOROESTE,2012,-0.8063546702760729,0.09682266486196356,25.800718,-111.257608
Lightly Protected,Loreto,DANZANTE_PUNTA_SURESTE,2012,-0.3241456829793162,0.33792715851034194,25.763561,-111.243521
Lightly Protected,Loreto,MONSERRAT_GALERAS,2012,0.14371605435717588,0.5718580271785879,25.742757,-111.046611
Lightly Protected,Loreto,MONSERRAT_PUNTA_SURESTE,2012,-0.4803134229376173,0.2598432885311913,25.675881,-111.011271
Lightly Protected,Loreto,MONSERRAT_REINITA,2012,-0.15584553326759554,0.42207723336620223,25.747822,-111.060217
Fully Protected,Cabo Pulmo,BAJO_CABO_PULMO,2013,0.37649024086456184,0.6882451204322809,23.457861,-109.405463
Fully Protected,Cabo Pulmo,BARRA_PRIMERA,2013,0.11712522215320607,0.558562611076603,23.434781,-109.424377
Not Protected,Cabo Pulmo,BLEDITO,2013,0.2678750926514741,0.6339375463257371,23.361148,-109.421591
Fully Protected,Cabo Pulmo,CANTILES_CABO_PULMO,2013,0.17299638354190058,0.5864981917709503,23.438823,-109.410821
Fully Protected,Cabo Pulmo,CANTIL_MEDIO,2013,0.05912064586158566,0.5295603229307928,23.434309,-109.414791
Fully Protected,Cabo Pulmo,CASITAS,2013,0.14545902134210625,0.5727295106710532,23.403539,-109.414811
Fully Protected,Cabo Pulmo,ESPERANZA,2013,0.21918502072517,0.609592510362585,23.424715,-109.408303
Fully Protected,Cabo Pulmo,GAVILANES_CABO_PULMO,2013,0.7890460889131594,0.8945230444565797,23.452161,-109.424501
Fully Protected,Cabo Pulmo,ISLOTE_CABO_PULMO,2013,0.24927394004262104,0.6246369700213106,23.407996156161044,-109.41333698739325
Not Protected,Cabo Pulmo,LINEA,2013,0.031165799022615914,0.515582899511308,23.319897,-109.417391
Fully Protected,Cabo Pulmo,LISAS,2013,-0.9631353076057565,0.01843234619712175,23.458291,-109.428915
Fully Protected,Cabo Pulmo,LOBERA_CABO_PULMO,2013,0.1574222325242899,0.578711116262145,23.384551,-109.412618
Fully Protected,Cabo Pulmo,MORROS_CABO_PULMO,2013,0.5643295811266889,0.7821647905633444,23.461938,-109.407203
Fully Protected,Cabo Pulmo,NAVAJAS,2013,-0.07300191013284099,0.4634990449335795,23.446164,-109.416728
Not Protected,Cabo Pulmo,PIEDRAS_BOLAS,2013,0.052460598629433426,0.5262302993147168,23.355254,-109.422322
Fully Protected,Cabo Pulmo,POTANCO,2013,0.29217584392272583,0.6460879219613629,23.381516,-109.420505
Fully Protected,Cabo Pulmo,TACHUELAS,2013,-0.35963712699573785,0.32018143650213104,23.492131,-109.457481
Not Protected,Los Cabos,ANEGADA,2013,-0.11939817859738447,0.4403009107013078,22.878554055555554,-109.89883605555556
Not Protected,Los Cabos,ARCO_SAN_LUCAS,2013,0.2634799172209951,0.6317399586104976,22.876139,-109.892835
Not Protected,Los Cabos,CABEZA_BALLENA_CSL,2013,0.0971826176785019,0.548591308839251,22.902206,-109.842622
Not Protected,Los Cabos,CHILENO,2013,0.3574888013748894,0.6787444006874447,22.946031,-109.803661
Not Protected,Los Cabos,DEDO_NEPTUNO,2013,0.4698892693146167,0.7349446346573083,22.877203,-109.895233
Not Protected,Los Cabos,GIORGIO,2013,0.07911558405317233,0.5395577920265862,22.896039,-109.866002
Not Protected,Los Cabos,PALMILLA_SAN_JOSE,2013,0.10352755531301457,0.5517637776565073,23.005917,-109.711367
Not Protected,Los Cabos,SANTA_MARIA,2013,0.15947356893304232,0.5797367844665211,22.927461,-109.815316
Lightly Protected,La Paz,ESPIRITU_SANTO_BALLENA,2013,-0.3854179876893687,0.3072910061553157,24.48192949682278,-110.40116759637563
Lightly Protected,La Paz,ESPIRITU_SANTO_EMPACHADO,2013,-0.038362814884523005,0.4808185925577385,24.447221,-110.378331
Lightly Protected,La Paz,ESPIRITU_SANTO_GALLO,2013,-0.43426602087951266,0.2828669895602437,24.466619,-110.385076
Lightly Protected,La Paz,ESPIRITU_SANTO_PUNTA_LOBOS,2013,-0.349863082318165,0.3250684588409175,24.475421,-110.289305
Lightly Protected,La Paz,ESPIRITU_SANTO_SAN_GABRIEL,2013,-0.5695765656985733,0.21521171715071336,24.413891,-110.354441
Not Protected,La Paz,ESPIRITU_SANTO_SOANY,2013,-0.8456541240211647,0.07717293798941766,24.391116,-110.304853
Not Protected,La Ventana,CERRALVO_BALISA,2013,-0.7517195152889374,0.12414024235553128,24.144871,-109.863211
Not Protected,La Ventana,CERRALVO_CARPINTERO,2013,-0.35949674083704886,0.32025162958147557,24.325082211886304,-109.93980755813953
Not Protected,La Ventana,CERRALVO_NORTE,2013,-0.4224233937375381,0.28878830313123094,24.374969,-109.932606
Not Protected,La Ventana,CERRALVO_REINA,2013,-0.2677847059051265,0.36610764704743676,24.388762,-109.939961
Not Protected,La Ventana,CERRALVO_SUR_BAJO,2013,-0.6165199216396516,0.19174003918017418,24.129707,-109.797021
Not Protected,La Ventana,PUNTA_PERICO,2013,0.004608050751215203,0.5023040253756076,24.014233,-109.806733
Not Protected,Corredor,BURROS,2013,-0.5140035118580978,0.2429982440709511,25.032361,-110.803731
Fishing Refuge,Corredor,HABANA,2013,-0.18067297639688973,0.40966351180155514,25.129618886529528,-110.86164967816855
Not Protected,Corredor,PARDITO_FARO_LOBERA,2013,0.05071831165614249,0.5253591558280712,24.842937,-110.605687
Not Protected,Corredor,PORTUGUES,2013,-0.5983033444345397,0.20084832778273015,24.747083,-110.677231
Fishing Refuge,Corredor,PUNTA_BOTELLA,2013,-0.37570874975678076,0.3121456251216096,25.292517,-110.93405
Fishing Refuge,Corredor,PUNTA_COYOTE,2013,-0.8367397419441673,0.08163012902791633,24.706066,-110.688271
Fishing Refuge,Corredor,REFUGIO_MORENA,2013,-0.5686741487211819,0.21566292563940903,25.245621,-110.922071
Fishing Refuge,Corredor,SAN_DIEGO_ABNEGADO,2013,-0.42760740505877187,0.28619629747061404,25.182633,-110.710011
Not Protected,Corredor,SAN_EVARISTO_PUNTA_NORTE,2013,-0.6035026370945796,0.19824868145271018,24.919291,-110.702781
Fishing Refuge,Corredor,SAN_FRANCISCO_PUNTA_NORTE_FARO,2013,-0.43522975237064204,0.28238512381467895,24.842971,-110.566011
Not Protected,Corredor,SAN_JOSE_ANIMAS_NORTE,2013,0.19343703355621478,0.5967185167781074,25.089485,-110.566779
Not Protected,Corredor,SAN_JOSE_ANIMAS_PINACULOS,2013,0.08299712023098707,0.5414985601154936,25.089468,-110.566743
Fishing Refuge,Corredor,SAN_MATEO_NORTE,2013,-0.7324878602291502,0.13375606988542488,25.365767,-110.984417
Lightly Protected,La Paz,ESPIRITU_SANTO_ISLOTES_ESTE,2013,-0.11070381654430593,0.44464809172784703,24.598899,-110.399831
Lightly Protected,La Paz,ESPIRITU_SANTO_ISLOTES_NORTE,2013,0.30875696515646733,0.6543784825782337,24.599432,-110.401188
Lightly Protected,La Paz,ESPIRITU_SANTO_PAILEBOTE,2013,-0.5314734850297739,0.23426325748511306,24.504571,-110.308406
Lightly Protected,La Paz,ESPIRITU_SANTO_PARTIDA_NORESTE,2013,-0.10922762948821216,0.4453861852558939,24.562008,-110.366446
Lightly Protected,La Paz,ESPIRITU_SANTO_TIJERETAS,2013,0.19429068460598756,0.5971453423029938,24.571596,-110.414701
Fishing Refuge,Corredor,ISLOTE_AGUA_VERDE,2013,-0.3842272174338722,0.3078863912830639,25.532506509775526,-111.06383274004344
Fishing Refuge,Corredor,REFUGIO_SAN_MARCIAL,2013,0.1510917950235977,0.5755458975117989,25.530862,-111.004843
Lightly Protected,Loreto,CARMEN_ABISMO,2013,-0.11671088257642111,0.4416445587117894,25.84198452552898,-111.2329723153174
Lightly Protected,Loreto,CARMEN_PUNTA_LOBOS,2013,0.029420473230517483,0.5147102366152587,26.068839,-111.070127
Lightly Protected,Loreto,CARMEN_PUNTA_PERICO,2013,-0.08617974982237313,0.45691012508881346,25.965265,-111.067303
Lightly Protected,Loreto,CARMEN_TINTORERA,2013,-0.025550868060078214,0.4872245659699609,26.064886,-111.131847
Lightly Protected,Loreto,CORONADO_LAJAS,2013,0.15278465157466514,0.5763923257873326,26.126188,-111.258743
Not Protected,Loreto,CORONADO_MONO,2013,-0.306880259866608,0.346559870066696,26.135304,-111.279106
Not Protected,Loreto,CORONADO_PUNTA_BLANCA,2013,-0.08039039985543958,0.4598048000722802,26.137812,-111.265291
Lightly Protected,Loreto,DANZANTE_BIZNAGA,2013,-0.03280474694942385,0.4835976265252881,25.815202,-111.260062
Lightly Protected,Loreto,DANZANTE_PUNTA_ESTE,2013,-0.730272372365645,0.1348638138171775,25.788956,-111.242819
Lightly Protected,Loreto,DANZANTE_PUNTA_NOROESTE,2013,-0.7463979250991204,0.1268010374504398,25.800718,-111.257608
Lightly Protected,Loreto,DANZANTE_PUNTA_SURESTE,2013,-0.2518653925371814,0.3740673037314093,25.763561,-111.243521
Lightly Protected,Loreto,MONSERRAT_GALERAS,2013,-0.3246895141128468,0.33765524294357663,25.742757,-111.046611
Lightly Protected,Loreto,MONSERRAT_PUNTA_SURESTE,2013,-0.16779925033266246,0.4161003748336688,25.675881,-111.011271
Lightly Protected,Loreto,MONSERRAT_REINITA,2013,-0.3646358617431004,0.31768206912844976,25.747822,-111.060217
Fully Protected,Cabo Pulmo,BAJO_CABO_PULMO,2014,0.15678952624709416,0.5783947631235471,23.457861,-109.405463
Fully Protected,Cabo Pulmo,BARRA_PRIMERA,2014,0.6413185919767115,0.8206592959883557,23.434781,-109.424377
Not Protected,Cabo Pulmo,BLEDITO,2014,0.0885920079091941,0.5442960039545971,23.361148,-109.421591
Fully Protected,Cabo Pulmo,CANTILES_CABO_PULMO,2014,-0.0330217782875917,0.48348911085620416,23.438823,-109.410821
Fully Protected,Cabo Pulmo,CANTIL_MEDIO,2014,-0.10770794083248518,0.44614602958375743,23.434309,-109.414791
Fully Protected,Cabo Pulmo,CASITAS,2014,0.1222067724379241,0.561103386218962,23.403539,-109.414811
Fully Protected,Cabo Pulmo,ESPERANZA,2014,0.03060893763563172,0.5153044688178159,23.424715,-109.408303
Fully Protected,Cabo Pulmo,GAVILANES_CABO_PULMO,2014,0.14954773168131077,0.5747738658406554,23.452161,-109.424501
Fully Protected,Cabo Pulmo,ISLOTE_CABO_PULMO,2014,0.4524691159483794,0.7262345579741897,23.407996156161044,-109.41333698739325
Not Protected,Cabo Pulmo,LINEA,2014,-0.23634561256818354,0.38182719371590823,23.319897,-109.417391
Fully Protected,Cabo Pulmo,LISAS,2014,0.2817997304734481,0.640899865236724,23.458291,-109.428915
Fully Protected,Cabo Pulmo,LOBERA_CABO_PULMO,2014,0.1420168455072953,0.5710084227536476,23.384551,-109.412618
Fully Protected,Cabo Pulmo,MORROS_CABO_PULMO,2014,0.2613666771085977,0.6306833385542988,23.461938,-109.407203
Fully Protected,Cabo Pulmo,NAVAJAS,2014,0.4023086300785314,0.7011543150392657,23.446164,-109.416728
Not Protected,Cabo Pulmo,PIEDRAS_BOLAS,2014,-0.3334193808621824,0.3332903095689088,23.355254,-109.422322
Fully Protected,Cabo Pulmo,TACHUELAS,2014,-0.11876157090105473,0.4406192145494726,23.492131,-109.457481
Not Protected,Los Cabos,ANEGADA,2014,0.1833284342126433,0.5916642171063217,22.878554055555554,-109.89883605555556
Not Protected,Los Cabos,ARCO_SAN_LUCAS,2014,0.3788255965726086,0.6894127982863043,22.876139,-109.892835
Not Protected,Los Cabos,CABEZA_BALLENA_CSL,2014,0.10272064021736897,0.5513603201086845,22.902206,-109.842622
Not Protected,Los Cabos,CHILENO,2014,0.33659067920229196,0.668295339601146,22.946031,-109.803661
Not Protected,Los Cabos,DEDO_NEPTUNO,2014,0.3108398517757397,0.6554199258878699,22.877203,-109.895233
Not Protected,Los Cabos,GIORGIO,2014,0.3105054971085759,0.655252748554288,22.896039,-109.866002
Not Protected,Los Cabos,PALMILLA_ESCALONES,2014,0.06457851095874388,0.5322892554793719,22.99705,-109.72245
Not Protected,Los Cabos,PALMILLA_REGINA,2014,0.2213136093441203,0.6106568046720602,22.98855,-109.732367
Not Protected,Los Cabos,PALMILLA_SAN_JOSE,2014,-0.049463203576689735,0.4752683982116551,23.005917,-109.711367
Not Protected,Los Cabos,SANTA_MARIA,2014,0.1746778231732354,0.5873389115866177,22.927461,-109.815316
Lightly Protected,La Paz,ESPIRITU_SANTO_BALLENA,2014,-0.7436408676642665,0.12817956616786674,24.48192949682278,-110.40116759637563
Lightly Protected,La Paz,ESPIRITU_SANTO_PUNTA_LOBOS,2014,0.03697542926269178,0.5184877146313459,24.475421,-110.289305
Not Protected,La Ventana,CERRALVO_BALISA,2014,0.04721712285289677,0.5236085614264484,24.144871,-109.863211
Not Protected,La Ventana,CERRALVO_CARPINTERO,2014,-0.04633874847871688,0.47683062576064156,24.325082211886304,-109.93980755813953
Not Protected,La Ventana,CERRALVO_NORTE,2014,-0.16243925659068872,0.41878037170465565,24.374969,-109.932606
Not Protected,La Ventana,CERRALVO_REINA,2014,-0.00977739388704407,0.495111303056478,24.388762,-109.939961
Not Protected,La Ventana,CERRALVO_SUR_BAJO,2014,-0.9830840446399187,0.00845797768004064,24.129707,-109.797021
Not Protected,La Ventana,PUNTA_ARENAS,2014,-0.6267649644638548,0.18661751776807262,24.043448,-109.825199
Not Protected,La Ventana,PUNTA_PERICO,2014,0.1407092992594455,0.5703546496297227,24.014233,-109.806733
Not Protected,Corredor,BURROS,2014,-0.37749380007986694,0.31125309996006656,25.032361,-110.803731
Fishing Refuge,Corredor,HABANA,2014,-0.6978718173016074,0.1510640913491963,25.129618886529528,-110.86164967816855
Fishing Refuge,Corredor,PARDITO_REFUGIO,2014,0.0412914803508627,0.5206457401754313,24.853533,-110.579633
Not Protected,Corredor,PORTUGUES,2014,-0.42379220509421534,0.28810389745289233,24.747083,-110.677231
Fishing Refuge,Corredor,PUNTA_BOTELLA,2014,-0.3126464035078104,0.34367679824609476,25.292517,-110.93405
Fishing Refuge,Corredor,PUNTA_COYOTE,2014,0.32538146351217556,0.6626907317560877,24.706066,-110.688271
Fishing Refuge,Corredor,REFUGIO_MORENA,2014,-0.3084978304866018,0.34575108475669913,25.245621,-110.922071
Fishing Refuge,Corredor,SAN_DIEGO_ABNEGADO,2014,0.15075073093026775,0.5753753654651339,25.182633,-110.710011
Fishing Refuge,Corredor,SAN_FRANCISCO_PUNTA_NORTE_FARO,2014,0.22433938174629042,0.6121696908731452,24.842971,-110.566011
Not Protected,Corredor,SAN_JOSE_ANIMAS_NORTE,2014,-0.26887508692456813,0.3655624565377159,25.089485,-110.566779
Not Protected,Corredor,SAN_JOSE_ANIMAS_PINACULOS,2014,-0.3326848822468633,0.33365755887656834,25.089468,-110.566743
Fishing Refuge,Corredor,SAN_MATEO_NORTE,2014,-0.5776982408824619,0.21115087955876904,25.365767,-110.984417
Lightly Protected,La Paz,ESPIRITU_SANTO_ISLOTES_ESTE,2014,0.10153099311106005,0.55076549655553,24.598899,-110.399831
Lightly Protected,La Paz,ESPIRITU_SANTO_ISLOTES_NORTE,2014,0.2176593272902423,0.6088296636451211,24.599432,-110.401188
Lightly Protected,La Paz,ESPIRITU_SANTO_PAILEBOTE,2014,-0.7906091434179555,0.10469542829102224,24.504571,-110.308406
Lightly Protected,La Paz,ESPIRITU_SANTO_PARTIDA_NORESTE,2014,0.18817991751118843,0.5940899587555942,24.562008,-110.366446
Fishing Refuge,Corredor,REFUGIO_SAN_MARCIAL,2014,-0.6002548743119904,0.1998725628440048,25.530862,-111.004843
Lightly Protected,Loreto,CARMEN_ABISMO,2014,-0.3577568617392635,0.32112156913036827,25.84198452552898,-111.2329723153174
Lightly Protected,Loreto,CARMEN_PUNTA_LOBOS,2014,0.10831157642507902,0.5541557882125395,26.068839,-111.070127
Lightly Protected,Loreto,CARMEN_PUNTA_PERICO,2014,-0.37611005163179195,0.31194497418410405,25.965265,-111.067303
Lightly Protected,Loreto,CARMEN_TINTORERA,2014,-0.7010873899627896,0.14945630501860518,26.064886,-111.131847
Lightly Protected,Loreto,CORONADO_LAJAS,2014,-0.33563840260802785,0.33218079869598605,26.126188,-111.258743
Not Protected,Loreto,CORONADO_MONO,2014,0.05384645022045305,0.5269232251102265,26.135304,-111.279106
Not Protected,Loreto,CORONADO_PUNTA_BLANCA,2014,-0.04860702541890156,0.4756964872905492,26.137812,-111.265291
Lightly Protected,Loreto,DANZANTE_BIZNAGA,2014,-0.6892012691082172,0.1553993654458914,25.815202,-111.260062
Lightly Protected,Loreto,DANZANTE_PUNTA_ESTE,2014,-0.5685386649316221,0.21573066753418896,25.788956,-111.242819
Lightly Protected,Loreto,DANZANTE_PUNTA_SURESTE,2014,0.5282894507356192,0.7641447253678095,25.763561,-111.243521
Lightly Protected,Loreto,MONSERRAT_GALERAS,2014,0.10277065998858516,0.5513853299942926,25.742757,-111.046611
Lightly Protected,Loreto,MONSERRAT_PUNTA_SURESTE,2014,-0.21824572348150661,0.3908771382592467,25.675881,-111.011271
Lightly Protected,Loreto,MONSERRAT_REINITA,2014,-0.21374272989923782,0.3931286350503811,25.747822,-111.060217
Fully Protected,Cabo Pulmo,BAJO_CABO_PULMO,2015,0.5274514034799261,0.763725701739963,23.457861,-109.405463
Fully Protected,Cabo Pulmo,BARRA_PRIMERA,2015,0.07268496537689612,0.5363424826884481,23.434781,-109.424377
Not Protected,Cabo Pulmo,BLEDITO,2015,-0.5159012211101908,0.24204938944490462,23.361148,-109.421591
Fully Protected,Cabo Pulmo,CANTIL_MEDIO,2015,-0.1667124385942306,0.4166437807028847,23.434309,-109.414791
Fully Protected,Cabo Pulmo,CASITAS,2015,0.23010228125249946,0.6150511406262498,23.403539,-109.414811
Fully Protected,Cabo Pulmo,ESPERANZA,2015,-0.31036412711293676,0.34481793644353165,23.424715,-109.408303
Fully Protected,Cabo Pulmo,GAVILANES_CABO_PULMO,2015,0.04910215439354164,0.5245510771967709,23.452161,-109.424501
Fully Protected,Cabo Pulmo,ISLOTE_CABO_PULMO,2015,0.0752126383539698,0.5376063191769849,23.407996156161044,-109.41333698739325
Not Protected,Cabo Pulmo,LINEA,2015,-0.05148733585669845,0.4742563320716508,23.319897,-109.417391
Fully Protected,Cabo Pulmo,LISAS,2015,0.07018011280363247,0.5350900564018163,23.458291,-109.428915
Fully Protected,Cabo Pulmo,LOBERA_CABO_PULMO,2015,0.15632217934347067,0.5781610896717353,23.384551,-109.412618
Fully Protected,Cabo Pulmo,MORROS_CABO_PULMO,2015,0.2511772514266292,0.6255886257133146,23.461938,-109.407203
Fully Protected,Cabo Pulmo,NAVAJAS,2015,0.024151172702391362,0.5120755863511957,23.446164,-109.416728
Not Protected,Cabo Pulmo,PIEDRAS_BOLAS,2015,-0.30578385139668873,0.34710807430165563,23.355254,-109.422322
Fully Protected,Cabo Pulmo,POTANCO,2015,0.1296410558230543,0.5648205279115271,23.381516,-109.420505
Fully Protected,Cabo Pulmo,TACHUELAS,2015,0.2814786194190669,0.6407393097095334,23.492131,-109.457481
Not Protected,Los Cabos,ANEGADA,2015,-0.18296276750357748,0.4085186162482113,22.878554055555554,-109.89883605555556
Not Protected,Los Cabos,ARCO_SAN_LUCAS,2015,-0.21407293729646054,0.39296353135176976,22.876139,-109.892835
Not Protected,Los Cabos,CABEZA_BALLENA_CSL,2015,-0.2590808921896904,0.37045955390515484,22.902206,-109.842622
Not Protected,Los Cabos,CHILENO,2015,-0.17208618579420168,0.4139569071028992,22.946031,-109.803661
Not Protected,Los Cabos,DEDO_NEPTUNO,2015,-0.2911457821197292,0.3544271089401354,22.877203,-109.895233
Not Protected,Los Cabos,GIORGIO,2015,-0.046264709821049764,0.4768676450894751,22.896039,-109.866002
Not Protected,Los Cabos,PALMILLA_ESCALONES,2015,0.3245901610306609,0.6622950805153305,22.99705,-109.72245
Not Protected,Los Cabos,PALMILLA_REGINA,2015,-0.07560512125947667,0.46219743937026164,22.98855,-109.732367
Not Protected,Los Cabos,PALMILLA_SAN_JOSE,2015,0.22854017120334494,0.6142700856016725,23.005917,-109.711367
Not Protected,Los Cabos,SANTA_MARIA,2015,0.12047069062514115,0.5602353453125706,22.927461,-109.815316
Lightly Protected,La Paz,ESPIRITU_SANTO_BALLENA,2015,-0.6741851902995677,0.16290740485021615,24.48192949682278,-110.40116759637563
Lightly Protected,La Paz,ESPIRITU_SANTO_PUNTA_LOBOS,2015,-0.03345000515317914,0.4832749974234104,24.475421,-110.289305
Not Protected,La Ventana,CERRALVO_BALISA,2015,-0.09637143656188606,0.45181428171905696,24.144871,-109.863211
Not Protected,La Ventana,CERRALVO_CARPINTERO,2015,-0.5870009922194555,0.20649950389027227,24.325082211886304,-109.93980755813953
Not Protected,La Ventana,CERRALVO_NORTE,2015,-0.38815271013637054,0.30592364493181473,24.374969,-109.932606
Not Protected,La Ventana,CERRALVO_REINA,2015,-0.19005986334999522,0.4049700683250024,24.388762,-109.939961
Not Protected,La Ventana,CERRALVO_SUR_BAJO,2015,-0.4724574224843736,0.2637712887578132,24.129707,-109.797021
Not Protected,La Ventana,PUNTA_ARENAS,2015,0.1977441615985377,0.5988720807992689,24.043448,-109.825199
Not Protected,La Ventana,PUNTA_PERICO,2015,-0.336482065133444,0.33175896743327804,24.014233,-109.806733
Not Protected,Corredor,BURROS,2015,4.641638914581848e-4,0.5002320819457291,25.032361,-110.803731
Fishing Refuge,Corredor,HABANA,2015,0.03641714443065091,0.5182085722153255,25.129618886529528,-110.86164967816855
Not Protected,Corredor,PARDITO_FARO_LOBERA,2015,-0.46299318801256845,0.2685034059937158,24.842937,-110.605687
Fishing Refuge,Corredor,PARDITO_REFUGIO,2015,0.06443461297089655,0.5322173064854483,24.853533,-110.579633
Not Protected,Corredor,PORTUGUES,2015,-0.7258971317688434,0.1370514341155783,24.747083,-110.677231
Fishing Refuge,Corredor,PUNTA_BOTELLA,2015,-0.29298587856037633,0.35350706071981186,25.292517,-110.93405
Fishing Refuge,Corredor,PUNTA_COYOTE,2015,-0.21870334540088726,0.39064832729955634,24.706066,-110.688271
Fishing Refuge,Corredor,REFUGIO_MORENA,2015,-0.39754271544159187,0.3012286422792041,25.245621,-110.922071
Fishing Refuge,Corredor,SAN_DIEGO_ABNEGADO,2015,-0.2805252295038448,0.35973738524807763,25.182633,-110.710011
Fishing Refuge,Corredor,SAN_FRANCISCO_PUNTA_NORTE_FARO,2015,-0.5712619080975682,0.21436904595121592,24.842971,-110.566011
Not Protected,Corredor,SAN_JOSE_ANIMAS_NORTE,2015,-0.08729369082461254,0.4563531545876937,25.089485,-110.566779
Not Protected,Corredor,SAN_JOSE_ANIMAS_PINACULOS,2015,0.3218453136323722,0.6609226568161861,25.089468,-110.566743
Fishing Refuge,Corredor,SAN_MATEO_NORTE,2015,-0.05141587787285361,0.4742920610635732,25.365767,-110.984417
Lightly Protected,La Paz,ESPIRITU_SANTO_ISLOTES_ESTE,2015,-0.688862234019312,0.155568882990344,24.598899,-110.399831
Lightly Protected,La Paz,ESPIRITU_SANTO_ISLOTES_NORTE,2015,-0.04377917918484727,0.47811041040757635,24.599432,-110.401188
Lightly Protected,La Paz,ESPIRITU_SANTO_PAILEBOTE,2015,-0.11369436924643012,0.44315281537678497,24.504571,-110.308406
Lightly Protected,La Paz,ESPIRITU_SANTO_PARTIDA_NORESTE,2015,0.11927463011636943,0.5596373150581847,24.562008,-110.366446
Fishing Refuge,Corredor,ISLOTE_AGUA_VERDE,2015,-0.5047861921928074,0.2476069039035963,25.532506509775526,-111.06383274004344
Fishing Refuge,Corredor,REFUGIO_SAN_MARCIAL,2015,0.43367543735270686,0.7168377186763535,25.530862,-111.004843
Lightly Protected,Loreto,CARMEN_ABISMO,2015,-0.5004486947266151,0.24977565263669244,25.84198452552898,-111.2329723153174
Lightly Protected,Loreto,CARMEN_PUNTA_LOBOS,2015,-0.5862342712184062,0.2068828643907969,26.068839,-111.070127
Lightly Protected,Loreto,CARMEN_PUNTA_PERICO,2015,0.16713257815923824,0.5835662890796192,25.965265,-111.067303
Lightly Protected,Loreto,CARMEN_TINTORERA,2015,0.08303831900989721,0.5415191595049486,26.064886,-111.131847
Lightly Protected,Loreto,CORONADO_LAJAS,2015,0.15521209546544712,0.5776060477327236,26.126188,-111.258743
Not Protected,Loreto,CORONADO_MONO,2015,-0.44014205275955764,0.2799289736202212,26.135304,-111.279106
Not Protected,Loreto,CORONADO_PUNTA_BLANCA,2015,0.11293039338751164,0.5564651966937558,26.137812,-111.265291
Lightly Protected,Loreto,DANZANTE_BIZNAGA,2015,-0.17647113537305814,0.41176443231347093,25.815202,-111.260062
Lightly Protected,Loreto,DANZANTE_PUNTA_ESTE,2015,-0.21651886435602655,0.39174056782198674,25.788956,-111.242819
Lightly Protected,Loreto,DANZANTE_PUNTA_NOROESTE,2015,-0.29964065520436894,0.35017967239781556,25.800718,-111.257608
Lightly Protected,Loreto,DANZANTE_PUNTA_SURESTE,2015,-0.41141118728198284,0.2942944063590086,25.763561,-111.243521
Lightly Protected,Loreto,MONSERRAT_GALERAS,2015,-0.2767551180521173,0.36162244097394136,25.742757,-111.046611
