"Year","OHI_Region","Stock_genera","Annual_Catch_kg","Avg_Catch_Ref2018.2022","n_Years_Ref2018.2022","Carta_est.Status","CMSY_est.B","RAM_n_Assessments","Carta_StockStatus","CMSY_StockStatus","RAM_StockStatus","StockStatus_Pick","StockStatus_capped"
2022,"region_2","ginglymostoma",525,NA,NA,NA,42.71887337,NA,NA,1.049967595,NA,1.049967595,1
2023,"region_2","ginglymostoma",290,NA,NA,NA,44.97073868,NA,NA,1.10531516,NA,1.10531516,1
2024,"region_2","ginglymostoma",34,NA,NA,NA,46.90001499,NA,NA,1.152733957,NA,1.152733957,1
2018,"region_3","ginglymostoma",127,NA,NA,NA,43.43254709,NA,NA,1.067508654,NA,1.067508654,1
2019,"region_3","ginglymostoma",364,NA,NA,NA,42.29150275,NA,NA,1.039463449,NA,1.039463449,1
2020,"region_3","ginglymostoma",871,NA,NA,NA,41.33033968,NA,NA,1.015839462,NA,1.015839462,1
2021,"region_3","ginglymostoma",26,NA,NA,NA,40.29415058,NA,NA,0.990371446,NA,0.990371446,0.990371446
2023,"region_3","ginglymostoma",253,NA,NA,NA,44.97073868,NA,NA,1.10531516,NA,1.10531516,1
2024,"region_3","ginglymostoma",204.6,NA,NA,NA,46.90001499,NA,NA,1.152733957,NA,1.152733957,1
2018,"region_9","ginglymostoma",12862.5,NA,NA,NA,43.43254709,NA,NA,1.067508654,NA,1.067508654,1
2020,"region_9","ginglymostoma",90,NA,NA,NA,41.33033968,NA,NA,1.015839462,NA,1.015839462,1
2021,"region_9","ginglymostoma",100,NA,NA,NA,40.29415058,NA,NA,0.990371446,NA,0.990371446,0.990371446
2022,"region_9","ginglymostoma",253,NA,NA,NA,42.71887337,NA,NA,1.049967595,NA,1.049967595,1
2023,"region_9","ginglymostoma",1050,NA,NA,NA,44.97073868,NA,NA,1.10531516,NA,1.10531516,1
2024,"region_9","ginglymostoma",30,NA,NA,NA,46.90001499,NA,NA,1.152733957,NA,1.152733957,1
2018,"region_1","hexaplex",4508,NA,NA,NA,23570.97454,NA,NA,1.820837268,NA,1.820837268,1
2020,"region_1","hexaplex",1369,NA,NA,NA,23541.81829,NA,NA,1.818584973,NA,1.818584973,1
2020,"region_2","hexaplex",300,NA,NA,NA,23541.81829,NA,NA,1.818584973,NA,1.818584973,1
2018,"region_3","hexaplex",1000,NA,NA,NA,23570.97454,NA,NA,1.820837268,NA,1.820837268,1
2020,"region_3","hexaplex",3000,NA,NA,NA,23541.81829,NA,NA,1.818584973,NA,1.818584973,1
2022,"region_3","hexaplex",500,NA,NA,NA,23388.53765,NA,NA,1.806744177,NA,1.806744177,1
2023,"region_3","hexaplex",5636,NA,NA,NA,23472.0359,NA,NA,1.813194344,NA,1.813194344,1
2024,"region_3","hexaplex",329,NA,NA,NA,23779.70756,NA,NA,1.836961712,NA,1.836961712,1
2018,"region_4_5_6_sonora_tbd","hexaplex",18900,NA,NA,NA,23570.97454,NA,NA,1.820837268,NA,1.820837268,1
2021,"region_4_5_6_sonora_tbd","hexaplex",2150,NA,NA,NA,23469.02775,NA,NA,1.812961967,NA,1.812961967,1
2022,"region_4_5_6_sonora_tbd","hexaplex",2025,NA,NA,NA,23388.53765,NA,NA,1.806744177,NA,1.806744177,1
2018,"region_5","hexaplex",407912,NA,NA,NA,23570.97454,NA,NA,1.820837268,NA,1.820837268,1
2019,"region_5","hexaplex",180860,NA,NA,NA,23439.99111,NA,NA,1.810718912,NA,1.810718912,1
2020,"region_5","hexaplex",305719,NA,NA,NA,23541.81829,NA,NA,1.818584973,NA,1.818584973,1
2021,"region_5","hexaplex",137019,NA,NA,NA,23469.02775,NA,NA,1.812961967,NA,1.812961967,1
2022,"region_5","hexaplex",98046,NA,NA,NA,23388.53765,NA,NA,1.806744177,NA,1.806744177,1
2023,"region_5","hexaplex",290542,NA,NA,NA,23472.0359,NA,NA,1.813194344,NA,1.813194344,1
2024,"region_5","hexaplex",68700,NA,NA,NA,23779.70756,NA,NA,1.836961712,NA,1.836961712,1
2018,"region_6","hexaplex",61198,NA,NA,NA,23570.97454,NA,NA,1.820837268,NA,1.820837268,1
2019,"region_6","hexaplex",119921,NA,NA,NA,23439.99111,NA,NA,1.810718912,NA,1.810718912,1
2020,"region_6","hexaplex",246806,NA,NA,NA,23541.81829,NA,NA,1.818584973,NA,1.818584973,1
2021,"region_6","hexaplex",151042,NA,NA,NA,23469.02775,NA,NA,1.812961967,NA,1.812961967,1
2022,"region_6","hexaplex",185855,NA,NA,NA,23388.53765,NA,NA,1.806744177,NA,1.806744177,1
2023,"region_6","hexaplex",212505,NA,NA,NA,23472.0359,NA,NA,1.813194344,NA,1.813194344,1
2024,"region_6","hexaplex",48100,NA,NA,NA,23779.70756,NA,NA,1.836961712,NA,1.836961712,1
2018,"region_7","hexaplex",293093,NA,NA,NA,23570.97454,NA,NA,1.820837268,NA,1.820837268,1
2019,"region_7","hexaplex",564520,NA,NA,NA,23439.99111,NA,NA,1.810718912,NA,1.810718912,1
2020,"region_7","hexaplex",807339,NA,NA,NA,23541.81829,NA,NA,1.818584973,NA,1.818584973,1
2021,"region_7","hexaplex",799537,NA,NA,NA,23469.02775,NA,NA,1.812961967,NA,1.812961967,1
2022,"region_7","hexaplex",351872,NA,NA,NA,23388.53765,NA,NA,1.806744177,NA,1.806744177,1
2023,"region_7","hexaplex",307098,NA,NA,NA,23472.0359,NA,NA,1.813194344,NA,1.813194344,1
2024,"region_7","hexaplex",92761,NA,NA,NA,23779.70756,NA,NA,1.836961712,NA,1.836961712,1
2018,"region_8","hexaplex",292170,NA,NA,NA,23570.97454,NA,NA,1.820837268,NA,1.820837268,1
2019,"region_8","hexaplex",247864,NA,NA,NA,23439.99111,NA,NA,1.810718912,NA,1.810718912,1
2020,"region_8","hexaplex",339383,NA,NA,NA,23541.81829,NA,NA,1.818584973,NA,1.818584973,1
2021,"region_8","hexaplex",99802,NA,NA,NA,23469.02775,NA,NA,1.812961967,NA,1.812961967,1
2022,"region_8","hexaplex",103223,NA,NA,NA,23388.53765,NA,NA,1.806744177,NA,1.806744177,1
2023,"region_8","hexaplex",109938,NA,NA,NA,23472.0359,NA,NA,1.813194344,NA,1.813194344,1
2024,"region_8","hexaplex",9443,NA,NA,NA,23779.70756,NA,NA,1.836961712,NA,1.836961712,1
2018,"region_2","hyporthodus niphobles",68,NA,NA,NA,1693.896486,NA,NA,0.477784946,NA,0.477784946,0.477784946
2020,"region_2","hyporthodus niphobles",1118.7,NA,NA,NA,1697.703751,NA,NA,0.478858833,NA,0.478858833,0.478858833
2021,"region_2","hyporthodus niphobles",41.8,NA,NA,NA,1709.606299,NA,NA,0.482216098,NA,0.482216098,0.482216098
2022,"region_2","hyporthodus niphobles",1.1,NA,NA,NA,1715.753135,NA,NA,0.483949891,NA,0.483949891,0.483949891
2023,"region_2","hyporthodus niphobles",1082,NA,NA,NA,1726.91301,NA,NA,0.487097675,NA,0.487097675,0.487097675
2024,"region_2","hyporthodus niphobles",548.5,NA,NA,NA,1720.656076,NA,NA,0.485332827,NA,0.485332827,0.485332827
2018,"region_3","hyporthodus niphobles",1214.5,NA,NA,NA,1693.896486,NA,NA,0.477784946,NA,0.477784946,0.477784946
2019,"region_3","hyporthodus niphobles",568.7,NA,NA,NA,1697.397669,NA,NA,0.478772499,NA,0.478772499,0.478772499
2020,"region_3","hyporthodus niphobles",1200.3,NA,NA,NA,1697.703751,NA,NA,0.478858833,NA,0.478858833,0.478858833
2021,"region_3","hyporthodus niphobles",19373.4,NA,NA,NA,1709.606299,NA,NA,0.482216098,NA,0.482216098,0.482216098
2022,"region_3","hyporthodus niphobles",6776.8,NA,NA,NA,1715.753135,NA,NA,0.483949891,NA,0.483949891,0.483949891
2023,"region_3","hyporthodus niphobles",21209,NA,NA,NA,1726.91301,NA,NA,0.487097675,NA,0.487097675,0.487097675
2024,"region_3","hyporthodus niphobles",964.1,NA,NA,NA,1720.656076,NA,NA,0.485332827,NA,0.485332827,0.485332827
2018,"region_4","hyporthodus niphobles",81146.1,NA,NA,NA,1693.896486,NA,NA,0.477784946,NA,0.477784946,0.477784946
2019,"region_4","hyporthodus niphobles",71085.9,NA,NA,NA,1697.397669,NA,NA,0.478772499,NA,0.478772499,0.478772499
2020,"region_4","hyporthodus niphobles",27102.5,NA,NA,NA,1697.703751,NA,NA,0.478858833,NA,0.478858833,0.478858833
2021,"region_4","hyporthodus niphobles",69494,NA,NA,NA,1709.606299,NA,NA,0.482216098,NA,0.482216098,0.482216098
2022,"region_4","hyporthodus niphobles",46042.7,NA,NA,NA,1715.753135,NA,NA,0.483949891,NA,0.483949891,0.483949891
2023,"region_4","hyporthodus niphobles",62321,NA,NA,NA,1726.91301,NA,NA,0.487097675,NA,0.487097675,0.487097675
2024,"region_4","hyporthodus niphobles",59714.44,NA,NA,NA,1720.656076,NA,NA,0.485332827,NA,0.485332827,0.485332827
2023,"region_5","hyporthodus niphobles",6880,NA,NA,NA,1726.91301,NA,NA,0.487097675,NA,0.487097675,0.487097675
2020,"region_6","hyporthodus niphobles",70,NA,NA,NA,1697.703751,NA,NA,0.478858833,NA,0.478858833,0.478858833
2021,"region_6","hyporthodus niphobles",12.1,NA,NA,NA,1709.606299,NA,NA,0.482216098,NA,0.482216098,0.482216098
2023,"region_6","hyporthodus niphobles",1050,NA,NA,NA,1726.91301,NA,NA,0.487097675,NA,0.487097675,0.487097675
2021,"region_7","hyporthodus niphobles",406,NA,NA,NA,1709.606299,NA,NA,0.482216098,NA,0.482216098,0.482216098
2023,"region_7","hyporthodus niphobles",3432,NA,NA,NA,1726.91301,NA,NA,0.487097675,NA,0.487097675,0.487097675
2024,"region_8","hyporthodus niphobles",61,NA,NA,NA,1720.656076,NA,NA,0.485332827,NA,0.485332827,0.485332827
2020,"region_1","isurus",8176.5,5242.66666666667,3,"maximally harvested",7568.062644,0,0.641187142012679,1.210810294,NA,1.210810294,1
2021,"region_1","isurus",440,5242.66666666667,3,"maximally harvested",7360.353751,0,1,1.177579059,NA,1.177579059,1
2022,"region_1","isurus",7111.5,5242.66666666667,3,"maximally harvested",6993.34562,1,0.737209683845415,1.118861624,1.18,1.18,1
2023,"region_1","isurus",3039,5242.66666666667,3,"maximally harvested",6541.879529,0,1,1.046631806,NA,1.046631806,1
2024,"region_1","isurus",2090,5242.66666666667,3,"maximally harvested",6025.384125,0,1,0.963997983,NA,0.963997983,0.963997983
2018,"region_2","isurus",2287,7311.08,5,"maximally harvested",7742.722158,0,1,1.238753976,NA,1.238753976,1
2019,"region_2","isurus",12278,7311.08,5,"maximally harvested",7675.468428,0,0.595461801596351,1.227994087,NA,1.227994087,1
2020,"region_2","isurus",4455,7311.08,5,"maximally harvested",7568.062644,0,1,1.210810294,NA,1.210810294,1
2021,"region_2","isurus",8762.2,7311.08,5,"maximally harvested",7360.353751,0,0.834388623861587,1.177579059,NA,1.177579059,1
2022,"region_2","isurus",8773.2,7311.08,5,"maximally harvested",6993.34562,1,0.833342452012948,1.118861624,1.18,1.18,1
2023,"region_2","isurus",3663,7311.08,5,"maximally harvested",6541.879529,0,1,1.046631806,NA,1.046631806,1
2024,"region_2","isurus",6581.5,7311.08,5,"maximally harvested",6025.384125,0,1,0.963997983,NA,0.963997983,0.963997983
2018,"region_3","isurus",7833,21700.09,5,"maximally harvested",7742.722158,0,1,1.238753976,NA,1.238753976,1
2019,"region_3","isurus",55442.7,21700.09,5,"maximally harvested",7675.468428,0,0.391396703263009,1.227994087,NA,1.227994087,1
2020,"region_3","isurus",24801.75,21700.09,5,"maximally harvested",7568.062644,0,0.874941889181207,1.210810294,NA,1.210810294,1
2021,"region_3","isurus",14859.55,21700.09,5,"maximally harvested",7360.353751,0,1,1.177579059,NA,1.177579059,1
2022,"region_3","isurus",5563.45,21700.09,5,"maximally harvested",6993.34562,1,1,1.118861624,1.18,1.18,1
2023,"region_3","isurus",10605,21700.09,5,"maximally harvested",6541.879529,0,1,1.046631806,NA,1.046631806,1
2024,"region_3","isurus",17527.6,21700.09,5,"maximally harvested",6025.384125,0,1,0.963997983,NA,0.963997983,0.963997983
2018,"region_4","isurus",24802,78546.27,5,"maximally harvested",7742.722158,0,1,1.238753976,NA,1.238753976,1
2019,"region_4","isurus",26245.5,78546.27,5,"maximally harvested",7675.468428,0,1,1.227994087,NA,1.227994087,1
2020,"region_4","isurus",70133.55,78546.27,5,"maximally harvested",7568.062644,0,1,1.210810294,NA,1.210810294,1
2021,"region_4","isurus",171053.55,78546.27,5,"maximally harvested",7360.353751,0,0.459191112958486,1.177579059,NA,1.177579059,1
2022,"region_4","isurus",100496.75,78546.27,5,"maximally harvested",6993.34562,1,0.781580200354738,1.118861624,1.18,1.18,1
2023,"region_4","isurus",119208,78546.27,5,"maximally harvested",6541.879529,0,0.658900996577411,1.046631806,NA,1.046631806,1
2024,"region_4","isurus",258645.7,78546.27,5,"maximally harvested",6025.384125,0,0.303682875841354,0.963997983,NA,0.963997983,0.963997983
2020,"region_4_5_6_sonora_tbd","isurus",13762.5,11568.75,2,NA,7568.062644,0,NA,1.210810294,NA,1.210810294,1
2021,"region_4_5_6_sonora_tbd","isurus",9375,11568.75,2,NA,7360.353751,0,NA,1.177579059,NA,1.177579059,1
2021,"region_5","isurus",128.75,128.75,1,"maximally harvested",7360.353751,0,1,1.177579059,NA,1.177579059,1
2023,"region_5","isurus",6000,128.75,1,"maximally harvested",6541.879529,0,0.0214583333333333,1.046631806,NA,1.046631806,1
2024,"region_5","isurus",5660,128.75,1,"maximally harvested",6025.384125,0,0.0227473498233216,0.963997983,NA,0.963997983,0.963997983
2022,"region_6","isurus",995,995,1,"maximally harvested",6993.34562,1,1,1.118861624,1.18,1.18,1
2019,"region_7","isurus",625,94596.25,3,"maximally harvested",7675.468428,0,1,1.227994087,NA,1.227994087,1
2020,"region_7","isurus",881.25,94596.25,3,"maximally harvested",7568.062644,0,1,1.210810294,NA,1.210810294,1
2022,"region_7","isurus",282282.5,94596.25,3,"maximally harvested",6993.34562,1,0.335111988876392,1.118861624,1.18,1.18,1
2018,"region_8","isurus",205363.35,453060.08,5,"maximally harvested",7742.722158,0,1,1.238753976,NA,1.238753976,1
2019,"region_8","isurus",502345.6,453060.08,5,"maximally harvested",7675.468428,0,0.901889217303784,1.227994087,NA,1.227994087,1
2020,"region_8","isurus",521777.15,453060.08,5,"maximally harvested",7568.062644,0,0.868301879451793,1.210810294,NA,1.210810294,1
2021,"region_8","isurus",589426.95,453060.08,5,"maximally harvested",7360.353751,0,0.768645003422392,1.177579059,NA,1.177579059,1
2022,"region_8","isurus",446387.35,453060.08,5,"maximally harvested",6993.34562,1,1,1.118861624,1.18,1.18,1
2023,"region_8","isurus",719786,453060.08,5,"maximally harvested",6541.879529,0,0.629437193832611,1.046631806,NA,1.046631806,1
2024,"region_8","isurus",747663.125,453060.08,5,"maximally harvested",6025.384125,0,0.605968202591241,0.963997983,NA,0.963997983,0.963997983
2018,"region_9","isurus",13060,12140.9,5,"maximally harvested",7742.722158,0,1,1.238753976,NA,1.238753976,1
2019,"region_9","isurus",37825,12140.9,5,"maximally harvested",7675.468428,0,0.32097554527429,1.227994087,NA,1.227994087,1
2020,"region_9","isurus",3150.4,12140.9,5,"maximally harvested",7568.062644,0,1,1.210810294,NA,1.210810294,1
2021,"region_9","isurus",2465,12140.9,5,"maximally harvested",7360.353751,0,1,1.177579059,NA,1.177579059,1
2022,"region_9","isurus",4204.1,12140.9,5,"maximally harvested",6993.34562,1,1,1.118861624,1.18,1.18,1
2023,"region_9","isurus",1694,12140.9,5,"maximally harvested",6541.879529,0,1,1.046631806,NA,1.046631806,1
2024,"region_9","isurus",1455,12140.9,5,"maximally harvested",6025.384125,0,1,0.963997983,NA,0.963997983,0.963997983
2018,"region_1","lamna",405.592,NA,NA,NA,967.6656958,NA,NA,1.393392652,NA,1.393392652,1
2019,"region_1","lamna",337.7,NA,NA,NA,953.1422854,NA,NA,1.37247963,NA,1.37247963,1
2021,"region_1","lamna",33,NA,NA,NA,914.8255153,NA,NA,1.317305301,NA,1.317305301,1
2022,"region_1","lamna",57.2,NA,NA,NA,812.0567457,NA,NA,1.169323153,NA,1.169323153,1
2018,"region_2","lamna",47534.6,NA,NA,NA,967.6656958,NA,NA,1.393392652,NA,1.393392652,1
2019,"region_2","lamna",36521.732,NA,NA,NA,953.1422854,NA,NA,1.37247963,NA,1.37247963,1
2020,"region_2","lamna",61728.8,NA,NA,NA,938.8045852,NA,NA,1.351834023,NA,1.351834023,1
2021,"region_2","lamna",63901.1,NA,NA,NA,914.8255153,NA,NA,1.317305301,NA,1.317305301,1
2022,"region_2","lamna",12691.9,NA,NA,NA,812.0567457,NA,NA,1.169323153,NA,1.169323153,1
2023,"region_2","lamna",735,NA,NA,NA,710.0595247,NA,NA,1.022451998,NA,1.022451998,1
2024,"region_2","lamna",110,NA,NA,NA,633.5461084,NA,NA,0.912276312,NA,0.912276312,0.912276312
2018,"region_3","lamna",7735.75,NA,NA,NA,967.6656958,NA,NA,1.393392652,NA,1.393392652,1
2019,"region_3","lamna",279.4,NA,NA,NA,953.1422854,NA,NA,1.37247963,NA,1.37247963,1
2020,"region_3","lamna",2563.75,NA,NA,NA,938.8045852,NA,NA,1.351834023,NA,1.351834023,1
2021,"region_3","lamna",10808.6,NA,NA,NA,914.8255153,NA,NA,1.317305301,NA,1.317305301,1
2022,"region_3","lamna",31500.2,NA,NA,NA,812.0567457,NA,NA,1.169323153,NA,1.169323153,1
2023,"region_3","lamna",1210,NA,NA,NA,710.0595247,NA,NA,1.022451998,NA,1.022451998,1
2019,"region_4","lamna",47.5,NA,NA,NA,953.1422854,NA,NA,1.37247963,NA,1.37247963,1
2021,"region_4","lamna",933.75,NA,NA,NA,914.8255153,NA,NA,1.317305301,NA,1.317305301,1
2024,"region_4","lamna",2128.75,NA,NA,NA,633.5461084,NA,NA,0.912276312,NA,0.912276312,0.912276312
2018,"region_5","lamna",328.9,NA,NA,NA,967.6656958,NA,NA,1.393392652,NA,1.393392652,1
2020,"region_5","lamna",985.5,NA,NA,NA,938.8045852,NA,NA,1.351834023,NA,1.351834023,1
2021,"region_5","lamna",394.9,NA,NA,NA,914.8255153,NA,NA,1.317305301,NA,1.317305301,1
2022,"region_5","lamna",529.9,NA,NA,NA,812.0567457,NA,NA,1.169323153,NA,1.169323153,1
2024,"region_5","lamna",407,NA,NA,NA,633.5461084,NA,NA,0.912276312,NA,0.912276312,0.912276312
2018,"region_6","lamna",50.6,NA,NA,NA,967.6656958,NA,NA,1.393392652,NA,1.393392652,1
2019,"region_6","lamna",289.3,NA,NA,NA,953.1422854,NA,NA,1.37247963,NA,1.37247963,1
2020,"region_6","lamna",457.2,NA,NA,NA,938.8045852,NA,NA,1.351834023,NA,1.351834023,1
2021,"region_6","lamna",316.9,NA,NA,NA,914.8255153,NA,NA,1.317305301,NA,1.317305301,1
2022,"region_6","lamna",67.4,NA,NA,NA,812.0567457,NA,NA,1.169323153,NA,1.169323153,1
2024,"region_6","lamna",220,NA,NA,NA,633.5461084,NA,NA,0.912276312,NA,0.912276312,0.912276312
2018,"region_7","lamna",278.3,NA,NA,NA,967.6656958,NA,NA,1.393392652,NA,1.393392652,1
2019,"region_7","lamna",132,NA,NA,NA,953.1422854,NA,NA,1.37247963,NA,1.37247963,1
2020,"region_7","lamna",3135.5,NA,NA,NA,938.8045852,NA,NA,1.351834023,NA,1.351834023,1
2021,"region_7","lamna",217939.6,NA,NA,NA,914.8255153,NA,NA,1.317305301,NA,1.317305301,1
2022,"region_7","lamna",588.5,NA,NA,NA,812.0567457,NA,NA,1.169323153,NA,1.169323153,1
2023,"region_7","lamna",787,NA,NA,NA,710.0595247,NA,NA,1.022451998,NA,1.022451998,1
2024,"region_7","lamna",1894.2,NA,NA,NA,633.5461084,NA,NA,0.912276312,NA,0.912276312,0.912276312
2020,"region_8","lamna",50,NA,NA,NA,938.8045852,NA,NA,1.351834023,NA,1.351834023,1
2021,"region_8","lamna",579,NA,NA,NA,914.8255153,NA,NA,1.317305301,NA,1.317305301,1
2022,"region_8","lamna",115.3,NA,NA,NA,812.0567457,NA,NA,1.169323153,NA,1.169323153,1
2020,"region_7","larimus",300,NA,NA,NA,23.81731794,NA,NA,0.455267391,NA,0.455267391,0.455267391
2021,"region_7","larimus",300,NA,NA,NA,22.53749258,NA,NA,0.430803564,NA,0.430803564,0.430803564
2018,"region_8","larimus",8485,NA,NA,NA,32.91366412,NA,NA,0.629143804,NA,0.629143804,0.629143804
2019,"region_8","larimus",11181,NA,NA,NA,29.15408922,NA,NA,0.557279631,NA,0.557279631,0.557279631
2020,"region_8","larimus",3375,NA,NA,NA,23.81731794,NA,NA,0.455267391,NA,0.455267391,0.455267391
2021,"region_8","larimus",678,NA,NA,NA,22.53749258,NA,NA,0.430803564,NA,0.430803564,0.430803564
2022,"region_8","larimus",2142,NA,NA,NA,21.75832753,NA,NA,0.415909845,NA,0.415909845,0.415909845
2023,"region_8","larimus",1036,NA,NA,NA,24.03084174,NA,NA,0.459348893,NA,0.459348893,0.459348893
2024,"region_8","larimus",1985,NA,NA,NA,28.20748875,NA,NA,0.539185388,NA,0.539185388,0.539185388
2018,"region_9","larimus",608,NA,NA,NA,32.91366412,NA,NA,0.629143804,NA,0.629143804,0.629143804
2019,"region_9","larimus",1589,NA,NA,NA,29.15408922,NA,NA,0.557279631,NA,0.557279631,0.557279631
2020,"region_9","larimus",340,NA,NA,NA,23.81731794,NA,NA,0.455267391,NA,0.455267391,0.455267391
2021,"region_9","larimus",3286,NA,NA,NA,22.53749258,NA,NA,0.430803564,NA,0.430803564,0.430803564
2022,"region_9","larimus",1267,NA,NA,NA,21.75832753,NA,NA,0.415909845,NA,0.415909845,0.415909845
2023,"region_9","larimus",830,NA,NA,NA,24.03084174,NA,NA,0.459348893,NA,0.459348893,0.459348893
2024,"region_9","larimus",607,NA,NA,NA,28.20748875,NA,NA,0.539185388,NA,0.539185388,0.539185388
2018,"region_1","lobatus",2800,NA,NA,NA,845.6806656,NA,NA,1.870593359,NA,1.870593359,1
2019,"region_1","lobatus",2611,NA,NA,NA,825.3797091,NA,NA,1.825688898,NA,1.825688898,1
2018,"region_2","lobatus",30114,NA,NA,NA,845.6806656,NA,NA,1.870593359,NA,1.870593359,1
2019,"region_2","lobatus",44036,NA,NA,NA,825.3797091,NA,NA,1.825688898,NA,1.825688898,1
2020,"region_2","lobatus",6944,NA,NA,NA,812.1119886,NA,NA,1.79634152,NA,1.79634152,1
2021,"region_2","lobatus",31479,NA,NA,NA,827.6301318,NA,NA,1.830666694,NA,1.830666694,1
2022,"region_2","lobatus",15092,NA,NA,NA,830.3486622,NA,NA,1.836679915,NA,1.836679915,1
2023,"region_2","lobatus",700,NA,NA,NA,837.0149489,NA,NA,1.851425329,NA,1.851425329,1
2021,"region_4","lobatus",550,NA,NA,NA,827.6301318,NA,NA,1.830666694,NA,1.830666694,1
2022,"region_4","lobatus",3934,NA,NA,NA,830.3486622,NA,NA,1.836679915,NA,1.836679915,1
2023,"region_4","lobatus",25207,NA,NA,NA,837.0149489,NA,NA,1.851425329,NA,1.851425329,1
2024,"region_4","lobatus",10248,NA,NA,NA,833.3515566,NA,NA,1.843322132,NA,1.843322132,1
2019,"region_6","lobatus",3500,NA,NA,NA,825.3797091,NA,NA,1.825688898,NA,1.825688898,1
2021,"region_6","lobatus",2100,NA,NA,NA,827.6301318,NA,NA,1.830666694,NA,1.830666694,1
2019,"region_7","lobatus",700,NA,NA,NA,825.3797091,NA,NA,1.825688898,NA,1.825688898,1
2020,"region_7","lobatus",840,NA,NA,NA,812.1119886,NA,NA,1.79634152,NA,1.79634152,1
2021,"region_7","lobatus",2100,NA,NA,NA,827.6301318,NA,NA,1.830666694,NA,1.830666694,1
2024,"region_7","lobatus",7000,NA,NA,NA,833.3515566,NA,NA,1.843322132,NA,1.843322132,1
2018,"region_8","lobatus",200,NA,NA,NA,845.6806656,NA,NA,1.870593359,NA,1.870593359,1
2020,"region_8","lobatus",6332,NA,NA,NA,812.1119886,NA,NA,1.79634152,NA,1.79634152,1
2021,"region_8","lobatus",12926,NA,NA,NA,827.6301318,NA,NA,1.830666694,NA,1.830666694,1
2022,"region_8","lobatus",15046,NA,NA,NA,830.3486622,NA,NA,1.836679915,NA,1.836679915,1
2023,"region_8","lobatus",8950,NA,NA,NA,837.0149489,NA,NA,1.851425329,NA,1.851425329,1
2024,"region_8","lobatus",33797,NA,NA,NA,833.3515566,NA,NA,1.843322132,NA,1.843322132,1
2018,"region_1","lutjanus",3901.568,3538.9736,5,"maximally harvested",22737.86226,0,0.907064441783406,1.298144232,NA,1.298144232,1
2019,"region_1","lutjanus",536,3538.9736,5,"maximally harvested",18907.58977,0,1,1.079467292,NA,1.079467292,1
2020,"region_1","lutjanus",12399,3538.9736,5,"maximally harvested",15325.99318,1,0.285424114847972,0.874987693,1.1,1.1,1
2021,"region_1","lutjanus",183.8,3538.9736,5,"maximally harvested",12832.5749,0,1,0.732634093,NA,0.732634093,0.732634093
2022,"region_1","lutjanus",674.5,3538.9736,5,"maximally harvested",11081.56826,0,1,0.632666068,NA,0.632666068,0.632666068
2023,"region_1","lutjanus",2835,3538.9736,5,"maximally harvested",10033.39229,0,1,0.572823874,NA,0.572823874,0.572823874
2024,"region_1","lutjanus",1083.8,3538.9736,5,"maximally harvested",9147.901773,0,1,0.522269675,NA,0.522269675,0.522269675
2018,"region_2","lutjanus",18082.83,25672.566,5,"maximally harvested",22737.86226,0,1,1.298144232,NA,1.298144232,1
2019,"region_2","lutjanus",18359.9,25672.566,5,"maximally harvested",18907.58977,0,1,1.079467292,NA,1.079467292,1
2020,"region_2","lutjanus",31340.55,25672.566,5,"maximally harvested",15325.99318,1,0.819148547169721,0.874987693,1.1,1.1,1
2021,"region_2","lutjanus",31924.6,25672.566,5,"maximally harvested",12832.5749,0,0.804162495379738,0.732634093,NA,0.732634093,0.732634093
2022,"region_2","lutjanus",28654.95,25672.566,5,"maximally harvested",11081.56826,0,0.895920809493648,0.632666068,NA,0.632666068,0.632666068
2023,"region_2","lutjanus",37390,25672.566,5,"maximally harvested",10033.39229,0,0.686615833110457,0.572823874,NA,0.572823874,0.572823874
2024,"region_2","lutjanus",31745.4,25672.566,5,"maximally harvested",9147.901773,0,0.808701922168251,0.522269675,NA,0.522269675,0.522269675
2018,"region_3","lutjanus",501839.98,444134.416,5,"maximally harvested",22737.86226,0,0.88501202315527,1.298144232,NA,1.298144232,1
2019,"region_3","lutjanus",418530.45,444134.416,5,"maximally harvested",18907.58977,0,1,1.079467292,NA,1.079467292,1
2020,"region_3","lutjanus",408498.45,444134.416,5,"maximally harvested",15325.99318,1,1,0.874987693,1.1,1.1,1
2021,"region_3","lutjanus",459140.9,444134.416,5,"maximally harvested",12832.5749,0,1,0.732634093,NA,0.732634093,0.732634093
2022,"region_3","lutjanus",432662.3,444134.416,5,"maximally harvested",11081.56826,0,1,0.632666068,NA,0.632666068,0.632666068
2023,"region_3","lutjanus",446234,444134.416,5,"maximally harvested",10033.39229,0,1,0.572823874,NA,0.572823874,0.572823874
2024,"region_3","lutjanus",318763.56,444134.416,5,"maximally harvested",9147.901773,0,1,0.522269675,NA,0.522269675,0.522269675
2024,"region_3_4_bcs_tbd","lutjanus",93.5,NA,0,NA,9147.901773,0,NA,0.522269675,NA,0.522269675,0.522269675
2018,"region_4","lutjanus",1483380.12,1286983.746,5,"maximally harvested",22737.86226,0,0.867602126149567,1.298144232,NA,1.298144232,1
2019,"region_4","lutjanus",1308660.21,1286983.746,5,"maximally harvested",18907.58977,0,1,1.079467292,NA,1.079467292,1
2020,"region_4","lutjanus",1347273.1,1286983.746,5,"maximally harvested",15325.99318,1,1,0.874987693,1.1,1.1,1
