"Year","OHI_Region","Stock_genera","Annual_Catch_kg","Avg_Catch_Ref2018.2022","n_Years_Ref2018.2022","Carta_est.Status","CMSY_est.B","RAM_n_Assessments","Carta_StockStatus","CMSY_StockStatus","RAM_StockStatus","StockStatus_Pick","StockStatus_capped"
2022,"region_5","turbo",4230,NA,NA,NA,255.5329446,NA,NA,1.87945936,NA,1.87945936,1
2023,"region_5","turbo",4670,NA,NA,NA,256.6816978,NA,NA,1.887908505,NA,1.887908505,1
2024,"region_5","turbo",2600,NA,NA,NA,255.8842082,NA,NA,1.882042924,NA,1.882042924,1
2019,"region_7","turbo",2000,NA,NA,NA,254.2781665,NA,NA,1.870230395,NA,1.870230395,1
2023,"region_7","turbo",3260,NA,NA,NA,256.6816978,NA,NA,1.887908505,NA,1.887908505,1
2024,"region_7","turbo",1950,NA,NA,NA,255.8842082,NA,NA,1.882042924,NA,1.882042924,1
2022,"region_1","argopecten",NA,24525,1,"maximally harvested",NA,NA,1,NA,NA,1,1
2018,"region_1","callinectes",NA,408,1,"unclear",NA,NA,NA,NA,NA,NA,NA
2018,"region_1","chione",NA,173129.8,5,"maximally harvested",NA,NA,1,NA,NA,1,1
2019,"region_1","chione",NA,173129.8,5,"maximally harvested",NA,NA,1,NA,NA,1,1
2020,"region_1","chione",NA,173129.8,5,"maximally harvested",NA,NA,1,NA,NA,1,1
2021,"region_1","chione",NA,173129.8,5,"maximally harvested",NA,NA,1,NA,NA,1,1
2022,"region_1","chione",NA,173129.8,5,"maximally harvested",NA,NA,0.762840928117592,NA,NA,0.762840928117592,0.762840928117592
2023,"region_1","chione",NA,173129.8,5,"maximally harvested",NA,NA,0.767388712329739,NA,NA,0.767388712329739,0.767388712329739
2018,"region_1","dosinia",NA,5978,2,"unclear",NA,NA,NA,NA,NA,NA,NA
2022,"region_1","dosinia",NA,5978,2,"unclear",NA,NA,NA,NA,NA,NA,NA
2024,"region_1","dosinia",NA,5978,2,"unclear",NA,NA,NA,NA,NA,NA,NA
2019,"region_1","galeorhinus",NA,2341,2,"maximally harvested",NA,NA,1,NA,NA,1,1
2022,"region_1","galeorhinus",NA,2341,2,"maximally harvested",NA,NA,0.537913602941177,NA,NA,0.537913602941177,0.537913602941177
2023,"region_1","galeorhinus",NA,2341,2,"maximally harvested",NA,NA,0.649736330835415,NA,NA,0.649736330835415,0.649736330835415
2024,"region_1","galeorhinus",NA,2341,2,"maximally harvested",NA,NA,0.412438336856942,NA,NA,0.412438336856942,0.412438336856942
2022,"region_1","haliotis",NA,88.06,1,"deteriorating",NA,NA,0.5,NA,NA,0.5,0.5
2023,"region_1","haliotis",NA,88.06,1,"deteriorating",NA,NA,0.393125,NA,NA,0.393125,0.393125
2024,"region_1","haliotis",NA,88.06,1,"deteriorating",NA,NA,0.0369919177322602,NA,NA,0.0369919177322602,0.0369919177322602
2018,"region_1","hoplopagrus",NA,294.8,1,"maximally harvested",NA,NA,1,NA,NA,1,1
2024,"region_1","hoplopagrus",NA,294.8,1,"maximally harvested",NA,NA,0.284830917874396,NA,NA,0.284830917874396,0.284830917874396
2018,"region_1","megapitaria",NA,1804,1,"maximally harvested",NA,NA,1,NA,NA,1,1
2018,"region_1","panopea",NA,985905.962,5,"maximally harvested",NA,NA,1,NA,NA,1,1
2019,"region_1","panopea",NA,985905.962,5,"maximally harvested",NA,NA,1,NA,NA,1,1
2020,"region_1","panopea",NA,985905.962,5,"maximally harvested",NA,NA,1,NA,NA,1,1
2021,"region_1","panopea",NA,985905.962,5,"maximally harvested",NA,NA,0.791416853167735,NA,NA,0.791416853167735,0.791416853167735
2022,"region_1","panopea",NA,985905.962,5,"maximally harvested",NA,NA,0.746764377910936,NA,NA,0.746764377910936,0.746764377910936
2023,"region_1","panopea",NA,985905.962,5,"maximally harvested",NA,NA,0.671713832152272,NA,NA,0.671713832152272,0.671713832152272
2024,"region_1","panopea",NA,985905.962,5,"maximally harvested",NA,NA,1,NA,NA,1,1
2018,"region_1","panulirus",NA,34025,5,NA,NA,NA,NA,NA,NA,NA,NA
2019,"region_1","panulirus",NA,34025,5,NA,NA,NA,NA,NA,NA,NA,NA
2020,"region_1","panulirus",NA,34025,5,NA,NA,NA,NA,NA,NA,NA,NA
2021,"region_1","panulirus",NA,34025,5,NA,NA,NA,NA,NA,NA,NA,NA
2022,"region_1","panulirus",NA,34025,5,NA,NA,NA,NA,NA,NA,NA,NA
2023,"region_1","panulirus",NA,34025,5,NA,NA,NA,NA,NA,NA,NA,NA
2024,"region_1","panulirus",NA,34025,5,NA,NA,NA,NA,NA,NA,NA,NA
2018,"region_1","rhizoprionodon",NA,2965.15,5,"maximally harvested",NA,NA,1,NA,NA,1,1
2019,"region_1","rhizoprionodon",NA,2965.15,5,"maximally harvested",NA,NA,1,NA,NA,1,1
2020,"region_1","rhizoprionodon",NA,2965.15,5,"maximally harvested",NA,NA,1,NA,NA,1,1
2021,"region_1","rhizoprionodon",NA,2965.15,5,"maximally harvested",NA,NA,1,NA,NA,1,1
2022,"region_1","rhizoprionodon",NA,2965.15,5,"maximally harvested",NA,NA,0.316738770496181,NA,NA,0.316738770496181,0.316738770496181
2020,"region_1","strongylocentrotus",NA,500,1,"deteriorating",NA,NA,0.5,NA,NA,0.5,0.5
2020,"region_1_2_baja_tbd","chione",NA,977.5,2,NA,NA,NA,NA,NA,NA,NA,NA
2021,"region_1_2_baja_tbd","chione",NA,977.5,2,NA,NA,NA,NA,NA,NA,NA,NA
2018,"region_1_2_baja_tbd","octopus",NA,1287.33333333333,3,NA,NA,NA,NA,NA,NA,NA,NA
2020,"region_1_2_baja_tbd","octopus",NA,1287.33333333333,3,NA,NA,NA,NA,NA,NA,NA,NA
2021,"region_1_2_baja_tbd","octopus",NA,1287.33333333333,3,NA,NA,NA,NA,NA,NA,NA,NA
2018,"region_1_2_baja_tbd","panopea",NA,13106.598,5,NA,NA,NA,NA,NA,NA,NA,NA
2019,"region_1_2_baja_tbd","panopea",NA,13106.598,5,NA,NA,NA,NA,NA,NA,NA,NA
2020,"region_1_2_baja_tbd","panopea",NA,13106.598,5,NA,NA,NA,NA,NA,NA,NA,NA
2021,"region_1_2_baja_tbd","panopea",NA,13106.598,5,NA,NA,NA,NA,NA,NA,NA,NA
2022,"region_1_2_baja_tbd","panopea",NA,13106.598,5,NA,NA,NA,NA,NA,NA,NA,NA
2024,"region_1_2_baja_tbd","panopea",NA,13106.598,5,NA,NA,NA,NA,NA,NA,NA,NA
2021,"region_1_2_baja_tbd","panulirus",NA,110,1,NA,NA,NA,NA,NA,NA,NA,NA
2019,"region_1_2_baja_tbd","rhizoprionodon",NA,400,1,NA,NA,NA,NA,NA,NA,NA,NA
2018,"region_1_2_baja_tbd","strongylocentrotus",NA,900,2,NA,NA,NA,NA,NA,NA,NA,NA
2020,"region_1_2_baja_tbd","strongylocentrotus",NA,900,2,NA,NA,NA,NA,NA,NA,NA,NA
2024,"region_1_2_baja_tbd","strongylocentrotus",NA,900,2,NA,NA,NA,NA,NA,NA,NA,NA
2019,"region_1_2_baja_tbd","thunnus",NA,474782,1,NA,NA,1,NA,NA,0.76,0.76,0.76
2024,"region_1_2_baja_tbd","thunnus",NA,474782,1,NA,NA,0,NA,NA,NA,NA,NA
2022,"region_2","argopecten",NA,450,1,"maximally harvested",NA,NA,1,NA,NA,1,1
2023,"region_2","argopecten",NA,450,1,"maximally harvested",NA,NA,0.320284697508897,NA,NA,0.320284697508897,0.320284697508897
2024,"region_2","argopecten",NA,450,1,"maximally harvested",NA,NA,0.0116519937856033,NA,NA,0.0116519937856033,0.0116519937856033
2018,"region_2","chione",NA,853,1,"maximally harvested",NA,NA,1,NA,NA,1,1
2018,"region_2","dosinia",NA,31932.6,5,"unclear",NA,NA,NA,NA,NA,NA,NA
2019,"region_2","dosinia",NA,31932.6,5,"unclear",NA,NA,NA,NA,NA,NA,NA
2020,"region_2","dosinia",NA,31932.6,5,"unclear",NA,NA,NA,NA,NA,NA,NA
2021,"region_2","dosinia",NA,31932.6,5,"unclear",NA,NA,NA,NA,NA,NA,NA
2022,"region_2","dosinia",NA,31932.6,5,"unclear",NA,NA,NA,NA,NA,NA,NA
2023,"region_2","dosinia",NA,31932.6,5,"unclear",NA,NA,NA,NA,NA,NA,NA
2024,"region_2","dosinia",NA,31932.6,5,"unclear",NA,NA,NA,NA,NA,NA,NA
2018,"region_2","galeorhinus",NA,2162.3875,4,"maximally harvested",NA,NA,1,NA,NA,1,1
2020,"region_2","galeorhinus",NA,2162.3875,4,"maximally harvested",NA,NA,1,NA,NA,1,1
2021,"region_2","galeorhinus",NA,2162.3875,4,"maximally harvested",NA,NA,1,NA,NA,1,1
2022,"region_2","galeorhinus",NA,2162.3875,4,"maximally harvested",NA,NA,0.419917759804255,NA,NA,0.419917759804255,0.419917759804255
2023,"region_2","galeorhinus",NA,2162.3875,4,"maximally harvested",NA,NA,1,NA,NA,1,1
2024,"region_2","galeorhinus",NA,2162.3875,4,"maximally harvested",NA,NA,0.576652044054508,NA,NA,0.576652044054508,0.576652044054508
2018,"region_2","hoplopagrus",NA,1030.68,5,"maximally harvested",NA,NA,1,NA,NA,1,1
2019,"region_2","hoplopagrus",NA,1030.68,5,"maximally harvested",NA,NA,1,NA,NA,1,1
2020,"region_2","hoplopagrus",NA,1030.68,5,"maximally harvested",NA,NA,0.338593955321945,NA,NA,0.338593955321945,0.338593955321945
2021,"region_2","hoplopagrus",NA,1030.68,5,"maximally harvested",NA,NA,1,NA,NA,1,1
2022,"region_2","hoplopagrus",NA,1030.68,5,"maximally harvested",NA,NA,0.859688047376762,NA,NA,0.859688047376762,0.859688047376762
2023,"region_2","hoplopagrus",NA,1030.68,5,"maximally harvested",NA,NA,0.354551083591331,NA,NA,0.354551083591331,0.354551083591331
2024,"region_2","hoplopagrus",NA,1030.68,5,"maximally harvested",NA,NA,0.0801967024331033,NA,NA,0.0801967024331033,0.0801967024331033
2018,"region_2","megapitaria",NA,2097.25,4,"maximally harvested",NA,NA,1,NA,NA,1,1
2019,"region_2","megapitaria",NA,2097.25,4,"maximally harvested",NA,NA,0.441247633073848,NA,NA,0.441247633073848,0.441247633073848
2021,"region_2","megapitaria",NA,2097.25,4,"maximally harvested",NA,NA,1,NA,NA,1,1
2022,"region_2","megapitaria",NA,2097.25,4,"maximally harvested",NA,NA,1,NA,NA,1,1
2023,"region_2","megapitaria",NA,2097.25,4,"maximally harvested",NA,NA,1,NA,NA,1,1
2018,"region_2","negaprion",NA,499,2,"maximally harvested",NA,NA,0.509183673469388,NA,NA,0.509183673469388,0.509183673469388
2019,"region_2","negaprion",NA,499,2,"maximally harvested",NA,NA,1,NA,NA,1,1
2018,"region_2","octopus",NA,2924.5,2,"maximally harvested",NA,NA,0.845280073992716,NA,NA,0.845280073992716,0.845280073992716
2020,"region_2","octopus",NA,2924.5,2,"maximally harvested",NA,NA,1,NA,NA,1,1
2018,"region_2","panopea",NA,336318,5,"maximally harvested",NA,NA,1,NA,NA,1,1
2019,"region_2","panopea",NA,336318,5,"maximally harvested",NA,NA,1,NA,NA,1,1
2020,"region_2","panopea",NA,336318,5,"maximally harvested",NA,NA,0.902457676919733,NA,NA,0.902457676919733,0.902457676919733
2021,"region_2","panopea",NA,336318,5,"maximally harvested",NA,NA,0.845139014534708,NA,NA,0.845139014534708,0.845139014534708
2022,"region_2","panopea",NA,336318,5,"maximally harvested",NA,NA,1,NA,NA,1,1
2023,"region_2","panopea",NA,336318,5,"maximally harvested",NA,NA,0.734668466650065,NA,NA,0.734668466650065,0.734668466650065
2024,"region_2","panopea",NA,336318,5,"maximally harvested",NA,NA,1,NA,NA,1,1
2018,"region_2","panulirus",NA,10860.1,5,NA,NA,NA,NA,NA,NA,NA,NA
2019,"region_2","panulirus",NA,10860.1,5,NA,NA,NA,NA,NA,NA,NA,NA
2020,"region_2","panulirus",NA,10860.1,5,NA,NA,NA,NA,NA,NA,NA,NA
2021,"region_2","panulirus",NA,10860.1,5,NA,NA,NA,NA,NA,NA,NA,NA
2022,"region_2","panulirus",NA,10860.1,5,NA,NA,NA,NA,NA,NA,NA,NA
2023,"region_2","panulirus",NA,10860.1,5,NA,NA,NA,NA,NA,NA,NA,NA
2024,"region_2","panulirus",NA,10860.1,5,NA,NA,NA,NA,NA,NA,NA,NA
2018,"region_2","rhizoprionodon",NA,76725.658,5,"maximally harvested",NA,NA,1,NA,NA,1,1
2019,"region_2","rhizoprionodon",NA,76725.658,5,"maximally harvested",NA,NA,1,NA,NA,1,1
2020,"region_2","rhizoprionodon",NA,76725.658,5,"maximally harvested",NA,NA,0.79895304466445,NA,NA,0.79895304466445,0.79895304466445
2021,"region_2","rhizoprionodon",NA,76725.658,5,"maximally harvested",NA,NA,1,NA,NA,1,1
2022,"region_2","rhizoprionodon",NA,76725.658,5,"maximally harvested",NA,NA,0.441574957317664,NA,NA,0.441574957317664,0.441574957317664
2019,"region_2","sphoeroides",NA,2777.825,4,NA,NA,0,NA,NA,NA,NA,NA
2020,"region_2","sphoeroides",NA,2777.825,4,NA,NA,1,NA,NA,1.15,1.15,1
2021,"region_2","sphoeroides",NA,2777.825,4,NA,NA,0,NA,NA,NA,NA,NA
2022,"region_2","sphoeroides",NA,2777.825,4,NA,NA,0,NA,NA,NA,NA,NA
2023,"region_2","sphoeroides",NA,2777.825,4,NA,NA,0,NA,NA,NA,NA,NA
2024,"region_2","sphoeroides",NA,2777.825,4,NA,NA,0,NA,NA,NA,NA,NA
2022,"region_2","strongylocentrotus",NA,900,1,"deteriorating",NA,NA,0.5,NA,NA,0.5,0.5
2019,"region_2","thunnus",NA,121319,3,"deteriorating",NA,1,0.453977009085602,NA,0.76,0.76,0.76
2021,"region_2","thunnus",NA,121319,3,"deteriorating",NA,0,0.985731830958053,NA,NA,0.985731830958053,0.985731830958053
2022,"region_2","thunnus",NA,121319,3,"deteriorating",NA,0,0.26736734001243,NA,NA,0.26736734001243,0.26736734001243
2024,"region_2","thunnus",NA,121319,3,"deteriorating",NA,0,0.0170181946930065,NA,NA,0.0170181946930065,0.0170181946930065
2019,"region_3","galeorhinus",NA,687.25,4,"maximally harvested",NA,NA,1,NA,NA,1,1
2020,"region_3","galeorhinus",NA,687.25,4,"maximally harvested",NA,NA,0.800990675990676,NA,NA,0.800990675990676,0.800990675990676
2021,"region_3","galeorhinus",NA,687.25,4,"maximally harvested",NA,NA,1,NA,NA,1,1
2022,"region_3","galeorhinus",NA,687.25,4,"maximally harvested",NA,NA,0.50719557195572,NA,NA,0.50719557195572,0.50719557195572
2023,"region_3","galeorhinus",NA,687.25,4,"maximally harvested",NA,NA,0.236006181318681,NA,NA,0.236006181318681,0.236006181318681
2024,"region_3","galeorhinus",NA,687.25,4,"maximally harvested",NA,NA,1,NA,NA,1,1
2018,"region_3","haliotis",NA,15787.189,3,"deteriorating",NA,NA,0.247294455294547,NA,NA,0.247294455294547,0.247294455294547
2019,"region_3","haliotis",NA,15787.189,3,"deteriorating",NA,NA,0.5,NA,NA,0.5,0.5
2020,"region_3","haliotis",NA,15787.189,3,"deteriorating",NA,NA,0.966846536137624,NA,NA,0.966846536137624,0.966846536137624
2023,"region_3","haliotis",NA,15787.189,3,"deteriorating",NA,NA,0.773867279349097,NA,NA,0.773867279349097,0.773867279349097
2024,"region_3","haliotis",NA,15787.189,3,"deteriorating",NA,NA,0.882826512053539,NA,NA,0.882826512053539,0.882826512053539
2018,"region_3","hoplopagrus",NA,15310.48,5,"maximally harvested",NA,NA,0.775453684429115,NA,NA,0.775453684429115,0.775453684429115
2019,"region_3","hoplopagrus",NA,15310.48,5,"maximally harvested",NA,NA,1,NA,NA,1,1
2020,"region_3","hoplopagrus",NA,15310.48,5,"maximally harvested",NA,NA,1,NA,NA,1,1
2021,"region_3","hoplopagrus",NA,15310.48,5,"maximally harvested",NA,NA,0.85572130405379,NA,NA,0.85572130405379,0.85572130405379
2022,"region_3","hoplopagrus",NA,15310.48,5,"maximally harvested",NA,NA,0.751276049717115,NA,NA,0.751276049717115,0.751276049717115
2023,"region_3","hoplopagrus",NA,15310.48,5,"maximally harvested",NA,NA,0.73206847088075,NA,NA,0.73206847088075,0.73206847088075
2024,"region_3","hoplopagrus",NA,15310.48,5,"maximally harvested",NA,NA,0.579514373852647,NA,NA,0.579514373852647,0.579514373852647
2018,"region_3","megapitaria",NA,14884.6666666667,3,"maximally harvested",NA,NA,0.819911130696632,NA,NA,0.819911130696632,0.819911130696632
2021,"region_3","megapitaria",NA,14884.6666666667,3,"maximally harvested",NA,NA,0.595386666666667,NA,NA,0.595386666666667,0.595386666666667
2022,"region_3","megapitaria",NA,14884.6666666667,3,"maximally harvested",NA,NA,1,NA,NA,1,1
2021,"region_3","negaprion",NA,168,1,"maximally harvested",NA,NA,1,NA,NA,1,1
2020,"region_3","octopus",NA,3095,1,"maximally harvested",NA,NA,1,NA,NA,1,1
2018,"region_3","panulirus",NA,132975.42,5,NA,NA,NA,NA,NA,NA,NA,NA
2019,"region_3","panulirus",NA,132975.42,5,NA,NA,NA,NA,NA,NA,NA,NA
2020,"region_3","panulirus",NA,132975.42,5,NA,NA,NA,NA,NA,NA,NA,NA
2021,"region_3","panulirus",NA,132975.42,5,NA,NA,NA,NA,NA,NA,NA,NA
2022,"region_3","panulirus",NA,132975.42,5,NA,NA,NA,NA,NA,NA,NA,NA
2023,"region_3","panulirus",NA,132975.42,5,NA,NA,NA,NA,NA,NA,NA,NA
2024,"region_3","panulirus",NA,132975.42,5,NA,NA,NA,NA,NA,NA,NA,NA
2018,"region_3","rhizoprionodon",NA,151436.334,5,"maximally harvested",NA,NA,1,NA,NA,1,1
2019,"region_3","rhizoprionodon",NA,151436.334,5,"maximally harvested",NA,NA,1,NA,NA,1,1
2020,"region_3","rhizoprionodon",NA,151436.334,5,"maximally harvested",NA,NA,0.802399063845097,NA,NA,0.802399063845097,0.802399063845097
2021,"region_3","rhizoprionodon",NA,151436.334,5,"maximally harvested",NA,NA,1,NA,NA,1,1
2022,"region_3","rhizoprionodon",NA,151436.334,5,"maximally harvested",NA,NA,0.787749911438412,NA,NA,0.787749911438412,0.787749911438412
2018,"region_3","sphoeroides",NA,3078.53,5,"maximally harvested",NA,0,0.533078787878788,NA,NA,0.533078787878788,0.533078787878788
2019,"region_3","sphoeroides",NA,3078.53,5,"maximally harvested",NA,0,1,NA,NA,1,1
2020,"region_3","sphoeroides",NA,3078.53,5,"maximally harvested",NA,1,0.816477920700172,NA,1.15,1.15,1
2021,"region_3","sphoeroides",NA,3078.53,5,"maximally harvested",NA,0,1,NA,NA,1,1
2022,"region_3","sphoeroides",NA,3078.53,5,"maximally harvested",NA,0,1,NA,NA,1,1
2023,"region_3","sphoeroides",NA,3078.53,5,"maximally harvested",NA,0,1,NA,NA,1,1
2024,"region_3","sphoeroides",NA,3078.53,5,"maximally harvested",NA,0,0.777180869192028,NA,NA,0.777180869192028,0.777180869192028
2020,"region_3","thunnus",NA,69.9,2,"deteriorating",NA,0,0.793991416309013,NA,NA,0.793991416309013,0.793991416309013
2022,"region_3","thunnus",NA,69.9,2,"deteriorating",NA,0,0.314864864864865,NA,NA,0.314864864864865,0.314864864864865
2023,"region_3","thunnus",NA,69.9,2,"deteriorating",NA,1,0.0693452380952381,NA,1.05,1.05,1
2024,"region_3","thunnus",NA,69.9,2,"deteriorating",NA,0,0.0598458904109589,NA,NA,0.0598458904109589,0.0598458904109589
2021,"region_3_4_bcs_tbd","argopecten",NA,6100,1,NA,NA,NA,NA,NA,NA,NA,NA
2023,"region_3_4_bcs_tbd","argopecten",NA,6100,1,NA,NA,NA,NA,NA,NA,NA,NA
2024,"region_3_4_bcs_tbd","argopecten",NA,6100,1,NA,NA,NA,NA,NA,NA,NA,NA
2024,"region_3_4_bcs_tbd","atrina",NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
2018,"region_3_4_bcs_tbd","haliotis",NA,209.333333333333,3,NA,NA,NA,NA,NA,NA,NA,NA
2019,"region_3_4_bcs_tbd","haliotis",NA,209.333333333333,3,NA,NA,NA,NA,NA,NA,NA,NA
2020,"region_3_4_bcs_tbd","haliotis",NA,209.333333333333,3,NA,NA,NA,NA,NA,NA,NA,NA
2023,"region_3_4_bcs_tbd","haliotis",NA,209.333333333333,3,NA,NA,NA,NA,NA,NA,NA,NA
2018,"region_3_4_bcs_tbd","panulirus",NA,1800,1,NA,NA,NA,NA,NA,NA,NA,NA
2024,"region_3_4_bcs_tbd","panulirus",NA,1800,1,NA,NA,NA,NA,NA,NA,NA,NA
2023,"region_3_4_bcs_tbd","sphoeroides",NA,NA,0,NA,NA,0,NA,NA,NA,NA,NA
2022,"region_4","atrina",NA,4,1,"maximally harvested",NA,NA,1,NA,NA,1,1
2018,"region_4","hoplopagrus",NA,56865.72,5,"maximally harvested",NA,NA,1,NA,NA,1,1
2019,"region_4","hoplopagrus",NA,56865.72,5,"maximally harvested",NA,NA,1,NA,NA,1,1
2020,"region_4","hoplopagrus",NA,56865.72,5,"maximally harvested",NA,NA,0.849076651098343,NA,NA,0.849076651098343,0.849076651098343
2021,"region_4","hoplopagrus",NA,56865.72,5,"maximally harvested",NA,NA,1,NA,NA,1,1
2022,"region_4","hoplopagrus",NA,56865.72,5,"maximally harvested",NA,NA,0.623187338492797,NA,NA,0.623187338492797,0.623187338492797
2023,"region_4","hoplopagrus",NA,56865.72,5,"maximally harvested",NA,NA,1,NA,NA,1,1
2024,"region_4","hoplopagrus",NA,56865.72,5,"maximally harvested",NA,NA,1,NA,NA,1,1
2018,"region_4","megapitaria",NA,66208.4,5,"maximally harvested",NA,NA,1,NA,NA,1,1
2019,"region_4","megapitaria",NA,66208.4,5,"maximally harvested",NA,NA,1,NA,NA,1,1
2020,"region_4","megapitaria",NA,66208.4,5,"maximally harvested",NA,NA,1,NA,NA,1,1
2021,"region_4","megapitaria",NA,66208.4,5,"maximally harvested",NA,NA,1,NA,NA,1,1
2022,"region_4","megapitaria",NA,66208.4,5,"maximally harvested",NA,NA,0.521202865464851,NA,NA,0.521202865464851,0.521202865464851
2023,"region_4","megapitaria",NA,66208.4,5,"maximally harvested",NA,NA,1,NA,NA,1,1
2024,"region_4","megapitaria",NA,66208.4,5,"maximally harvested",NA,NA,1,NA,NA,1,1
2021,"region_4","negaprion",NA,3513,1,"maximally harvested",NA,NA,1,NA,NA,1,1
2024,"region_4","negaprion",NA,3513,1,"maximally harvested",NA,NA,1,NA,NA,1,1
2020,"region_4","octopus",NA,217.8,1,"maximally harvested",NA,NA,1,NA,NA,1,1
2023,"region_4","panopea",NA,NA,0,"maximally harvested",NA,NA,NA,NA,NA,NA,NA
2024,"region_4","panopea",NA,NA,0,"maximally harvested",NA,NA,NA,NA,NA,NA,NA
2020,"region_4","panulirus",NA,2084,2,NA,NA,NA,NA,NA,NA,NA,NA
2021,"region_4","panulirus",NA,2084,2,NA,NA,NA,NA,NA,NA,NA,NA
2023,"region_4","panulirus",NA,2084,2,NA,NA,NA,NA,NA,NA,NA,NA
2024,"region_4","panulirus",NA,2084,2,NA,NA,NA,NA,NA,NA,NA,NA
2018,"region_4","rhizoprionodon",NA,177597.59,5,"maximally harvested",NA,NA,1,NA,NA,1,1
2019,"region_4","rhizoprionodon",NA,177597.59,5,"maximally harvested",NA,NA,1,NA,NA,1,1
2020,"region_4","rhizoprionodon",NA,177597.59,5,"maximally harvested",NA,NA,1,NA,NA,1,1
2021,"region_4","rhizoprionodon",NA,177597.59,5,"maximally harvested",NA,NA,1,NA,NA,1,1
2022,"region_4","rhizoprionodon",NA,177597.59,5,"maximally harvested",NA,NA,0.327813568269579,NA,NA,0.327813568269579,0.327813568269579
2018,"region_4","sphoeroides",NA,4197.8,5,"maximally harvested",NA,0,0.518007095480487,NA,NA,0.518007095480487,0.518007095480487
2019,"region_4","sphoeroides",NA,4197.8,5,"maximally harvested",NA,0,1,NA,NA,1,1
2020,"region_4","sphoeroides",NA,4197.8,5,"maximally harvested",NA,1,1,NA,1.15,1.15,1
2021,"region_4","sphoeroides",NA,4197.8,5,"maximally harvested",NA,0,0.887109044801353,NA,NA,0.887109044801353,0.887109044801353
2022,"region_4","sphoeroides",NA,4197.8,5,"maximally harvested",NA,0,1,NA,NA,1,1
2023,"region_4","sphoeroides",NA,4197.8,5,"maximally harvested",NA,0,1,NA,NA,1,1
2024,"region_4","sphoeroides",NA,4197.8,5,"maximally harvested",NA,0,1,NA,NA,1,1
2024,"region_4","strongylocentrotus",NA,NA,0,"unclear",NA,NA,NA,NA,NA,NA,NA
2018,"region_4","thunnus",NA,8590.6,5,"deteriorating",NA,2,0.179554385084859,NA,0.97401,0.97401,0.97401
2019,"region_4","thunnus",NA,8590.6,5,"deteriorating",NA,1,0.444004548273723,NA,0.76,0.76,0.76
2020,"region_4","thunnus",NA,8590.6,5,"deteriorating",NA,0,0.72260377622052,NA,NA,0.72260377622052,0.72260377622052
2021,"region_4","thunnus",NA,8590.6,5,"deteriorating",NA,0,0.758398714874398,NA,NA,0.758398714874398,0.758398714874398
2022,"region_4","thunnus",NA,8590.6,5,"deteriorating",NA,0,0.9743906129956,NA,NA,0.9743906129956,0.9743906129956
2023,"region_4","thunnus",NA,8590.6,5,"deteriorating",NA,1,0.802167485391009,NA,1.05,1.05,1
2024,"region_4","thunnus",NA,8590.6,5,"deteriorating",NA,0,0.644710497520546,NA,NA,0.644710497520546,0.644710497520546
2022,"region_4_5_6_sonora_tbd","argopecten",NA,1800,1,NA,NA,NA,NA,NA,NA,NA,NA
2023,"region_4_5_6_sonora_tbd","argopecten",NA,1800,1,NA,NA,NA,NA,NA,NA,NA,NA
2022,"region_4_5_6_sonora_tbd","dosinia",NA,4000,1,NA,NA,NA,NA,NA,NA,NA,NA
2023,"region_4_5_6_sonora_tbd","dosinia",NA,4000,1,NA,NA,NA,NA,NA,NA,NA,NA
2024,"region_4_5_6_sonora_tbd","dosinia",NA,4000,1,NA,NA,NA,NA,NA,NA,NA,NA
2019,"region_4_5_6_sonora_tbd","haliotis",NA,16000,1,NA,NA,NA,NA,NA,NA,NA,NA
2022,"region_4_5_6_sonora_tbd","megapitaria",NA,2250,1,NA,NA,NA,NA,NA,NA,NA,NA
2024,"region_4_5_6_sonora_tbd","megapitaria",NA,2250,1,NA,NA,NA,NA,NA,NA,NA,NA
2018,"region_4_5_6_sonora_tbd","panopea",NA,7976,4,NA,NA,NA,NA,NA,NA,NA,NA
2019,"region_4_5_6_sonora_tbd","panopea",NA,7976,4,NA,NA,NA,NA,NA,NA,NA,NA
2021,"region_4_5_6_sonora_tbd","panopea",NA,7976,4,NA,NA,NA,NA,NA,NA,NA,NA
2022,"region_4_5_6_sonora_tbd","panopea",NA,7976,4,NA,NA,NA,NA,NA,NA,NA,NA
2023,"region_4_5_6_sonora_tbd","panopea",NA,7976,4,NA,NA,NA,NA,NA,NA,NA,NA
2024,"region_4_5_6_sonora_tbd","panopea",NA,7976,4,NA,NA,NA,NA,NA,NA,NA,NA
2018,"region_4_5_6_sonora_tbd","rhizoprionodon",NA,611.25,2,NA,NA,NA,NA,NA,NA,NA,NA
2021,"region_4_5_6_sonora_tbd","rhizoprionodon",NA,611.25,2,NA,NA,NA,NA,NA,NA,NA,NA
2018,"region_4_5_6_sonora_tbd","sphoeroides",NA,5400,1,NA,NA,0,NA,NA,NA,NA,NA
2018,"region_5","argopecten",NA,1630495.6,5,"unclear",NA,NA,NA,NA,NA,NA,NA
2019,"region_5","argopecten",NA,1630495.6,5,"unclear",NA,NA,NA,NA,NA,NA,NA
2020,"region_5","argopecten",NA,1630495.6,5,"unclear",NA,NA,NA,NA,NA,NA,NA
2021,"region_5","argopecten",NA,1630495.6,5,"unclear",NA,NA,NA,NA,NA,NA,NA
