"estimated_genus_name","Major_Functional_Group","estimated_family_name","yr","B","B.Bmsy","lcl.B.Bmsy","ucl.B.Bmsy","F.Fmsy","lcl.F.Fmsy","ucl.F.Fmsy"
"hypanus","Demersal marine fishes","Dasyatidae",2010,14427.8784641713,1.52074924224155,1.29389998441009,1.68009032727862,0.431512989743276,0.390587959179796,0.507166751739823
"hypanus","Demersal marine fishes","Dasyatidae",2011,14569.6361086822,1.53569099760824,1.3114383379369,1.69446779221858,0.431314685273244,0.390899185190833,0.505068412406149
"hypanus","Demersal marine fishes","Dasyatidae",2012,14671.2338180954,1.54639975426898,1.32566372056749,1.70189795620033,0.603481110100468,0.548342535441346,0.703966643943338
"hypanus","Demersal marine fishes","Dasyatidae",2013,14599.9682218366,1.53888810924247,1.32875389405662,1.69060761300286,0.753702693837247,0.686063462940409,0.872896116156733
"hypanus","Demersal marine fishes","Dasyatidae",2014,14314.3755278175,1.50878563270042,1.30612192010854,1.64886235338916,0.742166600429583,0.679116908392404,0.857324485990724
"hypanus","Demersal marine fishes","Dasyatidae",2015,13868.9452307138,1.46183570943387,1.2656488119039,1.60174841776095,0.816122892705516,0.74483456616184,0.942629248036597
"hypanus","Demersal marine fishes","Dasyatidae",2016,13352.3840836403,1.40738834387461,1.21897783963511,1.55089631299224,1.15215391966094,1.04554249261947,1.33023582886924
"hypanus","Demersal marine fishes","Dasyatidae",2017,12710.8911191899,1.33977272443243,1.15767195685991,1.48236359308492,0.929728710275575,0.840296653911147,1.07597420820974
"hypanus","Demersal marine fishes","Dasyatidae",2018,12106.0528429969,1.27602063832474,1.08881291280004,1.42433627913065,0.943432095353157,0.845192839757867,1.1056434125425
"hypanus","Demersal marine fishes","Dasyatidae",2019,11534.8473875146,1.2158135700613,1.02507743502804,1.37862331948574,1.23185746352143,1.08638015864213,1.46106915375587
"hypanus","Demersal marine fishes","Dasyatidae",2020,11092.1245279128,1.16914902025003,0.971421598071323,1.34202446543921,1.4003792883405,1.21998675516389,1.68541864437887
"hypanus","Demersal marine fishes","Dasyatidae",2021,10473.5775983944,1.10395199376467,0.893449630384338,1.28273609237869,1.86704898374346,1.60682502059934,2.30693749033537
"hypanus","Demersal marine fishes","Dasyatidae",2022,9481.34172706814,0.999366835718645,0.7801507674155,1.18488299593145,1.90398671963914,1.60588107837626,2.43899161896574
"hypanus","Demersal marine fishes","Dasyatidae",2023,8319.45251986965,0.876899618116031,0.646003190166084,1.07285908289239,2.451157016203,2.0034491814676,3.32725702313983
"hypanus","Demersal marine fishes","Dasyatidae",2024,6919.99454175915,0.7293918147307,0.477403844814933,0.926354866209829,3.31755918059133,2.61217444790741,5.06866573759172
"parapsettus","Demersal marine fishes","Ephippidae",2000,57.2026256650498,1.49900503551335,1.19175649003867,1.813323064557,0.13242846740461,0.109473564509765,0.166570051133838
"parapsettus","Demersal marine fishes","Ephippidae",2001,63.5501737219057,1.66534366752135,1.38756828048939,1.8621693692732,0.0970526926077444,0.0867945148906005,0.11648153775409
"parapsettus","Demersal marine fishes","Ephippidae",2002,68.0255262918673,1.78262108197697,1.54726160418977,1.89834272084352,0.0462696214660282,0.0434490578412447,0.0533078585140926
"parapsettus","Demersal marine fishes","Ephippidae",2003,70.7766193871536,1.8547139685369,1.67225836059327,1.92549000784714,0.0675561244444613,0.0650729358016519,0.0749269913190371
"parapsettus","Demersal marine fishes","Ephippidae",2004,72.4025329158274,1.89732132332971,1.76517627373825,1.94236858563078,0.65960891976864,0.644311320618429,0.70898872093105
"parapsettus","Demersal marine fishes","Ephippidae",2005,68.9360437061988,1.80648135365397,1.73394326684816,1.84891550394657,0.965856524033431,0.943689312598166,1.00626233529717
"parapsettus","Demersal marine fishes","Ephippidae",2006,61.202005892004,1.60380950959888,1.50927025387364,1.68216157720027,0.562359834248551,0.536166122332551,0.59758552033305
"parapsettus","Demersal marine fishes","Ephippidae",2007,54.044967653276,1.41625804260792,1.28473451528131,1.52389869529076,0.0550324167014513,0.0511451994797528,0.0606663103003148
"parapsettus","Demersal marine fishes","Ephippidae",2008,53.1567653991438,1.39298254369473,1.27449118186725,1.5190539804301,0.342630904890628,0.314194805182524,0.374485815385333
"parapsettus","Demersal marine fishes","Ephippidae",2009,57.0543613503309,1.49511974263096,1.40713642400813,1.63931696232841,0.516771796542687,0.471315635231653,0.549083729383567
"parapsettus","Demersal marine fishes","Ephippidae",2010,60.5185064055147,1.58589828332025,1.47351257099266,1.7272198291465,0.153163989565529,0.140632074747823,0.164845901487503
"parapsettus","Demersal marine fishes","Ephippidae",2011,62.2449269000578,1.63113944112806,1.51115380291536,1.75409915730573,0.145790941686358,0.135571215659829,0.157366744989847
"parapsettus","Demersal marine fishes","Ephippidae",2012,64.2884308954888,1.68468982878298,1.56163025114072,1.79239989552817,0.803042228820084,0.754785290019088,0.866323557697593
"parapsettus","Demersal marine fishes","Ephippidae",2013,63.2018707603505,1.65621632612425,1.54958656796908,1.75141155213078,0.290132698649032,0.274362991188682,0.310097236371114
"parapsettus","Demersal marine fishes","Ephippidae",2014,61.7603796828143,1.6184417946451,1.51197721176898,1.71528321040459,0.540440473881203,0.5099282993861,0.578495127862276
"parapsettus","Demersal marine fishes","Ephippidae",2015,58.4979055814184,1.5329480773661,1.41603104855548,1.63918000595902,0.181790406709885,0.170008939491961,0.196800242998768
"parapsettus","Demersal marine fishes","Ephippidae",2016,60.3771262984824,1.58219339233144,1.45909285348478,1.6945864312682,0.710152040877158,0.663051376957883,0.770066047505488
"parapsettus","Demersal marine fishes","Ephippidae",2017,59.2303530126417,1.55214199329019,1.42796815338954,1.6652666302746,0.324812271767026,0.302747174404409,0.353057430411796
"parapsettus","Demersal marine fishes","Ephippidae",2018,59.8336213537011,1.56795074805451,1.43971234151398,1.68499275110529,0.576521241050297,0.536475252241392,0.62787328073019
"parapsettus","Demersal marine fishes","Ephippidae",2019,57.9225690096703,1.51787127961182,1.38957439372984,1.63099305613679,1.77502692294946,1.65191530199671,1.93891194241923
"parapsettus","Demersal marine fishes","Ephippidae",2020,50.5928697225912,1.32579519897059,1.18806811401294,1.45371216439383,0.445134843912678,0.405965949387261,0.496737208913533
"parapsettus","Demersal marine fishes","Ephippidae",2021,44.9570120432269,1.17810654058152,1.0215678117377,1.32009410388686,1.38693898757558,1.23776167762533,1.59946493407121
