"Region","Stock","estimated_family_name","Major_Functional_Group","estimated_taxa_group","Source","Sufficient_No_Years","StartYear","EndYear","int_yr","btype","Flim","Fpa","Blim","Bpa","Bmsy","B40","FMSY","MSY","MSYBtrigger","M","Fofl","last_F","q.start","q.end","st_b.low","st_b.hi","int_b.low","int_b.hi","end_b.low","end_b.hi","r.low","r.hi","Resilience","Resilience_Source","Yes_Run","Comment","st_b_source","end_b_source"
"goc","panopea","hiatellidae","molluscs excl. cephalopods","almeja","CONAPESCA",TRUE,2005,2024,2017,"None",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.3,0.5,0.7,1,0.1,0.3,NA,NA,"medium","best_guess","Yes","Timeseries (TS) generated by Erica Ferrer using CONAPESCA data. TS used to generate priors made on April 3 2026; TS used to generate CMSY made on May 26 2026; Stock is estimated at the genus level","Expert Opinion","Expert Opinion"
"goc","hexaplex","muricidae","molluscs excl. cephalopods","caracol","CONAPESCA",TRUE,2000,2024,2018,"None",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.1,0.3,NA,NA,0.1,0.3,NA,NA,"medium","ferrer et al_2022","No, missing biomass priors","Timeseries (TS) generated by Erica Ferrer using CONAPESCA data. TS used to generate priors made on April 3 2026; TS used to generate CMSY made on May 26 2026; Stock is estimated at the genus level","Expert Opinion","Expert Opinion"
"goc","argopecten","pectinidae","molluscs excl. cephalopods","almeja","CONAPESCA",TRUE,2000,2024,2018,"None",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.1,0.3,0,0.2,0.1,0.3,NA,NA,"medium","best_guess","Yes","Timeseries (TS) generated by Erica Ferrer using CONAPESCA data. TS used to generate priors made on April 3 2026; TS used to generate CMSY made on May 26 2026; Stock is estimated at the genus level","Expert Opinion","Expert Opinion"
"goc","lobatus","strombidae","molluscs excl. cephalopods","caracol","CONAPESCA",TRUE,2000,2024,2012,"None",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.3,0.5,0.2,0.4,0.055,0.225,NA,NA,"medium","ferrer et al_2022","Yes","Timeseries (TS) generated by Erica Ferrer using CONAPESCA data. TS used to generate priors made on April 3 2026; TS used to generate CMSY made on May 26 2026; Stock is estimated at the genus level","Expert Opinion","Expert Opinion"
"goc","turbo","turbinidae","molluscs excl. cephalopods","caracol","CONAPESCA",TRUE,2010,2024,2017,"None",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.3,0.5,NA,NA,0.3,0.5,NA,NA,"medium","ferrer et al_2022","No, missing biomass priors","Timeseries (TS) generated by Erica Ferrer using CONAPESCA data. TS used to generate priors made on April 3 2026; TS used to generate CMSY made on May 26 2026; Stock is estimated at the genus level","Expert Opinion","Expert Opinion"
"goc","chione","veneridae","molluscs excl. cephalopods","almeja","CONAPESCA",TRUE,2012,2023,2017,"None",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.3,0.5,0.2,0.4,0.3,0.5,NA,NA,"medium","best_guess","Yes","Timeseries (TS) generated by Erica Ferrer using CONAPESCA data. TS used to generate priors made on April 3 2026; TS used to generate CMSY made on May 26 2026; Stock is estimated at the genus level","Expert Opinion","Expert Opinion"
"goc","dosinia","veneridae","molluscs excl. cephalopods","almeja","CONAPESCA",TRUE,2000,2024,2011,"None",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.3,0.5,0.2,0.4,0.3,0.5,NA,NA,"medium","best_guess","Yes","Timeseries (TS) generated by Erica Ferrer using CONAPESCA data. TS used to generate priors made on April 3 2026; TS used to generate CMSY made on May 26 2026; Stock is estimated at the genus level","Expert Opinion","Expert Opinion"
"goc","megapitaria","veneridae","molluscs excl. cephalopods","almeja","CONAPESCA",TRUE,2000,2024,2013,"None",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.1,0.3,0,0.2,0.055,0.225,NA,NA,"medium","best_guess","Yes","Timeseries (TS) generated by Erica Ferrer using CONAPESCA data. TS used to generate priors made on April 3 2026; TS used to generate CMSY made on May 26 2026; Stock is estimated at the genus level","Expert Opinion","Expert Opinion"
"goc","ablennes","belonidae","pelagic marine fish (excl. anchovy & sardine)","otras","CONAPESCA",TRUE,2000,2024,2014,"None",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.5,0.8,0.7,1,0.5,0.8,NA,NA,"medium","fish base","Yes","Timeseries (TS) generated by Erica Ferrer using CONAPESCA data. TS used to generate priors made on April 3 2026; TS used to generate CMSY made on May 26 2026; Stock is estimated at the genus level","Expert Opinion","Expert Opinion"
"goc","caranx","carangidae","pelagic marine fish (excl. anchovy & sardine)","bonito","CONAPESCA",TRUE,2000,2024,2012,"None",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.5,0.8,0.4,0.6,0.5,0.8,NA,NA,"medium","ferrer et al_2022","Yes","Timeseries (TS) generated by Erica Ferrer using CONAPESCA data. TS used to generate priors made on April 3 2026; TS used to generate CMSY made on May 26 2026; Stock is estimated at the genus level","Expert Opinion","Expert Opinion"
"goc","sarda","carangidae","pelagic marine fish (excl. anchovy & sardine)","bonito","CONAPESCA",TRUE,2000,2022,2010,"None",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.5,0.8,0.4,0.6,0.5,0.8,NA,NA,"medium","my_best_guess","Yes","Timeseries (TS) generated by Erica Ferrer using CONAPESCA data. TS used to generate priors made on April 3 2026; TS used to generate CMSY made on May 26 2026; Stock is estimated at the genus level","Expert Opinion","Expert Opinion"
"goc","seriola","carangidae","pelagic marine fish (excl. anchovy & sardine)","esmedregal","CONAPESCA",TRUE,2000,2024,2008,"None",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.1,0.3,0.2,0.4,0.1,0.3,NA,NA,"medium","ferrer et al_2022","Yes","Timeseries (TS) generated by Erica Ferrer using CONAPESCA data. TS used to generate priors made on April 3 2026; TS used to generate CMSY made on May 26 2026; Stock is estimated at the genus level","Expert Opinion","Expert Opinion"
"goc","trachinotus","carangidae","pelagic marine fish (excl. anchovy & sardine)","pampano","CONAPESCA",TRUE,2000,2024,2005,"None",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.1,0.3,0.4,0.6,0.1,0.3,NA,NA,"medium","fishbase_trachinotus paitensis","Yes","Timeseries (TS) generated by Erica Ferrer using CONAPESCA data. TS used to generate priors made on April 3 2026; TS used to generate CMSY made on May 26 2026; Stock is estimated at the genus level","Expert Opinion","Expert Opinion"
"goc","selene","carangidae","pelagic marine fish (excl. anchovy & sardine)","ronco","CONAPESCA",TRUE,2000,2024,2008,"None",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.1,0.3,0.4,0.6,0.1,0.3,NA,NA,"medium","best_guess","Yes","Timeseries (TS) generated by Erica Ferrer using CONAPESCA data. TS used to generate priors made on April 3 2026; TS used to generate CMSY made on May 26 2026; Stock is estimated at the genus level","Expert Opinion","Expert Opinion"
"goc","coryphaena","coryphaenidae","pelagic marine fish (excl. anchovy & sardine)","otras","CONAPESCA",TRUE,2000,2024,2008,"None",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.1,0.3,0.4,0.6,0.01,0.15,NA,NA,"medium","fish","Yes","Timeseries (TS) generated by Erica Ferrer using CONAPESCA data. TS used to generate priors made on April 3 2026; TS used to generate CMSY made on May 26 2026; Stock is estimated at the genus level","Expert Opinion","Expert Opinion"
"goc","istiophorus","istiophoridae","pelagic marine fish (excl. anchovy & sardine)","otras","CONAPESCA",TRUE,2000,2024,2012,"None",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.1,0.3,0.2,0.4,0.01,0.15,NA,NA,"low","fish base","Yes","Timeseries (TS) generated by Erica Ferrer using CONAPESCA data. TS used to generate priors made on April 3 2026; TS used to generate CMSY made on May 26 2026; Stock is estimated at the genus level","Expert Opinion","Expert Opinion"
"goc","thunnus","scombridae","pelagic marine fish (excl. anchovy & sardine)","atun","CONAPESCA",TRUE,2000,2024,2008,"None",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.1,0.3,0.3,0.5,0.1,0.3,NA,NA,"medium","my_best_guess","Yes","Timeseries (TS) generated by Erica Ferrer using CONAPESCA data. TS used to generate priors made on April 3 2026; TS used to generate CMSY made on May 26 2026; Stock is estimated at the genus level","Expert Opinion","Expert Opinion"
"goc","euthynnus","scombridae","pelagic marine fish (excl. anchovy & sardine)","barrilete","CONAPESCA",TRUE,2004,2024,2018,"None",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.1,0.3,0.4,0.6,0.1,0.3,NA,NA,"medium","best_guess_katsuwonus.pelamis","Yes","Timeseries (TS) generated by Erica Ferrer using CONAPESCA data. TS used to generate priors made on April 3 2026; TS used to generate CMSY made on May 26 2026; Stock is estimated at the genus level","Expert Opinion","Expert Opinion"
"goc","katsuwonus","scombridae","pelagic marine fish (excl. anchovy & sardine)","barrilete","CONAPESCA",TRUE,2000,2024,2013,"None",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.1,0.3,0.4,0.6,0.1,0.3,NA,NA,"medium","best_guess_katsuwonus.pelamis","Yes","Timeseries (TS) generated by Erica Ferrer using CONAPESCA data. TS used to generate priors made on April 3 2026; TS used to generate CMSY made on May 26 2026; Stock is estimated at the genus level","Expert Opinion","Expert Opinion"
"goc","scomber","scombridae","pelagic marine fish (excl. anchovy & sardine)","macarela","CONAPESCA",TRUE,2000,2024,2014,"None",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.5,0.8,0.4,0.6,0.5,0.8,NA,NA,"medium","my_best_guess","Yes","Timeseries (TS) generated by Erica Ferrer using CONAPESCA data. TS used to generate priors made on April 3 2026; TS used to generate CMSY made on May 26 2026; Stock is estimated at the genus level","Expert Opinion","Expert Opinion"
"goc","scomberomorus","scombridae","pelagic marine fish (excl. anchovy & sardine)","sierra","CONAPESCA",TRUE,2000,2024,2010,"None",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.1,0.3,0.4,0.6,0.1,0.3,NA,NA,"medium","ferrer et al_2022","Yes","Timeseries (TS) generated by Erica Ferrer using CONAPESCA data. TS used to generate priors made on April 3 2026; TS used to generate CMSY made on May 26 2026; Stock is estimated at the genus level","Expert Opinion","Expert Opinion"
"goc","sphyraena","sphyraenidae","pelagic marine fish (excl. anchovy & sardine)","otras","CONAPESCA",TRUE,2000,2024,2010,"None",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.1,0.3,0.2,0.4,0.1,0.3,NA,NA,"medium","fish base","Yes","Timeseries (TS) generated by Erica Ferrer using CONAPESCA data. TS used to generate priors made on April 3 2026; TS used to generate CMSY made on May 26 2026; Stock is estimated at the genus level","Expert Opinion","Expert Opinion"
"goc","trichiurus","trichiuridae","pelagic marine fish (excl. anchovy & sardine)","cintilla","CONAPESCA",TRUE,2008,2024,2012,"None",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.1,0.3,0.5,0.8,0.1,0.3,NA,NA,"high","fishbase_trichiurus brevis","Yes","Timeseries (TS) generated by Erica Ferrer using CONAPESCA data. TS used to generate priors made on April 3 2026; TS used to generate CMSY made on May 26 2026; Stock is estimated at the genus level","Expert Opinion","Expert Opinion"
"goc","xiphias","xiphiidae","pelagic marine fish (excl. anchovy & sardine)","otras","CONAPESCA",TRUE,2000,2024,2007,"None",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.01,0.15,0.2,0.4,0.01,0.15,NA,NA,"medium","fish base","Yes","Timeseries (TS) generated by Erica Ferrer using CONAPESCA data. TS used to generate priors made on April 3 2026; TS used to generate CMSY made on May 26 2026; Stock is estimated at the genus level","Expert Opinion","Expert Opinion"
"goc","alopias","alopiidae","sharks","tiburon","CONAPESCA",TRUE,2001,2024,2014,"None",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.1,0.3,0.7,1,0.055,0.225,NA,NA,"low","best_guess_mycteroperca.jordani","Yes","Timeseries (TS) generated by Erica Ferrer using CONAPESCA data. TS used to generate priors made on April 3 2026; TS used to generate CMSY made on May 26 2026; Stock is estimated at the genus level","Expert Opinion","Expert Opinion"
"goc","carcharhinus","carcharhinidae","sharks","tiburon","CONAPESCA",TRUE,2000,2024,2015,"None",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.1,0.3,0.2,0.4,0.01,0.15,NA,NA,"low","best_guess_mycteroperca.jordani","Yes","Timeseries (TS) generated by Erica Ferrer using CONAPESCA data. TS used to generate priors made on April 3 2026; TS used to generate CMSY made on May 26 2026; Stock is estimated at the genus level","Expert Opinion","Expert Opinion"
"goc","galeocerdo","carcharhinidae","sharks","tiburon","CONAPESCA",TRUE,2000,2024,2010,"None",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.1,0.3,0.2,0.4,0.01,0.15,NA,NA,"low","best_guess_mycteroperca.jordani","Yes","Timeseries (TS) generated by Erica Ferrer using CONAPESCA data. TS used to generate priors made on April 3 2026; TS used to generate CMSY made on May 26 2026; Stock is estimated at the genus level","Expert Opinion","Expert Opinion"
"goc","nasolamia","carcharhinidae","sharks","tiburon","CONAPESCA",TRUE,2007,2024,2013,"None",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.1,0.3,0.2,0.4,0.01,0.15,NA,NA,"low","best_guess_mycteroperca.jordani","Yes","Timeseries (TS) generated by Erica Ferrer using CONAPESCA data. TS used to generate priors made on April 3 2026; TS used to generate CMSY made on May 26 2026; Stock is estimated at the genus level","Expert Opinion","Expert Opinion"
"goc","prionace","carcharhinidae","sharks","tiburon","CONAPESCA",TRUE,2001,2024,2014,"None",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.1,0.3,0.2,0.4,0.01,0.15,NA,NA,"low","best_guess_mycteroperca.jordani","Yes","Timeseries (TS) generated by Erica Ferrer using CONAPESCA data. TS used to generate priors made on April 3 2026; TS used to generate CMSY made on May 26 2026; Stock is estimated at the genus level","Expert Opinion","Expert Opinion"
"goc","isurus","lamnidae","sharks","tiburon","CONAPESCA",TRUE,2005,2024,2014,"None",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.1,0.3,0.7,1,0.01,0.15,NA,NA,"low","best_guess_mycteroperca.jordani","Yes","Timeseries (TS) generated by Erica Ferrer using CONAPESCA data. TS used to generate priors made on April 3 2026; TS used to generate CMSY made on May 26 2026; Stock is estimated at the genus level","Expert Opinion","Expert Opinion"
"goc","lamna","lamnidae","sharks","tiburon","CONAPESCA",TRUE,2000,2024,2016,"None",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.1,0.3,0.7,1,0.01,0.15,NA,NA,"low","best_guess_mycteroperca.jordani","Yes","Timeseries (TS) generated by Erica Ferrer using CONAPESCA data. TS used to generate priors made on April 3 2026; TS used to generate CMSY made on May 26 2026; Stock is estimated at the genus level","Expert Opinion","Expert Opinion"
"goc","sphyrna","sphyrnidae","sharks","tiburon","CONAPESCA",TRUE,2000,2024,2014,"None",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.1,0.3,0.7,1,0.01,0.15,NA,NA,"low","best_guess_mycteroperca.jordani","Yes","Timeseries (TS) generated by Erica Ferrer using CONAPESCA data. TS used to generate priors made on April 3 2026; TS used to generate CMSY made on May 26 2026; Stock is estimated at the genus level","Expert Opinion","Expert Opinion"
"goc","squatina","squatinidae","sharks","tiburon","CONAPESCA",TRUE,2000,2024,2013,"None",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.5,0.8,0.5,0.8,0.2,0.4,NA,NA,"low","best_guess_mycteroperca.jordani","Yes","Timeseries (TS) generated by Erica Ferrer using CONAPESCA data. TS used to generate priors made on April 3 2026; TS used to generate CMSY made on May 26 2026; Stock is estimated at the genus level","Expert Opinion","Expert Opinion"
"goc","mustelus","triakidae","sharks","tiburon","CONAPESCA",TRUE,2000,2024,2015,"None",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.5,0.8,0.5,0.8,0.3,0.5,NA,NA,"low","best_guess_mycteroperca.jordani","Yes","Timeseries (TS) generated by Erica Ferrer using CONAPESCA data. TS used to generate priors made on April 3 2026; TS used to generate CMSY made on May 26 2026; Stock is estimated at the genus level","Expert Opinion","Expert Opinion"
"goc","farfantepenaeus","penaeidae","shrimps, prawns","camaron","CONAPESCA",TRUE,2000,2024,2011,"None",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.1,0.3,0.2,0.4,0.055,0.225,NA,NA,"high","sealifebase_penaeus californiensis","Yes","Timeseries (TS) generated by Erica Ferrer using CONAPESCA data. TS used to generate priors made on April 3 2026; TS used to generate CMSY made on May 26 2026; Stock is estimated at the genus level","Expert Opinion","Expert Opinion"
"goc","rimapenaeus","penaeidae","shrimps, prawns","camaron","CONAPESCA",TRUE,2000,2024,2012,"None",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.3,0.5,0,0.2,0.155,0.325,NA,NA,"high","sealifebase_penaeus californiensis","Yes","Timeseries (TS) generated by Erica Ferrer using CONAPESCA data. TS used to generate priors made on April 3 2026; TS used to generate CMSY made on May 26 2026; Stock is estimated at the genus level","Expert Opinion","Expert Opinion"
"goc","penaeus","penaeidae","shrimps, prawns","camaron","CONAPESCA",TRUE,2000,2024,2011,"None",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.3,0.5,0.2,0.4,0.155,0.325,NA,NA,"high","sealifebase_penaeus californiensis","Yes","Timeseries (TS) generated by Erica Ferrer using CONAPESCA data. TS used to generate priors made on April 3 2026; TS used to generate CMSY made on May 26 2026; Stock is estimated at the genus level","Expert Opinion","Expert Opinion"
