"year","Stock","Major_Functional_Group","estimated_taxa_group","new_estimated_family_name","total_biomass_kg","total_revenue"
2013,"Eugerres","Demersal marine fishes","MOJARRA","Gerreidae",16541,124853
2013,"Euthynnus","Pelagic marine fish (excl. anchovy & sardine)","BARRILETE","Scombridae",2876802,13792003
2013,"Farfantepenaeus","Shrimps, prawns","CAMARON","Penaeidae",122203.4,4709030
2013,"Galeocerdo","Sharks","TIBURON","Carcharhinidae",861.5,9364
2013,"Galeorhinus","Sharks","TIBURON","Triakidae",6365.7,57413
2013,"Gerres","Demersal marine fishes","BANDERA","Gerreidae",129304.8,861475
2013,"Haemulon","Demersal marine fishes","RUBIO","Haemulidae",1100332.55,8730127
2013,"Haemulopsis","Demersal marine fishes","RONCO","Haemulidae",175504.5,1591832
2013,"Hexaplex","Molluscs excl. Cephalopods","CARACOL","Muricidae",4623,40274
2013,"Hoplopagrus","Demersal marine fishes","PARGO","Lutjanidae",113817.9,2986703
2013,"Hypanus","Demersal marine fishes","RAYA Y SIMILARES","Dasyatidae",1552885.6,10969570
2013,"Hyporthodus","Demersal marine fishes","BAQUETA","Serranidae",816573.7,28191806
2013,"Istiophorus","Pelagic marine fish (excl. anchovy & sardine)","OTRAS","Istiophoridae",36767.05,352117
2013,"Isurus","Sharks","TIBURON","Lamnidae",78724.2,801106
2013,"Katsuwonus","Pelagic marine fish (excl. anchovy & sardine)","BARRILETE","Scombridae",8142906.1,64772316
2013,"Lamna","Demersal marine fishes","PETO","Lamnidae",1452.5,49538
2013,"Larimus","Demersal marine fishes","CORVINA","Sciaenidae",11574,455205
2013,"Lobatus","Molluscs excl. Cephalopods","CARACOL","Strombidae",21486,101870
2013,"Lutjanus","Demersal marine fishes","GUACHINANGO","Lutjanidae",3144560.75,115754819
2013,"Megapitaria","Molluscs excl. Cephalopods","ALMEJA","Veneridae",827473,3446237
2013,"Menticirrhus","Demersal marine fishes","BERRUGATA","Sciaenidae",109635.6,760131
2013,"Merluccius","Demersal marine fishes","OTRAS","Merlucciidae",6277231.5,49063127
2013,"Microlepidotus","Demersal marine fishes","OTRAS","Haemulidae",29533,449083
2013,"Micropogonias","Demersal marine fishes","BERRUGATA","Sciaenidae",5768719.5,64377822
2013,"Mobula","Demersal marine fishes","RAYA Y SIMILARES","Myliobatidae",1046497.5,11700779
2013,"Mugil","Demersal marine fishes","LISA","Mugilidae",2868447,21629002
2013,"Mustelus","Sharks","TIBURON","Triakidae",77156.3,1042142
2013,"Mycteroperca","Demersal marine fishes","CABRILLA","Serranidae",452766.1,12004759
2013,"Nasolamia","Sharks","TIBURON","Carcharhinidae",29423.25,402147
2013,"Nematistius","Demersal marine fishes","OTRAS","Nematistiidae",654,6544
2013,"Nicholsina","Demersal marine fishes","OTRAS","Scaridae",7677,178739
2013,"Oligoplites","Anchovy & Sardine (small pelagics)","SARDINA","Carangidae",18100,127050
2013,"Opisthonema","Anchovy & Sardine (small pelagics)","SARDINA","Clupeidae",220482458.6,161808983
2013,"Orthopristis","Demersal marine fishes","OTRAS","Haemulidae",29686,208559
2013,"Panopea","Molluscs excl. Cephalopods","ALMEJA","Hiatellidae",2111239,73411038
2013,"Panulirus","Crustaceans","LANGOSTA","Palinuridae",169088,22972040
2013,"Paralabrax","Demersal marine fishes","CABRILLA","Serranidae",783993.3,8041643
2013,"Paranthias","Demersal marine fishes","OTRAS","Serranidae",897,36656
2013,"Parapsettus","Demersal marine fishes","OTRAS","Ephippidae",5185,81827
2013,"Penaeus","Shrimps, prawns","CAMARON","Penaeidae",30917098.4,1928232112
2013,"Prionace","Sharks","TIBURON","Carcharhinidae",555800.85,4344639
2013,"Pseudobatos","Demersal marine fishes","RAYA Y SIMILARES","Rhinobatidae",662146.95,5924787
2013,"Rimapenaeus","Shrimps, prawns","CAMARON","Penaeidae",74585.2,1458916
2013,"Sarda","Pelagic marine fish (excl. anchovy & sardine)","BONITO","Carangidae",814807.85,6002578
2013,"Sardinops","Anchovy & Sardine (small pelagics)","SARDINA","Clupeidae",84615295.2,84218012
2013,"Scomber","Pelagic marine fish (excl. anchovy & sardine)","MACARELA","Scombridae",25279021.68,21475827
2013,"Scomberomorus","Pelagic marine fish (excl. anchovy & sardine)","SIERRA","Scombridae",5557615.4,83812984
2013,"Scorpaena","Demersal marine fishes","OTRAS","Scorpaenidae",12498.7,79100
2013,"Selene","Pelagic marine fish (excl. anchovy & sardine)","RONCO","Carangidae",553293.7,2680016
2013,"Seriola","Pelagic marine fish (excl. anchovy & sardine)","ESMEDREGAL","Carangidae",817284.4,10726209
2013,"Sphoeroides","Demersal marine fishes","OTRAS","Tetraodontidae",473464.55,16638263
2013,"Sphyraena","Pelagic marine fish (excl. anchovy & sardine)","OTRAS","Sphyraenidae",13841,186531
2013,"Sphyrna","Sharks","TIBURON","Sphyrnidae",141569.75,1110089
2013,"Squatina","Sharks","TIBURON","Squatinidae",724357.8,6750818
2013,"Stereolepis","Demersal marine fishes","OTRAS","Polyprionidae",486.8,29140
2013,"Stomolophus","Jellies","OTRAS","Stomolophidae",14999109,20997974
2013,"Synodus","Demersal marine fishes","OTRAS","Synodontidae",151972.6,1018079
2013,"Thunnus","Pelagic marine fish (excl. anchovy & sardine)","ATUN","Scombridae",67610549,573572680
2013,"Trachinotus","Pelagic marine fish (excl. anchovy & sardine)","PAMPANO","Carangidae",3928905.2,2005099
2013,"Trichiurus","Pelagic marine fish (excl. anchovy & sardine)","CINTILLA","Trichiuridae",2494,108425
2013,"Turbo","Molluscs excl. Cephalopods","CARACOL","Turbinidae",1719,41128
2013,"Xenichthys","Demersal marine fishes","OTRAS","Haemulidae",6603,69089
2013,"Xiphias","Pelagic marine fish (excl. anchovy & sardine)","OTRAS","Xiphiidae",38429.25,830286
2014,"Ablennes","Pelagic marine fish (excl. anchovy & sardine)","OTRAS","Belonidae",17663.85,215863
2014,"Acanthurus","Demersal marine fishes","OTRAS","Acanthuridae",35652,770840
2014,"Aetobatus","Demersal marine fishes","RAYA Y SIMILARES","Myliobatidae",39238.5,360154
2014,"Alopias","Sharks","TIBURON","Alopiidae",561259.45,5829429
2014,"Anisotremus","Demersal marine fishes","MOJARRA","Haemulidae",104251.77,2432499.5
2014,"Anoplopoma","Demersal marine fishes","OTRAS","Anoplopomatidae",2300.2,96200
2014,"Argopecten","Molluscs excl. Cephalopods","ALMEJA","Pectinidae",102947,410516
2014,"Balistes","Demersal marine fishes","CARPA","Balistidae",2048207.225,25424721
2014,"Brotula","Demersal marine fishes","LENGUADO","Ophidiidae",1060769.2,17033524
2014,"Calamus","Demersal marine fishes","MOJARRA","Sparidae",25636,224403
2014,"Callinectes","Crustaceans","JAIBA","Portunidae",619867,16769044
2014,"Caranx","Pelagic marine fish (excl. anchovy & sardine)","BONITO","Carangidae",133263.5,7016093
2014,"Carcharhinus","Sharks","TIBURON","Carcharhinidae",763283.9,7404211
2014,"Caulolatilus","Demersal marine fishes","PIERNA","Malacanthidae",529605.85,5589743
2014,"Centropomus","Demersal marine fishes","ROBALO","Centropomidae",1174338.72,46876579.2
2014,"Cetengraulis","Anchovy & Sardine (small pelagics)","SARDINA","Engraulidae",60719386.84,62234903.6
2014,"Chanos","Diadromous fishes","OTRAS","Chanidae",230100.6,1304021
2014,"Chione","Molluscs excl. Cephalopods","ALMEJA","Veneridae",192171,1873765
2014,"Coryphaena","Pelagic marine fish (excl. anchovy & sardine)","OTRAS","Coryphaenidae",156626.15,3050640
2014,"Cynoscion","Demersal marine fishes","CORVINA","Sciaenidae",2063363.18,49467422.23
2014,"Diapterus","Demersal marine fishes","MOJARRA","Gerreidae",32361,372077
2014,"Diplectrum","Demersal marine fishes","OTRAS","Serranidae",36469.55,1014480
2014,"Dosidicus","Cephalopods","CALAMAR","Ommastrephidae",24595578.55,149612900
2014,"Dosinia","Molluscs excl. Cephalopods","ALMEJA","Veneridae",905431,3183340
2014,"Epinephelus","Demersal marine fishes","MERO","Serranidae",16925.6,553610.5
2014,"Especies","Echinoderms","PEPINO DE MAR","Family cannot be determined; class Holothuroidea",35373,1985700
2014,"Etrumeus","Anchovy & Sardine (small pelagics)","SARDINA","Dussumieriidae",7568697.24,7998389
2014,"Eucinostomus","Demersal marine fishes","MOJARRA","Gerreidae",236852,2771188
2014,"Eugerres","Demersal marine fishes","MOJARRA","Gerreidae",35923,352835
2014,"Euthynnus","Pelagic marine fish (excl. anchovy & sardine)","BARRILETE","Scombridae",3714911,14995636
2014,"Farfantepenaeus","Shrimps, prawns","CAMARON","Penaeidae",357971,11496135
2014,"Galeocerdo","Sharks","TIBURON","Carcharhinidae",1986.85,22497
2014,"Galeorhinus","Sharks","TIBURON","Triakidae",5931.5,91320
2014,"Gerres","Demersal marine fishes","BANDERA","Gerreidae",146250.8,1048622
2014,"Haemulon","Demersal marine fishes","RUBIO","Haemulidae",929839.6,7641304
2014,"Haemulopsis","Demersal marine fishes","RONCO","Haemulidae",212972.4,2142409
2014,"Hexaplex","Molluscs excl. Cephalopods","CARACOL","Muricidae",1012006,6063662.5
2014,"Hoplopagrus","Demersal marine fishes","PARGO","Lutjanidae",121966.4,3299900
2014,"Hypanus","Demersal marine fishes","RAYA Y SIMILARES","Dasyatidae",1499205.95,11044345.75
2014,"Hyporthodus","Demersal marine fishes","BAQUETA","Serranidae",972097,35988482.5
2014,"Istiophorus","Pelagic marine fish (excl. anchovy & sardine)","OTRAS","Istiophoridae",23746.15,255135
2014,"Isurus","Sharks","TIBURON","Lamnidae",466741.6,6632431
2014,"Katsuwonus","Pelagic marine fish (excl. anchovy & sardine)","BARRILETE","Scombridae",4493873.2,33979249
2014,"Lamna","Demersal marine fishes","PETO","Lamnidae",2311.8,54955
2014,"Larimus","Demersal marine fishes","CORVINA","Sciaenidae",9653,456430
2014,"Lobatus","Molluscs excl. Cephalopods","CARACOL","Strombidae",23496,92505
2014,"Lutjanus","Demersal marine fishes","GUACHINANGO","Lutjanidae",3376136.7,133869691.69
2014,"Megapitaria","Molluscs excl. Cephalopods","ALMEJA","Veneridae",615653,3240951
2014,"Menticirrhus","Demersal marine fishes","BERRUGATA","Sciaenidae",136099,696677
2014,"Merluccius","Demersal marine fishes","OTRAS","Merlucciidae",7262581,54628115.5
2014,"Microlepidotus","Demersal marine fishes","OTRAS","Haemulidae",63199,519217
2014,"Micropogonias","Demersal marine fishes","BERRUGATA","Sciaenidae",8857540.66,89236038
2014,"Mobula","Demersal marine fishes","RAYA Y SIMILARES","Myliobatidae",1071658.65,13119925
2014,"Mugil","Demersal marine fishes","LISA","Mugilidae",2142296.8,17763048
2014,"Mustelus","Sharks","TIBURON","Triakidae",66803.6,932028
2014,"Mycteroperca","Demersal marine fishes","CABRILLA","Serranidae",471422.25,13055136
2014,"Nasolamia","Sharks","TIBURON","Carcharhinidae",32920.25,542277
2014,"Negaprion","Sharks","TIBURON","Carcharhinidae",1186.45,19300
2014,"Nematistius","Demersal marine fishes","OTRAS","Nematistiidae",8412,81884
2014,"Nicholsina","Demersal marine fishes","OTRAS","Scaridae",9870,221568
2014,"Oligoplites","Anchovy & Sardine (small pelagics)","SARDINA","Carangidae",18020,126400
2014,"Opisthonema","Anchovy & Sardine (small pelagics)","SARDINA","Clupeidae",225600754.44,232564823.4
2014,"Orthopristis","Demersal marine fishes","OTRAS","Haemulidae",52402.5,444054.5
2014,"Panopea","Molluscs excl. Cephalopods","ALMEJA","Hiatellidae",2410996.92,76375494.48
2014,"Panulirus","Crustaceans","LANGOSTA","Palinuridae",112346.9,17862300
2014,"Paralabrax","Demersal marine fishes","CABRILLA","Serranidae",906882.25,10354656.5
2014,"Paranthias","Demersal marine fishes","OTRAS","Serranidae",2033.3,48015
2014,"Parapsettus","Demersal marine fishes","OTRAS","Ephippidae",9438,173513
2014,"Penaeus","Shrimps, prawns","CAMARON","Penaeidae",32420619.57,2241238304.06
2014,"Prionace","Sharks","TIBURON","Carcharhinidae",1409792.95,14211943
2014,"Pseudobatos","Demersal marine fishes","RAYA Y SIMILARES","Rhinobatidae",718836.5,6865161.1
2014,"Rimapenaeus","Shrimps, prawns","CAMARON","Penaeidae",72040,1682790
2014,"Sarda","Pelagic marine fish (excl. anchovy & sardine)","BONITO","Carangidae",988484.6,8487517
2014,"Sardinops","Anchovy & Sardine (small pelagics)","SARDINA","Clupeidae",4023552.8,4486740
2014,"Scomber","Pelagic marine fish (excl. anchovy & sardine)","MACARELA","Scombridae",40393702.76,48773094
2014,"Scomberomorus","Pelagic marine fish (excl. anchovy & sardine)","SIERRA","Scombridae",5760640.5,87444395.65
2014,"Scorpaena","Demersal marine fishes","OTRAS","Scorpaenidae",5080,67551
2014,"Selene","Pelagic marine fish (excl. anchovy & sardine)","RONCO","Carangidae",446759.2,2386610
2014,"Seriola","Pelagic marine fish (excl. anchovy & sardine)","ESMEDREGAL","Carangidae",1215237.6,16315077.5
2014,"Sphoeroides","Demersal marine fishes","OTRAS","Tetraodontidae",402454.05,15953320.64
2014,"Sphyraena","Pelagic marine fish (excl. anchovy & sardine)","OTRAS","Sphyraenidae",18162,281688
2014,"Sphyrna","Sharks","TIBURON","Sphyrnidae",365695.6,4575000
2014,"Squatina","Sharks","TIBURON","Squatinidae",650300.62,6400989.5
2014,"Stereolepis","Demersal marine fishes","OTRAS","Polyprionidae",505,14445
2014,"Stomolophus","Jellies","OTRAS","Stomolophidae",34567988,80033750
2014,"Synodus","Demersal marine fishes","OTRAS","Synodontidae",133877.1,1209270
2014,"Thunnus","Pelagic marine fish (excl. anchovy & sardine)","ATUN","Scombridae",75346878.2,642436486
2014,"Trachinotus","Pelagic marine fish (excl. anchovy & sardine)","PAMPANO","Carangidae",152297.12,1836363
2014,"Trichiurus","Pelagic marine fish (excl. anchovy & sardine)","CINTILLA","Trichiuridae",2792,80815
2014,"Turbo","Molluscs excl. Cephalopods","CARACOL","Turbinidae",1756,44900
2014,"Xenichthys","Demersal marine fishes","OTRAS","Haemulidae",2001,23325
2014,"Xiphias","Pelagic marine fish (excl. anchovy & sardine)","OTRAS","Xiphiidae",61949,1278392
2015,"Ablennes","Pelagic marine fish (excl. anchovy & sardine)","OTRAS","Belonidae",31507.75,443363
2015,"Acanthurus","Demersal marine fishes","OTRAS","Acanthuridae",29054,685281
2015,"Aetobatus","Demersal marine fishes","RAYA Y SIMILARES","Myliobatidae",42964.1,560556
2015,"Alopias","Sharks","TIBURON","Alopiidae",549892.068,6974727
2015,"Anisotremus","Demersal marine fishes","MOJARRA","Haemulidae",69255.08,1648443
2015,"Anoplopoma","Demersal marine fishes","OTRAS","Anoplopomatidae",2057.3,47788
2015,"Argopecten","Molluscs excl. Cephalopods","ALMEJA","Pectinidae",379904,1490492
2015,"Balistes","Demersal marine fishes","CARPA","Balistidae",3263388.73,38894598.5
2015,"Brotula","Demersal marine fishes","LENGUADO","Ophidiidae",907483.1,13804669
2015,"Calamus","Demersal marine fishes","MOJARRA","Sparidae",24733,200815
2015,"Callinectes","Crustaceans","JAIBA","Portunidae",832879,18334788
2015,"Caranx","Pelagic marine fish (excl. anchovy & sardine)","BONITO","Carangidae",85634.8,5650195
2015,"Carcharhinus","Sharks","TIBURON","Carcharhinidae",1147028.3,10930376
2015,"Caulolatilus","Demersal marine fishes","PIERNA","Malacanthidae",500226.8,5679544.6
2015,"Centropomus","Demersal marine fishes","ROBALO","Centropomidae",1079784.185,47267464.39
2015,"Cetengraulis","Anchovy & Sardine (small pelagics)","SARDINA","Engraulidae",60839858.64,71333960.58
2015,"Chanos","Diadromous fishes","OTRAS","Chanidae",380420.4,2705212
2015,"Chione","Molluscs excl. Cephalopods","ALMEJA","Veneridae",57747,546203
2015,"Coryphaena","Pelagic marine fish (excl. anchovy & sardine)","OTRAS","Coryphaenidae",122211.85,2789074
2015,"Cynoscion","Demersal marine fishes","CORVINA","Sciaenidae",2178115.651,58163478.02
2015,"Diapterus","Demersal marine fishes","MOJARRA","Gerreidae",35185,350760
2015,"Diplectrum","Demersal marine fishes","OTRAS","Serranidae",92063.58,2841206.5
2015,"Dosidicus","Cephalopods","CALAMAR","Ommastrephidae",1590541.75,13962913.5
2015,"Dosinia","Molluscs excl. Cephalopods","ALMEJA","Veneridae",757428,3572299.5
2015,"Epinephelus","Demersal marine fishes","MERO","Serranidae",84417.6,1868880
2015,"Especies","Echinoderms","PEPINO DE MAR","Family cannot be determined; class Holothuroidea",16510,758000
2015,"Etrumeus","Anchovy & Sardine (small pelagics)","SARDINA","Dussumieriidae",7029227.06,9591466.2
2015,"Eucinostomus","Demersal marine fishes","MOJARRA","Gerreidae",198078.7,2361232
2015,"Eugerres","Demersal marine fishes","MOJARRA","Gerreidae",38298,407085
2015,"Euthynnus","Pelagic marine fish (excl. anchovy & sardine)","BARRILETE","Scombridae",2535062,71792289
2015,"Farfantepenaeus","Shrimps, prawns","CAMARON","Penaeidae",170185.2,6746280
2015,"Galeocerdo","Sharks","TIBURON","Carcharhinidae",1576.1,26288
2015,"Galeorhinus","Sharks","TIBURON","Triakidae",2697.4,37963
2015,"Gerres","Demersal marine fishes","BANDERA","Gerreidae",197470.2,1445111
2015,"Haemulon","Demersal marine fishes","RUBIO","Haemulidae",1149430.4,11095790
2015,"Haemulopsis","Demersal marine fishes","RONCO","Haemulidae",180628.4,1763145
2015,"Hexaplex","Molluscs excl. Cephalopods","CARACOL","Muricidae",1472723,10769101
2015,"Hoplopagrus","Demersal marine fishes","PARGO","Lutjanidae",143446.2,3892305
2015,"Hypanus","Demersal marine fishes","RAYA Y SIMILARES","Dasyatidae",1597299.95,12880326
2015,"Hyporthodus","Demersal marine fishes","BAQUETA","Serranidae",1161166.83,48116354.8
2015,"Istiophorus","Pelagic marine fish (excl. anchovy & sardine)","OTRAS","Istiophoridae",30541.75,385904
2015,"Isurus","Sharks","TIBURON","Lamnidae",467182.4,7511406
2015,"Katsuwonus","Pelagic marine fish (excl. anchovy & sardine)","BARRILETE","Scombridae",15462966,122629558
2015,"Lamna","Demersal marine fishes","PETO","Lamnidae",14765.05,271521
2015,"Larimus","Demersal marine fishes","CORVINA","Sciaenidae",11573,664170
2015,"Lobatus","Molluscs excl. Cephalopods","CARACOL","Strombidae",4090,6580
2015,"Lutjanus","Demersal marine fishes","GUACHINANGO","Lutjanidae",4761400.435,189194407.97
2015,"Megapitaria","Molluscs excl. Cephalopods","ALMEJA","Veneridae",704519,3144991
2015,"Menticirrhus","Demersal marine fishes","BERRUGATA","Sciaenidae",110325.8,669213
2015,"Merluccius","Demersal marine fishes","OTRAS","Merlucciidae",4980937.6,36951140.5
2015,"Microlepidotus","Demersal marine fishes","OTRAS","Haemulidae",115635,1227850
2015,"Micropogonias","Demersal marine fishes","BERRUGATA","Sciaenidae",8110518.3,89336611.5
2015,"Mobula","Demersal marine fishes","RAYA Y SIMILARES","Myliobatidae",1557255.9,16965206.5
2015,"Mugil","Demersal marine fishes","LISA","Mugilidae",3220940.2,28556944.74
2015,"Mustelus","Sharks","TIBURON","Triakidae",206055.15,3678791
2015,"Mycteroperca","Demersal marine fishes","CABRILLA","Serranidae",735096.27,23373288.7
2015,"Nasolamia","Sharks","TIBURON","Carcharhinidae",45899.65,615706
2015,"Negaprion","Sharks","TIBURON","Carcharhinidae",3047.55,62608
2015,"Nematistius","Demersal marine fishes","OTRAS","Nematistiidae",18340,204886
2015,"Nicholsina","Demersal marine fishes","OTRAS","Scaridae",2220,71450
2015,"Oligoplites","Anchovy & Sardine (small pelagics)","SARDINA","Carangidae",22570,138200
2015,"Opisthonema","Anchovy & Sardine (small pelagics)","SARDINA","Clupeidae",164653409.62,217857252.505
2015,"Orthopristis","Demersal marine fishes","OTRAS","Haemulidae",26831.5,255289
2015,"Panopea","Molluscs excl. Cephalopods","ALMEJA","Hiatellidae",1546155.7,49240883.19
2015,"Panulirus","Crustaceans","LANGOSTA","Palinuridae",157903.4,25684120.5
2015,"Paralabrax","Demersal marine fishes","CABRILLA","Serranidae",1010416.54,13735935.8
2015,"Paranthias","Demersal marine fishes","OTRAS","Serranidae",4732,114922
2015,"Parapsettus","Demersal marine fishes","OTRAS","Ephippidae",3007,68858
2015,"Penaeus","Shrimps, prawns","CAMARON","Penaeidae",27568410.164,1843064718.13
2015,"Prionace","Sharks","TIBURON","Carcharhinidae",1296695.7,15038748
2015,"Pseudobatos","Demersal marine fishes","RAYA Y SIMILARES","Rhinobatidae",871778.85,8878855.6
2015,"Rimapenaeus","Shrimps, prawns","CAMARON","Penaeidae",23624.6,417415
2015,"Sarda","Pelagic marine fish (excl. anchovy & sardine)","BONITO","Carangidae",539326.8,3959807.9
2015,"Sardinops","Anchovy & Sardine (small pelagics)","SARDINA","Clupeidae",5024493.02,7421089.665
2015,"Scomber","Pelagic marine fish (excl. anchovy & sardine)","MACARELA","Scombridae",39313506.48,69134292.535
2015,"Scomberomorus","Pelagic marine fish (excl. anchovy & sardine)","SIERRA","Scombridae",5332300.6,90642763.6
2015,"Scorpaena","Demersal marine fishes","OTRAS","Scorpaenidae",5644.35,57185
2015,"Selene","Pelagic marine fish (excl. anchovy & sardine)","RONCO","Carangidae",582168.9,3252971
2015,"Seriola","Pelagic marine fish (excl. anchovy & sardine)","ESMEDREGAL","Carangidae",1216580.2,21258773.3
2015,"Sphoeroides","Demersal marine fishes","OTRAS","Tetraodontidae",595479.6,24829235.5
2015,"Sphyraena","Pelagic marine fish (excl. anchovy & sardine)","OTRAS","Sphyraenidae",14045,263530
2015,"Sphyrna","Sharks","TIBURON","Sphyrnidae",875729.4875,10176956.75
2015,"Squatina","Sharks","TIBURON","Squatinidae",667287.3,6374021
2015,"Stereolepis","Demersal marine fishes","OTRAS","Polyprionidae",1694.8,57670
2015,"Stomolophus","Jellies","OTRAS","Stomolophidae",21929654,31960055.4
2015,"Synodus","Demersal marine fishes","OTRAS","Synodontidae",241382.4,2373861
2015,"Thunnus","Pelagic marine fish (excl. anchovy & sardine)","ATUN","Scombridae",68816694.88,635352867
2015,"Trachinotus","Pelagic marine fish (excl. anchovy & sardine)","PAMPANO","Carangidae",231999.9,2630731
2015,"Trichiurus","Pelagic marine fish (excl. anchovy & sardine)","CINTILLA","Trichiuridae",1993,86655
2015,"Turbo","Molluscs excl. Cephalopods","CARACOL","Turbinidae",12530,286480
2015,"Xenichthys","Demersal marine fishes","OTRAS","Haemulidae",2636,56905
2015,"Xiphias","Pelagic marine fish (excl. anchovy & sardine)","OTRAS","Xiphiidae",47825.75,1017078
2016,"Ablennes","Pelagic marine fish (excl. anchovy & sardine)","OTRAS","Belonidae",40220.15,603348
2016,"Acanthurus","Demersal marine fishes","OTRAS","Acanthuridae",14548,378885
2016,"Aetobatus","Demersal marine fishes","RAYA Y SIMILARES","Myliobatidae",146493.2,2095027
2016,"Alopias","Sharks","TIBURON","Alopiidae",872142.05,13161863
2016,"Anisotremus","Demersal marine fishes","MOJARRA","Haemulidae",71535,1645866
2016,"Anoplopoma","Demersal marine fishes","OTRAS","Anoplopomatidae",3621.7,161605
2016,"Argopecten","Molluscs excl. Cephalopods","ALMEJA","Pectinidae",45874,189564
2016,"Balistes","Demersal marine fishes","CARPA","Balistidae",4833803.625,57853343.4
2016,"Brotula","Demersal marine fishes","LENGUADO","Ophidiidae",970299.25,20859297.5
2016,"Calamus","Demersal marine fishes","MOJARRA","Sparidae",17001,134448
2016,"Callinectes","Crustaceans","JAIBA","Portunidae",655164,19114795
2016,"Caranx","Pelagic marine fish (excl. anchovy & sardine)","BONITO","Carangidae",173321.4,6452868.52
2016,"Carcharhinus","Sharks","TIBURON","Carcharhinidae",1827336.5,17451929
2016,"Caulolatilus","Demersal marine fishes","PIERNA","Malacanthidae",530384.45,6971008.5
2016,"Centropomus","Demersal marine fishes","ROBALO","Centropomidae",1593892.21,73780839.84
2016,"Cetengraulis","Anchovy & Sardine (small pelagics)","SARDINA","Engraulidae",11769203.4,15128118.5
2016,"Chanos","Diadromous fishes","OTRAS","Chanidae",362743.4,2831661.69
2016,"Chione","Molluscs excl. Cephalopods","ALMEJA","Veneridae",43321,262810
2016,"Coryphaena","Pelagic marine fish (excl. anchovy & sardine)","OTRAS","Coryphaenidae",145293.3,4019987
2016,"Cynoscion","Demersal marine fishes","CORVINA","Sciaenidae",2347381.76,71969055.27
2016,"Diapterus","Demersal marine fishes","MOJARRA","Gerreidae",33230,355809
2016,"Diplectrum","Demersal marine fishes","OTRAS","Serranidae",37543.19,1875901
2016,"Dosidicus","Cephalopods","CALAMAR","Ommastrephidae",831293.05,13449643.5
2016,"Dosinia","Molluscs excl. Cephalopods","ALMEJA","Veneridae",1438608,5518030
2016,"Epinephelus","Demersal marine fishes","MERO","Serranidae",39700.9,1631907.5
2016,"Especies","Echinoderms","PEPINO DE MAR","Family cannot be determined; class Holothuroidea",27529,234132
2016,"Etrumeus","Anchovy & Sardine (small pelagics)","SARDINA","Dussumieriidae",25063682.1,253035624.1
2016,"Eucinostomus","Demersal marine fishes","MOJARRA","Gerreidae",146983,2365491.5
2016,"Eugerres","Demersal marine fishes","MOJARRA","Gerreidae",50169,490244
2016,"Euthynnus","Pelagic marine fish (excl. anchovy & sardine)","BARRILETE","Scombridae",3260390,24746110
2016,"Farfantepenaeus","Shrimps, prawns","CAMARON","Penaeidae",290432.8,14031213
2016,"Galeocerdo","Sharks","TIBURON","Carcharhinidae",4571,59145
2016,"Galeorhinus","Sharks","TIBURON","Triakidae",2250.6,20071
2016,"Gerres","Demersal marine fishes","BANDERA","Gerreidae",238394.6,1881095
2016,"Haemulon","Demersal marine fishes","RUBIO","Haemulidae",1033693.7,10685266.4
2016,"Haemulopsis","Demersal marine fishes","RONCO","Haemulidae",203081.7,2331908.605
2016,"Hexaplex","Molluscs excl. Cephalopods","CARACOL","Muricidae",1667515,24746036
2016,"Hoplopagrus","Demersal marine fishes","PARGO","Lutjanidae",168506.75,5400530.5
2016,"Hypanus","Demersal marine fishes","RAYA Y SIMILARES","Dasyatidae",2170984.9,20812016
2016,"Hyporthodus","Demersal marine fishes","BAQUETA","Serranidae",1585153.2,69558349.93
2016,"Istiophorus","Pelagic marine fish (excl. anchovy & sardine)","OTRAS","Istiophoridae",61092.5,1145863
2016,"Isurus","Sharks","TIBURON","Lamnidae",548372.4,10292314.5
2016,"Katsuwonus","Pelagic marine fish (excl. anchovy & sardine)","BARRILETE","Scombridae",8552079.48,151739374
2016,"Lamna","Demersal marine fishes","PETO","Lamnidae",52451.74,1857785
2016,"Larimus","Demersal marine fishes","CORVINA","Sciaenidae",10076,608359
2016,"Lutjanus","Demersal marine fishes","GUACHINANGO","Lutjanidae",7551635.37,330859640.08
2016,"Megapitaria","Molluscs excl. Cephalopods","ALMEJA","Veneridae",765171,3985356
2016,"Menticirrhus","Demersal marine fishes","BERRUGATA","Sciaenidae",117985.3,742779
2016,"Merluccius","Demersal marine fishes","OTRAS","Merlucciidae",6342965.3,68028681
2016,"Microlepidotus","Demersal marine fishes","OTRAS","Haemulidae",132635.9,1744280
2016,"Micropogonias","Demersal marine fishes","BERRUGATA","Sciaenidae",6114562.29,69096833.8
2016,"Mobula","Demersal marine fishes","RAYA Y SIMILARES","Myliobatidae",1822036.8,23916798.8
2016,"Mugil","Demersal marine fishes","LISA","Mugilidae",3611101.5,40904795.03
2016,"Mustelus","Sharks","TIBURON","Triakidae",309889.75,5850872
2016,"Mycteroperca","Demersal marine fishes","CABRILLA","Serranidae",687610.58,22295737.3
2016,"Nasolamia","Sharks","TIBURON","Carcharhinidae",63301.15,854304
2016,"Negaprion","Sharks","TIBURON","Carcharhinidae",4895.1,76932
2016,"Nematistius","Demersal marine fishes","OTRAS","Nematistiidae",24151,286895
2016,"Nicholsina","Demersal marine fishes","OTRAS","Scaridae",692,25840
2016,"Oligoplites","Anchovy & Sardine (small pelagics)","SARDINA","Carangidae",11885,84110
