"year","Stock","Major_Functional_Group","estimated_taxa_group","new_estimated_family_name","total_biomass_kg","total_revenue"
2006,"Xiphias","Pelagic marine fish (excl. anchovy & sardine)","OTRAS","Xiphiidae",135875.5,3642672
2007,"Ablennes","Pelagic marine fish (excl. anchovy & sardine)","OTRAS","Belonidae",912.2,10350
2007,"Acanthurus","Demersal marine fishes","OTRAS","Acanthuridae",3311,67204
2007,"Aetobatus","Demersal marine fishes","RAYA Y SIMILARES","Myliobatidae",15029.7,72640
2007,"Alopias","Sharks","TIBURON","Alopiidae",6567,58422
2007,"Anisotremus","Demersal marine fishes","MOJARRA","Haemulidae",36187.1,499677
2007,"Anoplopoma","Demersal marine fishes","OTRAS","Anoplopomatidae",1400.5,43350
2007,"Argopecten","Molluscs excl. Cephalopods","ALMEJA","Pectinidae",31210,111570
2007,"Balistes","Demersal marine fishes","CARPA","Balistidae",1466048.6,15614592
2007,"Brotula","Demersal marine fishes","LENGUADO","Ophidiidae",358740.5,4634026.5
2007,"Calamus","Demersal marine fishes","MOJARRA","Sparidae",19220,108830
2007,"Caranx","Pelagic marine fish (excl. anchovy & sardine)","BONITO","Carangidae",59347.5,2888389
2007,"Carcharhinus","Sharks","TIBURON","Carcharhinidae",160288.35,1275275
2007,"Caulolatilus","Demersal marine fishes","PIERNA","Malacanthidae",630903.8,4109708
2007,"Centropomus","Demersal marine fishes","ROBALO","Centropomidae",605237.3,14471152
2007,"Cetengraulis","Anchovy & Sardine (small pelagics)","SARDINA","Engraulidae",23887170.08,17376488
2007,"Chanos","Diadromous fishes","OTRAS","Chanidae",286118,1005479.5
2007,"Coryphaena","Pelagic marine fish (excl. anchovy & sardine)","OTRAS","Coryphaenidae",191524.7,2989731
2007,"Cynoscion","Demersal marine fishes","CORVINA","Sciaenidae",4132166.35,45246064.21
2007,"Diapterus","Demersal marine fishes","MOJARRA","Gerreidae",1439,12745
2007,"Diplectrum","Demersal marine fishes","OTRAS","Serranidae",21018.8,558706.5
2007,"Dosidicus","Cephalopods","CALAMAR","Ommastrephidae",26177524.15,41825509.8
2007,"Dosinia","Molluscs excl. Cephalopods","ALMEJA","Veneridae",1072943,3779777
2007,"Epinephelus","Demersal marine fishes","MERO","Serranidae",19890.05,495488.5
2007,"Especies","Echinoderms","PEPINO DE MAR","Family cannot be determined; class Holothuroidea",11780,266580
2007,"Etrumeus","Anchovy & Sardine (small pelagics)","SARDINA","Dussumieriidae",3544261.68,2876898
2007,"Eucinostomus","Demersal marine fishes","MOJARRA","Gerreidae",78383,567671
2007,"Eugerres","Demersal marine fishes","MOJARRA","Gerreidae",10549,98344
2007,"Euthynnus","Pelagic marine fish (excl. anchovy & sardine)","BARRILETE","Scombridae",1061638,5376677
2007,"Farfantepenaeus","Shrimps, prawns","CAMARON","Penaeidae",42457.4,1608080
2007,"Galeocerdo","Sharks","TIBURON","Carcharhinidae",474,3818
2007,"Gerres","Demersal marine fishes","BANDERA","Gerreidae",144073.9,884439
2007,"Haemulon","Demersal marine fishes","RUBIO","Haemulidae",415788.5,2635923
2007,"Haemulopsis","Demersal marine fishes","RONCO","Haemulidae",158161.7,881974.5
2007,"Hoplopagrus","Demersal marine fishes","PARGO","Lutjanidae",86659.7,1808073
2007,"Hypanus","Demersal marine fishes","RAYA Y SIMILARES","Dasyatidae",810995.8,6848461
2007,"Hyporthodus","Demersal marine fishes","BAQUETA","Serranidae",387452,8865429.5
2007,"Istiophorus","Pelagic marine fish (excl. anchovy & sardine)","OTRAS","Istiophoridae",26360.2,193158
2007,"Isurus","Sharks","TIBURON","Lamnidae",5160.85,33478
2007,"Katsuwonus","Pelagic marine fish (excl. anchovy & sardine)","BARRILETE","Scombridae",17636398.1,95600609
2007,"Lamna","Demersal marine fishes","PETO","Lamnidae",965.9,19611
2007,"Lobatus","Molluscs excl. Cephalopods","CARACOL","Strombidae",3646,21434
2007,"Lutjanus","Demersal marine fishes","GUACHINANGO","Lutjanidae",2703479.7,70049101.14
2007,"Megapitaria","Molluscs excl. Cephalopods","ALMEJA","Veneridae",891961,4354356.5
2007,"Menticirrhus","Demersal marine fishes","BERRUGATA","Sciaenidae",58517.7,298837
2007,"Merluccius","Demersal marine fishes","OTRAS","Merlucciidae",1050430.2,8605374
2007,"Microlepidotus","Demersal marine fishes","OTRAS","Haemulidae",706226,740856
2007,"Micropogonias","Demersal marine fishes","BERRUGATA","Sciaenidae",2554766.6,14891653.26
2007,"Mobula","Demersal marine fishes","RAYA Y SIMILARES","Myliobatidae",1259355.4,12359704.5
2007,"Mugil","Demersal marine fishes","LISA","Mugilidae",1407688,9113581.84
2007,"Mustelus","Sharks","TIBURON","Triakidae",13451.15,178757
2007,"Mycteroperca","Demersal marine fishes","CABRILLA","Serranidae",445308.2,8848483
2007,"Nasolamia","Sharks","TIBURON","Carcharhinidae",775.25,13050
2007,"Negaprion","Sharks","TIBURON","Carcharhinidae",6490,70800
2007,"Nematistius","Demersal marine fishes","OTRAS","Nematistiidae",650,3751
2007,"Nicholsina","Demersal marine fishes","OTRAS","Scaridae",3936.5,68240
2007,"Oligoplites","Anchovy & Sardine (small pelagics)","SARDINA","Carangidae",463,1795
2007,"Opisthonema","Anchovy & Sardine (small pelagics)","SARDINA","Clupeidae",192327522.08,827091400
2007,"Orthopristis","Demersal marine fishes","OTRAS","Haemulidae",29559,177651.5
2007,"Panulirus","Crustaceans","LANGOSTA","Palinuridae",144071,21856688
2007,"Paralabrax","Demersal marine fishes","CABRILLA","Serranidae",698840.1,5269396.5
2007,"Parapsettus","Demersal marine fishes","OTRAS","Ephippidae",841,4439
2007,"Penaeus","Shrimps, prawns","CAMARON","Penaeidae",11167803.186,593864646.038
2007,"Prionace","Sharks","TIBURON","Carcharhinidae",392012.05,3560510
2007,"Pseudobatos","Demersal marine fishes","RAYA Y SIMILARES","Rhinobatidae",1042356.7,15918490
2007,"Rimapenaeus","Shrimps, prawns","CAMARON","Penaeidae",502968.8,16837163
2007,"Sarda","Pelagic marine fish (excl. anchovy & sardine)","BONITO","Carangidae",9520654,45722511
2007,"Sardinops","Anchovy & Sardine (small pelagics)","SARDINA","Clupeidae",289653585.72,281600799
2007,"Scomber","Pelagic marine fish (excl. anchovy & sardine)","MACARELA","Scombridae",7607064.2,10408133
2007,"Scomberomorus","Pelagic marine fish (excl. anchovy & sardine)","SIERRA","Scombridae",4945795.68,56194499.64
2007,"Scorpaena","Demersal marine fishes","OTRAS","Scorpaenidae",21340.9,154891
2007,"Selene","Pelagic marine fish (excl. anchovy & sardine)","RONCO","Carangidae",374432.9,1616745
2007,"Seriola","Pelagic marine fish (excl. anchovy & sardine)","ESMEDREGAL","Carangidae",387832.8,4449821.5
2007,"Sphoeroides","Demersal marine fishes","OTRAS","Tetraodontidae",353138.725,7218175.5
2007,"Sphyrna","Sharks","TIBURON","Sphyrnidae",46645.15,411994
2007,"Squatina","Sharks","TIBURON","Squatinidae",1730028.1,26727705
2007,"Stereolepis","Demersal marine fishes","OTRAS","Polyprionidae",334.6,7765
2007,"Synodus","Demersal marine fishes","OTRAS","Synodontidae",18013,97220
2007,"Thunnus","Pelagic marine fish (excl. anchovy & sardine)","ATUN","Scombridae",48052981.4,3776962977
2007,"Trachinotus","Pelagic marine fish (excl. anchovy & sardine)","PAMPANO","Carangidae",145331.5,1005423
2007,"Xenichthys","Demersal marine fishes","OTRAS","Haemulidae",155,609
2007,"Xiphias","Pelagic marine fish (excl. anchovy & sardine)","OTRAS","Xiphiidae",143006,2807295
2008,"Ablennes","Pelagic marine fish (excl. anchovy & sardine)","OTRAS","Belonidae",736.25,10718
2008,"Acanthurus","Demersal marine fishes","OTRAS","Acanthuridae",1731,38503
2008,"Aetobatus","Demersal marine fishes","RAYA Y SIMILARES","Myliobatidae",4278.6,18335
2008,"Alopias","Sharks","TIBURON","Alopiidae",3589,30942
2008,"Anisotremus","Demersal marine fishes","MOJARRA","Haemulidae",100436.5,988595
2008,"Anoplopoma","Demersal marine fishes","OTRAS","Anoplopomatidae",4936.8,87314
2008,"Argopecten","Molluscs excl. Cephalopods","ALMEJA","Pectinidae",71720,327320
2008,"Balistes","Demersal marine fishes","CARPA","Balistidae",1135365.6,11672964
2008,"Brotula","Demersal marine fishes","LENGUADO","Ophidiidae",912425.2,12797698
2008,"Calamus","Demersal marine fishes","MOJARRA","Sparidae",16649,99399
2008,"Caranx","Pelagic marine fish (excl. anchovy & sardine)","BONITO","Carangidae",67228.7,4220106
2008,"Carcharhinus","Sharks","TIBURON","Carcharhinidae",252813.7,1692465
2008,"Caulolatilus","Demersal marine fishes","PIERNA","Malacanthidae",875034.3,5674034
2008,"Centropomus","Demersal marine fishes","ROBALO","Centropomidae",636809.44,14753494
2008,"Cetengraulis","Anchovy & Sardine (small pelagics)","SARDINA","Engraulidae",31977699.12,22066707
2008,"Chanos","Diadromous fishes","OTRAS","Chanidae",52404,234602
2008,"Coryphaena","Pelagic marine fish (excl. anchovy & sardine)","OTRAS","Coryphaenidae",171175.35,2496640
2008,"Cynoscion","Demersal marine fishes","CORVINA","Sciaenidae",4882361.35,48660726
2008,"Diapterus","Demersal marine fishes","MOJARRA","Gerreidae",9699,70285
2008,"Diplectrum","Demersal marine fishes","OTRAS","Serranidae",34969.5,1060683
2008,"Dosidicus","Cephalopods","CALAMAR","Ommastrephidae",47631266.75,71844017
2008,"Dosinia","Molluscs excl. Cephalopods","ALMEJA","Veneridae",1584959,9978688
2008,"Epinephelus","Demersal marine fishes","MERO","Serranidae",14478.4,388105
2008,"Especies","Echinoderms","PEPINO DE MAR","Family cannot be determined; class Holothuroidea",32551,518920
2008,"Etrumeus","Anchovy & Sardine (small pelagics)","SARDINA","Dussumieriidae",958452.32,826252
2008,"Eucinostomus","Demersal marine fishes","MOJARRA","Gerreidae",120799,987051
2008,"Eugerres","Demersal marine fishes","MOJARRA","Gerreidae",26686,118787
2008,"Euthynnus","Pelagic marine fish (excl. anchovy & sardine)","BARRILETE","Scombridae",3262513,20167864
2008,"Farfantepenaeus","Shrimps, prawns","CAMARON","Penaeidae",32230.6,1061730
2008,"Galeocerdo","Sharks","TIBURON","Carcharhinidae",195,2644
2008,"Gerres","Demersal marine fishes","BANDERA","Gerreidae",122382.9,833668
2008,"Haemulon","Demersal marine fishes","RUBIO","Haemulidae",529073.4,3187413
2008,"Haemulopsis","Demersal marine fishes","RONCO","Haemulidae",114847.4,775394
2008,"Hoplopagrus","Demersal marine fishes","PARGO","Lutjanidae",84771.4,1766516
2008,"Hypanus","Demersal marine fishes","RAYA Y SIMILARES","Dasyatidae",821254.9,8203634
2008,"Hyporthodus","Demersal marine fishes","BAQUETA","Serranidae",450896,11224289
2008,"Istiophorus","Pelagic marine fish (excl. anchovy & sardine)","OTRAS","Istiophoridae",30910.25,183408
2008,"Katsuwonus","Pelagic marine fish (excl. anchovy & sardine)","BARRILETE","Scombridae",18130170,157023520
2008,"Lamna","Demersal marine fishes","PETO","Lamnidae",485.7,10663
2008,"Lobatus","Molluscs excl. Cephalopods","CARACOL","Strombidae",11969,101252
2008,"Lutjanus","Demersal marine fishes","GUACHINANGO","Lutjanidae",2477384.35,69266552
2008,"Megapitaria","Molluscs excl. Cephalopods","ALMEJA","Veneridae",592156,3169774
2008,"Menticirrhus","Demersal marine fishes","BERRUGATA","Sciaenidae",63128,334257
2008,"Merluccius","Demersal marine fishes","OTRAS","Merlucciidae",1552220.4,11385280
2008,"Microlepidotus","Demersal marine fishes","OTRAS","Haemulidae",14020,50077
2008,"Micropogonias","Demersal marine fishes","BERRUGATA","Sciaenidae",3086460.3,16358862
2008,"Mobula","Demersal marine fishes","RAYA Y SIMILARES","Myliobatidae",872188.4,6999080
2008,"Mugil","Demersal marine fishes","LISA","Mugilidae",1797647.7,11612116
2008,"Mustelus","Sharks","TIBURON","Triakidae",23957.1,297444
2008,"Mycteroperca","Demersal marine fishes","CABRILLA","Serranidae",518531.4,10328609
2008,"Nematistius","Demersal marine fishes","OTRAS","Nematistiidae",386.3,3228
2008,"Nicholsina","Demersal marine fishes","OTRAS","Scaridae",1606,14006
2008,"Oligoplites","Anchovy & Sardine (small pelagics)","SARDINA","Carangidae",270,1320
2008,"Opisthonema","Anchovy & Sardine (small pelagics)","SARDINA","Clupeidae",103503767.76,80914886
2008,"Orthopristis","Demersal marine fishes","OTRAS","Haemulidae",14832,93770
2008,"Panulirus","Crustaceans","LANGOSTA","Palinuridae",142994,23032190
2008,"Paralabrax","Demersal marine fishes","CABRILLA","Serranidae",540795.6,4734453
2008,"Parapsettus","Demersal marine fishes","OTRAS","Ephippidae",5150,61469
2008,"Penaeus","Shrimps, prawns","CAMARON","Penaeidae",18262041.4,1004199203
2008,"Prionace","Sharks","TIBURON","Carcharhinidae",948003.7,8165817
2008,"Pseudobatos","Demersal marine fishes","RAYA Y SIMILARES","Rhinobatidae",889463.45,9216906
2008,"Rimapenaeus","Shrimps, prawns","CAMARON","Penaeidae",153278,1814690
2008,"Sarda","Pelagic marine fish (excl. anchovy & sardine)","BONITO","Carangidae",4551701,38892700
2008,"Sardinops","Anchovy & Sardine (small pelagics)","SARDINA","Clupeidae",525775702.56,410513216
2008,"Scomber","Pelagic marine fish (excl. anchovy & sardine)","MACARELA","Scombridae",6469793.12,8338039
2008,"Scomberomorus","Pelagic marine fish (excl. anchovy & sardine)","SIERRA","Scombridae",5270950.5,59543379
2008,"Scorpaena","Demersal marine fishes","OTRAS","Scorpaenidae",10235.2,66476
2008,"Selene","Pelagic marine fish (excl. anchovy & sardine)","RONCO","Carangidae",418822,1829941
2008,"Seriola","Pelagic marine fish (excl. anchovy & sardine)","ESMEDREGAL","Carangidae",563703.9,6303598
2008,"Sphoeroides","Demersal marine fishes","OTRAS","Tetraodontidae",313139.9,7496301
2008,"Sphyraena","Pelagic marine fish (excl. anchovy & sardine)","OTRAS","Sphyraenidae",1033,10372
2008,"Sphyrna","Sharks","TIBURON","Sphyrnidae",70934.55,586806
2008,"Squatina","Sharks","TIBURON","Squatinidae",584486.75,6659518
2008,"Stereolepis","Demersal marine fishes","OTRAS","Polyprionidae",134,1614
2008,"Synodus","Demersal marine fishes","OTRAS","Synodontidae",38382,165216
2008,"Thunnus","Pelagic marine fish (excl. anchovy & sardine)","ATUN","Scombridae",58745197.5,561068375
2008,"Trachinotus","Pelagic marine fish (excl. anchovy & sardine)","PAMPANO","Carangidae",136839.3,1166107
2008,"Trichiurus","Pelagic marine fish (excl. anchovy & sardine)","CINTILLA","Trichiuridae",6235,273025
2008,"Xiphias","Pelagic marine fish (excl. anchovy & sardine)","OTRAS","Xiphiidae",108795.25,2094269
2009,"Ablennes","Pelagic marine fish (excl. anchovy & sardine)","OTRAS","Belonidae",2424.2,22954
2009,"Acanthurus","Demersal marine fishes","OTRAS","Acanthuridae",17918,321797
2009,"Aetobatus","Demersal marine fishes","RAYA Y SIMILARES","Myliobatidae",4608.9,32717
2009,"Alopias","Sharks","TIBURON","Alopiidae",30049,209331
2009,"Anisotremus","Demersal marine fishes","MOJARRA","Haemulidae",118061,1049660
2009,"Anoplopoma","Demersal marine fishes","OTRAS","Anoplopomatidae",118,1950
2009,"Argopecten","Molluscs excl. Cephalopods","ALMEJA","Pectinidae",807760,2936900
2009,"Balistes","Demersal marine fishes","CARPA","Balistidae",1234571.95,12340359
2009,"Brotula","Demersal marine fishes","LENGUADO","Ophidiidae",463637.3,7403128
2009,"Calamus","Demersal marine fishes","MOJARRA","Sparidae",17024,165559
2009,"Caranx","Pelagic marine fish (excl. anchovy & sardine)","BONITO","Carangidae",70500.4,3374411
2009,"Carcharhinus","Sharks","TIBURON","Carcharhinidae",252968.1,1820242
2009,"Caulolatilus","Demersal marine fishes","PIERNA","Malacanthidae",585676.5,4536006
2009,"Centropomus","Demersal marine fishes","ROBALO","Centropomidae",722394.1,18595392
2009,"Cetengraulis","Anchovy & Sardine (small pelagics)","SARDINA","Engraulidae",15401833.88,9082547
2009,"Chanos","Diadromous fishes","OTRAS","Chanidae",56404.2,282078
2009,"Coryphaena","Pelagic marine fish (excl. anchovy & sardine)","OTRAS","Coryphaenidae",229390.15,3357238
2009,"Cynoscion","Demersal marine fishes","CORVINA","Sciaenidae",5118762.45,59964221
2009,"Diapterus","Demersal marine fishes","MOJARRA","Gerreidae",24330,214700
2009,"Diplectrum","Demersal marine fishes","OTRAS","Serranidae",15506.65,399562
2009,"Dosidicus","Cephalopods","CALAMAR","Ommastrephidae",40694546.9,61279317
2009,"Dosinia","Molluscs excl. Cephalopods","ALMEJA","Veneridae",2008255,18509079
2009,"Epinephelus","Demersal marine fishes","MERO","Serranidae",20505.1,669683
2009,"Especies","Echinoderms","PEPINO DE MAR","Family cannot be determined; class Holothuroidea",33491,1233360
2009,"Etrumeus","Anchovy & Sardine (small pelagics)","SARDINA","Dussumieriidae",512865,442125
2009,"Eucinostomus","Demersal marine fishes","MOJARRA","Gerreidae",231273,2020511
2009,"Eugerres","Demersal marine fishes","MOJARRA","Gerreidae",19731,93736
2009,"Euthynnus","Pelagic marine fish (excl. anchovy & sardine)","BARRILETE","Scombridae",2996956,14827771
2009,"Farfantepenaeus","Shrimps, prawns","CAMARON","Penaeidae",20737.6,647282
2009,"Galeocerdo","Sharks","TIBURON","Carcharhinidae",23557,219963
2009,"Gerres","Demersal marine fishes","BANDERA","Gerreidae",152869.5,1025168
2009,"Haemulon","Demersal marine fishes","RUBIO","Haemulidae",698806.15,6966750
2009,"Haemulopsis","Demersal marine fishes","RONCO","Haemulidae",132727,878095
2009,"Hexaplex","Molluscs excl. Cephalopods","CARACOL","Muricidae",12415,50980
2009,"Hoplopagrus","Demersal marine fishes","PARGO","Lutjanidae",98677.5,1978175
2009,"Hypanus","Demersal marine fishes","RAYA Y SIMILARES","Dasyatidae",791131.5,7866848
2009,"Hyporthodus","Demersal marine fishes","BAQUETA","Serranidae",461825.35,13405107
2009,"Istiophorus","Pelagic marine fish (excl. anchovy & sardine)","OTRAS","Istiophoridae",21059.5,214206
2009,"Isurus","Sharks","TIBURON","Lamnidae",21913.55,196948
2009,"Katsuwonus","Pelagic marine fish (excl. anchovy & sardine)","BARRILETE","Scombridae",7688449.2,63880029
2009,"Larimus","Demersal marine fishes","CORVINA","Sciaenidae",634,10375
2009,"Lobatus","Molluscs excl. Cephalopods","CARACOL","Strombidae",4771,50955
2009,"Lutjanus","Demersal marine fishes","GUACHINANGO","Lutjanidae",2865577.7,84575666
2009,"Megapitaria","Molluscs excl. Cephalopods","ALMEJA","Veneridae",818632,4508478
2009,"Menticirrhus","Demersal marine fishes","BERRUGATA","Sciaenidae",83073.4,523098
2009,"Merluccius","Demersal marine fishes","OTRAS","Merlucciidae",1675164.2,15576545
2009,"Microlepidotus","Demersal marine fishes","OTRAS","Haemulidae",5693,47773
2009,"Micropogonias","Demersal marine fishes","BERRUGATA","Sciaenidae",3685060.4,21927380
2009,"Mobula","Demersal marine fishes","RAYA Y SIMILARES","Myliobatidae",1018799.1,8681453
2009,"Mugil","Demersal marine fishes","LISA","Mugilidae",2127322,13971629
2009,"Mustelus","Sharks","TIBURON","Triakidae",40665.9,501823
2009,"Mycteroperca","Demersal marine fishes","CABRILLA","Serranidae",574528.75,12915176
2009,"Nasolamia","Sharks","TIBURON","Carcharhinidae",850,10980
2009,"Negaprion","Sharks","TIBURON","Carcharhinidae",500,5000
2009,"Nematistius","Demersal marine fishes","OTRAS","Nematistiidae",1168.7,13494
2009,"Nicholsina","Demersal marine fishes","OTRAS","Scaridae",2340.9,25240
2009,"Oligoplites","Anchovy & Sardine (small pelagics)","SARDINA","Carangidae",2130,13960
2009,"Opisthonema","Anchovy & Sardine (small pelagics)","SARDINA","Clupeidae",154945830.72,120852721
2009,"Orthopristis","Demersal marine fishes","OTRAS","Haemulidae",4771,28774
2009,"Panopea","Molluscs excl. Cephalopods","ALMEJA","Hiatellidae",96113,1814500
2009,"Panulirus","Crustaceans","LANGOSTA","Palinuridae",119162,17423462
2009,"Paralabrax","Demersal marine fishes","CABRILLA","Serranidae",748966.4,6648715
2009,"Paranthias","Demersal marine fishes","OTRAS","Serranidae",474,8340
2009,"Parapsettus","Demersal marine fishes","OTRAS","Ephippidae",8337,96650
2009,"Penaeus","Shrimps, prawns","CAMARON","Penaeidae",20626854.8,1109533076
2009,"Prionace","Sharks","TIBURON","Carcharhinidae",864643.95,6961863
2009,"Pseudobatos","Demersal marine fishes","RAYA Y SIMILARES","Rhinobatidae",651745.45,6454027
2009,"Rimapenaeus","Shrimps, prawns","CAMARON","Penaeidae",48111.6,560743
2009,"Sarda","Pelagic marine fish (excl. anchovy & sardine)","BONITO","Carangidae",4684720.5,36033873
2009,"Sardinops","Anchovy & Sardine (small pelagics)","SARDINA","Clupeidae",576875979.64,560503447
2009,"Scomber","Pelagic marine fish (excl. anchovy & sardine)","MACARELA","Scombridae",1065299.12,2575392
2009,"Scomberomorus","Pelagic marine fish (excl. anchovy & sardine)","SIERRA","Scombridae",5356679.44,60809260
2009,"Scorpaena","Demersal marine fishes","OTRAS","Scorpaenidae",16200.7,109808
2009,"Selene","Pelagic marine fish (excl. anchovy & sardine)","RONCO","Carangidae",314740.6,1348300
2009,"Seriola","Pelagic marine fish (excl. anchovy & sardine)","ESMEDREGAL","Carangidae",538238,6060638
2009,"Sphoeroides","Demersal marine fishes","OTRAS","Tetraodontidae",435688.7,11539642
2009,"Sphyraena","Pelagic marine fish (excl. anchovy & sardine)","OTRAS","Sphyraenidae",3212,14245
2009,"Sphyrna","Sharks","TIBURON","Sphyrnidae",55923.25,502275
2009,"Squatina","Sharks","TIBURON","Squatinidae",449283.1,5192407
2009,"Stereolepis","Demersal marine fishes","OTRAS","Polyprionidae",548.2,9685
2009,"Synodus","Demersal marine fishes","OTRAS","Synodontidae",68083.5,469846
2009,"Thunnus","Pelagic marine fish (excl. anchovy & sardine)","ATUN","Scombridae",63902360.3,586050152
2009,"Trachinotus","Pelagic marine fish (excl. anchovy & sardine)","PAMPANO","Carangidae",550681.8,1560669
2009,"Trichiurus","Pelagic marine fish (excl. anchovy & sardine)","CINTILLA","Trichiuridae",12820,549480
2009,"Xenichthys","Demersal marine fishes","OTRAS","Haemulidae",108,1740
2009,"Xiphias","Pelagic marine fish (excl. anchovy & sardine)","OTRAS","Xiphiidae",95315.75,2241755
2010,"Ablennes","Pelagic marine fish (excl. anchovy & sardine)","OTRAS","Belonidae",4348.35,51903
2010,"Acanthurus","Demersal marine fishes","OTRAS","Acanthuridae",20500,442010
2010,"Aetobatus","Demersal marine fishes","RAYA Y SIMILARES","Myliobatidae",8730.1,56706
2010,"Alopias","Sharks","TIBURON","Alopiidae",87188,797568
2010,"Anisotremus","Demersal marine fishes","MOJARRA","Haemulidae",118989.8,1596746
2010,"Anoplopoma","Demersal marine fishes","OTRAS","Anoplopomatidae",889,32760
2010,"Argopecten","Molluscs excl. Cephalopods","ALMEJA","Pectinidae",743163,3543266
2010,"Balistes","Demersal marine fishes","CARPA","Balistidae",1304956.5,13590318
2010,"Brotula","Demersal marine fishes","LENGUADO","Ophidiidae",174906.9,2842997
2010,"Calamus","Demersal marine fishes","MOJARRA","Sparidae",204366,377234
2010,"Caranx","Pelagic marine fish (excl. anchovy & sardine)","BONITO","Carangidae",86484.7,4366896
2010,"Carcharhinus","Sharks","TIBURON","Carcharhinidae",353813.3,2753669
2010,"Caulolatilus","Demersal marine fishes","PIERNA","Malacanthidae",551023.45,5118723
2010,"Centropomus","Demersal marine fishes","ROBALO","Centropomidae",675842.55,19902080
2010,"Cetengraulis","Anchovy & Sardine (small pelagics)","SARDINA","Engraulidae",13635495.36,10400647
2010,"Chanos","Diadromous fishes","OTRAS","Chanidae",38040,245390
2010,"Coryphaena","Pelagic marine fish (excl. anchovy & sardine)","OTRAS","Coryphaenidae",260622.95,4807018
2010,"Cynoscion","Demersal marine fishes","CORVINA","Sciaenidae",4525481.85,58651988
2010,"Diapterus","Demersal marine fishes","MOJARRA","Gerreidae",7236,87076
2010,"Diplectrum","Demersal marine fishes","OTRAS","Serranidae",16387.25,441905
2010,"Dosidicus","Cephalopods","CALAMAR","Ommastrephidae",42709461.05,103623791
2010,"Dosinia","Molluscs excl. Cephalopods","ALMEJA","Veneridae",1320468,5851548
2010,"Epinephelus","Demersal marine fishes","MERO","Serranidae",24599.5,807041
2010,"Especies","Echinoderms","PEPINO DE MAR","Family cannot be determined; class Holothuroidea",22410,924800
2010,"Etrumeus","Anchovy & Sardine (small pelagics)","SARDINA","Dussumieriidae",10763495,9329075
2010,"Eucinostomus","Demersal marine fishes","MOJARRA","Gerreidae",203437,1656466
2010,"Eugerres","Demersal marine fishes","MOJARRA","Gerreidae",8136,68638
2010,"Euthynnus","Pelagic marine fish (excl. anchovy & sardine)","BARRILETE","Scombridae",2216197,10797148
2010,"Farfantepenaeus","Shrimps, prawns","CAMARON","Penaeidae",46803.8,1991910
2010,"Galeocerdo","Sharks","TIBURON","Carcharhinidae",13376.1,110459
2010,"Gerres","Demersal marine fishes","BANDERA","Gerreidae",243080.1,1519243
2010,"Haemulon","Demersal marine fishes","RUBIO","Haemulidae",735110.85,5295210
2010,"Haemulopsis","Demersal marine fishes","RONCO","Haemulidae",116235.5,780067
2010,"Hexaplex","Molluscs excl. Cephalopods","CARACOL","Muricidae",19889,148915
2010,"Hoplopagrus","Demersal marine fishes","PARGO","Lutjanidae",101182.5,2229432
2010,"Hypanus","Demersal marine fishes","RAYA Y SIMILARES","Dasyatidae",878585.1,8735606
2010,"Hyporthodus","Demersal marine fishes","BAQUETA","Serranidae",536011.5,17258618
2010,"Istiophorus","Pelagic marine fish (excl. anchovy & sardine)","OTRAS","Istiophoridae",12849.35,208718
2010,"Isurus","Sharks","TIBURON","Lamnidae",37657.45,177624
2010,"Katsuwonus","Pelagic marine fish (excl. anchovy & sardine)","BARRILETE","Scombridae",2760053.2,45417753
2010,"Lamna","Demersal marine fishes","PETO","Lamnidae",702.8,11002
2010,"Larimus","Demersal marine fishes","CORVINA","Sciaenidae",1375,36418
2010,"Lobatus","Molluscs excl. Cephalopods","CARACOL","Strombidae",2728,45920
2010,"Lutjanus","Demersal marine fishes","GUACHINANGO","Lutjanidae",3074136.05,93452443
2010,"Megapitaria","Molluscs excl. Cephalopods","ALMEJA","Veneridae",389808,2729983
2010,"Menticirrhus","Demersal marine fishes","BERRUGATA","Sciaenidae",72727,420751
2010,"Merluccius","Demersal marine fishes","OTRAS","Merlucciidae",1112636.2,8406957
2010,"Microlepidotus","Demersal marine fishes","OTRAS","Haemulidae",153345,248193
2010,"Micropogonias","Demersal marine fishes","BERRUGATA","Sciaenidae",7534074.7,57613164
2010,"Mobula","Demersal marine fishes","RAYA Y SIMILARES","Myliobatidae",739378.75,6635952
2010,"Mugil","Demersal marine fishes","LISA","Mugilidae",2010377.7,13404416
2010,"Mustelus","Sharks","TIBURON","Triakidae",39766.4,509874
2010,"Mycteroperca","Demersal marine fishes","CABRILLA","Serranidae",388113.45,9136621
2010,"Nasolamia","Sharks","TIBURON","Carcharhinidae",38.75,775
2010,"Negaprion","Sharks","TIBURON","Carcharhinidae",407.5,5200
2010,"Nematistius","Demersal marine fishes","OTRAS","Nematistiidae",751.3,12915
2010,"Nicholsina","Demersal marine fishes","OTRAS","Scaridae",1619.9,36621
2010,"Oligoplites","Anchovy & Sardine (small pelagics)","SARDINA","Carangidae",960,6180
2010,"Opisthonema","Anchovy & Sardine (small pelagics)","SARDINA","Clupeidae",200878732.36,677564588
2010,"Orthopristis","Demersal marine fishes","OTRAS","Haemulidae",6908,42350
2010,"Panopea","Molluscs excl. Cephalopods","ALMEJA","Hiatellidae",1137278,27344991
2010,"Panulirus","Crustaceans","LANGOSTA","Palinuridae",115749.72,15434460
