"","yr","OHI_Region_No","stock","total_catch_kg","B","B.Bmsy","lcl.B.Bmsy","ucl.B.Bmsy","F.Fmsy","lcl.F.Fmsy","ucl.F.Fmsy"
"632",2015,"Region_4","epinephelus",4078.1,1080.359247,0.463728423,0.409152951,0.576460281,1.869461473,1.503871904,2.11882236
"633",2016,"Region_4","epinephelus",3441,1092.815812,0.469075221,0.404595488,0.580701684,0.917212561,0.740899668,1.063387255
"634",2017,"Region_4","epinephelus",1572.1,1100.663748,0.472443833,0.394109483,0.580679616,0.625257758,0.508712832,0.749535813
"635",2018,"Region_4","epinephelus",2925.7,1109.356363,0.476175011,0.379939309,0.58065195,0.783197,0.642276048,0.98157477
"636",2019,"Region_4","epinephelus",7996.2,1133.649176,0.486602346,0.37316348,0.587820365,0.737203762,0.610263103,0.961308111
"637",2020,"Region_4","epinephelus",11054.9,1160.710945,0.498218215,0.366433767,0.595854902,1.37724901,1.151573213,1.872563627
"638",2021,"Region_4","epinephelus",1993.5,1178.47811,0.505844511,0.351716028,0.597600502,1.638863679,1.387231426,2.35704412
"639",2022,"Region_4","epinephelus",3156.6,1182.838027,0.507715942,0.325200417,0.594402662,0.806287626,0.688699946,1.258808602
"640",2023,"Region_4","epinephelus",336,1180.943857,0.506902897,0.295874175,0.591456399,0.669414773,0.573716488,1.146866866
"641",2024,"Region_4","epinephelus",1712.5,1191.386379,0.511385197,0.270765516,0.596785695,0.254489698,0.218072024,0.48064564
"642",2015,"Region_5","epinephelus",442.9,1080.359247,0.463728423,0.409152951,0.576460281,1.869461473,1.503871904,2.11882236
"643",2017,"Region_5","epinephelus",110,1100.663748,0.472443833,0.394109483,0.580679616,0.625257758,0.508712832,0.749535813
"644",2018,"Region_5","epinephelus",249,1109.356363,0.476175011,0.379939309,0.58065195,0.783197,0.642276048,0.98157477
"645",2020,"Region_5","epinephelus",1594.7,1160.710945,0.498218215,0.366433767,0.595854902,1.37724901,1.151573213,1.872563627
"646",2021,"Region_5","epinephelus",1454.5,1178.47811,0.505844511,0.351716028,0.597600502,1.638863679,1.387231426,2.35704412
"647",2022,"Region_5","epinephelus",920.1,1182.838027,0.507715942,0.325200417,0.594402662,0.806287626,0.688699946,1.258808602
"648",2023,"Region_5","epinephelus",174,1180.943857,0.506902897,0.295874175,0.591456399,0.669414773,0.573716488,1.146866866
"649",2024,"Region_5","epinephelus",40,1191.386379,0.511385197,0.270765516,0.596785695,0.254489698,0.218072024,0.48064564
"650",2015,"Region_6","epinephelus",2712,1080.359247,0.463728423,0.409152951,0.576460281,1.869461473,1.503871904,2.11882236
"651",2016,"Region_6","epinephelus",2347,1092.815812,0.469075221,0.404595488,0.580701684,0.917212561,0.740899668,1.063387255
"652",2017,"Region_6","epinephelus",1183.7,1100.663748,0.472443833,0.394109483,0.580679616,0.625257758,0.508712832,0.749535813
"653",2018,"Region_6","epinephelus",4190.3,1109.356363,0.476175011,0.379939309,0.58065195,0.783197,0.642276048,0.98157477
"654",2019,"Region_6","epinephelus",3943.3,1133.649176,0.486602346,0.37316348,0.587820365,0.737203762,0.610263103,0.961308111
"655",2020,"Region_6","epinephelus",21666.3,1160.710945,0.498218215,0.366433767,0.595854902,1.37724901,1.151573213,1.872563627
"656",2021,"Region_6","epinephelus",36276.4,1178.47811,0.505844511,0.351716028,0.597600502,1.638863679,1.387231426,2.35704412
"657",2022,"Region_6","epinephelus",14000.8,1182.838027,0.507715942,0.325200417,0.594402662,0.806287626,0.688699946,1.258808602
"658",2023,"Region_6","epinephelus",234,1180.943857,0.506902897,0.295874175,0.591456399,0.669414773,0.573716488,1.146866866
"659",2024,"Region_6","epinephelus",5163,1191.386379,0.511385197,0.270765516,0.596785695,0.254489698,0.218072024,0.48064564
"660",2015,"Region_7","epinephelus",18,1080.359247,0.463728423,0.409152951,0.576460281,1.869461473,1.503871904,2.11882236
"661",2016,"Region_7","epinephelus",260,1092.815812,0.469075221,0.404595488,0.580701684,0.917212561,0.740899668,1.063387255
"662",2017,"Region_7","epinephelus",296,1100.663748,0.472443833,0.394109483,0.580679616,0.625257758,0.508712832,0.749535813
"663",2018,"Region_7","epinephelus",313,1109.356363,0.476175011,0.379939309,0.58065195,0.783197,0.642276048,0.98157477
"664",2019,"Region_7","epinephelus",1393.3,1133.649176,0.486602346,0.37316348,0.587820365,0.737203762,0.610263103,0.961308111
"665",2020,"Region_7","epinephelus",1990,1160.710945,0.498218215,0.366433767,0.595854902,1.37724901,1.151573213,1.872563627
"666",2021,"Region_7","epinephelus",670.6,1178.47811,0.505844511,0.351716028,0.597600502,1.638863679,1.387231426,2.35704412
"667",2022,"Region_7","epinephelus",847.6,1182.838027,0.507715942,0.325200417,0.594402662,0.806287626,0.688699946,1.258808602
"668",2023,"Region_7","epinephelus",23712,1180.943857,0.506902897,0.295874175,0.591456399,0.669414773,0.573716488,1.146866866
"669",2024,"Region_7","epinephelus",625.9,1191.386379,0.511385197,0.270765516,0.596785695,0.254489698,0.218072024,0.48064564
"670",2014,"Region_8","epinephelus",2499.5,1053.490388,0.452195358,0.401569424,0.563982741,0.469711177,0.376609421,0.528927754
"671",2015,"Region_8","epinephelus",37.4,1080.359247,0.463728423,0.409152951,0.576460281,1.869461473,1.503871904,2.11882236
"672",2016,"Region_8","epinephelus",24.2,1092.815812,0.469075221,0.404595488,0.580701684,0.917212561,0.740899668,1.063387255
"673",2017,"Region_8","epinephelus",1477.3,1100.663748,0.472443833,0.394109483,0.580679616,0.625257758,0.508712832,0.749535813
"674",2018,"Region_8","epinephelus",727.1,1109.356363,0.476175011,0.379939309,0.58065195,0.783197,0.642276048,0.98157477
"675",2019,"Region_8","epinephelus",840.4,1133.649176,0.486602346,0.37316348,0.587820365,0.737203762,0.610263103,0.961308111
"676",2020,"Region_8","epinephelus",287.7,1160.710945,0.498218215,0.366433767,0.595854902,1.37724901,1.151573213,1.872563627
"677",2021,"Region_8","epinephelus",178.4,1178.47811,0.505844511,0.351716028,0.597600502,1.638863679,1.387231426,2.35704412
"678",2022,"Region_8","epinephelus",1646.4,1182.838027,0.507715942,0.325200417,0.594402662,0.806287626,0.688699946,1.258808602
"679",2023,"Region_8","epinephelus",63,1180.943857,0.506902897,0.295874175,0.591456399,0.669414773,0.573716488,1.146866866
"680",2024,"Region_8","epinephelus",224,1191.386379,0.511385197,0.270765516,0.596785695,0.254489698,0.218072024,0.48064564
"681",2014,"Region_9","epinephelus",5804.9,1053.490388,0.452195358,0.401569424,0.563982741,0.469711177,0.376609421,0.528927754
"682",2015,"Region_9","epinephelus",13664.8,1080.359247,0.463728423,0.409152951,0.576460281,1.869461473,1.503871904,2.11882236
"683",2016,"Region_9","epinephelus",16173.9,1092.815812,0.469075221,0.404595488,0.580701684,0.917212561,0.740899668,1.063387255
"684",2017,"Region_9","epinephelus",12734.4,1100.663748,0.472443833,0.394109483,0.580679616,0.625257758,0.508712832,0.749535813
"685",2018,"Region_9","epinephelus",15269.1,1109.356363,0.476175011,0.379939309,0.58065195,0.783197,0.642276048,0.98157477
"686",2019,"Region_9","epinephelus",8634.8,1133.649176,0.486602346,0.37316348,0.587820365,0.737203762,0.610263103,0.961308111
"687",2020,"Region_9","epinephelus",8141.6,1160.710945,0.498218215,0.366433767,0.595854902,1.37724901,1.151573213,1.872563627
"688",2021,"Region_9","epinephelus",5056.7,1178.47811,0.505844511,0.351716028,0.597600502,1.638863679,1.387231426,2.35704412
"689",2022,"Region_9","epinephelus",4042.5,1182.838027,0.507715942,0.325200417,0.594402662,0.806287626,0.688699946,1.258808602
"690",2024,"Region_9","epinephelus",110,1191.386379,0.511385197,0.270765516,0.596785695,0.254489698,0.218072024,0.48064564
"691",2014,"Region_2","galeocerdo",480,26.16012235,0.666667947,0.383798801,0.800997346,0.782375669,0.651169175,1.359005761
"692",2022,"Region_2","galeocerdo",120,44.43591639,1.132410649,0.850587807,1.227952533,0.997078782,0.919500225,1.327438063
"693",2014,"Region_3","galeocerdo",1737,26.16012235,0.666667947,0.383798801,0.800997346,0.782375669,0.651169175,1.359005761
"694",2015,"Region_3","galeocerdo",504,27.61839636,0.70383079,0.37791236,0.839802499,0.576151426,0.482867238,1.0730348
"695",2016,"Region_3","galeocerdo",1242,29.38573277,0.74886982,0.400415528,0.889403075,0.516276148,0.434700123,0.965556026
"696",2017,"Region_3","galeocerdo",313,31.28134485,0.797177844,0.424589396,0.934381552,0.395749363,0.337637899,0.743029917
"697",2018,"Region_3","galeocerdo",101,33.62325323,0.856859341,0.473703238,0.985262978,0.049135183,0.042731679,0.088878305
"698",2019,"Region_3","galeocerdo",183,36.41711986,0.9280586,0.563589914,1.047616808,0.157564471,0.139582585,0.259460041
"699",2020,"Region_3","galeocerdo",3396,39.71093105,1.011998511,0.695513885,1.12402322,0.837887208,0.754379973,1.21915698
"700",2021,"Region_3","galeocerdo",2312,42.39689949,1.080448078,0.790081697,1.178516378,0.415373753,0.380809111,0.568029579
"701",2022,"Region_3","galeocerdo",2274,44.43591639,1.132410649,0.850587807,1.227952533,0.997078782,0.919500225,1.327438063
"702",2023,"Region_3","galeocerdo",4744,45.15783799,1.150808193,0.871114369,1.244780313,1.881660768,1.739608672,2.485816678
"703",2024,"Region_3","galeocerdo",795.5,44.02606884,1.121966041,0.820722583,1.19591156,7.736923124,7.258534241,10.57673468
"704",2015,"Region_3_4_BCS_TBD","galeocerdo",521,27.61839636,0.70383079,0.37791236,0.839802499,0.576151426,0.482867238,1.0730348
"705",2015,"Region_4","galeocerdo",1040,27.61839636,0.70383079,0.37791236,0.839802499,0.576151426,0.482867238,1.0730348
"706",2017,"Region_4","galeocerdo",476,31.28134485,0.797177844,0.424589396,0.934381552,0.395749363,0.337637899,0.743029917
"707",2018,"Region_4","galeocerdo",78,33.62325323,0.856859341,0.473703238,0.985262978,0.049135183,0.042731679,0.088878305
"708",2021,"Region_4","galeocerdo",75.75,42.39689949,1.080448078,0.790081697,1.178516378,0.415373753,0.380809111,0.568029579
"709",2022,"Region_4","galeocerdo",99,44.43591639,1.132410649,0.850587807,1.227952533,0.997078782,0.919500225,1.327438063
"710",2023,"Region_4","galeocerdo",227,45.15783799,1.150808193,0.871114369,1.244780313,1.881660768,1.739608672,2.485816678
"711",2024,"Region_4","galeocerdo",157.5,44.02606884,1.121966041,0.820722583,1.19591156,7.736923124,7.258534241,10.57673468
"712",2015,"Region_8","galeocerdo",88,27.61839636,0.70383079,0.37791236,0.839802499,0.576151426,0.482867238,1.0730348
"713",2016,"Region_8","galeocerdo",215,29.38573277,0.74886982,0.400415528,0.889403075,0.516276148,0.434700123,0.965556026
"714",2017,"Region_8","galeocerdo",889.5,31.28134485,0.797177844,0.424589396,0.934381552,0.395749363,0.337637899,0.743029917
"715",2018,"Region_8","galeocerdo",45,33.62325323,0.856859341,0.473703238,0.985262978,0.049135183,0.042731679,0.088878305
"716",2019,"Region_8","galeocerdo",95,36.41711986,0.9280586,0.563589914,1.047616808,0.157564471,0.139582585,0.259460041
"717",2023,"Region_8","galeocerdo",550,45.15783799,1.150808193,0.871114369,1.244780313,1.881660768,1.739608672,2.485816678
"718",2024,"Region_8","galeocerdo",29381.25,44.02606884,1.121966041,0.820722583,1.19591156,7.736923124,7.258534241,10.57673468
"719",2014,"Region_9","galeocerdo",558.05,26.16012235,0.666667947,0.383798801,0.800997346,0.782375669,0.651169175,1.359005761
"720",2015,"Region_9","galeocerdo",4.5,27.61839636,0.70383079,0.37791236,0.839802499,0.576151426,0.482867238,1.0730348
"721",2016,"Region_9","galeocerdo",600,29.38573277,0.74886982,0.400415528,0.889403075,0.516276148,0.434700123,0.965556026
"722",2019,"Region_9","galeocerdo",500,36.41711986,0.9280586,0.563589914,1.047616808,0.157564471,0.139582585,0.259460041
"723",2020,"Region_9","galeocerdo",1115.4,39.71093105,1.011998511,0.695513885,1.12402322,0.837887208,0.754379973,1.21915698
"724",2022,"Region_9","galeocerdo",3514.3,44.43591639,1.132410649,0.850587807,1.227952533,0.997078782,0.919500225,1.327438063
"725",2023,"Region_9","galeocerdo",6000,45.15783799,1.150808193,0.871114369,1.244780313,1.881660768,1.739608672,2.485816678
"726",2024,"Region_9","galeocerdo",15850,44.02606884,1.121966041,0.820722583,1.19591156,7.736923124,7.258534241,10.57673468
"727",2017,"Region_1","ginglymostoma",25,42.27188332,1.038981232,0.961324063,1.110705301,0.140895249,0.131796903,0.152276974
"728",2021,"Region_1","ginglymostoma",31.9,40.29415058,0.990371446,0.867963941,1.055229075,0.107585896,0.100973336,0.122758555
"729",2022,"Region_1","ginglymostoma",547.8,42.71887337,1.049967595,0.922585848,1.106944442,0.352756384,0.334599243,0.40146158
"730",2023,"Region_1","ginglymostoma",363,44.97073868,1.10531516,0.971282949,1.157918873,0.494373846,0.471914673,0.562594975
"731",2024,"Region_1","ginglymostoma",594,46.90001499,1.152733957,1.007358144,1.19792273,0.209051424,0.201165459,0.239220457
"732",2014,"Region_2","ginglymostoma",1376.5,40.11064329,0.985861104,0.926976218,1.067043075,1.091407498,1.008371851,1.160737655
"733",2015,"Region_2","ginglymostoma",146.3,41.63978142,1.023445089,0.954964303,1.101263679,1.258454168,1.169528027,1.348698306
"734",2016,"Region_2","ginglymostoma",646.4,42.11399154,1.035100482,0.960082646,1.110859061,0.353126889,0.329044273,0.380719112
"735",2019,"Region_2","ginglymostoma",15,42.29150275,1.039463449,0.940372394,1.102571353,0.101859784,0.096029633,0.112593184
"736",2021,"Region_2","ginglymostoma",223.5,40.29415058,0.990371446,0.867963941,1.055229075,0.107585896,0.100973336,0.122758555
"737",2022,"Region_2","ginglymostoma",525,42.71887337,1.049967595,0.922585848,1.106944442,0.352756384,0.334599243,0.40146158
"738",2023,"Region_2","ginglymostoma",290,44.97073868,1.10531516,0.971282949,1.157918873,0.494373846,0.471914673,0.562594975
"739",2024,"Region_2","ginglymostoma",34,46.90001499,1.152733957,1.007358144,1.19792273,0.209051424,0.201165459,0.239220457
"740",2015,"Region_3","ginglymostoma",294,41.63978142,1.023445089,0.954964303,1.101263679,1.258454168,1.169528027,1.348698306
"741",2016,"Region_3","ginglymostoma",479,42.11399154,1.035100482,0.960082646,1.110859061,0.353126889,0.329044273,0.380719112
"742",2017,"Region_3","ginglymostoma",499,42.27188332,1.038981232,0.961324063,1.110705301,0.140895249,0.131796903,0.152276974
"743",2018,"Region_3","ginglymostoma",127,43.43254709,1.067508654,0.980583672,1.139417898,3.399333647,3.184799971,3.700671539
"744",2019,"Region_3","ginglymostoma",364,42.29150275,1.039463449,0.940372394,1.102571353,0.101859784,0.096029633,0.112593184
"745",2020,"Region_3","ginglymostoma",871,41.33033968,1.015839462,0.906277768,1.079847412,0.264284122,0.248618682,0.296233946
"746",2021,"Region_3","ginglymostoma",26,40.29415058,0.990371446,0.867963941,1.055229075,0.107585896,0.100973336,0.122758555
"747",2023,"Region_3","ginglymostoma",253,44.97073868,1.10531516,0.971282949,1.157918873,0.494373846,0.471914673,0.562594975
"748",2024,"Region_3","ginglymostoma",204.6,46.90001499,1.152733957,1.007358144,1.19792273,0.209051424,0.201165459,0.239220457
"749",2014,"Region_9","ginglymostoma",2475,40.11064329,0.985861104,0.926976218,1.067043075,1.091407498,1.008371851,1.160737655
"750",2015,"Region_9","ginglymostoma",4170,41.63978142,1.023445089,0.954964303,1.101263679,1.258454168,1.169528027,1.348698306
"751",2016,"Region_9","ginglymostoma",183,42.11399154,1.035100482,0.960082646,1.110859061,0.353126889,0.329044273,0.380719112
"752",2018,"Region_9","ginglymostoma",12862.5,43.43254709,1.067508654,0.980583672,1.139417898,3.399333647,3.184799971,3.700671539
"753",2020,"Region_9","ginglymostoma",90,41.33033968,1.015839462,0.906277768,1.079847412,0.264284122,0.248618682,0.296233946
"754",2021,"Region_9","ginglymostoma",100,40.29415058,0.990371446,0.867963941,1.055229075,0.107585896,0.100973336,0.122758555
"755",2022,"Region_9","ginglymostoma",253,42.71887337,1.049967595,0.922585848,1.106944442,0.352756384,0.334599243,0.40146158
"756",2023,"Region_9","ginglymostoma",1050,44.97073868,1.10531516,0.971282949,1.157918873,0.494373846,0.471914673,0.562594975
"757",2024,"Region_9","ginglymostoma",30,46.90001499,1.152733957,1.007358144,1.19792273,0.209051424,0.201165459,0.239220457
"758",2015,"Region_1","hexaplex",1023,25536.02579,1.972635767,1.92445543,1.990147891,0.20389104,0.202096919,0.208995621
"759",2018,"Region_1","hexaplex",4508,23570.97454,1.820837268,1.465371426,1.938699756,0.161857788,0.152017707,0.201120813
"760",2020,"Region_1","hexaplex",1369,23541.81829,1.818584973,1.366142986,1.943900058,0.255968208,0.239467011,0.340740275
"761",2014,"Region_2","hexaplex",375,25863.52583,1.99793486,1.993673307,1.999364957,0.138379962,0.138280983,0.138675755
"762",2015,"Region_2","hexaplex",3500,25536.02579,1.972635767,1.92445543,1.990147891,0.20389104,0.202096919,0.208995621
"763",2016,"Region_2","hexaplex",9936,24911.32364,1.924378069,1.790472059,1.972931651,0.236728636,0.230902776,0.254433122
"764",2017,"Region_2","hexaplex",66,24074.274,1.859716714,1.603805875,1.950498774,0.195083014,0.186003265,0.22621138
"765",2020,"Region_2","hexaplex",300,23541.81829,1.818584973,1.366142986,1.943900058,0.255968208,0.239467011,0.340740275
"766",2018,"Region_3","hexaplex",1000,23570.97454,1.820837268,1.465371426,1.938699756,0.161857788,0.152017707,0.201120813
"767",2020,"Region_3","hexaplex",3000,23541.81829,1.818584973,1.366142986,1.943900058,0.255968208,0.239467011,0.340740275
"768",2022,"Region_3","hexaplex",500,23388.53765,1.806744177,1.277505097,1.940133454,0.112123911,0.104415097,0.158574101
"769",2023,"Region_3","hexaplex",5636,23472.0359,1.813194344,1.262768786,1.943336324,0.139478179,0.130137558,0.200275021
"770",2024,"Region_3","hexaplex",329,23779.70756,1.836961712,1.300823937,1.952716317,0.032619351,0.030685717,0.046063497
"771",2016,"Region_4_5_6_Sonora_TBD","hexaplex",400,24911.32364,1.924378069,1.790472059,1.972931651,0.236728636,0.230902776,0.254433122
"772",2017,"Region_4_5_6_Sonora_TBD","hexaplex",28070,24074.274,1.859716714,1.603805875,1.950498774,0.195083014,0.186003265,0.22621138
"773",2018,"Region_4_5_6_Sonora_TBD","hexaplex",18900,23570.97454,1.820837268,1.465371426,1.938699756,0.161857788,0.152017707,0.201120813
"774",2021,"Region_4_5_6_Sonora_TBD","hexaplex",2150,23469.02775,1.812961967,1.321988909,1.941816337,0.179252596,0.167357815,0.245825163
"775",2022,"Region_4_5_6_Sonora_TBD","hexaplex",2025,23388.53765,1.806744177,1.277505097,1.940133454,0.112123911,0.104415097,0.158574101
