Index,main_species_group,recorded_species_name,keyword_1,keyword_2,keyword_3,keyword_4,keyword_5,recorded_species_name_clean,recorded_scientific_name,recorded_scientific_name_clean,common_name_english_estimated,species_estimated,genus_estimated,family_estimated,source_of_estimate,classification_certainty
112,CARACOL,CARACOL CHINO ROSA ENT. FCO.,ENT.,FCO.,NA,NA,NA,CARACOL CHINO ROSA,NA,NA,Pink murex,Hexaplex erythrostomus,Hexaplex,Muricidae,logical conclusion based on research,medium
113,CARACOL,CARACOL CHINO ROSA CONCHA DE FCO.,CONCHA DE,FCO.,NA,NA,NA,CARACOL CHINO ROSA,NA,NA,Pink murex,Hexaplex erythrostomus,Hexaplex,Muricidae,logical conclusion based on research,medium
114,CARACOL,CARACOL CHINO ROSA SIN CONCHA,CONCHA,NA,NA,NA,NA,CARACOL CHINO ROSA SIN,NA,NA,Pink murex,Hexaplex erythrostomus,Hexaplex,Muricidae,logical conclusion based on research,medium
115,CARACOL,CARACOL CHINO ROSADO CONCHA DE FCO.,CONCHA DE,FCO.,NA,NA,NA,CARACOL CHINO ROSADO,NA,NA,Pink murex,Hexaplex erythrostomus,Hexaplex,Muricidae,logical conclusion based on research,medium
116,CARACOL,CARACOL CHINO ROSADO ENT. FCO.,ENT.,FCO.,NA,NA,NA,CARACOL CHINO ROSADO,NA,NA,Pink murex,Hexaplex erythrostomus,Hexaplex,Muricidae,logical conclusion based on research,medium
117,CARACOL,CARACOL DE UNA ENT. FCO.,ENT.,FCO.,NA,NA,NA,CARACOL DE UNA,NA,NA,unknown,NA,NA,NA,ask Rick!!,low
118,CARACOL,CARACOL DE UNA CONCHA DE,CONCHA DE,NA,NA,NA,NA,CARACOL DE UNA,NA,NA,unknown,NA,NA,NA,ask Rick!!,low
119,CARACOL,CARACOL OLIVO CONCHA DE,CONCHA DE,NA,NA,NA,NA,CARACOL OLIVO,NA,NA,Olive snail,Oliva spicata,Oliva,Olividae,logical conclusion based on research,medium
120,CARACOL,CARACOL PANOCHA ENT. FCO.,ENT.,FCO.,NA,NA,NA,CARACOL PANOCHA,NA,NA,turban snail,NA,Megastraea,Turbinidae,logical conclusion based on research; I think I can be more specific about species,medium
121,CARACOL,CARACOL PANOCHA S.C. FCO.,S.,FCO.,NA,NA,NA,CARACOL PANOCHA C.,NA,NA,turban snail,NA,Megastraea,Turbinidae,logical conclusion based on research; I think I can be more specific about species,medium
122,CARACOL,CARACOL GORRITO ENTERO FRESCO,ENTERO,FRESCO,NA,NA,NA,CARACOL GORRITO,NA,NA,unknown,NA,NA,NA,ask Rick!!,low
123,CARACOL,CARACOL TOMBURRO S.C. FCO.,S.,FCO.,NA,NA,NA,CARACOL TOMBURRO C.,NA,NA,conch?,NA,Strombus,Strombidae,ask Rick!!,low
124,CARACOL,CARACOL TURBO FLUCTUOSO VIVO,NA,NA,NA,NA,NA,CARACOL TURBO FLUCTUOSO VIVO,NA,NA,Mexican turbo snail,Turbo fluctuosa,Turbo,Turbinidae,logical conclusion based on research,high
125,CARACOL,LAPA ENT. FCA.,ENT.,FCA.,NA,NA,NA,LAPA,NA,NA,Giant keyhole limpet,Megathura crenulata,Megathura,Fissurellidae,dataMares; ask Rick!!,medium
126,CARACOL,CARACOL TEGOGOLO DE AGUA DULCE ENT. FCO.,ENT.,FCO.,NA,NA,NA,CARACOL TEGOGOLO DE AGUA DULCE,NA,NA,freshwater snail,NA,NA,NA,not enough information to classify,high
