city,CVE_ENT,CVE_MUN,CVE_LOC,NOM_MUN,ID_Beach,Name,length_km,equitable_access_score,Category,urban_rural,largely_gated_blocked,malecon,public_roads_within_1km,vehicle,public_transportation,parking,number_paths,protected_fee,notes
Ejiodo Cerro Cabezon,25,11,65,Guasave,1295,NA,0.38260799434578896,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ejiodo Cerro Cabezon,25,11,65,Guasave,1311,NA,0.04432315168608841,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ejiodo Cerro Cabezon,25,11,65,Guasave,1312,NA,0.15226505449726738,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ejiodo Cerro Cabezon,25,11,65,Guasave,1313,NA,0.08192162020031887,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ejiodo Cerro Cabezon,25,11,65,Guasave,1314,NA,0.4217884336792147,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ejiodo Cerro Cabezon,25,11,65,Guasave,1315,NA,1.39674031792043,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ejiodo Cerro Cabezon,25,11,65,Guasave,1316,NA,1.2025747620176463,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ejiodo Cerro Cabezon,25,11,65,Guasave,1317,NA,0.350014583485479,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ejiodo Cerro Cabezon,25,11,65,Guasave,1318,NA,1.7261411233317685,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ejiodo Cerro Cabezon,25,11,65,Guasave,1319,NA,0.601343525392697,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ejiodo Cerro Cabezon,25,11,65,Guasave,1320,NA,0.2648809869886364,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ejiodo Cerro Cabezon,25,11,65,Guasave,1321,NA,0.2514915284315383,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ejiodo Cerro Cabezon,25,11,65,Guasave,1322,NA,0.15357521483789616,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ejiodo Cerro Cabezon,25,11,65,Guasave,1323,NA,0.30336483602122855,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ejiodo Cerro Cabezon,25,11,65,Guasave,1324,NA,0.6178542214962597,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ejiodo Cerro Cabezon,25,11,65,Guasave,1325,NA,0.04892233644074657,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ejiodo Cerro Cabezon,25,11,65,Guasave,1326,NA,0.6280573833517941,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ejiodo Cerro Cabezon,25,11,65,Guasave,1327,NA,0.8011525945394502,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ejiodo Cerro Cabezon,25,11,65,Guasave,1328,NA,0.15201428137792353,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ejiodo Cerro Cabezon,25,11,65,Guasave,1329,NA,0.16285968901597386,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ejiodo Cerro Cabezon,25,11,65,Guasave,1691,NA,0.9874364225686573,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ejiodo Cerro Cabezon,25,11,65,Guasave,1692,NA,3.8371553962859193,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ejiodo Cerro Cabezon,25,11,65,Guasave,1695,NA,0.6062353529004711,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ejiodo Cerro Cabezon,25,11,65,Guasave,1696,NA,1.046260677211794,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ejiodo Cerro Cabezon,25,11,65,Guasave,1697,NA,0.42828982138199717,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ejiodo Cerro Cabezon,25,11,65,Guasave,1698,NA,0.7484546255472122,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ejiodo Cerro Cabezon,25,11,65,Guasave,1727,NA,0.12178080664879656,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ejiodo Cerro Cabezon,25,11,65,Guasave,1833,NA,0.13958055161600658,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ejiodo Cerro Cabezon,25,11,65,Guasave,1834,NA,1.110856176063937,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ejiodo Cerro Cabezon,25,11,65,Guasave,1835,NA,1.0231935953380944,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ejiodo Cerro Cabezon,25,11,65,Guasave,1836,NA,0.27045985180356735,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ejiodo Cerro Cabezon,25,11,65,Guasave,1837,NA,0.09278205956879368,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ejiodo Cerro Cabezon,25,11,65,Guasave,1839,NA,0.26059101385595457,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ejiodo Cerro Cabezon,25,11,65,Guasave,1840,NA,0.22574193682426447,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ejiodo Cerro Cabezon,25,11,65,Guasave,1841,NA,0.4503939533187411,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ejiodo Cerro Cabezon,25,11,65,Guasave,1842,NA,0.08553035899177659,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ejiodo Cerro Cabezon,25,11,65,Guasave,1843,NA,0.07741327640701588,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ejiodo Cerro Cabezon,25,11,65,Guasave,1844,NA,0.24624825137112194,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ejiodo Cerro Cabezon,25,11,65,Guasave,1845,NA,0.6009053498531614,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ejiodo Cerro Cabezon,25,11,65,Guasave,1846,NA,0.23081912312819747,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ejiodo Cerro Cabezon,25,11,65,Guasave,1847,NA,0.21984634043543674,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ejiodo Cerro Cabezon,25,11,65,Guasave,1848,NA,0.33317001585096134,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ejiodo Cerro Cabezon,25,11,65,Guasave,1849,NA,0.40999164356860573,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ejiodo Cerro Cabezon,25,11,65,Guasave,1850,NA,0.15947532558810804,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ejiodo Cerro Cabezon,25,11,65,Guasave,1851,NA,0.7859172389176087,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ejiodo Cerro Cabezon,25,11,65,Guasave,1852,NA,0.14191250312042764,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ejiodo Cerro Cabezon,25,11,65,Guasave,1853,NA,0.28467428178706583,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ejiodo Cerro Cabezon,25,11,65,Guasave,1854,NA,0.09389115492146875,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ejiodo Cerro Cabezon,25,11,65,Guasave,1855,NA,0.20973254976131436,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ejiodo Cerro Cabezon,25,11,65,Guasave,1856,NA,0.04597293177338622,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ejiodo Cerro Cabezon,25,11,65,Guasave,1896,NA,3.0400075792978685,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ejiodo Cerro Cabezon,25,11,65,Guasave,1897,NA,0.11543317979718719,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ejiodo Cerro Cabezon,25,11,65,Guasave,1898,NA,0.3304308200394018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
