"year","OHI_Region_No","Major_Functional_Group","Total_Biomass_kg","Total_Days","OLD_mean_CPUE.recent","NEW_mean_CPUE.recent","Total_Value_mxn","n_records"
2023,"Region_1","Demersal marine fishes",8825262,2880,4530.45767827281,3064.32708333333,135453204,920
2023,"Region_1","Marine algae",304525,62,5421.71428571429,4911.6935483871,1180006,49
2023,"Region_1","Marine fishes NEI",14,1,14,14,490,1
2023,"Region_1","Molluscs excl. Cephalopods",2191764,1130,1827.59387351779,1939.61415929204,66747616,1012
2023,"Region_1","Other marine invertebrates",250,1,250,250,1125,1
2023,"Region_1","Pelagic marine fishes",731907,254,4169.18444444444,2881.52362204724,20018733,150
2023,"Region_1","Sharks",188431,455,911.759025570389,414.134065934066,4599020,165
2023,"Region_1","Shrimps, prawns",972082,860,1185.42983333333,1130.32790697674,149253181,460
2023,"Region_1",NA,69447,319,245.165217391304,217.702194357367,994335,115
2023,"Region_1_2_Baja_TBD","Demersal marine fishes",785165,139,5338.62244897959,5648.6690647482,5999000,49
2023,"Region_1_2_Baja_TBD","Shrimps, prawns",5294,4,909,1323.5,599120,2
2023,"Region_1_2_Baja_TBD",NA,290,3,96.6666666666667,96.6666666666667,11020,1
2023,"Region_2","Cephalopods",133647,1375,141.74811386789,97.1978181818182,8141727,402
2023,"Region_2","Crustaceans",26297,294,105.840243902439,89.4455782312925,2031358,123
2023,"Region_2","Demersal marine fishes",3476999,11787,359.712550002247,294.985916687876,101943588,4583
2023,"Region_2","Marine algae",16000,4,4000,4000,36000,1
2023,"Region_2","Marine fishes NEI",6046,100,76.4986486486487,60.46,98441,37
2023,"Region_2","Molluscs excl. Cephalopods",575217,787,1143.1398956003,730.89834815756,18854967,447
2023,"Region_2","Other marine invertebrates",305,4,100.833333333333,76.25,10025,3
2023,"Region_2","Pelagic marine fishes",5114520,2185,3410.89713209432,2340.7414187643,43898947,761
2023,"Region_2","Sharks",446174,1314,424.965469413572,339.55403348554,6449988,527
2023,"Region_2","Shrimps, prawns",15219,20,755.566666666667,760.95,1958500,10
2023,"Region_2",NA,87947,1755,79.2532274309401,50.1122507122507,2467493,343
2023,"Region_3","Cephalopods",189345,797,254.720145379024,237.572145545797,11185534,321
2023,"Region_3","Crustaceans",95147,130,910.282700421941,731.9,30310512,79
2023,"Region_3","Demersal marine fishes",1753755,14328,139.86239358307,122.40054438861,68932958,5297
2023,"Region_3","Marine algae",38676,8,5211.6,4834.5,212949,5
2023,"Region_3","Marine fishes NEI",61813,846,76.9912628302204,73.065011820331,754794,283
2023,"Region_3","Molluscs excl. Cephalopods",57606,77,1024.54615384615,748.12987012987,2840390,26
2023,"Region_3","Pelagic marine fishes",895371,2203,477.009838061265,406.432591920109,21768652,841
2023,"Region_3","Sharks",366817,2024,187.611076345432,181.233695652174,6879551,799
2023,"Region_3",NA,357879,1681,340.915578132559,212.896490184414,7973141,689
2023,"Region_3_4_BCS_TBD","Demersal marine fishes",12371,30,412.366666666667,412.366666666667,214513,15
2023,"Region_3_4_BCS_TBD","Marine fishes NEI",286,2,143,143,2860,1
2023,"Region_3_4_BCS_TBD","Pelagic marine fishes",861,6,143.5,143.5,17990,3
2023,"Region_3_4_BCS_TBD",NA,11,2,5.5,5.5,220,1
2023,"Region_4","Cephalopods",2547,41,61.1611111111111,62.1219512195122,295290,15
2023,"Region_4","Crustaceans",493,15,42.4583333333333,32.8666666666667,77700,8
2023,"Region_4","Demersal marine fishes",2006377,24598,120.075391418786,81.5666720871616,112948298,6072
2023,"Region_4","Marine fishes NEI",18105,573,45.3726137607603,31.5968586387435,198017,116
2023,"Region_4","Molluscs excl. Cephalopods",84836,383,305.217728371702,221.503916449086,695720,151
2023,"Region_4","Other marine invertebrates",17290,34,652.222222222222,508.529411764706,259350,18
2023,"Region_4","Pelagic marine fishes",536106,4393,186.62937742019,122.036421579786,17948024,1076
2023,"Region_4","Sharks",2193679,2053,1337.37688945354,1068.52362396493,15725271,575
2023,"Region_4","Shrimps, prawns",13481,130,96.7999748005263,103.7,1733700,8
2023,"Region_4",NA,133932,2456,94.2368916922058,54.5325732899023,3066602,576
2023,"Region_4_5_6_Sonora_TBD","Cephalopods",900,6,150,150,19600,2
2023,"Region_4_5_6_Sonora_TBD","Crustaceans",37751,76,508.371794871795,496.723684210526,1499030,26
2023,"Region_4_5_6_Sonora_TBD","Demersal marine fishes",781796,167,8430.98409090909,4681.41317365269,12535144,88
2023,"Region_4_5_6_Sonora_TBD","Marine fishes NEI",905,18,49,50.2777777777778,21750,5
2023,"Region_4_5_6_Sonora_TBD","Molluscs excl. Cephalopods",227896,76,4280.41869918699,2998.63157894737,2720300,41
2023,"Region_4_5_6_Sonora_TBD","Pelagic marine fishes",474147,33,15270.0952380952,14368.0909090909,850411,14
2023,"Region_4_5_6_Sonora_TBD","Sharks",19544,31,477,630.451612903226,201065,8
2023,"Region_4_5_6_Sonora_TBD","Shrimps, prawns",601476,342,2692.92063492063,1758.70175438596,52834810,189
2023,"Region_4_5_6_Sonora_TBD",NA,994,18,55.2222222222222,55.2222222222222,113600,6
2023,"Region_5","Cephalopods",9887,195,122.935937116074,50.7025641025641,333860,20
2023,"Region_5","Crustaceans",315646,542,638.88286163522,582.372693726937,7241558,212
2023,"Region_5","Demersal marine fishes",29908569,18058,2474.19805629625,1656.25035995127,295888359,4100
2023,"Region_5","Marine fishes NEI",16612,185,124.208892958893,89.7945945945946,132257,39
2023,"Region_5","Molluscs excl. Cephalopods",2613183,1663,1657.00166984733,1571.36680697535,29377423,1048
2023,"Region_5","Pelagic marine fishes",5022694,1712,3447.72932674561,2933.81658878505,61815319,559
2023,"Region_5","Sharks",981063,2106,617.626663308601,465.84188034188,10141812,393
2023,"Region_5","Shrimps, prawns",1728973,6156,420.113128556479,280.859811565952,169980266,864
2023,"Region_5",NA,909853,402,2762.32542194093,2263.31592039801,6244348,237
2023,"Region_6","Cephalopods",173651,728,240.325737534071,238.531593406593,15570730,198
2023,"Region_6","Crustaceans",1303320,1444,1123.24884208088,902.576177285319,47011151,556
2023,"Region_6","Demersal marine fishes",3154322,12434,322.62777637668,253.68521795078,93830209,3878
2023,"Region_6","Marine fishes NEI",6377,43,172.157509157509,148.302325581395,116030,13
2023,"Region_6","Molluscs excl. Cephalopods",1129745,1619,1033.76625563192,697.804200123533,16436650,581
2023,"Region_6","Pelagic marine fishes",587110,1218,579.083935863191,482.027914614122,13397399,376
2023,"Region_6","Sharks",620841,1203,554.461995714178,516.077306733167,12666969,401
2023,"Region_6","Shrimps, prawns",868500,1455,624.299413028754,596.907216494845,75270020,167
2023,"Region_6",NA,350635,784,391.085487528345,447.238520408163,20113150,245
2023,"Region_7","Cephalopods",76612,642,140.55617565392,119.333333333333,6297475,266
2023,"Region_7","Crustaceans",5731648,6254,1244.92952972229,916.477134633834,174142337,3052
2023,"Region_7","Demersal marine fishes",5153577,9789,610.909204120829,526.466135458167,102026250,3676
2023,"Region_7","Marine fishes NEI",14643,169,119.808981422618,86.6449704142012,226910,66
2023,"Region_7","Molluscs excl. Cephalopods",8707122,4008,3414.05990293845,2172.43562874251,85240422,1686
2023,"Region_7","Pelagic marine fishes",665430008,16391,47990.2504013559,40597.2794826429,1363087464,5226
2023,"Region_7","Sharks",829944,827,1143.96642454013,1003.55985489722,9224564,368
2023,"Region_7","Shrimps, prawns",7310377,21335,714.040475185854,342.647152566206,606141811,3743
2023,"Region_7",NA,1607737,2228,1509.23427246604,721.605475763016,40812747,880
2023,"Region_8","Cephalopods",964341,6445,351.398228450182,149.626221877424,29750554,811
2023,"Region_8","Crustaceans",18384264,32772,652.837128988443,560.974734529476,584109107,13185
2023,"Region_8","Demersal marine fishes",14519475,213019,230.654894520229,68.1604692539163,483720274,25306
2023,"Region_8","Diadromous fishes",556258,1075,799.49509814782,517.449302325581,4747489,372
2023,"Region_8","Marine fishes NEI",519556,11010,199.165932295709,47.1894641235241,9759012,1334
2023,"Region_8","Molluscs excl. Cephalopods",4668476,21012,573.566319933533,222.181420140872,93564407,4001
2023,"Region_8","Pelagic marine fishes",195778821,41810,9423.56860985982,4682.58361635972,1195658445,5328
2023,"Region_8","Sharks",7460766,21444,937.553282726888,347.918578623391,148433589,2704
2023,"Region_8","Shrimps, prawns",20336361,77338,1071.15896561587,262.95431741188,1619126519,9011
2023,"Region_8",NA,200829,6170,102.149122095798,32.5492706645057,3805191,445
2023,"Region_9","Cephalopods",6695,902,11.3759364238919,7.42239467849224,1005950,19
2023,"Region_9","Crustaceans",156408,1052,764.591552019541,148.67680608365,2789395,170
2023,"Region_9","Demersal marine fishes",4023980,89247,98.590709636726,45.0881262115253,147574679,12883
2023,"Region_9","Diadromous fishes",18724,73,212.064882943144,256.493150684931,403810,23
2023,"Region_9","Marine fishes NEI",900696,16288,168.217489868458,55.2981335952849,19031716,2244
2023,"Region_9","Molluscs excl. Cephalopods",323293,552,637.713901689708,585.675724637681,4313150,217
2023,"Region_9","Pelagic marine fishes",1185433,20232,167.132337860924,58.5919829972321,59620037,2872
2023,"Region_9","Sharks",982107,8869,211.673546136932,110.734806629834,19899995,1642
2023,"Region_9","Shrimps, prawns",1931598,2084,1910.60950483706,926.870441458733,94818897,651
2023,"Region_9",NA,274000,7526,76.964009728347,36.4071219771459,5490925,655
2024,"Region_1","Cephalopods",2303.95,32,73.41,71.9984375,67095,15
2024,"Region_1","Crustaceans",58247,208,330.154901960784,280.033653846154,11359140,85
2024,"Region_1","Demersal marine fishes",8920599.194,2186,4314.65246035918,4080.78645654163,117630022.44,761
2024,"Region_1","Marine algae",35200,5,7466.66666666667,7040,134400,2
2024,"Region_1","Marine fishes NEI",485.5,17,42.1666666666667,28.5588235294118,9710,3
2024,"Region_1","Molluscs excl. Cephalopods",1213174.66,789,1557.37774810859,1537.61046894804,40611698,749
2024,"Region_1","Other marine invertebrates",4264,19,231,224.421052631579,20095,12
2024,"Region_1","Pelagic marine fishes",1469694.6,306,5673.60633575464,4802.92352941177,35177451,177
2024,"Region_1","Sharks",130552.41,322,686.096858258929,405.442267080745,3108038.2,128
2024,"Region_1","Shrimps, prawns",686608.4,732,920.672003252032,937.989617486339,90595600.6,410
2024,"Region_1",NA,63170,233,266.318681318681,271.115879828326,904720,91
2024,"Region_1_2_Baja_TBD","Cephalopods",8870,2,4435,4435,15966,1
2024,"Region_1_2_Baja_TBD","Demersal marine fishes",613817.5,390,1324.14927988678,1573.89102564103,8972965,54
2024,"Region_1_2_Baja_TBD","Molluscs excl. Cephalopods",360,3,120,120,36000,1
2024,"Region_1_2_Baja_TBD","Other marine invertebrates",11859,37,315.075757575758,320.513513513513,155677,22
2024,"Region_1_2_Baja_TBD","Pelagic marine fishes",2651,9,294.555555555556,294.555555555556,30422,3
2024,"Region_1_2_Baja_TBD",NA,79,7,12.75,11.2857142857143,1155,2
2024,"Region_2","Cephalopods",186051.55,995,285.364647120556,186.98648241206,15792126,363
2024,"Region_2","Crustaceans",21530,222,128.087301587302,96.981981981982,1485200,96
2024,"Region_2","Demersal marine fishes",3756273.327,12783,363.932878835861,293.849122037081,98321120,5309
2024,"Region_2","Marine algae",16000,4,4000,4000,48000,1
2024,"Region_2","Marine fishes NEI",16662.5,109,171.310884353741,152.866972477064,205075.5,49
2024,"Region_2","Molluscs excl. Cephalopods",473860,509,1292.49707086895,930.962671905697,14312426.07,312
2024,"Region_2","Other marine invertebrates",255,1,255,255,1275,1
2024,"Region_2","Pelagic marine fishes",7825182.3,3673,2128.98709584097,2130.46074053907,172354302,1163
2024,"Region_2","Sharks",588991,1477,442.30491248434,398.775220040623,8907100,614
2024,"Region_2","Shrimps, prawns",11021.712,17,635.857,648.336,1589499.6,8
2024,"Region_2",NA,84782.75,1601,149.577805367509,52.9561211742661,2232649.2,311
2024,"Region_3","Cephalopods",211785.6,1007,230.9,210.313406156902,13462700,388
2024,"Region_3","Crustaceans",79283,106,770.178571428571,747.952830188679,24540390,56
2024,"Region_3","Demersal marine fishes",1429841.29,11418,135.057290175151,125.226947801717,52845238.5,4350
2024,"Region_3","Marine algae",57000,10,5700,5700,286000,5
2024,"Region_3","Marine fishes NEI",31771.1,628,52.3862368024133,50.590923566879,398335,221
2024,"Region_3","Molluscs excl. Cephalopods",78661.68,45,1753.74333333333,1748.03733333333,1244070,24
2024,"Region_3","Pelagic marine fishes",730411.7,1846,443.139683663834,395.672643553629,16208460,706
2024,"Region_3","Sharks",391990.8,1961,206.032956685499,199.893319734829,7639198,708
2024,"Region_3",NA,509493.88,1368,563.508582608696,372.437046783626,10777044.5,575
2024,"Region_3_4_BCS_TBD","Crustaceans",4500,1,4500,4500,2925000,1
2024,"Region_3_4_BCS_TBD","Demersal marine fishes",6320.8,29,242.285714285714,217.958620689655,165185,14
2024,"Region_3_4_BCS_TBD","Marine fishes NEI",231,2,115.5,115.5,2520,1
2024,"Region_3_4_BCS_TBD","Pelagic marine fishes",680,7,112.555555555556,97.1428571428571,17850,3
2024,"Region_3_4_BCS_TBD",NA,218.9,7,32.9388888888889,31.2714285714286,4717,3
2024,"Region_4","Cephalopods",4419.6,49,87.315,90.1959183673469,564100,15
2024,"Region_4","Crustaceans",1486,162,15.0655287999038,9.17283950617284,102916,24
2024,"Region_4","Demersal marine fishes",1701556.71,22138,100.596493987077,76.8613564911013,91310897.55,6457
2024,"Region_4","Diadromous fishes",380,2,190,190,3040,1
2024,"Region_4","Marine fishes NEI",19504.7,535,61.7703858053858,36.4573831775701,240409,117
2024,"Region_4","Molluscs excl. Cephalopods",48498,240,340.889614332355,202.075,397095,56
2024,"Region_4","Other marine invertebrates",2300,3,766.666666666667,766.666666666667,4600,1
2024,"Region_4","Pelagic marine fishes",650149.73,6106,164.304831594865,106.477191287258,20055159.4,1479
2024,"Region_4","Sharks",4009221.385,2306,1925.07796127227,1738.6042432784,25546803.4,724
2024,"Region_4","Shrimps, prawns",18200,80,351.637815947493,227.5,1941500,7
2024,"Region_4",NA,82868.54,1784,78.8580373216914,46.4509753363229,2187798.15,511
2024,"Region_4_5_6_Sonora_TBD","Cephalopods",1900,9,211.111111111111,211.111111111111,32800,3
2024,"Region_4_5_6_Sonora_TBD","Crustaceans",29745,31,924.833333333333,959.516129032258,1269800,10
2024,"Region_4_5_6_Sonora_TBD","Demersal marine fishes",1203882.1,245,6792.84280078895,4913.80448979592,18727080,169
2024,"Region_4_5_6_Sonora_TBD","Molluscs excl. Cephalopods",644615,130,5958.36507936508,4958.57692307692,8414100,105
2024,"Region_4_5_6_Sonora_TBD","Pelagic marine fishes",502177.2,50,8798.9995,10043.544,1685946.2,40
2024,"Region_4_5_6_Sonora_TBD","Sharks",1470,3,422.5,490,32000,2
2024,"Region_4_5_6_Sonora_TBD","Shrimps, prawns",317948.8,322,2116.65946175037,987.418633540373,29103250,121
2024,"Region_4_5_6_Sonora_TBD",NA,649688,215,5160.34039548023,3021.80465116279,2554273.6,118
2024,"Region_5","Cephalopods",8680,43,222.209595959596,201.860465116279,162770,18
2024,"Region_5","Crustaceans",439837,548,937.597521334115,802.622262773723,12746143.5,215
2024,"Region_5","Demersal marine fishes",33637692.8,17711,2353.97454139222,1899.25429394162,310556763.62,4268
2024,"Region_5","Marine fishes NEI",24726.5,140,193.359063555492,176.617857142857,197458,28
2024,"Region_5","Molluscs excl. Cephalopods",2273855.5,1246,1852.96544203004,1824.92415730337,16133017,716
2024,"Region_5","Pelagic marine fishes",2896034.52,1248,2611.35393286635,2320.54048076923,39578267.6,447
2024,"Region_5","Sharks",1261719.15,2282,877.484255152826,552.900591586328,12981769,543
2024,"Region_5","Shrimps, prawns",1703735.24,4819,440.466938153293,353.545391159992,143804434,830
2024,"Region_5",NA,34643423.97,6795,7393.41208782035,5098.36997350993,114811700.597,2482
2024,"Region_6","Cephalopods",194167.1,713,251.756646721516,272.32412342216,16879930,191
2024,"Region_6","Crustaceans",968586,1090,1066.30355680356,888.611009174312,45557120,407
2024,"Region_6","Demersal marine fishes",3222655.151,11870,324.999663166834,271.49580042123,107521653.8,3776
2024,"Region_6","Marine fishes NEI",7415,63,132.222222222222,117.698412698413,69840,18
2024,"Region_6","Molluscs excl. Cephalopods",717648,1287,631.571953010279,557.613053613054,9266312,454
2024,"Region_6","Pelagic marine fishes",595582.8,1093,698.895872561059,544.906495882891,11773870,349
2024,"Region_6","Sharks",614591.65,999,781.919232745181,615.206856856857,12141891,336
2024,"Region_6","Shrimps, prawns",451529.6,632,772.51680762653,714.445569620253,36696430,108
2024,"Region_6",NA,395926,484,1007.64176829268,818.028925619835,20376500,164
2024,"Region_7","Cephalopods",131049.5,726,169.938935904453,180.508953168044,12359365,261
2024,"Region_7","Crustaceans",3151416.69,3875,1056.35779511384,813.268823225806,95804323.245,1977
2024,"Region_7","Demersal marine fishes",5104930.8,9589,568.045316400333,532.373636458442,100273207,3340
2024,"Region_7","Marine fishes NEI",74828,241,473.131025641026,310.489626556017,849755,75
2024,"Region_7","Molluscs excl. Cephalopods",6038480.63,3173,2819.12221240981,1903.08245508982,66407338.15,1400
2024,"Region_7","Pelagic marine fishes",502614377.3028,17425,34069.3043259365,28844.4405912654,2507420157.427,4799
2024,"Region_7","Sharks",999269.55,902,1351.40587483974,1107.83763858093,12333995,400
2024,"Region_7","Shrimps, prawns",4346144.36,14062,715.360770632723,309.070143649552,363402782.326,2003
2024,"Region_7",NA,24427502.86,2679,15584.6735478531,9118.14216498694,87147794.7,1335
2024,"Region_8","Cephalopods",1046223.92,5850,374.961090912259,178.841695726496,30288441.8,917
2024,"Region_8","Crustaceans",16410785.19,34156,617.140186610446,480.465663133856,557235564.92,12072
2024,"Region_8","Demersal marine fishes",17370862.2935,193912,248.331309134728,89.5811620399975,581463542.879,25056
2024,"Region_8","Diadromous fishes",604992,1677,551.462554966111,360.758497316637,5727698,501
2024,"Region_8","Marine fishes NEI",637747.15,11075,177.642890289848,57.5843927765237,10359167,1274
2024,"Region_8","Molluscs excl. Cephalopods",4741808.13,14321,628.298287617116,331.108730535577,80554335.15,3144
2024,"Region_8","Other marine invertebrates",9100,6,1516.66666666667,1516.66666666667,109200,1
2024,"Region_8","Pelagic marine fishes",195005851.32,41914,7973.1455040518,4652.52305482655,1380492181.1,5309
2024,"Region_8","Sharks",13808525.23,19804,2179.48934723442,697.259403655827,223550050.2,3221
2024,"Region_8","Shrimps, prawns",11808474.736,58233,745.881894182567,202.779776690193,850990359.85,5621
2024,"Region_8",NA,195237.5,6921,74.2811864527766,28.209435052738,8614265,471
2024,"Region_9","Cephalopods",1095,237,4.71290213423448,4.62025316455696,166400,9
2024,"Region_9","Crustaceans",134981.4,1350,478.372455346859,99.9862222222222,2546810,237
2024,"Region_9","Demersal marine fishes",4560505.09,90839,110.102658042734,50.2042634771409,173929272.3,13629
2024,"Region_9","Diadromous fishes",48421.7,141,833.752609226522,343.416312056738,444874,39
2024,"Region_9","Marine fishes NEI",878149.3,16394,149.979059833034,53.5652860802733,18515943.5,1996
2024,"Region_9","Molluscs excl. Cephalopods",172126,275,717.714197530864,625.912727272727,3287390,135
2024,"Region_9","Pelagic marine fishes",1151211.23,19700,150.628696701771,58.4371182741117,54665931,2636
2024,"Region_9","Sharks",892916.1,6897,263.458763452925,129.464419312745,20063941,1116
2024,"Region_9","Shrimps, prawns",2015069.39,2985,1751.56538191129,675.065122278057,91201037.73,793
2024,"Region_9",NA,285389.6,7201,76.0127165024791,39.6319400083322,6474107.2,558
