"OHI_region_est","year","GeoMean_StockStatus","StockStatus_SubScore"
"region_7",2012,0.996724543595958,99.6724543595958
"region_7",2013,0.996845166598564,99.6845166598564
"region_7",2014,0.933875149672458,93.3875149672458
"region_7",2015,0.853455411246271,85.3455411246271
"region_7",2016,0.763625029164279,76.3625029164279
"region_7",2017,0.755183928618881,75.5183928618881
"region_7",2018,0.748282184311364,74.8282184311364
"region_7",2019,0.708667201863665,70.8667201863665
"region_7",2020,0.741479249797795,74.1479249797795
"region_7",2021,0.835791350150681,83.5791350150681
"region_7",2022,0.691364550156403,69.1364550156403
"region_7",2023,0.671235107810085,67.1235107810085
"region_7",2024,0.626682550984434,62.6682550984434
"region_7",2025,1,100
"region_8",2000,0.780346121153325,78.0346121153325
"region_8",2001,0.9472083273422,94.72083273422
"region_8",2002,0.94758365294427,94.7583652944271
"region_8",2003,0.950002412782254,95.0002412782254
"region_8",2004,0.938383732211781,93.8383732211781
"region_8",2005,0.954849056585369,95.4849056585369
"region_8",2006,0.960750382810701,96.0750382810701
"region_8",2007,0.962787647246402,96.2787647246402
"region_8",2008,0.965422891981198,96.5422891981198
"region_8",2009,0.968474111793938,96.8474111793938
"region_8",2010,0.971599423692379,97.1599423692379
"region_8",2011,0.963990016369937,96.3990016369937
"region_8",2012,0.976065676764275,97.6065676764275
"region_8",2013,0.936652431354394,93.6652431354394
"region_8",2014,0.9260190955784,92.60190955784
"region_8",2015,0.963720226106966,96.3720226106966
"region_8",2016,0.986724066699363,98.6724066699363
"region_8",2017,0.971709287938348,97.1709287938348
"region_8",2018,0.984366135958359,98.4366135958359
"region_8",2019,0.952045792553315,95.2045792553315
"region_8",2020,0.94888094680548,94.888094680548
"region_8",2021,0.910220981907885,91.0220981907885
"region_8",2022,0.923696221064594,92.3696221064594
"region_8",2023,0.888356274419779,88.8356274419779
"region_8",2024,0.914859379993892,91.4859379993892
"region_8",2025,1,100
"region_9",2000,0.576766094357588,57.6766094357588
"region_9",2001,0.604643860751428,60.4643860751428
"region_9",2002,0.624843075684812,62.4843075684812
"region_9",2003,0.631840774626512,63.1840774626512
"region_9",2004,0.653764182418718,65.3764182418718
"region_9",2005,0.667413906050314,66.7413906050314
"region_9",2006,0.688167208758943,68.8167208758943
"region_9",2007,0.704520379436459,70.4520379436459
"region_9",2008,0.726535626154952,72.6535626154952
"region_9",2009,0.746879644722621,74.6879644722621
"region_9",2010,0.76855602356358,76.855602356358
"region_9",2011,0.787737495007729,78.7737495007729
"region_9",2012,0.807226359907385,80.7226359907385
"region_9",2013,0.825374740429432,82.5374740429432
"region_9",2014,0.842724730870115,84.2724730870115
"region_9",2015,0.862659221969042,86.2659221969042
"region_9",2016,0.879329070806023,87.9329070806023
"region_9",2017,0.889032022207138,88.9032022207138
"region_9",2018,0.756300638129244,75.6300638129244
"region_9",2019,0.859833034210778,85.9833034210778
"region_9",2020,0.95748460573613,95.748460573613
"region_9",2021,0.946248534097282,94.6248534097282
"region_9",2022,0.94248954128501,94.248954128501
"region_9",2023,0.940808277874258,94.0808277874258
"region_9",2024,0.930660163945626,93.0660163945626
"region_9",2025,1,100
NA,2000,0.988589347875504,98.8589347875504
NA,2001,0.983279979574265,98.3279979574265
NA,2002,0.975101245442976,97.5101245442976
NA,2003,0.976309278174152,97.6309278174152
NA,2004,0.978061533826505,97.8061533826505
NA,2005,0.995225529661776,99.5225529661776
NA,2006,0.999049919950997,99.9049919950997
NA,2007,1,100
NA,2008,1,100
NA,2009,0.990616349133042,99.0616349133042
NA,2011,0.991324619053888,99.1324619053889
NA,2012,1,100
NA,2013,0.998509220868822,99.8509220868822
NA,2014,0.999999282987361,99.9999282987361
NA,2015,0.97905123582821,97.905123582821
NA,2016,0.997968724239605,99.7968724239605
NA,2017,0.993325914659385,99.3325914659385
NA,2018,0.999195346431228,99.9195346431228
NA,2019,0.9935315068701,99.35315068701
NA,2020,0.997504657429351,99.7504657429351
NA,2021,0.999240150057882,99.9240150057882
NA,2022,0.98882412195011,98.882412195011
NA,2023,0.961140704100054,96.1140704100054
NA,2024,0.976504876447622,97.6504876447622
NA,2025,1,100
