group,common_name,scientific_name,status,control,range,OHI_region,carta_year,notes
scallop,"Hacha larga, callo redondo",Pinna rugosa,maximally harvested,no increase,yes,region_5,2023,
scallop,"Hacha larga, callo redondo",Pinna rugosa,maximally harvested,no increase,yes,region_6,2023,
scallop,"Hacha larga, callo redondo",Pinna rugosa,maximally harvested,no increase,yes,region_7,2023,
scallop,"Hacha larga, callo redondo",Pinna rugosa,NA,NA,no,region_8,2023,
scallop,"Hacha larga, callo redondo",Pinna rugosa,NA,NA,no,region_9,2023,
scallop,"Hacha botijona, callo riñón",Atrina tuberculosa,maximally harvested,no increase,yes,region_1,2023,
scallop,"Hacha botijona, callo riñón",Atrina tuberculosa,maximally harvested,no increase,yes,region_2,2023,
scallop,"Hacha botijona, callo riñón",Atrina tuberculosa,maximally harvested,no increase,yes,region_3,2023,
scallop,"Hacha botijona, callo riñón",Atrina tuberculosa,maximally harvested,no increase,yes,region_4,2023,
scallop,"Hacha botijona, callo riñón",Atrina tuberculosa,maximally harvested,no increase,yes,region_5,2023,
scallop,"Hacha botijona, callo riñón",Atrina tuberculosa,maximally harvested,no increase,yes,region_6,2023,
scallop,"Hacha botijona, callo riñón",Atrina tuberculosa,maximally harvested,no increase,yes,region_7,2023,
scallop,"Hacha botijona, callo riñón",Atrina tuberculosa,NA,NA,no,region_8,2023,
scallop,"Hacha botijona, callo riñón",Atrina tuberculosa,NA,NA,no,region_9,2023,
scallop,"Hacha china, callo media luna",Atrina maura,maximally harvested,no increase,yes,region_1,2023,
scallop,"Hacha china, callo media luna",Atrina maura,maximally harvested,no increase,yes,region_2,2023,
scallop,"Hacha china, callo media luna",Atrina maura,maximally harvested,no increase,yes,region_3,2023,
scallop,"Hacha china, callo media luna",Atrina maura,maximally harvested,no increase,yes,region_4,2023,
scallop,"Hacha china, callo media luna",Atrina maura,maximally harvested,no increase,yes,region_5,2023,
scallop,"Hacha china, callo media luna",Atrina maura,maximally harvested,no increase,yes,region_6,2023,
scallop,"Hacha china, callo media luna",Atrina maura,maximally harvested,no increase,yes,region_7,2023,
scallop,"Hacha china, callo media luna",Atrina maura,NA,NA,no,region_8,2023,
scallop,"Hacha china, callo media luna",Atrina maura,NA,NA,no,region_9,2023,
scallop,"Hacha lisa, hacha negra",Atrina oldroydii,maximally harvested,no increase,yes,region_1,2023,
scallop,"Hacha lisa, hacha negra",Atrina oldroydii,maximally harvested,no increase,yes,region_2,2023,
scallop,"Hacha lisa, hacha negra",Atrina oldroydii,maximally harvested,no increase,yes,region_3,2023,
scallop,"Hacha lisa, hacha negra",Atrina oldroydii,maximally harvested,no increase,yes,region_4,2023,
scallop,"Hacha lisa, hacha negra",Atrina oldroydii,maximally harvested,no increase,yes,region_5,2023,
scallop,"Hacha lisa, hacha negra",Atrina oldroydii,maximally harvested,no increase,yes,region_6,2023,
scallop,"Hacha lisa, hacha negra",Atrina oldroydii,maximally harvested,no increase,yes,region_7,2023,
scallop,"Hacha lisa, hacha negra",Atrina oldroydii,NA,NA,no,region_8,2023,
scallop,"Hacha lisa, hacha negra",Atrina oldroydii,NA,NA,no,region_9,2023,
snail,Caracol chino negro,Muricanthus nigritus,unclear,NA,yes,region_1,2023,
snail,Caracol chino negro,Muricanthus nigritus,unclear,NA,yes,region_2,2023,
snail,Caracol chino negro,Muricanthus nigritus,maximally harvested,no increase,yes,region_3,2023,
snail,Caracol chino negro,Muricanthus nigritus,maximally harvested,no increase,yes,region_4,2023,
snail,Caracol chino negro,Muricanthus nigritus,maximally harvested,no increase,yes,region_5,2023,
snail,Caracol chino negro,Muricanthus nigritus,maximally harvested,no increase,yes,region_6,2023,
snail,Caracol chino negro,Muricanthus nigritus,maximally harvested,no increase,yes,region_7,2023,
snail,Caracol chino negro,Muricanthus nigritus,unclear,NA,yes,region_8,2023,
snail,Caracol chino negro,Muricanthus nigritus,unclear,NA,yes,region_9,2023,
snail,Caracol chino rosa,Phyllonotus erythrostomus,unclear,NA,yes,region_1,2023,
snail,Caracol chino rosa,Phyllonotus erythrostomus,unclear,NA,yes,region_2,2023,
snail,Caracol chino rosa,Phyllonotus erythrostomus,maximally harvested,no increase,yes,region_3,2023,
snail,Caracol chino rosa,Phyllonotus erythrostomus,maximally harvested,no increase,yes,region_4,2023,
snail,Caracol chino rosa,Phyllonotus erythrostomus,maximally harvested,no increase,yes,region_5,2023,
snail,Caracol chino rosa,Phyllonotus erythrostomus,maximally harvested,no increase,yes,region_6,2023,
snail,Caracol chino rosa,Phyllonotus erythrostomus,maximally harvested,no increase,yes,region_7,2023,
snail,Caracol chino rosa,Phyllonotus erythrostomus,unclear,NA,yes,region_8,2023,
snail,Caracol chino rosa,Phyllonotus erythrostomus,unclear,NA,yes,region_9,2023,
snail,Caracol panocha,Megastraea undosa,deteriorating,decrease,yes,region_1,2023,"recommendation is no increase, but decided to go with decrease based on deterioration"
snail,Caracol panocha,Megastraea undosa,deteriorating,decrease,yes,region_2,2023,"recommendation is no increase, but decided to go with decrease based on deterioration"
snail,Caracol panocha,Megastraea undosa,maximally harvested,no increase,yes,region_3,2023,
snail,Caracol panocha,Megastraea undosa,maximally harvested,no increase,yes,region_4,2023,
snail,Caracol panocha,Megastraea undosa,NA,NA,no,region_5,2023,
snail,Caracol panocha,Megastraea undosa,NA,NA,no,region_6,2023,
snail,Caracol panocha,Megastraea undosa,NA,NA,no,region_7,2023,
snail,Caracol panocha,Megastraea undosa,NA,NA,no,region_8,2023,
snail,Caracol panocha,Megastraea undosa,NA,NA,no,region_9,2023,
snail,Caracol turbante,Megastraea turbanica,deteriorating,decrease,yes,region_1,2023,"recommendation is no increase, but decided to go with decrease based on deterioration"
snail,Caracol turbante,Megastraea turbanica,deteriorating,decrease,yes,region_2,2023,"recommendation is no increase, but decided to go with decrease based on deterioration"
snail,Caracol turbante,Megastraea turbanica,maximally harvested,no increase,yes,region_3,2023,
snail,Caracol turbante,Megastraea turbanica,maximally harvested,no increase,yes,region_4,2023,
snail,Caracol turbante,Megastraea turbanica,NA,NA,no,region_5,2023,
snail,Caracol turbante,Megastraea turbanica,NA,NA,no,region_6,2023,
snail,Caracol turbante,Megastraea turbanica,NA,NA,no,region_7,2023,
snail,Caracol turbante,Megastraea turbanica,NA,NA,no,region_8,2023,
snail,Caracol turbante,Megastraea turbanica,NA,NA,no,region_9,2023,
chiton,"Cucaracha de mar, lengua de perro, cañitas",Chiton articulatus,NA,NA,no,region_1,2023,
chiton,"Cucaracha de mar, lengua de perro, cañitas",Chiton articulatus,NA,NA,no,region_2,2023,
chiton,"Cucaracha de mar, lengua de perro, cañitas",Chiton articulatus,NA,NA,no,region_3,2023,
chiton,"Cucaracha de mar, lengua de perro, cañitas",Chiton articulatus,NA,NA,no,region_4,2023,
chiton,"Cucaracha de mar, lengua de perro, cañitas",Chiton articulatus,NA,NA,no,region_5,2023,
chiton,"Cucaracha de mar, lengua de perro, cañitas",Chiton articulatus,NA,NA,no,region_6,2023,
chiton,"Cucaracha de mar, lengua de perro, cañitas",Chiton articulatus,NA,NA,no,region_7,2023,
chiton,"Cucaracha de mar, lengua de perro, cañitas",Chiton articulatus,unclear,NA,yes,region_8,2023,
chiton,"Cucaracha de mar, lengua de perro, cañitas",Chiton articulatus,unclear,NA,yes,region_9,2023,
croaker,Curvina golfina,Cynoscion othonopterus,maximally harvested,no increase,yes,region_1,2023,
croaker,Curvina golfina,Cynoscion othonopterus,maximally harvested,no increase,yes,region_2,2023,
croaker,Curvina golfina,Cynoscion othonopterus,NA,NA,no,region_3,2023,
croaker,Curvina golfina,Cynoscion othonopterus,NA,NA,no,region_4,2023,
croaker,Curvina golfina,Cynoscion othonopterus,maximally harvested,no increase,yes,region_5,2023,
croaker,Curvina golfina,Cynoscion othonopterus,maximally harvested,no increase,yes,region_6,2023,
croaker,Curvina golfina,Cynoscion othonopterus,maximally harvested,no increase,yes,region_7,2023,
croaker,Curvina golfina,Cynoscion othonopterus,NA,NA,no,region_8,2023,
croaker,Curvina golfina,Cynoscion othonopterus,NA,NA,no,region_9,2023,
tuna,Dorado,Coryphaena hippurus,unclear,NA,yes,region_1,2023,sports fishing
tuna,Dorado,Coryphaena hippurus,unclear,NA,yes,region_2,2023,sports fishing
tuna,Dorado,Coryphaena hippurus,unclear,NA,yes,region_3,2023,sports fishing
tuna,Dorado,Coryphaena hippurus,unclear,NA,yes,region_4,2023,sports fishing
tuna,Dorado,Coryphaena hippurus,NA,NA,no,region_5,2023,sports fishing
tuna,Dorado,Coryphaena hippurus,NA,NA,no,region_6,2023,sports fishing
tuna,Dorado,Coryphaena hippurus,NA,NA,no,region_7,2023,sports fishing
tuna,Dorado,Coryphaena hippurus,unclear,NA,yes,region_8,2023,sports fishing
tuna,Dorado,Coryphaena hippurus,unclear,NA,yes,region_9,2023,sports fishing
tuna,Marlin rayado,Kajikia audax,unclear,NA,yes,region_1,2023,sports fishing
tuna,Marlin rayado,Kajikia audax,unclear,NA,yes,region_2,2023,sports fishing
tuna,Marlin rayado,Kajikia audax,unclear,NA,yes,region_3,2023,sports fishing
tuna,Marlin rayado,Kajikia audax,unclear,NA,yes,region_4,2023,sports fishing
tuna,Marlin rayado,Kajikia audax,NA,NA,no,region_5,2023,sports fishing
tuna,Marlin rayado,Kajikia audax,NA,NA,no,region_6,2023,sports fishing
tuna,Marlin rayado,Kajikia audax,NA,NA,no,region_7,2023,sports fishing
tuna,Marlin rayado,Kajikia audax,unclear,NA,yes,region_8,2023,sports fishing
tuna,Marlin rayado,Kajikia audax,unclear,NA,yes,region_9,2023,sports fishing
tuna,Marlin negro,Istiompax indica,unclear,NA,yes,region_1,2023,sports fishing
tuna,Marlin negro,Istiompax indica,unclear,NA,yes,region_2,2023,sports fishing
tuna,Marlin negro,Istiompax indica,unclear,NA,yes,region_3,2023,sports fishing
tuna,Marlin negro,Istiompax indica,unclear,NA,yes,region_4,2023,sports fishing
tuna,Marlin negro,Istiompax indica,NA,NA,no,region_5,2023,sports fishing
tuna,Marlin negro,Istiompax indica,NA,NA,no,region_6,2023,sports fishing
tuna,Marlin negro,Istiompax indica,NA,NA,no,region_7,2023,sports fishing
tuna,Marlin negro,Istiompax indica,unclear,NA,yes,region_8,2023,sports fishing
tuna,Marlin negro,Istiompax indica,unclear,NA,yes,region_9,2023,sports fishing
tuna,Marlin azul,Makaira mazara,unclear,NA,yes,region_1,2023,sports fishing
tuna,Marlin azul,Makaira mazara,unclear,NA,yes,region_2,2023,sports fishing
tuna,Marlin azul,Makaira mazara,unclear,NA,yes,region_3,2023,sports fishing
tuna,Marlin azul,Makaira mazara,unclear,NA,yes,region_4,2023,sports fishing
tuna,Marlin azul,Makaira mazara,NA,NA,no,region_5,2023,sports fishing
tuna,Marlin azul,Makaira mazara,NA,NA,no,region_6,2023,sports fishing
tuna,Marlin azul,Makaira mazara,NA,NA,no,region_7,2023,sports fishing
tuna,Marlin azul,Makaira mazara,unclear,NA,yes,region_8,2023,sports fishing
tuna,Marlin azul,Makaira mazara,unclear,NA,yes,region_9,2023,sports fishing
tuna,Pez vela,Istiophorus platypterus,unclear,NA,yes,region_1,2023,sports fishing
tuna,Pez vela,Istiophorus platypterus,unclear,NA,yes,region_2,2023,sports fishing
tuna,Pez vela,Istiophorus platypterus,unclear,NA,yes,region_3,2023,sports fishing
tuna,Pez vela,Istiophorus platypterus,unclear,NA,yes,region_4,2023,sports fishing
tuna,Pez vela,Istiophorus platypterus,NA,NA,no,region_5,2023,sports fishing
tuna,Pez vela,Istiophorus platypterus,NA,NA,no,region_6,2023,sports fishing
tuna,Pez vela,Istiophorus platypterus,NA,NA,no,region_7,2023,sports fishing
tuna,Pez vela,Istiophorus platypterus,unclear,NA,yes,region_8,2023,sports fishing
tuna,Pez vela,Istiophorus platypterus,unclear,NA,yes,region_9,2023,sports fishing
urchins,Erizo rojo,Strongylocentrotus franciscanus,deteriorating,decrease,yes,region_1,2023,
urchins,Erizo rojo,Strongylocentrotus franciscanus,deteriorating,decrease,yes,region_2,2023,
urchins,Erizo rojo,Strongylocentrotus franciscanus,unclear,NA,yes,region_3,2023,
urchins,Erizo rojo,Strongylocentrotus franciscanus,unclear,NA,yes,region_4,2023,
urchins,Erizo rojo,Strongylocentrotus franciscanus,NA,NA,no,region_5,2023,
urchins,Erizo rojo,Strongylocentrotus franciscanus,NA,NA,no,region_6,2023,
urchins,Erizo rojo,Strongylocentrotus franciscanus,NA,NA,no,region_7,2023,
urchins,Erizo rojo,Strongylocentrotus franciscanus,NA,NA,no,region_8,2023,
urchins,Erizo rojo,Strongylocentrotus franciscanus,NA,NA,no,region_9,2023,
urchins,Erizo morado,Strongylocentrotus purpuratus,development potential,increase,yes,region_1,2023,
urchins,Erizo morado,Strongylocentrotus purpuratus,development potential,increase,yes,region_2,2023,
urchins,Erizo morado,Strongylocentrotus purpuratus,unclear,NA,yes,region_3,2023,
urchins,Erizo morado,Strongylocentrotus purpuratus,unclear,NA,yes,region_4,2023,
urchins,Erizo morado,Strongylocentrotus purpuratus,NA,NA,no,region_5,2023,
urchins,Erizo morado,Strongylocentrotus purpuratus,NA,NA,no,region_6,2023,
urchins,Erizo morado,Strongylocentrotus purpuratus,NA,NA,no,region_7,2023,
urchins,Erizo morado,Strongylocentrotus purpuratus,NA,NA,no,region_8,2023,
urchins,Erizo morado,Strongylocentrotus purpuratus,NA,NA,no,region_9,2023,
snapper,Huachinango del Pacífico,Lutjanus peru,maximally harvested,no increase,yes,region_1,2023,
snapper,Huachinango del Pacífico,Lutjanus peru,maximally harvested,no increase,yes,region_2,2023,
snapper,Huachinango del Pacífico,Lutjanus peru,maximally harvested,no increase,yes,region_3,2023,
snapper,Huachinango del Pacífico,Lutjanus peru,maximally harvested,no increase,yes,region_4,2023,
snapper,Huachinango del Pacífico,Lutjanus peru,maximally harvested,no increase,yes,region_5,2023,
snapper,Huachinango del Pacífico,Lutjanus peru,maximally harvested,no increase,yes,region_6,2023,
snapper,Huachinango del Pacífico,Lutjanus peru,maximally harvested,no increase,yes,region_7,2023,
snapper,Huachinango del Pacífico,Lutjanus peru,maximally harvested,no increase,yes,region_8,2023,
snapper,Huachinango del Pacífico,Lutjanus peru,maximally harvested,no increase,yes,region_9,2023,
snapper,"Pargo lunarejo, flamenco",Lutjanus guttatus,maximally harvested,no increase,yes,region_1,2023,
snapper,"Pargo lunarejo, flamenco",Lutjanus guttatus,maximally harvested,no increase,yes,region_2,2023,
snapper,"Pargo lunarejo, flamenco",Lutjanus guttatus,maximally harvested,no increase,yes,region_3,2023,
snapper,"Pargo lunarejo, flamenco",Lutjanus guttatus,maximally harvested,no increase,yes,region_4,2023,
snapper,"Pargo lunarejo, flamenco",Lutjanus guttatus,maximally harvested,no increase,yes,region_5,2023,
snapper,"Pargo lunarejo, flamenco",Lutjanus guttatus,maximally harvested,no increase,yes,region_6,2023,
snapper,"Pargo lunarejo, flamenco",Lutjanus guttatus,maximally harvested,no increase,yes,region_7,2023,
snapper,"Pargo lunarejo, flamenco",Lutjanus guttatus,maximally harvested,no increase,yes,region_8,2023,
snapper,"Pargo lunarejo, flamenco",Lutjanus guttatus,maximally harvested,no increase,yes,region_9,2023,
snapper,"Pargo amarillo, coyotillo, alazán, clavellino",Lutjanus argentiventris,maximally harvested,no increase,yes,region_1,2023,
snapper,"Pargo amarillo, coyotillo, alazán, clavellino",Lutjanus argentiventris,maximally harvested,no increase,yes,region_2,2023,
snapper,"Pargo amarillo, coyotillo, alazán, clavellino",Lutjanus argentiventris,maximally harvested,no increase,yes,region_3,2023,
snapper,"Pargo amarillo, coyotillo, alazán, clavellino",Lutjanus argentiventris,maximally harvested,no increase,yes,region_4,2023,
snapper,"Pargo amarillo, coyotillo, alazán, clavellino",Lutjanus argentiventris,maximally harvested,no increase,yes,region_5,2023,
snapper,"Pargo amarillo, coyotillo, alazán, clavellino",Lutjanus argentiventris,maximally harvested,no increase,yes,region_6,2023,
snapper,"Pargo amarillo, coyotillo, alazán, clavellino",Lutjanus argentiventris,maximally harvested,no increase,yes,region_7,2023,
snapper,"Pargo amarillo, coyotillo, alazán, clavellino",Lutjanus argentiventris,maximally harvested,no increase,yes,region_8,2023,
snapper,"Pargo amarillo, coyotillo, alazán, clavellino",Lutjanus argentiventris,maximally harvested,no increase,yes,region_9,2023,
snapper,Pargo colmillón o mulato,Lutjanus novemfasciatus,maximally harvested,no increase,yes,region_1,2023,
snapper,Pargo colmillón o mulato,Lutjanus novemfasciatus,maximally harvested,no increase,yes,region_2,2023,
snapper,Pargo colmillón o mulato,Lutjanus novemfasciatus,maximally harvested,no increase,yes,region_3,2023,
snapper,Pargo colmillón o mulato,Lutjanus novemfasciatus,maximally harvested,no increase,yes,region_4,2023,
snapper,Pargo colmillón o mulato,Lutjanus novemfasciatus,maximally harvested,no increase,yes,region_5,2023,
snapper,Pargo colmillón o mulato,Lutjanus novemfasciatus,maximally harvested,no increase,yes,region_6,2023,
snapper,Pargo colmillón o mulato,Lutjanus novemfasciatus,maximally harvested,no increase,yes,region_7,2023,
snapper,Pargo colmillón o mulato,Lutjanus novemfasciatus,maximally harvested,no increase,yes,region_8,2023,
snapper,Pargo colmillón o mulato,Lutjanus novemfasciatus,maximally harvested,no increase,yes,region_9,2023,
snapper,"Pargo colorado, pargo listoncillo",Lutjanus colorado,maximally harvested,no increase,yes,region_1,2023,
snapper,"Pargo colorado, pargo listoncillo",Lutjanus colorado,maximally harvested,no increase,yes,region_2,2023,
snapper,"Pargo colorado, pargo listoncillo",Lutjanus colorado,maximally harvested,no increase,yes,region_3,2023,
snapper,"Pargo colorado, pargo listoncillo",Lutjanus colorado,maximally harvested,no increase,yes,region_4,2023,
snapper,"Pargo colorado, pargo listoncillo",Lutjanus colorado,maximally harvested,no increase,yes,region_5,2023,
snapper,"Pargo colorado, pargo listoncillo",Lutjanus colorado,maximally harvested,no increase,yes,region_6,2023,
snapper,"Pargo colorado, pargo listoncillo",Lutjanus colorado,maximally harvested,no increase,yes,region_7,2023,
snapper,"Pargo colorado, pargo listoncillo",Lutjanus colorado,maximally harvested,no increase,yes,region_8,2023,
snapper,"Pargo colorado, pargo listoncillo",Lutjanus colorado,maximally harvested,no increase,yes,region_9,2023,
snapper,Pargo rabirrubia,Lutjanus inermis,maximally harvested,no increase,yes,region_1,2023,
snapper,Pargo rabirrubia,Lutjanus inermis,maximally harvested,no increase,yes,region_2,2023,
snapper,Pargo rabirrubia,Lutjanus inermis,maximally harvested,no increase,yes,region_3,2023,
snapper,Pargo rabirrubia,Lutjanus inermis,maximally harvested,no increase,yes,region_4,2023,
snapper,Pargo rabirrubia,Lutjanus inermis,maximally harvested,no increase,yes,region_5,2023,
snapper,Pargo rabirrubia,Lutjanus inermis,maximally harvested,no increase,yes,region_6,2023,
snapper,Pargo rabirrubia,Lutjanus inermis,maximally harvested,no increase,yes,region_7,2023,
snapper,Pargo rabirrubia,Lutjanus inermis,maximally harvested,no increase,yes,region_8,2023,
snapper,Pargo rabirrubia,Lutjanus inermis,maximally harvested,no increase,yes,region_9,2023,
snapper,"Pargo azul-dorado, pargo rayado, sol de China",Lutjanus viridis,maximally harvested,no increase,yes,region_1,2023,
snapper,"Pargo azul-dorado, pargo rayado, sol de China",Lutjanus viridis,maximally harvested,no increase,yes,region_2,2023,
snapper,"Pargo azul-dorado, pargo rayado, sol de China",Lutjanus viridis,maximally harvested,no increase,yes,region_3,2023,
snapper,"Pargo azul-dorado, pargo rayado, sol de China",Lutjanus viridis,maximally harvested,no increase,yes,region_4,2023,
snapper,"Pargo azul-dorado, pargo rayado, sol de China",Lutjanus viridis,maximally harvested,no increase,yes,region_5,2023,
snapper,"Pargo azul-dorado, pargo rayado, sol de China",Lutjanus viridis,maximally harvested,no increase,yes,region_6,2023,
snapper,"Pargo azul-dorado, pargo rayado, sol de China",Lutjanus viridis,maximally harvested,no increase,yes,region_7,2023,
snapper,"Pargo azul-dorado, pargo rayado, sol de China",Lutjanus viridis,maximally harvested,no increase,yes,region_8,2023,
snapper,"Pargo azul-dorado, pargo rayado, sol de China",Lutjanus viridis,maximally harvested,no increase,yes,region_9,2023,
snapper,"Pargo coconaco, tecomate",Hoplopagrus guentherii,maximally harvested,no increase,yes,region_1,2023,
snapper,"Pargo coconaco, tecomate",Hoplopagrus guentherii,maximally harvested,no increase,yes,region_2,2023,
snapper,"Pargo coconaco, tecomate",Hoplopagrus guentherii,maximally harvested,no increase,yes,region_3,2023,
snapper,"Pargo coconaco, tecomate",Hoplopagrus guentherii,maximally harvested,no increase,yes,region_4,2023,
snapper,"Pargo coconaco, tecomate",Hoplopagrus guentherii,maximally harvested,no increase,yes,region_5,2023,
snapper,"Pargo coconaco, tecomate",Hoplopagrus guentherii,maximally harvested,no increase,yes,region_6,2023,
snapper,"Pargo coconaco, tecomate",Hoplopagrus guentherii,maximally harvested,no increase,yes,region_7,2023,
snapper,"Pargo coconaco, tecomate",Hoplopagrus guentherii,maximally harvested,no increase,yes,region_8,2023,
snapper,"Pargo coconaco, tecomate",Hoplopagrus guentherii,maximally harvested,no increase,yes,region_9,2023,
snapper,"Pargo raicero, pargo de manglar",Lutjanus aratus ,maximally harvested,no increase,yes,region_1,2023,
snapper,"Pargo raicero, pargo de manglar",Lutjanus aratus ,maximally harvested,no increase,yes,region_2,2023,
snapper,"Pargo raicero, pargo de manglar",Lutjanus aratus ,maximally harvested,no increase,yes,region_3,2023,
snapper,"Pargo raicero, pargo de manglar",Lutjanus aratus ,maximally harvested,no increase,yes,region_4,2023,
snapper,"Pargo raicero, pargo de manglar",Lutjanus aratus ,maximally harvested,no increase,yes,region_5,2023,
snapper,"Pargo raicero, pargo de manglar",Lutjanus aratus ,maximally harvested,no increase,yes,region_6,2023,
snapper,"Pargo raicero, pargo de manglar",Lutjanus aratus ,maximally harvested,no increase,yes,region_7,2023,
snapper,"Pargo raicero, pargo de manglar",Lutjanus aratus ,maximally harvested,no increase,yes,region_8,2023,
snapper,"Pargo raicero, pargo de manglar",Lutjanus aratus ,maximally harvested,no increase,yes,region_9,2023,
crab,"Jaiba verde, guerrera, café, jaibón",Callinectes bellicosus,unclear,NA,yes,region_1,2023,
crab,"Jaiba verde, guerrera, café, jaibón",Callinectes bellicosus,unclear,NA,yes,region_2,2023,
crab,"Jaiba verde, guerrera, café, jaibón",Callinectes bellicosus,maximally harvested,no increase,yes,region_3,2023,
crab,"Jaiba verde, guerrera, café, jaibón",Callinectes bellicosus,maximally harvested,no increase,yes,region_4,2023,
crab,"Jaiba verde, guerrera, café, jaibón",Callinectes bellicosus,maximally harvested,no increase,yes,region_5,2023,
crab,"Jaiba verde, guerrera, café, jaibón",Callinectes bellicosus,maximally harvested,no increase,yes,region_6,2023,
crab,"Jaiba verde, guerrera, café, jaibón",Callinectes bellicosus,maximally harvested,no increase,yes,region_7,2023,
crab,"Jaiba verde, guerrera, café, jaibón",Callinectes bellicosus,maximally harvested,no increase,yes,region_8,2023,
crab,"Jaiba verde, guerrera, café, jaibón",Callinectes bellicosus,unclear,NA,yes,region_9,2023,
crab,Jaiba azul o jaiba cuata,Callinectes arcuatus,NA,NA,no,region_1,2023,
crab,Jaiba azul o jaiba cuata,Callinectes arcuatus,NA,NA,no,region_2,2023,
crab,Jaiba azul o jaiba cuata,Callinectes arcuatus,NA,NA,no,region_3,2023,
crab,Jaiba azul o jaiba cuata,Callinectes arcuatus,NA,NA,no,region_4,2023,
crab,Jaiba azul o jaiba cuata,Callinectes arcuatus,maximally harvested,no increase,yes,region_5,2023,
crab,Jaiba azul o jaiba cuata,Callinectes arcuatus,maximally harvested,no increase,yes,region_6,2023,
crab,Jaiba azul o jaiba cuata,Callinectes arcuatus,maximally harvested,no increase,yes,region_7,2023,
crab,Jaiba azul o jaiba cuata,Callinectes arcuatus,maximally harvested,no increase,yes,region_8,2023,
crab,Jaiba azul o jaiba cuata,Callinectes arcuatus,unclear,NA,yes,region_9,2023,
crab,"Jaiba negra, gigante o guacho",Callinectes toxotes ,NA,NA,no,region_1,2023,
crab,"Jaiba negra, gigante o guacho",Callinectes toxotes ,NA,NA,no,region_2,2023,
crab,"Jaiba negra, gigante o guacho",Callinectes toxotes ,NA,NA,no,region_3,2023,
crab,"Jaiba negra, gigante o guacho",Callinectes toxotes ,NA,NA,no,region_4,2023,
crab,"Jaiba negra, gigante o guacho",Callinectes toxotes ,maximally harvested,no increase,yes,region_5,2023,
crab,"Jaiba negra, gigante o guacho",Callinectes toxotes ,maximally harvested,no increase,yes,region_6,2023,
crab,"Jaiba negra, gigante o guacho",Callinectes toxotes ,maximally harvested,no increase,yes,region_7,2023,
crab,"Jaiba negra, gigante o guacho",Callinectes toxotes ,maximally harvested,no increase,yes,region_8,2023,
crab,"Jaiba negra, gigante o guacho",Callinectes toxotes ,unclear,NA,yes,region_9,2023,
lobster,Langosta azul o negra,Panulirus inflatus,NA,NA,no,region_1,2023,
lobster,Langosta azul o negra,Panulirus inflatus,NA,NA,no,region_2,2023,
lobster,Langosta azul o negra,Panulirus inflatus,NA,NA,no,region_3,2023,
lobster,Langosta azul o negra,Panulirus inflatus,NA,NA,no,region_4,2023,
lobster,Langosta azul o negra,Panulirus inflatus,development potential,increase,yes,region_5,2023,
lobster,Langosta azul o negra,Panulirus inflatus,development potential,increase,yes,region_6,2023,
lobster,Langosta azul o negra,Panulirus inflatus,development potential,increase,yes,region_7,2023,
lobster,Langosta azul o negra,Panulirus inflatus,maximally harvested,no increase,yes,region_8,2023,
lobster,Langosta azul o negra,Panulirus inflatus,maximally harvested,no increase,yes,region_9,2023,"Nayarit has development potential, but went with the average"
lobster,Langosta verde o güera,Panulirus gracilis ,NA,NA,no,region_1,2023,
lobster,Langosta verde o güera,Panulirus gracilis ,NA,NA,no,region_2,2023,
lobster,Langosta verde o güera,Panulirus gracilis ,NA,NA,no,region_3,2023,
lobster,Langosta verde o güera,Panulirus gracilis ,NA,NA,no,region_4,2023,
lobster,Langosta verde o güera,Panulirus gracilis ,development potential,increase,yes,region_5,2023,
lobster,Langosta verde o güera,Panulirus gracilis ,development potential,increase,yes,region_6,2023,
lobster,Langosta verde o güera,Panulirus gracilis ,development potential,increase,yes,region_7,2023,
lobster,Langosta verde o güera,Panulirus gracilis ,maximally harvested,no increase,yes,region_8,2023,
lobster,Langosta verde o güera,Panulirus gracilis ,maximally harvested,no increase,yes,region_9,2023,"Nayarit has development potential, but went with the average"
prawn,"Langostino, camarón moya",Macrobrachium tenellum,NA,NA,no,region_1,2023,
prawn,"Langostino, camarón moya",Macrobrachium tenellum,NA,NA,no,region_2,2023,
prawn,"Langostino, camarón moya",Macrobrachium tenellum,NA,NA,no,region_3,2023,
prawn,"Langostino, camarón moya",Macrobrachium tenellum,NA,NA,no,region_4,2023,
prawn,"Langostino, camarón moya",Macrobrachium tenellum,NA,NA,no,region_5,2023,
prawn,"Langostino, camarón moya",Macrobrachium tenellum,NA,NA,no,region_6,2023,
prawn,"Langostino, camarón moya",Macrobrachium tenellum,NA,NA,no,region_7,2023,
prawn,"Langostino, camarón moya",Macrobrachium tenellum,maximally harvested,no increase,yes,region_8,2023,
prawn,"Langostino, camarón moya",Macrobrachium tenellum,NA,NA,no,region_9,2023,
prawn,Langostino o cauke,Macrobrachium americanum,NA,NA,no,region_1,2023,
prawn,Langostino o cauke,Macrobrachium americanum,NA,NA,no,region_2,2023,
prawn,Langostino o cauke,Macrobrachium americanum,NA,NA,no,region_3,2023,
prawn,Langostino o cauke,Macrobrachium americanum,NA,NA,no,region_4,2023,
prawn,Langostino o cauke,Macrobrachium americanum,NA,NA,no,region_5,2023,
prawn,Langostino o cauke,Macrobrachium americanum,NA,NA,no,region_6,2023,
prawn,Langostino o cauke,Macrobrachium americanum,NA,NA,no,region_7,2023,
