group,common_name,scientific_name,status,control,range,OHI_region,carta_year,notes
shark,Cornuda o tiburón martillocomún,Sphyrna lewini ,maximally harvested,no increase,yes,region_8,2023,
shark,Cornuda o tiburón martillocomún,Sphyrna lewini ,maximally harvested,no increase,yes,region_9,2023,
shark,Cornuda prieta,Sphyrna zygaena,maximally harvested,no increase,yes,region_1,2023,
shark,Cornuda prieta,Sphyrna zygaena,maximally harvested,no increase,yes,region_2,2023,
shark,Cornuda prieta,Sphyrna zygaena,maximally harvested,no increase,yes,region_3,2023,
shark,Cornuda prieta,Sphyrna zygaena,maximally harvested,no increase,yes,region_4,2023,
shark,Cornuda prieta,Sphyrna zygaena,maximally harvested,no increase,yes,region_5,2023,
shark,Cornuda prieta,Sphyrna zygaena,maximally harvested,no increase,yes,region_6,2023,
shark,Cornuda prieta,Sphyrna zygaena,maximally harvested,no increase,yes,region_7,2023,
shark,Cornuda prieta,Sphyrna zygaena,maximally harvested,no increase,yes,region_8,2023,
shark,Cornuda prieta,Sphyrna zygaena,maximally harvested,no increase,yes,region_9,2023,
shark,Tiburón sedoso o tunero,Carcharhinus falciformis,maximally harvested,no increase,yes,region_1,2023,
shark,Tiburón sedoso o tunero,Carcharhinus falciformis,maximally harvested,no increase,yes,region_2,2023,
shark,Tiburón sedoso o tunero,Carcharhinus falciformis,maximally harvested,no increase,yes,region_3,2023,
shark,Tiburón sedoso o tunero,Carcharhinus falciformis,maximally harvested,no increase,yes,region_4,2023,
shark,Tiburón sedoso o tunero,Carcharhinus falciformis,maximally harvested,no increase,yes,region_5,2023,
shark,Tiburón sedoso o tunero,Carcharhinus falciformis,maximally harvested,no increase,yes,region_6,2023,
shark,Tiburón sedoso o tunero,Carcharhinus falciformis,maximally harvested,no increase,yes,region_7,2023,
shark,Tiburón sedoso o tunero,Carcharhinus falciformis,maximally harvested,no increase,yes,region_8,2023,
shark,Tiburón sedoso o tunero,Carcharhinus falciformis,maximally harvested,no increase,yes,region_9,2023,
shark,Tiburón zarco,Carcharhinus galapagensis,maximally harvested,no increase,yes,region_1,2023,
shark,Tiburón zarco,Carcharhinus galapagensis,maximally harvested,no increase,yes,region_2,2023,
shark,Tiburón zarco,Carcharhinus galapagensis,maximally harvested,no increase,yes,region_3,2023,
shark,Tiburón zarco,Carcharhinus galapagensis,maximally harvested,no increase,yes,region_4,2023,
shark,Tiburón zarco,Carcharhinus galapagensis,maximally harvested,no increase,yes,region_5,2023,
shark,Tiburón zarco,Carcharhinus galapagensis,maximally harvested,no increase,yes,region_6,2023,
shark,Tiburón zarco,Carcharhinus galapagensis,maximally harvested,no increase,yes,region_7,2023,
shark,Tiburón zarco,Carcharhinus galapagensis,maximally harvested,no increase,yes,region_8,2023,
shark,Tiburón zarco,Carcharhinus galapagensis,maximally harvested,no increase,yes,region_9,2023,
shark,Tiburón vitamínico,Galeorhinus galeus ,maximally harvested,no increase,yes,region_1,2023,
shark,Tiburón vitamínico,Galeorhinus galeus ,maximally harvested,no increase,yes,region_2,2023,
shark,Tiburón vitamínico,Galeorhinus galeus ,maximally harvested,no increase,yes,region_3,2023,
shark,Tiburón vitamínico,Galeorhinus galeus ,maximally harvested,no increase,yes,region_4,2023,
shark,Tiburón vitamínico,Galeorhinus galeus ,maximally harvested,no increase,yes,region_5,2023,
shark,Tiburón vitamínico,Galeorhinus galeus ,maximally harvested,no increase,yes,region_6,2023,
shark,Tiburón vitamínico,Galeorhinus galeus ,maximally harvested,no increase,yes,region_7,2023,
shark,Tiburón vitamínico,Galeorhinus galeus ,maximally harvested,no increase,yes,region_8,2023,
shark,Tiburón vitamínico,Galeorhinus galeus ,maximally harvested,no increase,yes,region_9,2023,
shark,Tiburón volador,Carcharhinus limbatus,maximally harvested,no increase,yes,region_1,2023,
shark,Tiburón volador,Carcharhinus limbatus,maximally harvested,no increase,yes,region_2,2023,
shark,Tiburón volador,Carcharhinus limbatus,maximally harvested,no increase,yes,region_3,2023,
shark,Tiburón volador,Carcharhinus limbatus,maximally harvested,no increase,yes,region_4,2023,
shark,Tiburón volador,Carcharhinus limbatus,maximally harvested,no increase,yes,region_5,2023,
shark,Tiburón volador,Carcharhinus limbatus,maximally harvested,no increase,yes,region_6,2023,
shark,Tiburón volador,Carcharhinus limbatus,maximally harvested,no increase,yes,region_7,2023,
shark,Tiburón volador,Carcharhinus limbatus,maximally harvested,no increase,yes,region_8,2023,
shark,Tiburón volador,Carcharhinus limbatus,maximally harvested,no increase,yes,region_9,2023,
shark,Cazón bironche o coyotillo,Rhizoprionodon longurio,maximally harvested,no increase,yes,region_1,2023,
shark,Cazón bironche o coyotillo,Rhizoprionodon longurio,maximally harvested,no increase,yes,region_2,2023,
shark,Cazón bironche o coyotillo,Rhizoprionodon longurio,maximally harvested,no increase,yes,region_3,2023,
shark,Cazón bironche o coyotillo,Rhizoprionodon longurio,maximally harvested,no increase,yes,region_4,2023,
shark,Cazón bironche o coyotillo,Rhizoprionodon longurio,maximally harvested,no increase,yes,region_5,2023,
shark,Cazón bironche o coyotillo,Rhizoprionodon longurio,maximally harvested,no increase,yes,region_6,2023,
shark,Cazón bironche o coyotillo,Rhizoprionodon longurio,maximally harvested,no increase,yes,region_7,2023,
shark,Cazón bironche o coyotillo,Rhizoprionodon longurio,maximally harvested,no increase,yes,region_8,2023,
shark,Cazón bironche o coyotillo,Rhizoprionodon longurio,maximally harvested,no increase,yes,region_9,2023,
shark,Tiburón cueroduro,Carcharhinus porosus ,maximally harvested,no increase,yes,region_1,2023,
shark,Tiburón cueroduro,Carcharhinus porosus ,maximally harvested,no increase,yes,region_2,2023,
shark,Tiburón cueroduro,Carcharhinus porosus ,maximally harvested,no increase,yes,region_3,2023,
shark,Tiburón cueroduro,Carcharhinus porosus ,maximally harvested,no increase,yes,region_4,2023,
shark,Tiburón cueroduro,Carcharhinus porosus ,maximally harvested,no increase,yes,region_5,2023,
shark,Tiburón cueroduro,Carcharhinus porosus ,maximally harvested,no increase,yes,region_6,2023,
shark,Tiburón cueroduro,Carcharhinus porosus ,maximally harvested,no increase,yes,region_7,2023,
shark,Tiburón cueroduro,Carcharhinus porosus ,maximally harvested,no increase,yes,region_8,2023,
shark,Tiburón cueroduro,Carcharhinus porosus ,maximally harvested,no increase,yes,region_9,2023,
shark,Tiburón gata,Gynglymostoma unami,maximally harvested,no increase,yes,region_1,2023,
shark,Tiburón gata,Gynglymostoma unami,maximally harvested,no increase,yes,region_2,2023,
shark,Tiburón gata,Gynglymostoma unami,maximally harvested,no increase,yes,region_3,2023,
shark,Tiburón gata,Gynglymostoma unami,maximally harvested,no increase,yes,region_4,2023,
shark,Tiburón gata,Gynglymostoma unami,maximally harvested,no increase,yes,region_5,2023,
shark,Tiburón gata,Gynglymostoma unami,maximally harvested,no increase,yes,region_6,2023,
shark,Tiburón gata,Gynglymostoma unami,maximally harvested,no increase,yes,region_7,2023,
shark,Tiburón gata,Gynglymostoma unami,maximally harvested,no increase,yes,region_8,2023,
shark,Tiburón gata,Gynglymostoma unami,maximally harvested,no increase,yes,region_9,2023,
shark,Tiburón tigre,Galeocerdo cuvier ,maximally harvested,no increase,yes,region_1,2023,
shark,Tiburón tigre,Galeocerdo cuvier ,maximally harvested,no increase,yes,region_2,2023,
shark,Tiburón tigre,Galeocerdo cuvier ,maximally harvested,no increase,yes,region_3,2023,
shark,Tiburón tigre,Galeocerdo cuvier ,maximally harvested,no increase,yes,region_4,2023,
shark,Tiburón tigre,Galeocerdo cuvier ,maximally harvested,no increase,yes,region_5,2023,
shark,Tiburón tigre,Galeocerdo cuvier ,maximally harvested,no increase,yes,region_6,2023,
shark,Tiburón tigre,Galeocerdo cuvier ,maximally harvested,no increase,yes,region_7,2023,
shark,Tiburón tigre,Galeocerdo cuvier ,maximally harvested,no increase,yes,region_8,2023,
shark,Tiburón tigre,Galeocerdo cuvier ,maximally harvested,no increase,yes,region_9,2023,
shark,Cornuda gigante,Sphyrna mokarran,maximally harvested,no increase,yes,region_1,2023,
shark,Cornuda gigante,Sphyrna mokarran,maximally harvested,no increase,yes,region_2,2023,
shark,Cornuda gigante,Sphyrna mokarran,maximally harvested,no increase,yes,region_3,2023,
shark,Cornuda gigante,Sphyrna mokarran,maximally harvested,no increase,yes,region_4,2023,
shark,Cornuda gigante,Sphyrna mokarran,maximally harvested,no increase,yes,region_5,2023,
shark,Cornuda gigante,Sphyrna mokarran,maximally harvested,no increase,yes,region_6,2023,
shark,Cornuda gigante,Sphyrna mokarran,maximally harvested,no increase,yes,region_7,2023,
shark,Cornuda gigante,Sphyrna mokarran,maximally harvested,no increase,yes,region_8,2023,
shark,Cornuda gigante,Sphyrna mokarran,maximally harvested,no increase,yes,region_9,2023,
shark,Tiburón chato o toro,Carcharhinus leucas ,maximally harvested,no increase,yes,region_1,2023,
shark,Tiburón chato o toro,Carcharhinus leucas ,maximally harvested,no increase,yes,region_2,2023,
shark,Tiburón chato o toro,Carcharhinus leucas ,maximally harvested,no increase,yes,region_3,2023,
shark,Tiburón chato o toro,Carcharhinus leucas ,maximally harvested,no increase,yes,region_4,2023,
shark,Tiburón chato o toro,Carcharhinus leucas ,maximally harvested,no increase,yes,region_5,2023,
shark,Tiburón chato o toro,Carcharhinus leucas ,maximally harvested,no increase,yes,region_6,2023,
shark,Tiburón chato o toro,Carcharhinus leucas ,maximally harvested,no increase,yes,region_7,2023,
shark,Tiburón chato o toro,Carcharhinus leucas ,maximally harvested,no increase,yes,region_8,2023,
shark,Tiburón chato o toro,Carcharhinus leucas ,maximally harvested,no increase,yes,region_9,2023,
shark,Cazón mamón,Mustelus henlei ,maximally harvested,no increase,yes,region_1,2023,
shark,Cazón mamón,Mustelus henlei ,maximally harvested,no increase,yes,region_2,2023,
shark,Cazón mamón,Mustelus henlei ,maximally harvested,no increase,yes,region_3,2023,
shark,Cazón mamón,Mustelus henlei ,maximally harvested,no increase,yes,region_4,2023,
shark,Cazón mamón,Mustelus henlei ,maximally harvested,no increase,yes,region_5,2023,
shark,Cazón mamón,Mustelus henlei ,maximally harvested,no increase,yes,region_6,2023,
shark,Cazón mamón,Mustelus henlei ,maximally harvested,no increase,yes,region_7,2023,
shark,Cazón mamón,Mustelus henlei ,maximally harvested,no increase,yes,region_8,2023,
shark,Cazón mamón,Mustelus henlei ,maximally harvested,no increase,yes,region_9,2023,
shark,Cazón mamón,Mustelus albipinnis,maximally harvested,no increase,yes,region_1,2023,
shark,Cazón mamón,Mustelus albipinnis,maximally harvested,no increase,yes,region_2,2023,
shark,Cazón mamón,Mustelus albipinnis,maximally harvested,no increase,yes,region_3,2023,
shark,Cazón mamón,Mustelus albipinnis,maximally harvested,no increase,yes,region_4,2023,
shark,Cazón mamón,Mustelus albipinnis,maximally harvested,no increase,yes,region_5,2023,
shark,Cazón mamón,Mustelus albipinnis,maximally harvested,no increase,yes,region_6,2023,
shark,Cazón mamón,Mustelus albipinnis,maximally harvested,no increase,yes,region_7,2023,
shark,Cazón mamón,Mustelus albipinnis,maximally harvested,no increase,yes,region_8,2023,
shark,Cazón mamón,Mustelus albipinnis,maximally harvested,no increase,yes,region_9,2023,
shark,Cazón mamón,Mustelus lunulatus ,maximally harvested,no increase,yes,region_1,2023,
shark,Cazón mamón,Mustelus lunulatus ,maximally harvested,no increase,yes,region_2,2023,
shark,Cazón mamón,Mustelus lunulatus ,maximally harvested,no increase,yes,region_3,2023,
shark,Cazón mamón,Mustelus lunulatus ,maximally harvested,no increase,yes,region_4,2023,
shark,Cazón mamón,Mustelus lunulatus ,maximally harvested,no increase,yes,region_5,2023,
shark,Cazón mamón,Mustelus lunulatus ,maximally harvested,no increase,yes,region_6,2023,
shark,Cazón mamón,Mustelus lunulatus ,maximally harvested,no increase,yes,region_7,2023,
shark,Cazón mamón,Mustelus lunulatus ,maximally harvested,no increase,yes,region_8,2023,
shark,Cazón mamón,Mustelus lunulatus ,maximally harvested,no increase,yes,region_9,2023,
shark,Cazón mamón,Mustelus californicus,maximally harvested,no increase,yes,region_1,2023,
shark,Cazón mamón,Mustelus californicus,maximally harvested,no increase,yes,region_2,2023,
shark,Cazón mamón,Mustelus californicus,maximally harvested,no increase,yes,region_3,2023,
shark,Cazón mamón,Mustelus californicus,maximally harvested,no increase,yes,region_4,2023,
shark,Cazón mamón,Mustelus californicus,maximally harvested,no increase,yes,region_5,2023,
shark,Cazón mamón,Mustelus californicus,maximally harvested,no increase,yes,region_6,2023,
shark,Cazón mamón,Mustelus californicus,maximally harvested,no increase,yes,region_7,2023,
shark,Cazón mamón,Mustelus californicus,maximally harvested,no increase,yes,region_8,2023,
shark,Cazón mamón,Mustelus californicus,maximally harvested,no increase,yes,region_9,2023,
shark,Tiburón colorado o cobrizo,Carcharhinus brachyurus,maximally harvested,no increase,yes,region_1,2023,
shark,Tiburón colorado o cobrizo,Carcharhinus brachyurus,maximally harvested,no increase,yes,region_2,2023,
shark,Tiburón colorado o cobrizo,Carcharhinus brachyurus,maximally harvested,no increase,yes,region_3,2023,
shark,Tiburón colorado o cobrizo,Carcharhinus brachyurus,maximally harvested,no increase,yes,region_4,2023,
shark,Tiburón colorado o cobrizo,Carcharhinus brachyurus,maximally harvested,no increase,yes,region_5,2023,
shark,Tiburón colorado o cobrizo,Carcharhinus brachyurus,maximally harvested,no increase,yes,region_6,2023,
shark,Tiburón colorado o cobrizo,Carcharhinus brachyurus,maximally harvested,no increase,yes,region_7,2023,
shark,Tiburón colorado o cobrizo,Carcharhinus brachyurus,maximally harvested,no increase,yes,region_8,2023,
shark,Tiburón colorado o cobrizo,Carcharhinus brachyurus,maximally harvested,no increase,yes,region_9,2023,
shark,Tiburón colorado,Carcharhinus altimus ,maximally harvested,no increase,yes,region_1,2023,
shark,Tiburón colorado,Carcharhinus altimus ,maximally harvested,no increase,yes,region_2,2023,
shark,Tiburón colorado,Carcharhinus altimus ,maximally harvested,no increase,yes,region_3,2023,
shark,Tiburón colorado,Carcharhinus altimus ,maximally harvested,no increase,yes,region_4,2023,
shark,Tiburón colorado,Carcharhinus altimus ,maximally harvested,no increase,yes,region_5,2023,
shark,Tiburón colorado,Carcharhinus altimus ,maximally harvested,no increase,yes,region_6,2023,
shark,Tiburón colorado,Carcharhinus altimus ,maximally harvested,no increase,yes,region_7,2023,
shark,Tiburón colorado,Carcharhinus altimus ,maximally harvested,no increase,yes,region_8,2023,
shark,Tiburón colorado,Carcharhinus altimus ,maximally harvested,no increase,yes,region_9,2023,
shark,Tiburón puntas blancas,Carcharhinus longimanus,maximally harvested,no increase,yes,region_1,2023,
shark,Tiburón puntas blancas,Carcharhinus longimanus,maximally harvested,no increase,yes,region_2,2023,
shark,Tiburón puntas blancas,Carcharhinus longimanus,maximally harvested,no increase,yes,region_3,2023,
shark,Tiburón puntas blancas,Carcharhinus longimanus,maximally harvested,no increase,yes,region_4,2023,
shark,Tiburón puntas blancas,Carcharhinus longimanus,maximally harvested,no increase,yes,region_5,2023,
shark,Tiburón puntas blancas,Carcharhinus longimanus,maximally harvested,no increase,yes,region_6,2023,
shark,Tiburón puntas blancas,Carcharhinus longimanus,maximally harvested,no increase,yes,region_7,2023,
shark,Tiburón puntas blancas,Carcharhinus longimanus,maximally harvested,no increase,yes,region_8,2023,
shark,Tiburón puntas blancas,Carcharhinus longimanus,maximally harvested,no increase,yes,region_9,2023,
shark,Tiburón oscuro o zarco,Carcharhinus obscurus ,maximally harvested,no increase,yes,region_1,2023,
shark,Tiburón oscuro o zarco,Carcharhinus obscurus ,maximally harvested,no increase,yes,region_2,2023,
shark,Tiburón oscuro o zarco,Carcharhinus obscurus ,maximally harvested,no increase,yes,region_3,2023,
shark,Tiburón oscuro o zarco,Carcharhinus obscurus ,maximally harvested,no increase,yes,region_4,2023,
shark,Tiburón oscuro o zarco,Carcharhinus obscurus ,maximally harvested,no increase,yes,region_5,2023,
shark,Tiburón oscuro o zarco,Carcharhinus obscurus ,maximally harvested,no increase,yes,region_6,2023,
shark,Tiburón oscuro o zarco,Carcharhinus obscurus ,maximally harvested,no increase,yes,region_7,2023,
shark,Tiburón oscuro o zarco,Carcharhinus obscurus ,maximally harvested,no increase,yes,region_8,2023,
shark,Tiburón oscuro o zarco,Carcharhinus obscurus ,maximally harvested,no increase,yes,region_9,2023,
shark,Tiburón limón,Negaprion brevirostris,maximally harvested,no increase,yes,region_1,2023,
shark,Tiburón limón,Negaprion brevirostris,maximally harvested,no increase,yes,region_2,2023,
shark,Tiburón limón,Negaprion brevirostris,maximally harvested,no increase,yes,region_3,2023,
shark,Tiburón limón,Negaprion brevirostris,maximally harvested,no increase,yes,region_4,2023,
shark,Tiburón limón,Negaprion brevirostris,maximally harvested,no increase,yes,region_5,2023,
shark,Tiburón limón,Negaprion brevirostris,maximally harvested,no increase,yes,region_6,2023,
shark,Tiburón limón,Negaprion brevirostris,maximally harvested,no increase,yes,region_7,2023,
shark,Tiburón limón,Negaprion brevirostris,maximally harvested,no increase,yes,region_8,2023,
shark,Tiburón limón,Negaprion brevirostris,maximally harvested,no increase,yes,region_9,2023,
shark,Tiburón puntas blancas,Triaenodon obesus,maximally harvested,no increase,yes,region_1,2023,
shark,Tiburón puntas blancas,Triaenodon obesus,maximally harvested,no increase,yes,region_2,2023,
shark,Tiburón puntas blancas,Triaenodon obesus,maximally harvested,no increase,yes,region_3,2023,
shark,Tiburón puntas blancas,Triaenodon obesus,maximally harvested,no increase,yes,region_4,2023,
shark,Tiburón puntas blancas,Triaenodon obesus,maximally harvested,no increase,yes,region_5,2023,
shark,Tiburón puntas blancas,Triaenodon obesus,maximally harvested,no increase,yes,region_6,2023,
shark,Tiburón puntas blancas,Triaenodon obesus,maximally harvested,no increase,yes,region_7,2023,
shark,Tiburón puntas blancas,Triaenodon obesus,maximally harvested,no increase,yes,region_8,2023,
shark,Tiburón puntas blancas,Triaenodon obesus,maximally harvested,no increase,yes,region_9,2023,
shark,"Cazón cara blanca, trompa larga o coyotillo",Nasolamia velox,maximally harvested,no increase,yes,region_1,2023,
shark,"Cazón cara blanca, trompa larga o coyotillo",Nasolamia velox,maximally harvested,no increase,yes,region_2,2023,
shark,"Cazón cara blanca, trompa larga o coyotillo",Nasolamia velox,maximally harvested,no increase,yes,region_3,2023,
shark,"Cazón cara blanca, trompa larga o coyotillo",Nasolamia velox,maximally harvested,no increase,yes,region_4,2023,
shark,"Cazón cara blanca, trompa larga o coyotillo",Nasolamia velox,maximally harvested,no increase,yes,region_5,2023,
shark,"Cazón cara blanca, trompa larga o coyotillo",Nasolamia velox,maximally harvested,no increase,yes,region_6,2023,
shark,"Cazón cara blanca, trompa larga o coyotillo",Nasolamia velox,maximally harvested,no increase,yes,region_7,2023,
shark,"Cazón cara blanca, trompa larga o coyotillo",Nasolamia velox,maximally harvested,no increase,yes,region_8,2023,
shark,"Cazón cara blanca, trompa larga o coyotillo",Nasolamia velox,maximally harvested,no increase,yes,region_9,2023,
tuna,Atún aleta amarilla,Thunnus albacares,maximally harvested,no increase,yes,region_1,2023,
tuna,Atún aleta amarilla,Thunnus albacares,maximally harvested,no increase,yes,region_2,2023,
tuna,Atún aleta amarilla,Thunnus albacares,maximally harvested,no increase,yes,region_3,2023,
tuna,Atún aleta amarilla,Thunnus albacares,maximally harvested,no increase,yes,region_4,2023,
tuna,Atún aleta amarilla,Thunnus albacares,maximally harvested,no increase,yes,region_5,2023,
tuna,Atún aleta amarilla,Thunnus albacares,maximally harvested,no increase,yes,region_6,2023,
tuna,Atún aleta amarilla,Thunnus albacares,maximally harvested,no increase,yes,region_7,2023,
tuna,Atún aleta amarilla,Thunnus albacares,maximally harvested,no increase,yes,region_8,2023,
tuna,Atún aleta amarilla,Thunnus albacares,maximally harvested,no increase,yes,region_9,2023,
tuna,Atún aleta azul,Thunnus orientalis ,deteriorating,decrease,yes,region_1,2023,recovery phase
tuna,Atún aleta azul,Thunnus orientalis ,deteriorating,decrease,yes,region_2,2023,recovery phase
tuna,Atún aleta azul,Thunnus orientalis ,deteriorating,decrease,yes,region_3,2023,recovery phase
tuna,Atún aleta azul,Thunnus orientalis ,deteriorating,decrease,yes,region_4,2023,recovery phase
tuna,Atún aleta azul,Thunnus orientalis ,deteriorating,decrease,yes,region_5,2023,recovery phase
tuna,Atún aleta azul,Thunnus orientalis ,deteriorating,decrease,yes,region_6,2023,recovery phase
tuna,Atún aleta azul,Thunnus orientalis ,deteriorating,decrease,yes,region_7,2023,recovery phase
tuna,Atún aleta azul,Thunnus orientalis ,deteriorating,decrease,yes,region_8,2023,recovery phase
tuna,Atún aleta azul,Thunnus orientalis ,deteriorating,decrease,yes,region_9,2023,recovery phase
sea bass,"Verdillo, cabrilla verde",Paralabrax nebulifer ,maximally harvested,no increase,yes,region_1,2023,
sea bass,"Verdillo, cabrilla verde",Paralabrax nebulifer ,maximally harvested,no increase,yes,region_2,2023,
sea bass,"Verdillo, cabrilla verde",Paralabrax nebulifer ,maximally harvested,no increase,yes,region_3,2023,
sea bass,"Verdillo, cabrilla verde",Paralabrax nebulifer ,maximally harvested,no increase,yes,region_4,2023,
sea bass,"Verdillo, cabrilla verde",Paralabrax nebulifer ,NA,NA,no,region_5,2023,
sea bass,"Verdillo, cabrilla verde",Paralabrax nebulifer ,NA,NA,no,region_6,2023,
sea bass,"Verdillo, cabrilla verde",Paralabrax nebulifer ,NA,NA,no,region_7,2023,
sea bass,"Verdillo, cabrilla verde",Paralabrax nebulifer ,NA,NA,no,region_8,2023,
sea bass,"Verdillo, cabrilla verde",Paralabrax nebulifer ,NA,NA,no,region_9,2023,
