"year_offset","year","OHI_region","OHI_region_name","biome_type","extent","extent_trend","extent_trend_prct","habitat_condition","condition_provenance","HAB_score"
-5,2016,"region_6","Eastern Midriff Islands","saltmarsh",59.6568821218499,0.00011947173425097,0.011947173425097,1,"extrapolated",100
-4,2017,"region_6","Eastern Midriff Islands","saltmarsh",59.6568821218499,0.00011947173425097,0.011947173425097,1,"extrapolated",100
-3,2018,"region_6","Eastern Midriff Islands","saltmarsh",59.6568821218499,0.00011947173425097,0.011947173425097,1,"extrapolated",100
-2,2019,"region_6","Eastern Midriff Islands","saltmarsh",59.6568821218499,0.00011947173425097,0.011947173425097,1,"extrapolated",100
-1,2020,"region_6","Eastern Midriff Islands","saltmarsh",59.6568821218499,0.00011947173425097,0.011947173425097,1,"extrapolated",100
0,2021,"region_6","Eastern Midriff Islands","saltmarsh",59.6568821218499,0.00011947173425097,0.011947173425097,1,"observed",100
1,2022,"region_6","Eastern Midriff Islands","saltmarsh",59.6568821218499,0.00011947173425097,0.011947173425097,1,"extrapolated",100
2,2023,"region_6","Eastern Midriff Islands","saltmarsh",59.6568821218499,0.00011947173425097,0.011947173425097,1,"extrapolated",100
3,2024,"region_6","Eastern Midriff Islands","saltmarsh",59.6568821218499,0.00011947173425097,0.011947173425097,1,"extrapolated",100
4,2025,"region_6","Eastern Midriff Islands","saltmarsh",59.6568821218499,0.00011947173425097,0.011947173425097,1,"extrapolated",100
5,2026,"region_6","Eastern Midriff Islands","saltmarsh",59.6568821218499,0.00011947173425097,0.011947173425097,1,"extrapolated",100
-6,2015,"region_7","Southern Sonora Coast","saltmarsh",73.9186057756761,NA,NA,NA,NA,NA
-5,2016,"region_7","Southern Sonora Coast","saltmarsh",73.9186057756761,NA,NA,NA,NA,NA
-4,2017,"region_7","Southern Sonora Coast","saltmarsh",73.9186057756761,NA,NA,NA,NA,NA
-3,2018,"region_7","Southern Sonora Coast","saltmarsh",73.9186057756761,NA,NA,NA,NA,NA
-2,2019,"region_7","Southern Sonora Coast","saltmarsh",73.9186057756761,NA,NA,NA,NA,NA
-1,2020,"region_7","Southern Sonora Coast","saltmarsh",73.9186057756761,NA,NA,NA,NA,NA
0,2021,"region_7","Southern Sonora Coast","saltmarsh",73.9186057756761,NA,NA,NA,"observed",NA
1,2022,"region_7","Southern Sonora Coast","saltmarsh",73.9186057756761,NA,NA,NA,NA,NA
2,2023,"region_7","Southern Sonora Coast","saltmarsh",73.9186057756761,NA,NA,NA,NA,NA
3,2024,"region_7","Southern Sonora Coast","saltmarsh",73.9186057756761,NA,NA,NA,NA,NA
4,2025,"region_7","Southern Sonora Coast","saltmarsh",73.9186057756761,NA,NA,NA,NA,NA
5,2026,"region_7","Southern Sonora Coast","saltmarsh",73.9186057756761,NA,NA,NA,NA,NA
-6,2015,"region_8","Sinaloa Coast","saltmarsh",295.167392932436,-0.0172003503542261,-1.72003503542261,0.653038248702507,"extrapolated",65.3038248702508
-5,2016,"region_8","Sinaloa Coast","saltmarsh",295.167392932436,-0.0172003503542261,-1.72003503542261,0.641805762030114,"extrapolated",64.1805762030114
-4,2017,"region_8","Sinaloa Coast","saltmarsh",295.167392932436,-0.0172003503542261,-1.72003503542261,0.630766478063835,"extrapolated",63.0766478063835
-3,2018,"region_8","Sinaloa Coast","saltmarsh",295.167392932436,-0.0172003503542261,-1.72003503542261,0.619917073649436,"extrapolated",61.9917073649436
-2,2019,"region_8","Sinaloa Coast","saltmarsh",295.167392932436,-0.0172003503542261,-1.72003503542261,0.609254282792099,"extrapolated",60.9254282792099
-1,2020,"region_8","Sinaloa Coast","saltmarsh",295.167392932436,-0.0172003503542261,-1.72003503542261,0.598774895673262,"extrapolated",59.8774895673262
0,2021,"region_8","Sinaloa Coast","saltmarsh",295.167392932436,-0.0172003503542261,-1.72003503542261,0.588475757684367,"observed",58.8475757684367
1,2022,"region_8","Sinaloa Coast","saltmarsh",295.167392932436,-0.0172003503542261,-1.72003503542261,0.578353768477227,"extrapolated",57.8353768477227
2,2023,"region_8","Sinaloa Coast","saltmarsh",295.167392932436,-0.0172003503542261,-1.72003503542261,0.568405881030732,"extrapolated",56.8405881030732
3,2024,"region_8","Sinaloa Coast","saltmarsh",295.167392932436,-0.0172003503542261,-1.72003503542261,0.558629100733601,"extrapolated",55.8629100733601
4,2025,"region_8","Sinaloa Coast","saltmarsh",295.167392932436,-0.0172003503542261,-1.72003503542261,0.549020484482917,"extrapolated",54.9020484482917
5,2026,"region_8","Sinaloa Coast","saltmarsh",295.167392932436,-0.0172003503542261,-1.72003503542261,0.539577139798164,"extrapolated",53.9577139798164
-6,2015,"region_9","Southeastern Gulf","saltmarsh",44.0266110641634,-6.66572536508481e-05,-0.00666572536508481,0.498523253942384,"extrapolated",49.8523253942384
-5,2016,"region_9","Southeastern Gulf","saltmarsh",44.0266110641634,-6.66572536508481e-05,-0.00666572536508481,0.498490023751395,"extrapolated",49.8490023751395
-4,2017,"region_9","Southeastern Gulf","saltmarsh",44.0266110641634,-6.66572536508481e-05,-0.00666572536508481,0.49845679577544,"extrapolated",49.845679577544
-3,2018,"region_9","Southeastern Gulf","saltmarsh",44.0266110641634,-6.66572536508481e-05,-0.00666572536508481,0.49842357001437,"extrapolated",49.842357001437
-2,2019,"region_9","Southeastern Gulf","saltmarsh",44.0266110641634,-6.66572536508481e-05,-0.00666572536508481,0.498390346468038,"extrapolated",49.8390346468038
-1,2020,"region_9","Southeastern Gulf","saltmarsh",44.0266110641634,-6.66572536508481e-05,-0.00666572536508481,0.498357125136296,"extrapolated",49.8357125136296
0,2021,"region_9","Southeastern Gulf","saltmarsh",44.0266110641634,-6.66572536508481e-05,-0.00666572536508481,0.498323906018997,"observed",49.8323906018997
1,2022,"region_9","Southeastern Gulf","saltmarsh",44.0266110641634,-6.66572536508481e-05,-0.00666572536508481,0.498290689115993,"extrapolated",49.8290689115993
2,2023,"region_9","Southeastern Gulf","saltmarsh",44.0266110641634,-6.66572536508481e-05,-0.00666572536508481,0.498257474427137,"extrapolated",49.8257474427137
3,2024,"region_9","Southeastern Gulf","saltmarsh",44.0266110641634,-6.66572536508481e-05,-0.00666572536508481,0.498224261952281,"extrapolated",49.8224261952281
4,2025,"region_9","Southeastern Gulf","saltmarsh",44.0266110641634,-6.66572536508481e-05,-0.00666572536508481,0.498191051691277,"extrapolated",49.8191051691277
5,2026,"region_9","Southeastern Gulf","saltmarsh",44.0266110641634,-6.66572536508481e-05,-0.00666572536508481,0.498157843643978,"extrapolated",49.8157843643978
-6,2019,"region_1","Western Upper Gulf","seagrass",0.196246565330077,0,0,0.54,"extrapolated",54
-5,2020,"region_1","Western Upper Gulf","seagrass",0.196246565330077,0,0,0.54,"extrapolated",54
-4,2021,"region_1","Western Upper Gulf","seagrass",0.196246565330077,0,0,0.54,"extrapolated",54
-3,2022,"region_1","Western Upper Gulf","seagrass",0.196246565330077,0,0,0.54,"extrapolated",54
-2,2023,"region_1","Western Upper Gulf","seagrass",0.196246565330077,0,0,0.54,"extrapolated",54
-1,2024,"region_1","Western Upper Gulf","seagrass",0.196246565330077,0,0,0.54,"extrapolated",54
0,2025,"region_1","Western Upper Gulf","seagrass",0.196246565330077,0,0,0.54,"observed",54
1,2026,"region_1","Western Upper Gulf","seagrass",0.196246565330077,0,0,0.54,"extrapolated",54
-6,2019,"region_2","Western Midriff Islands","seagrass",0.392493130660731,0,0,0.54,"extrapolated",54
-5,2020,"region_2","Western Midriff Islands","seagrass",0.392493130660731,0,0,0.54,"extrapolated",54
-4,2021,"region_2","Western Midriff Islands","seagrass",0.392493130660731,0,0,0.54,"extrapolated",54
-3,2022,"region_2","Western Midriff Islands","seagrass",0.392493130660731,0,0,0.54,"extrapolated",54
-2,2023,"region_2","Western Midriff Islands","seagrass",0.392493130660731,0,0,0.54,"extrapolated",54
-1,2024,"region_2","Western Midriff Islands","seagrass",0.392493130660731,0,0,0.54,"extrapolated",54
0,2025,"region_2","Western Midriff Islands","seagrass",0.392493130660731,0,0,0.54,"observed",54
1,2026,"region_2","Western Midriff Islands","seagrass",0.392493130660731,0,0,0.54,"extrapolated",54
-6,2019,"region_3","Western Central Gulf","seagrass",1.18862435174402,0,0,0.54,"extrapolated",54
-5,2020,"region_3","Western Central Gulf","seagrass",1.18862435174402,0,0,0.54,"extrapolated",54
-4,2021,"region_3","Western Central Gulf","seagrass",1.18862435174402,0,0,0.54,"extrapolated",54
-3,2022,"region_3","Western Central Gulf","seagrass",1.18862435174402,0,0,0.54,"extrapolated",54
-2,2023,"region_3","Western Central Gulf","seagrass",1.18862435174402,0,0,0.54,"extrapolated",54
-1,2024,"region_3","Western Central Gulf","seagrass",1.18862435174402,0,0,0.54,"extrapolated",54
0,2025,"region_3","Western Central Gulf","seagrass",1.18862435174402,0,0,0.54,"observed",54
1,2026,"region_3","Western Central Gulf","seagrass",1.18862435174402,0,0,0.54,"extrapolated",54
-6,2019,"region_4","Western Southern Gulf","seagrass",0.98123282665191,0,0,0.3063,"extrapolated",30.63
-5,2020,"region_4","Western Southern Gulf","seagrass",0.98123282665191,0,0,0.3063,"extrapolated",30.63
-4,2021,"region_4","Western Southern Gulf","seagrass",0.98123282665191,0,0,0.3063,"extrapolated",30.63
-3,2022,"region_4","Western Southern Gulf","seagrass",0.98123282665191,0,0,0.3063,"extrapolated",30.63
-2,2023,"region_4","Western Southern Gulf","seagrass",0.98123282665191,0,0,0.3063,"extrapolated",30.63
-1,2024,"region_4","Western Southern Gulf","seagrass",0.98123282665191,0,0,0.3063,"extrapolated",30.63
0,2025,"region_4","Western Southern Gulf","seagrass",0.98123282665191,0,0,0.3063,"observed",30.63
1,2026,"region_4","Western Southern Gulf","seagrass",0.98123282665191,0,0,0.3063,"extrapolated",30.63
-6,2019,"region_5","Eastern Upper Gulf","seagrass",0.196246565329909,0,0,0.54,"extrapolated",54
-5,2020,"region_5","Eastern Upper Gulf","seagrass",0.196246565329909,0,0,0.54,"extrapolated",54
-4,2021,"region_5","Eastern Upper Gulf","seagrass",0.196246565329909,0,0,0.54,"extrapolated",54
-3,2022,"region_5","Eastern Upper Gulf","seagrass",0.196246565329909,0,0,0.54,"extrapolated",54
-2,2023,"region_5","Eastern Upper Gulf","seagrass",0.196246565329909,0,0,0.54,"extrapolated",54
-1,2024,"region_5","Eastern Upper Gulf","seagrass",0.196246565329909,0,0,0.54,"extrapolated",54
0,2025,"region_5","Eastern Upper Gulf","seagrass",0.196246565329909,0,0,0.54,"observed",54
1,2026,"region_5","Eastern Upper Gulf","seagrass",0.196246565329909,0,0,0.54,"extrapolated",54
-6,2019,"region_6","Eastern Midriff Islands","seagrass",72.9603001454254,0,0,0.8517,"extrapolated",85.17
-5,2020,"region_6","Eastern Midriff Islands","seagrass",72.9603001454254,0,0,0.8517,"extrapolated",85.17
-4,2021,"region_6","Eastern Midriff Islands","seagrass",72.9603001454254,0,0,0.8517,"extrapolated",85.17
-3,2022,"region_6","Eastern Midriff Islands","seagrass",72.9603001454254,0,0,0.8517,"extrapolated",85.17
-2,2023,"region_6","Eastern Midriff Islands","seagrass",72.9603001454254,0,0,0.8517,"extrapolated",85.17
-1,2024,"region_6","Eastern Midriff Islands","seagrass",72.9603001454254,0,0,0.8517,"extrapolated",85.17
0,2025,"region_6","Eastern Midriff Islands","seagrass",72.9603001454254,0,0,0.8517,"observed",85.17
1,2026,"region_6","Eastern Midriff Islands","seagrass",72.9603001454254,0,0,0.8517,"extrapolated",85.17
-6,2019,"region_7","Southern Sonora Coast","seagrass",2.35495878395976,0,0,0.54,"extrapolated",54
-5,2020,"region_7","Southern Sonora Coast","seagrass",2.35495878395976,0,0,0.54,"extrapolated",54
-4,2021,"region_7","Southern Sonora Coast","seagrass",2.35495878395976,0,0,0.54,"extrapolated",54
-3,2022,"region_7","Southern Sonora Coast","seagrass",2.35495878395976,0,0,0.54,"extrapolated",54
-2,2023,"region_7","Southern Sonora Coast","seagrass",2.35495878395976,0,0,0.54,"extrapolated",54
-1,2024,"region_7","Southern Sonora Coast","seagrass",2.35495878395976,0,0,0.54,"extrapolated",54
0,2025,"region_7","Southern Sonora Coast","seagrass",2.35495878395976,0,0,0.54,"observed",54
1,2026,"region_7","Southern Sonora Coast","seagrass",2.35495878395976,0,0,0.54,"extrapolated",54
-6,2019,"region_8","Sinaloa Coast","seagrass",6.01810785447822,0,0,0.54,"extrapolated",54
-5,2020,"region_8","Sinaloa Coast","seagrass",6.01810785447822,0,0,0.54,"extrapolated",54
-4,2021,"region_8","Sinaloa Coast","seagrass",6.01810785447822,0,0,0.54,"extrapolated",54
-3,2022,"region_8","Sinaloa Coast","seagrass",6.01810785447822,0,0,0.54,"extrapolated",54
-2,2023,"region_8","Sinaloa Coast","seagrass",6.01810785447822,0,0,0.54,"extrapolated",54
-1,2024,"region_8","Sinaloa Coast","seagrass",6.01810785447822,0,0,0.54,"extrapolated",54
0,2025,"region_8","Sinaloa Coast","seagrass",6.01810785447822,0,0,0.54,"observed",54
1,2026,"region_8","Sinaloa Coast","seagrass",6.01810785447822,0,0,0.54,"extrapolated",54
-6,2019,"region_9","Southeastern Gulf","seagrass",NA,NA,NA,NA,NA,NA
-5,2020,"region_9","Southeastern Gulf","seagrass",NA,NA,NA,NA,NA,NA
-4,2021,"region_9","Southeastern Gulf","seagrass",NA,NA,NA,NA,NA,NA
-3,2022,"region_9","Southeastern Gulf","seagrass",NA,NA,NA,NA,NA,NA
-2,2023,"region_9","Southeastern Gulf","seagrass",NA,NA,NA,NA,NA,NA
-1,2024,"region_9","Southeastern Gulf","seagrass",NA,NA,NA,NA,NA,NA
0,2025,"region_9","Southeastern Gulf","seagrass",NA,NA,NA,NA,"observed",NA
1,2026,"region_9","Southeastern Gulf","seagrass",NA,NA,NA,NA,NA,NA
