city,CVE_ENT,CVE_MUN,CVE_LOC,NOM_MUN,ID_Beach,Name,length_km,equitable_access_score,Category,urban_rural,largely_gated_blocked,malecon,public_roads_within_1km,vehicle,public_transportation,parking,number_paths,protected_fee,notes
La Paz,3,3,1,La Paz,94,Playa El Sonorense and Playa Erendira,1.7475043507788648,10,recreational,rural,no,no,yes,standard,no,informal,NA,NA,"Open beaches informal parking; no obstructions, only accessible by car/boat."
La Paz,3,3,1,La Paz,95,"Playa Conchalito (Playa Cet Mar, Playa La Posada, Playa Barco Hundido)",2.546286567863516,7,recreational,urban,partial,no,yes,no,bus,formal,5,NA,"CETMAR technical high school may limit some access on west end. Additionally, there were large areas that were gated off but there were also highly visible access points (I counted 5)."
La Paz,3,3,1,La Paz,280,El Mogote (Bay facing),0.8070093243455537,10,recreational,rural,no,no,yes,"4WD, boat",watertaxi,informal,NA,NA,This beach is accessible by personal car (roads can be rough) or boat. Water taxis are readily available from the malecon and are affordable and reliable.
La Paz,3,3,92,La Paz,294,"El Mogote (Gulf facing) and East of Peninsula(Las Pacas, Quelele Playa)",30.59915152504188,10,recreational,rural,no,no,yes,"4WD, boat",watertaxi,informal,NA,NA,This beach is accessible by personal car (roads can be rough) or boat. Water taxis are readily available from the malecon and are affordable and reliable.
La Paz,3,3,1,La Paz,394,Playa Las Cruces,2.154614433355282,10,recreational,rural,no,no,yes,standard,no,informal,NA,NA,"Some resorts and estates but nothing is gated, roads are accessible, informal street parkign"
La Paz,3,3,1,La Paz,395,Playa El Carrizalito,1.367158931929958,10,recreational,rural,no,no,yes,4WD,no,informal,NA,NA,"Need all terrain vehicle, no obstacles"
La Paz,3,3,1,La Paz,396,Playa El Saltito S,0.3751428537518912,10,recreational,rural,no,no,yes,4WD,no,informal,NA,NA,"Need all terrain vehicle, no obstacles"
La Paz,3,3,1,La Paz,397,Playa El Saltito N,0.8505391047110605,10,recreational,rural,no,no,yes,4WD,no,informal,NA,NA,"Need all terrain vehicle, no obstacles"
La Paz,3,3,1,La Paz,398,Playa Los Muertitos,2.350707412010992,10,recreational,rural,no,no,yes,4WD,no,informal,NA,NA,Paved road ends a few km from water.
La Paz,3,3,1,La Paz,399,Playa El Rosario,0.7827221033912559,10,recreational,rural,no,no,yes,4WD,no,informal,NA,NA,"Rough road, or 4.5 km walk from road,"
La Paz,3,3,1,La Paz,400,Bahia Valle,1.190578926166514,9,recreational,rural,no,no,yes,standard,no,informal,NA,NA,"There are some large estates that present friction to entry, but there are access points."
La Paz,3,3,1,La Paz,401,Playa el Coyote,1.68798110542667,10,recreational,rural,no,no,yes,standard,no,informal,NA,NA,Requires a vehicle and 35-45 minute drive. Parking and driving are straigthforward.
La Paz,3,3,1,La Paz,402,Playa Cachimbas,0.4986869655408721,10,recreational,rural,no,no,yes,standard,no,informal,NA,NA,"Park at southern Tecolote, Walk 5–10 minutes around rocky point (slightly uneven terrain)"
La Paz,3,3,1,La Paz,403,Playa El Tecolote,2.104935060527592,10,recreational,rural,no,no,yes,standard,no,formal,NA,NA,"About a 30-40 minute drive from La Paz, bars/restaurants/rentals"
La Paz,3,3,1,La Paz,404,Playa Tecolotito,0.4908197485214508,10,recreational,rural,no,no,yes,standard,no,informal,NA,NA,"Requires a 5-10 walk to get the beach, but is accessible."
La Paz,3,3,1,La Paz,405,NA,0.48416085828222,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
La Paz,3,3,1,La Paz,406,Playa Balandra,0.3825363680167896,10,protected,rural,NA,no,yes,standard,no,NA,NA,yes,"This is in a protected area and requires an entry fee for non-residents, but access appears equitable."
La Paz,3,3,1,La Paz,407,Playa Balandra,0.4368800018292834,10,protected,rural,NA,no,yes,standard,no,NA,NA,yes,"This is in a protected area and requires an entry fee for non-residents, but access appears equitable."
La Paz,3,3,1,La Paz,408,Playa Balandra,0.571464194194835,10,protected,rural,NA,no,yes,standard,no,NA,NA,yes,"This is in a protected area and requires an entry fee for non-residents, but access appears equitable."
La Paz,3,3,1,La Paz,409,Playa Pichilingue,0.49655484936585753,10,recreational,rural,no,no,yes,standard,no,informal,NA,NA,"A popular beach with locals, requires vehicle, some nearby restaurants."
La Paz,3,3,1,La Paz,410,Playa El Tesoro,0.16435300769189912,10,recreational,rural,no,no,yes,standard,no,informal,NA,NA,"A little bit of a difficult drive, no public transportation, but a more rural beach experience, near aquaculture farm"
La Paz,3,3,1,La Paz,411,Playa Leroke,0.4640749132678625,10,recreational,rural,no,no,yes,standard,no,informal,NA,NA,"A little bit of a difficult drive, no public transportation, but a more rural beach experience, near aquaculture farm"
La Paz,3,3,1,La Paz,412,Costa Baja Gulf Beach,0.30046947938660873,0,recreational,urban,yes,no,yes,no,NA,none,0,NA,"Gated hotel/club/pier peninsula; Parking is not clearly public (although there may be some informal areas), entry routes appear gated, resort fronted."
La Paz,3,3,1,La Paz,413,Playa El Caimancito,0.14998535255716844,4,recreational,urban,yes,no,yes,no,NA,none,0,NA,"Gated hotel with no nearby parking and no obvious entry point, but could get in through nearby beach."
La Paz,3,3,1,La Paz,414,Playa El Caimancito,0.11816316172875052,5,recreational,urban,yes,no,yes,no,NA,none,1,NA,Gated hotel but parking located near the entrance and  marked entrance
La Paz,3,3,1,La Paz,415,Playa El Concha,0.4352226787465752,5,recreational,urban,yes,no,yes,no,NA,informal,1,NA,"Considered a private beach club with lots of human-created obstacles between the road and the beach with only one access point., parking across the street, one path that provides access to the beach from street parking"
La Paz,3,3,1,La Paz,416,Playa El Coromuel,0.16261313731739155,10,recreational,urban,no,no,yes,no,bus,formal,NA,NA,Parking and infrastructure
La Paz,3,3,1,La Paz,417,Playa El Coromuel,0.13303598223813226,10,recreational,urban,no,no,yes,no,bus,formal,NA,NA,Parking and infrastructure
La Paz,3,3,1,La Paz,418,Playa El Caimancito,0.06489510331427525,10,recreational,urban,no,yes,yes,no,bus,formal,NA,NA,"Along the malecon, with bike parking, lots of access, no blockages"
La Paz,3,3,1,La Paz,419,Playa El Caimancito,0.555827618480146,10,recreational,urban,no,yes,yes,no,bus,formal,NA,NA,"Along the malecon, with bike parking, lots of access, no blockages"
La Paz,3,3,1,La Paz,420,Playa El Anzuelo,0.5314515411230814,10,recreational,urban,no,yes,yes,no,bus,formal,NA,NA,"Along the malecon, with bike parking, lots of access, no blockages"
La Paz,3,3,1,La Paz,421,Caimancito–Coromuel stretch,0.1398655507803451,10,recreational,urban,no,no,yes,no,bus,formal,NA,NA,NA
La Paz,3,3,1,La Paz,422,Conchalito-Marina segment,0.5258034826703539,2,recreational,urban,yes,no,yes,no,NA,none,0,NA,Appears gated and blocked access from walls and Sport Club St. Johns
La Paz,3,3,1,La Paz,423,Playa El Comitan,0.4797962355839824,10,recreational,rural,no,no,yes,standard,bus,informal,NA,NA,"There are roads that run along this beach, parking is readily available, there are also walking paths to the beach"
La Paz,3,3,1,La Paz,424,"Playa El Mogote (inner bay curve, north of El Comitán)",3.189662659488594,10,recreational,rural,no,no,yes,"4WD, boat",watertaxi,informal,NA,NA,This beach is accessible by personal car (roads can be rough) or boat. Water taxis are readily available from the malecon and are affordable and reliable.
La Paz,3,3,1,La Paz,425,El Mogote (Bay facing),3.673431615716952,10,recreational,rural,no,no,yes,"4WD, boat",watertaxi,informal,NA,NA,This beach is accessible by personal car (roads can be rough) or boat. Water taxis are readily available from the malecon and are affordable and reliable.
La Paz,3,3,1,La Paz,426,El Mogote (Bay facing),0.26769372612416986,10,recreational,rural,no,no,yes,"4WD, boat",watertaxi,informal,NA,NA,This beach is accessible by personal car (roads can be rough) or boat. Water taxis are readily available from the malecon and are affordable and reliable.
La Paz,3,3,1,La Paz,427,NA,0.07866268182475257,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
La Paz,3,3,1,La Paz,428,El Mogote (Bay facing),0.05941136125853966,7,recreational,rural,yes,no,no,boat,watertaxi,none,NA,NA,"Paraíso del Mar / El Mogote residential-resort development, doesn't seem accessible by car due to being gated, but it is somewhat remote an undeveloped so arrival by vehicle is difficult and many people only access by water taxi"
La Paz,3,3,1,La Paz,429,NA,0.0292772162745012,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
La Paz,3,3,1,La Paz,430,El Mogote (Bay facing) Playa del Paraíso,0.06599360066122484,7,recreational,rural,yes,no,no,boat,watertaxi,none,NA,NA,"Paraíso del Mar / El Mogote residential-resort development, doesn't seem accessible by car due to being gated, but it is somewhat remote an undeveloped so arrival by vehicle is difficult and many people only access by water taxi"
La Paz,3,3,1,La Paz,431,El Mogote (Bay facing),0.3320243902457842,10,recreational,rural,no,no,no,boat,watertaxi,NA,NA,NA,This island beach is accessible by boat. Water taxis are readily available from the malecon and are affordable and reliable.
La Paz,3,3,1,La Paz,609,Baja Ferries,0.20182996833579575,NA,industrial,urban,NA,no,yes,standard,no,NA,NA,NA,"Near ferries, not considered a beach"
La Paz,3,3,1,La Paz,636,Playa El Comitan-Punto Playa Centenario,4.387393418406123,10,recreational,urban,no,no,yes,no,bus,informal,NA,NA,"There are roads that run along this beach, parking is readily available, there are also walking paths to the beach"
