"state","office_name_clean","landing_site_clean","GoC","final_lat","final_lon","final_lat.lon_level","final_lat.lon_source"
"GUERRERO","ACAPULCO","V. EL CANTARO",NA,NA,NA,NA,NA
"BAJA CALIFORNIA","ENSENADA","PUNTA CANOAS","no",29.4172,-115.1836,"state_site","Hem's state.site key"
"JALISCO","GUADALAJARA","PRESA EL POCHOTE","yes",20.09,-104.03,"state_site","Hem's state.site key"
"GUERRERO","ACAPULCO","EL MANGLE LA ESTACION",NA,NA,NA,NA,NA
"BAJA CALIFORNIA","EL ROSARIO","CA?ADA LAS MUJERES",NA,32.0638440298958,-116.600029853278,"state_office","Hem's state.office key"
"OAXACA","PUERTO ESCONDIDO","CERRO HERMOSO",NA,NA,NA,NA,NA
"OAXACA","PUERTO ANGEL","BAHIA EL CONEJO",NA,NA,NA,NA,NA
"BAJA CALIFORNIA","ENSENADA","PUNTA SAN JACINTO","no",30.8617961333333,-116.169400666667,"state_site","Hem's state.site key"
"BAJA CALIFORNIA SUR","LA PAZ","EL PORTUGUEZ","no",24.86,-112.12,"state_site","Mel's state.site key"
"GUERRERO","TECPAN GALEANA","BARRA NUXCO",NA,NA,NA,NA,NA
"SINALOA","LOS MOCHIS","RIO FUERTE",NA,25.948,-109.448,"state_office_site","Hem's state.site.office key"
"SINALOA","GUASAVE","AGIABAMPO",NA,26.347,-109.218,"state_site","Hem's state.site key"
"SINALOA","LOS MOCHIS","EL QUELELE",NA,25.2322523611111,-107.732020972222,"state_site","Hem's state.site key"
"NAYARIT","CRUZ HUANACAXTLE","JARRETADERAS",NA,20.6903171333333,-105.273025966667,"state_site","Hem's state.site key"
"MICHOACAN","CUITZEO","PRESA MALPAIS",NA,NA,NA,NA,NA
"MICHOACAN","CUITZEO","EL BORDO",NA,NA,NA,NA,NA
"MICHOACAN","CUITZEO","SAN RAFAEL",NA,NA,NA,NA,NA
"MICHOACAN","CUITZEO","ZACA AGUA",NA,NA,NA,NA,NA
"SONORA","HERMOSILLO","PRESA CAJON ONAPA",NA,29.8131410317644,-110.516027108254,"state_office","Hem's state.office key"
"BAJA CALIFORNIA SUR","SANTA ROSALIA","PUNTA TRINIDAD","yes",27.8214,-112.7245,"state_site","Mel's state.site key"
"NAYARIT","TUXPAN","PRESA LA REDONDA",NA,22.0552785,-105.2000081,"state_office_site","Hem's state.site.office key"
"BAJA CALIFORNIA SUR","LA PAZ","MUELLE FISCAL LA PAZ","yes",24.166,-110.31,"state_site","Mel's state.site key"
"SONORA","GUAYMAS","BAHIA GUAYMAS","yes",27.909,-110.858,"state_site","Mel's state.site key"
"NAYARIT","TECUALA","ISLA MEXCALTITAN",NA,21.9045821,-105.47338865,"state_site","Hem's state.site key"
"JALISCO","OCOTLAN","CHAPALA","no",20.2316666666667,-103.149861111111,"state_site","Hem's state.site key"
"SINALOA","LOS MOCHIS","CEPA-OHUIRA",NA,25.674,-108.948,"state_office_site","Hem's state.site.office key"
"SONORA","GUAYMAS","LAS SALINITAS","yes",27.93,-110.94,"state_site","Mel's state.site key"
"BAJA CALIFORNIA","ENSENADA","MERCADO NEGRO","no",31.8525,-116.633,"state_office_site","Hem's state.site.office key"
"BAJA CALIFORNIA SUR","LA PAZ","BAHIA SAN NICOLAS","yes",26.599,-111.541,"state_site","Mel's state.site key"
"NAYARIT","SAN BLAS","MUELLE PESQUERO NO. 1",NA,21.5467247384409,-105.258214734707,"state_office","Hem's state.office key"
"SINALOA","GUASAVE","TOPOLOBAMPO",NA,25.5982674305556,-109.049723444444,"state_site","Hem's state.site key"
"GUERRERO","MARQUELIA CRUZ GRANDE","LA LAGUNA CHAUTENGO",NA,NA,NA,NA,NA
"BAJA CALIFORNIA SUR","LA PAZ","ESTERO LA HERRADURA","no",24.733,-111.937,"state_site","Mel's state.site key"
"BAJA CALIFORNIA","EL ROSARIO","SAN JOSE","no",31.9792080555556,-116.609375833333,"state_office_site","Hem's state.site.office key"
"BAJA CALIFORNIA","ENSENADA","PUNTA SALINAS","no",32.05,-116.885,"state_site","Mel's state.site key"
"SONORA","GUAYMAS","PUNTA DELASTRO",NA,27.9926880336712,-110.86508759233,"state_office","Interpolated: I meaned across landing_sites to estimate lat-long at the state-office level"
"BAJA CALIFORNIA","ENSENADA","MUELLE DEL MERCADO NEGRO","no",31.8592,-116.6246,"state_site","Mel's state.site key"
"OAXACA","PUERTO ANGEL","SALCHE Y COMETA",NA,NA,NA,NA,NA
"BAJA CALIFORNIA","BAHIA LOS ANGELES","BAHIA LAS ANIMAS","yes",28.8536439666667,-113.3925432,"state_office_site","Hem's state.site.office key"
"BAJA CALIFORNIA SUR","CD. CONSTITUCION","SANTA ELENITA","no",25.2377,-112.1084,"state_site","Mel's state.site key"
"SINALOA","CULIACAN","CRUZ BLANCA",NA,25.5844366666667,-108.336769537037,"state_site","Hem's state.site key"
"BAJA CALIFORNIA","VILLA JESUS MARIA","LAGUNA MANUELA","no",28.2482011111111,-114.092266666667,"state_site","Hem's state.site key"
"BAJA CALIFORNIA","ENSENADA","EL BARRIL B.C.N.","yes",28.3009,-112.8741,"state_site","Mel's state.site key"
"JALISCO","PUERTO VALLARTA","EL ZAPOTE","no",19.8840430555556,-105.333111666667,"state_office_site","Hem's state.site.office key"
"GUERRERO","TECPAN GALEANA","BARRANCA NUXCO",NA,NA,NA,NA,NA
"BAJA CALIFORNIA","MEXICALI","EL SOMBRERETE","yes",32.1669,-115.057,"state_site","Mel's state.site key"
"SINALOA","LOS MOCHIS","MARISMA LAS CABRAS",NA,25.9061091802143,-109.000942361955,"state_office","Hem's state.office key"
"BAJA CALIFORNIA","ENSENADA","MUELLE FISCAL","no",31.8525,-116.633,"state_office_site","Hem's state.site.office key"
"BAJA CALIFORNIA","SAN QUINTIN","PUNTA CUCHILLA","no",29.2399,-114.8218,"state_site","Mel's state.site key"
"BAJA CALIFORNIA","EL ROSARIO","CANADA, LA",NA,32.0638440298958,-116.600029853278,"state_office","Hem's state.office key"
"BAJA CALIFORNIA","EL ROSARIO","PUNTA SAN CARLOS","no",29.5145,-115.2534,"state_site","Mel's state.site key"
"BAJA CALIFORNIA","ENSENADA","PUNTA BALLENAS","yes",28.4706,-112.9017,"state_site","Mel's state.site key"
"BAJA CALIFORNIA","VILLA JESUS MARIA","LAS ANIMAS","yes",28.8001,-113.3504,"state_site","Hem's state.site key"
"SINALOA","LOS MOCHIS","BACOREHUIS",NA,26.3038896138889,-109.096550622222,"state_site","Hem's state.site key"
"BAJA CALIFORNIA SUR","LA PAZ","SAN LUCAS","yes",22.891,-109.888,"state_site","Mel's state.site key"
"BAJA CALIFORNIA SUR","CD. CONSTITUCION","BAHIA COMONDU","no",25.6695,-112.137,"state_site","Mel's state.site key"
"JALISCO","OCOTLAN","TEPEHUAJE","no",20.21,-103,"state_site","Mel's state.site key"
"JALISCO","BARRA NAVIDAD","BAHIA NAVIDAD","no",20.21,-105.56,"state_site","Hem's state.site key"
"BAJA CALIFORNIA","VILLA JESUS MARIA","BAHIA SAN SEBASTIAN","yes",26.61715,-111.56762,"state_site","Mel's state.site key"
"BAJA CALIFORNIA SUR","CD. CONSTITUCION","PTO ADOLFO LOPEZ MATEOS","no",25.1889,-112.1185,"state_site","Mel's state.site key"
"BAJA CALIFORNIA","EL ROSARIO","NOTIENE",NA,32.0638440298958,-116.600029853278,"state_office","Hem's state.office key"
"BAJA CALIFORNIA","EL ROSARIO","ARROYO AMARGO",NA,32.0638440298958,-116.600029853278,"state_office","Hem's state.office key"
"MICHOACAN","CUITZEO","EL CERRITO",NA,NA,NA,NA,NA
"SONORA","GUAYMAS","SAN CARLOS","yes",27.9622,-111.04,"state_site","Mel's state.site key"
"GUERRERO","TECPAN GALEANA","VARADERO ESTERO BURRA",NA,NA,NA,NA,NA
"GUERRERO","ACAPULCO","PUERTO VICENTE GUERRERO",NA,NA,NA,NA,NA
"BAJA CALIFORNIA","SAN QUINTIN","PUERTO SANTA CATARINA","yes",30.584,-114.6676,"state_site","Hem's state.site key"
"BAJA CALIFORNIA","SAN QUINTIN","PUNTA BAJA","no",29.9531705555556,-115.803593888889,"state_office_site","Hem's state.site.office key"
"BAJA CALIFORNIA SUR","GUERRERO NEGRO","LA ISLITA B.C.N.","no",28.0955,-114.135,"state_site","Mel's state.site key"
"CHIAPAS","PLAYAS CATAZAJA","LAGUNA BUSHINA",NA,NA,NA,NA,NA
"SINALOA","MAZATLAN","EL VEINTITRES",NA,23.586,-106.721,"state_office_site","Hem's state.site.office key"
"OAXACA","PUERTO ANGEL","SALCHE",NA,NA,NA,NA,NA
"BAJA CALIFORNIA SUR","SANTA ROSALIA","LA RAMADITA","yes",26.7,-111.9,"state_site","Mel's state.site key"
"BAJA CALIFORNIA SUR","CD. CONSTITUCION","BAHIA SALINAS","yes",25.943,-111.172,"state_site","Mel's state.site key"
"BAJA CALIFORNIA SUR","CD. CONSTITUCION","BAHIA SANTA MARINA","no",24.377,-111.534,"state_site","Mel's state.site key"
"BAJA CALIFORNIA","ENSENADA","SALINAS","no",32.05,-116.885,"state_site","Mel's state.site key"
"GUERRERO","TECPAN GALEANA","BARADERO ESTERO BURRA",NA,NA,NA,NA,NA
"JALISCO","GUADALAJARA","PRESA LABOR GUADALUPE","yes",21.05,-104.05,"state_office_site","Hem's state.site.office key"
"BAJA CALIFORNIA","SAN QUINTIN","EL CHUPADERO",NA,30.5633555335022,-115.95323790306,"state_office","Hem's state.office key"
"SONORA","CD. OBREGON","PRESA MOCUZARIT",NA,27.9064816393795,-110.86436487411,"state_office","Interpolated: I meaned across landing_sites to estimate lat-long at the state-office level"
"OAXACA","JUCHITAN","SAN MATEO DEL MAR",NA,NA,NA,NA,NA
"SINALOA","LOS MOCHIS","AGIABAMPO",NA,26.347,-109.218,"state_site","Hem's state.site key"
"BAJA CALIFORNIA","EL ROSARIO","SAN LUIS GONZAGA","yes",29.79359,-114.3806,"state_site","Hem's state.site key"
"COLIMA","TECOMAN","LA COMPUERTA",NA,NA,NA,NA,NA
"SONORA","HERMOSILLO","PRESA LA ANGOSTURA",NA,29.8131410317644,-110.516027108254,"state_office","Hem's state.office key"
"CHIAPAS","PUERTO MADERO","VILLA ACALA",NA,NA,NA,NA,NA
"NAYARIT","TEPIC","ESTERO EL POZO",NA,21.5641592666667,-105.300862966667,"state_site","Hem's state.site key"
"BAJA CALIFORNIA","BAHIA LOS ANGELES","SAN FRANCISQUITO B.C.N.","yes",28.41063,-112.85712,"state_site","Mel's state.site key"
"SINALOA","GUASAVE","ALTA MAR",NA,22.877,-106.475,"state_site","Hem's state.site key"
"BAJA CALIFORNIA","BAHIA LOS ANGELES","LAS ANIMAS","yes",28.8001,-113.3504,"state_office_site","Hem's state.site.office key"
"BAJA CALIFORNIA","ENSENADA","LA MERCED",NA,31.6803648342134,-116.441554571399,"state_office","Hem's state.office key"
"BAJA CALIFORNIA","BAHIA LOS ANGELES","SAN RAFAEL","yes",27.9483,-112.6964,"state_site","Mel's state.site key"
"SINALOA","TOPOLOBAMPO","AGIABAMPO",NA,26.347,-109.218,"state_site","Hem's state.site key"
"SINALOA","LOS MOCHIS","LAGUNA CAIMANERO",NA,22.918,-106.046,"state_site","Hem's state.site key"
"BAJA CALIFORNIA SUR","CD. CONSTITUCION","BAHIA SANTA MARIA","no",22.9297512,-109.8153495,"state_site","Hem's state.site key"
"GUERRERO","ACAPULCO","VICENTE GUERRERO",NA,NA,NA,NA,NA
"SINALOA","ESCUINAPA","CORTINA LA PRESA LA CAMPANA",NA,24.158135848652,-107.17831721137,"state_office","Interpolated: I meaned across landing_sites to estimate lat-long at the state-office level"
"COLIMA","TECOMAN","LA GASERA",NA,NA,NA,NA,NA
"BAJA CALIFORNIA SUR","CD. CONSTITUCION","LA JICAMITA","no",26.401,-112.026,"state_site","Mel's state.site key"
"SONORA","HERMOSILLO","PRESA CUAUHTEMOC",NA,30.8742655555556,-111.518343888889,"state_site","Hem's state.site key"
"BAJA CALIFORNIA","ENSENADA","PUERTO ANGEL","yes",29.03,-113.551,"state_site","Mel's state.site key"
"COLIMA","MANZANILLO","LAS BOMBAS Y EL PITAYO",NA,NA,NA,NA,NA
"BAJA CALIFORNIA","BAHIA LOS ANGELES","SAN LUIS GONZAGA","yes",29.79359,-114.3806,"state_office_site","Hem's state.site.office key"
"BAJA CALIFORNIA","SAN FELIPE","POB. LUIS GIL PEREZ",NA,30.8232761927872,-114.850812713418,"state_office","Hem's state.office key"
"JALISCO","OCOTLAN","MALECON","yes",20.654,-105.229,"state_site","Mel's state.site key"
"JALISCO","GUADALAJARA","EL GUAMUCHIL","yes",21.1563641666667,-103.836319722222,"state_office_site","Hem's state.site.office key"
"SINALOA","LOS MOCHIS","BAHIA BANDERA",NA,20.634,-105.476,"state_site","Hem's state.site key"
"SINALOA","GUASAVE","LITORAL",NA,23.862,-106.734,"state_site","Hem's state.site key"
"BAJA CALIFORNIA","EL ROSARIO","LA CALAVERA","no",31.35613,-116.47,"state_site","Hem's state.site key"
"NAYARIT","TECUALA","MULAS, LAS",NA,22.4984442146623,-105.266154629021,"state_office","Hem's state.office key"
"BAJA CALIFORNIA SUR","CD. CONSTITUCION","BAJO DEL 23",NA,25.2780280791995,-111.762569083552,"state_office","Interpolated: I meaned across landing_sites to estimate lat-long at the state-office level"
"BAJA CALIFORNIA","EL ROSARIO","PUERTO CANOAS","no",29.4158,-115.1168,"state_site","Hem's state.site key"
"BAJA CALIFORNIA SUR","CABO SAN LUCAS","LAS SALINAS","yes",23.073,-109.628,"state_site","Mel's state.site key"
"BAJA CALIFORNIA SUR","CABO SAN LUCAS","BAHIA TORTUGAS","no",27.6926928444444,-114.896186183333,"state_site","Hem's state.site key"
"BAJA CALIFORNIA SUR","CD. CONSTITUCION","SAN JUANICO","no",26.2570684407407,-112.479635281481,"state_site","Hem's state.site key"
"SINALOA","CULIACAN","ALTATA",NA,24.635023875,-107.931134583333,"state_site","Hem's state.site key"
"SINALOA","GUASAVE","BAHIA LA VINORAMA",NA,25.6967337583303,-108.220619264732,"state_office","Hem's state.office key"
"JALISCO","PUERTO VALLARTA","ESTERO EL CHORRO","yes",19.89125,-105.3997222,"state_office_site","Hem's state.site.office key"
"BAJA CALIFORNIA","ENSENADA","BAJO BALLENAS","yes",29.33,-113.55,"state_site","Mel's state.site key"
"BAJA CALIFORNIA","ENSENADA","PLAYA SALINAS","no",32.05,-116.885,"state_site","Mel's state.site key"
"BAJA CALIFORNIA","EL ROSARIO","PUNTA BLANCA","no",29.102,-114.642,"state_site","Hem's state.site key"
"CHIAPAS","PLAYAS CATAZAJA","PASO PECH",NA,NA,NA,NA,NA
"SONORA","CD. OBREGON","BAHIA YAVAROS","yes",26.7,-109.487,"state_site","Hem's state.site key"
"GUERRERO","ACAPULCO","PIEDRA AHOGADA",NA,NA,NA,NA,NA
"BAJA CALIFORNIA","ENSENADA","EL PAPALOTE","no",31.7211,-116.7092,"state_office_site","Hem's state.site.office key"
"SINALOA","LOS MOCHIS","NOTIENE",NA,25.9061091802143,-109.000942361955,"state_office","Hem's state.office key"
"SONORA","HUATABAMPO","AQUIROPO","yes",26.81833,-109.849,"state_office_site","Hem's state.site.office key"
"SINALOA","GUASAVE","NO TIENE",NA,25.6967337583303,-108.220619264732,"state_office","Hem's state.office key"
"SINALOA","CULIACAN","EL CASTILLO",NA,23.86915375,-107.020830555556,"state_site","Hem's state.site key"
"GUERRERO","ACAPULCO","LAS 3 PALMAS",NA,NA,NA,NA,NA
"SINALOA","NAVOLATO","LA ARENITAS",NA,24.7618565826978,-107.683397361755,"state_office","Hem's state.office key"
"GUERRERO","CD. ALTAMIRANO","PRESA EL INFIERNILLO",NA,NA,NA,NA,NA
"BAJA CALIFORNIA","EL ROSARIO","EL PABELLON","no",30.3688180555556,-115.852259583333,"state_site","Hem's state.site key"
"BAJA CALIFORNIA","ENSENADA","EL BARRIL","yes",28.3013047222222,-112.872435,"state_site","Hem's state.site key"
"BAJA CALIFORNIA","VILLA JESUS MARIA","VILLA JESUS MARIA","no",28.2575944,-114.00080555,"state_site","Hem's state.site key"
"SONORA","GUAYMAS","EL COLORADO","yes",29.8142,-112.638,"state_site","Mel's state.site key"
"BAJA CALIFORNIA","SAN QUINTIN","SANTA MARIA","no",30.5380041666667,-115.966977083333,"state_office_site","Hem's state.site.office key"
"BAJA CALIFORNIA","EL ROSARIO","SAN QUINTIN","no",30.5336904944444,-115.968697897222,"state_site","Hem's state.site key"
"SINALOA","LOS MOCHIS","CAMPO PESQUERO COROBOCHA",NA,25.9061091802143,-109.000942361955,"state_office","Hem's state.office key"
"SINALOA","MAZATLAN","LAS GARZAS",NA,23.05889,-106.214,"state_office_site","Hem's state.site.office key"
"SINALOA","MAZATLAN","LOS CANDELONES",NA,23.4941163147551,-106.379649136752,"state_office","Hem's state.office key"
"BAJA CALIFORNIA","EL ROSARIO","LOS MORROS COLORADOS","no",29.3659,-114.956,"state_site","Mel's state.site key"
"BAJA CALIFORNIA SUR","BAHIA ASUNCION","BAHIA CONCEPCION B.C.SUR.","yes",26.81,-111.89,"state_site","Mel's state.site key"
"BAJA CALIFORNIA SUR","LA PAZ","EL CAYUCO","no",24.5747830555556,-111.671476388889,"state_site","Hem's state.site key"
"BAJA CALIFORNIA SUR","PTO. ADOLFO LOPEZ MATEOS","EL CHICHARRON","no",26.0653005555556,-112.273400833333,"state_site","Hem's state.site key"
"GUERRERO","ACAPULCO","LOMAS DEL AEROPUERTO",NA,NA,NA,NA,NA
"BAJA CALIFORNIA SUR","SAN CARLOS","PUERTO ADOLFO LOPEZ MATEOS","no",25.1929061111111,-112.110613611111,"state_site","Hem's state.site key"
"BAJA CALIFORNIA","ENSENADA","ELEHUTE",NA,31.6803648342134,-116.441554571399,"state_office","Hem's state.office key"
"NAYARIT","TEPIC","PRESA AGUAMILPA",NA,21.8393361,-104.8026395,"state_office_site","Hem's state.site.office key"
"BAJA CALIFORNIA","ENSENADA","EL PAPAYO",NA,31.6803648342134,-116.441554571399,"state_office","Hem's state.office key"
"BAJA CALIFORNIA SUR","LA PAZ","ESTERO EL DATIL","no",26.5326271,-112.912955,"state_site","Hem's state.site key"
"CHIAPAS","PIJIJIAPAN","BARRA SANTIAGO",NA,NA,NA,NA,NA
"GUERRERO","ZIHUATANEJO","ESTERO ZORCUA",NA,NA,NA,NA,NA
"NAYARIT","SAN BLAS","BOCA DEL ASADERO",NA,21.6429994444444,-105.425155833333,"state_office_site","Hem's state.site.office key"
"BAJA CALIFORNIA SUR","LA PAZ","SAN LUIS","yes",23.7776494444444,-110.167600092593,"state_office_site","Hem's state.site.office key"
"BAJA CALIFORNIA","ENSENADA","PUNTA BANDERA","no",32.448,-117.106,"state_site","Hem's state.site key"
"BAJA CALIFORNIA","ENSENADA","PUERTO ARBOLITOS","no",31.7043,-116.6637,"state_office_site","Hem's state.site.office key"
"SINALOA","LOS MOCHIS","EL SABINAL",NA,25.1969128240741,-107.480410300926,"state_site","Hem's state.site key"
"SONORA","BAHIA KINO","TASTIOTA","yes",28.3666141666667,-111.4585775,"state_office_site","Hem's state.site.office key"
"JALISCO","BARRA NAVIDAD","BOCA RIO CUITZMALA","no",19.418,-105.041,"state_site","Mel's state.site key"
"SONORA","CD. OBREGON","PRESA ALVARO OBREGON",NA,27.9064816393795,-110.86436487411,"state_office","Interpolated: I meaned across landing_sites to estimate lat-long at the state-office level"
"SONORA","CD. OBREGON","PRESA BACHOCO","yes",27.5835,-109.8057,"state_site","Mel's state.site key"
"GUERRERO","ACAPULCO","LA CA?ADA",NA,NA,NA,NA,NA
"BAJA CALIFORNIA SUR","CD. CONSTITUCION","EL FARO","no",26.7572,-113.5237,"state_site","Mel's state.site key"
"BAJA CALIFORNIA","SAN FELIPE","EL MUELLE","no",31.8525,-116.633,"state_site","Mel's state.site key"
"NAYARIT","TEPIC","LAGUNA SAN PEDRO LAGUNILLAS",NA,21.21261375,-104.7409886,"state_office_site","Hem's state.site.office key"
"BAJA CALIFORNIA","EL ROSARIO","PUNTA CONCEPCION","yes",26.935,-111.952,"state_site","Mel's state.site key"
"CHIAPAS","PIJIJIAPAN","SALTO AGUA",NA,NA,NA,NA,NA
"GUERRERO","ZIHUATANEJO","LAGUNA LAS SALINAS",NA,NA,NA,NA,NA
"BAJA CALIFORNIA","VILLA JESUS MARIA","LA CALAVERA","no",31.35613,-116.47,"state_site","Hem's state.site key"
"BAJA CALIFORNIA","ENSENADA","ERENDIRA","no",31.2624,-116.381,"state_office_site","Hem's state.site.office key"
"SINALOA","GUASAVE","CAMPO EL COLORADO",NA,25.6967337583303,-108.220619264732,"state_office","Hem's state.office key"
"JALISCO","PUERTO VALLARTA","BAHIA CHIMO","no",20.47572835,-105.58599435,"state_site","Hem's state.site key"
"GUERRERO","ZIHUATANEJO","PIEDRA AHOGADA",NA,NA,NA,NA,NA
"BAJA CALIFORNIA","EL ROSARIO","ISLA SAN RAMON","no",30.7401,-116.0482,"state_site","Mel's state.site key"
"GUERRERO","ZIHUATANEJO","LA CALERITA",NA,NA,NA,NA,NA
"BAJA CALIFORNIA SUR","GUERRERO NEGRO","BAHIA LOS ANGELES B.C.N.","yes",28.95,-113.56,"state_site","Mel's state.site key"
"SINALOA","CULIACAN","PRESA VINORAMAS",NA,24.750099,-107.0502524,"state_site","Hem's state.site key"
"BAJA CALIFORNIA SUR","CD. CONSTITUCION","LIGUI","yes",25.7357780555556,-111.271201666667,"state_site","Hem's state.site key"
"BAJA CALIFORNIA","SAN FELIPE","PUNTA FINAL","yes",29.7554736055556,-114.291770386111,"state_site","Hem's state.site key"
"CHIAPAS","PLAYAS CATAZAJA","ARROYO GUACIMO",NA,NA,NA,NA,NA
"BAJA CALIFORNIA","ENSENADA","LAS SALINAS","no",32.05,-116.885,"state_site","Mel's state.site key"
"SONORA","GUAYMAS","BAHIA VENECIA","yes",28.1442,-111.316,"state_site","Mel's state.site key"
"BAJA CALIFORNIA","ENSENADA","PUERTO CATARINA","no",29.51930875,-115.261580138889,"state_site","Hem's state.site key"
"BAJA CALIFORNIA SUR","CD. CONSTITUCION","ESTERO LAS VACAS","no",25.3405,-112.0913,"state_site","Mel's state.site key"
"SONORA","GUAYMAS","MIRAMAR","yes",29.4833,-112.372,"state_site","Mel's state.site key"
"BAJA CALIFORNIA","ENSENADA","SAN LUIS GONZAGA","yes",29.79359,-114.3806,"state_site","Hem's state.site key"
"BAJA CALIFORNIA SUR","GUERRERO NEGRO","LAGUNA SAN IGNACIO","no",26.884916703052,-113.167141068228,"state_site","Hem's state.site key"
"NAYARIT","SANTIAGO IXCUINTLA","RUBENA, LA",NA,21.9838665077391,-104.896760868459,"state_office","Hem's state.office key"
"BAJA CALIFORNIA","BAHIA LOS ANGELES","ISLA CEDROS","no",28.1331695311111,-115.201436955556,"state_site","Hem's state.site key"
"JALISCO","GUADALAJARA","PRESA ALCALA","yes",21.24,-102.33,"state_site","Hem's state.site key"
"SONORA","GUAYMAS","LOS ALGODONES","yes",27.658,-110.608,"state_site","Mel's state.site key"
"SINALOA","MAZATLAN","LA JARRILLA",NA,23.4941163147551,-106.379649136752,"state_office","Hem's state.office key"
"JALISCO","PUERTO VALLARTA","ESTERO LA SABANITA","yes",19.94,-105.24,"state_office_site","Hem's state.site.office key"
"BAJA CALIFORNIA","ENSENADA","LA MISION","no",31.3321316666667,-116.257776388889,"state_office_site","Hem's state.site.office key"
"SINALOA","LOS MOCHIS","ACUACOP",NA,25.9061091802143,-109.000942361955,"state_office","Hem's state.office key"
"BAJA CALIFORNIA","SAN QUINTIN","PUNTA BLANCA","no",29.102,-114.642,"state_site","Hem's state.site key"
"BAJA CALIFORNIA","EL ROSARIO","EL MORRO","no",32.277,-117.026,"state_site","Mel's state.site key"
"SONORA","CD. OBREGON","MUELLE F. RANCHO KUL","yes",26.62,-109.58,"state_site","Mel's state.site key"
"SINALOA","LOS MOCHIS","LAZARO CARDENAS",NA,26.0498,-108.798318611111,"state_office_site","Hem's state.site.office key"
"SINALOA","TOPOLOBAMPO","ACUACULTURA EN AVANCE",NA,25.6153795297504,-109.024498822464,"state_office","Hem's state.office key"
"BAJA CALIFORNIA SUR","CD. CONSTITUCION","ESTERO SAN GREGORIO","no",26.0975,-112.2772,"state_site","Mel's state.site key"
"BAJA CALIFORNIA SUR","CD. CONSTITUCION","ESTERO SAN JORGE","no",25.8359,-112.1342,"state_site","Mel's state.site key"
"SONORA","GUAYMAS","ACUIC. MAR Y SOL.","yes",26.7,-109.53,"state_site","Mel's state.site key"
"SINALOA","TOPOLOBAMPO","NOTIENE",NA,25.6153795297504,-109.024498822464,"state_office","Hem's state.office key"
"MICHOACAN","LAZARO CARDENAS","SAN RAFAEL",NA,NA,NA,NA,NA
"BAJA CALIFORNIA","TIJUANA","EL CAMPITO","no",30.1465,-115.79,"state_site","Mel's state.site key"
"BAJA CALIFORNIA","ENSENADA","VARDERO LAGUNITAS",NA,31.6803648342134,-116.441554571399,"state_office","Hem's state.office key"
"BAJA CALIFORNIA","SAN QUINTIN","LA BOCANA","no",31.5351481944444,-116.656430138889,"state_site","Hem's state.site key"
"BAJA CALIFORNIA","ENSENADA","EL MALECON",NA,31.6803648342134,-116.441554571399,"state_office","Hem's state.office key"
"BAJA CALIFORNIA","TIJUANA","EL BARRIL B.C.N.","yes",28.3009,-112.8741,"state_site","Mel's state.site key"
"SINALOA","LOS MOCHIS","EL SALADO",NA,24.4310816666667,-107.17840875,"state_site","Hem's state.site key"
"BAJA CALIFORNIA SUR","GUERRERO NEGRO","EL BARRIL B.C.N.","yes",28.3,-112.93,"state_site","Mel's state.site key"
"BAJA CALIFORNIA","EL ROSARIO","ISLA SAN JERONIMO","no",29.82068625,-115.7946401,"state_site","Hem's state.site key"
"SONORA","HUATABAMPO","BOCA DEL RIO","yes",26.706,-109.443,"state_office_site","Hem's state.site.office key"
"SONORA","BAHIA KINO","EL CARDONAL","yes",28.4470081944444,-111.6643575,"state_office_site","Hem's state.site.office key"
"SINALOA","EL ROSARIO","AGUA VERDE",NA,22.8881467592593,-105.971027037037,"state_office_site","Hem's state.site.office key"
"BAJA CALIFORNIA","EL ROSARIO","EL MOLINO VIEJO","no",30.4859081,-115.9758053,"state_site","Hem's state.site key"
"BAJA CALIFORNIA","EL ROSARIO","LAGUNA MANUELA","no",28.2482011111111,-114.092266666667,"state_site","Hem's state.site key"
"BAJA CALIFORNIA","ENSENADA","CANOAS","no",29.42091,-115.12,"state_site","Hem's state.site key"
"NAYARIT","TEPIC","ZOQUIPAN",NA,22.0028038888889,-104.542488055556,"state_office_site","Hem's state.site.office key"
"SINALOA","LOS MOCHIS","CAMPO PESQUERO LAS AGUAMITAS",NA,24.567,-107.791,"state_site","Hem's state.site key"
"SINALOA","LOS MOCHIS","BOQUITAS",NA,25.9061091802143,-109.000942361955,"state_office","Hem's state.office key"
"BAJA CALIFORNIA","BAHIA LOS ANGELES","ROSARITO","no",32.3600937,-117.0566851,"state_site","Hem's state.site key"
"BAJA CALIFORNIA","VILLA JESUS MARIA","BAHIA CONCEPCION B.C.SUR.","yes",26.757,-111.893,"state_site","Mel's state.site key"
"BAJA CALIFORNIA","VILLA JESUS MARIA","ENSENADA","no",31.9435560981482,-116.731700864815,"state_site","Hem's state.site key"
"GUERRERO","ACAPULCO","BALCONES DEL MAR",NA,NA,NA,NA,NA
"BAJA CALIFORNIA SUR","LA PAZ","SAN ISIDRO","yes",23.9643134259259,-110.395388101852,"state_office_site","Hem's state.site.office key"
"GUERRERO","ACAPULCO","LA PIONIA",NA,NA,NA,NA,NA
"BAJA CALIFORNIA","ENSENADA","EL MORRO","no",32.277,-117.026,"state_site","Mel's state.site key"
"SINALOA","LOS MOCHIS","BAHIA AGIABAMPO",NA,26.2710852,-109.1285472,"state_site","Hem's state.site key"
