"Year","Major_Functional_Group","Stock","Total_Landed_Biomass","n_Records"
2011,"Demersal marine fishes","Hyporthodus",348775.55,1017
2011,"Demersal marine fishes","Hyporthodus niphobles",60760.9,170
2011,"Demersal marine fishes","Isurus",2692.5,6
2011,"Demersal marine fishes","Lamna",72,1
2011,"Demersal marine fishes","Larimus",3048,23
2011,"Demersal marine fishes","Lutjanus",2746490.4,10277
2011,"Demersal marine fishes","Menticirrhus",93798.7,417
2011,"Demersal marine fishes","Merluccius",2000969,183
2011,"Demersal marine fishes","Microlepidotus",16606,125
2011,"Demersal marine fishes","Micropogonias",10632131.3,4614
2011,"Demersal marine fishes","Mobula",1009482.6,783
2011,"Demersal marine fishes","Mugil",2442910,2319
2011,"Demersal marine fishes","Mustelus",50015.8,89
2011,"Demersal marine fishes","Mycteroperca",360684.4,1212
2011,"Demersal marine fishes","Nasolamia",2375,2
2011,"Demersal marine fishes","Nematistius",7325.7,23
2011,"Demersal marine fishes","Nicholsina",62507.5,51
2011,"Demersal marine fishes","Orthopristis",7426.75,33
2011,"Demersal marine fishes","Paralabrax",690672.2,1021
2011,"Demersal marine fishes","Paranthias",526,11
2011,"Demersal marine fishes","Parapsettus",2566,23
2011,"Demersal marine fishes","Prionace",653452.35,164
2011,"Demersal marine fishes","Pseudobatos",611770.9,801
2011,"Demersal marine fishes","Pseudupeneus",4554,18
2011,"Demersal marine fishes","Scorpaena",18609.2,88
2011,"Demersal marine fishes","Sphoeroides",255432.75,729
2011,"Demersal marine fishes","Sphyrna",35209.75,50
2011,"Demersal marine fishes","Squatina",621172.2,680
2011,"Demersal marine fishes","Stereolepis",24.2,1
2011,"Demersal marine fishes","Synodus",107400.1,519
2011,"Demersal marine fishes","Trichiurus",4406,49
2011,"Diadromous fishes","Chanos",85616,201
2011,"Marine algae","Gelidium",192804,14
2011,"Marine fishes NEI","Epinephelus",14227.6,102
2011,"Miscellaneous aquatic animals","Mesocentrotus",65407,50
2011,"Molluscs excl. Cephalopods","Argopecten",6284873,329
2011,"Molluscs excl. Cephalopods","Dosinia",816714,132
2011,"Molluscs excl. Cephalopods","Haliotis",53376.86,66
2011,"Molluscs excl. Cephalopods","Hexaplex",19802,8
2011,"Molluscs excl. Cephalopods","Lobatus",9288,16
2011,"Molluscs excl. Cephalopods","Megapitaria",191838,246
2011,"Molluscs excl. Cephalopods","Megastraea",78855,10
2011,"Molluscs excl. Cephalopods","Panopea",1261919,729
2011,"Molluscs excl. Cephalopods","Turbo",11985,13
2011,"Pelagic marine fishes","Ablennes",3308.4,42
2011,"Pelagic marine fishes","Caranx",114585.1,563
2011,"Pelagic marine fishes","Cetengraulis",113179462.72,682
2011,"Pelagic marine fishes","Coryphaena",242337.4,918
2011,"Pelagic marine fishes","Etrumeus",978338.2,12
2011,"Pelagic marine fishes","Euthynnus",2738935,43
2011,"Pelagic marine fishes","Istiophorus",18094.75,97
2011,"Pelagic marine fishes","Katsuwonus",6397264.2,278
2011,"Pelagic marine fishes","Oligoplites",3510,17
2011,"Pelagic marine fishes","Opisthonema",194494932.2,1017
2011,"Pelagic marine fishes","Sarda",5614134,63
2011,"Pelagic marine fishes","Sardinops",158653541.04,1070
2011,"Pelagic marine fishes","Scomber",36160450.52,479
2011,"Pelagic marine fishes","Scomberomorus",6972824.85,5051
2011,"Pelagic marine fishes","Selene",636639.1,1925
2011,"Pelagic marine fishes","Seriola",716881.7,983
2011,"Pelagic marine fishes","Sphyraena",1829,19
2011,"Pelagic marine fishes","Thunnus",66741694.4,295
2011,"Pelagic marine fishes","Trachinotus",135047,559
2011,"Pelagic marine fishes","Xiphias",51236.75,53
2011,"Shrimps, prawns","Farfantepenaeus",69525.6,32
2011,"Shrimps, prawns","Litopenaeus",2017449.4,814
2011,"Shrimps, prawns","Penaeus",33677323.76,17071
2011,"Shrimps, prawns","Rimapenaeus",65975.6,33
2011,"Shrimps, prawns","Sicyonia",162578.6,45
2012,"Cephalopods","Dosidicus",8924050,666
2012,"Crustaceans","Callinectes",714,9
2012,"Crustaceans","Panulirus",218380,303
2012,"Demersal marine fishes","Acanthurus",22773,99
2012,"Demersal marine fishes","Aetobatus",9926.6,36
2012,"Demersal marine fishes","Alopias",174265.4,60
2012,"Demersal marine fishes","Anisotremus",136767.8,568
2012,"Demersal marine fishes","Anoplopoma",993.2,11
2012,"Demersal marine fishes","Ariopsis",3782.8,46
2012,"Demersal marine fishes","Balistes",1237017.25,2131
2012,"Demersal marine fishes","Brotula",1043836,492
2012,"Demersal marine fishes","Calamus",34318,217
2012,"Demersal marine fishes","Carcharhinus",389656.05,1268
2012,"Demersal marine fishes","Caulolatilus",1354417.6,1450
2012,"Demersal marine fishes","Centropomus",805005,4321
2012,"Demersal marine fishes","Cynoscion",2671299.65,5487
2012,"Demersal marine fishes","Diapterus",180504,88
2012,"Demersal marine fishes","Diplectrum",35615.9,92
2012,"Demersal marine fishes","Eucinostomus argenteus",201182,604
2012,"Demersal marine fishes","Eugerres",19241,165
2012,"Demersal marine fishes","Galeocerdo",4262.25,19
2012,"Demersal marine fishes","Gerres",171286.2,386
2012,"Demersal marine fishes","Ginglymostoma",541.3,14
2012,"Demersal marine fishes","Haemulon",919494.4,4119
2012,"Demersal marine fishes","Haemulopsis",146388.1,428
2012,"Demersal marine fishes","Hoplopagrus",89492.4,606
2012,"Demersal marine fishes","Hypanus",1230985.6,966
2012,"Demersal marine fishes","Hyporthodus",544309.35,1134
2012,"Demersal marine fishes","Hyporthodus niphobles",78825.6,233
2012,"Demersal marine fishes","Isurus",1160.5,1
2012,"Demersal marine fishes","Lamna",1323.1,15
2012,"Demersal marine fishes","Larimus",3930,29
2012,"Demersal marine fishes","Lutjanus",2807446.55,9496
2012,"Demersal marine fishes","Menticirrhus",105583.6,599
2012,"Demersal marine fishes","Merluccius",2591417.3,284
2012,"Demersal marine fishes","Microlepidotus",20415.8,169
2012,"Demersal marine fishes","Micropogonias",10687859.4,4472
2012,"Demersal marine fishes","Mobula",1337893.1,709
2012,"Demersal marine fishes","Mugil",2542376,2822
2012,"Demersal marine fishes","Mustelus",53898.6,41
2012,"Demersal marine fishes","Mycteroperca",423323.5,1378
2012,"Demersal marine fishes","Nasolamia",3400,1
2012,"Demersal marine fishes","Nematistius",4336.7,11
2012,"Demersal marine fishes","Nicholsina",2757.6,44
2012,"Demersal marine fishes","Orthopristis",18612,76
2012,"Demersal marine fishes","Paralabrax",881300.7,1166
2012,"Demersal marine fishes","Paranthias",740,12
2012,"Demersal marine fishes","Parapsettus",14595,33
2012,"Demersal marine fishes","Prionace",595215.9,138
2012,"Demersal marine fishes","Pseudobatos",528697.75,685
2012,"Demersal marine fishes","Pseudupeneus",7125.6,28
2012,"Demersal marine fishes","Scorpaena",10669.4,76
2012,"Demersal marine fishes","Sphoeroides",191206.05,603
2012,"Demersal marine fishes","Sphyrna",51003.25,62
2012,"Demersal marine fishes","Squatina",651712.1,690
2012,"Demersal marine fishes","Stereolepis",81.8,5
2012,"Demersal marine fishes","Synodus",154596.8,717
2012,"Demersal marine fishes","Trichiurus",3668,48
2012,"Diadromous fishes","Chanos",82345,199
2012,"Marine algae","Gelidium",52182,4
2012,"Marine fishes NEI","Epinephelus",13297.3,121
2012,"Miscellaneous aquatic animals","Mesocentrotus",38424,43
2012,"Miscellaneous aquatic animals","Strongylocentrotus",13705,16
2012,"Molluscs excl. Cephalopods","Argopecten",246853,28
2012,"Molluscs excl. Cephalopods","Chione",8600,1
2012,"Molluscs excl. Cephalopods","Dosinia",939293,196
2012,"Molluscs excl. Cephalopods","Haliotis",46657.84,56
2012,"Molluscs excl. Cephalopods","Hexaplex",15130,12
2012,"Molluscs excl. Cephalopods","Lobatus",23026,18
2012,"Molluscs excl. Cephalopods","Megapitaria",87755,113
2012,"Molluscs excl. Cephalopods","Megastraea",128618,13
2012,"Molluscs excl. Cephalopods","Panopea",1684293.01,859
2012,"Molluscs excl. Cephalopods","Turbo",300,1
2012,"Pelagic marine fishes","Ablennes",3899.5,57
2012,"Pelagic marine fishes","Caranx",81667,576
2012,"Pelagic marine fishes","Cetengraulis",297306807.52,1462
2012,"Pelagic marine fishes","Coryphaena",113821,439
2012,"Pelagic marine fishes","Etrumeus",2011720.72,29
2012,"Pelagic marine fishes","Euthynnus",3821741,53
2012,"Pelagic marine fishes","Istiophorus",15879.65,69
2012,"Pelagic marine fishes","Katsuwonus",10687521.1,229
2012,"Pelagic marine fishes","Oligoplites",19535,91
2012,"Pelagic marine fishes","Opisthonema",132460326.92,1000
2012,"Pelagic marine fishes","Sarda",3686847,67
2012,"Pelagic marine fishes","Sardinops",99546476.48,620
2012,"Pelagic marine fishes","Scomber",44733781.2,531
2012,"Pelagic marine fishes","Scomberomorus",6147174.75,4691
2012,"Pelagic marine fishes","Selene",560924.4,1807
2012,"Pelagic marine fishes","Seriola",1243083.2,1149
2012,"Pelagic marine fishes","Sphyraena",967,11
2012,"Pelagic marine fishes","Thunnus",56012153.5,265
2012,"Pelagic marine fishes","Trachinotus",188576.7,711
2012,"Pelagic marine fishes","Xiphias",33495,51
2012,"Shrimps, prawns","Farfantepenaeus",156316.6,52
2012,"Shrimps, prawns","Litopenaeus",486771,514
2012,"Shrimps, prawns","Penaeus",22919208.2,16331
2012,"Shrimps, prawns","Rimapenaeus",196664.6,63
2012,"Shrimps, prawns","Sicyonia",287076.4,43
2013,"Cephalopods","Dosidicus",14857316.3,936
2013,"Crustaceans","Callinectes",425543,142
2013,"Crustaceans","Panulirus",209477,329
2013,"Demersal marine fishes","Acanthurus",52621,168
2013,"Demersal marine fishes","Aetobatus",10008,33
2013,"Demersal marine fishes","Alopias",68645.1,72
2013,"Demersal marine fishes","Anisotremus",139184.6,507
2013,"Demersal marine fishes","Anoplopoma",2471.9,28
2013,"Demersal marine fishes","Ariopsis",7925,109
2013,"Demersal marine fishes","Balistes",1542909.6,2785
2013,"Demersal marine fishes","Brotula",730098.9,433
2013,"Demersal marine fishes","Calamus",28883,183
2013,"Demersal marine fishes","Carcharhinus",504626.15,1367
2013,"Demersal marine fishes","Caulolatilus",653816,1442
2013,"Demersal marine fishes","Centropomus",959579.65,5176
2013,"Demersal marine fishes","Cynoscion",1988849,5935
2013,"Demersal marine fishes","Diapterus",28565,64
2013,"Demersal marine fishes","Diplectrum",34100.6,87
2013,"Demersal marine fishes","Eucinostomus argenteus",263616,702
2013,"Demersal marine fishes","Eugerres",16541,209
2013,"Demersal marine fishes","Galeocerdo",886.2,15
2013,"Demersal marine fishes","Gerres",129304.8,362
2013,"Demersal marine fishes","Ginglymostoma",530,4
2013,"Demersal marine fishes","Haemulon",1099507.55,4875
2013,"Demersal marine fishes","Haemulopsis",170685.2,462
2013,"Demersal marine fishes","Hoplopagrus",106639.9,891
2013,"Demersal marine fishes","Hypanus",1538719.6,961
2013,"Demersal marine fishes","Hyporthodus",743902.2,1293
2013,"Demersal marine fishes","Hyporthodus niphobles",72460.6,266
2013,"Demersal marine fishes","Isurus",37687.4,52
2013,"Demersal marine fishes","Lamna",1452.5,10
2013,"Demersal marine fishes","Larimus",11574,62
2013,"Demersal marine fishes","Lutjanus",3051126.55,11447
2013,"Demersal marine fishes","Menticirrhus",88720.1,627
2013,"Demersal marine fishes","Merluccius",6277231.5,389
2013,"Demersal marine fishes","Microlepidotus",19426,200
2013,"Demersal marine fishes","Micropogonias",6218244.3,5110
2013,"Demersal marine fishes","Mobula",1051449.5,650
2013,"Demersal marine fishes","Mugil",2820845,2752
2013,"Demersal marine fishes","Mustelus",43075.7,52
2013,"Demersal marine fishes","Mycteroperca",444718.7,1447
2013,"Demersal marine fishes","Nasolamia",29423.25,50
2013,"Demersal marine fishes","Nematistius",654,10
2013,"Demersal marine fishes","Nicholsina",251,5
2013,"Demersal marine fishes","Orthopristis",29686,108
2013,"Demersal marine fishes","Paralabrax",643873.1,1126
2013,"Demersal marine fishes","Paranthias",799,8
2013,"Demersal marine fishes","Parapsettus",5185,16
2013,"Demersal marine fishes","Prionace",498248.75,184
2013,"Demersal marine fishes","Pseudobatos",583950.75,636
2013,"Demersal marine fishes","Pseudupeneus",17077.7,51
2013,"Demersal marine fishes","Scorpaena",9960.2,50
2013,"Demersal marine fishes","Sphoeroides",454608.45,765
2013,"Demersal marine fishes","Sphyrna",136289.05,171
2013,"Demersal marine fishes","Squatina",698563.5,587
2013,"Demersal marine fishes","Stereolepis",376.8,5
2013,"Demersal marine fishes","Synodus",143238.6,745
2013,"Demersal marine fishes","Trichiurus",2494,22
2013,"Diadromous fishes","Chanos",83743,258
2013,"Marine algae","Gelidium",94044,5
2013,"Marine fishes NEI","Epinephelus",13803.95,121
2013,"Miscellaneous aquatic animals","Mesocentrotus",41418,36
2013,"Miscellaneous aquatic animals","Strongylocentrotus",10003,24
2013,"Molluscs excl. Cephalopods","Argopecten",35204,7
2013,"Molluscs excl. Cephalopods","Chione",146080,75
2013,"Molluscs excl. Cephalopods","Dosinia",1952224,201
2013,"Molluscs excl. Cephalopods","Haliotis",54920.78,66
2013,"Molluscs excl. Cephalopods","Hexaplex",4623,10
2013,"Molluscs excl. Cephalopods","Lobatus",21486,28
2013,"Molluscs excl. Cephalopods","Megapitaria",392827,212
2013,"Molluscs excl. Cephalopods","Megastraea",133168,14
2013,"Molluscs excl. Cephalopods","Panopea",2117107,857
2013,"Molluscs excl. Cephalopods","Turbo",1719,4
2013,"Pelagic marine fishes","Ablennes",15125.7,163
2013,"Pelagic marine fishes","Caranx",171514.4,747
2013,"Pelagic marine fishes","Cetengraulis",179129084.62,978
2013,"Pelagic marine fishes","Coryphaena",182562.3,719
2013,"Pelagic marine fishes","Etrumeus",16864686.68,185
2013,"Pelagic marine fishes","Euthynnus",2876802,42
2013,"Pelagic marine fishes","Istiophorus",36506.05,150
2013,"Pelagic marine fishes","Katsuwonus",8142255.1,285
2013,"Pelagic marine fishes","Oligoplites",18100,76
2013,"Pelagic marine fishes","Opisthonema",220482458.6,1487
2013,"Pelagic marine fishes","Sarda",813517.6,140
2013,"Pelagic marine fishes","Sardinops",84790339.2,664
2013,"Pelagic marine fishes","Scomber",25279021.68,405
2013,"Pelagic marine fishes","Scomberomorus",6067705.4,5558
2013,"Pelagic marine fishes","Selene",553293.7,1869
2013,"Pelagic marine fishes","Seriola",881859.4,1288
2013,"Pelagic marine fishes","Sphyraena",13841,114
2013,"Pelagic marine fishes","Thunnus",67610409,286
2013,"Pelagic marine fishes","Trachinotus",3927615.8,570
2013,"Pelagic marine fishes","Xiphias",38429.25,55
2013,"Shrimps, prawns","Farfantepenaeus",122203.4,60
2013,"Shrimps, prawns","Litopenaeus",3643953,1882
2013,"Shrimps, prawns","Penaeus",27286335.2,19630
2013,"Shrimps, prawns","Rimapenaeus",74585.2,33
2013,"Shrimps, prawns","Sicyonia",6807,3
2014,"Cephalopods","Dosidicus",24475530.05,1477
2014,"Crustaceans","Callinectes",619867,445
2014,"Crustaceans","Panulirus",135765.9,256
2014,"Demersal marine fishes","Acanthurus",24223,99
2014,"Demersal marine fishes","Aetobatus",39314,47
2014,"Demersal marine fishes","Alopias",543814.45,326
2014,"Demersal marine fishes","Anisotremus",102170.67,357
2014,"Demersal marine fishes","Anoplopoma",2465.05,20
2014,"Demersal marine fishes","Ariopsis",3277.6,34
2014,"Demersal marine fishes","Balistes",2027190.325,3053
2014,"Demersal marine fishes","Brotula",1060771.4,591
2014,"Demersal marine fishes","Calamus",26283,169
2014,"Demersal marine fishes","Carcharhinus",734096.9,1665
2014,"Demersal marine fishes","Caulolatilus",528747.85,1272
2014,"Demersal marine fishes","Centropomus",1174642.72,5965
2014,"Demersal marine fishes","Cynoscion",2009457.68,6141
2014,"Demersal marine fishes","Diapterus",32361,146
2014,"Demersal marine fishes","Diplectrum",32678.95,102
2014,"Demersal marine fishes","Eucinostomus argenteus",208688,908
2014,"Demersal marine fishes","Eugerres",35923,361
2014,"Demersal marine fishes","Galeocerdo",2775.05,24
2014,"Demersal marine fishes","Gerres",146250.8,383
2014,"Demersal marine fishes","Ginglymostoma",3851.5,9
2014,"Demersal marine fishes","Haemulon",929696.6,4563
2014,"Demersal marine fishes","Haemulopsis",211947.4,406
2014,"Demersal marine fishes","Hoplopagrus",108358.5,863
2014,"Demersal marine fishes","Hypanus",1480658.85,918
2014,"Demersal marine fishes","Hyporthodus",886775.4,1575
2014,"Demersal marine fishes","Hyporthodus niphobles",81947.9,236
2014,"Demersal marine fishes","Isurus",429391,325
2014,"Demersal marine fishes","Lamna",2311.8,18
2014,"Demersal marine fishes","Larimus",9653,45
2014,"Demersal marine fishes","Lutjanus",3287675.4,11144
2014,"Demersal marine fishes","Menticirrhus",105167.8,441
2014,"Demersal marine fishes","Merluccius",7262581,419
2014,"Demersal marine fishes","Microlepidotus",60052,248
2014,"Demersal marine fishes","Micropogonias",8857066.56,5040
2014,"Demersal marine fishes","Mobula",1055850.65,748
2014,"Demersal marine fishes","Mugil",2053056.8,2479
2014,"Demersal marine fishes","Mustelus",48744.2,58
2014,"Demersal marine fishes","Mycteroperca",462352.85,1333
2014,"Demersal marine fishes","Nasolamia",32920.25,68
2014,"Demersal marine fishes","Nematistius",8306,110
2014,"Demersal marine fishes","Nicholsina",1809,24
2014,"Demersal marine fishes","Orthopristis",53083,101
2014,"Demersal marine fishes","Paralabrax",851542.65,1247
2014,"Demersal marine fishes","Paranthias",2033.3,10
2014,"Demersal marine fishes","Parapsettus",9438,18
2014,"Demersal marine fishes","Prionace",1392770.65,323
2014,"Demersal marine fishes","Pseudobatos",648210.7,636
2014,"Demersal marine fishes","Pseudupeneus",2304,8
2014,"Demersal marine fishes","Scorpaena",4217.5,41
2014,"Demersal marine fishes","Sphoeroides",393579.45,839
2014,"Demersal marine fishes","Sphyrna",359005,398
2014,"Demersal marine fishes","Squatina",610644.72,525
2014,"Demersal marine fishes","Stereolepis",505,6
2014,"Demersal marine fishes","Synodus",133844.1,919
2014,"Demersal marine fishes","Trichiurus",2792,16
2014,"Diadromous fishes","Chanos",230100.6,464
2014,"Marine algae","Gelidium",64338,9
2014,"Marine fishes NEI","Epinephelus",13881.9,111
2014,"Miscellaneous aquatic animals","Mesocentrotus",15863,17
2014,"Miscellaneous aquatic animals","Strongylocentrotus",5062,7
2014,"Molluscs excl. Cephalopods","Argopecten",102947,27
2014,"Molluscs excl. Cephalopods","Chione",192171,85
2014,"Molluscs excl. Cephalopods","Dosinia",905431,148
2014,"Molluscs excl. Cephalopods","Haliotis",51200.86,79
2014,"Molluscs excl. Cephalopods","Hexaplex",1012006,168
2014,"Molluscs excl. Cephalopods","Lobatus",19996,28
2014,"Molluscs excl. Cephalopods","Megapitaria",288197,206
2014,"Molluscs excl. Cephalopods","Megastraea",36855,8
2014,"Molluscs excl. Cephalopods","Panopea",2429061.92,881
2014,"Molluscs excl. Cephalopods","Turbo",1756,4
2014,"Pelagic marine fishes","Ablennes",17663.85,180
2014,"Pelagic marine fishes","Caranx",132854.5,780
2014,"Pelagic marine fishes","Cetengraulis",60719386.84,430
2014,"Pelagic marine fishes","Coryphaena",158017.85,529
2014,"Pelagic marine fishes","Etrumeus",7568697.24,110
2014,"Pelagic marine fishes","Euthynnus",3714911,66
2014,"Pelagic marine fishes","Istiophorus",23746.15,120
2014,"Pelagic marine fishes","Katsuwonus",4492837.2,207
2014,"Pelagic marine fishes","Oligoplites",18020,100
2014,"Pelagic marine fishes","Opisthonema",225600754.44,1709
2014,"Pelagic marine fishes","Sarda",986117.7,127
2014,"Pelagic marine fishes","Sardinops",4023552.8,51
2014,"Pelagic marine fishes","Scomber",40393077.76,528
2014,"Pelagic marine fishes","Scomberomorus",5753831.2,5546
2014,"Pelagic marine fishes","Selene",446759.2,1936
2014,"Pelagic marine fishes","Seriola",1200957.1,1336
2014,"Pelagic marine fishes","Sphyraena",18162,135
2014,"Pelagic marine fishes","Thunnus",75346319.2,715
2014,"Pelagic marine fishes","Trachinotus",141053.32,650
2014,"Pelagic marine fishes","Xiphias",61949,90
2014,"Shrimps, prawns","Farfantepenaeus",357971,108
2014,"Shrimps, prawns","Litopenaeus",4163418.34,2309
2014,"Shrimps, prawns","Penaeus",28256995.83,20896
2014,"Shrimps, prawns","Rimapenaeus",72040,43
2015,"Cephalopods","Dosidicus",1589608.95,685
2015,"Crustaceans","Callinectes",832879,602
2015,"Crustaceans","Panulirus",162744.4,345
2015,"Demersal marine fishes","Acanthurus",29494,121
2015,"Demersal marine fishes","Aetobatus",24879,81
2015,"Demersal marine fishes","Alopias",549037.318,343
2015,"Demersal marine fishes","Anisotremus",65637.28,291
2015,"Demersal marine fishes","Anoplopoma",464.3,6
2015,"Demersal marine fishes","Ariopsis",6177,19
2015,"Demersal marine fishes","Balistes",3241413.33,3754
2015,"Demersal marine fishes","Brotula",906695.1,704
2015,"Demersal marine fishes","Calamus",24733,176
2015,"Demersal marine fishes","Carcharhinus",1140862.6,1793
2015,"Demersal marine fishes","Caulolatilus",498048.6,1362
2015,"Demersal marine fishes","Centropomus",1087303.585,6704
2015,"Demersal marine fishes","Cynoscion",2122382.751,7442
2015,"Demersal marine fishes","Diapterus",35185,117
2015,"Demersal marine fishes","Diplectrum",87594.78,141
2015,"Demersal marine fishes","Eucinostomus argenteus",170102,1095
2015,"Demersal marine fishes","Eugerres",38358,393
2015,"Demersal marine fishes","Galeocerdo",2157.5,28
2015,"Demersal marine fishes","Gerres",197470.2,448
2015,"Demersal marine fishes","Ginglymostoma",4610.3,25
2015,"Demersal marine fishes","Haemulon",1149783.9,5183
2015,"Demersal marine fishes","Haemulopsis",177049,428
2015,"Demersal marine fishes","Hoplopagrus",129975.1,833
2015,"Demersal marine fishes","Hypanus",1586230.65,1075
2015,"Demersal marine fishes","Hyporthodus",1079028.33,2342
2015,"Demersal marine fishes","Hyporthodus niphobles",72096.6,258
2015,"Demersal marine fishes","Isurus",420247.9,352
2015,"Demersal marine fishes","Lamna",7635.05,36
2015,"Demersal marine fishes","Larimus",11573,66
2015,"Demersal marine fishes","Lutjanus",4641957.535,13852
2015,"Demersal marine fishes","Menticirrhus",56300.2,323
2015,"Demersal marine fishes","Merluccius",4980937.6,294
2015,"Demersal marine fishes","Microlepidotus",112346,351
2015,"Demersal marine fishes","Micropogonias",8098251.5,5742
2015,"Demersal marine fishes","Mobula",1507570.9,877
2015,"Demersal marine fishes","Mugil",3117326.2,3210
2015,"Demersal marine fishes","Mustelus",144566.65,83
2015,"Demersal marine fishes","Mycteroperca",725960.37,1893
2015,"Demersal marine fishes","Nasolamia",45899.65,82
2015,"Demersal marine fishes","Nematistius",18332,186
2015,"Demersal marine fishes","Nicholsina",1546,14
2015,"Demersal marine fishes","Orthopristis",26831.5,91
2015,"Demersal marine fishes","Paralabrax",924487.04,1516
2015,"Demersal marine fishes","Paranthias",4732,28
2015,"Demersal marine fishes","Parapsettus",3007,11
2015,"Demersal marine fishes","Prionace",1290145.2,267
2015,"Demersal marine fishes","Pseudobatos",775939.15,925
2015,"Demersal marine fishes","Pseudupeneus",1202,5
2015,"Demersal marine fishes","Scorpaena",4909,45
2015,"Demersal marine fishes","Sphoeroides",571709.05,1284
2015,"Demersal marine fishes","Sphyrna",864145.0875,537
2015,"Demersal marine fishes","Squatina",616167.2,600
2015,"Demersal marine fishes","Stereolepis",1694.8,13
2015,"Demersal marine fishes","Synodus",241382.4,1133
2015,"Demersal marine fishes","Trichiurus",1993,14
2015,"Diadromous fishes","Chanos",378410.4,824
2015,"Marine algae","Gelidium",387234,9
2015,"Marine fishes NEI","Epinephelus",58104.5,175
2015,"Miscellaneous aquatic animals","Mesocentrotus",95591,80
2015,"Miscellaneous aquatic animals","Strongylocentrotus",30000,33
2015,"Molluscs excl. Cephalopods","Argopecten",379904,64
2015,"Molluscs excl. Cephalopods","Chione",57747,31
2015,"Molluscs excl. Cephalopods","Dosinia",757428,227
2015,"Molluscs excl. Cephalopods","Haliotis",62074.72,94
2015,"Molluscs excl. Cephalopods","Hexaplex",1472223,279
2015,"Molluscs excl. Cephalopods","Lobatus",4090,7
2015,"Molluscs excl. Cephalopods","Megapitaria",156702,317
2015,"Molluscs excl. Cephalopods","Megastraea",94031,17
2015,"Molluscs excl. Cephalopods","Panopea",1544185.7,630
2015,"Molluscs excl. Cephalopods","Turbo",12530,15
2015,"Pelagic marine fishes","Ablennes",31507.75,167
2015,"Pelagic marine fishes","Caranx",85019.8,651
2015,"Pelagic marine fishes","Cetengraulis",60839858.64,418
2015,"Pelagic marine fishes","Coryphaena",121444.85,519
2015,"Pelagic marine fishes","Etrumeus",7029227.06,96
2015,"Pelagic marine fishes","Euthynnus",2535062,51
2015,"Pelagic marine fishes","Istiophorus",30664.75,122
2015,"Pelagic marine fishes","Katsuwonus",15462616,192
2015,"Pelagic marine fishes","Oligoplites",22570,80
2015,"Pelagic marine fishes","Opisthonema",164653409.62,1514
2015,"Pelagic marine fishes","Sarda",546369.8,98
2015,"Pelagic marine fishes","Sardinops",5119613.02,70
2015,"Pelagic marine fishes","Scomber",39312861.48,510
2015,"Pelagic marine fishes","Scomberomorus",5317169.3,5631
2015,"Pelagic marine fishes","Selene",582168.9,2093
2015,"Pelagic marine fishes","Seriola",1233581.2,1693
2015,"Pelagic marine fishes","Sphyraena",14045,107
2015,"Pelagic marine fishes","Thunnus",68816554.88,1096
2015,"Pelagic marine fishes","Trachinotus",209287.7,936
2015,"Pelagic marine fishes","Xiphias",47825.75,77
2015,"Shrimps, prawns","Farfantepenaeus",170185.2,67
2015,"Shrimps, prawns","Litopenaeus",2816687.924,1790
2015,"Shrimps, prawns","Penaeus",24749120.04,16136
2015,"Shrimps, prawns","Rimapenaeus",23624.6,30
2015,"Shrimps, prawns","Sicyonia",4280,5
2016,"Cephalopods","Dosidicus",831156.05,628
2016,"Crustaceans","Callinectes",655164,585
2016,"Crustaceans","Panulirus",214173.8,457
2016,"Demersal marine fishes","Acanthurus",14918,66
2016,"Demersal marine fishes","Aetobatus",122536.9,124
2016,"Demersal marine fishes","Alopias",868383.9,447
2016,"Demersal marine fishes","Anisotremus",65984,290
2016,"Demersal marine fishes","Anoplopoma",3096.7,20
2016,"Demersal marine fishes","Ariopsis",931,8
2016,"Demersal marine fishes","Balistes",4802859.525,4522
2016,"Demersal marine fishes","Brotula",970949.55,871
2016,"Demersal marine fishes","Calamus",17001,125
2016,"Demersal marine fishes","Carcharhinus",1824500.9,2317
2016,"Demersal marine fishes","Caulolatilus",511596.45,1314
2016,"Demersal marine fishes","Centropomus",1593244.51,8305
2016,"Demersal marine fishes","Cynoscion",2371481.96,8959
2016,"Demersal marine fishes","Diapterus",33230,122
2016,"Demersal marine fishes","Diplectrum",33518.29,149
2016,"Demersal marine fishes","Eucinostomus argenteus",145913,1106
2016,"Demersal marine fishes","Eugerres",50119,556
2016,"Demersal marine fishes","Galeocerdo",2057,27
2016,"Demersal marine fishes","Gerres",238394.6,482
2016,"Demersal marine fishes","Ginglymostoma",1308.4,29
2016,"Demersal marine fishes","Haemulon",1033539.7,5570
2016,"Demersal marine fishes","Haemulopsis",197952.7,524
2016,"Demersal marine fishes","Hoplopagrus",163822.95,987
2016,"Demersal marine fishes","Hypanus",2141668.8,1328
2016,"Demersal marine fishes","Hyporthodus",1520095.85,2988
2016,"Demersal marine fishes","Hyporthodus niphobles",65553.35,222
2016,"Demersal marine fishes","Isurus",484294.4,423
2016,"Demersal marine fishes","Lamna",34461.54,107
2016,"Demersal marine fishes","Larimus",10076,65
2016,"Demersal marine fishes","Lutjanus",7454959.57,18992
2016,"Demersal marine fishes","Menticirrhus",62117.8,369
2016,"Demersal marine fishes","Merluccius",6342965.3,389
2016,"Demersal marine fishes","Microlepidotus",131011.9,471
2016,"Demersal marine fishes","Micropogonias",6114645.39,6348
