"Year","Major_Functional_Group","Stock","Total_Landed_Biomass","n_Records"
2005,"Pelagic marine fishes","Euthynnus",374502,6
2005,"Pelagic marine fishes","Istiophorus",26270.5,108
2005,"Pelagic marine fishes","Katsuwonus",23265826.6,340
2005,"Pelagic marine fishes","Opisthonema",164187880.16,1185
2005,"Pelagic marine fishes","Sarda",7052,39
2005,"Pelagic marine fishes","Sardinops",133232426.4,972
2005,"Pelagic marine fishes","Scomber",32226510.76,595
2005,"Pelagic marine fishes","Scomberomorus",5052004.83,3024
2005,"Pelagic marine fishes","Selene",158271,376
2005,"Pelagic marine fishes","Seriola",496803.6,602
2005,"Pelagic marine fishes","Thunnus",65333583.1,300
2005,"Pelagic marine fishes","Trachinotus",948252.2,457
2005,"Pelagic marine fishes","Xiphias",14101.75,37
2005,"Shrimps, prawns","Farfantepenaeus",23781.4,34
2005,"Shrimps, prawns","Litopenaeus",56311.2,78
2005,"Shrimps, prawns","Penaeus",10572079.4,5970
2005,"Shrimps, prawns","Rimapenaeus",223482,148
2005,"Shrimps, prawns","Sicyonia",112986.2,53
2006,"Cephalopods","Dosidicus",26174594.65,2662
2006,"Crustaceans","Panulirus",149144.5,200
2006,"Demersal marine fishes","Acanthurus",1400,3
2006,"Demersal marine fishes","Aetobatus",2571,6
2006,"Demersal marine fishes","Anisotremus",27803.2,208
2006,"Demersal marine fishes","Anoplopoma",245.2,4
2006,"Demersal marine fishes","Ariopsis",3738,155
2006,"Demersal marine fishes","Balistes",1171586.3,1211
2006,"Demersal marine fishes","Brotula",1715038,588
2006,"Demersal marine fishes","Calamus",19608,69
2006,"Demersal marine fishes","Carcharhinus",127854,457
2006,"Demersal marine fishes","Caulolatilus",683695,706
2006,"Demersal marine fishes","Centropomus",502068.15,3204
2006,"Demersal marine fishes","Cynoscion",1483331.17,2771
2006,"Demersal marine fishes","Diapterus",315,5
2006,"Demersal marine fishes","Diplectrum",29298.1,81
2006,"Demersal marine fishes","Eucinostomus argenteus",62397,483
2006,"Demersal marine fishes","Eugerres",15898,148
2006,"Demersal marine fishes","Galeocerdo",22.5,2
2006,"Demersal marine fishes","Gerres",79098.9,156
2006,"Demersal marine fishes","Ginglymostoma",1582.7,21
2006,"Demersal marine fishes","Haemulon",301659.6,1599
2006,"Demersal marine fishes","Haemulopsis",92744.8,418
2006,"Demersal marine fishes","Hoplopagrus",59958.5,387
2006,"Demersal marine fishes","Hypanus",772575.1,782
2006,"Demersal marine fishes","Hyporthodus",277969.9,718
2006,"Demersal marine fishes","Hyporthodus niphobles",43488.8,143
2006,"Demersal marine fishes","Isurus",2536.25,1
2006,"Demersal marine fishes","Lamna",1868.2,43
2006,"Demersal marine fishes","Lutjanus",2585849.7,6940
2006,"Demersal marine fishes","Menticirrhus",25340.4,127
2006,"Demersal marine fishes","Merluccius",1886785.5,197
2006,"Demersal marine fishes","Microlepidotus",96339,38
2006,"Demersal marine fishes","Micropogonias",2563842.2,2153
2006,"Demersal marine fishes","Mobula",777742.9,609
2006,"Demersal marine fishes","Mugil",2079218,1938
2006,"Demersal marine fishes","Mustelus",31392.5,36
2006,"Demersal marine fishes","Mycteroperca",326055.25,888
2006,"Demersal marine fishes","Nematistius",123,2
2006,"Demersal marine fishes","Nicholsina",415,11
2006,"Demersal marine fishes","Orthopristis",22772,83
2006,"Demersal marine fishes","Paralabrax",430058.5,714
2006,"Demersal marine fishes","Paranthias",770,2
2006,"Demersal marine fishes","Parapsettus",9732,17
2006,"Demersal marine fishes","Prionace",29712.45,33
2006,"Demersal marine fishes","Pseudobatos",894059.2,744
2006,"Demersal marine fishes","Pseudupeneus",611,3
2006,"Demersal marine fishes","Scorpaena",15617,105
2006,"Demersal marine fishes","Sphoeroides",250527.75,853
2006,"Demersal marine fishes","Sphyrna",1299,11
2006,"Demersal marine fishes","Squatina",452685.45,635
2006,"Demersal marine fishes","Stereolepis",2073.9,23
2006,"Demersal marine fishes","Synodus",19918,184
2006,"Diadromous fishes","Chanos",31380.4,27
2006,"Marine algae","Gelidium",340716,12
2006,"Marine fishes NEI","Epinephelus",12039.4,105
2006,"Miscellaneous aquatic animals","Mesocentrotus",3861,5
2006,"Miscellaneous aquatic animals","Strongylocentrotus",1560,1
2006,"Molluscs excl. Cephalopods","Argopecten",63149.39,11
2006,"Molluscs excl. Cephalopods","Dosinia",578035,88
2006,"Molluscs excl. Cephalopods","Haliotis",545.32,2
2006,"Molluscs excl. Cephalopods","Lobatus",212,3
2006,"Molluscs excl. Cephalopods","Megapitaria",386019,198
2006,"Molluscs excl. Cephalopods","Megastraea",111922,15
2006,"Pelagic marine fishes","Ablennes",147.65,4
2006,"Pelagic marine fishes","Caranx",49882.3,187
2006,"Pelagic marine fishes","Cetengraulis",128703969.68,642
2006,"Pelagic marine fishes","Coryphaena",101442,362
2006,"Pelagic marine fishes","Etrumeus",6638635.92,50
2006,"Pelagic marine fishes","Euthynnus",1160537,20
2006,"Pelagic marine fishes","Istiophorus",19468,77
2006,"Pelagic marine fishes","Katsuwonus",14257544,298
2006,"Pelagic marine fishes","Oligoplites",50,1
2006,"Pelagic marine fishes","Opisthonema",145811011.68,901
2006,"Pelagic marine fishes","Sarda",2099378.75,130
2006,"Pelagic marine fishes","Sardinops",167182081.44,1096
2006,"Pelagic marine fishes","Scomber",13712195.88,213
2006,"Pelagic marine fishes","Scomberomorus",4518892.77,2719
2006,"Pelagic marine fishes","Selene",256650.2,620
2006,"Pelagic marine fishes","Seriola",463892,419
2006,"Pelagic marine fishes","Thunnus",46834600.3,286
2006,"Pelagic marine fishes","Trachinotus",120012.8,385
2006,"Pelagic marine fishes","Xiphias",135875.5,66
2006,"Shrimps, prawns","Farfantepenaeus",14371.4,20
2006,"Shrimps, prawns","Litopenaeus",71101.6,54
2006,"Shrimps, prawns","Penaeus",12997626.608,5468
2006,"Shrimps, prawns","Rimapenaeus",66733.2,100
2006,"Shrimps, prawns","Sicyonia",164721.4,46
2007,"Cephalopods","Dosidicus",25671743.15,2680
2007,"Crustaceans","Panulirus",145292,300
2007,"Demersal marine fishes","Acanthurus",1370,6
2007,"Demersal marine fishes","Aetobatus",19883,32
2007,"Demersal marine fishes","Alopias",6567,12
2007,"Demersal marine fishes","Anisotremus",30890.4,184
2007,"Demersal marine fishes","Anoplopoma",1400.5,9
2007,"Demersal marine fishes","Ariopsis",3061,74
2007,"Demersal marine fishes","Balistes",1418967.25,1460
2007,"Demersal marine fishes","Brotula",347670,299
2007,"Demersal marine fishes","Calamus",18449,82
2007,"Demersal marine fishes","Carcharhinus",156766.6,395
2007,"Demersal marine fishes","Caulolatilus",553190.6,775
2007,"Demersal marine fishes","Centropomus",536766.55,3339
2007,"Demersal marine fishes","Cynoscion",4808995.9,3105
2007,"Demersal marine fishes","Diapterus",1439,6
2007,"Demersal marine fishes","Diplectrum",12985.5,78
2007,"Demersal marine fishes","Eucinostomus argenteus",69631,393
2007,"Demersal marine fishes","Eugerres",10449,85
2007,"Demersal marine fishes","Galeocerdo",1306.7,19
2007,"Demersal marine fishes","Gerres",118618.9,222
2007,"Demersal marine fishes","Ginglymostoma",7190.2,56
2007,"Demersal marine fishes","Haemulon",359696.3,1772
2007,"Demersal marine fishes","Haemulopsis",149064.9,537
2007,"Demersal marine fishes","Hoplopagrus",79956.7,461
2007,"Demersal marine fishes","Hypanus",726848,847
2007,"Demersal marine fishes","Hyporthodus",315966.6,735
2007,"Demersal marine fishes","Hyporthodus niphobles",45036.2,155
2007,"Demersal marine fishes","Isurus",5160.85,4
2007,"Demersal marine fishes","Lamna",965.9,23
2007,"Demersal marine fishes","Lutjanus",2343522.9,7287
2007,"Demersal marine fishes","Menticirrhus",44532.5,88
2007,"Demersal marine fishes","Merluccius",1042430.2,162
2007,"Demersal marine fishes","Microlepidotus",701203,22
2007,"Demersal marine fishes","Micropogonias",2468646.6,2261
2007,"Demersal marine fishes","Mobula",1197671.4,623
2007,"Demersal marine fishes","Mugil",1194424,1499
2007,"Demersal marine fishes","Mustelus",12131.15,29
2007,"Demersal marine fishes","Mycteroperca",409196.5,1028
2007,"Demersal marine fishes","Nasolamia",775.25,12
2007,"Demersal marine fishes","Nematistius",650,6
2007,"Demersal marine fishes","Nicholsina",236.5,3
2007,"Demersal marine fishes","Orthopristis",24498,81
2007,"Demersal marine fishes","Paralabrax",683981.2,868
2007,"Demersal marine fishes","Parapsettus",841,8
2007,"Demersal marine fishes","Prionace",383356.75,78
2007,"Demersal marine fishes","Pseudobatos",994330.75,907
2007,"Demersal marine fishes","Pseudupeneus",1832,7
2007,"Demersal marine fishes","Scorpaena",24169.7,159
2007,"Demersal marine fishes","Sphoeroides",317153.65,950
2007,"Demersal marine fishes","Sphyrna",41290.95,49
2007,"Demersal marine fishes","Squatina",1722576.15,629
2007,"Demersal marine fishes","Stereolepis",334.6,4
2007,"Demersal marine fishes","Synodus",12768,136
2007,"Diadromous fishes","Chanos",118290,144
2007,"Marine algae","Gelidium",267265,18
2007,"Marine fishes NEI","Epinephelus",12515.45,109
2007,"Miscellaneous aquatic animals","Mesocentrotus",5766,9
2007,"Miscellaneous aquatic animals","Strongylocentrotus",150,1
2007,"Molluscs excl. Cephalopods","Argopecten",23730,11
2007,"Molluscs excl. Cephalopods","Dosinia",1000143,77
2007,"Molluscs excl. Cephalopods","Haliotis",50929.32,85
2007,"Molluscs excl. Cephalopods","Lobatus",3646,8
2007,"Molluscs excl. Cephalopods","Megapitaria",280399,187
2007,"Molluscs excl. Cephalopods","Megastraea",156632,16
2007,"Pelagic marine fishes","Ablennes",605.1,12
2007,"Pelagic marine fishes","Caranx",41922.6,212
2007,"Pelagic marine fishes","Cetengraulis",23887170.08,132
2007,"Pelagic marine fishes","Coryphaena",177623.1,462
2007,"Pelagic marine fishes","Etrumeus",3544261.68,46
2007,"Pelagic marine fishes","Euthynnus",1061638,25
2007,"Pelagic marine fishes","Istiophorus",26360.2,117
2007,"Pelagic marine fishes","Katsuwonus",17633206,202
2007,"Pelagic marine fishes","Oligoplites",143,4
2007,"Pelagic marine fishes","Opisthonema",192327522.08,1120
2007,"Pelagic marine fishes","Sarda",9562481,121
2007,"Pelagic marine fishes","Sardinops",289653585.72,1656
2007,"Pelagic marine fishes","Scomber",7607924.2,239
2007,"Pelagic marine fishes","Scomberomorus",4709881.78,2872
2007,"Pelagic marine fishes","Selene",327827.6,676
2007,"Pelagic marine fishes","Seriola",408797.1,577
2007,"Pelagic marine fishes","Thunnus",48052730.2,280
2007,"Pelagic marine fishes","Trachinotus",138495.4,483
2007,"Pelagic marine fishes","Xiphias",143006,81
2007,"Shrimps, prawns","Farfantepenaeus",42457.4,41
2007,"Shrimps, prawns","Litopenaeus",50130.4,85
2007,"Shrimps, prawns","Penaeus",11183561.386,6233
2007,"Shrimps, prawns","Rimapenaeus",502968.8,285
2007,"Shrimps, prawns","Sicyonia",28101.2,16
2008,"Cephalopods","Dosidicus",47596611.75,4167
2008,"Crustaceans","Panulirus",143567,219
2008,"Demersal marine fishes","Acanthurus",1731,18
2008,"Demersal marine fishes","Aetobatus",7152.9,25
2008,"Demersal marine fishes","Alopias",3589,5
2008,"Demersal marine fishes","Anisotremus",96248.8,390
2008,"Demersal marine fishes","Anoplopoma",4936.8,9
2008,"Demersal marine fishes","Ariopsis",10462,77
2008,"Demersal marine fishes","Balistes",1124303.9,2049
2008,"Demersal marine fishes","Brotula",915054.2,659
2008,"Demersal marine fishes","Calamus",16557,91
2008,"Demersal marine fishes","Carcharhinus",256613.7,668
2008,"Demersal marine fishes","Caulolatilus",847154.8,1115
2008,"Demersal marine fishes","Centropomus",640988.44,4140
2008,"Demersal marine fishes","Cynoscion",5572785.25,4820
2008,"Demersal marine fishes","Diapterus",9699,10
2008,"Demersal marine fishes","Diplectrum",20460.5,62
2008,"Demersal marine fishes","Eucinostomus argenteus",120799,751
2008,"Demersal marine fishes","Eugerres",26686,277
2008,"Demersal marine fishes","Galeocerdo",410,9
2008,"Demersal marine fishes","Gerres",122382.9,271
2008,"Demersal marine fishes","Ginglymostoma",3339.6,36
2008,"Demersal marine fishes","Haemulon",529073.4,3239
2008,"Demersal marine fishes","Haemulopsis",112540.4,488
2008,"Demersal marine fishes","Hoplopagrus",81553.6,489
2008,"Demersal marine fishes","Hypanus",832998,999
2008,"Demersal marine fishes","Hyporthodus",429122,1258
2008,"Demersal marine fishes","Hyporthodus niphobles",22598.3,139
2008,"Demersal marine fishes","Lamna",485.7,10
2008,"Demersal marine fishes","Lutjanus",2410346.15,9788
2008,"Demersal marine fishes","Menticirrhus",37093.4,144
2008,"Demersal marine fishes","Merluccius",1552220.4,181
2008,"Demersal marine fishes","Microlepidotus",14320,14
2008,"Demersal marine fishes","Micropogonias",3367772.3,2617
2008,"Demersal marine fishes","Mobula",853291.4,587
2008,"Demersal marine fishes","Mugil",1761735.7,2559
2008,"Demersal marine fishes","Mustelus",16848.2,56
2008,"Demersal marine fishes","Mycteroperca",515664.8,1288
2008,"Demersal marine fishes","Nematistius",386.3,8
2008,"Demersal marine fishes","Nicholsina",1606,27
2008,"Demersal marine fishes","Orthopristis",14832,83
2008,"Demersal marine fishes","Paralabrax",498223.1,871
2008,"Demersal marine fishes","Parapsettus",5150,17
2008,"Demersal marine fishes","Prionace",938584,152
2008,"Demersal marine fishes","Pseudobatos",832379.3,948
2008,"Demersal marine fishes","Pseudupeneus",3509,10
2008,"Demersal marine fishes","Scorpaena",18311.6,136
2008,"Demersal marine fishes","Sphoeroides",310835.4,1075
2008,"Demersal marine fishes","Sphyrna",70051.45,81
2008,"Demersal marine fishes","Squatina",582483.95,658
2008,"Demersal marine fishes","Stereolepis",134,2
2008,"Demersal marine fishes","Synodus",38382,389
2008,"Demersal marine fishes","Trichiurus",6235,14
2008,"Diadromous fishes","Chanos",52404,208
2008,"Marine algae","Gelidium",174748,12
2008,"Marine fishes NEI","Epinephelus",11636,92
2008,"Miscellaneous aquatic animals","Mesocentrotus",11027,4
2008,"Molluscs excl. Cephalopods","Argopecten",71720,16
2008,"Molluscs excl. Cephalopods","Dosinia",1584959,249
2008,"Molluscs excl. Cephalopods","Haliotis",17922.24,44
2008,"Molluscs excl. Cephalopods","Lobatus",11969,19
2008,"Molluscs excl. Cephalopods","Megapitaria",181776,180
2008,"Molluscs excl. Cephalopods","Megastraea",51982,5
2008,"Pelagic marine fishes","Ablennes",736.25,9
2008,"Pelagic marine fishes","Caranx",67103.7,625
2008,"Pelagic marine fishes","Cetengraulis",31977699.12,161
2008,"Pelagic marine fishes","Coryphaena",169735.55,740
2008,"Pelagic marine fishes","Etrumeus",958452.32,10
2008,"Pelagic marine fishes","Euthynnus",3262913,48
2008,"Pelagic marine fishes","Istiophorus",30910.25,117
2008,"Pelagic marine fishes","Katsuwonus",18128612,243
2008,"Pelagic marine fishes","Oligoplites",270,3
2008,"Pelagic marine fishes","Opisthonema",103503767.76,620
2008,"Pelagic marine fishes","Sarda",4574835.6,81
2008,"Pelagic marine fishes","Sardinops",525775702.56,2314
2008,"Pelagic marine fishes","Scomber",6469103.12,254
2008,"Pelagic marine fishes","Scomberomorus",5498051.5,4132
2008,"Pelagic marine fishes","Selene",418822,1321
2008,"Pelagic marine fishes","Seriola",596403.9,774
2008,"Pelagic marine fishes","Sphyraena",1033,17
2008,"Pelagic marine fishes","Thunnus",58745197.5,235
2008,"Pelagic marine fishes","Trachinotus",134911.5,524
2008,"Pelagic marine fishes","Xiphias",108795.25,83
2008,"Shrimps, prawns","Farfantepenaeus",32230.6,42
2008,"Shrimps, prawns","Litopenaeus",84809.4,99
2008,"Shrimps, prawns","Penaeus",18407091.2,8527
2008,"Shrimps, prawns","Rimapenaeus",153278,71
2008,"Shrimps, prawns","Sicyonia",597342,63
2009,"Cephalopods","Dosidicus",40648110.9,2560
2009,"Crustaceans","Panulirus",92415,197
2009,"Demersal marine fishes","Acanthurus",17918,50
2009,"Demersal marine fishes","Aetobatus",8580.3,76
2009,"Demersal marine fishes","Alopias",29935,20
2009,"Demersal marine fishes","Anisotremus",94976.9,434
2009,"Demersal marine fishes","Anoplopoma",139,4
2009,"Demersal marine fishes","Ariopsis",11812,59
2009,"Demersal marine fishes","Balistes",1195550.6,2145
2009,"Demersal marine fishes","Brotula",463487,386
2009,"Demersal marine fishes","Calamus",17545,93
2009,"Demersal marine fishes","Carcharhinus",265261.1,864
2009,"Demersal marine fishes","Caulolatilus",557114.4,1006
2009,"Demersal marine fishes","Centropomus",725691.1,4007
2009,"Demersal marine fishes","Cynoscion",6196462.5,5233
2009,"Demersal marine fishes","Diapterus",24330,38
2009,"Demersal marine fishes","Diplectrum",13392.75,50
2009,"Demersal marine fishes","Eucinostomus argenteus",231158,998
2009,"Demersal marine fishes","Eugerres",19731,312
2009,"Demersal marine fishes","Galeocerdo",24160,23
2009,"Demersal marine fishes","Gerres",152629.5,255
2009,"Demersal marine fishes","Ginglymostoma",891,11
2009,"Demersal marine fishes","Haemulon",698806.15,3779
2009,"Demersal marine fishes","Haemulopsis",131269,552
2009,"Demersal marine fishes","Hoplopagrus",97915.3,626
2009,"Demersal marine fishes","Hypanus",781700.6,867
2009,"Demersal marine fishes","Hyporthodus",465439.05,1148
2009,"Demersal marine fishes","Hyporthodus niphobles",24658.6,121
2009,"Demersal marine fishes","Isurus",17812.75,13
2009,"Demersal marine fishes","Lamna",107.8,1
2009,"Demersal marine fishes","Larimus",634,17
2009,"Demersal marine fishes","Lutjanus",2838413.5,10127
2009,"Demersal marine fishes","Menticirrhus",46408.5,215
2009,"Demersal marine fishes","Merluccius",1676035.2,193
2009,"Demersal marine fishes","Microlepidotus",5693,29
2009,"Demersal marine fishes","Micropogonias",3796538.4,2787
2009,"Demersal marine fishes","Mobula",1000616.6,555
2009,"Demersal marine fishes","Mugil",2068958,2731
2009,"Demersal marine fishes","Mustelus",37587,90
2009,"Demersal marine fishes","Mycteroperca",577366.25,1295
2009,"Demersal marine fishes","Nasolamia",850,3
2009,"Demersal marine fishes","Nematistius",1168.7,16
2009,"Demersal marine fishes","Nicholsina",2340.9,45
2009,"Demersal marine fishes","Orthopristis",4771,32
2009,"Demersal marine fishes","Paralabrax",730133,968
2009,"Demersal marine fishes","Paranthias",474,3
2009,"Demersal marine fishes","Parapsettus",8337,23
2009,"Demersal marine fishes","Prionace",842439.65,194
2009,"Demersal marine fishes","Pseudobatos",584326.65,755
2009,"Demersal marine fishes","Pseudupeneus",3824.8,17
2009,"Demersal marine fishes","Scorpaena",17242.8,125
2009,"Demersal marine fishes","Sphoeroides",419575.4,1145
2009,"Demersal marine fishes","Sphyrna",56937.65,89
2009,"Demersal marine fishes","Squatina",444585.2,577
2009,"Demersal marine fishes","Stereolepis",548.2,4
2009,"Demersal marine fishes","Synodus",66120.5,444
2009,"Demersal marine fishes","Trichiurus",12820,50
2009,"Diadromous fishes","Chanos",56404.2,158
2009,"Marine algae","Gelidium",824730,14
2009,"Marine fishes NEI","Epinephelus",25206.5,118
2009,"Miscellaneous aquatic animals","Mesocentrotus",24973,9
2009,"Miscellaneous aquatic animals","Strongylocentrotus",5971,1
2009,"Molluscs excl. Cephalopods","Argopecten",807760,45
2009,"Molluscs excl. Cephalopods","Dosinia",2008255,331
2009,"Molluscs excl. Cephalopods","Haliotis",28538.94,34
2009,"Molluscs excl. Cephalopods","Hexaplex",12415,2
2009,"Molluscs excl. Cephalopods","Lobatus",4771,19
2009,"Molluscs excl. Cephalopods","Megapitaria",261211,260
2009,"Molluscs excl. Cephalopods","Megastraea",79506,13
2009,"Molluscs excl. Cephalopods","Panopea",96113,41
2009,"Pelagic marine fishes","Ablennes",2424.2,35
2009,"Pelagic marine fishes","Caranx",70143.4,532
2009,"Pelagic marine fishes","Cetengraulis",15405603.88,101
2009,"Pelagic marine fishes","Coryphaena",228473.05,841
2009,"Pelagic marine fishes","Etrumeus",512865,5
2009,"Pelagic marine fishes","Euthynnus",2996956,36
2009,"Pelagic marine fishes","Istiophorus",21059.5,98
2009,"Pelagic marine fishes","Katsuwonus",7688449.2,297
2009,"Pelagic marine fishes","Oligoplites",2130,7
2009,"Pelagic marine fishes","Opisthonema",154945830.72,933
2009,"Pelagic marine fishes","Sarda",4678457,63
2009,"Pelagic marine fishes","Sardinops",576875979.64,2717
2009,"Pelagic marine fishes","Scomber",1090515.12,179
2009,"Pelagic marine fishes","Scomberomorus",5632932.54,4797
2009,"Pelagic marine fishes","Selene",314740.6,1160
2009,"Pelagic marine fishes","Seriola",524836,813
2009,"Pelagic marine fishes","Sphyraena",3212,25
2009,"Pelagic marine fishes","Thunnus",63902138.1,208
2009,"Pelagic marine fishes","Trachinotus",550074.9,576
2009,"Pelagic marine fishes","Xiphias",95315.75,79
2009,"Shrimps, prawns","Farfantepenaeus",20737.6,13
2009,"Shrimps, prawns","Litopenaeus",180201,153
2009,"Shrimps, prawns","Penaeus",20467145.8,10144
2009,"Shrimps, prawns","Rimapenaeus",48111.6,39
2009,"Shrimps, prawns","Sicyonia",25632,12
2010,"Cephalopods","Dosidicus",42785130.05,3321
2010,"Crustaceans","Panulirus",169506,240
2010,"Demersal marine fishes","Acanthurus",18900,69
2010,"Demersal marine fishes","Aetobatus",13181.1,108
2010,"Demersal marine fishes","Alopias",87116,37
2010,"Demersal marine fishes","Anisotremus",114359.4,490
2010,"Demersal marine fishes","Anoplopoma",489,9
2010,"Demersal marine fishes","Ariopsis",9071.3,40
2010,"Demersal marine fishes","Balistes",1301160.05,2432
2010,"Demersal marine fishes","Brotula",174922.3,274
2010,"Demersal marine fishes","Calamus",204366,206
2010,"Demersal marine fishes","Carcharhinus",351618.3,1171
2010,"Demersal marine fishes","Caulolatilus",539085.55,1421
2010,"Demersal marine fishes","Centropomus",677608.55,4330
2010,"Demersal marine fishes","Cynoscion",5202992.95,6045
2010,"Demersal marine fishes","Diapterus",7236,11
2010,"Demersal marine fishes","Diplectrum",9888.45,57
2010,"Demersal marine fishes","Eucinostomus argenteus",203182,703
2010,"Demersal marine fishes","Eugerres",8136,140
2010,"Demersal marine fishes","Galeocerdo",13557.1,48
2010,"Demersal marine fishes","Gerres",243080.1,333
2010,"Demersal marine fishes","Ginglymostoma",2154.9,33
2010,"Demersal marine fishes","Haemulon",734090.85,3696
2010,"Demersal marine fishes","Haemulopsis",112466.5,464
2010,"Demersal marine fishes","Hoplopagrus",100664,755
2010,"Demersal marine fishes","Hypanus",867790.8,1174
2010,"Demersal marine fishes","Hyporthodus",481582.6,1161
2010,"Demersal marine fishes","Hyporthodus niphobles",54770.6,162
2010,"Demersal marine fishes","Isurus",37657.45,20
2010,"Demersal marine fishes","Lamna",438.8,8
2010,"Demersal marine fishes","Larimus",1375,11
2010,"Demersal marine fishes","Lutjanus",3039660.65,11754
2010,"Demersal marine fishes","Menticirrhus",53240.5,354
2010,"Demersal marine fishes","Merluccius",1112636.2,147
2010,"Demersal marine fishes","Microlepidotus",153165,90
2010,"Demersal marine fishes","Micropogonias",7549002,4162
2010,"Demersal marine fishes","Mobula",728105.75,789
2010,"Demersal marine fishes","Mugil",1979512.7,2245
2010,"Demersal marine fishes","Mustelus",24615.8,74
2010,"Demersal marine fishes","Mycteroperca",373765.45,1471
2010,"Demersal marine fishes","Nasolamia",38.75,1
2010,"Demersal marine fishes","Nematistius",751.3,16
2010,"Demersal marine fishes","Nicholsina",499.9,8
2010,"Demersal marine fishes","Orthopristis",6908,34
2010,"Demersal marine fishes","Paralabrax",822625.2,1353
2010,"Demersal marine fishes","Paranthias",1009,10
2010,"Demersal marine fishes","Parapsettus",2621,12
2010,"Demersal marine fishes","Prionace",676472.4,258
2010,"Demersal marine fishes","Pseudobatos",490250.4,854
2010,"Demersal marine fishes","Pseudupeneus",2828.5,11
2010,"Demersal marine fishes","Scorpaena",20994.4,93
2010,"Demersal marine fishes","Sphoeroides",326079.9,1077
2010,"Demersal marine fishes","Sphyrna",90749.15,135
2010,"Demersal marine fishes","Squatina",387701.25,584
2010,"Demersal marine fishes","Stereolepis",309,5
2010,"Demersal marine fishes","Synodus",113266.9,701
2010,"Demersal marine fishes","Trichiurus",9772,40
2010,"Diadromous fishes","Chanos",38040,149
2010,"Marine algae","Gelidium",140162,7
2010,"Marine fishes NEI","Epinephelus",19987.2,124
2010,"Miscellaneous aquatic animals","Mesocentrotus",13773,11
2010,"Miscellaneous aquatic animals","Strongylocentrotus",15914,12
2010,"Molluscs excl. Cephalopods","Argopecten",761223,155
2010,"Molluscs excl. Cephalopods","Dosinia",1320468,271
2010,"Molluscs excl. Cephalopods","Haliotis",43115.88,74
2010,"Molluscs excl. Cephalopods","Hexaplex",19889,16
2010,"Molluscs excl. Cephalopods","Lobatus",2728,9
2010,"Molluscs excl. Cephalopods","Megapitaria",163143,191
2010,"Molluscs excl. Cephalopods","Megastraea",177646,25
2010,"Molluscs excl. Cephalopods","Panopea",1137234,572
2010,"Molluscs excl. Cephalopods","Turbo",14970,19
2010,"Pelagic marine fishes","Ablennes",4348.35,65
2010,"Pelagic marine fishes","Caranx",86484.7,646
2010,"Pelagic marine fishes","Cetengraulis",13635495.36,85
2010,"Pelagic marine fishes","Coryphaena",260114.75,1041
2010,"Pelagic marine fishes","Etrumeus",10763495,135
2010,"Pelagic marine fishes","Euthynnus",2216197,30
2010,"Pelagic marine fishes","Istiophorus",12849.35,70
2010,"Pelagic marine fishes","Katsuwonus",2760053.2,280
2010,"Pelagic marine fishes","Oligoplites",960,13
2010,"Pelagic marine fishes","Opisthonema",200878732.36,1310
2010,"Pelagic marine fishes","Sarda",2153309.4,76
2010,"Pelagic marine fishes","Sardinops",264559999.4,1867
2010,"Pelagic marine fishes","Scomber",14082930.36,400
2010,"Pelagic marine fishes","Scomberomorus",7032246.82,6300
2010,"Pelagic marine fishes","Selene",394184.6,1372
2010,"Pelagic marine fishes","Seriola",926691.1,1221
2010,"Pelagic marine fishes","Sphyraena",7403,72
2010,"Pelagic marine fishes","Thunnus",64475987.5,249
2010,"Pelagic marine fishes","Trachinotus",172878,628
2010,"Pelagic marine fishes","Xiphias",110322.25,81
2010,"Shrimps, prawns","Farfantepenaeus",46803.8,39
2010,"Shrimps, prawns","Litopenaeus",194252.6,376
2010,"Shrimps, prawns","Penaeus",21011721.8,23646
2010,"Shrimps, prawns","Rimapenaeus",99958.2,54
2010,"Shrimps, prawns","Sicyonia",16533,16
2011,"Cephalopods","Dosidicus",19096479.25,1756
2011,"Crustaceans","Callinectes",4191,12
2011,"Crustaceans","Panulirus",287228,295
2011,"Demersal marine fishes","Acanthurus",37590,126
2011,"Demersal marine fishes","Aetobatus",11205.4,45
2011,"Demersal marine fishes","Alopias",59465.8,48
2011,"Demersal marine fishes","Anisotremus",104646.6,586
2011,"Demersal marine fishes","Anoplopoma",2477.5,28
2011,"Demersal marine fishes","Ariopsis",4202,41
2011,"Demersal marine fishes","Balistes",1266766.35,2024
2011,"Demersal marine fishes","Brotula",586138.4,411
2011,"Demersal marine fishes","Calamus",28517.5,180
2011,"Demersal marine fishes","Carcharhinus",359714.55,1054
2011,"Demersal marine fishes","Caulolatilus",611218.5,1092
2011,"Demersal marine fishes","Centropomus",626693,4203
2011,"Demersal marine fishes","Cynoscion",1758473.7,4767
2011,"Demersal marine fishes","Diapterus",10140,15
2011,"Demersal marine fishes","Diplectrum",13020.6,43
2011,"Demersal marine fishes","Eucinostomus argenteus",168102,646
2011,"Demersal marine fishes","Eugerres",35355,216
2011,"Demersal marine fishes","Galeocerdo",2551.75,29
2011,"Demersal marine fishes","Gerres",286257.8,547
2011,"Demersal marine fishes","Ginglymostoma",784.4,28
2011,"Demersal marine fishes","Haemulon",866232.4,3905
2011,"Demersal marine fishes","Haemulopsis",105497.2,400
2011,"Demersal marine fishes","Hoplopagrus",91064.4,628
2011,"Demersal marine fishes","Hypanus",879751.3,959
