"Major_Functional_Group","Region","stock_metadata","stock","start.yr","end.yr","btype","max.catch","catch.last","r.est","lcl.r.est","ucl.r.est","k.est","lcl.k.est","ucl.k.est","MSY.est","lcl.MSY.est","ucl.MSY.est","Fmsy","lcl.Fmsy","ucl.Fmsy","Fmsy.last","lcl.Fmsy.last","ucl.Fmsy.last","MSY","lcl.MSY","ucl.MSY","Bmsy","lcl.Bmsy","ucl.Bmsy","B.last","lcl.B.last","ucl.B.last","B.Bmsy.last","lcl.B.Bmsy.last","ucl.B.Bmsy.last","F.last","lcl.F.last","ucl.F.last","F.Fmsy.last","lcl.F.Fmsy.last","ucl.F.Fmsy.last"
"demersal marine fishes","goc","mycteroperca","mycteroperca",2000,2024,"none",2440.10958,1018.660974,0.265802959088926,0.156883780397662,0.450341092503929,30985.3520223069,11380.4637507562,84363.1736784433,2058.9995639853,812.582424736453,5217.29128693211,0.132901479544463,0.078441890198831,0.225170546251964,0.104430642586028,0.0616376659402498,0.176933356326349,2058.9995639853,812.582424736453,5217.29128693211,15492.6760111534,5690.23187537812,42181.5868392216,6086.87772614528,3212.07323344672,9157.83365554266,0.392887434150384,0.20732849709981,0.591107285077786,0.167353612119477,0.111233836769187,0.317135040195495,1.60253358569171,1.06514557427486,3.03680062041413
"demersal marine fishes","goc","paralabrax","paralabrax",2000,2024,"none",2566.90686,2566.90686,0.326279794623039,0.221020460566708,0.481668095823743,67628.8900437396,28763.7831981462,159007.830682126,5516.48508851388,2215.59555991504,13735.1817643843,0.16313989731152,0.110510230283354,0.240834047911871,0.16313989731152,0.110510230283354,0.240834047911871,5516.48508851388,2215.59555991504,13735.1817643843,33814.4450218698,14381.8915990731,79503.9153410632,27955.980614775,20774.4398968276,33566.5149252985,0.826746693512025,0.614365839314873,0.992667923533538,0.0918195965067799,0.0764722481828272,0.123560821507009,0.562827352596944,0.468752582556807,0.757391806316184
"demersal marine fishes","goc","epinephelus","epinephelus",2000,2024,"none",84.4176,9.3519,0.0620385073773583,0.039696192606757,0.0969558072165191,7030.63544864241,2580.73152121881,19153.4200304427,109.04253228703,36.6919645422224,324.056615553671,0.0310192536886791,0.0198480963033785,0.0484779036082595,0.0210324109964749,0.0134578775859661,0.0328701394034031,109.04253228703,36.6919645422224,324.056615553671,3515.3177243212,1290.3657606094,9576.71001522136,1191.76960063517,714.020005710558,2055.92354433122,0.339021873439704,0.203116776833716,0.584847147700771,0.00784707043627875,0.00454875864707416,0.013097532177258,0.37309419436478,0.216273761854337,0.622730897539669
"demersal marine fishes","goc","diplectrum","diplectrum",2000,2024,"none",160.1618,160.1618,0.465333930974313,0.28794090813077,0.752014254319383,935.598245858247,602.222021738652,1453.52386006386,108.841402389472,77.3046606247708,153.24368257185,0.232666965487157,0.143970454065385,0.376007127159691,0.195565005746466,0.121012377574385,0.316047599751569,108.841402389472,77.3046606247708,153.24368257185,467.799122929123,301.111010869326,726.761930031932,196.601047278617,101.815316657926,275.647172587175,0.420268097228571,0.21764751507102,0.589242602382857,0.814653849595336,0.581039154135883,1.57306194448231,4.16564224507256,2.97107937035092,8.04367805210334
"demersal marine fishes","goc","paranthias","paranthias",2003,2024,"none",48.529,5.81135,0.2541069595528,0.235510448313065,0.27417189919037,405.019652183928,324.774848895052,505.091201530196,25.7295780938976,19.3719573923058,34.1736859876077,0.1270534797764,0.117755224156532,0.137085949595185,0.1270534797764,0.117755224156532,0.137085949595185,25.7295780938976,19.3719573923058,34.1736859876077,202.509826091964,162.387424447526,252.545600765098,144.957876096966,122.03384898164,181.781463454657,0.715806629704664,0.602607050416516,0.8976426821487,0.040089922372432,0.031968881147497,0.0476208039695144,0.315535807779415,0.25161751731443,0.374809128040583
"demersal marine fishes","goc","calamus","calamus",2000,2024,"none",204.366,13.696,0.478308192534084,0.296450506582719,0.771726551195439,280.113914701938,190.40183900419,412.095836994084,33.4951950611826,27.1218648937371,41.3661854220705,0.239154096267042,0.148225253291359,0.38586327559772,0.239154096267042,0.148225253291359,0.38586327559772,33.4951950611826,27.1218648937371,41.3661854220705,140.056957350969,95.2009195020948,206.047918497042,123.318251160301,87.9719848557602,139.27122376005,0.880486435609747,0.628115778892092,0.994389899610984,0.111062230214379,0.0983404872179254,0.155685926860194,0.464396102546227,0.411201349894995,0.650985825834878
"demersal marine fishes","goc","sphoeroides","sphoeroides",2000,2024,"none",1049.975105,1049.975105,0.565525438699537,0.407485471376748,0.784859938038403,4446.873269999,2876.49515584978,6874.57506723654,628.704989214354,508.883971104162,776.738875475632,0.282762719349769,0.203742735688374,0.392429969019201,0.282762719349769,0.203742735688374,0.392429969019201,628.704989214354,508.883971104162,776.738875475632,2223.4366349995,1438.24757792489,3437.28753361827,1837.0858174936,1356.66176601306,2207.90503694153,0.826237091075912,0.610164348584356,0.993014598296401,0.571543852225977,0.475552656220425,0.773940219518128,2.02128432468141,1.68180818643274,2.7370659799066
"diadromous fishes","goc","chanos","chanos",2000,2024,"none",707.97201,707.97201,0.220358392783234,0.138674613518977,0.350156528565808,5704.16319881054,2801.90647150543,11612.6209527552,314.240058665788,193.354561408391,510.70330976941,0.110179196391617,0.0693373067594884,0.175078264282904,0.0936744702766703,0.0589506521541507,0.148851727011759,314.240058665788,193.354561408391,510.70330976941,2852.08159940527,1400.95323575272,5806.31047637762,1212.42140875904,606.340060476937,1685.47878609019,0.42510053324276,0.212595621599106,0.590964433290288,0.583932290279033,0.420042076971068,1.16761542927433,6.23363322530004,4.48406140681086,12.464606694073
"jellies","goc","stomolophus","stomolophus",2011,2024,"none",78489.089,57235.82507,1.19124621661236,0.957432554090967,1.48215928373209,138754.105037048,98331.8301402851,195793.179453339,41322.5756662038,32289.1766170499,52883.2085110367,0.595623108306179,0.478716277045483,0.741079641866047,0.595623108306179,0.478716277045483,0.741079641866047,41322.5756662038,32289.1766170499,52883.2085110367,69377.0525185239,49165.9150701425,97896.5897266695,63260.0941524635,42740.7835963508,75842.087035679,0.911830235733535,0.616065140342174,1.093186929719,0.904769836922083,0.75467101852134,1.33913841193325,1.51903078356891,1.26702776973758,2.24829828335819
"molluscs excl. cephalopods","goc","argopecten","argopecten",2000,2024,"none",6542.263,382.24,0.532591801006897,0.361045965680509,0.785645190537253,72823.1147575658,34969.5798518661,151651.980534465,9696.24846091599,4216.98952919098,22294.870206579,0.266295900503449,0.180522982840255,0.392822595268626,0.184380417153666,0.124992171561722,0.271986139651734,9696.24846091599,4216.98952919098,22294.870206579,36411.5573787829,17484.789925933,75825.9902672323,12605.4853379684,7514.19151780531,21484.0870408353,0.346194621856897,0.206368308821194,0.590034829253255,0.0303233068582192,0.0177917730119725,0.0508690787417729,0.164460561085222,0.0964949167955533,0.275891982061075
"molluscs excl. cephalopods","goc","megapitaria","megapitaria",2000,2024,"none",1169.48,42.893,0.460703780998966,0.302250238622611,0.702225992588067,14161.3754583352,8761.81309321302,22888.4767043574,1631.04980445025,1052.25738637213,2528.20602549458,0.230351890499483,0.151125119311305,0.351112996294034,0.111873230089632,0.0733957737806139,0.170522347078158,1631.04980445025,1052.25738637213,2528.20602549458,7080.68772916762,4380.90654660651,11444.2383521787,1719.41156159034,846.181167203299,3068.97276359346,0.242831152475138,0.119505505618841,0.433428627413037,0.0249463252185689,0.0139763377859948,0.0506900905650796,0.222987440324929,0.124930135429155,0.453102949869839
"pelagic marine fish (excl. anchovy & sardine)","goc","ablennes","ablennes",2000,2024,"none",82.33495,18.3879,0.565525438699537,0.407485471376748,0.784859938038403,325.510997310946,193.062728358625,548.823743822501,46.0211873889489,31.4256658451165,67.3955390198319,0.282762719349769,0.203742735688374,0.392429969019201,0.282762719349769,0.203742735688374,0.392429969019201,46.0211873889489,31.4256658451165,67.3955390198319,162.755498655473,96.5313641793123,274.41187191125,231.031001688855,166.564072927979,259.604959840177,1.41949736627891,1.02340058740853,1.59506107003929,0.0795906171274981,0.0708303108358188,0.110395355233363,0.281474931739665,0.250493809787576,0.390416938580957
