"year","eu_rnpa","total_catch_kg"
2019,"2508013055",3556
2019,"2508013063",12785
2019,"2508013071",3483
2019,"2508013097",18208
2019,"2508013113",11985
2019,"2508013154",669
2019,"2508013188",24550
2019,"2508013204",2880
2019,"2508013212",17313
2019,"2508013220",2700
2019,"2508013253",10594
2019,"2508013261",2819
2019,"2508013279",16913
2019,"2508013303",6145
2019,"2508013337",4290
2019,"2508013410",2590
2019,"2508013428",10825
2019,"2508013436",11898
2019,"2508013444",10674
2019,"2508013451",4240
2019,"2508013469",4650
2019,"2508013477",10973
2019,"2508013485",8334
2019,"2508013501",17067
2019,"2508013535",3002
2019,"2508013550",3782
2019,"2508013592",12711
2019,"2508013600",16946
2019,"2508013626",12608
2019,"2508013634",10110
2019,"2508013642",17402
2019,"2508013659",21480
2019,"2508013667",9490
2019,"2508013675",4840
2019,"2508013683",4785
2019,"2508013709",12485
2019,"2508013725",21774.2
2019,"2508013790",46697
2019,"2508013840",13595
2019,"2508013931",17252
2019,"2508013949",4710
2019,"2508013980",52042
2019,"2508014038",3080
2019,"2508014079",1380
2019,"2508014087",13055
2019,"2508014111",3560
2019,"2508014145",3878
2019,"2508014186",12705
2019,"2508014319",12505
2019,"2508014418",8417.5
2019,"2508014590",4080
2019,"2508014624",18584
2019,"2508014632",32545.3
2019,"2508014673",2755
2019,"2508014723",6047
2019,"2508014749",5372
2019,"2508014756",3023
2019,"2508014939",904
2019,"2508014996",870
2019,"2508015001",31782.4
2019,"2508015373",3845
2019,"2508015407",8860
2019,"2508015589",75770
2019,"2508015720",10355
2019,"2508015761",10106.25
2019,"2508015787",8556
2019,"2508015803",7351.25
2019,"2508015811",3886.5
2019,"2508015845",7255
2019,"2508015852",16327.25
2019,"2508015894",2336
2019,"2508015969",33107.8
2019,"2508015977",197008.75
2019,"2508016017",43929.6
2019,"2508016041",11777.4
2019,"2508016116",24856
2019,"2508016165",9413
2019,"2508016173",122528
2019,"2508016298",9930.8
2019,"2508016314",18340
2019,"2508016322",3550
2019,"2508016330",783
2019,"2508016355",146392.25
2019,"2508016553",830
2019,"2508016637",3326
2019,"2508016678",123780.35
2019,"2508016751",10750.4
2019,"2508016785",13155
2019,"2508016793",8650
2019,"2508016843",621489.6
2019,"2508016850",142913.75
2019,"2508016868",20085
2019,"2508016900",136307.4
2019,"2508016918",13375
2019,"2508016942",7455
2019,"2508016967",343649
2019,"2508016991",9465
2019,"2508017015",9430
2019,"2508017031",14085
2019,"2508017098",70938.5
2019,"2508017221",19395
2019,"2508017247",30176
2019,"2508017304",4805
2019,"2508017379",4733
2019,"2508017551",12090
2019,"2508017585",129058.4
2019,"2508017601",977081
2019,"2508017627",59590.4
2019,"2508017650",118720
2019,"2508017668",99000
2019,"2508017734",17004
2019,"2508017791",9830.4
2019,"2508017817",13126560
2019,"2508017841",1039
2019,"2508017866",3749608.46
2019,"2508017874",20711
2019,"2508017882",12118
2019,"2508017916",8320
2019,"2508018047",10345
2019,"2508018138",8935
2019,"2508018146",5213
2019,"2508018161",10295614.33
2019,"2508018179",25150
2019,"2508018187",110475
2019,"2508018195",18729
2019,"2508018203",29890
2019,"2508018286",16000
2019,"2508018302",82110.5
2019,"2508018450",10636
2019,"2509000127",40121.3
2019,"2509000184",527055.9
2019,"2509000192",484938.2
2019,"2509000200",448031.95
2019,"2509000218",73825.6
2019,"2509000325",558772.83
2019,"2509000333",1039998.1
2019,"2509000408",703043.65
2019,"2509000432",290467
2019,"2509000440",71354.2
2019,"2509000713",175338.4
2019,"2509000754",10475.38
2019,"2509000804",285535.9
2019,"2509001257",615100
2019,"2509001265",59484.6
2019,"2509001281",8785
2019,"2509001331",84863.6
2019,"2509001372",372957.9
2019,"2509001422",97156.55
2019,"2509001455",135030
2019,"2509001463",412783.71
2019,"2509001471",49969
2019,"2509001489",94092
2019,"2509001505",359093.74
2019,"2509001513",59887
2019,"2509001521",9395
2019,"2509001554",90020
2019,"2509001612",273499
2019,"2509001778",224636
2019,"2509001810",159204.1
2019,"2509001943",41709
2019,"2509001950",204861.05
2019,"2509001968",83504
2019,"2509002289",25100
2019,"2509002305",58300
2019,"2509002339",56926
2019,"2509002388",2500
2019,"2509002420",122673
2019,"2509002552",503685.5
2019,"2509002768",40916
2019,"2509002818",1545
2019,"2509003022",131960.58
2019,"2509003121",521237.85
2019,"2509003147",490103.1
2019,"2509003154",80643
2019,"2509003212",90902.65
2019,"2509003246",660
2019,"2509003261",1200
2019,"2509003360",247833.9
2019,"2510000025",5930
2019,"2510000033",876
2019,"2510000074",82385
2019,"2510000082",18031
2019,"2510000173",1915
2019,"2510000181",2012
2019,"2510000231",32780.35
2019,"2510000306",209351
2019,"2510000322",5282
2019,"2510000405",2471
2019,"2510000421",1086
2019,"2510000439",2857
2019,"2510000447",752
2019,"2510000462",6111
2019,"2510000504",500
2019,"2510000686",61250
2019,"2510000710",16238
2019,"2510000736",12558
2019,"2510000777",3055
2019,"2510000785",108443
2019,"2510000801",2793
2019,"2510000918",4916
2019,"2510000959",18465
2019,"2510000967",9221
2019,"2510000975",1621
2019,"2510000983",963
2019,"2510001320",75240
2019,"2510001338",11395
2019,"2510001460",168085.4
2019,"2511000065",197285.05
2019,"2511000099",83596.55
2019,"2511000131",47233
2019,"2511000883",11527.9
2019,"2511000917",24176
2019,"2511001063",802587
2019,"2511001154",19125
2019,"2511001196",31772
2019,"2511001204",70944.6
2019,"2511001212",39741.6
2019,"2511001246",176320.078
2019,"2511001337",54280
2019,"2511001345",391663.65
2019,"2511001436",14025.6
2019,"2511001451",33970.5
2019,"2511001691",16851.6
2019,"2511001790",202932.1
2019,"2511001972",20188.8
2019,"2511002020",10400
2019,"2511002046",99741.45
2019,"2511002103",41287
2019,"2511002111",66253.2
2019,"2511002145",66492.4
2019,"2511002152",389566.75
2019,"2511002228",61220.05
2019,"2511002236",116022.3
2019,"2511002277",10331.4
2019,"2511002293",24997.3
2019,"2601000413",136174.5
2019,"2602000115",7200
2019,"2602000479",3112
2019,"2602000966",34804.8
2019,"2602000974",4480
2019,"2602001089",5120
2019,"2602001162",1486888
2019,"2602001238",3529.6
2019,"2602001261",316469
2019,"2602001378",56356
2019,"2602001394",11260
2019,"2602001402",98922
2019,"2602001436",7200
2019,"2602001444",231460
2019,"2602001527",36768.7
2019,"2602001857",93542.9
2019,"2602001865",12931.6
2019,"2602001907",22076.5
2019,"2602002236",52700
2019,"2602003689",88550
2019,"2602003705",123990
2019,"2602003713",262340
2019,"2602003721",73985
2019,"2602003739",25400
2019,"2602003754",8587.6
2019,"2602003762",6192
2019,"2602005072",6838.8
2019,"2602005320",155880
2019,"2602005338",238830
2019,"2602006625",2672
2019,"2602006666",196636
2019,"2602006765",2411.2
2019,"2602006781",7210
2019,"2602006963",4832
2019,"2602007102",14432
2019,"2602007128",458002.1
2019,"2602007193",26075.2
2019,"2602007201",21056
2019,"2602007219",22260
2019,"2602007227",85660
2019,"2602007235",7340.8
2019,"2602007243",9075.2
2019,"2602007557",41555.2
2019,"2602007797",13000
2019,"2602007805",7949.2
2019,"2602007813",68520
2019,"2602007821",2968
2019,"2602008373",1607
2019,"2602008381",13000
2019,"2602008589",124754
2019,"2602008597",87500
2019,"2602009405",190198
2019,"2602009413",4800
2019,"2602401057",42100
2019,"2602401164",204854.1
2019,"2602401172",5972.9
2019,"2602401297",14358.2
2019,"2602401305",204980
2019,"2602401321",41763.2
2019,"2602401347",60960
2019,"2602401354",16000
2019,"2602401370",9320
2019,"2602401388",153621
2019,"2602402139",43449
2019,"2602402154",9830.4
2019,"2603000056",279419.9
2019,"2603000106",67340.8
2019,"2603000117",222313
2019,"2603000122",921544.4
2019,"2603000155",1154771
2019,"2603000189",92225
2019,"2603000205",58730
2019,"2603000270",450249.79
2019,"2603000296",309686
2019,"2603000304",1937157.6
2019,"2603000312",1593581
2019,"2603000338",137718.8
2019,"2603000346",663931.7
2019,"2603000353",130740.1
2019,"2603000361",747732.8
2019,"2603000387",411389.8
2019,"2603000445",3262761.1
2019,"2603000452",87068
2019,"2603000486",488582
2019,"2603000502",523116.4
2019,"2603000544",30475.4
2019,"2603000569",264633.9
2019,"2603000585",1246148.4
2019,"2603000593",141815.1
2019,"2603000601",227890
2019,"2603000619",279552
2019,"2603000627",477216.2
2019,"2603000635",89300
2019,"2603000643",2814092.2
2019,"2603000650",102750
2019,"2603000718",32959.5
2019,"2603000726",463117.7
2019,"2603000734",216866
2019,"2603000742",418998.3
2019,"2603000759",117943.6
2019,"2603000767",147692
2019,"2603000775",2194751.9
2019,"2603000783",95389.3
2019,"2603000809",1784250.4
2019,"2603000825",333981.8
2019,"2603000833",55152.4
2019,"2603000841",165378.3
2019,"2603000858",317667.5
2019,"2603000866",169879.8
2019,"2603000874",4500
2019,"2603000882",3124
2019,"2603000908",1531970
2019,"2603000916",264911.1
2019,"2603000924",540058.3
2019,"2603000932",167339.4
2019,"2603000940",151004.7
2019,"2603000957",154292.3
2019,"2603000973",271875.1
2019,"2603000981",125368.4
2019,"2603000999",209353
2019,"2603001005",255227.7
2019,"2603001013",423207.5
2019,"2603001021",42150
2019,"2603001039",183773.1
2019,"2603001047",96360
2019,"2603001054",61621
2019,"2603001062",125407.9
2019,"2603001070",18618.2
2019,"2603001088",21231
2019,"2603001096",251160
2019,"2603001104",209113.2
2019,"2603001112",314195.2
2019,"2603001120",285175
2019,"2603001138",1232424.5
2019,"2603001146",6846.6
2019,"2603001153",178659
2019,"2603001161",174607.4
2019,"2603001583",286084.9
2019,"2603001609",65679.3
2019,"2603001617",3369
2019,"2603003241",258492.6
2019,"2603003266",91815
2019,"2603003282",73833
2019,"2603003308",51590
2019,"2603003316",283890.7
2019,"2603003324",2622.4
2019,"2603003332",33902
2019,"2603003340",84490
2019,"2603003357",51371.6
2019,"2603003365",215528.3
2019,"2603003381",18595
2019,"2603003399",4448
2019,"2603003407",30337.7
2019,"2603003415",33692.7
2019,"2603003423",109573
2019,"2603003449",42820
2019,"2603003456",54833.2
2019,"2603003480",41292
2019,"2603003530",67400
2019,"2603003548",165100
2019,"2603003555",40980
2019,"2603007481",78349.9
2019,"2603007499",1589702.7
2019,"2603007507",1901312.75
2019,"2603007515",20500
2019,"2603007531",12000
2019,"2603007549",553263
2019,"2603007556",68374.9
2019,"2603007572",20000
2019,"2603007580",16550
2019,"2603007598",81224.2
2019,"2603007614",150626
2019,"2603007655",16516
2019,"2603007671",355629.1
2019,"2603007705",1484672.9
2019,"2603007721",152951.8
2019,"2603007739",1296596
2019,"2603007747",172120.5
2019,"2603007754",1454400
2019,"2603007782",65659.2
2019,"2603007804",1281.5
2019,"2603007812",46333.6
2019,"2603007820",20000
2019,"2603007846",26996
2019,"2603007879",94467.4
2019,"2603007887",227000
2019,"2603007895",210640
2019,"2603007903",30000
2019,"2603007929",50000
2019,"2603007945",90500
2019,"2603007952",117375
2019,"2603007960",88750
2019,"2603007978",30000
2019,"2603007986",20000
2019,"2603008000",80000
2019,"2603008018",52950
2019,"2603008034",38700
2019,"2603008067",82000
2019,"2603009578",117000
2019,"2604000048",16568.5
2019,"2604000321",39140.1
2019,"2604000378",443846
2019,"2604000386",14640
2019,"2604000493",104249.6
2019,"2604000502",11820
2019,"2604000569",72385
2019,"2604000634",62936.9
2019,"2604000923",111112.8
2019,"2604001186",183812.4
2019,"2604001301",41327.9
2019,"2604001319",2400
2019,"2604001400",7760
2019,"2604001459",26512
2019,"2604001467",43771.2
2019,"2604001525",40000
2019,"2604001574",44153.8
2019,"2604001590",57013
2019,"2604001616",20000
2019,"2604001632",336
2019,"2604001640",41490
2019,"2604001657",3022.4
2019,"2604001665",3712
2019,"2604001681",1449.6
2019,"2604001707",784
2019,"2604001731",888
2019,"2604001749",26366
2019,"2604001772",387938
2019,"2604001848",33494.4
2019,"2604003752",2464
2019,"2604004727",24175537.6
2019,"2604004883",141798
2019,"2604004974",80113
2019,"2604005021",102170.8
2019,"2604005831",321110
2019,"2604005930",47130.6
2019,"2604006003",12000
2019,"2604006086",6083.2
2019,"2604006110",1286960.3
2019,"2604006268",17139.2
2019,"2604006342",42416
2019,"2604006433",12284.8
2019,"2604006458",51440
2019,"2604006599",8800
2019,"2604007027",18100.8
2019,"2604007514",17683.2
2019,"2604007704",45954236
2019,"2604007720",205468
2019,"2604007803",14681.6
2019,"2604007811",152307.2
2019,"2604007845",5553.6
2019,"2604007860",72137.55
2019,"2604008082",4384
2019,"2604008165",79496
2019,"2604008322",52272
2019,"2604008447",42485
2019,"2604008637",13440
2019,"2604008652",39550
2019,"2604008769",469358.3
2019,"2604009023",8844.8
2019,"2604009171",398409.6
2019,"2604009346",123000
2019,"2604009379",11217.1
2019,"2604009452",61507538.4
2019,"2604009494",420739.4
2019,"2604009528",111747
2019,"2604009551",4486.4
2019,"2604009577",7762
2019,"2604009585",6400
2019,"2604009619",10080
2019,"2604009668",45140.2
2019,"2604009700",164765.9
2019,"2604009767",2720
2019,"2604009783",7200
2019,"2604009791",8612
2019,"2604009809",35760
2019,"2604009999",4556
2019,"2604010054",91552.3
2019,"2604010062",15902.4
2019,"2604010104",3520
2019,"2604010195",3520
2019,"2604010302",41052.8
2019,"2604010450",79160
2019,"2604010476",15272
2019,"2604010500",44800
2019,"2604010625",163365.6
2019,"2604010641",139424
2019,"2604010781",30489.6
2019,"2604011133",53912
2019,"2604011300",160040
2019,"2604011409",59087.4
2019,"2604011425",14267.6
2019,"2604011458",148332
2019,"2604011540",13144
2019,"2604011557",18817.4
2019,"2604011565",98999840.76
2019,"2604011573",12817.6
2019,"2604011581",12825.6
2019,"2604011664",28120
2019,"2604011698",106037
2019,"2604011771",1209
2019,"2604011789",8560
2019,"2604011872",172456
2019,"2604091039",147515
2019,"2604091054",127102.5
2019,"2604091088",14528
2019,"2604091104",17370.8
2019,"2604609509",74924
2019,"2604609541",56069.6
2019,"2604609582",203640
2019,"2604609608",23722
2019,"2604609806",3200
2019,"2604609848",24560
2019,"2604609863",365
2019,"2604609897",45388.2
2019,"2604609905",57909
2019,"2604609913",49672.1
2019,"2604609921",140074.5
2019,"2604609947",81187
2019,"2604609954",52405.5
2019,"2604609970",43225.75
2019,"2604610002",16014.5
2019,"2604610010",34011024
2019,"2604610036",120830
2019,"2604610077",552615
2019,"2604610093",1680
2019,"2604610119",100336.6
2019,"2604611042",2640
2019,"2604611638",72204559.44
2019,"2604612081",73585.6
2019,"2604612750",17568
2019,"2604612966",2300
2019,"2604613758",26612.8
2019,"2604613774",25631
2019,"2604614822",12470
2019,"2604615027",22410
2019,"2604615076",11040
2019,"2604615159",15434
2019,"2605000203",41975
2019,"2605000260",10000
2019,"2605001169",15784
2019,"2607000029",29107.2
2019,"2607000201",346104.7
2019,"2607002082",518475.8
2019,"2607002108",28952
2019,"2607002181",93207
2019,"2607002256",21840
2019,"2607002348",7500
2019,"2607002421",87320
2019,"2607002652",10592
2019,"2607002660",16365
2019,"2607002678",4144
2019,"2607002835",80745.85
2019,"2607003130",21344
2019,"2607003286",1200
2019,"2607003304",103796.35
2019,"2607003312",11732
2019,"2607003387",154772.8
2019,"2607003452",101491.2
2019,"2607003460",578467.2
2019,"2607003510",266292
2019,"2607003528",415773
2019,"2607003569",15398.5
2019,"2607003593",102450
2019,"2607003643",42400
2019,"2607003676",13344
2019,"2607003684",272459.7
2019,"2607003700",28923.2
2019,"2607003726",62230
2019,"2607003734",84848.2
2019,"2607003767",2800
2019,"2607003783",97735
2019,"2607003874",7174.4
2019,"2607003890",876515.6
2019,"2607003999",412822.6
2019,"2607004005",122176
2019,"2607004054",172917.15
2019,"2607004070",82845.1
2019,"2607004088",195287.55
2019,"2607004104",164580.45
2019,"2607004138",126705.1
2019,"2607004153",96550
2019,"2607004179",9827.2
2019,"2607004195",3888590.7
2019,"2607004203",877808.35
2019,"2607004229",71649.5
2019,"2607004294",52774.35
2019,"2607004302",147360
2019,"2607004351",79930.75
2019,"2607004385",247532.1
2019,"2607004393",70618.2
2019,"2607004401",95387.4
2019,"2607010853",122396.3
2019,"2607010861",84642.95
2019,"2607010887",185133.75
2019,"2607010895",887929
2019,"2607100043",6905.6
2019,"2607100092",16000
2019,"2607100134",18010
2019,"2607100142",29888
2019,"2607100654",5650
2019,"2607100662",219254.8
2019,"2607101462",123735.6
2019,"2607101470",3672.5
2019,"2607101694",450
2019,"2607101710",831967
2019,"2607101918",41603.8
2019,"2607102254",6617
2019,"2607102494",24071
2019,"2607102502",65000
2019,"2607102510",10042
2019,"2607103310",1290
2019,"2607103526",14050
2019,"2607104102",900
2019,"2607104342",400
2019,"2607602683",218930
2019,"2607602709",10980
2019,"2607602733",87275
2019,"2607602824",252270
2019,"2607602857",120287
2019,"2607602865",2925
2019,"2607602873",206817.5
2019,"2607602881",113940
2019,"2607602907",49324
2019,"2607602915",145500
2019,"2607602931",16444.8
2019,"2607602949",88722
2019,"2607602972",264004.5
2019,"2607603012",784832.9
2019,"2607603038",219557
2019,"2607603046",87120
2019,"2607603053",248150
2019,"2607603079",20208
2019,"2607603087",365563
2019,"2607603111",12700
2019,"2607603137",22150
2019,"2607603160",1100
2019,"2607603210",22623
2019,"2607603251",3000
2019,"2607603269",400
2019,"2607603277",80
2019,"2607603343",131387.5
2019,"2607603426",1417
2019,"2607603517",10200
2019,"2607603525",320
2019,"2607603582",21600
2019,"2607603590",5553.5
2019,"2607603632",51900
2019,"2607603681",2490
2019,"2607603699",101707.5
2019,"2607603707",234747.75
2019,"2607603715",2800
2019,"2607603772",24554.8
2019,"2607603780",276324.2
2019,"2607603798",232079.25
2019,"2607603822",1923
2019,"2607603921",1500
2019,"2607603939",1092
2019,"2607603954",2852
2019,"2607603988",35179
2019,"2607603996",5000
2019,"2607604051",1500
2019,"2607604077",78410
2019,"2607604168",2500
2019,"2607604192",2525
2019,"2607604259",175508
2019,"2607604275",9446
2019,"2607604374",875
2019,"2607604382",5869
2019,"2607604390",9480
2019,"2607604408",1300
2019,"2607604515",18700
2019,"2607604549",400015.6
2019,"2607604556",453625.1
2019,"2607604648",56460
2019,"2607604655",2210
2019,"2607604721",11101.6
2019,"2607604754",107575.9
2019,"2607604838",5700
2019,"2609000019",30480
2019,"2609000027",52640
2019,"2609000043",57720
2019,"2609000050",73926
2019,"2609000068",4677
2019,"2609000175",121891.2
2019,"2609000183",125052.4
2019,"2609000324",24585.6
2019,"2609001022",1755.2
2019,"2609001165",24244
2019,"2609001173",332532
2019,"2609001199",46062.5
2019,"2609001207",22000
2019,"2609001215",101810
2019,"2609001280",3577.6
2019,"2609001314",47240
2019,"2609001348",503880.6
2019,"2609001355",83887
2019,"2609001405",809379.2
2019,"2609001413",18752
2019,"2609001421",21664
2019,"2609001504",537076
2019,"2609001512",26600
2019,"2609001546",381348.6
2019,"2609001561",85483
2019,"2609001606",27700
2019,"2609001744",127903.05
2019,"2609001751",20313
2019,"2609001868",48777.8
2019,"2609001942",90320
2019,"2609002031",72840
2019,"2609002080",50243
2019,"2609002130",16630
2019,"2609002262",1640
2019,"2609002320",182419
2019,"2609002338",214490.4
2019,"2609002393",8861.6
2019,"2609002445",12912
2019,"2609003096",21360
2019,"2609003104",33552
2019,"2609003112",16384
2019,"2609003138",88492.8
2019,"2609003146",32120
2019,"2609003161",125755
2019,"2609003203",6593.6
2019,"2609003328",86756
2019,"2609003351",10720
2019,"2609003369",362709.2
2019,"2609003377",59600
2019,"2609003385",7128
2019,"2609003401",1188
2019,"2609003427",14528
2019,"2609003542",127372.8
2019,"2609004219",31004083.08
2019,"2609004698",6466
2019,"2609004706",14537
2019,"2609004954",185698
2019,"2609005562",203260
2019,"2609005794",113821.2
2019,"2609005802",25573
2019,"2609006354",201410
2019,"2609014242",7500
2019,"2609014291",6960
2019,"2609014309",41250
2019,"2609014317",23815
2019,"2609014325",59600
2019,"2609014333",44066
2019,"2609014416",365762
2019,"2609014457",166291
2019,"2609014481",21145.6
2019,"2609014507",33450
2019,"2609014531",66560
2019,"2609014598",110706
2019,"2609014606",8400
2019,"2609014614",2360
2019,"2609014622",45063
2019,"2609014663",16232
2019,"2609014762",75982
2019,"2609091018",30400
2019,"2609091323",17290
2019,"2609091372",12620
2019,"2609091380",390
2019,"2609091448",5200
2019,"2609091463",60217006.96
2019,"2609091489",26237
2019,"2609092156",300
2019,"2609092339",2068
2019,"2610000024",37080
2019,"2610000057",103283.6
2019,"2610000081",100962.4
2019,"2610000107",65760
2019,"2611000098",274920
2019,"2611000155",72725
2019,"2611000270",110653
2019,"2611000296",30550
2019,"2611000353",34098
2019,"2611000403",6800
2019,"2611000419",27839
2019,"2611000460",8562
2019,"2611000544",12200
2019,"2611000692",68111
2019,"2611000700",31700
2019,"2611000718",1764085
2019,"2611000726",200668
2019,"2611000742",14050
2019,"2611000775",10150
2019,"2611000809",82031
2019,"2611000866",25527
2019,"2611000916",273599
2019,"2611000924",7679.1
2019,"2611001062",5337438.4
2019,"2611001328",480
2019,"2611001427",7754.2
2019,"2611001435",199376
2019,"2611002194",169416
2019,"2611002276",1150
2019,"2611002292",51599
2019,"2611002326",1488
2019,"2611002342",1400
2019,"2611002367",544370
2019,"2611002383",3332
2019,"2611002409",7311
2019,"2611002433",37877.3
2019,"2611002441",151908
2019,"2611002458",52480.3
2019,"2611002474",800
2019,"2611002516",1400
2019,"2611002565",3080
2019,"2611002581",3710
2019,"2611002599",3932
2019,"2611002615",5250
2019,"2611002649",7700
2019,"2611002664",13800
2019,"2611002672",8656
2019,"2611002722",2270
2019,"2611002763",840
2019,"2611002805",12500
2019,"2611002813",4370
2019,"2611002821",5620
2019,"2611002862",69069
2019,"2611003126",11550
2019,"2611003159",17745
2019,"2611003464",94850
2019,"2611004082",9450
2019,"2611004090",32596
2019,"2611004330",99588
2019,"2611006598",840
2019,"2611031127",97163
2019,"2611031218",55776
2019,"2611031242",145600
2019,"2611031317",2800
2019,"2611031622",2100
2019,"2611031648",7890
2019,"2611031838",671
2019,"2612000014",143926
2019,"2612000048",59700
2019,"3107000022",174.9
2020,"0203000302",1596
2020,"0203000922",2219111.12
2020,"0203001391",168900
2020,"0203003058",30288.85
2020,"0203004478",100082.3
2020,"0203004726",907
2020,"0203006564",152180
2020,"0203007414",15595.1
2020,"0203007596",11640
2020,"0203007901",516
2020,"0203008305",18593.69
2020,"0203008586",5276
2020,"0203008933",161832
2020,"0203008974",44458
2020,"0203009089",5832857.88
2020,"0203009261",158382.3
2020,"0203009279",9060
2020,"0203010103",391570
2020,"0203010384",179606.2
2020,"0203010673",52987.8
2020,"0203010756",250341.8
2020,"0203010855",4035
2020,"0203011606",84587.8
2020,"0203011630",25951750.52
2020,"0203011820",300
2020,"0203011861",120476.15
2020,"0203011887",165549.8
2020,"0203011994",10469491.64
2020,"0203012158",44070.8
2020,"0203012208",6280.62
2020,"0203012406",8154
2020,"0203012414",6433986.2
2020,"0203012455",14692
2020,"0203012505",7614.5
2020,"0203012554",224898
2020,"0203013859",1270
2020,"0203013883",15745
2020,"0203014535",144335
2020,"0203014675",9877.2
2020,"0203014741",252186.45
2020,"0203014899",460
2020,"0203015029",5050
2020,"0203015128",900
2020,"0203015185",28473
2020,"0203015193",144030
2020,"0203015540",3600
2020,"0203015698",25815
2020,"0203015722",42706
2020,"0203015805",63189.5
2020,"0203015847",78657
2020,"0203015870",623.8
2020,"0203015904",3900
2020,"0203016183",52844
2020,"0203016225",54431
2020,"0203016415",2450
2020,"0203017116",26072.2
2020,"0203017470",230
2020,"0203017637",1626.7
2020,"0203017678",53499
2020,"0203017819",73726
2020,"0203017843",7815.3
2020,"0203017892",7749.5
2020,"0203018023",20956
2020,"0203018080",70320
2020,"0203126560",6510840.6
2020,"0203126586",65272.5
2020,"0203126602",1050
2020,"0203126628",300928.4
2020,"0203126685",280
2020,"0203126693",84274
2020,"0203126743",15403
2020,"0203126784",16289323.04
2020,"0203126883",4957
2020,"0203126974",19355.8
2020,"0203127048",96840.5
2020,"0203127063",23743
2020,"0203127113",15066.7
2020,"0203127220",111440.6
2020,"0203127477",79493.16
2020,"0203127485",84888
2020,"0203728050",22233
2020,"0206001174",1860
2020,"0206001224",8029
2020,"0207000092",411006.9
2020,"0207000787",124142.6
2020,"0207001256",559664.6
2020,"0207001264",219929.4
2020,"0207001603",1204295.3
2020,"0207001611",38013
2020,"0207001660",151055.4
2020,"0207001702",147532
2020,"0207001744",212604.8
2020,"0207001751",215826.2
2020,"0207001777",778820.4
2020,"0207001785",6500
2020,"0207001884",673729.75
2020,"0207001900",6551
2020,"0207001918",83718
2020,"0207001926",225254.1
2020,"0207001934",176147.15
2020,"0207001967",377725.05
2020,"0207001975",77447.5
2020,"0207001983",169543
2020,"0207002007",3102895.1
2020,"0207002049",53405
2020,"0207002056",110037.7
2020,"0207002080",122905
2020,"0207002098",261762
2020,"0207002106",14086
2020,"0207002122",61836
2020,"0207002155",67036
2020,"0207002189",88861
2020,"0207002205",101368.4
2020,"0207002239",32
2020,"0207002304",1870
2020,"0207002320",30469
2020,"0207002379",2595.5
2020,"0207002429",9952
2020,"0207002478",17496
2020,"0208001263",27557
2020,"0301000097",215666.9
2020,"0301000113",2886.48
2020,"0302000146",586
2020,"0302000294",1510
2020,"0302000484",175
2020,"0302000492",210
2020,"0302000526",291
2020,"0302000534",60
2020,"0302000567",13120
2020,"0302000575",315
2020,"0302000609",3830
2020,"0302000666",328
2020,"0302001094",2022
2020,"0302001102",1205
2020,"0302001144",258
2020,"0302001169",16492.6
2020,"0302001250",329
2020,"0302001268",2094
2020,"0302001276",278
2020,"0302001318",1392
2020,"0303000566",41850
2020,"0303000871",3503.5
2020,"0303001150",6000
2020,"0303001267",36063.25
2020,"0303001283",6480
2020,"0303001382",2000
2020,"0303001572",1040
2020,"0303002059",2284
2020,"0304000029",355426.75
2020,"0304000037",26810.5
2020,"0304000086",152469.8
2020,"0304000144",57559.2
2020,"0304000193",18805.4
2020,"0304000227",20833
2020,"0304000235",7532.3
2020,"0304000292",27063
2020,"0304000342",8008
2020,"0304000383",17818
2020,"0304000466",100941.9
2020,"0304000532",66149.2
2020,"0304000540",30038.8
2020,"0304000615",32679.2
2020,"0304000755",23972.2
2020,"0304000771",18609.2
2020,"0304000797",94504.8
2020,"0304000813",71946.1
2020,"0304000821",184529.7
2020,"0304000839",24958.6
2020,"0304000854",350878
2020,"0304000862",62141.9
2020,"0304000870",23080.6
2020,"0304000896",27654.3
2020,"0304000987",14370.6
2020,"0304000995",7288
2020,"0304001027",6672
2020,"0304001050",21044.5
2020,"0304001068",53509.3
2020,"0304001175",29114.7
2020,"0304001258",165
2020,"0305000010",1244
2020,"0305000028",30123
2020,"0305000044",45841.2
2020,"0305000051",2221
2020,"0305000069",219904.75
2020,"0305000119",3000
2020,"0305000127",4721.5
2020,"0305000135",47670.3
2020,"0305000242",20955.48
2020,"0305000713",9957.25
2020,"0305000846",202125.1
2020,"0305001257",2437.5
2020,"0305001893",1887
2020,"0305002354",32674
2020,"0305002644",3100
2020,"0305002929",18911.4
2020,"0305003162",600
2020,"0305003188",35365.95
2020,"0305004244",2222
2020,"0305004459",457555.1
2020,"0305004533",188227.55
2020,"0305004715",46310.05
2020,"0305004749",8220
2020,"0305004764",6600
2020,"0305004798",3450
2020,"0305004988",6298.8
2020,"0305005183",4730
2020,"0305005274",2262
2020,"0305005423",107378.35
2020,"0305005464",19269
2020,"0305005522",8395.2
2020,"0305005555",4072
2020,"0305005795",18437
2020,"0305005878",10407.7
2020,"0305005894",23312.5
2020,"0305005902",2335.2
2020,"0305006009",5435.4
2020,"0305006017",2840.5
2020,"0305006033",13982.4
2020,"0305006108",926.5
2020,"0305006165",13222
2020,"0305006231",164679
2020,"0305006306",25576.25
2020,"0305006314",26690
2020,"0305006371",40569.85
2020,"0305006413",18123.2
2020,"0305006512",36376.1
