"year","OHI_region_est","FP_landings_kg","FIS_landings_kg","MAR_landings_kg","w_fisheries","FIS_Score","w_mariculture","MAR_Score","FP_score"
2021,"region_2",6672016.3,6663158.3,8858,0.998672365353784,92.9583236974501,0.00132763464621632,43.2191139143055,92.8922881992666
2021,"region_3",6380916.2,4932286.2,1448630,0.772974608254532,87.5617634738167,0.227025391745468,60.951382228787,81.5205312471676
2021,"region_4",11312528.03,7919867.63,3392660.4,0.700097061328563,88.5419294762421,0.299902938671437,27.0865779972989,70.111288970621
2021,"region_5",95516578.6,95516578.6,0,1,74.9947433440428,0,NA,74.9947433440428
2021,"region_6",53831394.4,11073080.4,42758314,0.205699304716506,87.3301397218716,0.794300695283494,20.0593440331297,33.89689993403
2021,"region_7",803456504.92,766834667.22,36621837.7,0.954419638803414,83.5791350150681,0.0455803611965858,21.4238638668844,80.7460753058621
2021,"region_8",332278592.46,255820142.13,76458450.33,0.769896550470057,91.0220981907885,0.230103449529943,19.8249435684239,74.6393873154657
2021,"region_9",22526115.24,11177786.35,11348328.89,0.496214559452818,94.6248534097282,0.503785440547182,30.8481466571804,62.4950771017474
2022,"region_1",10074486.66,10074486.66,0,1,62.9200546939025,0,NA,62.9200546939025
2022,"region_2",6153131.55,6149613.55,3518,0.999428258607603,92.1352035721283,0.000571741392397177,66.4376478410147,92.1205112158334
2022,"region_3",6329941.05,4939320.05,1390621,0.780310592307965,74.2156068388397,0.219689407692035,59.6391154295795,71.0133060749113
2022,"region_4",10107815.23,7639886.13,2467929.1,0.755839511917948,83.3522023802304,0.244160488082052,24.8409529961878,69.0660671723319
2022,"region_5",91010299.23,91010299.23,0,1,78.1895293750795,0,NA,78.1895293750795
2022,"region_6",57251760.53,10981353.05,46270407.48,0.191808128664371,88.0067024417488,0.808191871335629,21.9689104620465,34.6354957628002
2022,"region_7",652301324.52,614883145.52,37418179,0.94263666561227,69.1364550156403,0.0573633343877301,21.945342623972,66.4294154553881
2022,"region_8",360194082.3,268971708.66,91222373.64,0.746741053996489,92.3696221064594,0.253258946003511,24.3517849804751,75.1434963664941
2022,"region_9",19353421.47,10658150.65,8695270.82,0.550711442238849,94.248954128501,0.449288557761151,21.2924280350426,61.4704217407073
2023,"region_1",13324981,13324981,0,1,57.0302038771914,0,NA,57.0302038771914
2023,"region_2",6203274,6203274,0,1,87.9773283537502,0,59.908592321755,87.9773283537502
2023,"region_3",7542372,6418360,1124012,0.850973672473328,61.4386528904312,0.149026327526672,48.626955736477,59.5293727141935
2023,"region_4",9731071,7371346,2359725,0.757506136785971,78.7223111963701,0.242493863214029,23.5963052576055,65.3545930527196
2023,"region_5",42153430,42153430,0,1,81.3949760783322,0,NA,81.3949760783322
2023,"region_6",55009604,8599851,46409753,0.156333628578748,87.6004324654442,0.843666371421252,22.0280935633284,32.2792552382915
2023,"region_7",743319823,706455761,36864062,0.950406190095646,67.1235107810085,0.0495938099043539,21.5824863331615,64.8649578716924
