"year","month","state","office_name_clean","landing_site_clean","recorded_taxa_name","recorded_taxa_name_clean","recorded_scientific_name","keywords_1","keywords_2","keywords_3","keywords_4","keywords_5","estimated_species_name","estimated_genus_name","estimated_family_name","recorded_taxa_group","estimated_taxa_group","Major_Functional_Group","landed_weight","live_weight","weight_kg_corrected","value","reported_aquaculture_production","est_aquaculture_production","est_aquaculture_certainty","sector_estimate_reported","sector_estimate_draft","GOC_est","GOC_Include_Exclude","OHI_region_est","OHI_region_name"
2020,4,"SONORA","GOLFO SANTA CLARA","GOLFO SANTA CLARA","BUCHE DE CORVINA GOLFINA","CORVINA GOLFINA",NA,"BUCHE DE",NA,NA,NA,NA,"nei","nei","Sciaenidae","CORVINA","CORVINA","Demersal marine fishes",25,0,25,5000,"NO","not aquaculture","high; aquaculture flags agree with original report","small-scale fisheries","marine: small-scale capture","yes","include","region_5","Eastern_Upper_Gulf"
2020,9,"NAYARIT","CRUZ HUANACAXTLE","CRUZ HUANACAXTLE, LA","LENGUADO DESV. FCO.","LENGUADO",NA,"DESV","FCO",NA,NA,NA,"nei","nei","Paralichthyidae","LENGUADO","LENGUADO","Demersal marine fishes",140,154,154,4200,"NO","not aquaculture","high; aquaculture flags agree with original report","small-scale fisheries","marine: small-scale capture","yes","include","region_9","Nayarit_Jalisco"
2020,4,"SINALOA","CULIACAN","LA ARENITAS","JAIBA ENT. FCA.","JAIBA",NA,"ENT","FCA",NA,NA,NA,"nei","nei","Portunidae","JAIBA","JAIBA","Crustaceans",6754,6754,6754,168850,"NO","not aquaculture","high; aquaculture flags agree with original report","small-scale fisheries","marine: small-scale capture","yes","include","region_8","Sinaloan_Coast"
2020,2,"SINALOA","LA REFORMA","LA REFORMA","TIBURON SEDOSO DESV. Y DESC. FCO. (CARCHARHINUS FALCIFORMIS)","TIBURON SEDOSO (CARCHARHINUS FALCIFORMIS)","Carcharhinus Falciformis","DESV","DESC","FCO",NA,NA,"carcharhinus falciformis","carcharhinus","Carcharhinidae","TIBURON","TIBURON","Sharks",5050,6312.5,6312.5,126250,"NO","not aquaculture","high; aquaculture flags agree with original report","small-scale fisheries","marine: small-scale capture","yes","include","region_8","Sinaloan_Coast"
2020,10,"BAJA CALIFORNIA","EL ROSARIO","EL BARRIL","JUREL ENT. FCO. (SERIOLA LALANDI)","JUREL (SERIOLA LALANDI)","Seriola Lalandi","ENT","FCO",NA,NA,NA,"seriola lalandi","seriola","Carangidae","JUREL","ESMEDREGAL","Pelagic marine fish (excl. anchovy & sardine)",3252,3252,3252,74796,"NO","not aquaculture","high; aquaculture flags agree with original report","small-scale fisheries","marine: small-scale capture","yes","include","region_2","Western_Midriff_Islands"
2020,2,"BAJA CALIFORNIA SUR","GUERRERO NEGRO","LAS CASITAS","CALLO DE HACHA S.C. FCO.","CALLO HACHA",NA,"S.C.","FCO",NA,NA,NA,"unknown","unknown",NA,"OTRAS","OTRAS","Molluscs excl. Cephalopods",50,350,350,11000,"NO","not aquaculture","high; aquaculture flags agree with original report","small-scale fisheries","marine: small-scale capture","yes","include","region_4","Western_Southern_Gulf"
2020,1,"SINALOA","ESCUINAPA","SITIO LA GUANERA","CORVINA ENT. FCA.","CORVINA",NA,"ENT","FCA",NA,NA,NA,"cynoscion acoupa","cynoscion","Sciaenidae","CORVINA","CORVINA","Demersal marine fishes",400,400,400,6000,"NO","not aquaculture","high; aquaculture flags agree with original report","small-scale fisheries","marine: small-scale capture","yes","include","region_8","Sinaloan_Coast"
2020,11,"SONORA","GUAYMAS","GUAYMAS","SARDINA CRINUDA IND. (OPISTHONEMA LIBERTATE)","SARDINA CRINUDA (OPISTHONEMA LIBERTATE)","Opisthonema Libertate","IND",NA,NA,NA,NA,"opisthonema libertate","opisthonema","Clupeidae","SARDINA","SARDINA","Anchovy & Sardine (small pelagics)",8250,9570,9570,24750,NA,"unlikely aquaculture","high; no data from original report and flags suggest probably not aquaculture","large-scale fisheries","marine: large-scale capture","yes","include","region_7","Eastern_Central_Gulf"
2020,3,"SINALOA","EL FUERTE","MAICULIS","TILAPIA ENT. FCA.","TILAPIA",NA,"ENT","FCA",NA,NA,NA,"oreochromis amphimelas","oreochromis","Cichlidae","MOJARRA","MOJARRA","Freshwater fishes",552,552,552,8280,"NO","likely aquaculture","medium; flags suggest aquaculture but original report says no, report could be wrong","small-scale fisheries","freshwater: aquaculture","yes","include","region_8","Sinaloan_Coast"
2020,3,"SINALOA","LOS MOCHIS","DREN CINCO","CAMARON CAFE ENT. FCO.","CAMARON CAFE",NA,"ENT","FCO",NA,NA,NA,"penaeus californiensis","penaeus","Penaeidae","CAMARON","CAMARON","Shrimps, prawns",2000,2000,2000,92000,"NO","possibly aquaculture","low; flags suggest possibly aquaculture but original report says no","small-scale fisheries","marine: small-scale capture","yes","include","region_8","Sinaloan_Coast"
2020,7,"SINALOA","EL FUERTE","MAICULIS","TILAPIA ENT. FCA.","TILAPIA",NA,"ENT","FCA",NA,NA,NA,"oreochromis amphimelas","oreochromis","Cichlidae","MOJARRA","MOJARRA","Freshwater fishes",2337,2337,2337,51414,"NO","likely aquaculture","medium; flags suggest aquaculture but original report says no, report could be wrong","small-scale fisheries","freshwater: aquaculture","yes","include","region_8","Sinaloan_Coast"
2020,6,"SONORA","HUATABAMPO","BOCA DEL RIO MAYO","MEDUSA BOLA DE CAÑON ENT. FCA.","MEDUSA BOLA CAÑON",NA,"ENT","FCA",NA,NA,NA,"stomolophus meleagris","stomolophus",NA,"OTRAS","OTRAS","Jellies",5000,5000,5000,15000,"NO","not aquaculture","high; aquaculture flags agree with original report","small-scale fisheries","marine: small-scale capture","yes","include","region_7","Eastern_Central_Gulf"
2020,10,"SINALOA","GUASAVE","EL MANGLITO","ALMEJA PATA DE MULA CONCHA DE","ALMEJA PATA MULA",NA,"CONCHA DE",NA,NA,NA,NA,"unknown",NA,NA,"ALMEJA","ALMEJA","Molluscs excl. Cephalopods",400,0,400,2000,"NO","possibly aquaculture","low; flags suggest possibly aquaculture but original report says no","small-scale fisheries","marine: small-scale capture","yes","include","region_8","Sinaloan_Coast"
2020,11,"SINALOA","LA REFORMA",NA,"CAMARON BLANCO DE CULTIVO ENT. FCO. (LITOPENAEUS VANNAMEI)","CAMARON BLANCO (LITOPENAEUS VANNAMEI)","Litopenaeus Vannamei","DE CULTIVO","ENT","FCO",NA,NA,"litopenaeus vannamei","litopenaeus","Penaeidae","CAMARON","CAMARON","Shrimps, prawns",114,114,114,9998.94,NA,"likely aquaculture","medium; no data from original report but flags suggest most likely aquaculture","sector details were not reported","marine: aquaculture","yes","include","region_8","Sinaloan_Coast"
2020,10,"SINALOA","MAZATLAN","MAZATLAN","CAMARON CAFE DESC. FCO.","CAMARON CAFE",NA,"DESC","FCO",NA,NA,NA,"penaeus californiensis","penaeus","Penaeidae","CAMARON","CAMARON","Shrimps, prawns",327,523.2,523.2,28449,NA,"possibly aquaculture","low; no data from original report but flags suggest possibly aquaculture","large-scale fisheries","marine: large-scale capture","yes","include","region_8","Sinaloan_Coast"
2020,10,"NAYARIT","TUXPAN","EMBARCADERO LOS ESPEJOS","PARGO DESV. FCO.","PARGO",NA,"DESV","FCO",NA,NA,NA,"lutjanus adetii","lutjanus","Lutjanidae","PARGO","GUACHINANGO","Demersal marine fishes",72,79.2,79.2,5040,"NO","not aquaculture","high; aquaculture flags agree with original report","small-scale fisheries","marine: small-scale capture","yes","include","region_9","Nayarit_Jalisco"
2020,3,"SINALOA","ESCUINAPA","SITIO LA GUANERA","MOJARRA ENT. FCA.","MOJARRA",NA,"ENT","FCA",NA,NA,NA,"nei","nei","Gerreidae","MOJARRA","MOJARRA","Marine or freshwater fishes NEI",350,350,350,7000,"NO","possibly aquaculture","low; flags suggest possibly aquaculture but original report says no","small-scale fisheries","freshwater or marine: small-scale capture","yes","include","region_8","Sinaloan_Coast"
2020,3,"SINALOA","LA REFORMA","LA REFORMA","CORVINA DESV. FCA.","CORVINA",NA,"DESV","FCA",NA,NA,NA,"cynoscion acoupa","cynoscion","Sciaenidae","CORVINA","CORVINA","Demersal marine fishes",500,550,550,12500,"NO","not aquaculture","high; aquaculture flags agree with original report","small-scale fisheries","marine: small-scale capture","yes","include","region_8","Sinaloan_Coast"
2020,5,"NAYARIT","SAN BLAS","LA NUEVA U","PICUDA ENT. FCA.","PICUDA",NA,"ENT","FCA",NA,NA,NA,"nei","nei","Sphyraenidae","OTRAS","OTRAS","Pelagic marine fish (excl. anchovy & sardine)",400,400,400,8000,"NO","not aquaculture","high; aquaculture flags agree with original report","small-scale fisheries","marine: small-scale capture","yes","include","region_9","Nayarit_Jalisco"
2020,5,"BAJA CALIFORNIA SUR","CD. CONSTITUCION","TEMBABICHE","PARGO MULATO DESV. FCO.","PARGO MULATO",NA,"DESV","FCO",NA,NA,NA,"lutjanus novemfasciatus","lutjanus","Lutjanidae","PARGO","GUACHINANGO","Demersal marine fishes",41,45.1,45.1,1640,"NO","not aquaculture","high; aquaculture flags agree with original report","small-scale fisheries","marine: small-scale capture","yes","include","region_4","Western_Southern_Gulf"
2020,7,"NAYARIT","SANTIAGO IXCUINTLA",NA,"CAMARON BLANCO DE CULTIVO ENT. FCO. (LITOPENAEUS VANNAMEI)","CAMARON BLANCO (LITOPENAEUS VANNAMEI)","Litopenaeus Vannamei","DE CULTIVO","ENT","FCO",NA,NA,"litopenaeus vannamei","litopenaeus","Penaeidae","CAMARON","CAMARON","Shrimps, prawns",1,1,1,60,NA,"likely aquaculture","medium; no data from original report but flags suggest most likely aquaculture","sector details were not reported","marine: aquaculture","yes","include","region_9","Nayarit_Jalisco"
2020,3,"BAJA CALIFORNIA SUR","LA PAZ","EL SARGENTO","GUACHINANGO ENT. FCO. (LUTJANUS SPP)","GUACHINANGO (LUTJANUS SPP)","Lutjanus Spp","ENT","FCO",NA,NA,NA,"lutjanus spp","lutjanus","Lutjanidae","GUACHINANGO","GUACHINANGO","Demersal marine fishes",178,178,178,9790,"NO","not aquaculture","high; aquaculture flags agree with original report","small-scale fisheries","marine: small-scale capture","yes","include","region_4","Western_Southern_Gulf"
2020,8,"SINALOA","LA REFORMA","LA REFORMA","CAZON ALETA DE SECA","CAZON",NA,"ALETA DE","SECA",NA,NA,NA,"nei","nei","NEI","CAZON","CAZON","Sharks",75,0,75,11250,"NO","not aquaculture","high; aquaculture flags agree with original report","small-scale fisheries","marine: small-scale capture","yes","include","region_8","Sinaloan_Coast"
2020,5,"NAYARIT","TECUALA",NA,"CAMARON BLANCO DE CULTIVO ENT. FCO. (LITOPENAEUS VANNAMEI)","CAMARON BLANCO (LITOPENAEUS VANNAMEI)","Litopenaeus Vannamei","DE CULTIVO","ENT","FCO",NA,NA,"litopenaeus vannamei","litopenaeus","Penaeidae","CAMARON","CAMARON","Shrimps, prawns",3000,3000,3000,210000,NA,"likely aquaculture","medium; no data from original report but flags suggest most likely aquaculture","sector details were not reported","marine: aquaculture","yes","include","region_9","Nayarit_Jalisco"
2020,6,"SONORA","HUATABAMPO","SANTA BARBARA","LISA ENT. FCA. (MUGIL CEPHALUS)","LISA (MUGIL CEPHALUS)","Mugil Cephalus","ENT","FCA",NA,NA,NA,"mugil cephalus","mugil","Mugilidae","LISA","LISA","Demersal marine fishes",200,200,200,1600,"NO","not aquaculture","high; aquaculture flags agree with original report","small-scale fisheries","marine: small-scale capture","yes","include","region_7","Eastern_Central_Gulf"
2020,4,"SONORA","GOLFO SANTA CLARA","GOLFO SANTA CLARA","CORVINA GOLFINA DESV. FCA.","CORVINA GOLFINA",NA,"DESV","FCA",NA,NA,NA,"nei","nei","Sciaenidae","CORVINA","CORVINA","Demersal marine fishes",735,808.5,808.5,5880,"NO","not aquaculture","high; aquaculture flags agree with original report","small-scale fisheries","marine: small-scale capture","yes","include","region_5","Eastern_Upper_Gulf"
2020,8,"SINALOA","LA REFORMA",NA,"CAMARON BLANCO DE CULTIVO ENT. FCO. (LITOPENAEUS VANNAMEI)","CAMARON BLANCO (LITOPENAEUS VANNAMEI)","Litopenaeus Vannamei","DE CULTIVO","ENT","FCO",NA,NA,"litopenaeus vannamei","litopenaeus","Penaeidae","CAMARON","CAMARON","Shrimps, prawns",50000,50000,50000,3750000,NA,"likely aquaculture","medium; no data from original report but flags suggest most likely aquaculture","sector details were not reported","marine: aquaculture","yes","include","region_8","Sinaloan_Coast"
2020,8,"NAYARIT","TEPIC",NA,"TILAPIA DE CULTIVO  DESV. FCA.","TILAPIA",NA,"DE CULTIVO","DESV","FCA",NA,NA,"oreochromis amphimelas","oreochromis","Cichlidae","MOJARRA","MOJARRA","Freshwater fishes",1700,1870,1870,51000,NA,"likely aquaculture","medium; no data from original report but flags suggest most likely aquaculture","sector details were not reported","freshwater: aquaculture","yes","include","region_9","Nayarit_Jalisco"
2020,3,"NAYARIT","PENITA JALTEMBA","BAJO LOS PERROS","ROBALO DESV. FCO.","ROBALO",NA,"DESV","FCO",NA,NA,NA,"centropomus armatus","centropomus","Centropomidae","ROBALO","ROBALO","Demersal marine fishes",85,93.5,93.5,7650,"NO","not aquaculture","high; aquaculture flags agree with original report","small-scale fisheries","marine: small-scale capture","yes","include","region_9","Nayarit_Jalisco"
2020,10,"NAYARIT","TECUALA","CUACOYOTL, EL","CHIHUIL ENT. FCO.","CHIHUIL",NA,"ENT","FCO",NA,NA,NA,"nei","nei","Ariidae","BANDERA","BANDERA","Demersal marine fishes",100,100,100,1200,"NO","not aquaculture","high; aquaculture flags agree with original report","small-scale fisheries","marine: small-scale capture","yes","include","region_9","Nayarit_Jalisco"
2020,8,"NAYARIT","TECUALA","PLAYA NOVILLERO","PAMPANO DESV. FCO.","PAMPANO",NA,"DESV","FCO",NA,NA,NA,"trachinotus rhodopus","trachinotus","Carangidae","PAMPANO","PAMPANO","Pelagic marine fish (excl. anchovy & sardine)",50,55,55,1500,"NO","not aquaculture","high; aquaculture flags agree with original report","small-scale fisheries","marine: small-scale capture","yes","include","region_9","Nayarit_Jalisco"
2020,6,"SONORA","GUAYMAS","GUAYMAS","SARDINA MONTERREY IND.(SARDINOPS SAGAX)","SARDINA MONTERREY (SARDINOPS SAGAX)","Sardinops Sagax","IND",NA,NA,NA,NA,"sardinops sagax","sardinops","Clupeidae","SARDINA","SARDINA","Anchovy & Sardine (small pelagics)",170630,197930.8,197930.8,341260,NA,"unlikely aquaculture","high; no data from original report and flags suggest probably not aquaculture","large-scale fisheries","marine: large-scale capture","yes","include","region_7","Eastern_Central_Gulf"
2020,6,"SINALOA","LA REFORMA","LA REFORMA","BERRUGATA DESV. FCA.","BERRUGATA",NA,"DESV","FCA",NA,NA,NA,"micropogonias ectenes","micropogonias","Sciaenidae","BERRUGATA","BERRUGATA","Demersal marine fishes",800,880,880,24000,"NO","not aquaculture","high; aquaculture flags agree with original report","small-scale fisheries","marine: small-scale capture","yes","include","region_8","Sinaloan_Coast"
2020,11,"SINALOA","MAZATLAN","ISLA LA PIEDRA","LISA MACHO ENT. FCA.","LISA MACHO",NA,"ENT","FCA",NA,NA,NA,"mugil cephalus","mugil","Mugilidae","LISA","LISA","Demersal marine fishes",100,100,100,1500,NA,"unlikely aquaculture","medium; no data from original report and flags do not suggest aquaculture","small-scale fisheries","marine: small-scale capture","yes","include","region_8","Sinaloan_Coast"
2020,1,"BAJA CALIFORNIA","BAHIA LOS ANGELES","BAHIA LOS ANGELES","PULPO DESV. FCO.","PULPO",NA,"DESV","FCO",NA,NA,NA,"nei","nei","Octopodidae","PULPO","PULPO","Cephalopods",320,352,352,48000,"NO","not aquaculture","high; aquaculture flags agree with original report","small-scale fisheries","marine: small-scale capture","yes","include","region_2","Western_Midriff_Islands"
2020,5,"NAYARIT","SAN BLAS","LA NUEVA ""U""","COCONACO DESV. FCO.","COCONACO",NA,"DESV","FCO",NA,NA,NA,"hoplopagrus guentherii","hoplopagrus","Lutjanidae","PARGO","PARGO","Demersal marine fishes",100,110,110,2000,"NO","not aquaculture","high; aquaculture flags agree with original report","small-scale fisheries","marine: small-scale capture","yes","include","region_9","Nayarit_Jalisco"
2020,8,"SINALOA","GUASAVE","ESTERO LA BOCANITA","RONCACHO DESV. FCO.","RONCACHO",NA,"DESV","FCO",NA,NA,NA,"haemulopsis leuciscus","haemulopsis","Haemulidae","RONCO","RONCO","Demersal marine fishes",330,363,363,4950,"NO","not aquaculture","high; aquaculture flags agree with original report","small-scale fisheries","marine: small-scale capture","yes","include","region_8","Sinaloan_Coast"
2020,1,"NAYARIT","CRUZ HUANACAXTLE","JARRETADERAS","TORO DESV. FCO. (CARCHARHINUS LEUCAS)","TORO (CARCHARHINUS LEUCAS)","Carcharhinus Leucas","DESV","FCO",NA,NA,NA,"carcharhinus leucas","carcharhinus","Carcharhinidae","TIBURON","TIBURON","Sharks",80,88,88,1200,"NO","not aquaculture","high; aquaculture flags agree with original report","small-scale fisheries","marine: small-scale capture","yes","include","region_9","Nayarit_Jalisco"
2020,12,"SINALOA","NAVOLATO","DAUTILLOS","PARGO DESV. FCO.","PARGO",NA,"DESV","FCO",NA,NA,NA,"lutjanus adetii","lutjanus","Lutjanidae","PARGO","GUACHINANGO","Demersal marine fishes",500,550,550,30000,"NO","not aquaculture","high; aquaculture flags agree with original report","small-scale fisheries","marine: small-scale capture","yes","include","region_8","Sinaloan_Coast"
2020,3,"BAJA CALIFORNIA SUR","SANTA ROSALIA","SANTA ROSALIA","LENGUADO ENT. FCO.","LENGUADO",NA,"ENT","FCO",NA,NA,NA,"nei","nei","Paralichthyidae","LENGUADO","LENGUADO","Demersal marine fishes",110,110,110,6600,"NO","not aquaculture","high; aquaculture flags agree with original report","small-scale fisheries","marine: small-scale capture","yes","include","region_3","Baja_California_Sur_North"
2020,6,"SINALOA","LOS MOCHIS",NA,"OSTION JAPONES DE CULTIVO  ENT. FCO.","OSTION JAPONES",NA,"DE CULTIVO","ENT","FCO",NA,NA,"crassostrea gigas","crassostrea","Ostreidae","OSTION","OSTION","Molluscs excl. Cephalopods",800,800,800,1600,NA,"likely aquaculture","medium; no data from original report but flags suggest most likely aquaculture","sector details were not reported","marine: aquaculture","yes","include","region_8","Sinaloan_Coast"
2020,4,"BAJA CALIFORNIA SUR","SANTA ROSALIA","SANTA ROSALIA","CAZON ENT. FCO. (RHIZOPRIONODON LONGURIO)","CAZON (RHIZOPRIONODON LONGURIO)","Rhizoprionodon Longurio","ENT","FCO",NA,NA,NA,"rhizoprionodon longurio","rhizoprionodon","NEI","CAZON","CAZON","Sharks",415,415,415,8300,"NO","not aquaculture","high; aquaculture flags agree with original report","small-scale fisheries","marine: small-scale capture","yes","include","region_3","Baja_California_Sur_North"
2020,3,"SINALOA","GUASAVE","GUSTAVO DIAZ ORDAZ","BAGRE DESV. FCO.","BAGRE",NA,"DESV","FCO",NA,NA,NA,"nei","nei","Ictaluridae","BAGRE","BAGRE","Marine or freshwater fishes NEI",3,3.3,3.3,90,"NO","not aquaculture","high; aquaculture flags agree with original report","small-scale fisheries","freshwater or marine: small-scale capture","yes","include","region_8","Sinaloan_Coast"
2020,1,"SINALOA","LOS MOCHIS","CAMPO EL COLORADO","CAMARON AZUL ENT. FCO.","CAMARON AZUL",NA,"ENT","FCO",NA,NA,NA,"penaeus stylirostris","penaeus","Penaeidae","CAMARON","CAMARON","Shrimps, prawns",700,700,700,31500,"NO","possibly aquaculture","low; flags suggest possibly aquaculture but original report says no","small-scale fisheries","marine: small-scale capture","yes","include","region_8","Sinaloan_Coast"
2020,7,"SINALOA","MAZATLAN","ISLA LA PIEDRA","PALOMETA ENT. FCA.","PALOMETA",NA,"ENT","FCA",NA,NA,NA,"trachinotus africanus","trachinotus","Carangidae","PAMPANO","PAMPANO","Pelagic marine fish (excl. anchovy & sardine)",58,58,58,464,"NO","not aquaculture","high; aquaculture flags agree with original report","small-scale fisheries","marine: small-scale capture","yes","include","region_8","Sinaloan_Coast"
2020,12,"SINALOA","ESCUINAPA","PUNTA GRANO","BURRO ENT. FCO.","BURRO",NA,"ENT","FCO",NA,NA,NA,"haemulon maculicauda","haemulon","Haemulidae","OTRAS","OTRAS","Demersal marine fishes",100,100,100,2000,"NO","not aquaculture","high; aquaculture flags agree with original report","small-scale fisheries","marine: small-scale capture","yes","include","region_8","Sinaloan_Coast"
2020,3,"SONORA","PUERTO PENASCO","PUERTO PENASCO","CAMARON CAFE DESC. FCO.","CAMARON CAFE",NA,"DESC","FCO",NA,NA,NA,"penaeus californiensis","penaeus","Penaeidae","CAMARON","CAMARON","Shrimps, prawns",1100,1760,1760,165000,NA,"possibly aquaculture","low; no data from original report but flags suggest possibly aquaculture","large-scale fisheries","marine: large-scale capture","yes","include","region_5","Eastern_Upper_Gulf"
2020,3,"SONORA","GOLFO SANTA CLARA","GOLFO SANTA CLARA","CORVINA GOLFINA DESV. FCA.","CORVINA GOLFINA",NA,"DESV","FCA",NA,NA,NA,"nei","nei","Sciaenidae","CORVINA","CORVINA","Demersal marine fishes",2400,2640,2640,31200,"NO","not aquaculture","high; aquaculture flags agree with original report","small-scale fisheries","marine: small-scale capture","yes","include","region_5","Eastern_Upper_Gulf"
