"rgn_id","year","pressure"
"Region_1",2025,0.46
"Region_2",2025,0.46
"Region_3",2025,0.46
"Region_4",2025,0.69
"Region_5",2025,0.46
"Region_6",2025,0
"Region_7",2025,0.46
"Region_8",2025,0.46
