"year","estimated_genus_name","Major_Functional_Group","total_biomass_kg","total_revenue"
2005,"Callinectes","Crustaceans",443,5316
2005,"Caranx","Pelagic marine fish (excl. anchovy & sardine)",58211.2,4317484
2005,"Carcharhinus","Sharks",117991.25,697084
2005,"Caulolatilus","Demersal marine fishes",304945.6,2010499
2005,"Centropomus","Demersal marine fishes",542850.06,11883770
2005,"Cetengraulis","Anchovy & Sardine (small pelagics)",47260735.24,37580780
2005,"Chanos","Diadromous fishes",9420.6,60433
2005,"Coryphaena","Pelagic marine fish (excl. anchovy & sardine)",116415.35,1521137
2005,"Cynoscion","Demersal marine fishes",1345476.2,17338150
2005,"Diapterus","Demersal marine fishes",17302,143404
2005,"Diplectrum","Demersal marine fishes",18066.05,409153
2005,"Dosidicus","Cephalopods",28701146.35,60449575
2005,"Dosinia","Molluscs excl. Cephalopods",912716,3895736
2005,"Epinephelus","Demersal marine fishes",16081.1,383665
2005,"Especies","Echinoderms",7930,106755
2005,"Etrumeus","Anchovy & Sardine (small pelagics)",6829665.88,12955902
2005,"Eucinostomus","Demersal marine fishes",67352,617038
2005,"Eugerres","Demersal marine fishes",42135,438373
2005,"Euthynnus","Pelagic marine fish (excl. anchovy & sardine)",374502,1478519
2005,"Farfantepenaeus","Shrimps, prawns",23781.4,1188225
2005,"Galeocerdo","Sharks",330.9,1730
2005,"Gelidium","Marine algae",1010214,1215123
2005,"Gerres","Demersal marine fishes",160037.5,850624
2005,"Ginglymostoma","Sharks",4360.9,16247
2005,"Haemulon","Demersal marine fishes",343679.7,2197628
2005,"Haemulopsis","Demersal marine fishes",119409.3,571169
2005,"Haliotis","Molluscs excl. Cephalopods",42210.02,4215151
2005,"Hexaplex","Molluscs excl. Cephalopods",5000,55000
2005,"Hoplopagrus","Demersal marine fishes",64877.3,1157074
2005,"Hypanus","Demersal marine fishes",1394862.2,8976300
2005,"Hyporthodus","Demersal marine fishes",289154.95,7387839
2005,"Istiophorus","Pelagic marine fish (excl. anchovy & sardine)",26270.5,149150
2005,"Isurus","Sharks",616.25,7888
2005,"Katsuwonus","Pelagic marine fish (excl. anchovy & sardine)",23265826.6,121680813
2005,"Lamna","Demersal marine fishes",25,675
2005,"Lamna","Sharks",2204.5,36716
2005,"Larimus","Demersal marine fishes",1506,30616
2005,"Litopenaeus","Shrimps, prawns",56311.2,4028230
2005,"Lobatus","Molluscs excl. Cephalopods",3380,19160
2005,"Lutjanus","Demersal marine fishes",2839644.55,64191258
2005,"Megapitaria","Molluscs excl. Cephalopods",547041,2725984
2005,"Megastraea","Molluscs excl. Cephalopods",68286,336236
2005,"Menticirrhus","Demersal marine fishes",41516.9,329656
2005,"Merluccius","Demersal marine fishes",1547778.1,11602216
2005,"Mesocentrotus","Echinoderms",67442,1178384
2005,"Microlepidotus","Demersal marine fishes",265261.2,105689
2005,"Micropogonias","Demersal marine fishes",3235747.4,19332610
2005,"Mobula","Demersal marine fishes",1165986.85,15080369
2005,"Mugil","Demersal marine fishes",2112287.7,11531291
2005,"Mustelus","Sharks",149156.25,1832423
2005,"Mycteroperca","Demersal marine fishes",412226.5,8014378
2005,"Nematistius","Demersal marine fishes",35,70
2005,"Nicholsina","Demersal marine fishes",1326.8,16292
2005,"Opisthonema","Anchovy & Sardine (small pelagics)",164187880.16,799544692
2005,"Orthopristis","Demersal marine fishes",16266,77957
2005,"Panopea","Molluscs excl. Cephalopods",1633.44,81672
2005,"Panulirus","Crustaceans",225683,20557462
2005,"Paralabrax","Demersal marine fishes",594004.1,4770559
2005,"Paranthias","Demersal marine fishes",930,16020
2005,"Parapsettus","Demersal marine fishes",18677,93385
2005,"Penaeus","Shrimps, prawns",10572079.4,627586898
2005,"Prionace","Sharks",15624.25,100290
2005,"Pseudobatos","Demersal marine fishes",1029989.75,11037415
2005,"Pseudupeneus","Demersal marine fishes",20948,515964
2005,"Rimapenaeus","Shrimps, prawns",223482,2759111
2005,"Sarda","Pelagic marine fish (excl. anchovy & sardine)",7052,56881
2005,"Sardinops","Anchovy & Sardine (small pelagics)",133232426.4,127451641
2005,"Scomber","Pelagic marine fish (excl. anchovy & sardine)",32226510.76,29585171
2005,"Scomberomorus","Pelagic marine fish (excl. anchovy & sardine)",5052004.83,46998757
2005,"Scorpaena","Demersal marine fishes",19343.6,135317
2005,"Selene","Pelagic marine fish (excl. anchovy & sardine)",158271,776210
2005,"Seriola","Pelagic marine fish (excl. anchovy & sardine)",496803.6,4977995
2005,"Sicyonia","Shrimps, prawns",112986.2,2154906
2005,"Sphoeroides","Demersal marine fishes",542301.4,12254412
2005,"Sphyrna","Sharks",19912.2,71802
2005,"Squatina","Sharks",587175.5,6226713
2005,"Stereolepis","Demersal marine fishes",573.1,6672
2005,"Strongylocentrotus","Echinoderms",11513,57565
2005,"Synodus","Demersal marine fishes",19744,82409
2005,"Thunnus","Pelagic marine fish (excl. anchovy & sardine)",65333583.1,425634864
2005,"Trachinotus","Pelagic marine fish (excl. anchovy & sardine)",948252.2,810963
2005,"Xiphias","Pelagic marine fish (excl. anchovy & sardine)",14101.75,171372
2006,"Ablennes","Pelagic marine fish (excl. anchovy & sardine)",167.65,1709
2006,"Acanthurus","Demersal marine fishes",2638,41931
2006,"Aetobatus","Demersal marine fishes",2571,18710
2006,"Anisotremus","Demersal marine fishes",31640.1,329145
2006,"Anoplopoma","Demersal marine fishes",473.2,10906
2006,"Argopecten","Molluscs excl. Cephalopods",79214.39,242140.85
2006,"Ariopsis","Demersal marine fishes",3738,45702
2006,"Balistes","Demersal marine fishes",1193580.25,9961342
2006,"Brotula","Demersal marine fishes",1715717,21984860
2006,"Calamus","Demersal marine fishes",19608,94786
2006,"Caranx","Pelagic marine fish (excl. anchovy & sardine)",74643.3,4310339
2006,"Carcharhinus","Sharks",140107,868517.5
2006,"Caulolatilus","Demersal marine fishes",697697.9,3328821
2006,"Centropomus","Demersal marine fishes",521757.05,10681161.9
2006,"Cetengraulis","Anchovy & Sardine (small pelagics)",128703969.68,223928626
2006,"Chanos","Diadromous fishes",31600.4,124862
2006,"Coryphaena","Pelagic marine fish (excl. anchovy & sardine)",120898.2,1838077
2006,"Cynoscion","Demersal marine fishes",1516134.97,19453457.9
2006,"Diapterus","Demersal marine fishes",315,2508
2006,"Diplectrum","Demersal marine fishes",31273.7,670965
2006,"Dosidicus","Cephalopods",26357229.35,39370826.5
2006,"Dosinia","Molluscs excl. Cephalopods",583535,1908670
2006,"Epinephelus","Demersal marine fishes",12371.6,318402
2006,"Especies","Echinoderms",16364,211825
2006,"Etrumeus","Anchovy & Sardine (small pelagics)",6638635.92,92775767
2006,"Eucinostomus","Demersal marine fishes",65661,521407
2006,"Eugerres","Demersal marine fishes",16608,148296
2006,"Euthynnus","Pelagic marine fish (excl. anchovy & sardine)",1160537,5667211
2006,"Farfantepenaeus","Shrimps, prawns",14371.4,485730
2006,"Galeocerdo","Sharks",22.5,75
2006,"Gelidium","Marine algae",356730,410366
2006,"Gerres","Demersal marine fishes",103918.9,640389
2006,"Ginglymostoma","Sharks",1730.1,7369
2006,"Haemulon","Demersal marine fishes",348465.7,2275048
2006,"Haemulopsis","Demersal marine fishes",95207.8,622652.5
2006,"Haliotis","Molluscs excl. Cephalopods",545.32,56225
2006,"Hoplopagrus","Demersal marine fishes",64582.1,1216955
2006,"Hypanus","Demersal marine fishes",802698.1,6875569.5
2006,"Hyporthodus","Demersal marine fishes",329507.8,7546035
2006,"Istiophorus","Pelagic marine fish (excl. anchovy & sardine)",19468,119163
2006,"Isurus","Sharks",2536.25,20290
2006,"Katsuwonus","Pelagic marine fish (excl. anchovy & sardine)",14259733,75811107
2006,"Lamna","Sharks",1868.2,33485
2006,"Litopenaeus","Shrimps, prawns",71101.6,4186610
2006,"Lobatus","Molluscs excl. Cephalopods",212,3295
2006,"Lutjanus","Demersal marine fishes",2799731.15,70188386.5
2006,"Megapitaria","Molluscs excl. Cephalopods",604381,2815092
2006,"Megastraea","Molluscs excl. Cephalopods",116742,282126
2006,"Menticirrhus","Demersal marine fishes",25740.4,174283
2006,"Merluccius","Demersal marine fishes",1886785.5,11918724
2006,"Mesocentrotus","Echinoderms",4207,95485
2006,"Microlepidotus","Demersal marine fishes",96718,139058
2006,"Micropogonias","Demersal marine fishes",2581209.9,17201990.49
2006,"Mobula","Demersal marine fishes",800477.65,5350766
2006,"Mugil","Demersal marine fishes",2269763,12785422
2006,"Mustelus","Sharks",31392.5,277992
2006,"Mycteroperca","Demersal marine fishes",344973.05,7079371
2006,"Nematistius","Demersal marine fishes",123,1692
2006,"Nicholsina","Demersal marine fishes",415,6670
2006,"Oligoplites","Pelagic marine fish (excl. anchovy & sardine)",50,300
2006,"Opisthonema","Anchovy & Sardine (small pelagics)",145811011.68,634368171
2006,"Orthopristis","Demersal marine fishes",22996,142144
2006,"Panulirus","Crustaceans",149144.5,11024502
2006,"Paralabrax","Demersal marine fishes",481420.4,3807606
2006,"Paranthias","Demersal marine fishes",770,13140
2006,"Parapsettus","Demersal marine fishes",9732,50160
2006,"Penaeus","Shrimps, prawns",13160290.256,692401317.4
2006,"Prionace","Sharks",36507.45,302801
2006,"Pseudobatos","Demersal marine fishes",906098.7,10086680.5
2006,"Pseudupeneus","Demersal marine fishes",611,17985
2006,"Rimapenaeus","Shrimps, prawns",66733.2,925900
2006,"Sarda","Pelagic marine fish (excl. anchovy & sardine)",2100202.75,10623306
2006,"Sardinops","Anchovy & Sardine (small pelagics)",167182081.44,232931212
2006,"Scomber","Pelagic marine fish (excl. anchovy & sardine)",13719551.88,314688099
2006,"Scomberomorus","Pelagic marine fish (excl. anchovy & sardine)",4660287.77,42673291.18
2006,"Scorpaena","Demersal marine fishes",15617,110043
2006,"Selene","Pelagic marine fish (excl. anchovy & sardine)",289020.2,1272434
2006,"Seriola","Pelagic marine fish (excl. anchovy & sardine)",466264,4668815
2006,"Sicyonia","Shrimps, prawns",164721.4,1925731
2006,"Sphoeroides","Demersal marine fishes",263808,5548322
2006,"Sphyraena","Pelagic marine fish (excl. anchovy & sardine)",88,880
2006,"Sphyrna","Sharks",1377.75,8920
2006,"Squatina","Sharks",455775.95,5265511.5
2006,"Stereolepis","Demersal marine fishes",2073.9,11148
2006,"Strongylocentrotus","Echinoderms",1560,14040
2006,"Synodus","Demersal marine fishes",24466,159941
2006,"Thunnus","Pelagic marine fish (excl. anchovy & sardine)",46834600.3,290016885
2006,"Trachinotus","Pelagic marine fish (excl. anchovy & sardine)",122675.3,771114
2006,"Xiphias","Pelagic marine fish (excl. anchovy & sardine)",135875.5,3642672
2007,"Ablennes","Pelagic marine fish (excl. anchovy & sardine)",912.2,10350
2007,"Acanthurus","Demersal marine fishes",3311,67204
2007,"Aetobatus","Demersal marine fishes",19883,94580
2007,"Alopias","Sharks",6567,58422
2007,"Anisotremus","Demersal marine fishes",35529.3,487274
2007,"Anoplopoma","Demersal marine fishes",1400.5,43350
2007,"Argopecten","Molluscs excl. Cephalopods",23730,89130
2007,"Ariopsis","Demersal marine fishes",3061,43544
2007,"Balistes","Demersal marine fishes",1459820.85,15564180
2007,"Brotula","Demersal marine fishes",357262.1,4616968.5
2007,"Calamus","Demersal marine fishes",19220,108830
2007,"Caranx","Pelagic marine fish (excl. anchovy & sardine)",59347.5,2888389
2007,"Carcharhinus","Sharks",163828.35,1304875
2007,"Caulolatilus","Demersal marine fishes",591143.6,3854659
2007,"Centropomus","Demersal marine fishes",609043.4,14544658
2007,"Cetengraulis","Anchovy & Sardine (small pelagics)",23887170.08,17376488
2007,"Chanos","Diadromous fishes",289064,1023732.5
2007,"Coryphaena","Pelagic marine fish (excl. anchovy & sardine)",188531.6,2960956
2007,"Cynoscion","Demersal marine fishes",5146801.2,54729548.71
2007,"Diapterus","Demersal marine fishes",1439,12745
2007,"Diplectrum","Demersal marine fishes",13251.7,306221.5
2007,"Dosidicus","Cephalopods",26147497.15,41772576.8
2007,"Dosinia","Molluscs excl. Cephalopods",1072943,3779777
2007,"Epinephelus","Demersal marine fishes",12797.25,331605
2007,"Especies","Echinoderms",4476,67990
2007,"Etrumeus","Anchovy & Sardine (small pelagics)",3544261.68,2876898
2007,"Eucinostomus","Demersal marine fishes",77807,563881
2007,"Eugerres","Demersal marine fishes",10549,98344
2007,"Euthynnus","Pelagic marine fish (excl. anchovy & sardine)",1061638,5376677
2007,"Farfantepenaeus","Shrimps, prawns",42457.4,1608080
2007,"Galeocerdo","Sharks",1306.7,7785
2007,"Gelidium","Marine algae",267265,356150
2007,"Gerres","Demersal marine fishes",144073.9,884439
2007,"Ginglymostoma","Sharks",7285.5,30234.5
2007,"Haemulon","Demersal marine fishes",419788.5,2695923
2007,"Haemulopsis","Demersal marine fishes",157083.7,878054.5
2007,"Haliotis","Molluscs excl. Cephalopods",50929.32,5531868
2007,"Hoplopagrus","Demersal marine fishes",85301.7,1781918
2007,"Hypanus","Demersal marine fishes",809487.9,6842281
2007,"Hyporthodus","Demersal marine fishes",386730.4,8845270.5
2007,"Istiophorus","Pelagic marine fish (excl. anchovy & sardine)",26360.2,193158
2007,"Isurus","Sharks",5160.85,33478
2007,"Katsuwonus","Pelagic marine fish (excl. anchovy & sardine)",17636828.1,95607809
2007,"Lamna","Sharks",965.9,19611
2007,"Litopenaeus","Shrimps, prawns",50130.4,3277148
2007,"Lobatus","Molluscs excl. Cephalopods",3646,21434
2007,"Lutjanus","Demersal marine fishes",2620883.35,67596930.14
2007,"Megapitaria","Molluscs excl. Cephalopods",457838,2028616
2007,"Megastraea","Molluscs excl. Cephalopods",156632,339640
2007,"Menticirrhus","Demersal marine fishes",45447.5,214869
2007,"Merluccius","Demersal marine fishes",1050430.2,8605374
2007,"Mesocentrotus","Echinoderms",8326,129334
2007,"Microlepidotus","Demersal marine fishes",701203,725580
2007,"Micropogonias","Demersal marine fishes",2598980.4,15201795.26
2007,"Mobula","Demersal marine fishes",1254405.4,12323114.5
2007,"Mugil","Demersal marine fishes",1363720,8916939.84
2007,"Mustelus","Sharks",12131.15,169157
2007,"Mycteroperca","Demersal marine fishes",439438.1,8711538
2007,"Nasolamia","Sharks",775.25,13050
2007,"Nematistius","Demersal marine fishes",650,3751
2007,"Nicholsina","Demersal marine fishes",236.5,3240
2007,"Oligoplites","Pelagic marine fish (excl. anchovy & sardine)",463,1795
2007,"Opisthonema","Anchovy & Sardine (small pelagics)",192327522.08,827091400
2007,"Orthopristis","Demersal marine fishes",29559,177651.5
2007,"Panulirus","Crustaceans",145990,13784068
2007,"Paralabrax","Demersal marine fishes",706184.3,5317989.5
2007,"Parapsettus","Demersal marine fishes",841,4439
2007,"Penaeus","Shrimps, prawns",11383682.21,609853341.678
2007,"Prionace","Sharks",387184.75,3504254
2007,"Pseudobatos","Demersal marine fishes",1009384.85,15674679
2007,"Pseudupeneus","Demersal marine fishes",1832,53393
2007,"Rimapenaeus","Shrimps, prawns",502968.8,16837163
2007,"Sarda","Pelagic marine fish (excl. anchovy & sardine)",9562481,45900328
2007,"Sardinops","Anchovy & Sardine (small pelagics)",289653585.72,281600799
2007,"Scomber","Pelagic marine fish (excl. anchovy & sardine)",7614943.2,10423469
2007,"Scomberomorus","Pelagic marine fish (excl. anchovy & sardine)",5010155.68,57057116.64
2007,"Scorpaena","Demersal marine fishes",24171.7,160741.5
2007,"Selene","Pelagic marine fish (excl. anchovy & sardine)",374432.9,1616745
2007,"Seriola","Pelagic marine fish (excl. anchovy & sardine)",432412.8,4688338.5
2007,"Sicyonia","Shrimps, prawns",28101.2,1289404
2007,"Sphoeroides","Demersal marine fishes",350533.375,7175322.5
2007,"Sphyrna","Sharks",43663.45,392881
2007,"Squatina","Sharks",1727954.6,26682724
2007,"Stereolepis","Demersal marine fishes",334.6,7765
2007,"Strongylocentrotus","Echinoderms",150,1050
2007,"Synodus","Demersal marine fishes",18013,97220
2007,"Thunnus","Pelagic marine fish (excl. anchovy & sardine)",48052976.4,3776962545
2007,"Trachinotus","Pelagic marine fish (excl. anchovy & sardine)",144015.4,1000550
2007,"Xiphias","Pelagic marine fish (excl. anchovy & sardine)",143006,2807295
2008,"Ablennes","Pelagic marine fish (excl. anchovy & sardine)",736.25,10718
2008,"Acanthurus","Demersal marine fishes",1731,38503
2008,"Aetobatus","Demersal marine fishes",7152.9,30555
2008,"Alopias","Sharks",3589,30942
2008,"Anisotremus","Demersal marine fishes",96248.8,961753
2008,"Anoplopoma","Demersal marine fishes",4936.8,87314
2008,"Argopecten","Molluscs excl. Cephalopods",71720,327320
2008,"Ariopsis","Demersal marine fishes",10462,92191
2008,"Balistes","Demersal marine fishes",1124303.9,11567418
2008,"Brotula","Demersal marine fishes",915054.2,12828775
2008,"Calamus","Demersal marine fishes",16557,98755
2008,"Caranx","Pelagic marine fish (excl. anchovy & sardine)",67103.7,4203856
2008,"Carcharhinus","Sharks",256613.7,1721265
2008,"Caulolatilus","Demersal marine fishes",847154.8,5465659
2008,"Centropomus","Demersal marine fishes",640988.44,14807151
2008,"Cetengraulis","Anchovy & Sardine (small pelagics)",31977699.12,22066707
2008,"Chanos","Diadromous fishes",52404,234602
2008,"Coryphaena","Pelagic marine fish (excl. anchovy & sardine)",169735.55,2467568
2008,"Cynoscion","Demersal marine fishes",5576008.25,53137722
2008,"Diapterus","Demersal marine fishes",9699,70285
2008,"Diplectrum","Demersal marine fishes",20460.5,474158
2008,"Dosidicus","Cephalopods",47596611.75,71773807
2008,"Dosinia","Molluscs excl. Cephalopods",1584959,9978688
2008,"Epinephelus","Demersal marine fishes",11636,306766
2008,"Especies","Echinoderms",24091,240910
2008,"Etrumeus","Anchovy & Sardine (small pelagics)",958452.32,826252
2008,"Eucinostomus","Demersal marine fishes",120799,987051
2008,"Eugerres","Demersal marine fishes",26686,118787
2008,"Euthynnus","Pelagic marine fish (excl. anchovy & sardine)",3262913,20170264
2008,"Farfantepenaeus","Shrimps, prawns",32230.6,1061730
2008,"Galeocerdo","Sharks",410,1540
2008,"Gelidium","Marine algae",174748,225184
2008,"Gerres","Demersal marine fishes",122382.9,833668
2008,"Ginglymostoma","Sharks",3339.6,14209
2008,"Haemulon","Demersal marine fishes",529073.4,3187413
2008,"Haemulopsis","Demersal marine fishes",112540.4,765394
2008,"Haliotis","Molluscs excl. Cephalopods",17922.24,1641130
2008,"Hoplopagrus","Demersal marine fishes",81553.6,1677471
2008,"Hypanus","Demersal marine fishes",832998,8325472
2008,"Hyporthodus","Demersal marine fishes",451720.3,11223514
2008,"Istiophorus","Pelagic marine fish (excl. anchovy & sardine)",30910.25,183408
2008,"Katsuwonus","Pelagic marine fish (excl. anchovy & sardine)",18128612,157017778
2008,"Lamna","Sharks",485.7,10663
2008,"Litopenaeus","Shrimps, prawns",84809.4,4307426
2008,"Lobatus","Molluscs excl. Cephalopods",11969,101252
2008,"Lutjanus","Demersal marine fishes",2410346.15,67097596
2008,"Megapitaria","Molluscs excl. Cephalopods",296753,1092779
2008,"Megastraea","Molluscs excl. Cephalopods",51982,111390
2008,"Menticirrhus","Demersal marine fishes",37702.4,183806
2008,"Merluccius","Demersal marine fishes",1552220.4,11385280
2008,"Mesocentrotus","Echinoderms",11027,66162
2008,"Microlepidotus","Demersal marine fishes",14320,60077
2008,"Micropogonias","Demersal marine fishes",3367772.3,18020285
2008,"Mobula","Demersal marine fishes",853931.4,6910051
2008,"Mugil","Demersal marine fishes",1761735.7,11418735
2008,"Mustelus","Sharks",16848.2,223652
2008,"Mycteroperca","Demersal marine fishes",515664.8,10192245
2008,"Nematistius","Demersal marine fishes",386.3,3228
2008,"Nicholsina","Demersal marine fishes",1606,14006
2008,"Oligoplites","Pelagic marine fish (excl. anchovy & sardine)",270,1320
2008,"Opisthonema","Anchovy & Sardine (small pelagics)",103503767.76,80914886
2008,"Orthopristis","Demersal marine fishes",14832,93770
2008,"Panulirus","Crustaceans",143567,16994684
2008,"Paralabrax","Demersal marine fishes",498223.1,4387323
2008,"Parapsettus","Demersal marine fishes",5150,61469
2008,"Penaeus","Shrimps, prawns",18407091.2,1017010072
2008,"Prionace","Sharks",938859,8075651
2008,"Pseudobatos","Demersal marine fishes",833083.3,8678343
2008,"Pseudupeneus","Demersal marine fishes",3509,60240
2008,"Rimapenaeus","Shrimps, prawns",153278,1814690
2008,"Sarda","Pelagic marine fish (excl. anchovy & sardine)",4574835.6,38985326
2008,"Sardinops","Anchovy & Sardine (small pelagics)",525775702.56,410513216
2008,"Scomber","Pelagic marine fish (excl. anchovy & sardine)",6469103.12,8305479
2008,"Scomberomorus","Pelagic marine fish (excl. anchovy & sardine)",5498051.5,62677325
2008,"Scorpaena","Demersal marine fishes",18311.6,109816
2008,"Selene","Pelagic marine fish (excl. anchovy & sardine)",418822,1829941
2008,"Seriola","Pelagic marine fish (excl. anchovy & sardine)",596403.9,6181799
2008,"Sicyonia","Shrimps, prawns",597342,7417685
2008,"Sphoeroides","Demersal marine fishes",310835.4,7449801
2008,"Sphyraena","Pelagic marine fish (excl. anchovy & sardine)",1033,10372
2008,"Sphyrna","Sharks",70051.45,574563
2008,"Squatina","Sharks",582670.95,6620622
2008,"Stereolepis","Demersal marine fishes",134,1614
2008,"Synodus","Demersal marine fishes",38382,165216
2008,"Thunnus","Pelagic marine fish (excl. anchovy & sardine)",58745197.5,561068375
2008,"Trachinotus","Pelagic marine fish (excl. anchovy & sardine)",134911.5,1155494
2008,"Trichiurus","Pelagic marine fish (excl. anchovy & sardine)",6235,273025
2008,"Xiphias","Pelagic marine fish (excl. anchovy & sardine)",108795.25,2094269
2009,"Ablennes","Pelagic marine fish (excl. anchovy & sardine)",2424.2,22954
2009,"Acanthurus","Demersal marine fishes",17918,321797
2009,"Aetobatus","Demersal marine fishes",8580.3,51804
2009,"Alopias","Sharks",29935,207439
2009,"Anisotremus","Demersal marine fishes",94976.9,921028
2009,"Anoplopoma","Demersal marine fishes",139,2685
2009,"Argopecten","Molluscs excl. Cephalopods",807760,2936900
2009,"Ariopsis","Demersal marine fishes",11812,41455
2009,"Balistes","Demersal marine fishes",1195550.6,11968108
2009,"Brotula","Demersal marine fishes",463487,7400725
2009,"Calamus","Demersal marine fishes",17545,168511
2009,"Caranx","Pelagic marine fish (excl. anchovy & sardine)",70143.4,3362301
2009,"Carcharhinus","Sharks",265261.1,1902958
2009,"Caulolatilus","Demersal marine fishes",557114.4,4236339
2009,"Centropomus","Demersal marine fishes",726310.1,18649190
2009,"Cetengraulis","Anchovy & Sardine (small pelagics)",15405603.88,9181047
2009,"Chanos","Diadromous fishes",56404.2,282078
2009,"Coryphaena","Pelagic marine fish (excl. anchovy & sardine)",228473.05,3347907
2009,"Cynoscion","Demersal marine fishes",6197342.5,67908858
2009,"Diapterus","Demersal marine fishes",24330,214700
2009,"Diplectrum","Demersal marine fishes",13392.75,308017
2009,"Dosidicus","Cephalopods",40648110.9,61189445
2009,"Dosinia","Molluscs excl. Cephalopods",2008255,18509079
2009,"Epinephelus","Demersal marine fishes",25206.5,701082
2009,"Especies","Echinoderms",25879,1037184
2009,"Etrumeus","Anchovy & Sardine (small pelagics)",512865,442125
2009,"Eucinostomus","Demersal marine fishes",231158,2019361
2009,"Eugerres","Demersal marine fishes",19731,93736
2009,"Euthynnus","Pelagic marine fish (excl. anchovy & sardine)",2996956,14827771
2009,"Farfantepenaeus","Shrimps, prawns",20737.6,647282
2009,"Galeocerdo","Sharks",24160,220995
2009,"Gelidium","Marine algae",824730,976840
2009,"Gerres","Demersal marine fishes",152869.5,1025168
2009,"Ginglymostoma","Sharks",891,4254
2009,"Haemulon","Demersal marine fishes",698806.15,6966750
2009,"Haemulopsis","Demersal marine fishes",131269,872675
2009,"Haliotis","Molluscs excl. Cephalopods",28538.94,3195731
2009,"Hexaplex","Molluscs excl. Cephalopods",12415,50980
2009,"Hoplopagrus","Demersal marine fishes",97915.3,1958275
2009,"Hypanus","Demersal marine fishes",781700.6,7812184
2009,"Hyporthodus","Demersal marine fishes",490097.65,14949519
2009,"Istiophorus","Pelagic marine fish (excl. anchovy & sardine)",21059.5,214206
2009,"Isurus","Sharks",17812.75,148484
2009,"Katsuwonus","Pelagic marine fish (excl. anchovy & sardine)",7688449.2,63880029
2009,"Lamna","Demersal marine fishes",107.8,1470
2009,"Larimus","Demersal marine fishes",634,10375
2009,"Litopenaeus","Shrimps, prawns",180201,10633013
2009,"Lobatus","Molluscs excl. Cephalopods",4771,50955
2009,"Lutjanus","Demersal marine fishes",2838413.5,84293568
2009,"Megapitaria","Molluscs excl. Cephalopods",371871,1546640
2009,"Megastraea","Molluscs excl. Cephalopods",79506,170370
2009,"Menticirrhus","Demersal marine fishes",46408.5,332832
2009,"Merluccius","Demersal marine fishes",1676035.2,15585255
2009,"Mesocentrotus","Echinoderms",24973,365136
2009,"Microlepidotus","Demersal marine fishes",5693,47773
2009,"Micropogonias","Demersal marine fishes",3796538.4,22642086
2009,"Mobula","Demersal marine fishes",1000616.6,8590411
2009,"Mugil","Demersal marine fishes",2068958,13651267
2009,"Mustelus","Sharks",37587,469865
2009,"Mycteroperca","Demersal marine fishes",577366.25,12808617
2009,"Nasolamia","Sharks",850,10980
2009,"Nematistius","Demersal marine fishes",1168.7,13494
2009,"Nicholsina","Demersal marine fishes",2340.9,25240
2009,"Oligoplites","Pelagic marine fish (excl. anchovy & sardine)",2130,13960
2009,"Opisthonema","Anchovy & Sardine (small pelagics)",154945830.72,120852721
2009,"Orthopristis","Demersal marine fishes",4771,28774
2009,"Panopea","Molluscs excl. Cephalopods",96113,1814500
2009,"Panulirus","Crustaceans",92415,10774764
2009,"Paralabrax","Demersal marine fishes",733834.5,6610841
2009,"Paranthias","Demersal marine fishes",474,8340
2009,"Parapsettus","Demersal marine fishes",8337,96650
2009,"Penaeus","Shrimps, prawns",20467145.8,1100820771
2009,"Prionace","Sharks",866523.05,6839346
2009,"Pseudobatos","Demersal marine fishes",584326.65,5782369
2009,"Pseudupeneus","Demersal marine fishes",3824.8,85400
2009,"Rimapenaeus","Shrimps, prawns",48111.6,560743
2009,"Sarda","Pelagic marine fish (excl. anchovy & sardine)",4678457,36007066
2009,"Sardinops","Anchovy & Sardine (small pelagics)",576875979.64,560503447
2009,"Scomber","Pelagic marine fish (excl. anchovy & sardine)",1090515.12,2634696
2009,"Scomberomorus","Pelagic marine fish (excl. anchovy & sardine)",5632932.54,64673172
2009,"Scorpaena","Demersal marine fishes",17242.8,113838
2009,"Selene","Pelagic marine fish (excl. anchovy & sardine)",314740.6,1348300
2009,"Seriola","Pelagic marine fish (excl. anchovy & sardine)",524836,5725227
2009,"Sicyonia","Shrimps, prawns",25632,255280
2009,"Sphoeroides","Demersal marine fishes",419575.4,11311483
2009,"Sphyraena","Pelagic marine fish (excl. anchovy & sardine)",3212,14245
2009,"Sphyrna","Sharks",56937.65,504092
2009,"Squatina","Sharks",444585.2,5114196
2009,"Stereolepis","Demersal marine fishes",548.2,9685
2009,"Strongylocentrotus","Echinoderms",5971,83594
2009,"Synodus","Demersal marine fishes",66120.5,456105
2009,"Thunnus","Pelagic marine fish (excl. anchovy & sardine)",63902138.1,586047728
2009,"Trachinotus","Pelagic marine fish (excl. anchovy & sardine)",550074.9,1556648
2009,"Trichiurus","Pelagic marine fish (excl. anchovy & sardine)",12820,549480
2009,"Xiphias","Pelagic marine fish (excl. anchovy & sardine)",95315.75,2241755
2010,"Ablennes","Pelagic marine fish (excl. anchovy & sardine)",4348.35,51903
2010,"Acanthurus","Demersal marine fishes",18900,401510
2010,"Aetobatus","Demersal marine fishes",13181.1,78961
2010,"Alopias","Sharks",87116,796671
2010,"Anisotremus","Demersal marine fishes",114359.4,1563906
2010,"Anoplopoma","Demersal marine fishes",489,12760
2010,"Argopecten","Molluscs excl. Cephalopods",761223,3633566
2010,"Ariopsis","Demersal marine fishes",9071.3,59725
