"year","estimated_genus_name","Major_Functional_Group","total_biomass_kg","total_revenue"
2014,"Panulirus","Crustaceans",135765.9,20754199
2014,"Paralabrax","Demersal marine fishes",851542.65,10008055.5
2014,"Paranthias","Demersal marine fishes",2033.3,48015
2014,"Parapsettus","Demersal marine fishes",9438,173513
2014,"Penaeus","Shrimps, prawns",28256995.83,2031085292.46
2014,"Prionace","Sharks",1392770.65,14042779
2014,"Pseudobatos","Demersal marine fishes",648210.7,6327157.5
2014,"Pseudupeneus","Demersal marine fishes",2304,67940
2014,"Rimapenaeus","Shrimps, prawns",72040,1682790
2014,"Sarda","Pelagic marine fish (excl. anchovy & sardine)",986117.7,8404956
2014,"Sardinops","Anchovy & Sardine (small pelagics)",4023552.8,4486740
2014,"Scomber","Pelagic marine fish (excl. anchovy & sardine)",40393077.76,48757469
2014,"Scomberomorus","Pelagic marine fish (excl. anchovy & sardine)",5753831.2,87405788.65
2014,"Scorpaena","Demersal marine fishes",4217.5,63348
2014,"Selene","Pelagic marine fish (excl. anchovy & sardine)",446759.2,2386610
2014,"Seriola","Pelagic marine fish (excl. anchovy & sardine)",1201816.1,15696001.5
2014,"Sphoeroides","Demersal marine fishes",393579.45,15811744.64
2014,"Sphyraena","Pelagic marine fish (excl. anchovy & sardine)",18162,281688
2014,"Sphyrna","Sharks",359005,4423935
2014,"Squatina","Sharks",610644.72,5852347.5
2014,"Stereolepis","Demersal marine fishes",505,14445
2014,"Stomolophus","Jellies",34567988,80033750
2014,"Strongylocentrotus","Echinoderms",5062,93870
2014,"Synodus","Demersal marine fishes",133844.1,1209105
2014,"Thunnus","Pelagic marine fish (excl. anchovy & sardine)",75346319.2,642428302
2014,"Trachinotus","Pelagic marine fish (excl. anchovy & sardine)",141053.32,1728993
2014,"Trichiurus","Pelagic marine fish (excl. anchovy & sardine)",2792,80815
2014,"Turbo","Molluscs excl. Cephalopods",1756,44900
2014,"Xiphias","Pelagic marine fish (excl. anchovy & sardine)",61949,1278392
2015,"Ablennes","Pelagic marine fish (excl. anchovy & sardine)",31507.75,443363
2015,"Acanthurus","Demersal marine fishes",29494,705681
2015,"Aetobatus","Demersal marine fishes",24879,329906
2015,"Alopias","Sharks",549037.318,6964387
2015,"Anisotremus","Demersal marine fishes",65671.38,1616667
2015,"Anoplopoma","Demersal marine fishes",464.3,17540
2015,"Argopecten","Molluscs excl. Cephalopods",413726,1708712
2015,"Ariopsis","Demersal marine fishes",6177,53114
2015,"Balistes","Demersal marine fishes",3241838.33,38637077.5
2015,"Brotula","Demersal marine fishes",906695.1,13804188
2015,"Calamus","Demersal marine fishes",24733,200815
2015,"Callinectes","Crustaceans",832879,18334788
2015,"Caranx","Pelagic marine fish (excl. anchovy & sardine)",85019.8,5634820
2015,"Carcharhinus","Sharks",1140862.6,10846155
2015,"Caulolatilus","Demersal marine fishes",498048.6,5658506.6
2015,"Centropomus","Demersal marine fishes",1088441.485,47639144.39
2015,"Cetengraulis","Anchovy & Sardine (small pelagics)",60839858.64,71333960.58
2015,"Chanos","Diadromous fishes",380420.4,2705212
2015,"Chione","Molluscs excl. Cephalopods",57747,546203
2015,"Coryphaena","Pelagic marine fish (excl. anchovy & sardine)",121444.85,2770584
2015,"Cynoscion","Demersal marine fishes",2125875.251,56586817.02
2015,"Diapterus","Demersal marine fishes",35185,350760
2015,"Diplectrum","Demersal marine fishes",87594.78,2672899
2015,"Dosidicus","Cephalopods",1589608.95,13961217.5
2015,"Dosinia","Molluscs excl. Cephalopods",757428,3572299.5
2015,"Epinephelus","Demersal marine fishes",58325.6,1241003
2015,"Especies","Echinoderms",14935,600250
2015,"Etrumeus","Anchovy & Sardine (small pelagics)",7029227.06,9591466.2
2015,"Eucinostomus","Demersal marine fishes",199340.7,2393382
2015,"Eugerres","Demersal marine fishes",38358,409785
2015,"Euthynnus","Pelagic marine fish (excl. anchovy & sardine)",2535062,71792289
2015,"Farfantepenaeus","Shrimps, prawns",170185.2,6746280
2015,"Galeocerdo","Sharks",2157.5,26736
2015,"Gelidium","Marine algae",387234,595607
2015,"Gerres","Demersal marine fishes",197470.2,1445111
2015,"Ginglymostoma","Sharks",4610.3,25081
2015,"Haemulon","Demersal marine fishes",1149882.9,11111175
2015,"Haemulopsis","Demersal marine fishes",177049,1736629
2015,"Haliotis","Molluscs excl. Cephalopods",62074.72,9191193
2015,"Hexaplex","Molluscs excl. Cephalopods",1472723,10769101
2015,"Hoplopagrus","Demersal marine fishes",129975.1,3692537
2015,"Hypanus","Demersal marine fishes",1588476.85,12808854
2015,"Hyporthodus","Demersal marine fishes",1151124.93,47869341.8
2015,"Istiophorus","Pelagic marine fish (excl. anchovy & sardine)",30664.75,389984
2015,"Isurus","Sharks",439293.3,7107120
2015,"Katsuwonus","Pelagic marine fish (excl. anchovy & sardine)",15462616,122622558
2015,"Lamna","Sharks",7635.05,216881
2015,"Larimus","Demersal marine fishes",11573,664170
2015,"Litopenaeus","Shrimps, prawns",2816687.924,136860545.4
2015,"Lobatus","Molluscs excl. Cephalopods",4090,6580
2015,"Lutjanus","Demersal marine fishes",4642536.135,185841014.97
2015,"Megapitaria","Molluscs excl. Cephalopods",317577,1623480
2015,"Megastraea","Molluscs excl. Cephalopods",94031,482710
2015,"Menticirrhus","Demersal marine fishes",57880.9,426253
2015,"Merluccius","Demersal marine fishes",4980937.6,36951140.5
2015,"Mesocentrotus","Echinoderms",95591,1619299
2015,"Microlepidotus","Demersal marine fishes",112346,1163352
2015,"Micropogonias","Demersal marine fishes",8098251.5,89286539
2015,"Mobula","Demersal marine fishes",1507699.6,16385767.5
2015,"Mugil","Demersal marine fishes",3126495.2,28398906.74
2015,"Mustelus","Sharks",144566.65,2820912
2015,"Mycteroperca","Demersal marine fishes",726205.77,23191353.7
2015,"Nasolamia","Sharks",45899.65,615706
2015,"Nematistius","Demersal marine fishes",18332,204774
2015,"Nicholsina","Demersal marine fishes",1546,57750
2015,"Oligoplites","Pelagic marine fish (excl. anchovy & sardine)",22570,138200
2015,"Opisthonema","Anchovy & Sardine (small pelagics)",164653409.62,217857252.505
2015,"Orthopristis","Demersal marine fishes",26831.5,255289
2015,"Panopea","Molluscs excl. Cephalopods",1544185.7,49043883.19
2015,"Panulirus","Crustaceans",162764.4,26380242.5
2015,"Paralabrax","Demersal marine fishes",924751.04,13322303.3
2015,"Paranthias","Demersal marine fishes",4732,114922
2015,"Parapsettus","Demersal marine fishes",3007,68858
2015,"Penaeus","Shrimps, prawns",24749120.04,1707806136.73
2015,"Prionace","Sharks",1297803.4,15023876
2015,"Pseudobatos","Demersal marine fishes",782435.75,8097896.6
2015,"Pseudupeneus","Demersal marine fishes",1202,60605
2015,"Rimapenaeus","Shrimps, prawns",23624.6,417415
2015,"Sarda","Pelagic marine fish (excl. anchovy & sardine)",546369.8,3975033.9
2015,"Sardinops","Anchovy & Sardine (small pelagics)",5119613.02,7650689.665
2015,"Scomber","Pelagic marine fish (excl. anchovy & sardine)",39312861.48,69118167.535
2015,"Scomberomorus","Pelagic marine fish (excl. anchovy & sardine)",5317169.3,90541007.4
2015,"Scorpaena","Demersal marine fishes",4959,52342
2015,"Selene","Pelagic marine fish (excl. anchovy & sardine)",582168.9,3252971
2015,"Seriola","Pelagic marine fish (excl. anchovy & sardine)",1235611.2,21615207.3
2015,"Sicyonia","Shrimps, prawns",4280,107350
2015,"Sphoeroides","Demersal marine fishes",571709.05,24522702
2015,"Sphyraena","Pelagic marine fish (excl. anchovy & sardine)",14045,263530
2015,"Sphyrna","Sharks",868723.2875,10009940.75
2015,"Squatina","Sharks",616167.2,5660695
2015,"Stereolepis","Demersal marine fishes",1694.8,57670
2015,"Stomolophus","Jellies",21929654,31960055.4
2015,"Strongylocentrotus","Echinoderms",30000,462900
2015,"Synodus","Demersal marine fishes",241382.4,2373861
2015,"Thunnus","Pelagic marine fish (excl. anchovy & sardine)",68816554.88,635358517
2015,"Trachinotus","Pelagic marine fish (excl. anchovy & sardine)",209395.7,2479864
2015,"Trichiurus","Pelagic marine fish (excl. anchovy & sardine)",1993,86655
2015,"Turbo","Molluscs excl. Cephalopods",12530,286480
2015,"Xiphias","Pelagic marine fish (excl. anchovy & sardine)",47825.75,1017078
2016,"Ablennes","Pelagic marine fish (excl. anchovy & sardine)",40220.15,603348
2016,"Acanthurus","Demersal marine fishes",14918,390185
2016,"Aetobatus","Demersal marine fishes",122536.9,1829505
2016,"Alopias","Sharks",871651.85,13254612
2016,"Anisotremus","Demersal marine fishes",66295.3,1597750
2016,"Anoplopoma","Demersal marine fishes",3096.7,148480
2016,"Argopecten","Molluscs excl. Cephalopods",148532,856899
2016,"Ariopsis","Demersal marine fishes",931,16234
2016,"Balistes","Demersal marine fishes",4802859.525,57355615.4
2016,"Brotula","Demersal marine fishes",970949.55,20880179.5
2016,"Calamus","Demersal marine fishes",17001,134448
2016,"Callinectes","Crustaceans",655164,19114795
2016,"Caranx","Pelagic marine fish (excl. anchovy & sardine)",172871.4,6450268.52
2016,"Carcharhinus","Sharks",1824609.9,17428445
2016,"Caulolatilus","Demersal marine fishes",511596.45,6713649.5
2016,"Centropomus","Demersal marine fishes",1595202.71,73812343.84
2016,"Cetengraulis","Anchovy & Sardine (small pelagics)",11769203.4,15128118.5
2016,"Chanos","Diadromous fishes",362743.4,2831661.69
2016,"Chione","Molluscs excl. Cephalopods",43321,262810
2016,"Coryphaena","Pelagic marine fish (excl. anchovy & sardine)",144833.2,4026002
2016,"Cynoscion","Demersal marine fishes",2377826.76,74502679.27
2016,"Diapterus","Demersal marine fishes",33230,355809
2016,"Diplectrum","Demersal marine fishes",33846.09,1730291
2016,"Dosidicus","Cephalopods",831156.05,13450333.5
2016,"Dosinia","Molluscs excl. Cephalopods",1438608,5518030
2016,"Epinephelus","Demersal marine fishes",31077.45,1367061.5
2016,"Especies","Echinoderms",26899,229132
2016,"Etrumeus","Anchovy & Sardine (small pelagics)",25081082.1,253073124.1
2016,"Eucinostomus","Demersal marine fishes",146633,2360331.5
2016,"Eugerres","Demersal marine fishes",50119,489744
2016,"Euthynnus","Pelagic marine fish (excl. anchovy & sardine)",3260390,24746110
2016,"Farfantepenaeus","Shrimps, prawns",290432.8,14031213
2016,"Galeocerdo","Sharks",2066.9,26771
2016,"Gelidium","Marine algae",5136,10378
2016,"Gerres","Demersal marine fishes",238394.6,1881095
2016,"Ginglymostoma","Sharks",1516.3,12801
2016,"Haemulon","Demersal marine fishes",1033539.7,10680646.4
2016,"Haemulopsis","Demersal marine fishes",197952.7,2311227.605
2016,"Haliotis","Molluscs excl. Cephalopods",66846.12,9989109
2016,"Hexaplex","Molluscs excl. Cephalopods",1667515,24746036
2016,"Hoplopagrus","Demersal marine fishes",163822.95,5293060.5
2016,"Hypanus","Demersal marine fishes",2158305.2,20699627
2016,"Hyporthodus","Demersal marine fishes",1585649.2,69613944.03
2016,"Istiophorus","Pelagic marine fish (excl. anchovy & sardine)",61092.5,1145863
2016,"Isurus","Sharks",497155.6,9625238.5
2016,"Katsuwonus","Pelagic marine fish (excl. anchovy & sardine)",8551232.48,151718449
2016,"Lamna","Sharks",34661.54,1703133
2016,"Larimus","Demersal marine fishes",10076,608359
2016,"Litopenaeus","Shrimps, prawns",5874128.142,348467962.6
2016,"Lutjanus","Demersal marine fishes",7455443.77,326552162.08
2016,"Megapitaria","Molluscs excl. Cephalopods",330874,1663089
2016,"Megastraea","Molluscs excl. Cephalopods",39956,146692
2016,"Menticirrhus","Demersal marine fishes",70873.2,477103
2016,"Merluccius","Demersal marine fishes",6342965.3,68028681
2016,"Mesocentrotus","Echinoderms",6801,229340
2016,"Microlepidotus","Demersal marine fishes",131011.9,1707553
2016,"Micropogonias","Demersal marine fishes",6114645.39,69103777.8
2016,"Mobula","Demersal marine fishes",1789578.8,23543946.8
2016,"Mugil","Demersal marine fishes",3520418.5,41257128.03
2016,"Mustelus","Sharks",251692.25,5057172
2016,"Mycteroperca","Demersal marine fishes",685469.38,22385317.3
2016,"Nasolamia","Sharks",63301.15,854304
2016,"Nematistius","Demersal marine fishes",24151,286895
2016,"Nicholsina","Demersal marine fishes",692,25840
2016,"Oligoplites","Pelagic marine fish (excl. anchovy & sardine)",11885,84110
2016,"Opisthonema","Anchovy & Sardine (small pelagics)",168926062.56,181271396.45
2016,"Orthopristis","Demersal marine fishes",19852,159647
2016,"Panopea","Molluscs excl. Cephalopods",1613381.83,44493560.2635
2016,"Panulirus","Crustaceans",214173.8,42125835.5
2016,"Paralabrax","Demersal marine fishes",964075.46,14022289.36
2016,"Paranthias","Demersal marine fishes",13214,233791
2016,"Parapsettus","Demersal marine fishes",12124,159970
2016,"Penaeus","Shrimps, prawns",26047121.576,1971184196.19
2016,"Prionace","Sharks",1041175.55,13010090
2016,"Pseudobatos","Demersal marine fishes",891709.3,9959405
2016,"Pseudupeneus","Demersal marine fishes",8428,410745
2016,"Rimapenaeus","Shrimps, prawns",28643.6,693200
2016,"Sarda","Pelagic marine fish (excl. anchovy & sardine)",409603,4058125
2016,"Sardinops","Anchovy & Sardine (small pelagics)",15280972.32,21679482.76
2016,"Scomber","Pelagic marine fish (excl. anchovy & sardine)",49178871.48,66031401.06
2016,"Scomberomorus","Pelagic marine fish (excl. anchovy & sardine)",6511744.6,116427085.52
2016,"Scorpaena","Demersal marine fishes",9391,92521
2016,"Selene","Pelagic marine fish (excl. anchovy & sardine)",641707.3,4001174
2016,"Seriola","Pelagic marine fish (excl. anchovy & sardine)",990954.15,19445214
2016,"Sicyonia","Shrimps, prawns",19038.6,643420
2016,"Sphoeroides","Demersal marine fishes",739258.65,34213126.5
2016,"Sphyraena","Pelagic marine fish (excl. anchovy & sardine)",3110,78275
2016,"Sphyrna","Sharks",3273964.55,62098041
2016,"Squatina","Sharks",578781.85,7102819
2016,"Stereolepis","Demersal marine fishes",2801.1,85148
2016,"Stomolophus","Jellies",9739831,11241914.8
2016,"Strongylocentrotus","Echinoderms",46080,876800
2016,"Synodus","Demersal marine fishes",277691.2,2617158
2016,"Thunnus","Pelagic marine fish (excl. anchovy & sardine)",60927510.2,581002930
2016,"Trachinotus","Pelagic marine fish (excl. anchovy & sardine)",213422.4,2688523.5
2016,"Trichiurus","Pelagic marine fish (excl. anchovy & sardine)",7544,363660
2016,"Turbo","Molluscs excl. Cephalopods",11161,544919
2016,"Xiphias","Pelagic marine fish (excl. anchovy & sardine)",95301,3044388
2017,"Ablennes","Pelagic marine fish (excl. anchovy & sardine)",56252.85,944821
2017,"Acanthurus","Demersal marine fishes",71866,2200730
2017,"Aetobatus","Demersal marine fishes",15482,249628
2017,"Alopias","Sharks",1710372.55,24455846
2017,"Anisotremus","Demersal marine fishes",86913,1899149
2017,"Anoplopoma","Demersal marine fishes",5544.6,226945
2017,"Argopecten","Molluscs excl. Cephalopods",194440,1753674
2017,"Balistes","Demersal marine fishes",4076738.55,56553813.4
2017,"Brotula","Demersal marine fishes",982167.7,20440701
2017,"Calamus","Demersal marine fishes",17004.5,180272
2017,"Callinectes","Crustaceans",1209946,38437653
2017,"Caranx","Pelagic marine fish (excl. anchovy & sardine)",130030.8,6969389
2017,"Carcharhinus","Sharks",3213741.7,44292833.5
2017,"Caulolatilus","Demersal marine fishes",514300.1,6828423
2017,"Centropomus","Demersal marine fishes",1577178.06,84995356.46
2017,"Cetengraulis","Anchovy & Sardine (small pelagics)",75434508.84,101113137.1
2017,"Chanos","Diadromous fishes",253507,2246817
2017,"Chione","Molluscs excl. Cephalopods",155451,2235289.5
2017,"Coryphaena","Pelagic marine fish (excl. anchovy & sardine)",97967.15,3268573.5
2017,"Cynoscion","Demersal marine fishes",2587633.32,82638948.22
2017,"Diapterus","Demersal marine fishes",21608,254486
2017,"Diplectrum","Demersal marine fishes",57475.95,3184541
2017,"Dosidicus","Cephalopods",620840.7,10052295.5
2017,"Dosinia","Molluscs excl. Cephalopods",1988935,7481874
2017,"Epinephelus","Demersal marine fishes",20790.2,1075219
2017,"Especies","Echinoderms",85498,1175007
2017,"Etrumeus","Anchovy & Sardine (small pelagics)",28279045.5,41918446.65
2017,"Eucinostomus","Demersal marine fishes",167106,3273104
2017,"Eugerres","Demersal marine fishes",74477,801941
2017,"Euthynnus","Pelagic marine fish (excl. anchovy & sardine)",2198776,26729019
2017,"Farfantepenaeus","Shrimps, prawns",249103.6,13959810
2017,"Galeocerdo","Sharks",1678.5,23254
2017,"Gelidium","Marine algae",124464,194752
2017,"Gerres","Demersal marine fishes",204519.7,1872307
2017,"Ginglymostoma","Sharks",696.7,10887
2017,"Haemulon","Demersal marine fishes",1146283,13917139.7
2017,"Haemulopsis","Demersal marine fishes",188480.3,2545183
2017,"Haliotis","Molluscs excl. Cephalopods",54742.78,9150747
2017,"Hexaplex","Molluscs excl. Cephalopods",1327990,13139560
2017,"Hoplopagrus","Demersal marine fishes",200005.45,6540009
2017,"Hypanus","Demersal marine fishes",1660542.6,15638147
2017,"Hyporthodus","Demersal marine fishes",1506070.592,72177636.5
2017,"Istiophorus","Pelagic marine fish (excl. anchovy & sardine)",55067.9,1252537
2017,"Isurus","Sharks",330659.6,6376866
2017,"Katsuwonus","Pelagic marine fish (excl. anchovy & sardine)",9183615.3,91467872.8
2017,"Lamna","Sharks",38247.1,1590672.5
2017,"Larimus","Demersal marine fishes",23881,857205
2017,"Litopenaeus","Shrimps, prawns",6021293.95,349114178
2017,"Lobatus","Molluscs excl. Cephalopods",80892,1387436.4
2017,"Lutjanus","Demersal marine fishes",9345911.29,423104329.18
2017,"Megapitaria","Molluscs excl. Cephalopods",215450,1962445.75
2017,"Megastraea","Molluscs excl. Cephalopods",56663,418729
2017,"Menticirrhus","Demersal marine fishes",75401.3,739162
2017,"Merluccius","Demersal marine fishes",4798186.6,47288358
2017,"Mesocentrotus","Echinoderms",39892,1741878
2017,"Microlepidotus","Demersal marine fishes",251071,3233694
2017,"Micropogonias","Demersal marine fishes",6102359.55,78675487.5
2017,"Mobula","Demersal marine fishes",1613345.8,23911575.5
2017,"Mugil","Demersal marine fishes",3356065.5,39136877.2
2017,"Mustelus","Sharks",439892.5,9836835
2017,"Mycteroperca","Demersal marine fishes",689863.11,24993223
2017,"Nasolamia","Sharks",69152.5,986001
2017,"Nematistius","Demersal marine fishes",9961,109490
2017,"Nicholsina","Demersal marine fishes",158,2248
2017,"Oligoplites","Pelagic marine fish (excl. anchovy & sardine)",4600,47505
2017,"Opisthonema","Anchovy & Sardine (small pelagics)",155052580.88,163569662.675
2017,"Orthopristis","Demersal marine fishes",18031,152042
2017,"Panopea","Molluscs excl. Cephalopods",821566.52,26746277.15
2017,"Panulirus","Crustaceans",288747.86,67454714.2
2017,"Paralabrax","Demersal marine fishes",903322,15393134.8
2017,"Paranthias","Demersal marine fishes",25080,545380
2017,"Parapsettus","Demersal marine fishes",5440,118393
2017,"Penaeus","Shrimps, prawns",29120198.342,2466339339.04
2017,"Prionace","Sharks",1267144.45,15281923
2017,"Pseudobatos","Demersal marine fishes",1004471.45,12024509
2017,"Pseudupeneus","Demersal marine fishes",10981,438470
2017,"Rimapenaeus","Shrimps, prawns",37742.8,848556
2017,"Sarda","Pelagic marine fish (excl. anchovy & sardine)",1330469,14081621
2017,"Sardinops","Anchovy & Sardine (small pelagics)",173833459.38,265495643.275
2017,"Scomber","Pelagic marine fish (excl. anchovy & sardine)",49942738.92,61261448.375
2017,"Scomberomorus","Pelagic marine fish (excl. anchovy & sardine)",8842467.2,177500975
2017,"Scorpaena","Demersal marine fishes",26875,308746
2017,"Selene","Pelagic marine fish (excl. anchovy & sardine)",912818.2,6508313
2017,"Seriola","Pelagic marine fish (excl. anchovy & sardine)",942670.8,24003694
2017,"Sicyonia","Shrimps, prawns",173862.4,8501442
2017,"Sphoeroides","Demersal marine fishes",879840.05,42459120.33
2017,"Sphyraena","Pelagic marine fish (excl. anchovy & sardine)",12898,376780
2017,"Sphyrna","Sharks",2627995.6,38267980.8
2017,"Squatina","Sharks",553249.3,10116493.6
2017,"Stereolepis","Demersal marine fishes",2631.5,115280
2017,"Stomolophus","Jellies",37144016,139853468.3
2017,"Strongylocentrotus","Echinoderms",39360,601900
2017,"Synodus","Demersal marine fishes",548075.4,5326400
2017,"Thunnus","Pelagic marine fish (excl. anchovy & sardine)",52674301.1,558209913.7
2017,"Trachinotus","Pelagic marine fish (excl. anchovy & sardine)",258910,4006539
2017,"Trichiurus","Pelagic marine fish (excl. anchovy & sardine)",10810,563800
2017,"Turbo","Molluscs excl. Cephalopods",8293,253080
2017,"Xiphias","Pelagic marine fish (excl. anchovy & sardine)",288889,16772561
2018,"Ablennes","Pelagic marine fish (excl. anchovy & sardine)",82334.95,1073789
2018,"Acanthurus","Demersal marine fishes",65580,2912660
2018,"Aetobatus","Demersal marine fishes",23415.2,440570
2018,"Alopias","Sharks",1209216.8,19687947
2018,"Anisotremus","Demersal marine fishes",69948.8,1475536
2018,"Anoplopoma","Demersal marine fishes",5612.6,318965
2018,"Argopecten","Molluscs excl. Cephalopods",1493928,8030455
2018,"Balistes","Demersal marine fishes",4460159.925,63032995.97
2018,"Brotula","Demersal marine fishes",852652.4,18584712
2018,"Calamus","Demersal marine fishes",16527,158356
2018,"Callinectes","Crustaceans",1071105,35477877
2018,"Caranx","Pelagic marine fish (excl. anchovy & sardine)",124233.6,6777468
2018,"Carcharhinus","Sharks",3620395.65,62860899.5
2018,"Caulolatilus","Demersal marine fishes",424370,6712451
2018,"Centropomus","Demersal marine fishes",1666453.048,96062741.1202
2018,"Cetengraulis","Anchovy & Sardine (small pelagics)",34145793.64,36897337
2018,"Chanos","Diadromous fishes",290180,2355457
2018,"Chione","Molluscs excl. Cephalopods",612927,4721335.5
2018,"Coryphaena","Pelagic marine fish (excl. anchovy & sardine)",125707.8,3903577.5
2018,"Cynoscion","Demersal marine fishes",3179508.585,110313327.415
2018,"Diapterus","Demersal marine fishes",68060,1001875
2018,"Diplectrum","Demersal marine fishes",35675.4,2260341
2018,"Dosidicus","Cephalopods",446072.7,6578988.6
2018,"Dosinia","Molluscs excl. Cephalopods",1312401,8038816.5
2018,"Epinephelus","Demersal marine fishes",26116.6,1363457
2018,"Especies","Echinoderms",50743,778930
2018,"Etrumeus","Anchovy & Sardine (small pelagics)",14961989.14,24361925
2018,"Eucinostomus","Demersal marine fishes",216188,3677556
2018,"Eugerres","Demersal marine fishes",77045,829713
2018,"Euthynnus","Pelagic marine fish (excl. anchovy & sardine)",1502269,23885288
2018,"Farfantepenaeus","Shrimps, prawns",312358.4,19671080
2018,"Galeocerdo","Sharks",224,3240
2018,"Gelidium","Marine algae",72900,109350
2018,"Gerres","Demersal marine fishes",243278.2,2620253
2018,"Ginglymostoma","Sharks",12989.5,94212
2018,"Haemulon","Demersal marine fishes",1184239.3,16141811
2018,"Haemulopsis","Demersal marine fishes",135657.2,2100243
2018,"Haliotis","Molluscs excl. Cephalopods",51253.82,9062259
2018,"Hexaplex","Molluscs excl. Cephalopods",1078781,12387085.5
2018,"Hoplopagrus","Demersal marine fishes",168774.7,5891364
2018,"Hypanus","Demersal marine fishes",1606022.5,14390748
2018,"Hyporthodus","Demersal marine fishes",2027202.292,109851561.43
2018,"Istiophorus","Pelagic marine fish (excl. anchovy & sardine)",65116.55,1364636
2018,"Isurus","Sharks",285776.65,6636342
2018,"Katsuwonus","Pelagic marine fish (excl. anchovy & sardine)",9703739,136199078
2018,"Lamna","Sharks",56333.742,3080152.2
2018,"Larimus","Demersal marine fishes",9093,600060
2018,"Litopenaeus","Shrimps, prawns",135310598.168,11227244643.06
2018,"Lobatus","Molluscs excl. Cephalopods",33114,616990
2018,"Lutjanus","Demersal marine fishes",8429708.168,411309497.565
2018,"Megapitaria","Molluscs excl. Cephalopods",185710,2121941.15
2018,"Megastraea","Molluscs excl. Cephalopods",72394,473860
2018,"Menticirrhus","Demersal marine fishes",81093.1,953613
2018,"Merluccius","Demersal marine fishes",2805796,30371522
2018,"Mesocentrotus","Echinoderms",29893,452586
2018,"Microlepidotus","Demersal marine fishes",297297.5,4172243
2018,"Micropogonias","Demersal marine fishes",5870733.85,81602853.95
2018,"Mobula","Demersal marine fishes",1070239,18253628
2018,"Mugil","Demersal marine fishes",3659318.4,46933631.5
2018,"Mustelus","Sharks",387050.2,8714732
2018,"Mycteroperca","Demersal marine fishes",668331.25,27253484.25
2018,"Nasolamia","Sharks",68311.25,1130600
2018,"Nematistius","Demersal marine fishes",5170,38060
2018,"Nicholsina","Demersal marine fishes",704.1,9310
2018,"Oligoplites","Anchovy & Sardine (small pelagics)",744851.16,1295552
2018,"Oligoplites","Pelagic marine fish (excl. anchovy & sardine)",3277,32770
2018,"Opisthonema","Anchovy & Sardine (small pelagics)",142296119.46,745294565
2018,"Orthopristis","Demersal marine fishes",50717,402202
2018,"Panopea","Molluscs excl. Cephalopods",1225884,42843652.66
2018,"Panulirus","Crustaceans",288924.6,71732479
2018,"Paralabrax","Demersal marine fishes",862352.4,15981040.1
2018,"Paranthias","Demersal marine fishes",19972.2,401025
2018,"Parapsettus","Demersal marine fishes",9754,215290
2018,"Penaeus","Shrimps, prawns",33901020.54,2876872487.355
2018,"Prionace","Sharks",1103970.55,16436755
2018,"Pseudobatos","Demersal marine fishes",926638.65,10649049.2
2018,"Pseudupeneus","Demersal marine fishes",4977,274730
2018,"Rimapenaeus","Shrimps, prawns",185035.8,4039762.4
2018,"Sarda","Pelagic marine fish (excl. anchovy & sardine)",137060.8,1717273
2018,"Sardinops","Anchovy & Sardine (small pelagics)",215897176.96,2311180432
2018,"Scomber","Pelagic marine fish (excl. anchovy & sardine)",95209780.54,152374856
2018,"Scomberomorus","Pelagic marine fish (excl. anchovy & sardine)",7691342.1,156159768.88
2018,"Scorpaena","Demersal marine fishes",14435.4,171558
2018,"Selene","Pelagic marine fish (excl. anchovy & sardine)",941036,8981497
2018,"Seriola","Pelagic marine fish (excl. anchovy & sardine)",982064.5,28197692.9
2018,"Sicyonia","Shrimps, prawns",63050.2,2215962
2018,"Sphoeroides","Demersal marine fishes",784711.35,44730412.78
2018,"Sphyraena","Pelagic marine fish (excl. anchovy & sardine)",4068,116000
2018,"Sphyrna","Sharks",628128.4,9725815.2
2018,"Squatina","Sharks",778343.75,10414072.4
2018,"Stereolepis","Demersal marine fishes",882.1,39735
2018,"Stomolophus","Jellies",63158680,253626936.1
2018,"Strongylocentrotus","Echinoderms",1400,35600
2018,"Synodus","Demersal marine fishes",520041.7,5983932
2018,"Thunnus","Pelagic marine fish (excl. anchovy & sardine)",69447721.1,767622908
2018,"Trachinotus","Pelagic marine fish (excl. anchovy & sardine)",327491.5,5070267.7
2018,"Trichiurus","Pelagic marine fish (excl. anchovy & sardine)",7862,450320
2018,"Turbo","Molluscs excl. Cephalopods",10361,430397
2018,"Xiphias","Pelagic marine fish (excl. anchovy & sardine)",484312.5,31356060
2019,"Ablennes","Pelagic marine fish (excl. anchovy & sardine)",64297,906270
2019,"Acanthurus","Demersal marine fishes",55508,2587015
2019,"Aetobatus","Demersal marine fishes",115954.2,1743297
2019,"Alopias","Sharks",914303.9,16911520
2019,"Anisotremus","Demersal marine fishes",101286.5,2754288
2019,"Anoplopoma","Demersal marine fishes",11992.9,461573
2019,"Argopecten","Molluscs excl. Cephalopods",1042095,6284640
2019,"Ariopsis","Demersal marine fishes",3522.6,42716.5
2019,"Balistes","Demersal marine fishes",2982076.3,44624950
2019,"Brotula","Demersal marine fishes",782825.55,18189477
2019,"Calamus","Demersal marine fishes",12834,147525
2019,"Callinectes","Crustaceans",1402770,43098464
2019,"Caranx","Pelagic marine fish (excl. anchovy & sardine)",105322.1,5161845
2019,"Carcharhinus","Sharks",2869290.8,38818565
2019,"Caulolatilus","Demersal marine fishes",360534.9,6806607.5
2019,"Centropomus","Demersal marine fishes",1574560.621,101415827.9236
