"state","landing_site","est_habitat","lat_final","lon_final","FLAGS","HemKey_lat","HemKey_lon","MelKey_lat","MelKey_lon","OHI_region_draft","site_notes_Mel"
"SONORA","ISLA SAN ESTEBAN",NA,28.6963,-112.581,NA,NA,NA,28.6963,-112.581,"Sonora_Mid",NA
"SONORA","SANTO DOMINGO",NA,31.4678,-113.638,"alert 4: the lat-long values in Hem's key do not match the lat-long values in Mel's key by more than 2 degrees",30.6001591111111,-111.369172833333,31.4678,-113.638,"Sonora_North",NA
"SONORA","EL SAHUIMARO",NA,28.58,-111.762,"high confidence",28.58,-111.762,28.58,-111.762,"Sonora_Mid",NA
"NAYARIT","NOVILLERO",NA,22.3783827777778,-105.659072361111,"high confidence",22.3783827777778,-105.659072361111,NA,NA,NA,NA
"NAYARIT","CANCUN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NAYARIT","FLORE√±O, EL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NAYARIT","EMBARCADERO DE PESCADERO",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NAYARIT","CALIXTRA, LA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NAYARIT","VADO DE VILLA JUAREZ",NA,21.6867,-105.387,"high confidence",21.6867,-105.387,NA,NA,NA,NA
"SINALOA","EL MEZCAL",NA,22.651,-105.718,"high confidence",22.651,-105.718,NA,NA,NA,NA
"SINALOA","ESTERO MALINES",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SINALOA","TAPO REVOLUCION",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SINALOA","LAGUNA AGUA GRANDE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SINALOA","RIO DIQUES Y CANALES",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SINALOA","MARISMA EL HUIZACHE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SINALOA","TAPO POZO DE LA HACIENDA",NA,23.009387,-106.1562639,"high confidence",23.009387,-106.1562639,NA,NA,NA,NA
"SINALOA","BAJOS DEL TIO NICHO",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SINALOA","LAGUNA EL CAIMANERO",NA,22.9089782,-106.0680851,"high confidence",22.9089782,-106.0680851,NA,NA,NA,NA
"SINALOA","EL TORTUGO",NA,25.4040447222222,-108.641563194444,"high confidence",25.4040447222222,-108.641563194444,NA,NA,NA,NA
"SINALOA","LOS SABALOS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SONORA","BALNEARIO VENECIA",NA,27.5643,-110.491,NA,NA,NA,27.5643,-110.491,"Sonora_South",NA
"SINALOA","DAUTILLOS",NA,24.721898962963,-107.975027614815,"high confidence",24.721898962963,-107.975027614815,NA,NA,NA,NA
"SINALOA","CAMPO EL COLORADITO",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SINALOA","PLAYA TEACAPAN",NA,22.524,-105.691,"high confidence",22.524,-105.691,NA,NA,NA,NA
"NAYARIT","EMBARCADERO DE STA. CRUZ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NAYARIT","VENA DE PERICOS",NA,22.4217,-105.3522,"high confidence",22.4217,-105.3522,NA,NA,NA,NA
"BAJA CALIFORNIA SUR","EL DELGADITO",NA,26.6404,-111.8285,NA,NA,NA,26.6404,-111.8285,"Baja_California_Sur_North",NA
"BAJA CALIFORNIA SUR","CABO SAN LUCAS",NA,22.8970188888889,-109.925186111111,"high confidence",22.8970188888889,-109.925186111111,22.873,-109.895,"Baja_California_Sur_South",NA
"NAYARIT","MIRAMAR",NA,21.427285,-105.18685,"high confidence",21.427285,-105.18685,NA,NA,NA,NA
"SINALOA","CHICURA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SINALOA","EL PLATANITO",NA,26.2399714814815,-108.239734259259,"high confidence",26.2399714814815,-108.239734259259,NA,NA,NA,NA
"SINALOA","ALTATA",NA,24.635023875,-107.931134583333,"high confidence",24.635023875,-107.931134583333,NA,NA,NA,NA
"JALISCO","EL SALADO","marine",20.81,-105.07,"high confidence",20.81,-105.07,20.6489,-105.2256,"Nayarit/Jalisco","El Salado = PV estuary, but key range is non-Jalisco; still marine"
"SINALOA","LITORAL (MAZATLAN)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SINALOA","EL MANGLITO",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NAYARIT","EL PINO",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BAJA CALIFORNIA","PUNTA LA GRINGA",NA,29.0313694,-113.53887445,"high confidence",29.0313694,-113.53887445,29.031,-113.541,"Baja_California_South",NA
"SINALOA","DRENES Y CANALES DEL VALLE DEL CARRIZO",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NAYARIT","ATICAMA",NA,21.4799858333333,-105.193931388889,"high confidence",21.4799858333333,-105.193931388889,NA,NA,NA,NA
"SINALOA","CORTINA DE LA PRESA EL PE%ON (AGUSTINA RAMIREZ)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"JALISCO","RIO AMECA","marine",20.6,-105.28,NA,NA,NA,20.6,-105.28,"Nayarit/Jalisco","River that forms part of Jalisco/Nayarit boundary flowing into Bahía de Banderas; approximate mouth location."
"JALISCO","ESTERO EL ERMITA√ëO","marine",20.736,-105.398,NA,NA,NA,20.736,-105.398,"Nayarit/Jalisco","Salt–marsh lagoon system north of Punta de Mita area; listed as “Estero El Ermitaño” in ecological references; often shown near Bahía de Banderas coastline."
"BAJA CALIFORNIA","ESCOLLERA DE SAN FELIPE",NA,31.0173,-114.8335,NA,NA,NA,31.0173,-114.8335,"Baja_California_North",NA
"SONORA","EL SIARIC",NA,26.422,-109.174,"alert 1: multiple lat-long values in Hem's key that are more than 0.5 degree apart",26.422,-109.174,26.422,-109.174,"Sonora_South",NA
"SINALOA","LA PITAYA",NA,25.301,-108.517,"high confidence",25.301,-108.517,NA,NA,NA,NA
"JALISCO","BORDO RUIZ CORTINEZ","freshwater",20.12,-104.34,"high confidence",20.12,-104.34,20.551,-103.245,"Nayarit/Jalisco","appears in Tlajomulco area"
"BAJA CALIFORNIA SUR","EL JUNCALITO (B.C.S.)",NA,25.741,-111.247,NA,NA,NA,25.741,-111.247,"Baja_California_Sur_South",NA
"BAJA CALIFORNIA SUR","SAN NICOLAS",NA,26.5446105555556,-111.547966388889,"alert 2: multiple lat-long values in Hem's key that are more than 1 degree apart",26.5446105555556,-111.547966388889,26.532,-111.505,"Baja_California_Sur_North",NA
"BAJA CALIFORNIA","ISLA ANGEL DE LA GUARDA",NA,29.2898,-113.3649,NA,NA,NA,29.2898,-113.3649,"Baja_California_South",NA
"SINALOA","LITORAL (ESCUINAPA)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"JALISCO","PRESA CALDERON","freshwater",21.0142,-102.91,NA,NA,NA,21.0142,-102.91,"Nayarit/Jalisco","large, well-mapped, NE of GDL"
"NAYARIT","ARROYO SECO",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BAJA CALIFORNIA","BAHIA SAN FRANCISQUITO",NA,28.4432,-112.8489,"high confidence",28.4432,-112.8489,28.4432,-112.8489,"Baja_California_South",NA
"JALISCO","PRESA VICENTE VILLASE√ëOR","freshwater",20.7952,-102.9407,NA,NA,NA,20.7952,-102.9407,"Nayarit/Jalisco","east of Guadalajara"
"SONORA","EL DESEMBOQUE",NA,30.2102180333333,-112.790704033333,"high confidence",30.2102180333333,-112.790704033333,30.56,-113.01,"Sonora_Mid",NA
"SINALOA","BAHIA DE NAVACHISTE",NA,25.44521895,-108.83191625,"high confidence",25.44521895,-108.83191625,NA,NA,NA,NA
"NAYARIT","CANAL DE PERICOS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BAJA CALIFORNIA SUR","LIGUI",NA,25.7357780555556,-111.271201666667,"high confidence",25.7357780555556,-111.271201666667,25.7419,-111.2626,"Baja_California_Sur_South",NA
"BAJA CALIFORNIA SUR","LAS ISLITAS",NA,25.7573,-111.2748,NA,NA,NA,25.7573,-111.2748,"Baja_California_Sur_South",NA
"SINALOA","EL OSTIAL",NA,23.0898976,-106.2539506,"high confidence",23.0898976,-106.2539506,NA,NA,NA,NA
"SINALOA","LOS VIVEROS",NA,22.584,-105.6,"high confidence",22.584,-105.6,NA,NA,NA,NA
"SINALOA","EL VERDE CAMACHO",NA,23.4426897,-106.5825057,"high confidence",23.4426897,-106.5825057,NA,NA,NA,NA
"NAYARIT","EMBARCADERO FCO. VILLA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NAYARIT","IXTAPA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SINALOA","TEHUECO, VEGA Y DIQUE EL RI$ON",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NAYARIT","RANCHITO, EL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SINALOA","COSTA AZUL (CULT)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BAJA CALIFORNIA SUR","PUNTA SANTA ANA",NA,27.664,-112.5988,NA,NA,NA,27.664,-112.5988,"Baja_California_Sur_North",NA
"BAJA CALIFORNIA SUR","LOS FRAILES",NA,23.3775627777778,-109.435330833333,"high confidence",23.3775627777778,-109.435330833333,23.376,-109.431,"Baja_California_Sur_South",NA
"JALISCO","BOCA DE TOMATLAN","marine",20.4510294444444,-105.221966388889,"high confidence",20.4510294444444,-105.221966388889,20.5168,-105.3075,"Nayarit/Jalisco","active artisanal landing"
"BAJA CALIFORNIA SUR","PUNTA PRIETA",NA,25.6196463888889,-112.175606527778,"alert 2: multiple lat-long values in Hem's key that are more than 1 degree apart",25.6196463888889,-112.175606527778,26.9161,-111.9556,"Baja_California_Sur_North",NA
"SINALOA","SISTEMA DE RIEGO EN ANGOSTURA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"JALISCO","EL MOGOTE","marine",20.704,-105.345,"alert 4: the lat-long values in Hem's key do not match the lat-long values in Mel's key by more than 2 degrees",21.1468072222222,-102.647825833333,20.704,-105.345,"Nayarit/Jalisco","N Banderas area (approx centroid)"
"JALISCO","BAHIA LOS PEINES Y EL SALADO","marine",20.6312,-105.2475,NA,NA,NA,20.6312,-105.2475,"Nayarit/Jalisco","Los Peines beach + Estero El Salado zone in Puerto Vallarta"
"JALISCO","PLAYA DEL ROSITA","marine",19.26,-105.02,"high confidence",19.26,-105.02,20.6685,-105.213,"Nayarit/Jalisco","Small beach north of main PV waterfront (“Rosita” hotel/area)"
"SINALOA","BAHIA DE SANTA MARIA",NA,25.47061775,-108.77208085,"alert 1: multiple lat-long values in Hem's key that are more than 0.5 degree apart",25.47061775,-108.77208085,NA,NA,NA,NA
"NAYARIT","EMBARCADERO DE LA BATANGA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SINALOA","BAHIA DEL CONCHAL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SINALOA","LAGUNA CHIRICAHUETO",NA,24.432,-106.846,"high confidence",24.432,-106.846,NA,NA,NA,NA
"JALISCO","LOS CERRITOS Y BORDO LAS TUZAS","freshwater",20.57,-103.3,NA,NA,NA,20.57,-103.3,"Nayarit/Jalisco","Likely small ag. ponds near Los Cerritos area in Chapala basin; centroid estimate"
"SONORA","LAS BOCAS",NA,26.5872044444444,-109.3360475,"high confidence",26.5872044444444,-109.3360475,26.5848,-109.34,"Sonora_South",NA
"BAJA CALIFORNIA SUR","PUNTA ARENA (EN BAHIA CONCEPCION)",NA,26.81,-111.89,NA,NA,NA,26.81,-111.89,"Baja_California_Sur_North",NA
"BAJA CALIFORNIA","PUNTA REFUGIO (I. ANGEL DE LA GUARDA)",NA,29.5500124,-113.5156392,"high confidence",29.5500124,-113.5156392,29.2898,-113.3649,"Baja_California_South",NA
"SONORA","PUNTA CALAVERA",NA,27.87577,-110.605,"high confidence",27.87577,-110.605,27.859,-110.527,"Sonora_South",NA
"NAYARIT","FRENTE A NUEVO VALLARTA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BAJA CALIFORNIA SUR","PUNTA EL LEON",NA,24.221,-110.5622,NA,NA,NA,24.221,-110.5622,"Baja_California_Sur_South",NA
"BAJA CALIFORNIA SUR","PUNTA PESCADERO",NA,23.7987052777778,-109.700140555556,"high confidence",23.7987052777778,-109.700140555556,23.67,-109.51,"Baja_California_Sur_South",NA
"SONORA","PRESA MOCUZARIT",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SONORA","PAREDONCITO",NA,27.0556415277778,-109.910462638889,"high confidence",27.0556415277778,-109.910462638889,27.0542,-109.908,"Sonora_South",NA
"SINALOA","LA DRAGA Y EL PUYEQUE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SINALOA","SITIO FIDENCIO",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SINALOA","LA PESQUERIA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NAYARIT","PUENTE, EL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NAYARIT","EMBARCADERO EL COLORADO",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"JALISCO","PRESA OJO DE AGUA","freshwater",20.83,-103.1,NA,NA,NA,20.83,-103.1,"Nayarit/Jalisco","One of several “Presa Ojo de Agua”; this matches Jalisco interior near Tepatitlán/Atotonilco area"
"BAJA CALIFORNIA SUR","SAN BRUNO",NA,27.1623825,-112.161936944444,"high confidence",27.1623825,-112.161936944444,27.15,-112.98,"Baja_California_Sur_North",NA
"BAJA CALIFORNIA","RIO HARDY",NA,31.979,-115.119,NA,NA,NA,31.979,-115.119,"Baja_California_North",NA
"BAJA CALIFORNIA SUR","BOCA DE ALAMO",NA,23.8933616,-109.8045592,"high confidence",23.8933616,-109.8045592,23.8952,-109.8026,"Baja_California_Sur_South",NA
"NAYARIT","ESTERO SANTA MARIA",NA,22.2464,-105.4512,"high confidence",22.2464,-105.4512,NA,NA,NA,NA
"NAYARIT","LAGUNA LAS FLORES",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SINALOA","AGUAS CONTINENTALES DEL ESTADO DE SINALOA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NAYARIT","PERDON, EL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SONORA","LAS GUASIMAS",NA,26.8187572222222,-108.942643888889,"high confidence",26.8187572222222,-108.942643888889,27.8847,-110.58,"Sonora_South",NA
"JALISCO","LAGUNA GOMEZ FARIAS","freshwater",19.47,-103.27,"high confidence",19.47,-103.27,20.48,-103.6,"Nayarit/Jalisco","Small inland lagoon near Gómez Farías locality west of GDL; centroid"
"NAYARIT","NOPALERA, LA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SONORA","EL RIITO",NA,26.629725,-109.471997361111,"high confidence",26.629725,-109.471997361111,26.4823,-109.312,"Sonora_South",NA
"SONORA","ESTERO ATANASIA",NA,27.14,-110.21,NA,NA,NA,27.14,-110.21,"Sonora_South",NA
"SONORA","EL VERTEDOR",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BAJA CALIFORNIA SUR","EL CARDONAL (EN LA PAZ)",NA,23.8473,-109.7447,NA,NA,NA,23.8473,-109.7447,"Baja_California_Sur_South",NA
"BAJA CALIFORNIA SUR","BOCA DEL TULE",NA,23.24523,-109.438,"high confidence",23.24523,-109.438,23.264,-109.443,"Baja_California_Sur_South",NA
"JALISCO","PRESA """"CHARCO AZUL""""","freshwater",20.65,-103.05,NA,NA,NA,20.65,-103.05,"Nayarit/Jalisco","Small reservoir known locally as Charco Azul in GDL peri-urban area"
"SONORA","SAN JOSE",NA,27.4071227777778,-109.777359388889,"high confidence",27.4071227777778,-109.777359388889,27.12,-110.136,"Sonora_South",NA
"SINALOA","EMBARCADERO ISLA DE LA PIEDRA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SONORA","PUERTO LOBOS",NA,30.2718291666667,-112.844922777778,"high confidence",30.2718291666667,-112.844922777778,30.2707,-112.842,"Sonora_Mid",NA
"SINALOA","PIEDRA BOLA",NA,26.0096440277778,-108.215424375,"alert 1: multiple lat-long values in Hem's key that are more than 0.5 degree apart",26.0096440277778,-108.215424375,NA,NA,NA,NA
"JALISCO","ESTERO BOCA DE TOMATES","marine",20.67021775,-105.27198725,"high confidence",20.67021775,-105.27198725,20.714,-105.294,"Nayarit/Jalisco","Estero Boca de Tomates at north end of PV airport runways"
"SONORA","PARAJE VIEJO",NA,27.8795,-110.924,"high confidence",27.8795,-110.924,27.8795,-110.924,"Sonora_South",NA
"SONORA","ESTERO SAN JOSE",NA,27.125,-110.126,"high confidence",27.125,-110.126,27.125,-110.126,"Sonora_South",NA
"SONORA","SANTA LUGARDA",NA,26.7298,-109.7935,NA,NA,NA,26.7298,-109.7935,"Sonora_South",NA
"SONORA","CAMAHUIROA",NA,26.5415559722222,-109.287103611111,"high confidence",26.5415559722222,-109.287103611111,26.5394,-109.29,"Sonora_South",NA
"NAYARIT","EMBARCADERO DE SAN ANDRES",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NAYARIT","PLAYA SAN FRANCISCO",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SINALOA","BAHIA DE ALTATA Y ENSENADA DEL PABELLON",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SINALOA","BAHIA DE SANTA MARIA LA REFORMA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NAYARIT","EL MANGUITO",NA,22.0627305555556,-104.563011388889,"high confidence",22.0627305555556,-104.563011388889,NA,NA,NA,NA
"SONORA","PESQ. MEXICO",NA,26.78,-109.66,NA,NA,NA,26.78,-109.66,"Sonora_South",NA
"JALISCO","ESTERO SAN JUAN, CANGREJOS Y TORTUGAS","marine",20.693,-105.304,NA,NA,NA,20.693,-105.304,"Nayarit/Jalisco","Complex name used for Boca de Tomates / airport estuary region"
"JALISCO","BORDO HUEJOTITLAN","freshwater",20.21,-103.26,"high confidence",20.21,-103.26,20.409,-103.273,"Nayarit/Jalisco","Locality Huejotitlán near Chapala basin"
"JALISCO","PRESA LA JOYA","freshwater",20.667,-103.582,NA,NA,NA,20.667,-103.582,"Nayarit/Jalisco","“La Joya” reservoir west of Guadalajara"
"SINALOA","JOSEFA ORTIZ DE DOMINGUEZ (PRESA)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"JALISCO","PRESA MONTENEGRO","freshwater",20.596,-103.495,NA,NA,NA,20.596,-103.495,"Nayarit/Jalisco","NW of Lake Chapala, well mapped"
"NAYARIT","CAMPO DE LIMONES",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SINALOA","LITORAL (NAVOLATO)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SONORA","PUNTA DE LASTRE",NA,27.9213,-110.882,NA,NA,NA,27.9213,-110.882,"Sonora_South",NA
"NAYARIT","ESTERO EL PUYECON",NA,22.2051,-105.5959,"high confidence",22.2051,-105.5959,NA,NA,NA,NA
"SINALOA","BOCANITA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"JALISCO","PRESA AGUA PRIETA","freshwater",20.875,-102.95,NA,NA,NA,20.875,-102.95,"Nayarit/Jalisco","Inland Jalisco reservoir"
"SINALOA","ESTERO DE URIAS",NA,23.2009273,-106.3722588,"high confidence",23.2009273,-106.3722588,NA,NA,NA,NA
"SONORA","EL TORNILLAL",NA,31.5734122,-114.296277733333,"high confidence",31.5734122,-114.296277733333,31.5619,-114.297,"Sonora_North",NA
"BAJA CALIFORNIA SUR","EL SAUZOSO",NA,24.31128,-110.642,"high confidence",24.31128,-110.642,24.3157,-110.6378,"Baja_California_Sur_South",NA
"SINALOA","CELESTINO GASCA",NA,23.8177222,-106.88699995,"high confidence",23.8177222,-106.88699995,NA,NA,NA,NA
"NAYARIT","POZO CHINO",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NAYARIT","ZAPOTE DE PICAHOS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SINALOA","BAHIA DE CEUTA",NA,23.9009722,-106.92280555,"high confidence",23.9009722,-106.92280555,NA,NA,NA,NA
"JALISCO","PRESA CIENEGA DE GALVANES","freshwater",20.698,-103.744,NA,NA,NA,20.698,-103.744,"Nayarit/Jalisco","Ciénaga/lagoon complex west Chapala region"
"SINALOA","AGUAS CONTINENTALES (RIO SAN LORENZO)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SONORA","EL BORRASCOSO",NA,31.484,-114.05,"high confidence",31.484,-114.05,31.484,-114.05,"Sonora_North",NA
"SINALOA","MARMOL",NA,23.483,-106.6,"high confidence",23.483,-106.6,NA,NA,NA,NA
"JALISCO","PRESA LA RED","freshwater",20.874,-103.014,NA,NA,NA,20.874,-103.014,"Nayarit/Jalisco","N/E basin Jalisco area; small reservoir"
"BAJA CALIFORNIA","PUERTO SANTA CATARINA",NA,30.584,-114.6676,NA,NA,NA,30.584,-114.6676,"Baja_California_South",NA
"NAYARIT","COLOMO, EL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"JALISCO","PRESA EL GRANDE","freshwater",20.635,-103.189,NA,NA,NA,20.635,-103.189,"Nayarit/Jalisco","sometimes called “El Grande” near Tlajomulco area"
"SONORA","EL MERO",NA,27.894,-110.859,NA,NA,NA,27.894,-110.859,"Sonora_South",NA
"SINALOA","LITORAL (ROSARIO)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SONORA","PRESA CUAUHTEMOC",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SINALOA","LA BRECHA TEACAPAN",NA,22.5401202,-105.7371526,"high confidence",22.5401202,-105.7371526,NA,NA,NA,NA
"SINALOA","PUNTA DE SAN MIGUEL",NA,23.795,-106.883,"high confidence",23.795,-106.883,NA,NA,NA,NA
"JALISCO","BAHIA DE BANDERAS","marine",20.6,-105.3,NA,NA,NA,20.6,-105.3,"Nayarit/Jalisco","main bay shared Jalisco–Nayarit"
"BAJA CALIFORNIA","CAMPO DON ABEL",NA,31.1744785,-114.906418,"high confidence",31.1744785,-114.906418,31.1736,-114.8846,"Baja_California_North",NA
"BAJA CALIFORNIA SUR","BARRIO DE LA PLAYA",NA,23.06,-109.67,NA,NA,NA,23.06,-109.67,"Baja_California_Sur_South",NA
"BAJA CALIFORNIA SUR","LA VENTANA",NA,24.0736554166667,-110.313651944444,"high confidence",24.0736554166667,-110.313651944444,24.0488,-109.9931,"Baja_California_Sur_South",NA
"NAYARIT","ROBLITO, EL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SONORA","LA CHOYA",NA,31.3423,-113.64,"alert 3: multiple lat-long values in Hem's key that are more than 2 degrees apart",31.3423,-113.64,31.3423,-113.64,"Sonora_North",NA
"JALISCO","ESTERO BECERRA","marine",20.75,-105.36,"alert 4: the lat-long values in Hem's key do not match the lat-long values in Mel's key by more than 2 degrees",20.54,-102.79,20.75,-105.36,"Nayarit/Jalisco","small estuary north-coast—approx centroid"
"SONORA","BOCA DEL RIO MAYO",NA,26.715,-109.805,NA,NA,NA,26.715,-109.805,"Sonora_South",NA
"NAYARIT","EMBARCADERO LOS ESPEJOS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SONORA","LA MANGA",NA,27.978115,-111.1235,"high confidence",27.978115,-111.1235,27.9765,-111.123,"Sonora_South",NA
"SINALOA","CASCABELES",NA,24.60331,-107.321,"high confidence",24.60331,-107.321,NA,NA,NA,NA
"JALISCO","BORDO AGUA ZARCA","freshwater",20.65,-103.35,NA,NA,NA,20.65,-103.35,"Nayarit/Jalisco","Inland agricultural reservoir area"
"NAYARIT","LO DE MARCO",NA,20.9549513,-105.3540238,"high confidence",20.9549513,-105.3540238,NA,NA,NA,NA
"JALISCO","PRESA SAN ONOFRE","freshwater",20.988,-102.789,NA,NA,NA,20.988,-102.789,"Nayarit/Jalisco","NE sector; mapped Jalisco reservoir"
"SONORA","LA BANDERA",NA,28.2980094444444,-111.140487222222,"high confidence",28.2980094444444,-111.140487222222,27.894,-110.953,"Sonora_South",NA
"NAYARIT","RUBE√ëA, LA (RIO SANTIAGO)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"JALISCO","PRESA EL MORIJO","freshwater",20.8,-103.2,NA,NA,NA,20.8,-103.2,"Nayarit/Jalisco","Inland dam region near highlands"
"BAJA CALIFORNIA","PIEDRA SAN ANTONIO",NA,28.4328,-112.8691,"high confidence",28.4328,-112.8691,28.4328,-112.8691,"Baja_California_South",NA
"BAJA CALIFORNIA SUR","ISLA CERRALVO",NA,24.2341349,-109.8901427,"high confidence",24.2341349,-109.8901427,24.2357,-109.8693,"Baja_California_Sur_South",NA
"BAJA CALIFORNIA SUR","BUENA VISTA (EN LOS CABOS)",NA,23.66,-109.7,NA,NA,NA,23.66,-109.7,"Baja_California_Sur_South",NA
"NAYARIT","CHORROS, LOS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SINALOA","LAS TINAJAS",NA,23.5111943055556,-106.391727916667,"high confidence",23.5111943055556,-106.391727916667,NA,NA,NA,NA
"SINALOA","LAS LABRADAS",NA,23.5138356611111,-106.403375994444,"high confidence",23.5138356611111,-106.403375994444,NA,NA,NA,NA
"NAYARIT","EMBARCADERO LAGUNA LA PESCA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"JALISCO","PRESA DE HURTADO","freshwater",21.037,-102.768,NA,NA,NA,21.037,-102.768,"Nayarit/Jalisco","Inland–north Jalisco (Los Altos region)"
"NAYARIT","GUASIMA, LA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"JALISCO","EL FARITO","marine",20.602,-105.233,NA,NA,NA,20.602,-105.233,"Nayarit/Jalisco","Known point/landing in Puerto Vallarta bay"
"SINALOA","ISLA DE LA PIEDRA",NA,23.188869,-106.40455165,"high confidence",23.188869,-106.40455165,NA,NA,NA,NA
"NAYARIT","LAGUNA LAS TORTUGAS Y MATAIZA",NA,21.2243,-105.2072,"high confidence",21.2243,-105.2072,NA,NA,NA,NA
"BAJA CALIFORNIA SUR","SAN JOSE DEL CABO, B.C.S.",NA,23.062,-109.7,NA,NA,NA,23.062,-109.7,"Baja_California_Sur_South",NA
"JALISCO","BORDO SAN JOAQUIN","freshwater",20.26,-103.45,"high confidence",20.26,-103.45,20.68,-103.33,"Nayarit/Jalisco","inland agricultural pond"
"JALISCO","BORDO LOS ZAPOTITOS","freshwater",20.43,-103.93,"high confidence",20.43,-103.93,20.85,-102.88,"Nayarit/Jalisco","Los Altos region; centroid"
"NAYARIT","AZTLAN DE LAS GARZAS",NA,21.8257625,-105.391833055556,"high confidence",21.8257625,-105.391833055556,NA,NA,NA,NA
"JALISCO","PRESA EL TULE","freshwater",20.726,-103.242,NA,NA,NA,20.726,-103.242,"Nayarit/Jalisco","Jalisco interior"
"BAJA CALIFORNIA","PUNTA FINAL",NA,29.7605140666667,-114.2860157,"high confidence",29.7605140666667,-114.2860157,29.772,-114.2711,"Baja_California_South",NA
"NAYARIT","SAN MIGUEL NO. 2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BAJA CALIFORNIA SUR","ISLA CATALANA",NA,25.653,-110.781,NA,NA,NA,25.653,-110.781,"Baja_California_Sur_South",NA
"NAYARIT","ESTERO EL CHINO",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SINALOA","LOS DIQUES",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SINALOA","PRESA LOS HORCONES",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
