"state","landing_site","est_habitat","lat_final","lon_final","FLAGS","HemKey_lat","HemKey_lon","MelKey_lat","MelKey_lon","OHI_region_draft","site_notes_Mel"
"BAJA CALIFORNIA","BAHIA DE LAS ANIMAS",NA,28.86716595,-113.4297648,"high confidence",28.86716595,-113.4297648,28.9183,-113.507,"Baja_California_South",NA
"SINALOA","EL POZO DEL MARQUIZ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BAJA CALIFORNIA SUR","BAHIA DE SAN JUANICO",NA,26.2568056,-112.4812989,"high confidence",26.2568056,-112.4812989,26.436,-111.45,"Baja_California_Sur_North",NA
"SINALOA","SITIO LA DRAGA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SINALOA","LOS PUENTES",NA,25.16732,-108.197,"alert 1: multiple lat-long values in Hem's key that are more than 0.5 degree apart",25.16732,-108.197,NA,NA,NA,NA
"SINALOA","LAS ARENITAS",NA,24.4864830555556,-107.627569907407,"high confidence",24.4864830555556,-107.627569907407,NA,NA,NA,NA
"SINALOA","BOCA DEL RIO",NA,25.28701,-108.4981675,"high confidence",25.28701,-108.4981675,NA,NA,NA,NA
"SINALOA","CAMPO PESQUERO PLAYA COLORADA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SINALOA","ARROYO LOS CAUQUES",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SINALOA","LA BRECHA",NA,25.4276515722222,-108.31614647037,"high confidence",25.4276515722222,-108.31614647037,NA,NA,NA,NA
"SINALOA","BAHIA AGIABAMPO",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SINALOA","LOS CERRITOS",NA,23.4266722222222,-106.210040277778,"high confidence",23.4266722222222,-106.210040277778,NA,NA,NA,NA
"BAJA CALIFORNIA","EL SANJON",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NAYARIT","LA CORTINA",NA,21.83501,-104.795,"high confidence",21.83501,-104.795,NA,NA,NA,NA
"BAJA CALIFORNIA","BAHIA DE CALAMAJUE",NA,29.6904,-114.1555,NA,NA,NA,29.6904,-114.1555,"Baja_California_South",NA
"SINALOA","EJIDOS DE BARRON",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SONORA","CABO TEPOPA",NA,29.37461665,-112.4187778,"high confidence",29.37461665,-112.4187778,29.3734,-112.417,"Sonora_Mid",NA
"SINALOA","EL SALTO (PRESA)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SINALOA","PAREDONES (CULT.)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SINALOA","LOS MALINES",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SINALOA","EL CHARCO",NA,22.84676,-105.945,"high confidence",22.84676,-105.945,NA,NA,NA,NA
"SINALOA","EL POZO DEL PADRE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SINALOA","COSPITA",NA,24.1043015388889,-107.126219694444,"high confidence",24.1043015388889,-107.126219694444,NA,NA,NA,NA
"SINALOA","AGUACALIENTITA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"JALISCO","RUSIAS NEGRAS","freshwater",20.77,-103.14,NA,NA,NA,20.77,-103.14,"Nayarit/Jalisco","interior reservoir, limited info"
"BAJA CALIFORNIA SUR","P. SANTA ROSA CONSTITUCION",NA,23.3,-109.9,NA,NA,NA,23.3,-109.9,"Baja_California_Sur_South",NA
"BAJA CALIFORNIA","ARROYO LAS MUJERES",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"JALISCO","PRESA CUACUALA","freshwater",20.835,-103.09,NA,NA,NA,20.835,-103.09,"Nayarit/Jalisco","interior Jalisco (Los Altos)"
"JALISCO","PRESA LA CA√ëADA","freshwater",20.84,-103.07,NA,NA,NA,20.84,-103.07,"Nayarit/Jalisco","adjacent to Cuacuala cluster"
"JALISCO","PRESA SAN IGNACIO","freshwater",20.875,-103.02,NA,NA,NA,20.875,-103.02,"Nayarit/Jalisco","Los Altos / NE region"
"BAJA CALIFORNIA SUR","PUNTA CONCEPCION",NA,26.8965,-111.8201,NA,NA,NA,26.8965,-111.8201,"Baja_California_Sur_North",NA
"SINALOA","LAS ESCOPAMAS",NA,23.3420144,-106.4840256,"high confidence",23.3420144,-106.4840256,NA,NA,NA,NA
"SINALOA","DIQUE MARIQUITAS",NA,25.0066666,-107.6330555,"high confidence",25.0066666,-107.6330555,NA,NA,NA,NA
"BAJA CALIFORNIA SUR","ROCA LOBOS",NA,27.1674,-112.0679,NA,NA,NA,27.1674,-112.0679,"Baja_California_Sur_North",NA
"SINALOA","EL PASITO",NA,26.5176216666667,-108.709368888889,"high confidence",26.5176216666667,-108.709368888889,NA,NA,NA,NA
"SINALOA","EL PITAYAL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NAYARIT","ESTERO JUAN PEREZ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SINALOA","LA CIRUELITA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SINALOA","COSTAS DE SUR DE SINALOA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NAYARIT","CA√±ADA EL PALILLO",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NAYARIT","OTATITO, EL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NAYARIT","ESTERO SAN CRISTOBAL",NA,21.3915,-105.2002,"high confidence",21.3915,-105.2002,NA,NA,NA,NA
"SINALOA","LAGUNA LA PUENTE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SINALOA","EL HECHO",NA,26.2852486722222,-109.108633855556,"high confidence",26.2852486722222,-109.108633855556,NA,NA,NA,NA
"NAYARIT","CONCHAL, EL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SINALOA","LOS TECOLOTES",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BAJA CALIFORNIA SUR","MUELLE FISCAL DE LA PAZ",NA,24.166,-110.31,NA,NA,NA,24.166,-110.31,"Baja_California_Sur_South",NA
"NAYARIT","EJIDO COFRADIA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SONORA","EL TECORI",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SINALOA","LA PALMA",NA,26.69115,-108.345043888889,"high confidence",26.69115,-108.345043888889,NA,NA,NA,NA
"SINALOA","LAS TAUNITAS",NA,26.8914291666667,-108.249493888889,"high confidence",26.8914291666667,-108.249493888889,NA,NA,NA,NA
"SINALOA","PUNTA DE GRANO",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BAJA CALIFORNIA","ISLA LAS ANIMAS",NA,28.7,-112.9329,NA,NA,NA,28.7,-112.9329,"Baja_California_South",NA
"SINALOA","TECHOBAMPO",NA,26.67707,-108.474,"high confidence",26.67707,-108.474,NA,NA,NA,NA
"BAJA CALIFORNIA SUR","PUNTA PALMILLA",NA,23.008,-109.714,NA,NA,NA,23.008,-109.714,"Baja_California_Sur_South",NA
"SONORA","BAHIA DEL TOBARI",NA,27.0652,-109.9985,NA,NA,NA,27.0652,-109.9985,"Sonora_South",NA
"BAJA CALIFORNIA SUR","LEY FEDERAL DE AGUAS N0. 5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"JALISCO","PRESA COYNAN","freshwater",20.785,-103.1,NA,NA,NA,20.785,-103.1,"Nayarit/Jalisco","interior presa near the same block"
"SINALOA","LAS BRISAS (CULT.)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SINALOA","AGUA GRANDE",NA,22.711,-105.698,"high confidence",22.711,-105.698,NA,NA,NA,NA
"SINALOA","CAMP. ADAN CECE?A",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SINALOA","BATURY ANGOSTURA (CULT)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SINALOA","EL POZO DE LA HACIENDA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"JALISCO","PRESA DE VALERIO","freshwater",20.885,-103.15,NA,NA,NA,20.885,-103.15,"Nayarit/Jalisco","inland, NE Jalisco"
"NAYARIT","CHINO, EL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SONORA","LA CORTINA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SINALOA","MARISMA LAS CABRAS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SINALOA","LA PUNTILLA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SINALOA","EL EBANITO",NA,22.7966952777778,-105.832328888889,"alert 2: multiple lat-long values in Hem's key that are more than 1 degree apart",22.7966952777778,-105.832328888889,NA,NA,NA,NA
"SINALOA","GRULLA MARGEN IZQUIERDA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SINALOA","TEODORO BELTRAN",NA,23.009387,-106.1562639,"high confidence",23.009387,-106.1562639,NA,NA,NA,NA
"SINALOA","GUSTAVO DIAZ ORDAZ (PRESA BACURA)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"JALISCO","SAN SEBASTIAN DEL OESTE","freshwater",20.7610819666667,-104.852237083333,"high confidence",20.7610819666667,-104.852237083333,20.7611,-104.8128,"Nayarit/Jalisco","Mountain town in Sierra, not coastal; fishing in streams"
"SINALOA","IGUANITO",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"JALISCO","EMBARCADERO EL LIMON","marine",20.63,-105.3,NA,NA,NA,20.63,-105.3,"Nayarit/Jalisco","Likely the “El Limón” coastal embarcadero near Bahía de Banderas not the inland “El Limón” town"
"BAJA CALIFORNIA SUR","PUERTO CUCHILLO",NA,24.97,-110.93,NA,NA,NA,24.97,-110.93,"Baja_California_Sur_South",NA
"SINALOA","LA CORTINA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SINALOA","ADOLFO LOPEZ MATEOS (PRESA)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SINALOA","EL TABACHIN",NA,26.1862636111111,-108.311224166667,"high confidence",26.1862636111111,-108.311224166667,NA,NA,NA,NA
"SINALOA","AURELIO VENANCINES VIZCAINA (PRESA)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SONORA","PUNTA DE LASTRA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SINALOA","DIQUE LA PRIMAVERA",NA,24.7199821,-107.4157943,"high confidence",24.7199821,-107.4157943,NA,NA,NA,NA
"SINALOA","LAS FUENTES",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BAJA CALIFORNIA SUR","ESTERO SANTA ROSA",NA,23.3,-109.9,NA,NA,NA,23.3,-109.9,"Baja_California_Sur_South",NA
"SINALOA","PUERTA DE MEXICO",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SINALOA","LOMAS DE GARSAS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"JALISCO","PRESA ALCAPARROSA","freshwater",20.81,-103.2,NA,NA,NA,20.81,-103.2,"Nayarit/Jalisco","inland"
"NAYARIT","EMBALSE DE AGUAMILPA",NA,20.9193999,-105.02734995,"high confidence",20.9193999,-105.02734995,NA,NA,NA,NA
"NAYARIT","LAS CONCHITAS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SINALOA","EL DESORDEN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NAYARIT","LA NUEVA U",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SINALOA","DRENES Y CANALES DE JUAN JOSE RIOS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BAJA CALIFORNIA SUR","BAHIA LOS MUERTOS",NA,23.95,-109.8105,NA,NA,NA,23.95,-109.8105,"Baja_California_Sur_South",NA
"SINALOA","BARRAS DE PIAXTLA",NA,23.6632747222222,-106.801500277778,"high confidence",23.6632747222222,-106.801500277778,NA,NA,NA,NA
"SINALOA","EL HUIZACHE",NA,24.376035462963,-107.327061388889,"alert 2: multiple lat-long values in Hem's key that are more than 1 degree apart",24.376035462963,-107.327061388889,NA,NA,NA,NA
"SINALOA","EL VERTEDOR",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BAJA CALIFORNIA SUR","ARROYO LA PITAYA",NA,25.05,-110.95,NA,NA,NA,25.05,-110.95,"Baja_California_Sur_South",NA
"SINALOA","PUERTA DE SAN MARCOS",NA,23.4981855555556,-106.227901111111,"high confidence",23.4981855555556,-106.227901111111,NA,NA,NA,NA
"SINALOA","LAGUNA LAS LAJITAS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SONORA","PRESA PLUTARCO ELIAS CALLES",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SINALOA","SAN JOSE DE LA BOCA COSALA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SONORA","ISLA MIRAMAR",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SINALOA","ESTACION DIMAS",NA,23.7215764,-106.7807941,"high confidence",23.7215764,-106.7807941,NA,NA,NA,NA
"SINALOA","BAHIA SAN ESTEBAN",NA,25.7945934,-108.9995348,"high confidence",25.7945934,-108.9995348,NA,NA,NA,NA
"SINALOA","PLAYA MANZANILLO(PTO.ESC.)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SINALOA","ENSENADA DEL PABELLON",NA,24.432,-107.553,"high confidence",24.432,-107.553,NA,NA,NA,NA
"SINALOA","EL COMEDERO",NA,24.636629,-106.789826,"high confidence",24.636629,-106.789826,NA,NA,NA,NA
"BAJA CALIFORNIA SUR","EL TULE",NA,22.958,-109.811,NA,NA,NA,22.958,-109.811,"Baja_California_Sur_South",NA
"SINALOA","EL GUAMUCHILITO",NA,25.7199385185185,-108.284136759259,"high confidence",25.7199385185185,-108.284136759259,NA,NA,NA,NA
"SINALOA","LOS POZOS",NA,23.0054813888889,-106.151429722222,"high confidence",23.0054813888889,-106.151429722222,NA,NA,NA,NA
"SINALOA","LA VENA DE SOLIS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BAJA CALIFORNIA SUR","BAHIA DE LOS ANGELES",NA,28.9519153,-113.5624339,"high confidence",28.9519153,-113.5624339,28.95,-113.56,"Baja_California_Sur_North",NA
"BAJA CALIFORNIA SUR","ESTERO MULEGE",NA,26.8922164,-111.9835831,"high confidence",26.8922164,-111.9835831,27.0321,-112.0267,"Baja_California_Sur_North",NA
"SINALOA","LAS COLORADAS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SINALOA","LA GUASIMA",NA,23.0694046296296,-106.07175,"high confidence",23.0694046296296,-106.07175,NA,NA,NA,NA
"JALISCO","PRESA LOS SAUCES","freshwater",20.85,-103.12,NA,NA,NA,20.85,-103.12,"Nayarit/Jalisco","same Los Altos presa zone"
"NAYARIT","ESTERO DE LOS GIOTES",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SINALOA","EL PUYEQUE",NA,22.82482,-105.995,"high confidence",22.82482,-105.995,NA,NA,NA,NA
"SINALOA","SANTA MARIA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SINALOA","MALINES",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SINALOA","EL ROBLITO",NA,22.99167,-106.051,"high confidence",22.99167,-106.051,NA,NA,NA,NA
"SINALOA","SITIO LA GUANERA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BAJA CALIFORNIA SUR","LA CRUZ",NA,24.16,-110.31,NA,NA,NA,24.16,-110.31,"Baja_California_Sur_South",NA
"BAJA CALIFORNIA SUR","BAHIA LA VENTANA",NA,24.0453,-109.929,NA,NA,NA,24.0453,-109.929,"Baja_California_Sur_South",NA
"BAJA CALIFORNIA SUR","PUNTA COYOTE (EN LORETO)",NA,26.005,-111.337,NA,NA,NA,26.005,-111.337,"Baja_California_Sur_South",NA
"SONORA","HUATABAMPITO",NA,26.7598196,-109.61043045,"high confidence",26.7598196,-109.61043045,26.6961,-109.6097,"Sonora_South",NA
"BAJA CALIFORNIA SUR","R/A. PUEBLO NUEVO",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"JALISCO","LAGUNA DE VILLACORONA","freshwater",20.49,-103.33,NA,NA,NA,20.49,-103.33,"Nayarit/Jalisco","lagoon area near Villacorona, well known"
"JALISCO","ARROYO AGUA BLANCA","freshwater",20.83,-103.15,NA,NA,NA,20.83,-103.15,"Nayarit/Jalisco","interior watershed; not the Pacific Agua Blanca beach in Nayarit"
"JALISCO","PRESA VISTA HERMOSA","freshwater",20.44,-103.29,NA,NA,NA,20.44,-103.29,"Nayarit/Jalisco","interior basin"
"SINALOA","TRES ISLAS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"JALISCO","LA TUNA","freshwater",20.1298429166667,-103.552468958333,"high confidence",20.1298429166667,-103.552468958333,20.46,-103.26,"Nayarit/Jalisco","near Vista Hermosa cluster"
"SINALOA","EUSTAQUIO BUELNA (PRESA)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NAYARIT","PIEDRA DEL ASADERO",NA,21.6388,-105.2532,"high confidence",21.6388,-105.2532,NA,NA,NA,NA
"SINALOA","CORTINA",NA,24.43337,-107.113,"high confidence",24.43337,-107.113,NA,NA,NA,NA
"SINALOA","PUENTE JUAREZ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SINALOA","CHICURAS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NAYARIT","EL PASO, IXTAPA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SINALOA","ESTERO EL SACRIFICIO",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NAYARIT","BOCA DE AZADERO",NA,21.643375,-105.4254787,"high confidence",21.643375,-105.4254787,NA,NA,NA,NA
"SINALOA","BARBARAZA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NAYARIT","AGUACALIENTE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SINALOA","SAN BUENAVENTURA",NA,25.958,-108.231,"high confidence",25.958,-108.231,NA,NA,NA,NA
"SINALOA","DIQUE POROHUI",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BAJA CALIFORNIA","TOPOLOBAMPO",NA,25.602,-109.056,NA,NA,NA,25.602,-109.056,"Baja_California_South",NA
"BAJA CALIFORNIA SUR","PUNTA EL LIMON (EN ISLA CERRALVO)",NA,24.2357,-109.8693,NA,NA,NA,24.2357,-109.8693,"Baja_California_Sur_South",NA
"BAJA CALIFORNIA SUR","CAMPO EL COLORADO",NA,24.733,-110.685,NA,NA,NA,24.733,-110.685,"Baja_California_Sur_South",NA
"SINALOA","ARROYO LOS CAUGUES",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SINALOA","EL PERIHUETE",NA,26.0055902777778,-108.392590833333,"high confidence",26.0055902777778,-108.392590833333,NA,NA,NA,NA
"NAYARIT","ZAPOTE DE PICACHOS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SINALOA","LAS SALINITAS",NA,23.4597008333333,-106.600317777778,"high confidence",23.4597008333333,-106.600317777778,NA,NA,NA,NA
"BAJA CALIFORNIA SUR","NO TIENE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SINALOA","EL FISGADERO",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BAJA CALIFORNIA","LAS PALOMAS",NA,31.4511086111111,-116.260101666667,"high confidence",31.4511086111111,-116.260101666667,30.9903,-114.8155,"Baja_California_North",NA
"BAJA CALIFORNIA SUR","PUNTA AMARILLA (O SANTA ROSA)",NA,23.3,-109.9,NA,NA,NA,23.3,-109.9,"Baja_California_Sur_South",NA
"SINALOA","AVIACION",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SINALOA","MAICULIS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SINALOA","EL TETUAN",NA,24.6227821,-107.9054828,"high confidence",24.6227821,-107.9054828,NA,NA,NA,NA
"SONORA","PRESA EL MOLINITO",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NAYARIT","RANCHO VIEJO (POTREROS)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SINALOA","CAMPO EL CASTILLO",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SONORA","MANO PANTERA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SONORA","LA BINORAMA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SINALOA","EL CHILOCOTE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SINALOA","CAMPO DE COMIDA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SINALOA","GUAMUCHIL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SINALOA","ESTERO SIRENA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SINALOA","LA BAYONA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SINALOA","EL TENPLETE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SINALOA","PREDIO MAPAHUI (CULT.)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BAJA CALIFORNIA","SANTA ROSALIA",NA,27.34,-112.274,NA,NA,NA,27.34,-112.274,"Baja_California_South",NA
"SINALOA","BACHOMOBAMPO",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BAJA CALIFORNIA SUR","BAJO EL TIBURON",NA,26.8487,-111.8988,NA,NA,NA,26.8487,-111.8988,"Baja_California_Sur_North",NA
"SINALOA","RIO HARDY",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SINALOA","SALTO CHICO",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SINALOA","DISTRITO DE RIEGO NO.63",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BAJA CALIFORNIA SUR","SANTA ROSALIITA",NA,26.5668,-111.7905,"alert 4: the lat-long values in Hem's key do not match the lat-long values in Mel's key by more than 2 degrees",28.6686111,-114.2369444,26.5668,-111.7905,"Baja_California_Sur_North",NA
"SINALOA","LAGUNA VERDE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NAYARIT","EL HOBO",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BAJA CALIFORNIA SUR","PUERTO ESCONDIDO (EN LORETO)",NA,26.005,-111.337,NA,NA,NA,26.005,-111.337,"Baja_California_Sur_South",NA
"BAJA CALIFORNIA SUR","ENSENADA EL MUERTO",NA,27.0994,-111.9924,NA,NA,NA,27.0994,-111.9924,"Baja_California_Sur_North",NA
"SINALOA","PUNTA PALA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SINALOA","CORTINA DE LA PRESA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BAJA CALIFORNIA","PUERTO VIEJO (EN B.C.N.)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BAJA CALIFORNIA SUR","EL CARDONAL",NA,24.031,-110.367,NA,NA,NA,24.031,-110.367,"Baja_California_Sur_South",NA
"SINALOA","DISTRITO DE RIEGO NO. 74",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SINALOA","EMBARCADERO EL RASTRO",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SONORA","PRESA ADOLFO RUIZ CORTINEZ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BAJA CALIFORNIA SUR","SAN LUIS GONZAGA B.C.N.",NA,29.79,-114.39,NA,NA,NA,29.79,-114.39,"Baja_California_Sur_North",NA
"BAJA CALIFORNIA SUR","SAN MARCOS (EN ISLA SAN MARCOS)",NA,27.17,-112.06,NA,NA,NA,27.17,-112.06,"Baja_California_Sur_North",NA
"BAJA CALIFORNIA SUR","ISLA SAN JOSE",NA,24.9710304,-110.628811,"high confidence",24.9710304,-110.628811,24.92,-110.58,"Baja_California_Sur_South",NA
"SINALOA","LOS ALGODONES",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SINALOA","LAGUNA DEL CHONTE (CULT)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SINALOA","EL OSTIONAL (CULT)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BAJA CALIFORNIA SUR","EL QUEEN",NA,27.77639,-114.64,"high confidence",27.77639,-114.64,NA,NA,NA,NA
"SINALOA","EL ESPINAZO DEL DIABLO",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SINALOA","LAGUNA DE ABOCHO",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SINALOA","EL ROBLE SAN RAFAEL",NA,24.166,-106.704,"high confidence",24.166,-106.704,NA,NA,NA,NA
"SINALOA","GRULLA MARGEN DERECHA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BAJA CALIFORNIA SUR","ISLA SAN DIEGO",NA,25.208,-110.703,NA,NA,NA,25.208,-110.703,"Baja_California_Sur_South",NA
"SINALOA","SAN MIGUEL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SINALOA","6 DE AGOSTO DE 1987 (CULT)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SINALOA","EL VERDE ZAVALA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BAJA CALIFORNIA","SAN MIGUEL (B. DE LOS ANGELES)",NA,28.92,-113.54,NA,NA,NA,28.92,-113.54,"Baja_California_South",NA
"BAJA CALIFORNIA","BOCANA SANTO DOMINGO",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NAYARIT","SAN MIGUEL",NA,22.10853,-105.322,"high confidence",22.10853,-105.322,NA,NA,NA,NA
"SINALOA","PUNTA PRIETA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SONORA","VALLE DEL YAQUI",NA,27.3183,-110.56,NA,NA,NA,27.3183,-110.56,"Sonora_South",NA
"JALISCO","EL CHAMBRE","marine",20.67,-105.305,NA,NA,NA,20.67,-105.305,"Nayarit/Jalisco","within Bahía de Banderas zone"
"BAJA CALIFORNIA SUR","ENSENADA DE CORTEZ",NA,25.92,-111.32,NA,NA,NA,25.92,-111.32,"Baja_California_Sur_South",NA
"BAJA CALIFORNIA","CACHAN DE ECHEVERRIA",NA,28.63,-113.09,NA,NA,NA,28.63,-113.09,"Baja_California_South",NA
"BAJA CALIFORNIA","MUELLE PLANTA PESQUERA TABASQUENA O COMPLEJO",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NAYARIT","ESTERO """"EL POZO""""",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BAJA CALIFORNIA SUR","PUERTO ALMEJA",NA,26.379,-111.43,NA,NA,NA,26.379,-111.43,"Baja_California_Sur_North",NA
"SINALOA","LAS PUENTES",NA,24.5326,-107.54,"high confidence",24.5326,-107.54,NA,NA,NA,NA
"BAJA CALIFORNIA SUR","ISLA SANTA INES",NA,27.0277,-111.9276,NA,NA,NA,27.0277,-111.9276,"Baja_California_Sur_North",NA
"BAJA CALIFORNIA SUR","PUNTA LOS TULES",NA,24.2705,-110.613,NA,NA,NA,24.2705,-110.613,"Baja_California_Sur_South",NA
"NAYARIT","LAGUNA DE ZOQUIPA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SINALOA","PREDIO SANCHEZ VALDEZ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SINALOA","SANALONA (PRESA)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BAJA CALIFORNIA","ESTERO EL ZAPOTAL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"JALISCO","PRESA """"EL TRIGO""""","freshwater",20.725,-103.35,NA,NA,NA,20.725,-103.35,"Nayarit/Jalisco","interior"
"JALISCO","PRESA EL CARRIZO","freshwater",20.58,-103.35,NA,NA,NA,20.58,-103.35,"Nayarit/Jalisco","interior"
