rgn_id,year,pressure
Region_2,2025,0
Region_9,2025,0.1
Region_1,2025,0.719
Region_3,2025,0.001
Region_4,2025,0.009
Region_5,2025,0.022
Region_6,2025,0.064
Region_7,2025,0.086
Region_8,2025,0.1
