stockid,year,ram_bmsy,assessid,stocklong,assessyear,scientificname,commonname,areaname,managementauthority,assessorfull,region,FisheryType,taxGroup,primary_FAOarea,primary_country
STMARLINWCNPAC,2016,0.4550691,ISC-STMARLINWCNPAC-1950-2018-PONS,Striped marlin Western and Central North Pacific,1950-2018,Kajikia audax,Striped marlin,Western and Central North Pacific,International Scientific Committee for Tuna and Tuna-like Species in the North Pacific Ocean,International Scientific Committee for Tuna and Tuna-like Species in the North Pacific Ocean,Pacific Ocean,Tuna and Marlin,tuna-billfish,77,Japan
STMARLINWCNPAC,2017,0.3767281,ISC-STMARLINWCNPAC-1950-2018-PONS,Striped marlin Western and Central North Pacific,1950-2018,Kajikia audax,Striped marlin,Western and Central North Pacific,International Scientific Committee for Tuna and Tuna-like Species in the North Pacific Ocean,International Scientific Committee for Tuna and Tuna-like Species in the North Pacific Ocean,Pacific Ocean,Tuna and Marlin,tuna-billfish,77,Japan
SWORDEPAC,2001,1.49,IATTC-SWORDEPAC-1951-2012-PONS,Swordfish Eastern Pacific,1951-2012,Xiphias gladius,Swordfish,Eastern Pacific,Inter-American Tropical Tuna Commission,Inter-American Tropical Tuna Commission,Pacific Ocean,Tuna and Marlin,tuna-billfish,77,Spain
SWORDEPAC,2002,1.42,IATTC-SWORDEPAC-1951-2012-PONS,Swordfish Eastern Pacific,1951-2012,Xiphias gladius,Swordfish,Eastern Pacific,Inter-American Tropical Tuna Commission,Inter-American Tropical Tuna Commission,Pacific Ocean,Tuna and Marlin,tuna-billfish,77,Spain
SWORDEPAC,2003,1.35,IATTC-SWORDEPAC-1951-2012-PONS,Swordfish Eastern Pacific,1951-2012,Xiphias gladius,Swordfish,Eastern Pacific,Inter-American Tropical Tuna Commission,Inter-American Tropical Tuna Commission,Pacific Ocean,Tuna and Marlin,tuna-billfish,77,Spain
SWORDEPAC,2004,1.3,IATTC-SWORDEPAC-1951-2012-PONS,Swordfish Eastern Pacific,1951-2012,Xiphias gladius,Swordfish,Eastern Pacific,Inter-American Tropical Tuna Commission,Inter-American Tropical Tuna Commission,Pacific Ocean,Tuna and Marlin,tuna-billfish,77,Spain
SWORDEPAC,2005,1.27,IATTC-SWORDEPAC-1951-2012-PONS,Swordfish Eastern Pacific,1951-2012,Xiphias gladius,Swordfish,Eastern Pacific,Inter-American Tropical Tuna Commission,Inter-American Tropical Tuna Commission,Pacific Ocean,Tuna and Marlin,tuna-billfish,77,Spain
SWORDEPAC,2006,1.38,IATTC-SWORDEPAC-1951-2012-PONS,Swordfish Eastern Pacific,1951-2012,Xiphias gladius,Swordfish,Eastern Pacific,Inter-American Tropical Tuna Commission,Inter-American Tropical Tuna Commission,Pacific Ocean,Tuna and Marlin,tuna-billfish,77,Spain
SWORDEPAC,2007,1.54,IATTC-SWORDEPAC-1951-2012-PONS,Swordfish Eastern Pacific,1951-2012,Xiphias gladius,Swordfish,Eastern Pacific,Inter-American Tropical Tuna Commission,Inter-American Tropical Tuna Commission,Pacific Ocean,Tuna and Marlin,tuna-billfish,77,Spain
SWORDEPAC,2008,1.73,IATTC-SWORDEPAC-1951-2012-PONS,Swordfish Eastern Pacific,1951-2012,Xiphias gladius,Swordfish,Eastern Pacific,Inter-American Tropical Tuna Commission,Inter-American Tropical Tuna Commission,Pacific Ocean,Tuna and Marlin,tuna-billfish,77,Spain
SWORDEPAC,2009,1.94,IATTC-SWORDEPAC-1951-2012-PONS,Swordfish Eastern Pacific,1951-2012,Xiphias gladius,Swordfish,Eastern Pacific,Inter-American Tropical Tuna Commission,Inter-American Tropical Tuna Commission,Pacific Ocean,Tuna and Marlin,tuna-billfish,77,Spain
SWORDEPAC,2010,1.99,IATTC-SWORDEPAC-1951-2012-PONS,Swordfish Eastern Pacific,1951-2012,Xiphias gladius,Swordfish,Eastern Pacific,Inter-American Tropical Tuna Commission,Inter-American Tropical Tuna Commission,Pacific Ocean,Tuna and Marlin,tuna-billfish,77,Spain
SWORDEPAC,2011,1.95,IATTC-SWORDEPAC-1951-2012-PONS,Swordfish Eastern Pacific,1951-2012,Xiphias gladius,Swordfish,Eastern Pacific,Inter-American Tropical Tuna Commission,Inter-American Tropical Tuna Commission,Pacific Ocean,Tuna and Marlin,tuna-billfish,77,Spain
SWORDEPAC,2012,1.88,IATTC-SWORDEPAC-1951-2012-PONS,Swordfish Eastern Pacific,1951-2012,Xiphias gladius,Swordfish,Eastern Pacific,Inter-American Tropical Tuna Commission,Inter-American Tropical Tuna Commission,Pacific Ocean,Tuna and Marlin,tuna-billfish,77,Spain
THRSHARNPAC,2001,1.23743842364532,SWFSC-THRSHARNPAC-1969-2014-SISIMP2021,Thresher shark North Pacific,1969-2014,Alopias vulpinus,Thresher shark,North Pacific,"National Marine Fisheries Service, US national management",Southwest Fisheries Science Center,Pacific Ocean,Sharks Rays and Skates,elasmobranchs,77,Mexico
THRSHARNPAC,2002,1.20985221674877,SWFSC-THRSHARNPAC-1969-2014-SISIMP2021,Thresher shark North Pacific,1969-2014,Alopias vulpinus,Thresher shark,North Pacific,"National Marine Fisheries Service, US national management",Southwest Fisheries Science Center,Pacific Ocean,Sharks Rays and Skates,elasmobranchs,77,Mexico
THRSHARNPAC,2003,1.1871921182266,SWFSC-THRSHARNPAC-1969-2014-SISIMP2021,Thresher shark North Pacific,1969-2014,Alopias vulpinus,Thresher shark,North Pacific,"National Marine Fisheries Service, US national management",Southwest Fisheries Science Center,Pacific Ocean,Sharks Rays and Skates,elasmobranchs,77,Mexico
THRSHARNPAC,2004,1.16945812807882,SWFSC-THRSHARNPAC-1969-2014-SISIMP2021,Thresher shark North Pacific,1969-2014,Alopias vulpinus,Thresher shark,North Pacific,"National Marine Fisheries Service, US national management",Southwest Fisheries Science Center,Pacific Ocean,Sharks Rays and Skates,elasmobranchs,77,Mexico
THRSHARNPAC,2005,1.15665024630542,SWFSC-THRSHARNPAC-1969-2014-SISIMP2021,Thresher shark North Pacific,1969-2014,Alopias vulpinus,Thresher shark,North Pacific,"National Marine Fisheries Service, US national management",Southwest Fisheries Science Center,Pacific Ocean,Sharks Rays and Skates,elasmobranchs,77,Mexico
THRSHARNPAC,2006,1.15172413793103,SWFSC-THRSHARNPAC-1969-2014-SISIMP2021,Thresher shark North Pacific,1969-2014,Alopias vulpinus,Thresher shark,North Pacific,"National Marine Fisheries Service, US national management",Southwest Fisheries Science Center,Pacific Ocean,Sharks Rays and Skates,elasmobranchs,77,Mexico
THRSHARNPAC,2007,1.15369458128079,SWFSC-THRSHARNPAC-1969-2014-SISIMP2021,Thresher shark North Pacific,1969-2014,Alopias vulpinus,Thresher shark,North Pacific,"National Marine Fisheries Service, US national management",Southwest Fisheries Science Center,Pacific Ocean,Sharks Rays and Skates,elasmobranchs,77,Mexico
THRSHARNPAC,2008,1.16453201970443,SWFSC-THRSHARNPAC-1969-2014-SISIMP2021,Thresher shark North Pacific,1969-2014,Alopias vulpinus,Thresher shark,North Pacific,"National Marine Fisheries Service, US national management",Southwest Fisheries Science Center,Pacific Ocean,Sharks Rays and Skates,elasmobranchs,77,Mexico
THRSHARNPAC,2009,1.18325123152709,SWFSC-THRSHARNPAC-1969-2014-SISIMP2021,Thresher shark North Pacific,1969-2014,Alopias vulpinus,Thresher shark,North Pacific,"National Marine Fisheries Service, US national management",Southwest Fisheries Science Center,Pacific Ocean,Sharks Rays and Skates,elasmobranchs,77,Mexico
THRSHARNPAC,2010,1.20985221674877,SWFSC-THRSHARNPAC-1969-2014-SISIMP2021,Thresher shark North Pacific,1969-2014,Alopias vulpinus,Thresher shark,North Pacific,"National Marine Fisheries Service, US national management",Southwest Fisheries Science Center,Pacific Ocean,Sharks Rays and Skates,elasmobranchs,77,Mexico
THRSHARNPAC,2011,1.2423645320197,SWFSC-THRSHARNPAC-1969-2014-SISIMP2021,Thresher shark North Pacific,1969-2014,Alopias vulpinus,Thresher shark,North Pacific,"National Marine Fisheries Service, US national management",Southwest Fisheries Science Center,Pacific Ocean,Sharks Rays and Skates,elasmobranchs,77,Mexico
THRSHARNPAC,2012,1.27783251231527,SWFSC-THRSHARNPAC-1969-2014-SISIMP2021,Thresher shark North Pacific,1969-2014,Alopias vulpinus,Thresher shark,North Pacific,"National Marine Fisheries Service, US national management",Southwest Fisheries Science Center,Pacific Ocean,Sharks Rays and Skates,elasmobranchs,77,Mexico
THRSHARNPAC,2013,1.31330049261084,SWFSC-THRSHARNPAC-1969-2014-SISIMP2021,Thresher shark North Pacific,1969-2014,Alopias vulpinus,Thresher shark,North Pacific,"National Marine Fisheries Service, US national management",Southwest Fisheries Science Center,Pacific Ocean,Sharks Rays and Skates,elasmobranchs,77,Mexico
THRSHARNPAC,2014,1.34778325123153,SWFSC-THRSHARNPAC-1969-2014-SISIMP2021,Thresher shark North Pacific,1969-2014,Alopias vulpinus,Thresher shark,North Pacific,"National Marine Fisheries Service, US national management",Southwest Fisheries Science Center,Pacific Ocean,Sharks Rays and Skates,elasmobranchs,77,Mexico
YFINEPAC,2001,1.45,IATTC-YFINEPAC-1918-2019-PONS,Yellowfin tuna Eastern Pacific,1918-2019,Thunnus albacares,Yellowfin tuna,Eastern Pacific,Inter-American Tropical Tuna Commission,Inter-American Tropical Tuna Commission,Pacific Ocean,Tuna and Marlin,tuna-billfish,77,Mexico
YFINEPAC,2002,1.06,IATTC-YFINEPAC-1918-2019-PONS,Yellowfin tuna Eastern Pacific,1918-2019,Thunnus albacares,Yellowfin tuna,Eastern Pacific,Inter-American Tropical Tuna Commission,Inter-American Tropical Tuna Commission,Pacific Ocean,Tuna and Marlin,tuna-billfish,77,Mexico
YFINEPAC,2003,0.928,IATTC-YFINEPAC-1918-2019-PONS,Yellowfin tuna Eastern Pacific,1918-2019,Thunnus albacares,Yellowfin tuna,Eastern Pacific,Inter-American Tropical Tuna Commission,Inter-American Tropical Tuna Commission,Pacific Ocean,Tuna and Marlin,tuna-billfish,77,Mexico
YFINEPAC,2004,0.743,IATTC-YFINEPAC-1918-2019-PONS,Yellowfin tuna Eastern Pacific,1918-2019,Thunnus albacares,Yellowfin tuna,Eastern Pacific,Inter-American Tropical Tuna Commission,Inter-American Tropical Tuna Commission,Pacific Ocean,Tuna and Marlin,tuna-billfish,77,Mexico
YFINEPAC,2005,0.803,IATTC-YFINEPAC-1918-2019-PONS,Yellowfin tuna Eastern Pacific,1918-2019,Thunnus albacares,Yellowfin tuna,Eastern Pacific,Inter-American Tropical Tuna Commission,Inter-American Tropical Tuna Commission,Pacific Ocean,Tuna and Marlin,tuna-billfish,77,Mexico
YFINEPAC,2006,1.05,IATTC-YFINEPAC-1918-2019-PONS,Yellowfin tuna Eastern Pacific,1918-2019,Thunnus albacares,Yellowfin tuna,Eastern Pacific,Inter-American Tropical Tuna Commission,Inter-American Tropical Tuna Commission,Pacific Ocean,Tuna and Marlin,tuna-billfish,77,Mexico
YFINEPAC,2007,1.13,IATTC-YFINEPAC-1918-2019-PONS,Yellowfin tuna Eastern Pacific,1918-2019,Thunnus albacares,Yellowfin tuna,Eastern Pacific,Inter-American Tropical Tuna Commission,Inter-American Tropical Tuna Commission,Pacific Ocean,Tuna and Marlin,tuna-billfish,77,Mexico
YFINEPAC,2008,1.01,IATTC-YFINEPAC-1918-2019-PONS,Yellowfin tuna Eastern Pacific,1918-2019,Thunnus albacares,Yellowfin tuna,Eastern Pacific,Inter-American Tropical Tuna Commission,Inter-American Tropical Tuna Commission,Pacific Ocean,Tuna and Marlin,tuna-billfish,77,Mexico
YFINEPAC,2009,0.99,IATTC-YFINEPAC-1918-2019-PONS,Yellowfin tuna Eastern Pacific,1918-2019,Thunnus albacares,Yellowfin tuna,Eastern Pacific,Inter-American Tropical Tuna Commission,Inter-American Tropical Tuna Commission,Pacific Ocean,Tuna and Marlin,tuna-billfish,77,Mexico
YFINEPAC,2010,1.01,IATTC-YFINEPAC-1918-2019-PONS,Yellowfin tuna Eastern Pacific,1918-2019,Thunnus albacares,Yellowfin tuna,Eastern Pacific,Inter-American Tropical Tuna Commission,Inter-American Tropical Tuna Commission,Pacific Ocean,Tuna and Marlin,tuna-billfish,77,Mexico
YFINEPAC,2011,0.985,IATTC-YFINEPAC-1918-2019-PONS,Yellowfin tuna Eastern Pacific,1918-2019,Thunnus albacares,Yellowfin tuna,Eastern Pacific,Inter-American Tropical Tuna Commission,Inter-American Tropical Tuna Commission,Pacific Ocean,Tuna and Marlin,tuna-billfish,77,Mexico
YFINEPAC,2012,1.07,IATTC-YFINEPAC-1918-2019-PONS,Yellowfin tuna Eastern Pacific,1918-2019,Thunnus albacares,Yellowfin tuna,Eastern Pacific,Inter-American Tropical Tuna Commission,Inter-American Tropical Tuna Commission,Pacific Ocean,Tuna and Marlin,tuna-billfish,77,Mexico
YFINEPAC,2013,1.042,IATTC-YFINEPAC-1918-2019-PONS,Yellowfin tuna Eastern Pacific,1918-2019,Thunnus albacares,Yellowfin tuna,Eastern Pacific,Inter-American Tropical Tuna Commission,Inter-American Tropical Tuna Commission,Pacific Ocean,Tuna and Marlin,tuna-billfish,77,Mexico
YFINEPAC,2014,0.91,IATTC-YFINEPAC-1918-2019-PONS,Yellowfin tuna Eastern Pacific,1918-2019,Thunnus albacares,Yellowfin tuna,Eastern Pacific,Inter-American Tropical Tuna Commission,Inter-American Tropical Tuna Commission,Pacific Ocean,Tuna and Marlin,tuna-billfish,77,Mexico
YFINEPAC,2015,1.031,IATTC-YFINEPAC-1918-2019-PONS,Yellowfin tuna Eastern Pacific,1918-2019,Thunnus albacares,Yellowfin tuna,Eastern Pacific,Inter-American Tropical Tuna Commission,Inter-American Tropical Tuna Commission,Pacific Ocean,Tuna and Marlin,tuna-billfish,77,Mexico
YFINEPAC,2016,1.036,IATTC-YFINEPAC-1918-2019-PONS,Yellowfin tuna Eastern Pacific,1918-2019,Thunnus albacares,Yellowfin tuna,Eastern Pacific,Inter-American Tropical Tuna Commission,Inter-American Tropical Tuna Commission,Pacific Ocean,Tuna and Marlin,tuna-billfish,77,Mexico
YFINEPAC,2017,0.82,IATTC-YFINEPAC-1918-2019-PONS,Yellowfin tuna Eastern Pacific,1918-2019,Thunnus albacares,Yellowfin tuna,Eastern Pacific,Inter-American Tropical Tuna Commission,Inter-American Tropical Tuna Commission,Pacific Ocean,Tuna and Marlin,tuna-billfish,77,Mexico
YFINEPAC,2018,0.933,IATTC-YFINEPAC-1918-2019-PONS,Yellowfin tuna Eastern Pacific,1918-2019,Thunnus albacares,Yellowfin tuna,Eastern Pacific,Inter-American Tropical Tuna Commission,Inter-American Tropical Tuna Commission,Pacific Ocean,Tuna and Marlin,tuna-billfish,77,Mexico
YFINEPAC,2019,0.76,IATTC-YFINEPAC-1918-2019-PONS,Yellowfin tuna Eastern Pacific,1918-2019,Thunnus albacares,Yellowfin tuna,Eastern Pacific,Inter-American Tropical Tuna Commission,Inter-American Tropical Tuna Commission,Pacific Ocean,Tuna and Marlin,tuna-billfish,77,Mexico
