state,landing_site,OHI_rgn,long,lat,GulfCal
BAJA CALIFORNIA SUR,PARAJE EL CARDON,Baja_California_Sur_South,-111.5221,24.4008,no
BAJA CALIFORNIA SUR,HORNITOS NUEVOS,Baja_California_Sur_North,-114.9958,27.828,no
BAJA CALIFORNIA SUR,LOMITA AMARILLA,Baja_California_Sur_South,-112.07,25.05,no
BAJA CALIFORNIA SUR,CANCUN,Baja_California_Sur_South,-111.745,24.5451,no
BAJA CALIFORNIA SUR,CENTENARIO,Baja_California_Sur_South,-110.42,24.14,yes
BAJA CALIFORNIA SUR,ISLA LA GALLINA,Baja_California_Sur_South,-110.3935,24.4698,yes
BAJA CALIFORNIA SUR,BANDERITAS,Baja_California_Sur_South,-112.1143,24.87,no
BAJA CALIFORNIA SUR,EL PULPITO,Baja_California_Sur_North,-111.47,26.446,yes
BAJA CALIFORNIA SUR,PUERTO VIEJO,Baja_California_Sur_South,-110.201,23.405,no
BAJA CALIFORNIA SUR,EL DATILAR,Baja_California_Sur_South,-111.0334,24.1002,no
BAJA CALIFORNIA SUR,PUNTA SAN HIPOLITO,Baja_California_Sur_North,-114.9788,26.9796,no
BAJA CALIFORNIA SUR,PUERTO VIEJO (EN SAN CARLOS),Baja_California_Sur_South,-111.9669,24.7661,no
BAJA CALIFORNIA SUR,SAN IGNACIO,Baja_California_Sur_North,-113.1266,26.8077,no
BAJA CALIFORNIA SUR,LOS PRADITOS,Baja_California_Sur_South,-112.1,25.2,no
BAJA CALIFORNIA SUR,CANAL CERRALVO,Baja_California_Sur_South,-109.9446,24.1897,yes
BAJA CALIFORNIA SUR,CAMPO EL CHAPARRITO,Baja_California_Sur_North,-114.1611,27.8463,no
BAJA CALIFORNIA SUR,ESTERO PUNTA VERDE,Baja_California_Sur_South,-112.1726,24.7942,no
BAJA CALIFORNIA SUR,ESTERO SAN LAZARO,Baja_California_Sur_South,-111.581,24.3961,no
BAJA CALIFORNIA SUR,CANAL PUNTA EUGENIA,Baja_California_Sur_North,-115.0869,27.8583,no
BAJA CALIFORNIA SUR,LAS PIEDRITAS,Baja_California_Sur_North,-113.5919,26.7124,no
BAJA CALIFORNIA SUR,CANAL SAN CARLOS,Baja_California_Sur_South,-112.111,24.742,no
BAJA CALIFORNIA SUR,BOCA LAS MANZANILLAS,Baja_California_Sur_South,-110.1411,23.182,no
BAJA CALIFORNIA SUR,PUNTA ALGUATE,Baja_California_Sur_South,-111.7791,24.5487,no
BAJA CALIFORNIA SUR,PUNTA CISNE,Baja_California_Sur_South,-111.8463,24.5123,no
BAJA CALIFORNIA SUR,PUNTA EL AGUILILLA,Baja_California_Sur_South,-111.2102,25.7048,yes
BAJA CALIFORNIA SUR,LAGUNA TLAQUE,Baja_California_Sur_South,-112.0624,24.8578,no
BAJA CALIFORNIA SUR,PUNTA ALTA,Baja_California_Sur_South,-112.3,25.63,no
BAJA CALIFORNIA SUR,ESTERO SAN LUCAS,Baja_California_Sur_North,-112.1985,27.2316,yes
BAJA CALIFORNIA SUR,EL CEDRO,Baja_California_Sur_South,-110.868,23.9532,no
BAJA CALIFORNIA SUR,LAGO PALMER,Baja_California_Sur_South,-111.6695,24.5743,no
BAJA CALIFORNIA SUR,PUNTA CONEJO (EN ESTERO RANCHO BUENO),Baja_California_Sur_South,-111.19,24.1,no
BAJA CALIFORNIA SUR,PUNTA SAN CRISTOBAL,Baja_California_Sur_South,-109.967,22.876,no
BAJA CALIFORNIA SUR,PUNTA GORDA (EN LOS CABOS),Baja_California_Sur_South,-109.9,23.3,yes
BAJA CALIFORNIA SUR,BOCA DE PLAYITA,Baja_California_Sur_South,-110.0403,22.9333,no
BAJA CALIFORNIA SUR,ISLA DE ASUNCION,Baja_California_Sur_North,-114.29,27.1035,no
BAJA CALIFORNIA SUR,PUNTA POZO DE COTA,Baja_California_Sur_South,-110.1162,23.0542,no
BAJA CALIFORNIA SUR,CAMPO PUNTA EL PERICO,Baja_California_Sur_South,-109.8094,24.0323,yes
BAJA CALIFORNIA SUR,PUNTA SALINAS,Baja_California_Sur_South,-110.683,24.888,yes
BAJA CALIFORNIA SUR,LAS CRUCES (EN GUERRERO NEGRO),Baja_California_Sur_North,-114.1066,27.9441,no
BAJA CALIFORNIA SUR,EL TEMBLOR,Baja_California_Sur_South,-111.9,24.6,no
BAJA CALIFORNIA SUR,ENSENADA LA CHABELA (EN ISLA SAN MARCOS),Baja_California_Sur_North,-112.04,27.18,yes
BAJA CALIFORNIA SUR,BAHIA SAN PABLO,Baja_California_Sur_North,-114.4633,27.1974,no
BAJA CALIFORNIA SUR,PUNTA COLORADA (EN ISLA SAN JOSE),Baja_California_Sur_South,-110.598,25.037,yes
BAJA CALIFORNIA SUR,EL ZARGAZAL,Baja_California_Sur_North,-115.0322,27.7369,no
BAJA CALIFORNIA SUR,ISLA SAN MARCOS,Baja_California_Sur_North,-112.0746,27.221,yes
BAJA CALIFORNIA SUR,"SANTA ELENITA, COMONDU",Baja_California_Sur_South,-112.01,25.1,no
BAJA CALIFORNIA SUR,LAGUNA TORTUGAS,Baja_California_Sur_South,-111.7474,24.5725,no
BAJA CALIFORNIA SUR,GUAMUCHIL,Baja_California_Sur_South,-110.3229,24.1494,yes
BAJA CALIFORNIA SUR,EL CENTENARIO,Baja_California_Sur_South,-110.3229,24.1494,yes
BAJA CALIFORNIA SUR,CALETA SANTA MARIA,Baja_California_Sur_South,-109.815,22.929,yes
BAJA CALIFORNIA SUR,BAHIA SAN HIPOLITO,Baja_California_Sur_North,-113.8424,26.9124,no
BAJA CALIFORNIA SUR,ENSENADA DE MUERTOS,Baja_California_Sur_South,-109.8355,23.9893,yes
BAJA CALIFORNIA SUR,EL REMATE (BAHIA CONCEPCION),Baja_California_Sur_North,-111.89,26.81,yes
BAJA CALIFORNIA SUR,Faro Santo Domingo,Baja_California_Sur_North,-114.15,27.03,yes
BAJA CALIFORNIA SUR,PUNTA COVE,Baja_California_Sur_South,-112.101,24.616,no
BAJA CALIFORNIA SUR,SANTA ROSALILLITA,Baja_California_Sur_North,-112.2631,27.3397,yes
BAJA CALIFORNIA SUR,PUNTA CONEJO,Baja_California_Sur_North,-114.5577,27.445,no
BAJA CALIFORNIA SUR,Santa Rosa (Aguas Litorales),Baja_California_Sur_South,-109.9,23.3,yes
BAJA CALIFORNIA SUR,ESTERO EL BARRIL,Baja_California_Sur_South,-109.6975,23.6773,yes
BAJA CALIFORNIA SUR,ESTEO LAS TIJERAS,Baja_California_Sur_South,-112.1532,24.8183,no
BAJA CALIFORNIA SUR,PUNTA LOS LOBOS (EN BAHIA ASUNCION),Baja_California_Sur_North,-114.2905,27.1436,no
BAJA CALIFORNIA SUR,LAS TINAS,Baja_California_Sur_South,-109.7172,23.8167,yes
BAJA CALIFORNIA SUR,SAN MIGUEL,Baja_California_Sur_North,-111.411,26.527,yes
BAJA CALIFORNIA SUR,EL MOJON,Baja_California_Sur_North,-111.9926,27.0645,yes
BAJA CALIFORNIA SUR,SAN ANDRES,Baja_California_Sur_North,-112.05,26.8,no
BAJA CALIFORNIA SUR,PUNTA SAN ROQUE,Baja_California_Sur_North,-114.4316,27.1749,no
BAJA CALIFORNIA SUR,PLAYA EL CARACOL,Baja_California_Sur_South,-110.1982,24.2973,yes
BAJA CALIFORNIA SUR,PUNTA RENAS (CAMPO PESQUERO EN SAN CARLOS),Baja_California_Sur_South,-112.12,24.62,no
BAJA CALIFORNIA SUR,PUNTA LUPONA (EN ISLA ESPIRITU SANTO),Baja_California_Sur_South,-110.3,24.49,yes
BAJA CALIFORNIA SUR,EL BARRIL,Baja_California_Sur_North,-112.933,28.3,yes
BAJA CALIFORNIA SUR,ROCA BALLENAS,Baja_California_Sur_North,-113.6676,26.7432,no
BAJA CALIFORNIA SUR,PUERTO SAN CARLOS,Baja_California_Sur_South,-111.9669,24.7661,no
BAJA CALIFORNIA SUR,GUERRERO NEGRO (B.C.S.),Baja_California_Sur_North,-114.04,27.97,no
BAJA CALIFORNIA SUR,EL MANGLITO,Baja_California_Sur_South,-110.32,24.16,yes
BAJA CALIFORNIA SUR,LAS BARRANCAS (EN LOS CABOS),Baja_California_Sur_South,-109.9,23.3,yes
BAJA CALIFORNIA SUR,LA LOBERA,Baja_California_Sur_North,-115.0497,27.8127,no
BAJA CALIFORNIA SUR,ARROYO EL FRIJOL,Baja_California_Sur_South,-112.01,24.9,no
BAJA CALIFORNIA SUR,LA SALINITA,Baja_California_Sur_North,-114.104,27.101,no
BAJA CALIFORNIA SUR,ESTERO EL CURRY,Baja_California_Sur_South,-111.9495,24.7804,no
BAJA CALIFORNIA SUR,BOCANA OJO DE LIEBRE,Baja_California_Sur_North,-114.2872,27.8777,no
BAJA CALIFORNIA SUR,EL TIBURON,Baja_California_Sur_North,-111.8988,26.8487,yes
BAJA CALIFORNIA SUR,LOS DOLORES,Baja_California_Sur_South,-110.855,25.075,yes
BAJA CALIFORNIA SUR,ESTERO EL CAREY,Baja_California_Sur_South,-111.6329,24.5201,no
BAJA CALIFORNIA SUR,ARROYO ANCHO,Baja_California_Sur_South,-112.29,26.24,no
BAJA CALIFORNIA SUR,ESTERO EL SOLDADO,Baja_California_Sur_South,-111.5933,24.4411,no
BAJA CALIFORNIA SUR,ISLA DEL CARMEN,Baja_California_Sur_South,-111.172,25.943,yes
BAJA CALIFORNIA SUR,EL SALADITO,Baja_California_Sur_South,-110.6858,24.4448,yes
BAJA CALIFORNIA SUR,SANTA MARTA,Baja_California_Sur_South,-111.0283,25.4515,yes
BAJA CALIFORNIA SUR,PUNTA QUEBRADA,Baja_California_Sur_North,-113.43,26.67,no
BAJA CALIFORNIA SUR,ESTERO EL AHUETE,Baja_California_Sur_South,-112,24.6,no
BAJA CALIFORNIA SUR,AGUAS LITORALES (BAHIA TORTUGAS),Baja_California_Sur_North,-114.9,27.69,no
BAJA CALIFORNIA SUR,PUERTO GUERRERO NEGRO,Baja_California_Sur_North,-114.044,27.98,no
BAJA CALIFORNIA SUR,LAS AGUILAS,Baja_California_Sur_North,-114.054,27.762,no
BAJA CALIFORNIA SUR,COLORADITA O PUERTO ESCONDIDO (I. DE CEDROS),Baja_California_Sur_North,-115.21,28.08,no
BAJA CALIFORNIA SUR,LAGUNA MANUELA.,Baja_California_Sur_North,-114.35,27.7,no
BAJA CALIFORNIA SUR,ISLA ESPIRITU SANTO,Baja_California_Sur_South,-110.3,24.49,yes
BAJA CALIFORNIA SUR,BAJO MORGAN,Baja_California_Sur_South,-110.68,23.41,no
BAJA CALIFORNIA SUR,SANTO DOMINGO (VARADERO),Baja_California_Sur_North,-113.2,26.79,no
BAJA CALIFORNIA SUR,TAMIAHUA,Baja_California_Sur_South,-97.45,21.27,NA
BAJA CALIFORNIA SUR,AGUAS LITORALES (LOS CABOS),Baja_California_Sur_South,-109.9,23.3,yes
BAJA CALIFORNIA SUR,ISLA RAZA,Baja_California_Sur_North,-112.99,28.83,yes
BAJA CALIFORNIA SUR,SAN RAFAEL,Baja_California_Sur_North,-113.01,28.52,no
BAJA CALIFORNIA SUR,CHUPALODO (CAMPO PESQUERO),Baja_California_Sur_South,-112.05,25.1,no
BAJA CALIFORNIA SUR,GUERRERO NEGRO,Baja_California_Sur_North,-114.044,27.98,no
BAJA CALIFORNIA SUR,PUNTA VERDE I (PACIFICO),Baja_California_Sur_North,-113.3,26.7,no
BAJA CALIFORNIA SUR,PUNTA PEQUENA,Baja_California_Sur_South,-112.4912,26.2283,no
BAJA CALIFORNIA SUR,MORRO SANTO DOMINGO,Baja_California_Sur_North,-114.124,28.2551,no
BAJA CALIFORNIA SUR,ISLA LA ASUNCION,Baja_California_Sur_North,-114.29,27.1035,no
BAJA CALIFORNIA SUR,PUNTA CONO (VARADERO),Baja_California_Sur_North,-114.6,27.45,no
BAJA CALIFORNIA SUR,AGUAS LITORALES (SAN SAN CARLOS),Baja_California_Sur_South,-112.1012,24.7902,no
BAJA CALIFORNIA SUR,AGUAS LITORALES (BAHIA ASUNSION),Baja_California_Sur_North,-114.29,27.13,no
BAJA CALIFORNIA SUR,LOS MUERTITOS,Baja_California_Sur_North,-115.178,27.8766,no
BAJA CALIFORNIA SUR,EL UNO,Baja_California_Sur_North,-113.2,26.9,no
BAJA CALIFORNIA SUR,PIEDRA BOLAS,Baja_California_Sur_South,-109.438,23.244,yes
BAJA CALIFORNIA SUR,PUNTA CABEZA MECHUDA,Baja_California_Sur_South,-110.657,24.809,yes
BAJA CALIFORNIA SUR,PUNTA EL PATO,Baja_California_Sur_North,-114.5891,27.7855,no
BAJA CALIFORNIA SUR,BAHIA SAN RAFAEL,Baja_California_Sur_North,-113.0066,28.5235,no
BAJA CALIFORNIA SUR,LAGUNA MANUELA,Baja_California_Sur_North,-114.35,27.7,no
BAJA CALIFORNIA SUR,ENSENADA,Baja_California_Sur_South,-111.2205,25.7252,yes
BAJA CALIFORNIA SUR,PUNTA CONO,Baja_California_Sur_North,-114.6,27.45,no
BAJA CALIFORNIA SUR,PUNTA VERDE II (GOLFO DE CALIFORNIA),Baja_California_Sur_North,-111.81,26.67,yes
BAJA CALIFORNIA SUR,ISLA SAN ILDEFONSO,Baja_California_Sur_North,-111.408,26.623,yes
BAJA CALIFORNIA SUR,EL CAJETE,Baja_California_Sur_South,-110.5951,24.2512,yes
BAJA CALIFORNIA SUR,VILLA DE JESUS MARIA,Baja_California_Sur_North,-114,28.28,no
BAJA CALIFORNIA SUR,EL CAMPITO (EN BAHIA TORTUGAS),Baja_California_Sur_North,-114.9,27.7,no
BAJA CALIFORNIA SUR,ESTERO LAGUNA MANUELA B.C.N.,Baja_California_Sur_North,-114.068,28.1308,no
BAJA CALIFORNIA SUR,LAS OCHO BOMBAS,Baja_California_Sur_South,-112.05,25.1,no
BAJA CALIFORNIA SUR,MORRO LOS FRAILES,Baja_California_Sur_South,-109.424,23.32,yes
BAJA CALIFORNIA SUR,LA CALAVERA,Baja_California_Sur_South,-110.32,24.17,yes
BAJA CALIFORNIA SUR,PLAYA SALINAS,Baja_California_Sur_South,-109.628,23.073,yes
BAJA CALIFORNIA SUR,LOMA AMARILLA,Baja_California_Sur_South,-112.137,25.6695,no
BAJA CALIFORNIA SUR,ROSALILLITA,Baja_California_Sur_North,-111.7905,26.5668,yes
BAJA CALIFORNIA SUR,AGUA BLANCA,Baja_California_Sur_South,-110.3169,23.5507,no
BAJA CALIFORNIA SUR,BOCA SANTO DOMINGO,Baja_California_Sur_South,-112.0988,25.4993,no
BAJA CALIFORNIA SUR,PUNTA LOBOS (EN LORETO),Baja_California_Sur_South,-111.337,26.005,yes
BAJA CALIFORNIA SUR,ENSENADA EL PULGUERO,Baja_California_Sur_South,-110.2498,24.3494,yes
BAJA CALIFORNIA SUR,PUNTA ELEFANTE,Baja_California_Sur_North,-115.0686,27.8644,no
BAJA CALIFORNIA SUR,ISLA DE CEDROS,Baja_California_Sur_North,-115.23,28.19,no
BAJA CALIFORNIA SUR,ESTERO SAN CARLOS,Baja_California_Sur_South,-112.0809,24.7907,no
BAJA CALIFORNIA SUR,GUAYMAS,Baja_California_Sur_North,-110.9,27.92,yes
BAJA CALIFORNIA SUR,BAJO DEL TETIS,Baja_California_Sur_South,-112.5,24.8,no
BAJA CALIFORNIA SUR,PUERTO MEJIA,Baja_California_Sur_South,-110.214,24.3039,yes
BAJA CALIFORNIA SUR,ISLA MONSERRAT,Baja_California_Sur_South,-111.0492,25.6808,yes
BAJA CALIFORNIA SUR,EL RINCON,Baja_California_Sur_North,-114.86,27.674,no
BAJA CALIFORNIA SUR,PORVENIR,Baja_California_Sur_North,-112.9266,26.5274,no
BAJA CALIFORNIA SUR,LOS TRONCONES,Baja_California_Sur_South,-112.1024,25.7209,no
BAJA CALIFORNIA SUR,LAS BOTELLAS (CAMPO PESQUERO),Baja_California_Sur_South,-112,25,no
BAJA CALIFORNIA SUR,EL SAUZAL,Baja_California_Sur_North,-116.7,31.9,no
BAJA CALIFORNIA SUR,BAHIA SAN FRANCISQUITO,Baja_California_Sur_North,-112.9,28.4,yes
BAJA CALIFORNIA SUR,LOS HORNITOS,Baja_California_Sur_North,-114.9958,27.828,no
BAJA CALIFORNIA SUR,EL EQUIPALITO,Baja_California_Sur_North,-111.9167,26.8786,yes
BAJA CALIFORNIA SUR,PUNTA SAN LUCAS,Baja_California_Sur_North,-112.2335,27.3001,yes
BAJA CALIFORNIA SUR,EL TECOLOTE,Baja_California_Sur_South,-110.3209,24.3393,yes
BAJA CALIFORNIA SUR,RODRIGUEZ,Baja_California_Sur_South,-110.4623,24.1865,yes
BAJA CALIFORNIA SUR,NOPOLO,Baja_California_Sur_South,-110.756,24.997,yes
BAJA CALIFORNIA SUR,SAN JACINTO,Baja_California_Sur_South,-112.075,25.511,no
BAJA CALIFORNIA SUR,EL MANGLE,Baja_California_Sur_South,-111.217,24.251,no
BAJA CALIFORNIA SUR,LOS JUNCOS,Baja_California_Sur_North,-113.4994,26.7928,no
BAJA CALIFORNIA SUR,EL MIGRINO,Baja_California_Sur_South,-110.1036,23.0367,no
BAJA CALIFORNIA SUR,"SAN RAFAEL, B.C.S.",Baja_California_Sur_South,-112,26.2,no
BAJA CALIFORNIA SUR,MINITAS (EN ISLA SAN JOSE),Baja_California_Sur_South,-110.7,25.2,yes
BAJA CALIFORNIA SUR,CAMPITO EL TAVO,Baja_California_Sur_North,-114.7716,27.8122,no
BAJA CALIFORNIA SUR,CARRIZALITO,Baja_California_Sur_South,-110.863,25.089,yes
BAJA CALIFORNIA SUR,PUNTA LA GALLINITA,Baja_California_Sur_South,-111.7322,24.5506,no
BAJA CALIFORNIA SUR,PUNTA BOCA DE SAN BRUNO,Baja_California_Sur_South,-110.9319,25.2912,yes
BAJA CALIFORNIA SUR,ISLOTE EL ALAMBRE,Baja_California_Sur_North,-114.25,27.7455,no
BAJA CALIFORNIA SUR,EL MOGOTE,Baja_California_Sur_South,-110.3455,24.1665,yes
BAJA CALIFORNIA SUR,LAS POCITAS (EN ESTERO SAN JORGE),Baja_California_Sur_South,-111.7,25.2,no
BAJA CALIFORNIA SUR,PUNTA PILITAS,Baja_California_Sur_South,-110.2972,24.3546,yes
BAJA CALIFORNIA SUR,BOCA LAS ANIMAS,Baja_California_Sur_South,-112.0938,25.6803,no
BAJA CALIFORNIA SUR,PUNTA PAREDONES PRIETOS,Baja_California_Sur_South,-110.2158,24.3094,yes
BAJA CALIFORNIA SUR,AGUAS LITORALES (LORETO),Baja_California_Sur_South,-111.295,26.014,yes
BAJA CALIFORNIA SUR,PUNTA MALARRIMO,Baja_California_Sur_North,-114.6688,27.7833,no
BAJA CALIFORNIA SUR,SAN CARLITOS,Baja_California_Sur_South,-112,26.1,no
BAJA CALIFORNIA SUR,PUNTA BOTELLA,Baja_California_Sur_South,-111.383,26.238,yes
BAJA CALIFORNIA SUR,ESTERO LAS BALSAS,Baja_California_Sur_South,-112.046,24.7872,no
BAJA CALIFORNIA SUR,PUNTA CANDELEROS,Baja_California_Sur_North,-112.3135,27.4385,yes
BAJA CALIFORNIA SUR,BOCA LA SOLEDAD,Baja_California_Sur_South,-112.142,25.2792,no
BAJA CALIFORNIA SUR,BAJO DEL PERDIDO,Baja_California_Sur_North,-115.266,28.039,no
BAJA CALIFORNIA SUR,PURTO ARGUDIN,Baja_California_Sur_South,-111.844,24.64,no
BAJA CALIFORNIA SUR,LOS MARROS,Baja_California_Sur_North,-114.8683,27.6944,no
BAJA CALIFORNIA SUR,ESTERO EL CHISGUETE,Baja_California_Sur_South,-111.9684,24.7767,no
BAJA CALIFORNIA SUR,EL PARAISO,Baja_California_Sur_South,-112.077,25.521,no
BAJA CALIFORNIA SUR,ISLOTE LOS GALLLEGOS,Baja_California_Sur_South,-111.0679,25.7328,yes
BAJA CALIFORNIA SUR,ESTERO ARROYO STO. DOMINGO,Baja_California_Sur_South,-112.0845,25.3992,no
BAJA CALIFORNIA SUR,PUNTA SANTA MARIA,Baja_California_Sur_North,-112.323,27.4166,yes
BAJA CALIFORNIA SUR,ESTERO GRANDE,Baja_California_Sur_South,-111.5639,24.4503,no
BAJA CALIFORNIA SUR,PUNTA GRANDE,Baja_California_Sur_North,-112.1551,27.1596,yes
BAJA CALIFORNIA SUR,CAMPO ENMEDIO,Baja_California_Sur_South,-112.05,25.1,no
BAJA CALIFORNIA SUR,ISLA SANTA MARGARITA,Baja_California_Sur_South,-111.8571,24.4623,no
BAJA CALIFORNIA SUR,LA VIRGENCITA,Baja_California_Sur_North,-115.0383,27.7855,no
BAJA CALIFORNIA SUR,SAN MATEO,Baja_California_Sur_South,-110.987,25.3707,yes
BAJA CALIFORNIA SUR,LA LEONA,Baja_California_Sur_North,-115.0141,27.7308,no
BAJA CALIFORNIA SUR,ESTERO LOS ISLOTES,Baja_California_Sur_South,-112.0469,24.7886,no
BAJA CALIFORNIA SUR,ESTERO EL OTATE,Baja_California_Sur_South,-112.1394,25.1662,no
BAJA CALIFORNIA SUR,LA CURVA,Baja_California_Sur_South,-112.1924,24.889,no
BAJA CALIFORNIA SUR,CABO VIRGENES,Baja_California_Sur_North,-112.373,27.552,yes
BAJA CALIFORNIA SUR,AGUAS LITORALES (LA PAZ),Baja_California_Sur_South,-110.31,-24.14,yes
BAJA CALIFORNIA SUR,LOS AZABACHES,Baja_California_Sur_South,-110.3045,24.3447,yes
BAJA CALIFORNIA SUR,PUNTA GUADALUPE,Baja_California_Sur_North,-111.8331,26.8327,yes
BAJA CALIFORNIA SUR,PUNTA GALLITO (EN SANTA ROSALIA),Baja_California_Sur_North,-112.25,27.35,yes
BAJA CALIFORNIA SUR,EL COLORADITO,Baja_California_Sur_North,-112.1012,27.2294,yes
BAJA CALIFORNIA SUR,ISLA MORENA,Baja_California_Sur_South,-110.9324,25.2748,yes
BAJA CALIFORNIA SUR,ESTERO UNA DE GATA,Baja_California_Sur_South,-112.092,24.7265,no
BAJA CALIFORNIA SUR,ESTERO EL GATO,Baja_California_Sur_South,-112.14,25.674,no
BAJA CALIFORNIA SUR,ISLOTE LA PIEDRA,Baja_California_Sur_North,-114.1644,27.703,no
BAJA CALIFORNIA SUR,ESTERO EL VENADO,Baja_California_Sur_South,-112.0956,25.6828,no
BAJA CALIFORNIA SUR,PIEDRAS GORDAS (EN ISLA CERRALVO),Baja_California_Sur_South,-109.8693,24.2357,yes
BAJA CALIFORNIA SUR,PUNTA COLORADA (EN SANTA ROSALIA),Baja_California_Sur_North,-111.9687,26.9255,yes
BAJA CALIFORNIA SUR,PUNTA ARENA ( EN LOS CABOS),Baja_California_Sur_South,-109.41,23.39,yes
BAJA CALIFORNIA SUR,ISLA LA PARTIDA,Baja_California_Sur_South,-110.3885,24.5631,yes
BAJA CALIFORNIA SUR,PUNTA PIEDRA (EN ISLA SAN MARCOS),Baja_California_Sur_North,-112.05,27.17,yes
BAJA CALIFORNIA SUR,PUNTA PRIETA II (EN SANTA ROSALIA),Baja_California_Sur_North,-112.24,27.3,yes
BAJA CALIFORNIA SUR,SALINAS,Baja_California_Sur_South,-109.8641,24.0939,yes
BAJA CALIFORNIA SUR,PUNTA LA VIBORA,Baja_California_Sur_South,-110.9118,25.1847,yes
BAJA CALIFORNIA SUR,PLAYA LA SORPRESA,Baja_California_Sur_South,-110.0851,24.2113,yes
BAJA CALIFORNIA SUR,PUNTA FARO,Baja_California_Sur_North,-113.5237,26.7572,no
BAJA CALIFORNIA SUR,EL CEMENTERIO (EN SAN CARLOS),Baja_California_Sur_South,-111.9669,24.7661,no
BAJA CALIFORNIA SUR,ESTERO EL COYOTE,Baja_California_Sur_North,-113.4079,26.8255,no
BAJA CALIFORNIA SUR,Medano Barraquilla,Baja_California_Sur_South,-112.1,24.8,no
BAJA CALIFORNIA SUR,ISLOTE ABAROA,Baja_California_Sur_North,-113.2088,26.7386,no
BAJA CALIFORNIA SUR,PUNTA SAN LORENZO,Baja_California_Sur_South,-110.2848,24.3558,yes
BAJA CALIFORNIA SUR,NOTRI,Baja_California_Sur_South,-111.338,25.869,yes
BAJA CALIFORNIA SUR,LA LOCA,Baja_California_Sur_North,-115.0322,27.7672,no
BAJA CALIFORNIA SUR,PUNTA PULPITO,Baja_California_Sur_North,-111.47,26.446,yes
BAJA CALIFORNIA SUR,POZO DE FEDRICO,Baja_California_Sur_South,-112,25,no
BAJA CALIFORNIA SUR,PUNTA BLANCA,Baja_California_Sur_South,-110.863,25.089,yes
BAJA CALIFORNIA SUR,ISLA SANTA CRUZ,Baja_California_Sur_South,-110.716,25.283,yes
BAJA CALIFORNIA SUR,BAHIA SAN SEBASTIAN,Baja_California_Sur_North,-114.3531,27.1371,no
BAJA CALIFORNIA SUR,CAMPO RENE,Baja_California_Sur_North,-113.4723,26.803,no
SONORA,PUERTO PEÑASCO,Sonora_North,-113.54,31.31,yes
SONORA,YAVAROS,Sonora_South,-109.521,26.702,yes
SONORA,GUAYMAS,Sonora_South,-110.894,27.9197,yes
SONORA,BAHIA DE KINO,Sonora_South,-111.958,28.7912,yes
SONORA,GOLFO DE SANTA CLARA,Sonora_North,-114.484,31.6835,yes
SONORA,PAREDON COLORADO,Sonora_South,-109.934,27.0441,yes
SONORA,SAN NICOLAS,Sonora_South,-111.76,28.4617,yes
SONORA,SANTA BARBARA,Sonora_South,-109.542,26.678,yes
SONORA,LAS PLAYITAS,Sonora_South,-110.883,27.8943,yes
SONORA,EL RASTRO,Sonora_South,-111.15,28.001,yes
SONORA,BAHIA AGIABAMPO,Sonora_South,-109.146,26.3642,yes
SONORA,EL CHOYUDO,Sonora_South,-111.271,28.1906,yes
SONORA,PUERTO LIBERTAD,Sonora_South,-112.68,29.9036,yes
SONORA,BAHIA LOBOS,Sonora_South,-110.486,27.303,yes
SONORA,LOS BAÑOS,Sonora_South,-109.164,26.3755,yes
SONORA,PEÑASCO,Sonora_North,-113.54,31.31,yes
SONORA,BAHIA YAVAROS,Sonora_South,-109.487,26.7,yes
SONORA,BAHIA KINO,Sonora_South,-111.958,28.7912,yes
SONORA,BAHIA SAN JORGE,Sonora_South,-113.075,31.1515,yes
SONORA,BAHIA BACHOCO,Sonora_South,-109.428,26.637,yes
SONORA,BAHIA DE LOBOS,Sonora_South,-110.486,27.303,yes
SONORA,LOS MELAGOS,Sonora_South,-110.328,27.173,yes
SONORA,BAHIA TOBARI,Sonora_South,-109.9985,27.0652,yes
SONORA,PLAYA DEL SOL,Sonora_South,-110.413,27.5658,yes
SONORA,REC PORTUARIO,Sonora_South,-110.9,27.92,yes
SONORA,ISLA SAN ESTEBAN,Sonora_South,-112.581,28.6963,yes
SONORA,SANTO DOMINGO,Sonora_North,-113.638,31.4678,yes
SONORA,EL SAHUIMARO,Sonora_South,-111.762,28.58,yes
SONORA,BALNEARIO VENECIA,Sonora_South,-110.491,27.5643,yes
SONORA,EL SIARIC,Sonora_South,-109.174,26.422,yes
SONORA,EL DESEMBOQUE,Sonora_South,-113.01,30.56,yes
SONORA,LAS BOCAS,Sonora_South,-109.34,26.5848,yes
SONORA,PUNTA CALAVERA,Sonora_South,-110.527,27.859,yes
SONORA,PAREDONCITO,Sonora_South,-109.908,27.0542,yes
SONORA,LAS GUASIMAS,Sonora_South,-110.58,27.8847,yes
SONORA,EL RIITO,Sonora_South,-109.312,26.4823,yes
SONORA,ESTERO ATANASIA,Sonora_South,-110.21,27.14,yes
SONORA,SAN JOSE,Sonora_South,-110.136,27.12,yes
SONORA,PUERTO LOBOS,Sonora_South,-112.842,30.2707,yes
SONORA,PARAJE VIEJO,Sonora_South,-110.924,27.8795,yes
SONORA,ESTERO SAN JOSE,Sonora_South,-110.126,27.125,yes
SONORA,SANTA LUGARDA,Sonora_South,-109.7935,26.7298,yes
SONORA,CAMAHUIROA,Sonora_South,-109.29,26.5394,yes
SONORA,PESQ. MEXICO,Sonora_South,-109.66,26.78,yes
