state,landing_site,OHI_rgn,long,lat,GulfCal
BAJA CALIFORNIA SUR,PTO ADOLFO LOPEZ MATEOS,Baja_California_Sur_South,-112.1185,25.1889,no
BAJA CALIFORNIA SUR,SAN LUCAS,Baja_California_Sur_South,-109.888,22.891,yes
BAJA CALIFORNIA SUR,BAHIA ASUNCION,Baja_California_Sur_North,-114.2905,27.1436,no
BAJA CALIFORNIA SUR,MATANCITAS,Baja_California_Sur_South,-112.03,25.3,no
BAJA CALIFORNIA SUR,LA PAZ,Baja_California_Sur_South,-110.3229,24.1494,yes
BAJA CALIFORNIA SUR,PUNTA ABREOJOS,Baja_California_Sur_North,-113.5742,26.7077,no
BAJA CALIFORNIA SUR,BAHIA TORTUGAS,Baja_California_Sur_North,-114.8805,27.6338,no
BAJA CALIFORNIA SUR,SANTA ROSALIA,Baja_California_Sur_North,-112.2631,27.3397,yes
BAJA CALIFORNIA SUR,SAN JUANICO,Baja_California_Sur_South,-112.4673,26.181,no
BAJA CALIFORNIA SUR,EL CARDON EN LAGUNA SAN IGNACIO,Baja_California_Sur_North,-113.2,26.83,no
BAJA CALIFORNIA SUR,SANTA ROSALIA (B.C.S.),Baja_California_Sur_North,-112.27,27.34,yes
BAJA CALIFORNIA SUR,ENSENADA BLANCA,Baja_California_Sur_South,-111.2205,25.7252,yes
BAJA CALIFORNIA SUR,LAGUNA DE SAN IGNACIO,Baja_California_Sur_North,-113.117,26.75,no
BAJA CALIFORNIA SUR,SAN BRUNO (EN SANTA ROSALIA),Baja_California_Sur_North,-112.1644,27.1682,yes
BAJA CALIFORNIA SUR,ISLA NATIVIDAD,Baja_California_Sur_North,-115.2022,27.8827,no
BAJA CALIFORNIA SUR,BARRIO LA PLAYA,Baja_California_Sur_South,-109.67,23.06,yes
BAJA CALIFORNIA SUR,BUENA VISTA,Baja_California_Sur_South,-109.6973,23.6604,yes
BAJA CALIFORNIA SUR,PAILABOTE,Baja_California_Sur_South,-112.0643,25.5465,no
BAJA CALIFORNIA SUR,"SANTA ROSA, COMONDU",Baja_California_Sur_South,-112.06,26.24,no
BAJA CALIFORNIA SUR,TODOS SANTOS,Baja_California_Sur_South,-110.0033,22.9042,no
BAJA CALIFORNIA SUR,PUERTO SAN CARLOS (B.C.S.),Baja_California_Sur_South,-112.11,24.79,no
BAJA CALIFORNIA SUR,LAS CASITAS,Baja_California_Sur_North,-114.6315,27.4936,no
BAJA CALIFORNIA SUR,LA RIBERA,Baja_California_Sur_South,-109.584,23.593,yes
BAJA CALIFORNIA SUR,PUERTO ADOLFO LOPEZ MATEOS,Baja_California_Sur_South,-112.1185,25.1889,no
BAJA CALIFORNIA SUR,EL DATIL EN LAGUNA DE SAN IGNACIO,Baja_California_Sur_North,-113.17,26.86,no
BAJA CALIFORNIA SUR,PUERTO ALCATRAZ,Baja_California_Sur_South,-111.8552,24.5173,no
BAJA CALIFORNIA SUR,SAN JUANICO II (OCEANO PACIFICO),Baja_California_Sur_South,-112.49,26.25,no
BAJA CALIFORNIA SUR,EL CAYUCO,Baja_California_Sur_South,-111.6859,24.4161,no
BAJA CALIFORNIA SUR,SANTA ROSA,Baja_California_Sur_South,-109.9,23.3,yes
BAJA CALIFORNIA SUR,LORETO,Baja_California_Sur_South,-111.337,26.005,yes
BAJA CALIFORNIA SUR,SAN BUTO,Baja_California_Sur_South,-112.042,24.757,no
BAJA CALIFORNIA SUR,LA FLORIDA,Baja_California_Sur_South,-112.1052,24.9893,no
BAJA CALIFORNIA SUR,PUERTO CHALE,Baja_California_Sur_South,-111.5502,24.417,no
BAJA CALIFORNIA SUR,SAN EVARISTO,Baja_California_Sur_South,-110.698,24.917,yes
BAJA CALIFORNIA SUR,BAHIA DE LA PAZ,Baja_California_Sur_South,-110.491,24.365,yes
BAJA CALIFORNIA SUR,SAN JUAN DE LA COSTA,Baja_California_Sur_South,-110.6837,24.3814,yes
BAJA CALIFORNIA SUR,PUNTA ARENA,Baja_California_Sur_South,-109.41,23.39,yes
BAJA CALIFORNIA SUR,MULEGE,Baja_California_Sur_North,-111.9558,26.9076,yes
BAJA CALIFORNIA SUR,EL SARGENTO,Baja_California_Sur_South,-110.0003,24.1172,yes
BAJA CALIFORNIA SUR,LA RAMADITA (SAN NICOLAS),Baja_California_Sur_North,-111.9,26.7,yes
BAJA CALIFORNIA SUR,PUERTO NUEVO,Baja_California_Sur_South,-111.96,24.74,no
BAJA CALIFORNIA SUR,LAS BARRANCAS,Baja_California_Sur_South,-112.2501,26.0368,no
BAJA CALIFORNIA SUR,PUERTO CAN CUN (O PTO. ROSS),Baja_California_Sur_South,-111.751,24.551,no
BAJA CALIFORNIA SUR,BAHIA CONCEPCION B.C.SUR.,Baja_California_Sur_North,-111.89,26.81,yes
BAJA CALIFORNIA SUR,PUERTO ESCONDIDO,Baja_California_Sur_North,-115.21,28.08,no
BAJA CALIFORNIA SUR,LOS BARRILES,Baja_California_Sur_South,-109.6975,23.6773,yes
BAJA CALIFORNIA SUR,SANTO DOMINGO,Baja_California_Sur_South,-112.5977,26.2947,no
BAJA CALIFORNIA SUR,PUNTA COYOTE,Baja_California_Sur_South,-110.998,24.066,no
BAJA CALIFORNIA SUR,ESTERO SAN VICENTE,Baja_California_Sur_South,-112.0854,25.4618,no
BAJA CALIFORNIA SUR,SAN HIPOLITO,Baja_California_Sur_North,-113.8349,26.9694,no
BAJA CALIFORNIA SUR,PUNTA BENTONITA,Baja_California_Sur_South,-110.8711,23.9564,no
BAJA CALIFORNIA SUR,ESTERO LA HERRADURA,Baja_California_Sur_South,-111.937,24.733,no
BAJA CALIFORNIA SUR,ESTERO EL DATIL,Baja_California_Sur_South,-112.1485,24.8492,no
BAJA CALIFORNIA SUR,PUNTA EUGENIA,Baja_California_Sur_North,-115.0766,27.8477,no
BAJA CALIFORNIA SUR,SAN CRISTOBAL,Baja_California_Sur_North,-114.5021,27.3987,no
BAJA CALIFORNIA SUR,ESTERO RANCHO BUENO,Baja_California_Sur_South,-111.407,24.314,no
BAJA CALIFORNIA SUR,PUNTA LOBOS,Baja_California_Sur_South,-110.194,23.344,no
BAJA CALIFORNIA SUR,EL DATIL II (CAMPO PESQUERO DE SAN JOSE DE GRACIA),Baja_California_Sur_North,-113.17,26.86,no
BAJA CALIFORNIA SUR,EL DELGADITO,Baja_California_Sur_North,-111.8285,26.6404,yes
BAJA CALIFORNIA SUR,EL CARDON,Baja_California_Sur_North,-113.1501,26.7842,no
BAJA CALIFORNIA SUR,ESTERO CANCUN,Baja_California_Sur_South,-111.6402,24.5597,no
BAJA CALIFORNIA SUR,CABO SAN LUCAS,Baja_California_Sur_South,-109.895,22.873,yes
BAJA CALIFORNIA SUR,EL DATIL,Baja_California_Sur_South,-111.4977,24.3721,no
BAJA CALIFORNIA SUR,EL JUNCALITO (B.C.S.),Baja_California_Sur_South,-111.247,25.741,yes
BAJA CALIFORNIA SUR,SAN NICOLAS,Baja_California_Sur_North,-111.505,26.532,yes
BAJA CALIFORNIA SUR,EL CONEJO,Baja_California_Sur_North,-114.5577,27.445,no
BAJA CALIFORNIA SUR,SANTA MARIA,Baja_California_Sur_South,-110.7671,23.9005,no
BAJA CALIFORNIA SUR,MEDANO AMARILLO,Baja_California_Sur_South,-111.927,24.75,no
BAJA CALIFORNIA SUR,SAN JUANICO B.C.S.,Baja_California_Sur_South,-112.49,26.25,no
BAJA CALIFORNIA SUR,ESTERO DE LA BOCANA,Baja_California_Sur_North,-113.7008,26.7838,no
BAJA CALIFORNIA SUR,LIGUI,Baja_California_Sur_South,-111.2626,25.7419,yes
BAJA CALIFORNIA SUR,LAS ISLITAS,Baja_California_Sur_South,-111.2748,25.7573,yes
BAJA CALIFORNIA SUR,LA JICAMA,Baja_California_Sur_South,-112.0651,25.5482,no
BAJA CALIFORNIA SUR,PUERTO SAN ANDRESITO,Baja_California_Sur_South,-112.1537,25.8992,no
BAJA CALIFORNIA SUR,PUNTA SANTA ANA,Baja_California_Sur_North,-112.5988,27.664,yes
BAJA CALIFORNIA SUR,LOS FRAILES,Baja_California_Sur_South,-109.431,23.376,yes
BAJA CALIFORNIA SUR,PUNTA PRIETA,Baja_California_Sur_North,-111.9556,26.9161,yes
BAJA CALIFORNIA SUR,BAHIA MAGDALENA,Baja_California_Sur_South,-112.1914,24.837,no
BAJA CALIFORNIA SUR,LOS INOCENTES,Baja_California_Sur_South,-110.6797,23.7698,no
BAJA CALIFORNIA SUR,BAJOS SAN PABLO,Baja_California_Sur_North,-114.464,27.211,no
BAJA CALIFORNIA SUR,SAN ROQUE,Baja_California_Sur_North,-114.384,27.1676,no
BAJA CALIFORNIA SUR,PUNTA ARENA (EN BAHIA CONCEPCION),Baja_California_Sur_North,-111.89,26.81,yes
BAJA CALIFORNIA SUR,SAN PABLO,Baja_California_Sur_North,-114.4633,27.1974,no
BAJA CALIFORNIA SUR,PUNTA EL LEON,Baja_California_Sur_South,-110.5622,24.221,yes
BAJA CALIFORNIA SUR,PUNTA PESCADERO,Baja_California_Sur_South,-109.51,23.67,yes
BAJA CALIFORNIA SUR,ISLA SAN ROQUE SUR,Baja_California_Sur_North,-114.404,27.165,no
BAJA CALIFORNIA SUR,SAN BRUNO,Baja_California_Sur_North,-112.98,27.15,yes
BAJA CALIFORNIA SUR,ESTERO SALINAS,Baja_California_Sur_South,-111.8028,24.5457,no
BAJA CALIFORNIA SUR,BOCA DE ALAMO,Baja_California_Sur_South,-109.8026,23.8952,yes
BAJA CALIFORNIA SUR,EL CARDONAL (EN LA PAZ),Baja_California_Sur_South,-109.7447,23.8473,yes
BAJA CALIFORNIA SUR,BOCA DEL TULE,Baja_California_Sur_South,-109.443,23.264,yes
BAJA CALIFORNIA SUR,PUNTA MARQUEZ,Baja_California_Sur_South,-110.874,23.9547,no
BAJA CALIFORNIA SUR,CABO TOSCO,Baja_California_Sur_South,-111.7041,24.3606,no
BAJA CALIFORNIA SUR,MUELLE FISCAL DE SAN CARLOS,Baja_California_Sur_South,-112.11,24.79,no
BAJA CALIFORNIA SUR,CLAM BAYS,Baja_California_Sur_North,-114.8441,27.6216,no
BAJA CALIFORNIA SUR,"LOMA AMARILLA, COMONDU",Baja_California_Sur_South,-112.06,26.24,no
BAJA CALIFORNIA SUR,SAN ANDRESITO,Baja_California_Sur_South,-112.1537,25.8992,no
BAJA CALIFORNIA SUR,EL FARO,Baja_California_Sur_North,-113.5237,26.7572,no
BAJA CALIFORNIA SUR,EL SAUZOSO,Baja_California_Sur_South,-110.6378,24.3157,yes
BAJA CALIFORNIA SUR,EL COYOTE,Baja_California_Sur_South,-110.998,24.066,no
BAJA CALIFORNIA SUR,ESTERO EL DELGADITO (B.C.S.),Baja_California_Sur_North,-113.06,26.61,no
BAJA CALIFORNIA SUR,LA PALOMETA,Baja_California_Sur_South,-111.6481,24.5566,no
BAJA CALIFORNIA SUR,LOS PRADOS,Baja_California_Sur_South,-112.1188,25.1926,no
BAJA CALIFORNIA SUR,ISLA MAGDALENA,Baja_California_Sur_South,-112.1089,25.3816,no
BAJA CALIFORNIA SUR,BARRIO DE LA PLAYA,Baja_California_Sur_South,-109.67,23.06,yes
BAJA CALIFORNIA SUR,LA VENTANA,Baja_California_Sur_South,-109.9931,24.0488,yes
BAJA CALIFORNIA SUR,CAMPO PESQUERO EL DELGADITO,Baja_California_Sur_North,-113.0581,26.6064,no
BAJA CALIFORNIA SUR,ISLA CERRALVO,Baja_California_Sur_South,-109.8693,24.2357,yes
BAJA CALIFORNIA SUR,BUENA VISTA (EN LOS CABOS),Baja_California_Sur_South,-109.7,23.66,yes
BAJA CALIFORNIA SUR,PUNTA TOSCA,Baja_California_Sur_South,-111.71,24.304,no
BAJA CALIFORNIA SUR,BOCANA DE SAN VENANCIO,Baja_California_Sur_North,-112.417,27.083,no
BAJA CALIFORNIA SUR,ARROYO DE LA POZA,Baja_California_Sur_South,-112.0138,25.4725,no
BAJA CALIFORNIA SUR,"SAN JOSE DEL CABO, B.C.S.",Baja_California_Sur_South,-109.7,23.062,yes
BAJA CALIFORNIA SUR,LA HERRADURA,Baja_California_Sur_South,-111.911,24.719,no
BAJA CALIFORNIA SUR,ISLA CATALANA,Baja_California_Sur_South,-110.781,25.653,yes
BAJA CALIFORNIA SUR,PUERTO CORTEZ,Baja_California_Sur_South,-111.822,24.4752,no
BAJA CALIFORNIA SUR,EL PARDITO,Baja_California_Sur_South,-110.588,24.863,yes
BAJA CALIFORNIA SUR,LA POZA,Baja_California_Sur_South,-112.088,25.478,no
BAJA CALIFORNIA SUR,SAN JAVIER,Baja_California_Sur_South,-111.337,26.005,yes
BAJA CALIFORNIA SUR,BAHIA SANTA INES,Baja_California_Sur_North,-111.9739,27.0306,yes
BAJA CALIFORNIA SUR,TEMBABICHE,Baja_California_Sur_South,-111.089,25.313,yes
BAJA CALIFORNIA SUR,PUNTA SAN CARLOS,Baja_California_Sur_South,-112.102,24.794,no
BAJA CALIFORNIA SUR,ISLA SANTA CATALINA,Baja_California_Sur_South,-110.8175,25.6345,yes
BAJA CALIFORNIA SUR,MUELLE DE PROD. PESQ. MATANCITAS,Baja_California_Sur_South,-111.998,25.147,no
BAJA CALIFORNIA SUR,PUERTO AGUA VERDE,Baja_California_Sur_South,-111.0814,25.5277,yes
BAJA CALIFORNIA SUR,MUELLE DE PTO ADOLFO LOPEZ MATEOS,Baja_California_Sur_South,-112.1185,25.1889,no
BAJA CALIFORNIA SUR,ESTERO HOMBRES SOLOS,Baja_California_Sur_South,-112,25,no
BAJA CALIFORNIA SUR,BAHIA DE SANTANA,Baja_California_Sur_North,-113.33,26.83,no
BAJA CALIFORNIA SUR,EL PORTUGES,Baja_California_Sur_South,-112.12,24.86,no
BAJA CALIFORNIA SUR,ISLA MARGARITA,Baja_California_Sur_South,-111.55,24.28,no
BAJA CALIFORNIA SUR,ENSENADA DE LA PAZ,Baja_California_Sur_South,-110.3887,24.1361,yes
BAJA CALIFORNIA SUR,LA TRINIDAD,Baja_California_Sur_North,-112.6432,27.7026,yes
BAJA CALIFORNIA SUR,ESTERO SANTO DOMINGO,Baja_California_Sur_South,-112.0835,25.4021,no
BAJA CALIFORNIA SUR,Las Casitas (Laguna Ojo de Liebre),Baja_California_Sur_North,-113.95,27.73,no
BAJA CALIFORNIA SUR,EL CHICHARRON,Baja_California_Sur_South,-112.267,26.0509,no
BAJA CALIFORNIA SUR,LA PITHAYA,Baja_California_Sur_South,-110.95,25.03,yes
BAJA CALIFORNIA SUR,ESTERO EL DATIL (B.C.S.),Baja_California_Sur_North,-113.17,26.86,no
BAJA CALIFORNIA SUR,DALITAR,Baja_California_Sur_South,-109.601,23.3466,yes
BAJA CALIFORNIA SUR,LA BINORAMA,Baja_California_Sur_South,-112.06,26.24,no
BAJA CALIFORNIA SUR,MUELLE DE SANIMAR (LA PAZ),Baja_California_Sur_South,-110.32,24.155,yes
BAJA CALIFORNIA SUR,CAMPITO EL CHEVO,Baja_California_Sur_North,-114.8519,27.823,no
BAJA CALIFORNIA SUR,SAN LUIS,Baja_California_Sur_South,-109.4668,23.1837,yes
BAJA CALIFORNIA SUR,CABO PULMO,Baja_California_Sur_South,-109.42,23.445,yes
BAJA CALIFORNIA SUR,EL PORTUGUEZ,Baja_California_Sur_South,-112.12,24.86,no
BAJA CALIFORNIA SUR,PUNTA TRINIDAD,Baja_California_Sur_North,-112.7245,27.8214,yes
BAJA CALIFORNIA SUR,MUELLE FISCAL DE LA PAZ,Baja_California_Sur_South,-110.31,24.166,yes
BAJA CALIFORNIA SUR,BAHIA SAN NICOLAS,Baja_California_Sur_North,-111.541,26.599,yes
BAJA CALIFORNIA SUR,SANTA ELENITA,Baja_California_Sur_South,-112.1084,25.2377,no
BAJA CALIFORNIA SUR,BAHIA COMONDU,Baja_California_Sur_South,-112.137,25.6695,no
BAJA CALIFORNIA SUR,LA ISLITA B.C.N.,Baja_California_Sur_North,-114.135,28.0955,no
BAJA CALIFORNIA SUR,BAHIA SALINAS (EN ISLA DEL CARMEN),Baja_California_Sur_South,-111.172,25.943,yes
BAJA CALIFORNIA SUR,BAHIA SANTA MARINA,Baja_California_Sur_South,-111.534,24.377,no
BAJA CALIFORNIA SUR,BAHIA SANTA MARIA,Baja_California_Sur_South,-112.1827,24.7109,no
BAJA CALIFORNIA SUR,LA JICAMITA,Baja_California_Sur_North,-112.026,26.401,no
BAJA CALIFORNIA SUR,LAS SALINAS,Baja_California_Sur_South,-109.628,23.073,yes
BAJA CALIFORNIA SUR,BAHIA DE LOS ANGELES B.C.N.,Baja_California_Sur_North,-113.56,28.95,yes
BAJA CALIFORNIA SUR,ESTERO LAS VACAS,Baja_California_Sur_South,-112.0913,25.3405,no
BAJA CALIFORNIA SUR,ESTERO SAN GREGORIO,Baja_California_Sur_South,-112.2772,26.0975,no
BAJA CALIFORNIA SUR,ESTERO SAN JORGE,Baja_California_Sur_South,-112.1342,25.8359,no
BAJA CALIFORNIA SUR,EL BARRIL B.C.N.,Baja_California_Sur_North,-112.93,28.3,yes
BAJA CALIFORNIA SUR,SAN ISIDRO,Baja_California_Sur_South,-109.7836,23.8676,yes
BAJA CALIFORNIA SUR,ARROYO SAN REYNALDO,Baja_California_Sur_South,-112.565,26.2881,no
BAJA CALIFORNIA SUR,LA PLAYITA,Baja_California_Sur_South,-109.67,23.062,yes
BAJA CALIFORNIA SUR,MALARRIMO,Baja_California_Sur_North,-114.6688,27.7833,no
BAJA CALIFORNIA SUR,LA CURVA DEL DIABLO,Baja_California_Sur_South,-112.1924,24.889,no
BAJA CALIFORNIA SUR,AGUA VERDE,Baja_California_Sur_South,-111.0814,25.5277,yes
BAJA CALIFORNIA SUR,PAREDON AMARILLO,Baja_California_Sur_North,-111.8498,26.8822,yes
BAJA CALIFORNIA SUR,BAHIA DE SAN JUANICO,Baja_California_Sur_North,-111.45,26.436,yes
BAJA CALIFORNIA SUR,LA CUEVITA,Baja_California_Sur_South,-110.519,23.652,no
BAJA CALIFORNIA SUR,LAS CUEVITAS,Baja_California_Sur_South,-111.6323,24.5146,no
BAJA CALIFORNIA SUR,ARROYO GUADALUPE,Baja_California_Sur_South,-111.172,24.182,no
BAJA CALIFORNIA SUR,PUERTO MAGDALENA,Baja_California_Sur_South,-112.139,24.635,no
BAJA CALIFORNIA SUR,BAHIA SAN ROQUE,Baja_California_Sur_North,-114.3551,27.1474,no
BAJA CALIFORNIA SUR,PUNTA BALLENAS,Baja_California_Sur_South,-112.163,24.7605,no
BAJA CALIFORNIA SUR,BOCA DEL CARRIZAL,Baja_California_Sur_South,-110.0143,22.9189,no
BAJA CALIFORNIA SUR,P. SANTA ROSA CONSTITUCION,Baja_California_Sur_South,-109.9,23.3,yes
BAJA CALIFORNIA SUR,SAN LAZARO,Baja_California_Sur_South,-112.2713,24.7629,no
BAJA CALIFORNIA SUR,PUNTA CONCEPCION,Baja_California_Sur_North,-111.8201,26.8965,yes
BAJA CALIFORNIA SUR,HOMBRES SOLOS,Baja_California_Sur_South,-112.02,24.9,no
BAJA CALIFORNIA SUR,AGUAS LITORALES (LOPEZ MATEOS),Baja_California_Sur_South,-112.14,25.019,no
BAJA CALIFORNIA SUR,RIO LA FLORIDA,Baja_California_Sur_South,-112.1052,24.9893,no
BAJA CALIFORNIA SUR,ROCA LOBOS,Baja_California_Sur_North,-112.0679,27.1674,yes
BAJA CALIFORNIA SUR,PUNTA COYOTE II (CERCA DE PUERTO MEJIA),Baja_California_Sur_South,-112.02,24.6,no
BAJA CALIFORNIA SUR,LAS TINAJAS,Baja_California_Sur_South,-111.7363,26.1259,no
BAJA CALIFORNIA SUR,DATILES VERDES,Baja_California_Sur_South,-112.1741,25.0892,no
BAJA CALIFORNIA SUR,LAS RAMADITAS,Baja_California_Sur_South,-111.966,25.129,no
BAJA CALIFORNIA SUR,PUNTA PALMILLA,Baja_California_Sur_South,-109.714,23.008,yes
BAJA CALIFORNIA SUR,LOS BURRITOS (CAMPO PESQUERO),Baja_California_Sur_South,-112.11,25.03,no
BAJA CALIFORNIA SUR,SAN JORGE,Baja_California_Sur_North,-112.2,26.55,no
BAJA CALIFORNIA SUR,PUNTA ENTRADA,Baja_California_Sur_South,-112.055,24.54,no
BAJA CALIFORNIA SUR,ADOLFO LOPEZ MATEOS (PRESA),Baja_California_Sur_South,-112.1185,25.1889,no
BAJA CALIFORNIA SUR,AGUAS LITORALES (PUNTA ABREOJOS),Baja_California_Sur_North,-113.56,26.72,no
BAJA CALIFORNIA SUR,PUERTO CUCHILLO,Baja_California_Sur_South,-110.93,24.97,yes
BAJA CALIFORNIA SUR,ESTERO SAN IGNACIO,Baja_California_Sur_North,-113.1518,26.775,no
BAJA CALIFORNIA SUR,ESTERO EL CAYUCO,Baja_California_Sur_South,-111.6548,24.5719,no
BAJA CALIFORNIA SUR,CIUDAD CONSTITUCION,Baja_California_Sur_South,-111.65,25.05,no
BAJA CALIFORNIA SUR,LA JOYA,Baja_California_Sur_South,-110.7183,23.8038,no
BAJA CALIFORNIA SUR,LAGUNA DE SAN JUANICO,Baja_California_Sur_South,-112.361,26.191,no
BAJA CALIFORNIA SUR,ESTERO SANTA ROSA,Baja_California_Sur_South,-109.9,23.3,yes
BAJA CALIFORNIA SUR,SAN JUANITO,Baja_California_Sur_North,-112.29,26.56,no
BAJA CALIFORNIA SUR,ESTERO SANTA ELENITA,Baja_California_Sur_South,-112.1084,25.2377,no
BAJA CALIFORNIA SUR,BAHIA LOS MUERTOS,Baja_California_Sur_South,-109.8105,23.95,yes
BAJA CALIFORNIA SUR,EMBARCADERO DE SAN ANDRES,Baja_California_Sur_North,-112.22,26.79,no
BAJA CALIFORNIA SUR,ARROYO LA PITAYA,Baja_California_Sur_South,-110.95,25.05,yes
BAJA CALIFORNIA SUR,PUNTA CLAM BAY,Baja_California_Sur_North,-114.8441,27.6216,no
BAJA CALIFORNIA SUR,AGUA CHALE,Baja_California_Sur_South,-112.02,25.1,no
BAJA CALIFORNIA SUR,EL TULE,Baja_California_Sur_South,-109.811,22.958,yes
BAJA CALIFORNIA SUR,LAS ANIMAS,Baja_California_Sur_South,-110.509,25.128,no
BAJA CALIFORNIA SUR,BAHIA DE LOS ANGELES,Baja_California_Sur_North,-113.56,28.95,yes
BAJA CALIFORNIA SUR,ESTERO MULEGE,Baja_California_Sur_North,-112.0267,27.0321,yes
BAJA CALIFORNIA SUR,LA LICOMITA,Baja_California_Sur_South,-112.02,25.06,no
BAJA CALIFORNIA SUR,PLUTARCO ELIAS CALLES,Baja_California_Sur_South,-110.147,23.2148,no
BAJA CALIFORNIA SUR,LA CRUZ,Baja_California_Sur_South,-110.31,24.16,yes
BAJA CALIFORNIA SUR,BAHIA LA VENTANA,Baja_California_Sur_South,-109.929,24.0453,yes
BAJA CALIFORNIA SUR,BAHIA ALMEJAS,Baja_California_Sur_South,-111.678,24.441,no
BAJA CALIFORNIA SUR,PUERTO ASTORGA,Baja_California_Sur_South,-112.1188,25.1895,no
BAJA CALIFORNIA SUR,PUNTA COYOTE (EN LORETO),Baja_California_Sur_South,-111.337,26.005,yes
BAJA CALIFORNIA SUR,PUNTA CHOROS,Baja_California_Sur_North,-114.154,27.1268,no
BAJA CALIFORNIA SUR,MUELLE DE PROD. PESQUERO MATANCITAS,Baja_California_Sur_South,-111.998,25.147,no
BAJA CALIFORNIA SUR,LOPEZ MATEOS,Baja_California_Sur_South,-112.117,25.192,no
BAJA CALIFORNIA SUR,BUENAVISTA,Baja_California_Sur_South,-112.0808,25.6691,no
BAJA CALIFORNIA SUR,ESTERO SAN JOSE B.C.N.,Baja_California_Sur_North,-115.93,30.42,no
BAJA CALIFORNIA SUR,PUNTA EL LIMON (EN ISLA CERRALVO),Baja_California_Sur_South,-109.8693,24.2357,yes
BAJA CALIFORNIA SUR,CAMPO EL COLORADO,Baja_California_Sur_South,-110.685,24.733,yes
BAJA CALIFORNIA SUR,CAMPO CHESTER,Baja_California_Sur_North,-115.0444,27.8583,no
BAJA CALIFORNIA SUR,BOCA DE FLOR DE MALVA,Baja_California_Sur_South,-111.077,24.132,no
BAJA CALIFORNIA SUR,PTO CANCUN,Baja_California_Sur_South,-111.6402,24.5597,no
BAJA CALIFORNIA SUR,EL PALMAR,Baja_California_Sur_South,-110.1692,23.2884,no
BAJA CALIFORNIA SUR,CAMPO EL DATIL (EN LA LAGUNA OJO DE LIEBRE),Baja_California_Sur_North,-113.91,27.76,no
BAJA CALIFORNIA SUR,LAGUNA ESCONDIDA,Baja_California_Sur_North,-113.4079,26.8255,no
BAJA CALIFORNIA SUR,ISLA SAN ROQUE,Baja_California_Sur_North,-114.3918,27.1478,no
BAJA CALIFORNIA SUR,PUNTA AMARILLA (O SANTA ROSA),Baja_California_Sur_South,-109.9,23.3,yes
BAJA CALIFORNIA SUR,PUERTO DATIL,Baja_California_Sur_South,-111.4977,24.3721,no
BAJA CALIFORNIA SUR,EL HORCONCITO,Baja_California_Sur_South,-112.0781,25.5203,no
BAJA CALIFORNIA SUR,PUNTA PICKETSON,Baja_California_Sur_South,-111.6877,24.5542,no
BAJA CALIFORNIA SUR,PUNTA BELCHER (O PUNTA ARENAS),Baja_California_Sur_South,-112.12,24.62,no
BAJA CALIFORNIA SUR,MARISCAL,Baja_California_Sur_South,-111.98,24.6,no
BAJA CALIFORNIA SUR,BAJO EL TIBURON,Baja_California_Sur_North,-111.8988,26.8487,yes
BAJA CALIFORNIA SUR,SANTA ROSALIITA,Baja_California_Sur_North,-111.7905,26.5668,yes
BAJA CALIFORNIA SUR,PRIMER ARROYO,Baja_California_Sur_North,-114.3941,27.8311,no
BAJA CALIFORNIA SUR,PUERTO ESCONDIDO (EN LORETO),Baja_California_Sur_South,-111.337,26.005,yes
BAJA CALIFORNIA SUR,ENSENADA EL MUERTO,Baja_California_Sur_North,-111.9924,27.0994,yes
BAJA CALIFORNIA SUR,LOS DIFUNTOS,Baja_California_Sur_South,-110.1886,23.3414,no
BAJA CALIFORNIA SUR,EL CARDONAL,Baja_California_Sur_South,-110.367,24.031,yes
BAJA CALIFORNIA SUR,PEÑASCO,Baja_California_Sur_North,-113.54,31.31,yes
BAJA CALIFORNIA SUR,SAN LUIS GONZAGA B.C.N.,Baja_California_Sur_North,-114.39,29.79,yes
BAJA CALIFORNIA SUR,SAN MARCOS (EN ISLA SAN MARCOS),Baja_California_Sur_North,-112.06,27.17,yes
BAJA CALIFORNIA SUR,ISLA SAN JOSE,Baja_California_Sur_South,-110.58,24.92,yes
BAJA CALIFORNIA SUR,AGUAS LITORALES (CD. CONSTITUCION),Baja_California_Sur_South,-112,25.2,no
BAJA CALIFORNIA SUR,PUERTO ALMEJA,Baja_California_Sur_North,-111.43,26.379,yes
BAJA CALIFORNIA SUR,BAHIA BALLENAS,Baja_California_Sur_North,-113.391,26.76,no
BAJA CALIFORNIA SUR,ESTERO SAN RAFAEL,Baja_California_Sur_South,-112.1024,25.7396,no
BAJA CALIFORNIA SUR,ISLA SAN DIEGO,Baja_California_Sur_South,-110.703,25.208,yes
BAJA CALIFORNIA SUR,BOCA DE LOS CARDONES,Baja_California_Sur_South,-110.21,23.33,no
BAJA CALIFORNIA SUR,BOCA SAN DIEGO,Baja_California_Sur_North,-113.57,27.72,no
BAJA CALIFORNIA SUR,ENSENADA DE CORTEZ,Baja_California_Sur_South,-111.32,25.92,yes
BAJA CALIFORNIA SUR,ESTERO BUENAVISTA,Baja_California_Sur_South,-112.0703,25.6354,no
BAJA CALIFORNIA SUR,ISLA SANTA INES,Baja_California_Sur_North,-111.9276,27.0277,yes
BAJA CALIFORNIA SUR,PUNTA LOS TULES,Baja_California_Sur_South,-110.613,24.2705,yes
BAJA CALIFORNIA SUR,LAGUNA SAN IGNACIO,Baja_California_Sur_North,-113.117,26.75,no
