state,landing_site_catch,landing_site_primary,lat,long,GulfCal
BAJA CALIFORNIA,VARADERO DEL CARDON,DEL CARDÓN VARADERO,28.386,-114.067,no
BAJA CALIFORNIA,SAN SEBASTIAN,SAN SEBASTIAN,26.617,-111.568,yes
BAJA CALIFORNIA,PRESA EL CAJON,PRESA EL CAJON,NA,NA,NA
BAJA CALIFORNIA,LA RINCONADA,RINCONADA LA,29.8955,-115.7407,no
BAJA CALIFORNIA,BAHIA DE MACAPULE,BAHIA DE MACAPULE,25.25,-108.52,yes
BAJA CALIFORNIA,ALVARADO,ALVARADO,NA,NA,NA
BAJA CALIFORNIA,Las Casitas (Laguna Ojo de Liebre),Las Casitas (Laguna Ojo de Liebre),27.73,-114.08,no
BAJA CALIFORNIA,COL. VICENTE GUERRERO,COL. VICENTE GUERRERO,NA,NA,NA
BAJA CALIFORNIA,ISLA SAN PEDRO MARTIR,SAN PEDRO MARTIR ISLA,28.3721,-112.3331,yes
BAJA CALIFORNIA,TAMIAHUA,TAMIAHUA,NA,NA,NA
BAJA CALIFORNIA,PUERTO LOS CHOROS,CHOROS PUERTO LOS,29,-113.5667,yes
BAJA CALIFORNIA,CORTINA DE LA PRESA,CORTINA DE LA PRESA,NA,NA,NA
BAJA CALIFORNIA,ARBOLILLO,ARBOLITOS PUERTO DE,31.7043,-116.6637,no
BAJA CALIFORNIA,ISLA DE CORONADO,CORONADO ISLA,29.0831,-113.5178,yes
BAJA CALIFORNIA,ISLA SAN ESTEBAN,SAN ESTEBAN ISLA,28.6999,-112.5721,yes
BAJA CALIFORNIA,ARTEAGA,ARTEAGA,NA,NA,NA
BAJA CALIFORNIA,TORRE MOCHA,TORRE MOCHA,28.2523,-114.057,no
BAJA CALIFORNIA,ROSALILLITA,ROSALIITA,28.372,-114.182,no
BAJA CALIFORNIA,PLAYA HERMOSA,HERMOSA PLAYA,30.7307,-114.6974,yes
BAJA CALIFORNIA,TORRE BLANCA,TORRE BLANCA,NA,NA,NA
BAJA CALIFORNIA,SAN RAFAEL (EN BAHIA CONCEPCION),SAN RAFAEL (EN BAHIA CONCEPCION),27.32,-112.27,yes
BAJA CALIFORNIA,ISLAS CORONADO,CORONADO ISLA,29.0831,-113.5178,yes
BAJA CALIFORNIA,DON ABEL,DON ABEL,31.219,-114.878,yes
BAJA CALIFORNIA,QUERENDARO,QUERENDARO,NA,NA,NA
BAJA CALIFORNIA,GUADALUPE,GUADALUPE,31.255,-116.359,no
BAJA CALIFORNIA,BUFADORA,BUFADORA LA,31.7201,-116.7139,no
BAJA CALIFORNIA,SAN MARCOS (EN ISLA SAN MARCOS),SAN MARCOS (EN ISLA SAN MARCOS),27.233,-112.101,yes
BAJA CALIFORNIA,LA PUNTITA (VARADERO),LA PUNTITA (VARADERO),NA,NA,NA
BAJA CALIFORNIA,COLORADITA O PUERTO ESCONDIDO (I. DE CEDROS),COLORADITA O PUERTO ESCONDIDO (I. DE CEDROS),28.116,-115.351,no
BAJA CALIFORNIA,VARDERO LOS HOJITOS,LOS HOJITOS VARADERO,28.296,-114.09,no
BAJA CALIFORNIA,PUNTA EL TOMATAL,TOMATAL PUNTA EL,28.494,-114.06,no
BAJA CALIFORNIA,EL QUEMADO,QUEMADO EL,28.929,-113.412,yes
BAJA CALIFORNIA,PUNTA CHINA,CHINA PUNTA,31.5105,-116.6455,no
BAJA CALIFORNIA,ISLA SANTA ISABEL O EL HUERFANITO,ISLA SANTA ISABEL O EL HUERFANITO,29.603,-114.476,yes
BAJA CALIFORNIA,PUNTA MORRO,MORRO PUNTA,31.8576,-116.6678,no
BAJA CALIFORNIA,GUERRERO NEGRO,GUERRERO NEGRO,27.98,-114.044,no
BAJA CALIFORNIA,BAHIA BLANCA,BLANCA BAHÍA,29.102,-114.699,no
BAJA CALIFORNIA,ROCA COMSAG,ROCA COMSAG,NA,NA,NA
BAJA CALIFORNIA,LA CARDONOSA,CARDONOSA LA,29.1189,-113.5831,yes
BAJA CALIFORNIA,BAHIA TORTUGAS,BAHIA TORTUGAS,27.69,-114.893,no
BAJA CALIFORNIA,ZONA ESTEROS,ZONA ESTEROS,NA,NA,NA
BAJA CALIFORNIA,ISLA SALSIPUEDES,SALSIPUEDES ISLA,28.7362,-112.98,yes
BAJA CALIFORNIA,PUNTA MARIA,MARÍA PUNTA,28.921,-114.53,no
BAJA CALIFORNIA,BAHIA ASUNCION,BAHIA ASUNCION,27.129,-114.292,no
BAJA CALIFORNIA,VARADERO ALTAMIRA,ALTAMIRA VARADERO,28.326,-114.079,no
BAJA CALIFORNIA,PUNTA SAN TELMO,SAN TELMO PUNTA,30.9344,-116.2422,no
BAJA CALIFORNIA,LA TOBA (CAMPO),TOBA CAMPO,30.43,-114.6338,yes
BAJA CALIFORNIA,COLORADITO,COLORADITO,30.5795,-114.6692,no
BAJA CALIFORNIA,ISLA ARENA,ISLA ARENA,NA,NA,NA
BAJA CALIFORNIA,ISLA RAZA,RAZA ISLA,28.8074,-112.977,yes
BAJA CALIFORNIA,NA,CALETA,32.287,-117.0374,no
BAJA CALIFORNIA,MANZANILLO,MANZANILLO,NA,NA,NA
BAJA CALIFORNIA,BAJO SUR,BAJO SUR,NA,NA,NA
BAJA CALIFORNIA,BAJO MACHO,BAJO MACHO,NA,NA,NA
BAJA CALIFORNIA,AGUA CHALE,AGUA CHALE,30.721800000000002,-114.7053,yes
BAJA CALIFORNIA,BAJO LA BRUJA,BAJO LA BRUJA,NA,NA,NA
BAJA CALIFORNIA,ANTON LIZARDO,ANTON LIZARDO,NA,NA,NA
BAJA CALIFORNIA,ARROYO (EN I. DE CEDROS),ARROYO (EN I. DE CEDROS),28.189,-115.216,no
BAJA CALIFORNIA,CAMPO LIMA (EN I. GUADALUPE),CAMPO LIMA (EN I. GUADALUPE),29.0556,-118.377,no
BAJA CALIFORNIA,RASPORIA,RASPORIA,28.3666,-114.0629,no
BAJA CALIFORNIA,GUAYMAS,GUAYMAS,27.918,-110.905,yes
BAJA CALIFORNIA,ISLA ENCANTADA (CENTRO),ISLA ENCANTADA (CENTRO),31.024,-114.837,yes
BAJA CALIFORNIA,ZONA COLORADITO,COLORADITO,30.5795,-114.6692,no
BAJA CALIFORNIA,EL WIDO,WIDO EL,28.366,-114.066,no
BAJA CALIFORNIA,ISLA MIRAMAR,MIRAMAR ISLA,30.0851,-114.5414,yes
BAJA CALIFORNIA,LA PALMITA (VARADERO),LA PALMITA (VARADERO),NA,NA,NA
BAJA CALIFORNIA,PUERTO LIBERTAD,PUERTO LIBERTAD,29.909,-112.673,yes
BAJA CALIFORNIA,CAMPO PESQUERO JUAREZ,PESQUERO JUAREZ CAMPO,29.035,-118.365,no
BAJA CALIFORNIA,PUNTA NORTE (I. CEDROS),PUNTA NORTE (I. CEDROS),28.189,-115.216,no
BAJA CALIFORNIA,MALECOM SEYBAPLAYA,MALECOM SEYBAPLAYA,NA,NA,NA
BAJA CALIFORNIA,R/A. BITZAL 5TA. SECC.,R/A. BITZAL 5TA. SECC.,NA,NA,NA
BAJA CALIFORNIA,CELESTUN,CELESTUN,NA,NA,NA
BAJA CALIFORNIA,PIEDRA AHOGADA,PIEDRA AHOGADA PUNTA LA,29.3837,-115.009,no
BAJA CALIFORNIA,BAHIA DE PUERTO ANGEL,ANGELES BAHÍA DE LOS,29.03,-113.551,yes
BAJA CALIFORNIA,EL CARACOL,EL CARACOL,31.8592,-116.6246,no
BAJA CALIFORNIA,PUERTO MADERO,PUERTO MADERO,NA,NA,NA
BAJA CALIFORNIA,SAN LUCAS,SAN LUCAS,NA,NA,NA
BAJA CALIFORNIA,PUNTA MEZQUITE,MEZQUITE PUNTA,32.143,-116.898,no
BAJA CALIFORNIA,ISLA SAN LORENZO,SAN LORENZO ISLA,28.6336,-112.8289,yes
BAJA CALIFORNIA,ISLA SAN BENITO,SAN BENITO ISLOTE,28.306,-114.09,no
BAJA CALIFORNIA,BAJO SACRAMENTO O EL TIMON,BAJO SACRAMENTO O EL TIMON,NA,NA,NA
BAJA CALIFORNIA,LA VIBORA (I. ANGEL DE LA GUARDA),ANGEL DE LA GUARDA ISLA,29.2898,-113.3649,yes
BAJA CALIFORNIA SUR,LAGUNA LAS FLORES Y GOLFO DE MEXICO,LAGUNA LAS FLORES Y GOLFO DE MEXICO,NA,NA,NA
BAJA CALIFORNIA SUR,PICHILINGUE,PICHILINGUE,24.2831,-110.3326,yes
BAJA CALIFORNIA SUR,SAN CARLOS,SAN CARLOS,24.7661,-111.9669,no
BAJA CALIFORNIA SUR,PTO ADOLFO LOPEZ MATEOS,PTO ADOLFO LOPEZ MATEOS,25.1889,-112.1185,no
BAJA CALIFORNIA SUR,SAN LUCAS,SAN LUCAS,22.891,-109.888,yes
BAJA CALIFORNIA SUR,BAHIA ASUNCION,ASUNCIÓN BAHÍA,27.1436,-114.2905,no
BAJA CALIFORNIA SUR,MATANCITAS,MATANCITAS,25.3,-112.03,no
BAJA CALIFORNIA SUR,LA PAZ,PAZ LA,24.1494,-110.3229,yes
BAJA CALIFORNIA SUR,PUNTA ABREOJOS,ABREOJOS PUNTA,26.7077,-113.5742,no
BAJA CALIFORNIA SUR,BAHIA TORTUGAS,TORTUGAS BAHÍA,27.6338,-114.8805,no
BAJA CALIFORNIA SUR,NO CONSIDERADO,NO CONSIDERADO,NA,NA,NA
BAJA CALIFORNIA SUR,SANTA ROSALIA,ROSALIA SANTA,27.3397,-112.2631,yes
BAJA CALIFORNIA SUR,SAN JUANICO,JUANICO SAN,26.181,-112.4673,no
BAJA CALIFORNIA SUR,SITIO EMB DESEM GENERICO,SITIO EMB DESEM GENERICO,NA,NA,NA
BAJA CALIFORNIA SUR,EL CARDON EN LAGUNA SAN IGNACIO,EL CARDON EN LAGUNA SAN IGNACIO,26.83,-113.2,no
BAJA CALIFORNIA SUR,SANTA ROSALIA (B.C.S.),SANTA ROSALIA (B.C.S.),27.34,-112.27,yes
BAJA CALIFORNIA SUR,ENSENADA BLANCA,ENSENADA BLANCA,25.7252,-111.2205,yes
BAJA CALIFORNIA SUR,LAGUNA DE SAN IGNACIO,LAGUNA DE SAN IGNACIO,26.75,-113.117,no
BAJA CALIFORNIA SUR,SAN BRUNO (EN SANTA ROSALIA),SAN BRUNO (EN SANTA ROSALIA),27.1682,-112.1644,yes
BAJA CALIFORNIA SUR,ISLA NATIVIDAD,NATIVIDAD ISLA,27.8827,-115.2022,no
BAJA CALIFORNIA SUR,BARRIO LA PLAYA,BARRIO LA PLAYA,23.06,-109.67,yes
BAJA CALIFORNIA SUR,BUENA VISTA,BUENA VISTA,23.6604,-109.6973,yes
BAJA CALIFORNIA SUR,PAILABOTE,PAILABOTE,25.5465,-112.0643,no
BAJA CALIFORNIA SUR,"SANTA ROSA, COMONDU","SANTA ROSA, COMONDU",26.24,-112.06,no
BAJA CALIFORNIA SUR,TODOS SANTOS,TODOS SANTOS,22.9042,-110.0033,no
BAJA CALIFORNIA SUR,PUERTO SAN CARLOS (B.C.S.),PUERTO SAN CARLOS (B.C.S.),24.79,-112.11,no
BAJA CALIFORNIA SUR,LAS CASITAS,CASITAS LAS,27.4936,-114.6315,no
BAJA CALIFORNIA SUR,LA RIBERA,LA RIBERA,23.593,-109.584,yes
BAJA CALIFORNIA SUR,PUERTO ADOLFO LOPEZ MATEOS,ADOLFO LOPEZ MATEOS PUERTO,25.1889,-112.1185,no
BAJA CALIFORNIA SUR,EL DATIL EN LAGUNA DE SAN IGNACIO,EL DATIL EN LAGUNA DE SAN IGNACIO,26.86,-113.17,no
BAJA CALIFORNIA SUR,PUERTO ALCATRAZ,ALCATRAZ PUERTO,24.5173,-111.8552,no
BAJA CALIFORNIA SUR,SAN JUANICO II (OCEANO PACIFICO),SAN JUANICO II (OCEANO PACIFICO),26.25,-112.49,no
BAJA CALIFORNIA SUR,EL CAYUCO,CAYUCO EL,24.4161,-111.6859,no
BAJA CALIFORNIA SUR,SANTA ROSA,SANTA ROSA,23.3,-109.9,yes
BAJA CALIFORNIA SUR,LORETO,LORETO,26.005,-111.337,yes
BAJA CALIFORNIA SUR,SAN BUTO,BUTO SAN,24.757,-112.042,no
BAJA CALIFORNIA SUR,LA FLORIDA,FLORIDA LA,24.9893,-112.1052,no
BAJA CALIFORNIA SUR,PUERTO CHALE,CHALE PUERTO,24.417,-111.5502,no
BAJA CALIFORNIA SUR,SAN EVARISTO,EVARISTO PUNTA SAN,24.917,-110.698,yes
BAJA CALIFORNIA SUR,BAHIA DE LA PAZ,LA PAZ BAHÍA DE,24.365,-110.491,yes
BAJA CALIFORNIA SUR,SAN JUAN DE LA COSTA,JUAN SAN DE LA COSTA,24.3814,-110.6837,yes
BAJA CALIFORNIA SUR,PUNTA ARENA,PUNTA ARENA,23.39,-109.41,yes
BAJA CALIFORNIA SUR,MULEGE,MULEGE,26.9076,-111.9558,yes
BAJA CALIFORNIA SUR,EL SARGENTO,SARGENTO EL,24.1172,-110.0003,yes
BAJA CALIFORNIA SUR,LA RAMADITA (SAN NICOLAS),LA RAMADITA (SAN NICOLAS),26.7,-111.9,yes
BAJA CALIFORNIA SUR,PUERTO NUEVO,PUERTO NUEVO,24.74,-111.96,no
BAJA CALIFORNIA SUR,LAS BARRANCAS,BARRANCAS LAS,26.0368,-112.2501,no
BAJA CALIFORNIA SUR,PUERTO CAN CUN (O PTO. ROSS),PUERTO CAN CUN (O PTO. ROSS),24.551,-111.751,no
BAJA CALIFORNIA SUR,BAHIA CONCEPCION B.C.SUR.,BAHIA CONCEPCION B.C.SUR.,26.81,-111.89,yes
BAJA CALIFORNIA SUR,PUERTO ESCONDIDO,PUERTO ESCONDIDO,28.08,-115.21,no
BAJA CALIFORNIA SUR,LOS BARRILES,BARRILES LOS,23.6773,-109.6975,yes
BAJA CALIFORNIA SUR,SANTO DOMINGO,DOMINGO SANTO,26.2947,-112.5977,no
BAJA CALIFORNIA SUR,PUNTA COYOTE,COYOTE EL,24.066,-110.998,no
BAJA CALIFORNIA SUR,ESTERO SAN VICENTE,VICENTE ESTERO SAN,25.4618,-112.0854,no
BAJA CALIFORNIA SUR,SAN HIPOLITO,HIPOLITO SAN,26.9694,-113.8349,no
BAJA CALIFORNIA SUR,PUNTA BENTONITA,BENTONITA PUNTA,23.9564,-110.8711,no
BAJA CALIFORNIA SUR,ESTERO LA HERRADURA,HERRADURA LA ESTERO,24.733,-111.937,no
BAJA CALIFORNIA SUR,ESTERO EL DATIL,DATIL ESTERO EL,24.8492,-112.1485,no
BAJA CALIFORNIA SUR,PUNTA EUGENIA,EUGENIA PUNTA,27.8477,-115.0766,no
BAJA CALIFORNIA SUR,SAN CRISTOBAL,CRISTOBAL SAN,27.3987,-114.5021,no
BAJA CALIFORNIA SUR,ESTERO RANCHO BUENO,BUENO ESTERO RANCHO,24.314,-111.407,no
BAJA CALIFORNIA SUR,PUNTA LOBOS,LOBOS PUNTA,23.344,-110.194,no
BAJA CALIFORNIA SUR,EL DATIL II (CAMPO PESQUERO DE SAN JOSE DE GRACIA),EL DATIL II (CAMPO PESQUERO DE SAN JOSE DE GRACIA),26.86,-113.17,no
BAJA CALIFORNIA SUR,EL DELGADITO,DELGADITO EL,26.6404,-111.8285,yes
BAJA CALIFORNIA SUR,EL CARDON,CARDÓN EL,26.7842,-113.1501,no
BAJA CALIFORNIA SUR,ESTERO CANCUN,CANCUN ESTERO,24.5597,-111.6402,no
BAJA CALIFORNIA SUR,CABO SAN LUCAS,SAN LUCAS CABO,22.873,-109.895,yes
BAJA CALIFORNIA SUR,EL DATIL,EL DATIL,24.3721,-111.4977,no
BAJA CALIFORNIA SUR,EL JUNCALITO (B.C.S.),EL JUNCALITO (B.C.S.),25.741,-111.247,yes
BAJA CALIFORNIA SUR,SAN NICOLAS,NICOLAS SAN,26.532,-111.505,yes
BAJA CALIFORNIA SUR,EL CONEJO,CONEJO EL,27.445,-114.5577,no
BAJA CALIFORNIA SUR,SANTA MARIA,MARIA SANTA,23.9005,-110.7671,no
BAJA CALIFORNIA SUR,MEDANO AMARILLO,MEDANO AMARILLO,24.75,-111.927,no
BAJA CALIFORNIA SUR,SAN JUANICO B.C.S.,SAN JUANICO B.C.S.,26.25,-112.49,no
BAJA CALIFORNIA SUR,ESTERO DE LA BOCANA,BOCANA ESTERO DE LA,26.7838,-113.7008,no
BAJA CALIFORNIA SUR,LIGUI,LIGUI,25.7419,-111.2626,yes
BAJA CALIFORNIA SUR,LAS ISLITAS,LAS ISLITAS,25.7573,-111.2748,yes
BAJA CALIFORNIA SUR,LA JICAMA,JICAMA LA,25.5482,-112.0651,no
BAJA CALIFORNIA SUR,PUERTO SAN ANDRESITO,PUERTO SAN ANDRESITO,25.8992,-112.1537,no
BAJA CALIFORNIA SUR,PUNTA SANTA ANA,PUNTA SANTA ANA,27.664,-112.5988,yes
BAJA CALIFORNIA SUR,LOS FRAILES,FRAILES LOS,23.376,-109.431,yes
BAJA CALIFORNIA SUR,PUNTA PRIETA,PUNTA PRIETA,26.9161,-111.9556,yes
BAJA CALIFORNIA SUR,BAHIA MAGDALENA,MAGDALENA BAHÍA,24.837,-112.1914,no
BAJA CALIFORNIA SUR,LOS INOCENTES,INOCENTES LOS,23.7698,-110.6797,no
BAJA CALIFORNIA SUR,BAJOS SAN PABLO,PABLO SAN BAJOS,27.211,-114.464,no
BAJA CALIFORNIA SUR,SAN ROQUE,ROQUE SAN,27.1676,-114.384,no
BAJA CALIFORNIA SUR,PUNTA ARENA (EN BAHIA CONCEPCION),PUNTA ARENA (EN BAHIA CONCEPCION),26.81,-111.89,yes
BAJA CALIFORNIA SUR,SAN PABLO,PABLO BAHÍA SAN,27.1974,-114.4633,no
BAJA CALIFORNIA SUR,PUNTA EL LEON,LEON PUNTA,24.221,-110.5622,yes
BAJA CALIFORNIA SUR,PUNTA PESCADERO,PUNTA PESCADERO,23.67,-109.51,yes
BAJA CALIFORNIA SUR,ISLA SAN ROQUE SUR,ROQUE ISLA SAN SUR,27.165,-114.404,no
BAJA CALIFORNIA SUR,SAN BRUNO,SAN BRUNO,27.15,-112.98,yes
BAJA CALIFORNIA SUR,ESTERO SALINAS,ESTERO SALINAS,24.5457,-111.8028,no
BAJA CALIFORNIA SUR,BOCA DE ALAMO,ALAMO BOCA DE,23.8952,-109.8026,yes
BAJA CALIFORNIA SUR,EL CARDONAL (EN LA PAZ),EL CARDONAL (EN LA PAZ),23.8473,-109.7447,yes
BAJA CALIFORNIA SUR,BOCA DEL TULE,TULE BOCA DE,23.264,-109.443,yes
BAJA CALIFORNIA SUR,PUNTA MARQUEZ,MARQUEZ PUNTA,23.9547,-110.874,no
BAJA CALIFORNIA SUR,CABO TOSCO,TOSCO CABO,24.3606,-111.7041,no
BAJA CALIFORNIA SUR,MUELLE FISCAL DE SAN CARLOS,MUELLE FISCAL DE SAN CARLOS,24.79,-112.11,no
BAJA CALIFORNIA SUR,CLAM BAYS,CLAM BAYS,27.6216,-114.8441,no
BAJA CALIFORNIA SUR,"LOMA AMARILLA, COMONDU","LOMA AMARILLA, COMONDU",26.24,-112.06,no
BAJA CALIFORNIA SUR,SAN ANDRESITO,PUERTO SAN ANDRESITO,25.8992,-112.1537,no
BAJA CALIFORNIA SUR,EL FARO,FARO EL,26.7572,-113.5237,no
BAJA CALIFORNIA SUR,EL SAUZOSO,SAUZOSO EL,24.3157,-110.6378,yes
BAJA CALIFORNIA SUR,EL COYOTE,COYOTE EL,24.066,-110.998,no
BAJA CALIFORNIA SUR,ESTERO EL DELGADITO (B.C.S.),ESTERO EL DELGADITO (B.C.S.),26.61,-113.06,no
BAJA CALIFORNIA SUR,LA PALOMETA,PALOMETA PUNTA,24.5566,-111.6481,no
BAJA CALIFORNIA SUR,LOS PRADOS,PRADOS LOS,25.1926,-112.1188,no
BAJA CALIFORNIA SUR,ISLA MAGDALENA,MAGDALENA ISLA,25.3816,-112.1089,no
BAJA CALIFORNIA SUR,BARRIO DE LA PLAYA,BARRIO DE LA PLAYA,23.06,-109.67,yes
BAJA CALIFORNIA SUR,LA VENTANA,VENTANA LA,24.0488,-109.9931,yes
BAJA CALIFORNIA SUR,CAMPO PESQUERO EL DELGADITO,CAMPO PESQUERO EL DELGADITO,26.6064,-113.0581,no
BAJA CALIFORNIA SUR,ISLA CERRALVO,CERRALVO ISLA,24.2357,-109.8693,yes
BAJA CALIFORNIA SUR,BUENA VISTA (EN LOS CABOS),BUENA VISTA (EN LOS CABOS),23.66,-109.7,yes
BAJA CALIFORNIA SUR,PUNTA TOSCA,TOSCA PUNTA,24.304,-111.71,no
BAJA CALIFORNIA SUR,BOCANA DE SAN VENANCIO,BOCANA DE SAN VENANCIO,27.083,-112.417,no
BAJA CALIFORNIA SUR,ARROYO DE LA POZA,POZA LA ARROYO DE,25.4725,-112.0138,no
BAJA CALIFORNIA SUR,"SAN JOSE DEL CABO, B.C.S.","SAN JOSE DEL CABO, B.C.S.",23.062,-109.7,yes
BAJA CALIFORNIA SUR,LA HERRADURA,HERRADURA LA,24.719,-111.911,no
BAJA CALIFORNIA SUR,ISLA CATALANA,ISLA CATALANA,25.653,-110.781,yes
BAJA CALIFORNIA SUR,PUERTO CORTEZ,CORTEZ PUERTO,24.4752,-111.822,no
BAJA CALIFORNIA SUR,EL PARDITO,PARDITO EL,24.863,-110.588,yes
BAJA CALIFORNIA SUR,LA POZA,POZA LA,25.478,-112.088,no
BAJA CALIFORNIA SUR,SAN JAVIER,SAN JAVIER,26.005,-111.337,yes
BAJA CALIFORNIA SUR,BAHIA SANTA INES,SANTA INES BAHÍA,27.0306,-111.9739,yes
BAJA CALIFORNIA SUR,TEMBABICHE,TEMBABICHE,25.313,-111.089,yes
BAJA CALIFORNIA SUR,PUNTA SAN CARLOS,CARLOS PUNTA SAN,24.794,-112.102,no
BAJA CALIFORNIA SUR,ISLA SANTA CATALINA,CATALINA ISLA SANTA,25.6345,-110.8175,yes
BAJA CALIFORNIA SUR,MUELLE DE PROD. PESQ. MATANCITAS,MUELLE DE PROD. PESQ. MATANCITAS,25.147,-111.998,no
BAJA CALIFORNIA SUR,PUERTO AGUA VERDE,AGUA VERDE PUERTO,25.5277,-111.0814,yes
BAJA CALIFORNIA SUR,MUELLE DE PTO ADOLFO LOPEZ MATEOS,MUELLE DE PTO ADOLFO LOPEZ MATEOS,25.1889,-112.1185,no
BAJA CALIFORNIA SUR,ESTERO HOMBRES SOLOS,ESTERO HOMBRES SOLOS,25,-112,no
BAJA CALIFORNIA SUR,BAHIA DE SANTANA,BAHIA DE SANTANA,26.83,-113.33,no
BAJA CALIFORNIA SUR,EL PORTUGES,EL PORTUGES,24.86,-112.12,no
BAJA CALIFORNIA SUR,ISLA MARGARITA,ISLA MARGARITA,24.28,-111.55,no
BAJA CALIFORNIA SUR,PUERTO VIEJO (EN B.C.N.),PUERTO VIEJO (EN B.C.N.),NA,NA,no
BAJA CALIFORNIA SUR,ENSENADA DE LA PAZ,PAZ ENSENADA DE LA,24.1361,-110.3887,yes
BAJA CALIFORNIA SUR,LA TRINIDAD,TRINIDAD LA,27.7026,-112.6432,yes
BAJA CALIFORNIA SUR,ESTERO SANTO DOMINGO,SANTO DOMINGO ESTERO DE,25.4021,-112.0835,no
BAJA CALIFORNIA SUR,Las Casitas (Laguna Ojo de Liebre),Las Casitas (Laguna Ojo de Liebre),27.73,-113.95,no
BAJA CALIFORNIA SUR,EL CHICHARRON,CHICHARRON EL,26.0509,-112.267,no
BAJA CALIFORNIA SUR,LA PITHAYA,LA PITHAYA,25.03,-110.95,yes
BAJA CALIFORNIA SUR,ESTERO EL DATIL (B.C.S.),ESTERO EL DATIL (B.C.S.),26.86,-113.17,no
BAJA CALIFORNIA SUR,DALITAR,DALITAR,23.3466,-109.601,yes
BAJA CALIFORNIA SUR,LA BINORAMA,LA BINORAMA,26.24,-112.06,no
BAJA CALIFORNIA SUR,MUELLE DE SANIMAR (LA PAZ),MUELLE DE SANIMAR (LA PAZ),24.155,-110.32,yes
BAJA CALIFORNIA SUR,CAMPITO EL CHEVO,CHEVO CAMPITO,27.823,-114.8519,no
BAJA CALIFORNIA SUR,SAN LUIS,LUIS SAN,23.1837,-109.4668,yes
BAJA CALIFORNIA SUR,CABO PULMO,CABO PULMO,23.445,-109.42,yes
BAJA CALIFORNIA SUR,EL PORTUGUEZ,EL PORTUGUEZ,24.86,-112.12,no
BAJA CALIFORNIA SUR,PUNTA TRINIDAD,TRINIDAD PUNTA,27.8214,-112.7245,yes
BAJA CALIFORNIA SUR,MUELLE FISCAL DE LA PAZ,MUELLE FISCAL DE LA PAZ,24.166,-110.31,yes
BAJA CALIFORNIA SUR,BAHIA SAN NICOLAS,NICOLAS BAHÍA SAN,26.599,-111.541,yes
BAJA CALIFORNIA SUR,SANTA ELENITA,ELENITA SANTA,25.2377,-112.1084,no
BAJA CALIFORNIA SUR,BAHIA COMONDU,COMONDU BAHÍA,25.6695,-112.137,no
BAJA CALIFORNIA SUR,LA ISLITA B.C.N.,ISLITA LA B.C.N.,28.0955,-114.135,no
BAJA CALIFORNIA SUR,BAHIA SALINAS (EN ISLA DEL CARMEN),BAHIA SALINAS (EN ISLA DEL CARMEN),25.943,-111.172,yes
BAJA CALIFORNIA SUR,BAHIA SANTA MARINA,SANTA MARINA BAHÍA,24.377,-111.534,no
BAJA CALIFORNIA SUR,BAHIA SANTA MARIA,MARÍA BAHÍA SANTA,24.7109,-112.1827,no
BAJA CALIFORNIA SUR,LA JICAMITA,LA JICAMITA,26.401,-112.026,no
BAJA CALIFORNIA SUR,BAJO DEL 23,BAJO DEL 23,NA,NA,yes
BAJA CALIFORNIA SUR,LAS SALINAS,SALINAS LAS,23.073,-109.628,yes
BAJA CALIFORNIA SUR,BAHIA DE LOS ANGELES B.C.N.,BAHIA DE LOS ANGELES B.C.N.,28.95,-113.56,yes
BAJA CALIFORNIA SUR,ESTERO LAS VACAS,VACAS ESTERO LAS,25.3405,-112.0913,no
BAJA CALIFORNIA SUR,ESTERO SAN GREGORIO,GREGORIO ESTERO SAN,26.0975,-112.2772,no
BAJA CALIFORNIA SUR,ESTERO SAN JORGE,ESTERO SAN JORGE,25.8359,-112.1342,no
BAJA CALIFORNIA SUR,EL BARRIL B.C.N.,EL BARRIL B.C.N.,28.3,-112.93,yes
BAJA CALIFORNIA SUR,SAN ISIDRO,ISIDRO SAN,23.8676,-109.7836,yes
BAJA CALIFORNIA SUR,ARROYO SAN REYNALDO,REYNALDO ARROYO SAN,26.2881,-112.565,no
BAJA CALIFORNIA SUR,LA PLAYITA,LA PLAYITA,23.062,-109.67,yes
BAJA CALIFORNIA SUR,MALARRIMO,MALARRIMO,27.7833,-114.6688,no
BAJA CALIFORNIA SUR,LA CURVA DEL DIABLO,DIABLO LA CURVA DEL,24.889,-112.1924,no
BAJA CALIFORNIA SUR,AGUA VERDE,AGUA VERDE PUERTO,25.5277,-111.0814,yes
BAJA CALIFORNIA SUR,PAREDON AMARILLO,PAREDON AMARILLO,26.8822,-111.8498,yes
BAJA CALIFORNIA SUR,BAHIA DE SAN JUANICO,SAN JUANICO BAHÍA DE,26.436,-111.45,yes
BAJA CALIFORNIA SUR,LA CUEVITA,CUEVITA LA,23.652,-110.519,no
BAJA CALIFORNIA SUR,LAS CUEVITAS,CUEVITAS LAS,24.5146,-111.6323,no
BAJA CALIFORNIA SUR,ARROYO GUADALUPE,GUADALUPE ARROYO DE,24.182,-111.172,no
BAJA CALIFORNIA SUR,PUERTO MAGDALENA,MAGDALENA PUERTO,24.635,-112.139,no
BAJA CALIFORNIA SUR,BAHIA SAN ROQUE,ROQUE BAHÍA SAN,27.1474,-114.3551,no
BAJA CALIFORNIA SUR,PUNTA BALLENAS,BALLENAS PUNTA,24.7605,-112.163,no
