state,landing_site_catch,landing_site_primary,lat,long,GulfCal
BAJA CALIFORNIA SUR,PUNTA SAN LUCAS,LUCAS PUNTA SAN,27.3001,-112.2335,yes
BAJA CALIFORNIA SUR,EL TECOLOTE,TECOLOTE EL,24.3393,-110.3209,yes
BAJA CALIFORNIA SUR,RODRIGUEZ,RODRIGUEZ,24.1865,-110.4623,yes
BAJA CALIFORNIA SUR,NOPOLO,NOPOLO,24.997,-110.756,yes
BAJA CALIFORNIA SUR,SAN JACINTO,JACINTO SAN,25.511,-112.075,no
BAJA CALIFORNIA SUR,EL MANGLE,MANGLE EL,24.251,-111.217,no
BAJA CALIFORNIA SUR,LOS JUNCOS,JUNCOS LOS,26.7928,-113.4994,no
BAJA CALIFORNIA SUR,EL MIGRINO,MIGRIÑO EL,23.0367,-110.1036,no
BAJA CALIFORNIA SUR,"SAN RAFAEL, B.C.S.","SAN RAFAEL, B.C.S.",26.2,-112,no
BAJA CALIFORNIA SUR,MINITAS (EN ISLA SAN JOSE),MINITAS (EN ISLA SAN JOSE),25.2,-110.7,yes
BAJA CALIFORNIA SUR,CAMPITO EL TAVO,TAVO CAMPITO,27.8122,-114.7716,no
BAJA CALIFORNIA SUR,CARRIZALITO,CARRIZALITO,25.089,-110.863,yes
BAJA CALIFORNIA SUR,PUNTA LA GALLINITA,GALLINITA PUNTA,24.5506,-111.7322,no
BAJA CALIFORNIA SUR,PUNTA BOCA DE SAN BRUNO,BOCA PUNTA DE SAN BRUNO,25.2912,-110.9319,yes
BAJA CALIFORNIA SUR,ISLOTE EL ALAMBRE,ALAMBRE ISLOTE EL,27.7455,-114.25,no
BAJA CALIFORNIA SUR,EL MOGOTE,MOGOTE EL,24.1665,-110.3455,yes
BAJA CALIFORNIA SUR,LAS POCITAS (EN ESTERO SAN JORGE),LAS POCITAS (EN ESTERO SAN JORGE),25.2,-111.7,no
BAJA CALIFORNIA SUR,PUNTA PILITAS,PILITAS PUNTA,24.3546,-110.2972,yes
BAJA CALIFORNIA SUR,BOCA LAS ANIMAS,ANIMAS BOCA DE LAS,25.6803,-112.0938,no
BAJA CALIFORNIA SUR,PUNTA PAREDONES PRIETOS,PAREDONES PUNTA PRIETOS,24.3094,-110.2158,yes
BAJA CALIFORNIA SUR,AGUAS LITORALES (LORETO),LORETO AGUAS LITORALES,26.014,-111.295,yes
BAJA CALIFORNIA SUR,PUNTA MALARRIMO,MALARRIMO PUNTA,27.7833,-114.6688,no
BAJA CALIFORNIA SUR,SAN CARLITOS,SAN CARLITOS,26.1,-112,no
BAJA CALIFORNIA SUR,PUNTA BOTELLA,BOTELLA PUNTA,26.238,-111.383,yes
BAJA CALIFORNIA SUR,ESTERO LAS BALSAS,BALSAS ESTERO LAS,24.7872,-112.046,no
BAJA CALIFORNIA SUR,PUNTA CANDELEROS,CANDELEROS PUNTA,27.4385,-112.3135,yes
BAJA CALIFORNIA SUR,BOCA LA SOLEDAD,SOLEDAD BOCA LA,25.2792,-112.142,no
BAJA CALIFORNIA SUR,BAJO DEL PERDIDO,PERDIDO BAJO DEL,28.039,-115.266,no
BAJA CALIFORNIA SUR,PURTO ARGUDIN,ARGUDIN PURTO,24.64,-111.844,no
BAJA CALIFORNIA SUR,LOS MARROS,MARROS LOS,27.6944,-114.8683,no
BAJA CALIFORNIA SUR,ESTERO EL CHISGUETE,CHISGUETE ESTERO EL,24.7767,-111.9684,no
BAJA CALIFORNIA SUR,EL PARAISO,PARAISO EL,25.521,-112.077,no
BAJA CALIFORNIA SUR,ISLOTE LOS GALLLEGOS,GALLLEGOS ISLOTE LOS,25.7328,-111.0679,yes
BAJA CALIFORNIA SUR,ESTERO ARROYO STO. DOMINGO,ESTERO ARROYO STO. DOMINGO,25.3992,-112.0845,no
BAJA CALIFORNIA SUR,PUNTA SANTA MARIA,MARÍA PUNTA SANTA,27.4166,-112.323,yes
BAJA CALIFORNIA SUR,ESTERO GRANDE,GRANDE ESTERO,24.4503,-111.5639,no
BAJA CALIFORNIA SUR,PUNTA GRANDE,GRANDE PUNTA,27.1596,-112.1551,yes
BAJA CALIFORNIA SUR,CAMPO ENMEDIO,CAMPO ENMEDIO,25.1,-112.05,no
BAJA CALIFORNIA SUR,ISLA SANTA MARGARITA,MARGARITA ISLA SANTA,24.4623,-111.8571,no
BAJA CALIFORNIA SUR,LA VIRGENCITA,VIRGENCITA LA,27.7855,-115.0383,no
BAJA CALIFORNIA SUR,SAN MATEO,MATEO SAN,25.3707,-110.987,yes
BAJA CALIFORNIA SUR,LA LEONA,LEONA LA,27.7308,-115.0141,no
BAJA CALIFORNIA SUR,ESTERO LOS ISLOTES,ISLOTES ESTERO LOS,24.7886,-112.0469,no
BAJA CALIFORNIA SUR,ESTERO EL OTATE,OTATE ESTERO EL,25.1662,-112.1394,no
BAJA CALIFORNIA SUR,LA CURVA,CURVA LA,24.889,-112.1924,no
BAJA CALIFORNIA SUR,CABO VIRGENES,VIRGENES CABO,27.552,-112.373,yes
BAJA CALIFORNIA SUR,AGUAS LITORALES (LA PAZ),AGUAS LITORALES (LA PAZ),-24.14,-110.31,yes
BAJA CALIFORNIA SUR,LOS AZABACHES,AZABACHES LOS,24.3447,-110.3045,yes
BAJA CALIFORNIA SUR,PUNTA GUADALUPE,GUADALUPE PUNTA,26.8327,-111.8331,yes
BAJA CALIFORNIA SUR,PUNTA GALLITO (EN SANTA ROSALIA),PUNTA GALLITO (EN SANTA ROSALIA),27.35,-112.25,yes
BAJA CALIFORNIA SUR,EL COLORADITO,COLORADITO EL,27.2294,-112.1012,yes
BAJA CALIFORNIA SUR,ISLA MORENA,MORENA ISLA,25.2748,-110.9324,yes
BAJA CALIFORNIA SUR,ESTERO UNA DE GATA,UÑA DE GATA ESTERO,24.7265,-112.092,no
BAJA CALIFORNIA SUR,ESTERO EL GATO,GATO ESTERO EL,25.674,-112.14,no
BAJA CALIFORNIA SUR,ISLOTE LA PIEDRA,PIEDRA ISLOTE LA,27.703,-114.1644,no
BAJA CALIFORNIA SUR,ESTERO EL VENADO,VENADO ESTERO EL,25.6828,-112.0956,no
BAJA CALIFORNIA SUR,PIEDRAS GORDAS (EN ISLA CERRALVO),PIEDRAS GORDAS (EN ISLA CERRALVO),24.2357,-109.8693,yes
BAJA CALIFORNIA SUR,PUNTA COLORADA (EN SANTA ROSALIA),PUNTA COLORADA (EN SANTA ROSALIA),26.9255,-111.9687,yes
BAJA CALIFORNIA SUR,PUNTA ARENA ( EN LOS CABOS),PUNTA ARENA ( EN LOS CABOS),23.39,-109.41,yes
BAJA CALIFORNIA SUR,ISLA LA PARTIDA,PARTIDA ISLA LA,24.5631,-110.3885,yes
BAJA CALIFORNIA SUR,PUNTA PIEDRA (EN ISLA SAN MARCOS),PUNTA PIEDRA (EN ISLA SAN MARCOS),27.17,-112.05,yes
BAJA CALIFORNIA SUR,PUNTA PRIETA II (EN SANTA ROSALIA),PUNTA PRIETA II (EN SANTA ROSALIA),27.3,-112.24,yes
BAJA CALIFORNIA SUR,SALINAS,SALINAS,24.0939,-109.8641,yes
BAJA CALIFORNIA SUR,PUNTA LA VIBORA,VIBORA PUNTA,25.1847,-110.9118,yes
BAJA CALIFORNIA SUR,PLAYA LA SORPRESA,SORPRESA PLAYA LA,24.2113,-110.0851,yes
BAJA CALIFORNIA SUR,PUNTA FARO,PUNTA FARO,26.7572,-113.5237,no
BAJA CALIFORNIA SUR,EL CEMENTERIO (EN SAN CARLOS),EL CEMENTERIO (EN SAN CARLOS),24.7661,-111.9669,no
BAJA CALIFORNIA SUR,ESTERO EL COYOTE,COYOTE ESTERO EL,26.8255,-113.4079,no
BAJA CALIFORNIA SUR,Medano Barraquilla,Medano Barraquilla,24.8,-112.1,no
BAJA CALIFORNIA SUR,ISLOTE ABAROA,ABAROA ISLOTE,26.7386,-113.2088,no
BAJA CALIFORNIA SUR,PUNTA SAN LORENZO,LORENZO PUNTA SAN,24.3558,-110.2848,yes
BAJA CALIFORNIA SUR,NOTRI,NOTRI,25.869,-111.338,yes
BAJA CALIFORNIA SUR,LA LOCA,LOCA LA,27.7672,-115.0322,no
BAJA CALIFORNIA SUR,PUNTA PULPITO,PULPITO PUNTA,26.446,-111.47,yes
BAJA CALIFORNIA SUR,POZO DE FEDRICO,POZO DE FEDRICO,25,-112,no
BAJA CALIFORNIA SUR,PUNTA BLANCA,BLANCA PUNTA,25.089,-110.863,yes
BAJA CALIFORNIA SUR,ISLA SANTA CRUZ,CRUZ ISLA SANTA,25.283,-110.716,yes
BAJA CALIFORNIA SUR,BAHIA SAN SEBASTIAN,SEBASTIAN BAHÍA SAN,27.1371,-114.3531,no
BAJA CALIFORNIA SUR,CAMPO RENE,RENE CAMPO,26.803,-113.4723,no
SONORA,PUERTO PEÑASCO,PUERTO PEÑASCO,31.31,-113.54,yes
SONORA,YAVAROS,YAVAROS,26.702,-109.521,yes
SONORA,LAGUNA LAS FLORES Y GOLFO DE MEXICO,LAGUNA LAS FLORES Y GOLFO DE MEXICO,NA,NA,yes
SONORA,GUAYMAS,GUAYMAS,27.9197,-110.894,yes
SONORA,BAHIA DE KINO,BAHIA DE KINO,28.7912,-111.958,yes
SONORA,GOLFO DE SANTA CLARA,GOLFO DE SANTA CLARA,31.6835,-114.484,yes
SONORA,PAREDON COLORADO,PAREDON COLORADO,27.0441,-109.934,yes
SONORA,PARAJE NUEVO,PARAJE NUEVO,NA,NA,yes
SONORA,SAN NICOLAS,SAN NICOLAS,28.4617,-111.76,yes
SONORA,LA PUERTA,LA PUERTA,NA,NA,yes
SONORA,SANTA BARBARA,SANTA BARBARA,26.678,-109.542,yes
SONORA,NO CONSIDERADO,NO CONSIDERADO,NA,NA,yes
SONORA,SITIO EMB DESEM GENERICO,SITIO EMB DESEM GENERICO,NA,NA,yes
SONORA,BAJA VENECIA,BAJA VENECIA,NA,NA,yes
SONORA,LAS PLAYITAS,LAS PLAYITAS,27.8943,-110.883,yes
SONORA,EL RASTRO,EL RASTRO,28.001,-111.15,yes
SONORA,BAHIA AGIABAMPO,BAHIA AGIABAMPO,26.3642,-109.146,yes
SONORA,EL CHOYUDO,EL CHOYUDO,28.1906,-111.271,yes
SONORA,PUERTO LIBERTAD,PUERTO LIBERTAD,29.9036,-112.68,yes
SONORA,BAHIA LOBOS,BAHIA LOBOS,27.303,-110.486,yes
SONORA,LOS BAÑOS,LOS BAÑOS,26.3755,-109.164,yes
SONORA,PEÑASCO,PEÑASCO,31.31,-113.54,yes
SONORA,BAHIA YAVAROS,BAHIA YAVAROS,26.7,-109.487,yes
SONORA,PRESA EL NOVILLO,PRESA EL NOVILLO,NA,NA,yes
SONORA,BAHIA KINO,BAHIA KINO,28.7912,-111.958,yes
SONORA,BAHIA SAN JORGE,BAHIA SAN JORGE,31.1515,-113.075,yes
SONORA,BAHIA BACHOCO,BAHIA BACHOCO,26.637,-109.428,yes
SONORA,BAHIA DE LOBOS,BAHIA DE LOBOS,27.303,-110.486,yes
SONORA,LOS MELAGOS,LOS MELAGOS,27.173,-110.328,yes
SONORA,PRESA A. OBREGON,PRESA A. OBREGON,NA,NA,yes
SONORA,BAHIA TOBARI,BAHIA TOBARI,27.0652,-109.9985,yes
SONORA,PLAYA DEL SOL,PLAYA DEL SOL,27.5658,-110.413,yes
SONORA,REC PORTUARIO,REC PORTUARIO,27.92,-110.9,yes
SONORA,ISLA SAN ESTEBAN,ISLA SAN ESTEBAN,28.6963,-112.581,yes
SONORA,SANTO DOMINGO,SANTO DOMINGO,31.4678,-113.638,yes
SONORA,EL SAHUIMARO,EL SAHUIMARO,28.58,-111.762,yes
SONORA,BALNEARIO VENECIA,BALNEARIO VENECIA,27.5643,-110.491,yes
SONORA,EL SIARIC,EL SIARIC,26.422,-109.174,yes
SONORA,EL DESEMBOQUE,EL DESEMBOQUE,30.56,-113.01,yes
SONORA,LAS BOCAS,LAS BOCAS,26.5848,-109.34,yes
SONORA,PUNTA CALAVERA,PUNTA CALAVERA,27.859,-110.527,yes
SONORA,PRESA MOCUZARIT,PRESA MOCUZARIT,NA,NA,yes
SONORA,PAREDONCITO,PAREDONCITO,27.0542,-109.908,yes
SONORA,LAS GUASIMAS,LAS GUASIMAS,27.8847,-110.58,yes
SONORA,EL RIITO,EL RIITO,26.4823,-109.312,yes
SONORA,ESTERO ATANASIA,ESTERO ATANASIA,27.14,-110.21,yes
SONORA,EL VERTEDOR,EL VERTEDOR,NA,NA,yes
SONORA,SAN JOSE,SAN JOSE,27.12,-110.136,yes
SONORA,PUERTO LOBOS,PUERTO LOBOS,30.2707,-112.842,yes
SONORA,PARAJE VIEJO,PARAJE VIEJO,27.8795,-110.924,yes
SONORA,ESTERO SAN JOSE,ESTERO SAN JOSE,27.125,-110.126,yes
SONORA,SANTA LUGARDA,SANTA LUGARDA,26.7298,-109.7935,yes
SONORA,CAMAHUIROA,CAMAHUIROA,26.5394,-109.29,yes
SONORA,PESQ. MEXICO,PESQ. MEXICO,26.78,-109.66,yes
SONORA,PUNTA DE LASTRE,PUNTA DE LASTRE,27.9213,-110.882,yes
SONORA,EL TORNILLAL,EL TORNILLAL,31.5619,-114.297,yes
SONORA,EL BORRASCOSO,EL BORRASCOSO,31.484,-114.05,yes
SONORA,EL MERO,EL MERO,27.894,-110.859,yes
SONORA,PRESA CUAUHTEMOC,PRESA CUAUHTEMOC,NA,NA,yes
SONORA,LA CHOYA,LA CHOYA,31.3423,-113.64,yes
SONORA,BOCA DEL RIO MAYO,BOCA DEL RIO MAYO,26.715,-109.805,yes
SONORA,LA MANGA,LA MANGA,27.9765,-111.123,yes
SONORA,LA BANDERA,LA BANDERA,27.894,-110.953,yes
SONORA,CABO HARO,CABO HARO,27.839,-110.89,yes
SONORA,LAS SALINAS,LAS SALINAS,26.4218,-109.326,yes
SONORA,R. PORTUARIO PCO,R. PORTUARIO PCO,31.317,-113.538,yes
SONORA,LITORAL,LITORAL,NA,NA,yes
SONORA,LA CINITA,LA CINITA,26.8113,-109.7495,yes
SONORA,LAS PALMAS SAN CARLOS,LAS PALMAS SAN CARLOS,28.3156,-111.456,yes
SONORA,EL COCHORIT,EL COCHORIT,27.9186,-110.776,yes
SONORA,EL JAGUEY,EL JAGUEY,30.8127,-113.127,yes
SONORA,LA SALINITA,LA SALINITA,27.8863,-110.952,yes
SONORA,LA ATANASIA,LA ATANASIA,27.1524,-110.207,yes
SONORA,PUERTO SAN JOSE,PUERTO SAN JOSE,27.12,-110.136,yes
SONORA,PRESA OVIACHI,PRESA OVIACHI,NA,NA,yes
SONORA,PRESA JINCORIS,PRESA JINCORIS,NA,NA,yes
SONORA,EL COLORADO,EL COLORADO,29.8142,-112.638,yes
SONORA,PAREDON,PAREDON,27.51,-110.1,yes
SONORA,LA CAIMANZA,LA CAIMANZA,NA,NA,yes
SONORA,PRESA CAJON DE ONAPA,PRESA CAJON DE ONAPA,NA,NA,yes
SONORA,BAHIA GUAYMAS,BAHIA GUAYMAS,27.909,-110.858,yes
SONORA,LAS SALINITAS,LAS SALINITAS,27.93,-110.94,yes
SONORA,PUNTA DELASTRO,PUNTA DELASTRO,NA,NA,yes
SONORA,SAN CARLOS,SAN CARLOS,27.9622,-111.04,yes
SONORA,PRESA LA ANGOSTURA,PRESA LA ANGOSTURA,NA,NA,yes
SONORA,AQUIROPO,AQUIROPO,26.8315,-109.858,yes
SONORA,TASTIOTA,TASTIOTA,28.366,-111.46,yes
SONORA,PRESA ALVARO OBREGON,PRESA ALVARO OBREGON,NA,NA,yes
SONORA,PRESA BACHOCO,PRESA BACHOCO,27.5835,-109.8057,yes
SONORA,BAHIA VENECIA,BAHIA VENECIA,28.1442,-111.316,yes
SONORA,MIRAMAR,MIRAMAR,29.4833,-112.372,yes
SONORA,LOS ALGODONES,LOS ALGODONES,27.658,-110.608,yes
SONORA,MUELLE F. RANCHO KUL,MUELLE F. RANCHO KUL,26.62,-109.58,yes
SONORA,ACUIC. MAR Y SOL.,ACUIC. MAR Y SOL.,26.7,-109.53,yes
SONORA,BOCA DEL RIO,BOCA DEL RIO,26.706,-109.443,yes
SONORA,EL CARDONAL,EL CARDONAL,28.4414,-111.643,yes
SONORA,AGUAMILPA,AGUAMILPA,NA,NA,yes
SONORA,CABO TEPOPA,CABO TEPOPA,29.3734,-112.417,yes
SONORA,DONDE CANTO LA PALOMA,DONDE CANTO LA PALOMA,NA,NA,yes
SONORA,EL TECORI,EL TECORI,NA,NA,yes
SONORA,BAHIA DEL TOBARI,BAHIA DEL TOBARI,27.0652,-109.9985,yes
SONORA,LA CORTINA,LA CORTINA,NA,NA,yes
SONORA,PUNTA DE LASTRA,PUNTA DE LASTRA,NA,NA,yes
SONORA,PRESA PLUTARCO ELIAS CALLES,PRESA PLUTARCO ELIAS CALLES,NA,NA,yes
SONORA,ISLA MIRAMAR,ISLA MIRAMAR,NA,NA,yes
SONORA,HUATABAMPITO,HUATABAMPITO,26.6961,-109.6097,yes
SONORA,LA GUASIMA,LA GUASIMA,NA,NA,yes
SONORA,PRESA EL MOLINITO,PRESA EL MOLINITO,NA,NA,yes
SONORA,MANO PANTERA,MANO PANTERA,NA,NA,yes
SONORA,LA BINORAMA,LA BINORAMA,NA,NA,yes
SONORA,PRESA ADOLFO RUIZ CORTINEZ,PRESA ADOLFO RUIZ CORTINEZ,NA,NA,yes
SONORA,VALLE DEL YAQUI,VALLE DEL YAQUI,27.3183,-110.56,yes
SONORA,PUERTO VALLARTA,PUERTO VALLARTA,20.653,-105.225,yes
SONORA,ASTILLERO NAVARRO,ASTILLERO NAVARRO,NA,NA,yes
SONORA,EL RANCHO,EL RANCHO,NA,NA,yes
SONORA,SAN PEDRO NOLASCO,SAN PEDRO NOLASCO,27.973,-111.376,yes
SONORA,PUNTA LOBOS,PUNTA LOBOS,27.314,-110.598,yes
SONORA,COZUMEL,COZUMEL,NA,NA,yes
SONORA,LA ARENITAS,LA ARENITAS,26.7978,-109.775,yes
SONORA,PUERTO JUAREZ,PUERTO JUAREZ,NA,NA,yes
SONORA,RIO EL NARANJO Y EL SALADO,RIO EL NARANJO Y EL SALADO,NA,NA,yes
SONORA,PUNTA CALABOZO (EN ISLA SAN JOSE),PUNTA CALABOZO (EN ISLA SAN JOSE),25.06,-110.68,yes
SONORA,ESTERO RANCHO BUENO,ESTERO RANCHO BUENO,NA,NA,yes
SONORA,LAS CUEVITAS,LAS CUEVITAS,29.694,-112.557,yes
SONORA,PRESA ABELARDO L. RODRIGUEZ,PRESA ABELARDO L. RODRIGUEZ,NA,NA,yes
SONORA,NO ESPECIFICADO,NO ESPECIFICADO,NA,NA,yes
SONORA,SAN JORGE,SAN JORGE,31.217,-113.159,yes
SONORA,PRESA IGNACIO L. ALATORRE (PUNTA DE AGUA),PRESA IGNACIO L. ALATORRE (PUNTA DE AGUA),NA,NA,yes
SONORA,AGIAMPO,AGIAMPO,27.1947,-109.5419,yes
SONORA,BAHIA ADAIR,BAHIA ADAIR,31.5796,-113.911,yes
SONORA,PRESA SAN JOSE ATLANGA,PRESA SAN JOSE ATLANGA,NA,NA,yes
SONORA,TAMIAHUA,TAMIAHUA,NA,NA,yes
SONORA,PAREDON ROJO,PAREDON ROJO,NA,NA,yes
SONORA,PUNTA CHUECA,PUNTA CHUECA,29.008,-112.156,yes
SONORA,LA ATANACIA,LA ATANACIA,27.1412,-110.2149,yes
SONORA,LA ESPERANZA,LA ESPERANZA,28.4652,-111.76,yes
SONORA,EL TOMATE,EL TOMATE,27.5622,-110.35,yes
SONORA,BELLAVISTA,BELLAVISTA,NA,NA,yes
SONORA,CRUZ DE HUANACAXTLE,CRUZ DE HUANACAXTLE,NA,NA,yes
SONORA,CERRO CABEZON,CERRO CABEZON,NA,NA,yes
SONORA,TRES CERRITOS,TRES CERRITOS,NA,NA,yes
SONORA,EL SAUZAL,EL SAUZAL,NA,NA,yes
SONORA,"GUASIMA, LA","GUASIMA, LA",27.8551,-109.3451,yes
SONORA,RINCON BALLENAS,RINCON BALLENAS,NA,NA,yes
SONORA,SANTO TOMAS,SANTO TOMAS,30.7599,-113.107,yes
SONORA,BORRASCOSO,BORRASCOSO,31.484,-114.05,yes
SONORA,"TEACAPAN, SIN.","TEACAPAN, SIN.",NA,NA,yes
SONORA,LAZARO CARDENAS,LAZARO CARDENAS,NA,NA,yes
SONORA,TOPOLOBAMPO,TOPOLOBAMPO,25.6,-109.05,yes
SONORA,LA REFORMA,LA REFORMA,25.047,-108.054,yes
SONORA,AGUA TENDIDA,AGUA TENDIDA,NA,NA,yes
SONORA,2 ARBOLITOS,2 ARBOLITOS,NA,NA,yes
SONORA,BAHIA ALMEJAS,BAHIA ALMEJAS,31.2199,-113.099,yes
SONORA,MUELLE PLANTA PESQUERA TABASQUENA O COMPLEJO,MUELLE PLANTA PESQUERA TABASQUENA O COMPLEJO,NA,NA,yes
SONORA,PUNTA EL PESCADOR,PUNTA EL PESCADOR,NA,NA,yes
SONORA,RIBERA DE LA PRESA,RIBERA DE LA PRESA,NA,NA,yes
SONORA,ACAPULCO,ACAPULCO,NA,NA,yes
SONORA,MANZANILLO,MANZANILLO,NA,NA,yes
SONORA,SAN LUIS POTOSI,SAN LUIS POTOSI,NA,NA,yes
SONORA,SAN FELIPE,SAN FELIPE,31.025,-114.845,yes
SONORA,LA PINTA,LA PINTA,31.254,-113.21,yes
SONORA,TENENCIA TEPUXTEPEC,TENENCIA TEPUXTEPEC,NA,NA,yes
SONORA,RIB. ALTA 2DA SEC.,RIB. ALTA 2DA SEC.,NA,NA,yes
SONORA,BAHIA LOS MUERTOS,BAHIA LOS MUERTOS,23.9489,-109.8092,yes
SONORA,BAHIA DE LOS ANGELES,BAHIA DE LOS ANGELES,28.956,-113.557,yes
SONORA,ESTERO SAN JORGE,ESTERO SAN JORGE,25.7077,-112.0804,yes
SONORA,MAZATLAN,MAZATLAN,NA,NA,yes
SONORA,PUERTO ANGEL,PUERTO ANGEL,NA,NA,yes
SONORA,PUNTA ABREOJOS,PUNTA ABREOJOS,NA,NA,yes
SONORA,NA,LITORAL,NA,NA,yes
SONORA,EL CASTILLO,EL CASTILLO,NA,NA,yes
SONORA,EL SARGENTO,EL SARGENTO,29.3439,-112.276,yes
SONORA,CERRO PRIETO,CERRO PRIETO,28.2016,-111.341,yes
SONORA,LA VIUDA,LA VIUDA,27.1863,-110.301,yes
SONORA,LA PAZ,LA PAZ,24.1422,-110.3108,yes
SONORA,CANAL DEL INFIERNILLO,CANAL DEL INFIERNILLO,29.1046,-112.2,yes
SONORA,ISLA TIBURON,ISLA TIBURON,29.04,-112.356,yes
SONORA,EL MEZQUITE,EL MEZQUITE,28.0691,-111.15,yes
SONORA,SANCHEZ MAGALLANES,SANCHEZ MAGALLANES,NA,NA,yes
SONORA,PUERTO DE ABRIGO,PUERTO DE ABRIGO,NA,NA,yes
SONORA,PUERTO PE�ASCO,PUERTO PE—ASCO,31.31,-113.54,yes
SONORA,PTO ADOLFO LOPEZ MATEOS,PTO ADOLFO LOPEZ MATEOS,NA,NA,yes
SONORA,PE�ASCO,PE—ASCO,31.31,-113.54,yes
SONORA,LOS BA�OS,LOS BAяS,26.3755,-109.164,yes
SONORA,LOS VALLECITOS,LOS VALLECITOS,23.31,-109.42,yes
SONORA,ENSENADA,ENSENADA,31.8659,-116.6077,yes
SONORA,LOS PINITOS,LOS PINITOS,27.872,-110.898,yes
