"main_species_group","recorded_species_name","keyword_1","keyword_2","keyword_3","keyword_4","keyword_5","recorded_species_name_clean"
"BERRUGATA","GURRUBATA FILETE DE FCO.","FILETE DE","FCO.",NA,NA,NA,"GURRUBATA"
"CAMARON","CAMARON DE ALTA MAR DESC. FCO.","DE ALTA MAR","DESC.","FCO.",NA,NA,"CAMARON"
"CAMARON","CAMARON DE CULTIVO ENT. FCO.","DE CULTIVO","ENT.","FCO.",NA,NA,"CAMARON"
"CAMARON","CAMARON DE ALTA MAR POLVO DE","DE ALTA MAR","POLVO DE",NA,NA,NA,"CAMARON"
"CAMARON","CAMARON DE ALTA MAR DESC. SECO","DE ALTA MAR","DESC.","SECO",NA,NA,"CAMARON"
"CAMARON","CAMARON AZUL DESC. FCO.","DESC.","FCO.",NA,NA,NA,"CAMARON AZUL"
"CAMARON","CAMARON AZUL ENT. FCO.","ENT.","FCO.",NA,NA,NA,"CAMARON AZUL"
"CAMARON","CAMARON AZUL DE CULTIVO ENT. FCO.","DE CULTIVO","ENT.","FCO.",NA,NA,"CAMARON AZUL"
"CAMARON","CAMARON AZUL DESC. CONG.","DESC.","CONG.",NA,NA,NA,"CAMARON AZUL"
"CAMARON","CAMARON BLANCO DE CULTIVO DESC. FCO.","DE CULTIVO","DESC.","FCO.",NA,NA,"CAMARON BLANCO"
"CAMARON","CAMARON BLANCO DE CULTIVO VIVO","DE CULTIVO VIVO",NA,NA,NA,NA,"CAMARON BLANCO"
"CAMARON","CAMARON BLANCO DESC. FCO.","DESC.","FCO.",NA,NA,NA,"CAMARON BLANCO"
"CAMARON","CAMARON BLANCO ENT. FCO.","ENT.","FCO.",NA,NA,NA,"CAMARON BLANCO"
"CAMARON","CAMARON BLANCO DE CULTIVO ENT. FCO.","DE CULTIVO","ENT.","FCO.",NA,NA,"CAMARON BLANCO"
"CAMARON","CAMARON BLANCO DESC. CONG.","DESC.","CONG.",NA,NA,NA,"CAMARON BLANCO"
"CAMARON","CAMARON BLANCO DESC. FCO. (LITOPENAEUS VANNAMEI)","DESC.","FCO.",NA,NA,NA,"CAMARON BLANCO (LITOPENAEUS VANNAMEI)"
"CAMARON","CAMARON BLANCO ENT. FCO. (LITOPENAEUS VANNAMEI)","ENT.","FCO.",NA,NA,NA,"CAMARON BLANCO (LITOPENAEUS VANNAMEI)"
"CAMARON","CAMARON BLANCO DE CULTIVO ENT. FCO. (LITOPENAEUS VANNAMEI)","DE CULTIVO","ENT.","FCO.",NA,NA,"CAMARON BLANCO (LITOPENAEUS VANNAMEI)"
"CAMARON","CAMARON BLANCO DE CULTIVO ENT. COCIDO","DE CULTIVO","ENT.",NA,NA,NA,"CAMARON BLANCO COCIDO"
"CAMARON","CAMARON BLANCO DE CULTIVO DESC. COCIDO","DE CULTIVO","DESC.",NA,NA,NA,"CAMARON BLANCO COCIDO"
"CAMARON","CAMARON BLANCO DEL ATLANTICO",NA,NA,NA,NA,NA,"CAMARON BLANCO DEL ATLANTICO"
"CAMARON","CAMARON BOTALON DESC. FCO.","DESC.","FCO.",NA,NA,NA,"CAMARON BOTALON"
"CAMARON","CAMARON BOTALON ENT.FCO.","ENT.","FCO.",NA,NA,NA,"CAMARON BOTALON"
"CAMARON","CAMARON CAFE DESC. FCO.","DESC.","FCO.",NA,NA,NA,"CAMARON CAFE"
"CAMARON","CAMARON CAFE ENT. FCO.","ENT.","FCO.",NA,NA,NA,"CAMARON CAFE"
"CAMARON","CAMARON CAFE DE CULTIVO DESC. FCO.","DE CULTIVO","DESC.","FCO.",NA,NA,"CAMARON CAFE"
"CAMARON","CAMARON CAFE",NA,NA,NA,NA,NA,"CAMARON CAFE"
"CAMARON","CAMARON CAFE DESC. CONG.","DESC.","CONG.",NA,NA,NA,"CAMARON CAFE"
"CAMARON","CAMARON CAFE DESCABEZADO FRESCO","DESCABEZADO","FRESCO",NA,NA,NA,"CAMARON CAFE"
"CAMARON","CAMARON CAFE ENTERO FRESCO","ENTERO","FRESCO",NA,NA,NA,"CAMARON CAFE"
"CAMARON","CAMARON CAFE ENTERO FCO","ENTERO","FCO",NA,NA,NA,"CAMARON CAFE"
"CAMARON","CAMARON CEBRA DESC. FCO.","DESC.","FCO.",NA,NA,NA,"CAMARON CEBRA"
"CAMARON","CAMARON CEBRA ENT. FCO.","ENT.","FCO.",NA,NA,NA,"CAMARON CEBRA"
"CAMARON","CAMARON DE ALTA MAR DESC. COCIDO","DE ALTA MAR","DESC.",NA,NA,NA,"CAMARON COCIDO"
"CAMARON","CAMARON DE ALTA MAR ENT. COCIDO","DE ALTA MAR","ENT.",NA,NA,NA,"CAMARON COCIDO"
"CAMARON","CAMARON CRISTAL DESC. FCO.","DESC.","FCO.",NA,NA,NA,"CAMARON CRISTAL"
"CAMARON","CAMARON CRISTAL ENT. FCO.","ENT.","FCO.",NA,NA,NA,"CAMARON CRISTAL"
"CAMARON","CAMARON DE AGUA DULCE DESC. FCO.","DESC.","FCO.",NA,NA,NA,"CAMARON DE AGUA DULCE"
"CAMARON","CAMARON DE AGUA DULCE ENT. FCO.","ENT.","FCO.",NA,NA,NA,"CAMARON DE AGUA DULCE"
"CAMARON","CAMARON DE ALTAMAR ENT. FCO.","ENT.","FCO.",NA,NA,NA,"CAMARON DE ALTAMAR"
"CAMARON","CAMARON DE ALTAMAR CABEZA DE","CABEZA DE",NA,NA,NA,NA,"CAMARON DE ALTAMAR"
"CAMARON","CAMARON DE ESTERO DESC. FCO.","DESC.","FCO.",NA,NA,NA,"CAMARON DE ESTERO"
"CAMARON","CAMARON DE ESTERO ENT. FCO.","ENT.","FCO.",NA,NA,NA,"CAMARON DE ESTERO"
"CAMARON","CAMARON DE ESTERO ENT. SECO","ENT.","SECO",NA,NA,NA,"CAMARON DE ESTERO"
"CAMARON","CAMARON DE ESTERO DESC. SECO","DESC.","SECO",NA,NA,NA,"CAMARON DE ESTERO"
"CAMARON","CAMARON DE ESTERO CABEZA DE","CABEZA DE",NA,NA,NA,NA,"CAMARON DE ESTERO"
"CAMARON","CAMARON DE ESTERO DESC. COCIDO","DESC.",NA,NA,NA,NA,"CAMARON DE ESTERO COCIDO"
"CAMARON","CAMARON DE ESTERO ENT. COCIDO","ENT.",NA,NA,NA,NA,"CAMARON DE ESTERO COCIDO"
"CAMARON","CAMARON DE PROFUNDIDAD",NA,NA,NA,NA,NA,"CAMARON DE PROFUNDIDAD"
"CAMARON","CAMARON DE ROCA DESC. FCO.","DESC.","FCO.",NA,NA,NA,"CAMARON DE ROCA"
"CAMARON","CAMARON DE ROCA ENT. FCO.","ENT.","FCO.",NA,NA,NA,"CAMARON DE ROCA"
"CAMARON","CAMARON JAPONES DESC. FCO.","DESC.","FCO.",NA,NA,NA,"CAMARON JAPONES"
"CAMARON","CAMARON JAPONES ENT. FCO.","ENT.","FCO.",NA,NA,NA,"CAMARON JAPONES"
"CAMARON","CAMARON MOTEADO ENT. FCO.","ENT.","FCO.",NA,NA,NA,"CAMARON MOTEADO"
"CAMARON","CAMARON PACOTILLA DESC. FCO.","DESC.","FCO.",NA,NA,NA,"CAMARON PACOTILLA"
"CAMARON","CAMARON PACOTILLA ENT. FCO.","ENT.","FCO.",NA,NA,NA,"CAMARON PACOTILLA"
"CAMARON","CAMARON PIEDRA DESC. FCO.","DESC.","FCO.",NA,NA,NA,"CAMARON PIEDRA"
"CAMARON","CAMARON ROJO",NA,NA,NA,NA,NA,"CAMARON ROJO"
"CAMARON","CAMARON ROJO DESC. CONGELADO","DESC.","CONGELADO",NA,NA,NA,"CAMARON ROJO"
"CAMARON","CAMARON ROSADO DESC. FCO.","DESC.","FCO.",NA,NA,NA,"CAMARON ROSADO"
"CAMARON","CAMARON ROSADO ENT. FCO.","ENT.","FCO.",NA,NA,NA,"CAMARON ROSADO"
"CAMARON","CAMARON SIETE BARBAS ENT. FCO.","ENT.","FCO.",NA,NA,NA,"CAMARON SIETE BARBAS"
"CAMARON","CAMARON SIETE BARBAS DESC. FCO.","DESC.","FCO.",NA,NA,NA,"CAMARON SIETE BARBAS"
"CAMARON","CAMARON SINTETICO DESC. FCO.","DESC.","FCO.",NA,NA,NA,"CAMARON SINTETICO"
"CAMARON","CAMARON SINTETICO ENT. FCO.","ENT.","FCO.",NA,NA,NA,"CAMARON SINTETICO"
"CAMARON","CAMRON AZUL DESC. CONGELADO","DESC.","CONGELADO",NA,NA,NA,"CAMRON AZUL"
"CARPA","CARPA ENT. FCA.","ENT.","FCA.",NA,NA,NA,"CARPA"
"CARPA","CARPA DESV. FCA.","DESV.","FCA.",NA,NA,NA,"CARPA"
"CARPA","CARPA FILETE DE FCO.","FILETE DE","FCO.",NA,NA,NA,"CARPA"
"CARPA","CARPA DE CULTIVO ENT. FCA.","DE CULTIVO","ENT.","FCA.",NA,NA,"CARPA"
"CARPA","CARPA DESV. Y DESC. FCA.","DESV.","DESC.","FCA.",NA,NA,"CARPA"
"CARPA","CARPA DE CULTIVO DESV. FCA.","DE CULTIVO","DESV.","FCA.",NA,NA,"CARPA"
"CARPA","CARPA BARRIGONA ENT. FCA.","ENT.","FCA.",NA,NA,NA,"CARPA BARRIGONA"
"CARPA","CARPA BARRIGONA DESV. FCA.","DESV.","FCA.",NA,NA,NA,"CARPA BARRIGONA"
"CARPA","CARPA CABEZONA ENT. FCA.","ENT.","FCA.",NA,NA,NA,"CARPA CABEZONA"
"CARPA","CARPA COMUN DESV. FCA.","DESV.","FCA.",NA,NA,NA,"CARPA COMUN"
"CARPA","CARPA COMUN ENT. FCA.","ENT.","FCA.",NA,NA,NA,"CARPA COMUN"
"CARPA","CARPA COMUN DESV. Y DESC. FCA.","DESV.","DESC.","FCA.",NA,NA,"CARPA COMUN"
"CARPA","CARPA COMUN SECA","SECA",NA,NA,NA,NA,"CARPA COMUN"
"CARPA","CARPA COMUN DE CULTIVO ENT. FCA.","DE CULTIVO","ENT.","FCA.",NA,NA,"CARPA COMUN"
"CARPA","CARPA COMUN DE CULTIVO DESV. FCA.","DE CULTIVO","DESV.","FCA.",NA,NA,"CARPA COMUN"
"CARPA","CARPA CUERUDA ENT. FCA.","ENT.","FCA.",NA,NA,NA,"CARPA CUERUDA"
"CARPA","CARPA DE ISRAEL ENT. FCA.","ENT.","FCA.",NA,NA,NA,"CARPA DE ISRAEL"
"CARPA","CARPA DORADA ENT. FCA.","ENT.","FCA.",NA,NA,NA,"CARPA DORADA"
"CARPA","CARPA ESCAMUDA ENT. FCA.","ENT.","FCA.",NA,NA,NA,"CARPA ESCAMUDA"
"CARPA","CARPA ESPEJO ENT. FCA.","ENT.","FCA.",NA,NA,NA,"CARPA ESPEJO"
"CARPA","CARPA HERBIVORA ENT. FCA.","ENT.","FCA.",NA,NA,NA,"CARPA HERBIVORA"
"CARPA","CARPA HOCICONA ENT. FCA.","ENT.","FCA.",NA,NA,NA,"CARPA HOCICONA"
"CARPA","CARPA NEGRA ENT. FCA.","ENT.","FCA.",NA,NA,NA,"CARPA NEGRA"
"CARPA","CARPA PLATEADA FILETE DE FCO.","FILETE DE","FCO.",NA,NA,NA,"CARPA PLATEADA"
"CARPA","CARPA PLATEADA ENT. FCA.","ENT.","FCA.",NA,NA,NA,"CARPA PLATEADA"
"CARPA","PEZ PUERCO DESV. Y DESC. FCO.","DESV.","DESC.","FCO.",NA,NA,"PEZ PUERCO"
"CARPA","PEZ PUERCO DESV. FCO.","DESV.","FCO.",NA,NA,NA,"PEZ PUERCO"
"CARPA","PEZ PUERCO ENT. FCO.","ENT.","FCO.",NA,NA,NA,"PEZ PUERCO"
"CARPA","PEZ PUERCO DE CULTIVO ENT. FCO.","DE CULTIVO","ENT.","FCO.",NA,NA,"PEZ PUERCO"
"CARPA","PEZ PUERCO FILETE DE FCO.","FILETE DE","FCO.",NA,NA,NA,"PEZ PUERCO"
"CARPA","PEZ PUERCO DE AGUA DULCE ENT. FCO.","ENT.","FCO.",NA,NA,NA,"PEZ PUERCO DE AGUA DULCE"
"CORVINA","BUCHE DE CORVINA GOLFINA",NA,NA,NA,NA,NA,"BUCHE DE CORVINA GOLFINA"
"CORVINA","BUCHE DE CORVINA RAYADA FCO","FCO",NA,NA,NA,NA,"BUCHE DE CORVINA RAYADA"
"CORVINA","CORVINA DESV. FCA.","DESV.","FCA.",NA,NA,NA,"CORVINA"
"CORVINA","CORVINA ENT. FCA.","ENT.","FCA.",NA,NA,NA,"CORVINA"
"CORVINA","CORVINA DESV. Y DESC. FCA.","DESV.","DESC.","FCA.",NA,NA,"CORVINA"
"CORVINA","CORVINA FILETE DE FCO.","FILETE DE","FCO.",NA,NA,NA,"CORVINA"
"CORVINA","CORVINA SECA","SECA",NA,NA,NA,NA,"CORVINA"
"CORVINA","CORVINA FILETE DE SECO","FILETE DE","SECO",NA,NA,NA,"CORVINA"
"CORVINA","CORVINA ALETA AMARILLA ENT. FCA.","ALETA","ENT.","FCA.",NA,NA,"CORVINA AMARILLA"
"CORVINA","CORVINA AZUL ENT. FCA.","ENT.","FCA.",NA,NA,NA,"CORVINA AZUL"
"CORVINA","CORVINA BLANCA ENT. FCA.","ENT.","FCA.",NA,NA,NA,"CORVINA BLANCA"
"CORVINA","CORVINA BLANCA",NA,NA,NA,NA,NA,"CORVINA BLANCA"
"CORVINA","CORVINA BLANCA DE CULTIVO ENT. FCA.","DE CULTIVO","ENT.","FCA.",NA,NA,"CORVINA BLANCA"
"CORVINA","CORVINA BLANCA DE CULTIVO DESV. FCA.","DE CULTIVO","DESV.","FCA.",NA,NA,"CORVINA BLANCA"
"CORVINA","CORVINA BOCA AMARILLA",NA,NA,NA,NA,NA,"CORVINA BOCA AMARILLA"
"CORVINA","CORVINA CHATA ENT. FCA.","ENT.","FCA.",NA,NA,NA,"CORVINA CHATA"
"CORVINA","CORVINA ALETA CORTA ENT. FCA.","ALETA","ENT.","FCA.",NA,NA,"CORVINA CORTA"
"CORVINA","CORVINA DE AGUA DULCE ENT. FCA.","ENT.","FCA.",NA,NA,NA,"CORVINA DE AGUA DULCE"
"CORVINA","CORVINA GOLFINA DESV. FCA.","DESV.","FCA.",NA,NA,NA,"CORVINA GOLFINA"
"CORVINA","CORVINA GOLFINA ENT. FCA.","ENT.","FCA.",NA,NA,NA,"CORVINA GOLFINA"
"CORVINA","CORVINA GRANIZA ENT. FCA.","ENT.","FCA.",NA,NA,NA,"CORVINA GRANIZA"
"CORVINA","FILETE DE CORVINA GRANIZA","FILETE DE",NA,NA,NA,NA,"CORVINA GRANIZA"
"CORVINA","CORVINA PINTA ENT. FCA.","ENT.","FCA.",NA,NA,NA,"CORVINA PINTA"
"CORVINA","CORVINA PLATEADA DESV. FCA.","DESV.","FCA.",NA,NA,NA,"CORVINA PLATEADA"
"CORVINA","CORVINA PLATEADA ENT. FCA.","ENT.","FCA.",NA,NA,NA,"CORVINA PLATEADA"
"CORVINA","CORVINA RAYADA ENT. FCA.","ENT.","FCA.",NA,NA,NA,"CORVINA RAYADA"
"CORVINA","CORVINA ROJA DE CULTIVO ENT. FCA.","DE CULTIVO","ENT.","FCA.",NA,NA,"CORVINA ROJA"
"CORVINA","CORVINA ROJA DE CULTIVO FILETE FCO.","DE CULTIVO","FILETE","FCO.",NA,NA,"CORVINA ROJA"
"GUACHINANGO","FLAMENCO ENT. FCO.","ENT.","FCO.",NA,NA,NA,"FLAMENCO"
"GUACHINANGO","FLAMENCO DESV. FCO.","DESV.","FCO.",NA,NA,NA,"FLAMENCO"
"GUACHINANGO","GUACHINANGO FILETE DE FCO.","FILETE DE","FCO.",NA,NA,NA,"GUACHINANGO"
"GUACHINANGO","GUACHINANGO DESV. Y DESC. FCO.","DESV.","DESC.","FCO.",NA,NA,"GUACHINANGO"
"GUACHINANGO","GUACHINANGO DE CULTIVO DESV. FCO.","DE CULTIVO","DESV.","FCO.",NA,NA,"GUACHINANGO"
"GUACHINANGO","GUACHINANGO ENT. FCO.","ENT.","FCO.",NA,NA,NA,"GUACHINANGO"
"GUACHINANGO","GUACHINANGO DESV. FCO. (LUTJANUS CAMPECHANUS)","DESV.","FCO.",NA,NA,NA,"GUACHINANGO (LUTJANUS CAMPECHANUS)"
"GUACHINANGO","GUACHINANGO ENT. FCO. (LUTJANUS SPP)","ENT.","FCO.",NA,NA,NA,"GUACHINANGO (LUTJANUS SPP)"
"GUACHINANGO","GUACHITO ENT. FCO.","ENT.","FCO.",NA,NA,NA,"GUACHITO"
"GUACHINANGO","GUACHITO DESV. FCO.","DESV.","FCO.",NA,NA,NA,"GUACHITO"
"JUREL","COCINERO ENT. FCO.","COCINERO","ENT.","FCO.",NA,NA,""
"JUREL","COCINERO DESV. FCO.","COCINERO","DESV.","FCO.",NA,NA,""
"JUREL","COCINERO FILETE DE FCO.","COCINERO","FILETE DE","FCO.",NA,NA,""
"JUREL","CABALLA DESV. FCA.","DESV.","FCA.",NA,NA,NA,"CABALLA"
"JUREL","CABALLA ENT. FCA.","ENT.","FCA.",NA,NA,NA,"CABALLA"
"JUREL","CABALLA MEXICANA ENT. FCA.","ENT.","FCA.",NA,NA,NA,"CABALLA MEXICANA"
"JUREL","CABALLO DESV. FCO.","DESV.","FCO.",NA,NA,NA,"CABALLO"
"JUREL","CABALLO ENT. FCO.","ENT.","FCO.",NA,NA,NA,"CABALLO"
"JUREL","COJINUDA ENT. FCA.","ENT.","FCA.",NA,NA,NA,"COJINUDA"
"JUREL","COJINUDA DESV. FCA.","DESV.","FCA.",NA,NA,NA,"COJINUDA"
"JUREL","JUREL DESV. FCO.","DESV.","FCO.",NA,NA,NA,"JUREL"
"JUREL","JUREL DESV. Y DESC. FCO.","DESV.","DESC.","FCO.",NA,NA,"JUREL"
"JUREL","JUREL FILETE DE FCO.","FILETE DE","FCO.",NA,NA,NA,"JUREL"
"JUREL","JUREL DE CULTIVO ENT. FCO.","DE CULTIVO","ENT.","FCO.",NA,NA,"JUREL"
"JUREL","JUREL DE CULTIVO DESV. FCO.","DE CULTIVO","DESV.","FCO.",NA,NA,"JUREL"
"JUREL","JUREL ENT. FCO.","ENT.","FCO.",NA,NA,NA,"JUREL"
"JUREL","JUREL",NA,NA,NA,NA,NA,"JUREL"
"JUREL","JUREL ENT. FCO. (SERIOLA LALANDI)","ENT.","FCO.",NA,NA,NA,"JUREL (SERIOLA LALANDI)"
"JUREL","JUREL DE CASTILLA ENT. FCO.","ENT.","FCO.",NA,NA,NA,"JUREL DE CASTILLA"
"JUREL","JUREL FINO ENT. FCO.","ENT.","FCO.",NA,NA,NA,"JUREL FINO"
"JUREL","JUREL NEGRO ENT. FCO.","ENT.","FCO.",NA,NA,NA,"JUREL NEGRO"
"JUREL","JUREL P / CARNADA",NA,NA,NA,NA,NA,"JUREL P / CARNADA"
"JUREL","JUREL PRIETO ENT. FCO.","ENT.","FCO.",NA,NA,NA,"JUREL PRIETO"
"JUREL","JURELETE ENT. FCO.","ENT.","FCO.",NA,NA,NA,"JURELETE"
"JUREL","PEJEFUERTE ENT. FCO.","ENT.","FCO.",NA,NA,NA,"PEJEFUERTE"
"JUREL","PEJEFUERTE DESV. FCO.","DESV.","FCO.",NA,NA,NA,"PEJEFUERTE"
"MOJARRA","CHOPA ENT. FCA.","ENT.","FCA.",NA,NA,NA,"CHOPA"
"MOJARRA","CHOPA DE CULTIVO ENT. FCA.","DE CULTIVO","ENT.","FCA.",NA,NA,"CHOPA"
"MOJARRA","CHOPA DE AGUA DULCE DESV. FCA.","DESV.","FCA.",NA,NA,NA,"CHOPA DE AGUA DULCE"
"MOJARRA","CHOPA DE AGUA DULCE FILETE DE FCO.","FILETE DE","FCO.",NA,NA,NA,"CHOPA DE AGUA DULCE"
"MOJARRA","MALACAPA ENT. FCA.","ENT.","FCA.",NA,NA,NA,"MALACAPA"
"MOJARRA","MALACAPA DESV. FCA.","DESV.","FCA.",NA,NA,NA,"MALACAPA"
"MOJARRA","MOJARRA DESV. FCO.","DESV.","FCO.",NA,NA,NA,"MOJARRA"
"MOJARRA","MOJARRA ENT. FCA.","ENT.","FCA.",NA,NA,NA,"MOJARRA"
"MOJARRA","MOJARRA FILETE DE FCO.","FILETE DE","FCO.",NA,NA,NA,"MOJARRA"
"MOJARRA","MOJARRA DE CULTIVO ENT. FCA.","DE CULTIVO","ENT.","FCA.",NA,NA,"MOJARRA"
"MOJARRA","MOJARRA DESV. DESC. FCO.","DESV.","DESC.","FCO.",NA,NA,"MOJARRA"
"MOJARRA","MOJARRA DESV. FCA.","DESV.","FCA.",NA,NA,NA,"MOJARRA"
"MOJARRA","MOJARRA",NA,NA,NA,NA,NA,"MOJARRA"
"MOJARRA","MOJARRA ALETA AMARILLA ENT. FCO.","ALETA","ENT.","FCO.",NA,NA,"MOJARRA AMARILLA"
"MOJARRA","MOJARRA BLANCA ENT. FCA.","ENT.","FCA.",NA,NA,NA,"MOJARRA BLANCA"
"MOJARRA","MOJARRA CAMARONERA ENT. FCA.","ENT.","FCA.",NA,NA,NA,"MOJARRA CAMARONERA"
"MOJARRA","MOJARRA CASTARRICA ENT. FCA.","ENT.","FCA.",NA,NA,NA,"MOJARRA CASTARRICA"
"MOJARRA","MOJARRA CASTARRICA DE CULTIVO  DESV. FCA.","DE CULTIVO","DESV.","FCA.",NA,NA,"MOJARRA CASTARRICA"
"MOJARRA","MOJARRA CASTARRICA DE AGUA DULCE ENT. FCA.","ENT.","FCA.",NA,NA,NA,"MOJARRA CASTARRICA DE AGUA DULCE"
"MOJARRA","MOJARRA CASTARRICA DE CULTIVO  ENTERA FRESCA","DE CULTIVO",NA,NA,NA,NA,"MOJARRA CASTARRICA ENTERA FRESCA"
"MOJARRA","MOJARRA CHARRITA ENT. FCA.","ENT.","FCA.",NA,NA,NA,"MOJARRA CHARRITA"
"MOJARRA","MOJARRA CHINA ENT. FCA.","ENT.","FCA.",NA,NA,NA,"MOJARRA CHINA"
"MOJARRA","MOJARRA DE AGUA DULCE DESV. FCA.","DESV.","FCA.",NA,NA,NA,"MOJARRA DE AGUA DULCE"
