Index,main_species_group,recorded_species_name,keyword_1,keyword_2,keyword_3,keyword_4,keyword_5,recorded_species_name_clean,recorded_scientific_name,recorded_scientific_name_clean,common_name_english_estimated,species_estimated,genus_estimated,family_estimated,source_of_estimate,classification_certainty
113,CARPA,PEZ PUERCO ENT. FCO.,ENT.,FCO.,NA,NA,NA,PEZ PUERCO,NA,NA,triggerfish,NA,NA,Balistidae,"logical conclusion based on research; however, it is unclear why triggerfish would be lumped with carps",low
114,CARPA,PEZ PUERCO DE CULTIVO ENT. FCO.,DE CULTIVO,ENT.,FCO.,NA,NA,PEZ PUERCO,NA,NA,triggerfish,NA,NA,Balistidae,"logical conclusion based on research; however, it is unclear why triggerfish would be lumped with carps",low
115,CARPA,PEZ PUERCO FILETE DE FCO.,FILETE DE,FCO.,NA,NA,NA,PEZ PUERCO,NA,NA,triggerfish,NA,NA,Balistidae,"logical conclusion based on research; however, it is unclear why triggerfish would be lumped with carps",low
116,CARPA,PEZ PUERCO DE AGUA DULCE ENT. FCO.,ENT.,FCO.,NA,NA,NA,PEZ PUERCO DE AGUA DULCE,NA,NA,triggerfish,NA,NA,Balistidae,"logical conclusion based on research; however, it is unclear why triggerfish would be lumped with carps",low
117,CARPA,CARPA ENT. FCA.,ENT.,FCA.,NA,NA,NA,CARPA,NA,NA,carp,NA,NA,Cyprinidae,carp; cannot specify species or genus,
118,CARPA,CARPA DESV. FCA.,DESV.,FCA.,NA,NA,NA,CARPA,NA,NA,carp,NA,NA,Cyprinidae,carp; cannot specify species or genus,
119,CARPA,CARPA FILETE DE FCO.,FILETE DE,FCO.,NA,NA,NA,CARPA,NA,NA,carp,NA,NA,Cyprinidae,carp; cannot specify species or genus,
120,CARPA,CARPA DE CULTIVO ENT. FCA.,DE CULTIVO,ENT.,FCA.,NA,NA,CARPA,NA,NA,carp,NA,NA,Cyprinidae,carp; cannot specify species or genus,
121,CARPA,CARPA DESV. Y DESC. FCA.,DESV.,DESC.,FCA.,NA,NA,CARPA,NA,NA,carp,NA,NA,Cyprinidae,carp; cannot specify species or genus,
122,CARPA,CARPA DE CULTIVO DESV. FCA.,DE CULTIVO,DESV.,FCA.,NA,NA,CARPA,NA,NA,carp,NA,NA,Cyprinidae,carp; cannot specify species or genus,
123,CARPA,CARPA BARRIGONA ENT. FCA.,ENT.,FCA.,NA,NA,NA,CARPA BARRIGONA,NA,NA,Common carp (invasive),Cyprinus carpio,Cyprinus,Cyprinidae,dataMares,
124,CARPA,CARPA BARRIGONA DESV. FCA.,DESV.,FCA.,NA,NA,NA,CARPA BARRIGONA,NA,NA,Common carp (invasive),Cyprinus carpio,Cyprinus,Cyprinidae,dataMares,
125,CARPA,CARPA CABEZONA ENT. FCA.,ENT.,FCA.,NA,NA,NA,CARPA CABEZONA,NA,NA,Bighead carp (invasive),Hypophthalmichthys nobilis,Hypophthalmichthys,Cyprinidae,logical conclusion based on research,
126,CARPA,CARPA COMUN DESV. FCA.,DESV.,FCA.,NA,NA,NA,CARPA COMUN,NA,NA,Common carp (invasive),Cyprinus carpio,Cyprinus,Cyprinidae,logical conclusion based on research; dataMares,
127,CARPA,CARPA COMUN ENT. FCA.,ENT.,FCA.,NA,NA,NA,CARPA COMUN,NA,NA,Common carp (invasive),Cyprinus carpio,Cyprinus,Cyprinidae,logical conclusion based on research; dataMares,
128,CARPA,CARPA COMUN DESV. Y DESC. FCA.,DESV.,DESC.,FCA.,NA,NA,CARPA COMUN,NA,NA,Common carp (invasive),Cyprinus carpio,Cyprinus,Cyprinidae,logical conclusion based on research; dataMares,
129,CARPA,CARPA COMUN SECA,SECA,NA,NA,NA,NA,CARPA COMUN,NA,NA,Common carp (invasive),Cyprinus carpio,Cyprinus,Cyprinidae,logical conclusion based on research; dataMares,
130,CARPA,CARPA COMUN DE CULTIVO ENT. FCA.,DE CULTIVO,ENT.,FCA.,NA,NA,CARPA COMUN,NA,NA,Common carp (invasive),Cyprinus carpio,Cyprinus,Cyprinidae,logical conclusion based on research; dataMares,
131,CARPA,CARPA COMUN DE CULTIVO DESV. FCA.,DE CULTIVO,DESV.,FCA.,NA,NA,CARPA COMUN,NA,NA,Common carp (invasive),Cyprinus carpio,Cyprinus,Cyprinidae,logical conclusion based on research; dataMares,
132,CARPA,CARPA DORADA ENT. FCA.,ENT.,FCA.,NA,NA,NA,CARPA DORADA,NA,NA,golden carp,NA,NA,Cyprinidae,carp; cannot specify species or genus,
133,CARPA,CARPA ESCAMUDA ENT. FCA.,ENT.,FCA.,NA,NA,NA,CARPA ESCAMUDA,NA,NA,scale carp,NA,NA,Cyprinidae,carp; cannot specify species or genus,
134,CARPA,CARPA ESPEJO ENT. FCA.,ENT.,FCA.,NA,NA,NA,CARPA ESPEJO,NA,NA,Mirror carp (invasive),Cyprinus carpio,Cyprinus,Cyprinidae,logical conclusion based on research; dataMares,
135,CARPA,CARPA HERBIVORA ENT. FCA.,ENT.,FCA.,NA,NA,NA,CARPA HERBIVORA,NA,NA,herbivorous carb,NA,NA,Cyprinidae,carp; cannot specify species or genus,
136,CARPA,CARPA HOCICONA ENT. FCA.,ENT.,FCA.,NA,NA,NA,CARPA HOCICONA,NA,NA,snowball carb,NA,NA,Cyprinidae,carp; cannot specify species or genus,
137,CARPA,CARPA NEGRA ENT. FCA.,ENT.,FCA.,NA,NA,NA,CARPA NEGRA,NA,NA,Black carp (invasive),Mylopharyngodon piceus,Mylopharyngodon,Cyprinidae,carp; cannot specify species or genus,
138,CARPA,CARPA PLATEADA FILETE DE FCO.,FILETE DE,FCO.,NA,NA,NA,CARPA PLATEADA,NA,NA,silver carp,NA,NA,Cyprinidae,carp; cannot specify species or genus,
139,CARPA,CARPA PLATEADA ENT. FCA.,ENT.,FCA.,NA,NA,NA,CARPA PLATEADA,NA,NA,silver carp,NA,NA,Cyprinidae,carp; cannot specify species or genus,
140,CARPA,PEZ PUERCO DESV. Y DESC. FCO.,DESV.,DESC.,FCO.,NA,NA,PEZ PUERCO,NA,NA,triggerfish,NA,NA,Balistidae,"logical conclusion based on research; however, it is unclear why triggerfish would be lumped with carps",low
141,CARPA,PEZ PUERCO DESV. FCO.,DESV.,FCO.,NA,NA,NA,PEZ PUERCO,NA,NA,triggerfish,NA,NA,Balistidae,"logical conclusion based on research; however, it is unclear why triggerfish would be lumped with carps",low
142,CORVINA,BUCHE DE CORVINA GOLFINA,NA,NA,NA,NA,NA,BUCHE DE CORVINA GOLFINA,NA,NA,Gulf corvina,Cynoscion othonopterus,Cynoscion,Sciaenidae,logical conclusion based on research; dataMares,high
143,CORVINA,BUCHE DE CORVINA RAYADA FCO,FCO,NA,NA,NA,NA,BUCHE DE CORVINA RAYADA,NA,NA,Striped corvina,Cynoscion reticulatus,Cynoscion,Sciaenidae,logical conclusion based on research; dataMares,high
144,CORVINA,CORVINA DESV. FCA.,DESV.,FCA.,NA,NA,NA,CORVINA,NA,NA,corvina,NA,Cynoscion,Sciaenidae,corvina; cannot specify species; dataMares,high
145,CORVINA,CORVINA ENT. FCA.,ENT.,FCA.,NA,NA,NA,CORVINA,NA,NA,corvina,NA,Cynoscion,Sciaenidae,corvina; cannot specify species; dataMares,high
146,CORVINA,CORVINA DESV. Y DESC. FCA.,DESV.,DESC.,FCA.,NA,NA,CORVINA,NA,NA,corvina,NA,Cynoscion,Sciaenidae,corvina; cannot specify species; dataMares,high
147,CORVINA,CORVINA FILETE DE FCO.,FILETE DE,FCO.,NA,NA,NA,CORVINA,NA,NA,corvina,NA,Cynoscion,Sciaenidae,corvina; cannot specify species; dataMares,high
148,CORVINA,CORVINA SECA,SECA,NA,NA,NA,NA,CORVINA,NA,NA,corvina,NA,Cynoscion,Sciaenidae,corvina; cannot specify species; dataMares,high
149,CORVINA,CORVINA FILETE DE SECO,FILETE DE,SECO,NA,NA,NA,CORVINA,NA,NA,corvina,NA,Cynoscion,Sciaenidae,corvina; cannot specify species; dataMares,high
150,CORVINA,CORVINA ALETA AMARILLA ENT. FCA.,ENT.,FCA.,NA,NA,NA,CORVINA ALETA AMARILLA,NA,NA,Yellowfin corvina,Umbrina roncador,Umbrina,Sciaenidae,logical conclusion based on research,medium
151,CORVINA,CORVINA AZUL ENT. FCA.,ENT.,FCA.,NA,NA,NA,CORVINA AZUL,NA,NA,Shortfin (blue?) corvina,Cynoscion parvipinnis,Cynoscion,Sciaenidae,dataMares,low
152,CORVINA,CORVINA BLANCA ENT. FCA.,ENT.,FCA.,NA,NA,NA,CORVINA BLANCA,NA,NA,Striped (white?) corvina,Cynoscion reticulatus,Cynoscion,Sciaenidae,dataMares,low
153,CORVINA,CORVINA BLANCA,NA,NA,NA,NA,NA,CORVINA BLANCA,NA,NA,Striped (white?) corvina,Cynoscion reticulatus,Cynoscion,Sciaenidae,dataMares,low
154,CORVINA,CORVINA BLANCA DE CULTIVO ENT. FCA.,DE CULTIVO,ENT.,FCA.,NA,NA,CORVINA BLANCA,NA,NA,Striped (white?) corvina,Cynoscion reticulatus,Cynoscion,Sciaenidae,dataMares,low
155,CORVINA,CORVINA BLANCA DE CULTIVO DESV. FCA.,DE CULTIVO,DESV.,FCA.,NA,NA,CORVINA BLANCA,NA,NA,Striped (white?) corvina,Cynoscion reticulatus,Cynoscion,Sciaenidae,dataMares,low
156,CORVINA,CORVINA BOCA AMARILLA,NA,NA,NA,NA,NA,CORVINA BOCA AMARILLA,NA,NA,Orangemouth corvina,Cynoscion xanthulus,Cynoscion,Sciaenidae,"logical conclusion based on research; Hastings & Findley, YEAR; process of elimination",high
157,CORVINA,CORVINA CHATA ENT. FCA.,ENT.,FCA.,NA,NA,NA,CORVINA CHATA,NA,NA,Flat croaker,Larimus effulgens,Larimus,Sciaenidae,dataMares,low
158,CORVINA,CORVINA ALETA CORTA ENT. FCA.,ENT.,FCA.,NA,NA,NA,CORVINA ALETA CORTA,NA,NA,Shortfin corvina,Cynoscion parvipinnis,Cynoscion,Sciaenidae,"logical conclusion based on research; Hastings & Findley, YEAR",high
159,CORVINA,CORVINA DE AGUA DULCE ENT. FCA.,ENT.,FCA.,NA,NA,NA,CORVINA DE AGUA DULCE,NA,NA,freshwater corvina,NA,Cynoscion,Sciaenidae,corvina; cannot specify species; is the genus correct?,medium
160,CORVINA,CORVINA GOLFINA DESV. FCA.,DESV.,FCA.,NA,NA,NA,CORVINA GOLFINA,NA,NA,Gulf corvina,Cynoscion othonopterus,Cynoscion,Sciaenidae,logical conclusion based on research; dataMares,high
161,CORVINA,CORVINA GOLFINA ENT. FCA.,ENT.,FCA.,NA,NA,NA,CORVINA GOLFINA,NA,NA,Gulf corvina,Cynoscion othonopterus,Cynoscion,Sciaenidae,logical conclusion based on research; dataMares,high
162,CORVINA,CORVINA GRANIZA ENT. FCA.,ENT.,FCA.,NA,NA,NA,CORVINA GRANIZA,NA,NA,Hail (?) corvina,Cynoscion reticulatus,Cynoscion,Sciaenidae,dataMares,medium
163,CORVINA,FILETE DE CORVINA GRANIZA,FILETE DE,NA,NA,NA,NA,CORVINA GRANIZA,NA,NA,Hail (?) corvina,Cynoscion reticulatus,Cynoscion,Sciaenidae,dataMares,medium
164,CORVINA,CORVINA PINTA ENT. FCA.,ENT.,FCA.,NA,NA,NA,CORVINA PINTA,NA,NA,painted corvina,NA,Cynoscion,Sciaenidae,corvina; cannot specify species; dataMares,high
165,CORVINA,CORVINA PLATEADA DESV. FCA.,DESV.,FCA.,NA,NA,NA,CORVINA PLATEADA,NA,NA,silver corvina,NA,Cynoscion,Sciaenidae,corvina; cannot specify species; dataMares,high
166,CORVINA,CORVINA PLATEADA ENT. FCA.,ENT.,FCA.,NA,NA,NA,CORVINA PLATEADA,NA,NA,silver corvina,NA,Cynoscion,Sciaenidae,corvina; cannot specify species; dataMares,high
167,CORVINA,CORVINA RAYADA ENT. FCA.,ENT.,FCA.,NA,NA,NA,CORVINA RAYADA,NA,NA,Striped corvina,Cynoscion reticulatus,Cynoscion,Sciaenidae,logical conclusion based on research; dataMares,high
168,CORVINA,CORVINA ROJA DE CULTIVO ENT. FCA.,DE CULTIVO,ENT.,FCA.,NA,NA,CORVINA ROJA,NA,NA,red corvina,NA,Cynoscion,Sciaenidae,corvina; cannot specify species; dataMares,high
169,CORVINA,CORVINA ROJA DE CULTIVO FILETE FCO.,DE CULTIVO,FILETE,FCO.,NA,NA,CORVINA ROJA,NA,NA,red corvina,NA,Cynoscion,Sciaenidae,corvina; cannot specify species; dataMares,high
170,GUACHINANGO,GUACHINANGO DESV. FCO. (LUTJANUS CAMPECHANUS),DESV.,FCO.,NA,NA,NA,GUACHINANGO (LUTJANUS CAMPECHANUS),LUTJANUS CAMPECHANUS,Lutjanus campechanus,Northern red snapper,Lutjanus campechanus,Lutjanus,Lutjanidae,taxize,high
171,GUACHINANGO,GUACHINANGO ENT. FCO. (LUTJANUS SPP),ENT.,FCO.,NA,NA,NA,GUACHINANGO (LUTJANUS SPP),LUTJANUS SPP,Lutjanus spp,snapper,NA,Lutjanus,Lutjanidae,taxize,high
172,GUACHINANGO,FLAMENCO ENT. FCO.,ENT.,FCO.,NA,NA,NA,FLAMENCO,NA,NA,Spotted rose snapper,Lutjanus guttatus,Lutjanus,Lutjanidae,logical conclusion based on research; dataMares,medium
173,GUACHINANGO,FLAMENCO DESV. FCO.,DESV.,FCO.,NA,NA,NA,FLAMENCO,NA,NA,Spotted rose snapper,Lutjanus guttatus,Lutjanus,Lutjanidae,logical conclusion based on research; dataMares,medium
174,GUACHINANGO,GUACHINANGO FILETE DE FCO.,FILETE DE,FCO.,NA,NA,NA,GUACHINANGO,NA,NA,snapper,NA,Lutjanus,Lutjanidae,snapper; cannot specify species or genus; dataMares,high
175,GUACHINANGO,GUACHINANGO DESV. Y DESC. FCO.,DESV.,DESC.,FCO.,NA,NA,GUACHINANGO,NA,NA,snapper,NA,Lutjanus,Lutjanidae,snapper; cannot specify species or genus; dataMares,high
176,GUACHINANGO,GUACHINANGO DE CULTIVO DESV. FCO.,DE CULTIVO,DESV.,FCO.,NA,NA,GUACHINANGO,NA,NA,snapper,NA,Lutjanus,Lutjanidae,snapper; cannot specify species or genus; dataMares,high
177,GUACHINANGO,GUACHINANGO ENT. FCO.,ENT.,FCO.,NA,NA,NA,GUACHINANGO,NA,NA,snapper,NA,Lutjanus,Lutjanidae,snapper; cannot specify species or genus; dataMares,high
178,GUACHINANGO,GUACHITO ENT. FCO.,ENT.,FCO.,NA,NA,NA,GUACHITO,NA,NA,snapper,NA,Lutjanus,Lutjanidae,snapper; cannot specify species or genus; dataMares; is this the right family?,medium
179,GUACHINANGO,GUACHITO DESV. FCO.,DESV.,FCO.,NA,NA,NA,GUACHITO,NA,NA,snapper,NA,Lutjanus,Lutjanidae,snapper; cannot specify species or genus; dataMares; is this the right family?,medium
180,JUREL,JUREL ENT. FCO. (SERIOLA LALANDI),ENT.,FCO.,NA,NA,NA,JUREL (SERIOLA LALANDI),SERIOLA LALANDI,Seriola lalandi,Yellowtail amberjack,Seriola lalandi,Seriola,Carangidae,taxize,high
181,JUREL,COCINERO DESV. FCO.,COCINERO,DESV.,FCO.,NA,NA,,NA,NA,jack,NA,NA,Carangidae,jack; cannot specify species or genus,high
182,JUREL,COCINERO FILETE DE FCO.,COCINERO,FILETE DE,FCO.,NA,NA,,NA,NA,jack,NA,NA,Carangidae,jack; cannot specify species or genus,high
183,JUREL,CABALLA DESV. FCA.,DESV.,FCA.,NA,NA,NA,CABALLA,NA,NA,Pacific lookdown,Selene peruviana,Selene,Carangidae,dataMares; I am not confident about this assignment,low
184,JUREL,COCINERO ENT. FCO.,COCINERO,ENT.,FCO.,NA,NA,,NA,NA,jack,NA,NA,Carangidae,jack; cannot specify species or genus,high
185,JUREL,CABALLA ENT. FCA.,ENT.,FCA.,NA,NA,NA,CABALLA,NA,NA,Pacific lookdown,Selene peruviana,Selene,Carangidae,dataMares; I am not confident about this assignment,low
186,JUREL,CABALLA MEXICANA ENT. FCA.,ENT.,FCA.,NA,NA,NA,CABALLA MEXICANA,NA,NA,jack,NA,NA,Carangidae,I think I can be more specific about what kind of jack this is,low
187,JUREL,CABALLO DESV. FCO.,DESV.,FCO.,NA,NA,NA,CABALLO,NA,NA,Crevalle jack,Caranx hippos,Caranx,Carangidae,logical conclusion based on research; I am not confident in this assignment,low
188,JUREL,CABALLO ENT. FCO.,ENT.,FCO.,NA,NA,NA,CABALLO,NA,NA,Crevalle jack,Caranx hippos,Caranx,Carangidae,logical conclusion based on research; I am not confident in this assignment,low
189,JUREL,COJINUDA ENT. FCA.,ENT.,FCA.,NA,NA,NA,COJINUDA,NA,NA,jack,NA,NA,Carangidae,jack; cannot specify species or genus,high
190,JUREL,COJINUDA DESV. FCA.,DESV.,FCA.,NA,NA,NA,COJINUDA,NA,NA,jack,NA,NA,Carangidae,jack; cannot specify species or genus,high
191,JUREL,JUREL DESV. FCO.,DESV.,FCO.,NA,NA,NA,JUREL,NA,NA,amberjack,NA,NA,Carangidae,jack; cannot specify species or genus,high
192,JUREL,JUREL DESV. Y DESC. FCO.,DESV.,DESC.,FCO.,NA,NA,JUREL,NA,NA,amberjack,NA,NA,Carangidae,jack; cannot specify species or genus,high
193,JUREL,JUREL FILETE DE FCO.,FILETE DE,FCO.,NA,NA,NA,JUREL,NA,NA,amberjack,NA,NA,Carangidae,jack; cannot specify species or genus,high
194,JUREL,JUREL DE CULTIVO ENT. FCO.,DE CULTIVO,ENT.,FCO.,NA,NA,JUREL,NA,NA,amberjack,NA,NA,Carangidae,jack; cannot specify species or genus,high
195,JUREL,JUREL DE CULTIVO DESV. FCO.,DE CULTIVO,DESV.,FCO.,NA,NA,JUREL,NA,NA,amberjack,NA,NA,Carangidae,jack; cannot specify species or genus,high
196,JUREL,JUREL ENT. FCO.,ENT.,FCO.,NA,NA,NA,JUREL,NA,NA,amberjack,NA,NA,Carangidae,jack; cannot specify species or genus,high
197,JUREL,JUREL,NA,NA,NA,NA,NA,JUREL,NA,NA,amberjack,NA,NA,Carangidae,jack; cannot specify species or genus,high
198,JUREL,JUREL DE CASTILLA ENT. FCO.,ENT.,FCO.,NA,NA,NA,JUREL DE CASTILLA,NA,Seriola lalandi,Yellowtail amberjack,Seriola lalandi,Seriola,Carangidae,logical conclusion based on research; dataMares,medium
199,JUREL,JUREL FINO ENT. FCO.,ENT.,FCO.,NA,NA,NA,JUREL FINO,NA,NA,scad,NA,Decapterus,Carangidae,logical conclusion based on research; dataMares says Decapterus macrosoma but could also be Decapterus macarellus,high
200,JUREL,JUREL NEGRO ENT. FCO.,ENT.,FCO.,NA,NA,NA,JUREL NEGRO,NA,Caranx lugubris,Black jack,Caranx lugubris,Caranx,Carangidae,logical conclusion based on research,medium
201,JUREL,JUREL P / CARNADA,NA,NA,NA,NA,NA,JUREL P / CARNADA,NA,NA,jack (as bait),NA,NA,Carangidae,jack; cannot specify species or genus,medium
202,JUREL,JUREL PRIETO ENT. FCO.,ENT.,FCO.,NA,NA,NA,JUREL PRIETO,NA,Caranx lugubris,Black (dark) jack,Caranx lugubris,Caranx,Carangidae,logical conclusion based on research; dataMares,high
203,JUREL,JURELETE ENT. FCO.,ENT.,FCO.,NA,NA,NA,JURELETE,NA,NA,little jack,NA,NA,Carangidae,jack; maybe can be more specific?,low
204,JUREL,PEJEFUERTE ENT. FCO.,ENT.,FCO.,NA,NA,NA,PEJEFUERTE,NA,NA,strong jacksmelt,NA,Caranx,Carangidae,I think I can be more specific about what kind of jack this is,low
205,JUREL,PEJEFUERTE DESV. FCO.,DESV.,FCO.,NA,NA,NA,PEJEFUERTE,NA,NA,strong jacksmelt,NA,Caranx,Carangidae,I think I can be more specific about what kind of jack this is,low
206,MOJARRA,MOJARRA PRIETA ENT. FCA.,ENT.,FCA.,NA,NA,NA,MOJARRA PRIETA,NA,NA,Grey (dark) grunt,Haemulon scudderii,Haemulon,Haemulidae,logical conclusion based on research; dataMares,medium
207,MOJARRA,MOJARRA RAYADA ENT. FCA.,ENT.,FCA.,NA,NA,NA,MOJARRA RAYADA,NA,NA,Striped grunt,Eugerres plumieri,Eugerres,Gerreidae,logical conclusion based on research; dataMares; could also be Mayan cichlid (Cichlasoma urophthalmus),low
208,MOJARRA,TILAPIA DESV. FCA.,DESV.,FCA.,NA,NA,NA,TILAPIA,NA,NA,Tilapia (non-native),NA,Oreochromis,Cichlidae,logical conclusion based on research; dataMares,high
209,MOJARRA,TILAPIA FILETE DE FCO.,FILETE DE,FCO.,NA,NA,NA,TILAPIA,NA,NA,Tilapia (non-native),NA,Oreochromis,Cichlidae,logical conclusion based on research; dataMares,high
210,MOJARRA,TILAPIA DE CULTIVO ENT. FCA.,DE CULTIVO,ENT.,FCA.,NA,NA,TILAPIA,NA,NA,Tilapia (non-native),NA,Oreochromis,Cichlidae,logical conclusion based on research; dataMares,high
211,MOJARRA,TILAPIA SECA,SECA,NA,NA,NA,NA,TILAPIA,NA,NA,Tilapia (non-native),NA,Oreochromis,Cichlidae,logical conclusion based on research; dataMares,high
212,MOJARRA,TILAPIA DE CULTIVO  DESV. FCA.,DE CULTIVO,DESV.,FCA.,NA,NA,TILAPIA,NA,NA,Tilapia (non-native),NA,Oreochromis,Cichlidae,logical conclusion based on research; dataMares,high
213,MOJARRA,CHOPA ENT. FCA.,ENT.,FCA.,NA,NA,NA,CHOPA,NA,NA,sea chub,NA,NA,Kyphosidae,"Hastings & Findley, YEAR; dataMares",high
214,MOJARRA,CHOPA DE CULTIVO ENT. FCA.,DE CULTIVO,ENT.,FCA.,NA,NA,CHOPA,NA,NA,sea chub,NA,NA,Kyphosidae,"Hastings & Findley, YEAR; dataMares",high
215,MOJARRA,CHOPA DE AGUA DULCE DESV. FCA.,DESV.,FCA.,NA,NA,NA,CHOPA DE AGUA DULCE,NA,NA,freshwater chub,NA,NA,NA,"mojarra (grunt, chub, porgy); cannot specify species, genus, or family",low
216,MOJARRA,CHOPA DE AGUA DULCE FILETE DE FCO.,FILETE DE,FCO.,NA,NA,NA,CHOPA DE AGUA DULCE,NA,NA,freshwater chub,NA,NA,NA,"mojarra (grunt, chub, porgy); cannot specify species, genus, or family",low
217,MOJARRA,MALACAPA ENT. FCA.,ENT.,FCA.,NA,NA,NA,MALACAPA,NA,NA,mojarra,NA,NA,Gerreidae,"dataMares; cannot specify species, genus, or family; logical conclusion based on research",high
218,MOJARRA,MALACAPA DESV. FCA.,DESV.,FCA.,NA,NA,NA,MALACAPA,NA,NA,mojarra,NA,NA,Gerreidae,"dataMares; cannot specify species, genus, or family; logical conclusion based on research",high
219,MOJARRA,MOJARRA DESV. FCO.,DESV.,FCO.,NA,NA,NA,MOJARRA,NA,NA,mojarra (unknown),NA,NA,NA,"mojarra; cannot specify species, genus, or family; logical conclusion based on research",high
220,MOJARRA,MOJARRA ENT. FCA.,ENT.,FCA.,NA,NA,NA,MOJARRA,NA,NA,mojarra (unknown),NA,NA,NA,"mojarra (grunt, chub, porgy); cannot specify species, genus, or family; logical conclusion based on research",high
221,MOJARRA,MOJARRA FILETE DE FCO.,FILETE DE,FCO.,NA,NA,NA,MOJARRA,NA,NA,mojarra (unknown),NA,NA,NA,"mojarra (grunt, chub, porgy); cannot specify species, genus, or family; logical conclusion based on research",high
222,MOJARRA,MOJARRA DE CULTIVO ENT. FCA.,DE CULTIVO,ENT.,FCA.,NA,NA,MOJARRA,NA,NA,mojarra (unknown),NA,NA,NA,"mojarra (grunt, chub, porgy); cannot specify species, genus, or family; logical conclusion based on research",high
223,MOJARRA,MOJARRA DESV. DESC. FCO.,DESV.,DESC.,FCO.,NA,NA,MOJARRA,NA,NA,mojarra (unknown),NA,NA,NA,"mojarra (grunt, chub, porgy); cannot specify species, genus, or family; logical conclusion based on research",high
224,MOJARRA,MOJARRA DESV. FCA.,DESV.,FCA.,NA,NA,NA,MOJARRA,NA,NA,mojarra (unknown),NA,NA,NA,"mojarra (grunt, chub, porgy); cannot specify species, genus, or family; logical conclusion based on research",high
225,MOJARRA,MOJARRA,NA,NA,NA,NA,NA,MOJARRA,NA,NA,mojarra (unknown),NA,NA,NA,"mojarra (grunt, chub, porgy); cannot specify species, genus, or family; logical conclusion based on research",high
226,MOJARRA,MOJARRA ALETA AMARILLA ENT. FCO.,ENT.,FCO.,NA,NA,NA,MOJARRA ALETA AMARILLA,NA,NA,Yellowfin mojarra,Diapterus peruvianus,Diapterus,Gerreidae,logical conclusion based on research; dataMares,high
227,MOJARRA,MOJARRA BLANCA ENT. FCA.,ENT.,FCA.,NA,NA,NA,MOJARRA BLANCA,NA,NA,White mojarra,NA,Eucinostomus,Gerreidae,logical conclusion based on research - could be Eucinostomus currani or Eucinostomus argenteus; dataMares,high
228,MOJARRA,MOJARRA CAMARONERA ENT. FCA.,ENT.,FCA.,NA,NA,NA,MOJARRA CAMARONERA,NA,NA,Pacific porgy,Calamus brachysomus,Calamus,Sparidae,logical conclusion based on research; dataMares,medium
229,MOJARRA,MOJARRA CASTARRICA ENT. FCA.,ENT.,FCA.,NA,NA,NA,MOJARRA CASTARRICA,NA,NA,Mayan cichlid,Mayaheros urophthalmus,Mayaheros,Cichlidae,logical conclusion based on research,high
230,MOJARRA,MOJARRA CASTARRICA DE CULTIVO  DESV. FCA.,DE CULTIVO,DESV.,FCA.,NA,NA,MOJARRA CASTARRICA,NA,NA,Mayan cichlid,Mayaheros urophthalmus,Mayaheros,Cichlidae,logical conclusion based on research,high
231,MOJARRA,MOJARRA CASTARRICA DE AGUA DULCE ENT. FCA.,ENT.,FCA.,NA,NA,NA,MOJARRA CASTARRICA DE AGUA DULCE,NA,NA,Mayan cichlid (freshwater),Mayaheros urophthalmus,Mayaheros,Cichlidae,logical conclusion based on research,high
232,MOJARRA,MOJARRA CASTARRICA DE CULTIVO  ENTERA FRESCA,DE CULTIVO,NA,NA,NA,NA,MOJARRA CASTARRICA ENTERA FRESCA,NA,NA,Mayan cichlid,Mayaheros urophthalmus,Mayaheros,Cichlidae,logical conclusion based on research,high
233,MOJARRA,MOJARRA CHARRITA ENT. FCA.,ENT.,FCA.,NA,NA,NA,MOJARRA CHARRITA,NA,NA,Streaked mojarra,Eucinostomus gracilis,Eucinostomus,Gerreidae,logical conclusion based on research,high
234,MOJARRA,MOJARRA CHINA ENT. FCA.,ENT.,FCA.,NA,NA,NA,MOJARRA CHINA,NA,NA,China (streaked) mojarra,Eugerres lineatus,Eugerres,Gerreidae,logical conclusion based on research; dataMares; could be imported tilapia!,low
235,MOJARRA,MOJARRA DE AGUA DULCE DESV. FCA.,DESV.,FCA.,NA,NA,NA,MOJARRA DE AGUA DULCE,NA,NA,mojarra (freshwater),NA,NA,NA,"mojarra (freshwater); cannot specify species, genus, or family",high
236,MOJARRA,MOJARRA DE AGUA DULCE ENT. FCA.,ENT.,FCA.,NA,NA,NA,MOJARRA DE AGUA DULCE,NA,NA,mojarra (freshwater),NA,NA,NA,"mojarra (freshwater); cannot specify species, genus, or family",high
237,MOJARRA,MOJARRA DE AGUA DULCE FILETE DE FCO.,FILETE DE,FCO.,NA,NA,NA,MOJARRA DE AGUA DULCE,NA,NA,mojarra (freshwater),NA,NA,NA,"mojarra (freshwater); cannot specify species, genus, or family",high
238,MOJARRA,MOJARRA DE AGUA DULCE DESV. Y DESC. FCA.,DESV.,DESC.,FCA.,NA,NA,MOJARRA DE AGUA DULCE,NA,NA,mojarra (freshwater),NA,NA,NA,"mojarra (freshwater); cannot specify species, genus, or family",high
239,MOJARRA,MOJARRA DE AGUA DULCE SECA,SECA,NA,NA,NA,NA,MOJARRA DE AGUA DULCE,NA,NA,mojarra (freshwater),NA,NA,NA,"mojarra (freshwater); cannot specify species, genus, or family",high
