Index,main_species_group,recorded_species_name,keyword_1,keyword_2,keyword_3,keyword_4,keyword_5,recorded_species_name_clean,recorded_scientific_name,recorded_scientific_name_clean,common_name_english_estimated,species_estimated,genus_estimated,family_estimated,source_of_estimate,classification_certainty
240,MOJARRA,MOJARRA ESPA√ëOLA ENT. FCA.,ENT.,FCA.,NA,NA,NA,MOJARRA ESPA√ëOLA,NA,NA,spanish mojarra,NA,NA,Gerreidae,I think I can be more specific about what kind of mojarra this is,low
241,MOJARRA,MOJARRA GARABATA ENT. FCA.,ENT.,FCA.,NA,NA,NA,MOJARRA GARABATA,NA,NA,mojarra (unknown),NA,NA,NA,I think I can be more specific about what kind of mojarra this is,low
242,MOJARRA,MOJARRA GUAPOTA ENT. FCA.,ENT.,FCA.,NA,NA,NA,MOJARRA GUAPOTA,NA,NA,cichlid,NA,NA,Cichlidae,logical conclusion based on research,medium
243,MOJARRA,MOJARRA MEXICANA,NA,NA,NA,NA,NA,MOJARRA MEXICANA,NA,NA,mojarra (unknown),NA,NA,NA,I think I can be more specific about what kind of mojarra this is,low
244,MOJARRA,MOJARRA MUELUDA ENT. FCA.,ENT.,FCA.,NA,NA,NA,MOJARRA MUELUDA,NA,NA,Pacific porgy,Calamus brachysomus,Calamus,"	Sparidae",logical conclusion based on research; dataMares,high
245,MOJARRA,MOJARRA NEGRA ENT. FCA.,ENT.,FCA.,NA,NA,NA,MOJARRA NEGRA,NA,NA,black (blackspot?) mojarra,NA,Eucinostomus,Gerreidae,logical conclusion based on research; dataMares,medium
246,MOJARRA,MOJARRA PALETA ENT. FCA.,ENT.,FCA.,NA,NA,NA,MOJARRA PALETA,NA,NA,cichlid (unknown),NA,Vieja,Cichlidae,"cichlid of some sort, I think I can be more specific about what kind of mojarra this is; logical conclusion based on research",medium
247,MOJARRA,MOJARRA PALETA,NA,NA,NA,NA,NA,MOJARRA PALETA,NA,NA,cichlid (unknown),NA,Vieja,Cichlidae,"cichlid of some sort, I think I can be more specific about what kind of mojarra this is; logical conclusion based on research",medium
248,MOJARRA,MOJARRA PEINETA ENT. FCA.,ENT.,FCA.,NA,NA,NA,MOJARRA PEINETA,NA,NA,mojarra (unknown),NA,NA,NA,dataMares suggests species Diapterus peruvianus; I am not confident in this classification,low
249,MOJARRA,MOJARRA PIEDRERA ENT. FCA.,ENT.,FCA.,NA,NA,NA,MOJARRA PIEDRERA,NA,NA,mojarra (unknown),NA,NA,NA,dataMares suggests species Anisotremus davidsonii; perhaps I can be more specific about what kind of mojarra this is,low
250,MOJARRA,MOJARRA PINTA ENT. FCA.,ENT.,FCA.,NA,NA,NA,MOJARRA PINTA,NA,NA,striped mojarra,NA,NA,Gerreidae,Perhaps I can be more specific about what kind of mojarra this is,medium
251,MOJARRA,MOJARRA PINTA DE AGUA DULCE ENT. FCA.,ENT.,FCA.,NA,NA,NA,MOJARRA PINTA DE AGUA DULCE,NA,NA,striped mojarra (freshwater),NA,NA,NA,not enough information to classify,low
252,MOJARRA,MOJARRA PLATEADA ENT. FCA.,ENT.,FCA.,NA,NA,NA,MOJARRA PLATEADA,NA,NA,Silver mojarra,Eucinostomus argenteus,Eucinostomus,Gerreidae,logical conclusion based on research; dataMares,medium
253,MOJARRA,MOJARRA PLUMA ENT. FCA.,ENT.,FCA.,NA,NA,NA,MOJARRA PLUMA,NA,NA,Striped grunt,Eugerres plumieri,Eugerres,Gerreidae,logical conclusion based on research; dataMares,medium
254,MOJARRA,MOJARRA TAHUINA DE CULTIVO ENT. FCA.,DE CULTIVO,ENT.,FCA.,NA,NA,MOJARRA TAHUINA,NA,NA,cichlid,NA,Cichlasoma,Cichlidae,logical conclusion based on research; dataMares,medium
255,MOJARRA,MOJARRA TENHUAYACA ENT. FCA.,ENT.,FCA.,NA,NA,NA,MOJARRA TENHUAYACA,NA,NA,Tenguayaca,Petenia splendida,Petenia,Cichlidae,logical conclusion based on research; dataMares,medium
256,MOJARRA,MOJARRA VERDE ENT. FCA.,ENT.,FCA.,NA,NA,NA,MOJARRA VERDE,NA,NA,mojarra (unknown),NA,NA,NA,"mojarra; cannot specify species, genus, or family",low
257,MOJARRA,MOJARRITA ENT. FCA.,ENT.,FCA.,NA,NA,NA,MOJARRITA,NA,NA,mojarra,NA,NA,NA,"mojarra (grunt, chub, porgy); cannot specify species, genus, or family; logical conclusion based on research",high
258,MOJARRA,MOJARRITA,NA,NA,NA,NA,NA,MOJARRITA,NA,NA,mojarra,NA,NA,NA,"mojarra (grunt, chub, porgy); cannot specify species, genus, or family; logical conclusion based on research",high
259,MOJARRA,MOJARRITA AGALLAS AZULES ENT. FCA.,ENT.,FCA.,NA,NA,NA,MOJARRITA AGALLAS AZULES,NA,NA,Bluegill,Lepomis macrochirus,Lepomis,Centrarchidae,logical conclusion based on research,high
260,MOJARRA,MOJARRITA BANDERA ENT. FCA.,ENT.,FCA.,NA,NA,NA,MOJARRITA BANDERA,NA,NA,Flagfin mojarra,Eucinostomus currani,Eucinostomus,Gerreidae,logical conclusion based on research; fishbase,high
261,MOJARRA,MOJARRON ENT. FCO.,ENT.,FCO.,NA,NA,NA,MOJARRON,NA,NA,Pacific porgy,Calamus brachysomus,Calamus,Sparidae,logical conclusion based on research; dataMares,medium
262,MOJARRA,MOLPICH ENT. FCO.,ENT.,FCO.,NA,NA,NA,MOLPICH,NA,NA,mojarra (unknown),NA,NA,NA,"possibly Diapterus auratus; cannot specify species, genus, or family",low
263,MOJARRA,TILAPIA ENT. FCA.,ENT.,FCA.,NA,NA,NA,TILAPIA,NA,NA,Tilapia (non-native),NA,Oreochromis,Cichlidae,logical conclusion based on research; dataMares,high
264,MOJARRA,TILAPIA DE CULTIVO  FILETE DE FCO.,DE CULTIVO,FILETE DE,FCO.,NA,NA,TILAPIA,NA,NA,Tilapia (non-native),NA,Oreochromis,Cichlidae,logical conclusion based on research; dataMares,high
265,MOJARRA,TILAPIA DE CULTIVO VIVA,DE CULTIVO,NA,NA,NA,NA,TILAPIA VIVA,NA,NA,Tilapia (non-native),NA,Oreochromis,Cichlidae,logical conclusion based on research; dataMares,high
266,OSTION,OSTION JAPONES (CRASSOSTREA GIGAS),NA,NA,NA,NA,NA,OSTION JAPONES (CRASSOSTREA GIGAS),CRASSOSTREA GIGAS,Crassostrea gigas,Pacific oyster,Crassostrea gigas,Crassostrea,Ostreidae,"taxize; logical substitution for newer species ""Crassostrea gigas""",high
267,OSTION,OSTION KUMAMOTO (CRASSOSTREA SIKAMEA),NA,NA,NA,NA,NA,OSTION KUMAMOTO (CRASSOSTREA SIKAMEA),CRASSOSTREA SIKAMEA,Crassostrea sikamea,Kumamoto oyster (non-native),Crassostrea sikamea,Crassostrea,Ostreidae,"taxize; logical substitution for newer species ""Crassostrea sikamea""",high
268,OSTION,OSTION JAPONES (MAGALLANA GIGAS),NA,NA,NA,NA,NA,OSTION JAPONES (MAGALLANA GIGAS),MAGALLANA GIGAS,Magallana gigas,Pacific cupped oyster,Magallana gigas,Magallana,Ostreidae,taxize,high
269,OSTION,OSTION ENT. FCO.,ENT.,FCO.,NA,NA,NA,OSTION,NA,NA,oyster,NA,NA,Ostreidae,oyster; cannot specify species or genus,high
270,OSTION,OSTION DE CULTIVO ENT. FCO.,DE CULTIVO,ENT.,FCO.,NA,NA,OSTION,NA,NA,oyster,NA,NA,Ostreidae,oyster; cannot specify species or genus,high
271,OSTION,OSTION CONCHA DE,CONCHA DE,NA,NA,NA,NA,OSTION,NA,NA,oyster,NA,NA,Ostreidae,oyster; cannot specify species or genus,high
272,OSTION,OSTION AMERICANO,NA,NA,NA,NA,NA,OSTION AMERICANO,NA,NA,american oyster (oyster),NA,NA,Ostreidae,oyster; cannot specify species or genus; perhaps I can be more specific about what kind of oyster this is,medium
273,OSTION,OSTION AMERICANO ENT. FCO.,ENT.,FCO.,NA,NA,NA,OSTION AMERICANO,NA,NA,american oyster (oyster),NA,NA,Ostreidae,oyster; cannot specify species or genus; perhaps I can be more specific about what kind of oyster this is,medium
274,OSTION,OSTION S.C. FCO.,S.,FCO.,NA,NA,NA,OSTION C.,NA,NA,oyster,NA,NA,Ostreidae,oyster; cannot specify species or genus,high
275,OSTION,OSTION DE MANGLE ENT. FCO.,ENT.,FCO.,NA,NA,NA,OSTION DE MANGLE,NA,NA,Mangrove oyster (Cortez oyster),Crassostrea corteziensis,Crassostrea,Ostreidae,logical conclusion based on research,high
276,OSTION,OSTION DE PLACER ENT. FCO.,ENT.,FCO.,NA,NA,NA,OSTION EUROPEO,NA,NA,european oyster (unknown),NA,NA,Ostreidae,"oyster; cannot specify species, genus, or family; perhaps I can be more specific about what kind of oyster this is",medium
277,OSTION,OSTION DE ROCA ENT. FCO.,ENT.,FCO.,NA,NA,NA,OSTION DE ROCA,NA,NA,Rock oyster,Crassostrea iridescens,Crassostrea,Ostreidae,logical conclusion based on research; dataMares,high
278,OSTION,OSTION DE ROCA S.C. FCO.,S.,FCO.,NA,NA,NA,OSTION DE ROCA C.,NA,NA,Rock oyster,Crassostrea iridescens,Crassostrea,Ostreidae,logical conclusion based on research; dataMares,high
279,OSTION,OSTION EUROPEO,NA,NA,NA,NA,NA,OSTION EUROPEO,NA,NA,european oyster (unknown),NA,NA,Ostreidae,oyster; cannot specify species or genus; perhaps I can be more specific about what kind of oyster this is,medium
280,OSTION,OSTION JAPONES ENT. FCO.,ENT.,FCO.,NA,NA,NA,OSTION JAPONES,NA,NA,Pacific (Japanese) oyster,Crassostrea gigas,Crassostrea,Ostreidae,logical conclusion based on research,high
281,OSTION,OSTION JAPONES DE CULTIVO  ENT. FCO.,DE CULTIVO,ENT.,FCO.,NA,NA,OSTION JAPONES,NA,NA,Pacific (Japanese) oyster,Crassostrea gigas,Crassostrea,Ostreidae,logical conclusion based on research,high
282,OSTION,OSTION JAPONES,NA,NA,NA,NA,NA,OSTION JAPONES,NA,NA,Pacific (Japanese) oyster,Crassostrea gigas,Crassostrea,Ostreidae,logical conclusion based on research,high
283,OSTION,OSTION KUMAMOTO,NA,NA,NA,NA,NA,OSTION KUMAMOTO,NA,NA,Kumamoto oyster (non-native),Crassostrea sikamea,Crassostrea,Ostreidae,logical conclusion based on research; taxize,high
284,SARDINA,SARDINA BOCONA IND. (CETENGRAULIS MYSTICETUS),IND.,NA,NA,NA,NA,SARDINA BOCONA (CETENGRAULIS MYSTICETUS),CETENGRAULIS MYSTICETUS,Cetengraulis mysticetus,Pacific anchovy,Cetengraulis mysticetus,Cetengraulis,Engraulidae,taxize,high
285,SARDINA,SARDINA BOCONA ENT. FCA. (CETENGRAULIS MYSTICETUS),ENT.,FCA.,NA,NA,NA,SARDINA BOCONA (CETENGRAULIS MYSTICETUS),CETENGRAULIS MYSTICETUS,Cetengraulis mysticetus,Pacific anchovy,Cetengraulis mysticetus,Cetengraulis,Engraulidae,taxize,high
286,SARDINA,SARDINA BOCONA DESV. FCA. (CETENGRAULIS MYSTICETUS),DESV.,FCA.,NA,NA,NA,SARDINA BOCONA (CETENGRAULIS MYSTICETUS),CETENGRAULIS MYSTICETUS,Cetengraulis mysticetus,Pacific anchovy,Cetengraulis mysticetus,Cetengraulis,Engraulidae,taxize,high
287,SARDINA,SARDINA JAPONESA ENT. FCA. (ETRUMEUS ACUMINATUS),ENT.,FCA.,NA,NA,NA,SARDINA JAPONESA (ETRUMEUS ACUMINATUS),ETRUMEUS ACUMINATUS,Etrumeus acuminatus,Red-eye round herring,Etrumeus acuminatus,Etrumeus,Dussumieriidae,taxize,high
288,SARDINA,SARDINA JAPONESA IND. (ETRUMEUS ACUMINATUS),IND.,NA,NA,NA,NA,SARDINA JAPONESA (ETRUMEUS ACUMINATUS),ETRUMEUS ACUMINATUS,Etrumeus acuminatus,Red-eye round herring,Etrumeus acuminatus,Etrumeus,Dussumieriidae,taxize,high
289,SARDINA,PI√ëA ENT. FCA. (OLIGOPLITES ALTUS),ENT.,FCA.,NA,NA,NA,PI√ëA (OLIGOPLITES ALTUS),OLIGOPLITES ALTUS,Oligoplites altus,Long-jaw leather jacket,Oligoplites altus,Oligoplites,Carangidae,taxize,high
290,SARDINA,PI√ëA ENT. FCA. IND. (OLIGOPLITES ALTUS),ENT.,FCA.,IND.,NA,NA,PI√ëA (OLIGOPLITES ALTUS),OLIGOPLITES ALTUS,Oligoplites altus,Long-jaw leather jacket,Oligoplites altus,Oligoplites,Carangidae,taxize,high
291,SARDINA,SARDINA CRINUDA IND. (OPISTHONEMA LIBERTATE),IND.,NA,NA,NA,NA,SARDINA CRINUDA (OPISTHONEMA LIBERTATE),OPISTHONEMA LIBERTATE,Opisthonema libertate,Long-jaw leather jacket,Opisthonema libertate,Opisthonema,Clupeidae,taxize,high
292,SARDINA,SARDINA CRINUDA ENT. FCA. (OPISTHONEMA LIBERTATE),ENT.,FCA.,NA,NA,NA,SARDINA CRINUDA (OPISTHONEMA LIBERTATE),OPISTHONEMA LIBERTATE,Opisthonema libertate,Long-jaw leather jacket,Opisthonema libertate,Opisthonema,Clupeidae,taxize,high
293,SARDINA,SARDINA MONTERREY ENT. FCA. (SARDINOPS CAERULEUS),ENT.,FCA.,NA,NA,NA,SARDINA MONTERREY (SARDINOPS CAERULEUS),SARDINOPS CAERULEUS,Sardinops caeruleus,Pacific sardine,Sardinops sagax,Sardinops,Clupeidae,taxize; caeruleus is a lineage of sagax,high
294,SARDINA,SARDINA MONTERREY IND. (SARDINOPS CAERULEUS),IND.,NA,NA,NA,NA,SARDINA MONTERREY (SARDINOPS CAERULEUS),SARDINOPS CAERULEUS,Sardinops caeruleus,Pacific sardine,Sardinops sagax,Sardinops,Clupeidae,taxize; caeruleus is a lineage of sagax,high
295,SARDINA,SARDINA MONTERREY IND.(SARDINOPS SAGAX),IND.,NA,NA,NA,NA,SARDINA MONTERREY (SARDINOPS SAGAX),SARDINOPS SAGAX,Sardinops sagax,Pacific sardine,Sardinops sagax,Sardinops,Clupeidae,taxize,high
296,SARDINA,SARDINA MONTERREY ENT. FCA. (SARDINOPS SAGAX),ENT.,FCA.,NA,NA,NA,SARDINA MONTERREY (SARDINOPS SAGAX),SARDINOPS SAGAX,Sardinops sagax,Pacific sardine,Sardinops sagax,Sardinops,Clupeidae,taxize,high
297,SARDINA,SARDINA CRINUDA MACHETE ENT. FCA.,ENT.,FCA.,NA,NA,NA,SARDINA CRINUDA MACHETE,NA,NA,specific type of sardine,NA,Opisthonema,Clupeidae,logical conclusion based on research; dataMares; can we be more specific about the species?,medium
298,SARDINA,SARDINA DE AGUA DULCE ENT. FCA.,ENT.,FCA.,NA,NA,NA,SARDINA DE AGUA DULCE,NA,NA,freshwater sardine,NA,NA,NA,no known species of freshwater sardine,low
299,SARDINA,SARDINA VIVITA IND.,IND.,NA,NA,NA,NA,SARDINA VIVITA,NA,NA,Pacific sardine,Sardinops sagax,Sardinops,Clupeidae,"logical conclusion based on research; ""vivita"" means live",medium
300,SARDINA,PESCADO NO APTO PARA EMPAQUE,NA,NA,NA,NA,NA,PESCADO NO APTO PARA EMPAQUE,NA,NA,"""fish not suitable for packaging""",NA,NA,Clupeidae,not enough information to classify,low
301,SARDINA,PI√ëA ENT. FCA. IND.,ENT.,FCA.,IND.,NA,NA,PI√ëA,NA,NA,piña sardine (encoding issue),NA,Oligoplites,Clupeidae,logical conclusion based on research; dataMares; can we be more specific about the species?,medium
302,SARDINA,PI√ëA ENT. FCA.,ENT.,FCA.,NA,NA,NA,PI√ëA,NA,NA,piña sardine (encoding issue),NA,Oligoplites,Clupeidae,logical conclusion based on research; dataMares; can we be more specific about the species?,medium
303,SARDINA,PI—A ENT. FCA. IND.,ENT.,FCA.,IND.,NA,NA,PIÔøΩA,NA,NA,piña sardine (encoding issue),NA,Oligoplites,Clupeidae,logical conclusion based on research; dataMares; can we be more specific about the species?,low
304,SARDINA,PI—A ENT. FCA.,ENT.,FCA.,NA,NA,NA,PIÔøΩA,NA,NA,piña sardine (encoding issue),NA,Oligoplites,Clupeidae,logical conclusion based on research; dataMares; can we be more specific about the species?,low
305,SARDINA,SARDINA IND.,IND.,NA,NA,NA,NA,SARDINA,NA,NA,sardine,NA,NA,Clupeidae,sardine; cannot specify species or genus,medium
306,SARDINA,SARDINA ENT. FCA.,ENT.,FCA.,NA,NA,NA,SARDINA,NA,NA,sardine,NA,NA,Clupeidae,sardine; cannot specify species or genus,medium
307,SARDINA,SARDINA BOCONA IND.,IND.,NA,NA,NA,NA,SARDINA BOCONA,NA,NA,Big-mouthed sardine (anchovy),Cetengraulis mysticetus,Cetengraulis,Engraulidae,logical conclusion based on research; dataMares,high
308,SARDINA,SARDINA BOCONA ENT. FCA.,ENT.,FCA.,NA,NA,NA,SARDINA BOCONA,NA,NA,Big-mouthed sardine (anchovy),Cetengraulis mysticetus,Cetengraulis,Engraulidae,logical conclusion based on research; dataMares,high
309,SARDINA,SARDINA BOCONA DESV. FCA.,DESV.,FCA.,NA,NA,NA,SARDINA BOCONA,NA,NA,Big-mouthed sardine (anchovy),Cetengraulis mysticetus,Cetengraulis,Engraulidae,logical conclusion based on research; dataMares,high
310,SARDINA,SARDINA CRINUDA IND.,IND.,NA,NA,NA,NA,SARDINA CRINUDA,NA,NA,specific type of sardine,NA,Opisthonema,Clupeidae,logical conclusion based on research; dataMares; can we be more specific about the species?,medium
311,SARDINA,SARDINA CRINUDA ENT. FCA.,ENT.,FCA.,NA,NA,NA,SARDINA CRINUDA,NA,NA,specific type of sardine,NA,Opisthonema,Clupeidae,logical conclusion based on research; dataMares; can we be more specific about the species?,medium
312,SARDINA,SARDINA ESCAMUDA ENT. FCA.,ENT.,FCA.,NA,NA,NA,SARDINA ESCAMUDA,NA,NA,big-scale sardine,NA,NA,Clupeidae,logical conclusion based on research; dataMares; can we be more specific about the species or genus?,low
313,SARDINA,SARDINA JAPONESA ENT. FCA.,ENT.,FCA.,NA,NA,NA,SARDINA JAPONESA,NA,NA,Red-eye round herring (japanese sardine),Etrumeus acuminatus,Etrumeus,Dussumieriidae,logical conclusion based on research; dataMares; Etrumeus acuminatus was formerly grouped with Etrumeus teres,high
314,SARDINA,SARDINA JAPONESA IND.,IND.,NA,NA,NA,NA,SARDINA JAPONESA,NA,NA,Red-eye round herring (japanese sardine),Etrumeus acuminatus,Etrumeus,Dussumieriidae,logical conclusion based on research; dataMares; Etrumeus acuminatus was formerly grouped with Etrumeus teres,high
315,SARDINA,SARDINA MACHETE ENT. FCA.,ENT.,FCA.,NA,NA,NA,SARDINA MACHETE,NA,NA,sardine (caught with net),NA,NA,Clupeidae,logical conclusion based on research; dataMares says Opisthonema medirastre; can we be more specific about the species?,low
316,SARDINA,SARDINA MONTERREY IND.,IND.,NA,NA,NA,NA,SARDINA MONTERREY,NA,NA,Monterey (Pacific) sardine,Sardinops sagax,Sardinops,Clupeidae,logical conclusion based on research; dataMares; caeruleus is a lineage of sagax,high
317,SARDINA,SARDINA MONTERREY ENT. FCA.,ENT.,FCA.,NA,NA,NA,SARDINA MONTERREY,NA,NA,Monterey (Pacific) sardine,Sardinops sagax,Sardinops,Clupeidae,logical conclusion based on research; dataMares; caeruleus is a lineage of sagax,high
318,SARDINA,SARDINA RAYADA ENT. FCA.,ENT.,FCA.,NA,NA,NA,SARDINA RAYADA,NA,NA,Pinfish,Lile stolifera,Lile,Clupeidae,logical conclusion based on research; dataMares,high
319,SARDINA,SARDINA VIVITA CARNADA ENT. FCA.,ENT.,FCA.,NA,NA,NA,SARDINA VIVITA CARNADA,NA,NA,live sardina,NA,NA,Clupeidae,logical conclusion based on research; dataMares,high
320,SARDINA,XLAVITA IND.,IND.,NA,NA,NA,NA,XLAVITA,NA,NA,unknown,NA,NA,NA,not enough information to classify,low
321,SIERRA,SIERRA ENT. FCA.,ENT.,FCA.,NA,NA,NA,SIERRA,NA,NA,Gulf sierra (mackerel),Scomberomorus sierra,Scomberomorus,Scombridae,logical conclusion based on research; dataMares,high
322,SIERRA,SIERRA DESV. FCA.,DESV.,FCA.,NA,NA,NA,SIERRA,NA,NA,Gulf sierra (mackerel),Scomberomorus sierra,Scomberomorus,Scombridae,logical conclusion based on research; dataMares,high
323,SIERRA,SIERRA FILETE DE FCO.,FILETE DE,FCO.,NA,NA,NA,SIERRA,NA,NA,Gulf sierra (mackerel),Scomberomorus sierra,Scomberomorus,Scombridae,logical conclusion based on research; dataMares,high
324,SIERRA,SIERRA PIEL DE,NA,NA,NA,NA,NA,SIERRA PIEL DE,NA,NA,Gulf sierra (mackerel),Scomberomorus sierra,Scomberomorus,Scombridae,logical conclusion based on research; dataMares,high
325,TIBURON,ALETA FCA DE TIBURON COLUDO (ALOPIAS PELAGICUS),ALETA,FCA,NA,NA,NA,DE TIBURON COLUDO (ALOPIAS PELAGICUS),ALOPIAS PELAGICUS,Alopias pelagicus,Pelagic thresher shark,Alopias pelagicus,Alopias,Alopiidae,taxize,high
326,TIBURON,ALETA FCA DE TIBURON ZORRO (ALOPIAS PELAGICUS),ALETA,FCA,NA,NA,NA,DE TIBURON ZORRO (ALOPIAS PELAGICUS),ALOPIAS PELAGICUS,Alopias pelagicus,Pelagic thresher shark,Alopias pelagicus,Alopias,Alopiidae,taxize,high
327,TIBURON,TIBURON COLUDO DESV. FCO. (ALOPIAS PELAGICUS),DESV.,FCO.,NA,NA,NA,TIBURON COLUDO (ALOPIAS PELAGICUS),ALOPIAS PELAGICUS,Alopias pelagicus,Pelagic thresher shark,Alopias pelagicus,Alopias,Alopiidae,taxize,high
328,TIBURON,TIBURON COLUDO DESV. Y DESC. FCO. (ALOPIAS PELAGICUS),DESV.,DESC.,FCO.,NA,NA,TIBURON COLUDO (ALOPIAS PELAGICUS),ALOPIAS PELAGICUS,Alopias pelagicus,Pelagic thresher shark,Alopias pelagicus,Alopias,Alopiidae,taxize,high
329,TIBURON,TIBURON COLUDO ENT. FCO. (ALOPIAS PELAGICUS),ENT.,FCO.,NA,NA,NA,TIBURON COLUDO (ALOPIAS PELAGICUS),ALOPIAS PELAGICUS,Alopias pelagicus,Pelagic thresher shark,Alopias pelagicus,Alopias,Alopiidae,taxize,high
330,TIBURON,TIBURON ZORRO DESV. FCO. (ALOPIAS PELAGICUS),DESV.,FCO.,NA,NA,NA,TIBURON ZORRO (ALOPIAS PELAGICUS),ALOPIAS PELAGICUS,Alopias pelagicus,Pelagic thresher shark,Alopias pelagicus,Alopias,Alopiidae,taxize,high
331,TIBURON,TIBURON ZORRO DESV. Y DESC. FCO. (ALOPIAS PELAGICUS),DESV.,DESC.,FCO.,NA,NA,TIBURON ZORRO (ALOPIAS PELAGICUS),ALOPIAS PELAGICUS,Alopias pelagicus,Pelagic thresher shark,Alopias pelagicus,Alopias,Alopiidae,taxize,high
332,TIBURON,TIBURON ZORRO ENT. FCO. (ALOPIAS PELAGICUS),ENT.,FCO.,NA,NA,NA,TIBURON ZORRO (ALOPIAS PELAGICUS),ALOPIAS PELAGICUS,Alopias pelagicus,Pelagic thresher shark,Alopias pelagicus,Alopias,Alopiidae,taxize,high
333,TIBURON,ALETA SECA DE TIBURON ZORRO NEGRO (ALOPIAS SUPERCILIOSUS),ALETA,SECA DE,NA,NA,NA,TIBURON ZORRO NEGRO (ALOPIAS SUPERCILIOSUS),ALOPIAS SUPERCILIOSUS,Alopias superciliosus,Bigeye thresher shark,Alopias superciliosus,Alopias,Alopiidae,taxize,high
334,TIBURON,TIBURON ZORRO NEGRO DESV FCO (ALOPIAS SUPERCILIOSUS),DESV,FCO,NA,NA,NA,TIBURON ZORRO NEGRO (ALOPIAS SUPERCILIOSUS),ALOPIAS SUPERCILIOSUS,Alopias superciliosus,Bigeye thresher shark,Alopias superciliosus,Alopias,Alopiidae,taxize,high
335,TIBURON,TIBURON ZORRO NEGRO DESV Y DESC FCO (ALOPIAS SUPERCILIOSUS),DESV,DESC,FCO,NA,NA,TIBURON ZORRO NEGRO (ALOPIAS SUPERCILIOSUS),ALOPIAS SUPERCILIOSUS,Alopias superciliosus,Bigeye thresher shark,Alopias superciliosus,Alopias,Alopiidae,taxize,high
336,TIBURON,TIBURON ZORRO NEGRO FILETE (ALOPIAS SUPERCILIOSUS),FILETE,NA,NA,NA,NA,TIBURON ZORRO NEGRO (ALOPIAS SUPERCILIOSUS),ALOPIAS SUPERCILIOSUS,Alopias superciliosus,Bigeye thresher shark,Alopias superciliosus,Alopias,Alopiidae,taxize,high
337,TIBURON,GRILLO DESV. FCO. (ALOPIAS VULPINUS),DESV.,FCO.,NA,NA,NA,GRILLO (ALOPIAS VULPINUS),ALOPIAS VULPINUS,Alopias vulpinus,Common thresher shark,Alopias vulpinus,Alopias,Alopiidae,taxize,high
338,TIBURON,GRILLO DESV. Y DESC. FCO. (ALOPIAS VULPINUS),DESV.,DESC.,FCO.,NA,NA,GRILLO (ALOPIAS VULPINUS),ALOPIAS VULPINUS,Alopias vulpinus,Common thresher shark,Alopias vulpinus,Alopias,Alopiidae,taxize,high
339,TIBURON,GRILLO ENT. FCO. (ALOPIAS VULPINUS),ENT.,FCO.,NA,NA,NA,GRILLO (ALOPIAS VULPINUS),ALOPIAS VULPINUS,Alopias vulpinus,Common thresher shark,Alopias vulpinus,Alopias,Alopiidae,taxize,high
340,TIBURON,TIBURON ZORRO DESV. FCO. (ALOPIAS VULPINUS),DESV.,FCO.,NA,NA,NA,TIBURON ZORRO (ALOPIAS VULPINUS),ALOPIAS VULPINUS,Alopias vulpinus,Common thresher shark,Alopias vulpinus,Alopias,Alopiidae,taxize,high
341,TIBURON,TIBURON ZORRO DESV. Y DESC. FCO. (ALOPIAS VULPINUS),DESV.,DESC.,FCO.,NA,NA,TIBURON ZORRO (ALOPIAS VULPINUS),ALOPIAS VULPINUS,Alopias vulpinus,Common thresher shark,Alopias vulpinus,Alopias,Alopiidae,taxize,high
342,TIBURON,TIBURON ZORRO ENT. FCO. (ALOPIAS VULPINUS),ENT.,FCO.,NA,NA,NA,TIBURON ZORRO (ALOPIAS VULPINUS),ALOPIAS VULPINUS,Alopias vulpinus,Common thresher shark,Alopias vulpinus,Alopias,Alopiidae,taxize,high
343,TIBURON,TIBURON ZORRO PINTO DESV. FCO. (ALOPIAS VULPINUS),DESV.,FCO.,NA,NA,NA,TIBURON ZORRO PINTO (ALOPIAS VULPINUS),ALOPIAS VULPINUS,Alopias vulpinus,Common thresher shark,Alopias vulpinus,Alopias,Alopiidae,taxize,high
344,TIBURON,TIBURON ZORRO PINTO DESV. Y DESC. FCO. (ALOPIAS VULPINUS),DESV.,DESC.,FCO.,NA,NA,TIBURON ZORRO PINTO (ALOPIAS VULPINUS),ALOPIAS VULPINUS,Alopias vulpinus,Common thresher shark,Alopias vulpinus,Alopias,Alopiidae,taxize,high
345,TIBURON,TIBURON ZORRO PINTO ENT. FCO. (ALOPIAS VULPINUS),ENT.,FCO.,NA,NA,NA,TIBURON ZORRO PINTO (ALOPIAS VULPINUS),ALOPIAS VULPINUS,Alopias vulpinus,Common thresher shark,Alopias vulpinus,Alopias,Alopiidae,taxize,high
346,TIBURON,TIBURON COLORADO DESV. FCO. (CARCHARHINUS ALTIMUS),DESV.,FCO.,NA,NA,NA,TIBURON COLORADO (CARCHARHINUS ALTIMUS),CARCHARHINUS ALTIMUS,Carcharhinus altimus,Bignose shark,Carcharhinus altimus,Carcharhinus,Carcharhinidae,taxize,high
347,TIBURON,TIBURON COLORADO DESV. Y DESC. FCO. (CARCHARHINUS ALTIMUS),DESV.,DESC.,FCO.,NA,NA,TIBURON COLORADO (CARCHARHINUS ALTIMUS),CARCHARHINUS ALTIMUS,Carcharhinus altimus,Bignose shark,Carcharhinus altimus,Carcharhinus,Carcharhinidae,taxize,high
