"year","estimated_genus_name","Major_Functional_Group","estimated_taxa_group","total_biomass_kg","total_revenue"
2008,"Hoplopagrus","Demersal marine fishes","PARGO",81553.6,1677471
2008,"Hypanus","Demersal marine fishes","RAYA Y SIMILARES",832998,8325472
2008,"Hyporthodus","Demersal marine fishes","MERO",451720.3,11223514
2008,"Istiophorus","Pelagic marine fish (excl. anchovy & sardine)","OTRAS",30910.25,183408
2008,"Katsuwonus","Pelagic marine fish (excl. anchovy & sardine)","BARRILETE",18128612,157017778
2008,"Lamna","Sharks","TIBURON",485.7,10663
2008,"Litopenaeus","Shrimps, prawns","CAMARON",84809.4,4307426
2008,"Lobatus","Molluscs excl. Cephalopods","CARACOL",11969,101252
2008,"Lutjanus","Demersal marine fishes","GUACHINANGO",2410346.15,67097596
2008,"Megapitaria","Molluscs excl. Cephalopods","ALMEJA",296753,1092779
2008,"Megastraea","Molluscs excl. Cephalopods","CARACOL",51982,111390
2008,"Menticirrhus","Demersal marine fishes","BERRUGATA",37702.4,183806
2008,"Merluccius","Demersal marine fishes","OTRAS",1552220.4,11385280
2008,"Mesocentrotus","Echinoderms","ERIZO",11027,66162
2008,"Microlepidotus","Demersal marine fishes","OTRAS",14320,60077
2008,"Micropogonias","Demersal marine fishes","BERRUGATA",3367772.3,18020285
2008,"Mobula","Demersal marine fishes","RAYA Y SIMILARES",853931.4,6910051
2008,"Mugil","Demersal marine fishes","LISA",1761735.7,11418735
2008,"Mustelus","Sharks","TIBURON",16848.2,223652
2008,"Mycteroperca","Demersal marine fishes","CABRILLA",515664.8,10192245
2008,"Nematistius","Demersal marine fishes","OTRAS",386.3,3228
2008,"Nicholsina","Demersal marine fishes","OTRAS",1606,14006
2008,"Oligoplites","Pelagic marine fish (excl. anchovy & sardine)","OTRAS",270,1320
2008,"Opisthonema","Anchovy & Sardine (small pelagics)","SARDINA",103503767.76,80914886
2008,"Orthopristis","Demersal marine fishes","OTRAS",14832,93770
2008,"Panulirus","Crustaceans","LANGOSTA",143567,16994684
2008,"Paralabrax","Demersal marine fishes","OTRAS",498223.1,4387323
2008,"Parapsettus","Demersal marine fishes","OTRAS",5150,61469
2008,"Penaeus","Shrimps, prawns","CAMARON",18407091.2,1017010072
2008,"Prionace","Sharks","TIBURON",938859,8075651
2008,"Pseudobatos","Demersal marine fishes","RAYA Y SIMILARES",833083.3,8678343
2008,"Pseudupeneus","Demersal marine fishes","OTRAS",3509,60240
2008,"Rimapenaeus","Shrimps, prawns","CAMARON",153278,1814690
2008,"Sarda","Pelagic marine fish (excl. anchovy & sardine)","BONITO",4574835.6,38985326
2008,"Sardinops","Anchovy & Sardine (small pelagics)","SARDINA",525775702.56,410513216
2008,"Scomber","Pelagic marine fish (excl. anchovy & sardine)","MACARELA",6469103.12,8305479
2008,"Scomberomorus","Pelagic marine fish (excl. anchovy & sardine)","SIERRA",5498051.5,62677325
2008,"Scorpaena","Demersal marine fishes","OTRAS",18311.6,109816
2008,"Selene","Pelagic marine fish (excl. anchovy & sardine)","OTRAS",418822,1829941
2008,"Seriola","Pelagic marine fish (excl. anchovy & sardine)","ESMEDREGAL",596403.9,6181799
2008,"Sicyonia","Shrimps, prawns","CAMARON",597342,7417685
2008,"Sphoeroides","Demersal marine fishes","OTRAS",310835.4,7449801
2008,"Sphyraena","Pelagic marine fish (excl. anchovy & sardine)","OTRAS",1033,10372
2008,"Sphyrna","Sharks","TIBURON",70051.45,574563
2008,"Squatina","Sharks","TIBURON",582670.95,6620622
2008,"Stereolepis","Demersal marine fishes","OTRAS",134,1614
2008,"Synodus","Demersal marine fishes","OTRAS",38382,165216
2008,"Thunnus","Pelagic marine fish (excl. anchovy & sardine)","ATUN",58745197.5,561068375
2008,"Trachinotus","Pelagic marine fish (excl. anchovy & sardine)","PAMPANO",134911.5,1155494
2008,"Trichiurus","Pelagic marine fish (excl. anchovy & sardine)","CINTILLA",6235,273025
2008,"Xiphias","Pelagic marine fish (excl. anchovy & sardine)","OTRAS",108795.25,2094269
2009,"Ablennes","Pelagic marine fish (excl. anchovy & sardine)","OTRAS",2424.2,22954
2009,"Acanthurus","Demersal marine fishes","OTRAS",17918,321797
2009,"Aetobatus","Demersal marine fishes","RAYA Y SIMILARES",8580.3,51804
2009,"Alopias","Sharks","TIBURON",29935,207439
2009,"Anisotremus","Demersal marine fishes","OTRAS",94976.9,921028
2009,"Anoplopoma","Demersal marine fishes","OTRAS",139,2685
2009,"Argopecten","Molluscs excl. Cephalopods","ALMEJA",807760,2936900
2009,"Ariopsis","Demersal marine fishes","BAGRE",13762,68755
2009,"Balistes","Demersal marine fishes","OTRAS",1195550.6,11968108
2009,"Brotula","Demersal marine fishes","LENGUADO",463487,7400725
2009,"Calamus","Demersal marine fishes","MOJARRA",17545,168511
2009,"Caranx","Pelagic marine fish (excl. anchovy & sardine)","OTRAS",70143.4,3362301
2009,"Carcharhinus","Sharks","TIBURON",265261.1,1902958
2009,"Caulolatilus","Demersal marine fishes","PIERNA",557114.4,4236339
2009,"Centropomus","Demersal marine fishes","ROBALO",741582.6,19195084
2009,"Cetengraulis","Anchovy & Sardine (small pelagics)","SARDINA",15405603.88,9181047
2009,"Chanos","Diadromous fishes","OTRAS",56404.2,282078
2009,"Coryphaena","Pelagic marine fish (excl. anchovy & sardine)","OTRAS",238906.45,3461792
2009,"Cynoscion","Demersal marine fishes","CORVINA",6197356.5,67909208
2009,"Diapterus","Demersal marine fishes","MOJARRA",24330,214700
2009,"Diplectrum","Demersal marine fishes","OTRAS",13392.75,308017
2009,"Dosidicus","Cephalopods","CALAMAR",40648110.9,61189445
2009,"Dosinia","Molluscs excl. Cephalopods","ALMEJA",2008255,18509079
2009,"Epinephelus","Demersal marine fishes","MERO",25206.5,701082
2009,"Especies","Echinoderms","PEPINO DE MAR",25879,1037184
2009,"Etrumeus","Anchovy & Sardine (small pelagics)","SARDINA",512865,442125
2009,"Eucinostomus","Demersal marine fishes","MOJARRA",231158,2019361
2009,"Eugerres","Demersal marine fishes","MOJARRA",19731,93736
2009,"Euthynnus","Pelagic marine fish (excl. anchovy & sardine)","BARRILETE",2996956,14827771
2009,"Farfantepenaeus","Shrimps, prawns","CAMARON",20737.6,647282
2009,"Galeocerdo","Sharks","TIBURON",24160,220995
2009,"Gelidium","Marine algae","ALGAS",824730,976840
2009,"Gerres","Demersal marine fishes","BANDERA",152869.5,1025168
2009,"Ginglymostoma","Sharks","TIBURON",891,4254
2009,"Haemulon","Demersal marine fishes","OTRAS",698806.15,6966750
2009,"Haemulopsis","Demersal marine fishes","RONCO",131269,872675
2009,"Haliotis","Molluscs excl. Cephalopods","ABULON",28538.94,3195731
2009,"Hexaplex","Molluscs excl. Cephalopods","CARACOL",12415,50980
2009,"Hoplopagrus","Demersal marine fishes","PARGO",97915.3,1958275
2009,"Hypanus","Demersal marine fishes","RAYA Y SIMILARES",781700.6,7812184
2009,"Hyporthodus","Demersal marine fishes","MERO",490097.65,14949519
2009,"Istiophorus","Pelagic marine fish (excl. anchovy & sardine)","OTRAS",21059.5,214206
2009,"Isurus","Sharks","TIBURON",17812.75,148484
2009,"Katsuwonus","Pelagic marine fish (excl. anchovy & sardine)","BARRILETE",7688449.2,63880029
2009,"Lamna","Sharks","TIBURON",107.8,1470
2009,"Larimus","Demersal marine fishes","CORVINA",634,10375
2009,"Litopenaeus","Shrimps, prawns","CAMARON",180201,10633013
2009,"Lobatus","Molluscs excl. Cephalopods","CARACOL",4771,50955
2009,"Lutjanus","Demersal marine fishes","GUACHINANGO",2838413.5,84293568
2009,"Megapitaria","Molluscs excl. Cephalopods","ALMEJA",371871,1546640
2009,"Megastraea","Molluscs excl. Cephalopods","CARACOL",79506,170370
2009,"Menticirrhus","Demersal marine fishes","BERRUGATA",46408.5,332832
2009,"Merluccius","Demersal marine fishes","OTRAS",1676035.2,15585255
2009,"Mesocentrotus","Echinoderms","ERIZO",24973,365136
2009,"Microlepidotus","Demersal marine fishes","OTRAS",5693,47773
2009,"Micropogonias","Demersal marine fishes","BERRUGATA",3796538.4,22642086
2009,"Mobula","Demersal marine fishes","RAYA Y SIMILARES",1000616.6,8590411
2009,"Mugil","Demersal marine fishes","LISA",2068958,13651267
2009,"Mustelus","Sharks","TIBURON",37587,469865
2009,"Mycteroperca","Demersal marine fishes","CABRILLA",577366.25,12808617
2009,"Nasolamia","Sharks","TIBURON",850,10980
2009,"Nematistius","Demersal marine fishes","OTRAS",1168.7,13494
2009,"Nicholsina","Demersal marine fishes","OTRAS",2340.9,25240
2009,"Oligoplites","Pelagic marine fish (excl. anchovy & sardine)","OTRAS",2130,13960
2009,"Opisthonema","Anchovy & Sardine (small pelagics)","SARDINA",154945830.72,120852721
2009,"Orthopristis","Demersal marine fishes","OTRAS",4771,28774
2009,"Panopea","Molluscs excl. Cephalopods","ALMEJA",96113,1814500
2009,"Panulirus","Crustaceans","LANGOSTA",92415,10774764
2009,"Paralabrax","Demersal marine fishes","OTRAS",733834.5,6610841
2009,"Paranthias","Demersal marine fishes","OTRAS",474,8340
2009,"Parapsettus","Demersal marine fishes","OTRAS",8337,96650
2009,"Penaeus","Shrimps, prawns","CAMARON",20467145.8,1100820771
2009,"Prionace","Sharks","TIBURON",866523.05,6839346
2009,"Pseudobatos","Demersal marine fishes","RAYA Y SIMILARES",584326.65,5782369
2009,"Pseudupeneus","Demersal marine fishes","OTRAS",3824.8,85400
2009,"Rimapenaeus","Shrimps, prawns","CAMARON",48111.6,560743
2009,"Sarda","Pelagic marine fish (excl. anchovy & sardine)","BONITO",4678457,36007066
2009,"Sardinops","Anchovy & Sardine (small pelagics)","SARDINA",576875979.64,560503447
2009,"Scomber","Pelagic marine fish (excl. anchovy & sardine)","MACARELA",1090515.12,2634696
2009,"Scomberomorus","Pelagic marine fish (excl. anchovy & sardine)","SIERRA",5632932.54,64673172
2009,"Scorpaena","Demersal marine fishes","OTRAS",17242.8,113838
2009,"Selene","Pelagic marine fish (excl. anchovy & sardine)","OTRAS",314740.6,1348300
2009,"Seriola","Pelagic marine fish (excl. anchovy & sardine)","ESMEDREGAL",524836,5725227
2009,"Sicyonia","Shrimps, prawns","CAMARON",25632,255280
2009,"Sphoeroides","Demersal marine fishes","OTRAS",419575.4,11311483
2009,"Sphyraena","Pelagic marine fish (excl. anchovy & sardine)","OTRAS",3212,14245
2009,"Sphyrna","Sharks","TIBURON",56937.65,504092
2009,"Squatina","Sharks","TIBURON",444585.2,5114196
2009,"Stereolepis","Demersal marine fishes","OTRAS",548.2,9685
2009,"Strongylocentrotus","Echinoderms","ERIZO",5971,83594
2009,"Synodus","Demersal marine fishes","OTRAS",66120.5,456105
2009,"Thunnus","Pelagic marine fish (excl. anchovy & sardine)","ATUN",63902138.1,586047728
2009,"Trachinotus","Pelagic marine fish (excl. anchovy & sardine)","PAMPANO",550074.9,1556648
2009,"Trichiurus","Pelagic marine fish (excl. anchovy & sardine)","CINTILLA",12820,549480
2009,"Xiphias","Pelagic marine fish (excl. anchovy & sardine)","OTRAS",95315.75,2241755
2010,"Ablennes","Pelagic marine fish (excl. anchovy & sardine)","OTRAS",4348.35,51903
2010,"Acanthurus","Demersal marine fishes","OTRAS",18900,401510
2010,"Aetobatus","Demersal marine fishes","RAYA Y SIMILARES",13181.1,78961
2010,"Alopias","Sharks","TIBURON",87116,796671
2010,"Anisotremus","Demersal marine fishes","OTRAS",114359.4,1563906
2010,"Anoplopoma","Demersal marine fishes","OTRAS",489,12760
2010,"Argopecten","Molluscs excl. Cephalopods","ALMEJA",761223,3633566
2010,"Ariopsis","Demersal marine fishes","BAGRE",10971.3,71125
2010,"Balistes","Demersal marine fishes","OTRAS",1301160.05,13551431
2010,"Brotula","Demersal marine fishes","LENGUADO",174922.3,2843053
2010,"Calamus","Demersal marine fishes","MOJARRA",204366,377234
2010,"Caranx","Pelagic marine fish (excl. anchovy & sardine)","OTRAS",86484.7,4366896
2010,"Carcharhinus","Sharks","TIBURON",352618.3,2739251
2010,"Caulolatilus","Demersal marine fishes","PIERNA",539085.55,5035220
2010,"Centropomus","Demersal marine fishes","ROBALO",724136.45,21502208
2010,"Cetengraulis","Anchovy & Sardine (small pelagics)","SARDINA",13635495.36,10400647
2010,"Chanos","Diadromous fishes","OTRAS",38040,245390
2010,"Coryphaena","Pelagic marine fish (excl. anchovy & sardine)","OTRAS",302064.25,5033342
2010,"Cynoscion","Demersal marine fishes","CORVINA",5205540.55,64878592
2010,"Diapterus","Demersal marine fishes","MOJARRA",7236,87076
2010,"Diplectrum","Demersal marine fishes","OTRAS",9959.95,181105
2010,"Dosidicus","Cephalopods","CALAMAR",42785130.05,103691735
2010,"Dosinia","Molluscs excl. Cephalopods","ALMEJA",1320468,5851548
2010,"Epinephelus","Demersal marine fishes","MERO",20185.2,671135
2010,"Especies","Echinoderms","PEPINO DE MAR",22703,8420504
2010,"Etrumeus","Anchovy & Sardine (small pelagics)","SARDINA",10763495,9329075
2010,"Eucinostomus","Demersal marine fishes","MOJARRA",203327,1655586
2010,"Eugerres","Demersal marine fishes","MOJARRA",8136,68638
2010,"Euthynnus","Pelagic marine fish (excl. anchovy & sardine)","BARRILETE",2216197,10797148
2010,"Farfantepenaeus","Shrimps, prawns","CAMARON",46803.8,1991910
2010,"Galeocerdo","Sharks","TIBURON",13557.1,109047
2010,"Gelidium","Marine algae","ALGAS",140162,359405
2010,"Gerres","Demersal marine fishes","BANDERA",265840.1,1645763
2010,"Ginglymostoma","Sharks","TIBURON",2154.9,8011
2010,"Haemulon","Demersal marine fishes","OTRAS",734090.85,5270010
2010,"Haemulopsis","Demersal marine fishes","RONCO",112466.5,763068
2010,"Haliotis","Molluscs excl. Cephalopods","ABULON",43115.88,3479493
2010,"Hexaplex","Molluscs excl. Cephalopods","CARACOL",19889,148915
2010,"Hoplopagrus","Demersal marine fishes","PARGO",100664,2218307
2010,"Hypanus","Demersal marine fishes","RAYA Y SIMILARES",867790.8,8674724
2010,"Hyporthodus","Demersal marine fishes","MERO",536353.2,17295561
2010,"Istiophorus","Pelagic marine fish (excl. anchovy & sardine)","OTRAS",12849.35,208718
2010,"Isurus","Sharks","TIBURON",37657.45,177624
2010,"Katsuwonus","Pelagic marine fish (excl. anchovy & sardine)","BARRILETE",2760053.2,45417753
2010,"Lamna","Sharks","TIBURON",438.8,8122
2010,"Larimus","Demersal marine fishes","CORVINA",1375,36418
2010,"Litopenaeus","Shrimps, prawns","CAMARON",194252.6,12593423
2010,"Lobatus","Molluscs excl. Cephalopods","CARACOL",2728,45920
2010,"Lutjanus","Demersal marine fishes","GUACHINANGO",3041510.65,92804490
2010,"Megapitaria","Molluscs excl. Cephalopods","ALMEJA",330951,1622757
2010,"Megastraea","Molluscs excl. Cephalopods","CARACOL",177646,389170
2010,"Menticirrhus","Demersal marine fishes","BERRUGATA",53240.5,314805
2010,"Merluccius","Demersal marine fishes","OTRAS",1112636.2,8406957
2010,"Mesocentrotus","Echinoderms","ERIZO",13773,288675
2010,"Microlepidotus","Demersal marine fishes","OTRAS",153165,246393
2010,"Micropogonias","Demersal marine fishes","BERRUGATA",7549002,57739221
2010,"Mobula","Demersal marine fishes","RAYA Y SIMILARES",728105.75,6565782
2010,"Mugil","Demersal marine fishes","LISA",1980012.7,13232296
2010,"Mustelus","Sharks","TIBURON",24615.8,374286
2010,"Mycteroperca","Demersal marine fishes","CABRILLA",380174.45,8977421
2010,"Nasolamia","Sharks","TIBURON",38.75,775
2010,"Nematistius","Demersal marine fishes","OTRAS",751.3,12915
2010,"Nicholsina","Demersal marine fishes","OTRAS",499.9,5521
2010,"Oligoplites","Pelagic marine fish (excl. anchovy & sardine)","OTRAS",960,6180
2010,"Opisthonema","Anchovy & Sardine (small pelagics)","SARDINA",200878732.36,677564588
2010,"Orthopristis","Demersal marine fishes","OTRAS",6908,42350
2010,"Panopea","Molluscs excl. Cephalopods","ALMEJA",1137234,27338831
2010,"Panulirus","Crustaceans","LANGOSTA",169506,20842238
2010,"Paralabrax","Demersal marine fishes","OTRAS",841073.3,6393551
2010,"Paranthias","Demersal marine fishes","OTRAS",1009,19515
2010,"Parapsettus","Demersal marine fishes","OTRAS",2621,35022
2010,"Penaeus","Shrimps, prawns","CAMARON",21011721.8,1155989550
2010,"Prionace","Sharks","TIBURON",757606.2,5674587
2010,"Pseudobatos","Demersal marine fishes","RAYA Y SIMILARES",490250.4,5100765
2010,"Pseudupeneus","Demersal marine fishes","OTRAS",2828.5,28510
2010,"Rimapenaeus","Shrimps, prawns","CAMARON",99958.2,1310458
2010,"Sarda","Pelagic marine fish (excl. anchovy & sardine)","BONITO",2153309.4,14080005
2010,"Sardinops","Anchovy & Sardine (small pelagics)","SARDINA",264559999.4,365934851
2010,"Scomber","Pelagic marine fish (excl. anchovy & sardine)","MACARELA",14082930.36,35101996
2010,"Scomberomorus","Pelagic marine fish (excl. anchovy & sardine)","SIERRA",7033291.82,82023737
2010,"Scorpaena","Demersal marine fishes","OTRAS",20994.4,127214
2010,"Selene","Pelagic marine fish (excl. anchovy & sardine)","OTRAS",394184.6,1748391
2010,"Seriola","Pelagic marine fish (excl. anchovy & sardine)","ESMEDREGAL",927038.1,10331400
2010,"Sicyonia","Shrimps, prawns","CAMARON",16533,302500
2010,"Sphoeroides","Demersal marine fishes","OTRAS",326079.9,8670520
2010,"Sphyraena","Pelagic marine fish (excl. anchovy & sardine)","OTRAS",7403,98483
2010,"Sphyrna","Sharks","TIBURON",90749.15,835791
2010,"Squatina","Sharks","TIBURON",387719.95,4221956
2010,"Stereolepis","Demersal marine fishes","OTRAS",309,9823
2010,"Strongylocentrotus","Echinoderms","ERIZO",15914,201619
2010,"Synodus","Demersal marine fishes","OTRAS",113266.9,637144
2010,"Thunnus","Pelagic marine fish (excl. anchovy & sardine)","ATUN",64475987.5,622062817
2010,"Trachinotus","Pelagic marine fish (excl. anchovy & sardine)","PAMPANO",172878,1659975
2010,"Trichiurus","Pelagic marine fish (excl. anchovy & sardine)","CINTILLA",9772,410687
2010,"Turbo","Molluscs excl. Cephalopods","CARACOL",14970,312650
2010,"Xiphias","Pelagic marine fish (excl. anchovy & sardine)","OTRAS",110322.25,1234687
2011,"Ablennes","Pelagic marine fish (excl. anchovy & sardine)","OTRAS",3308.4,37881
2011,"Acanthurus","Demersal marine fishes","OTRAS",38290,976474
2011,"Aetobatus","Demersal marine fishes","RAYA Y SIMILARES",11205.4,57071
2011,"Alopias","Sharks","TIBURON",59465.8,537381
2011,"Anisotremus","Demersal marine fishes","OTRAS",104646.6,1780397
2011,"Anoplopoma","Demersal marine fishes","OTRAS",2477.5,67823
2011,"Argopecten","Molluscs excl. Cephalopods","ALMEJA",6284873,20254452
2011,"Ariopsis","Demersal marine fishes","BAGRE",6602,74896
2011,"Balistes","Demersal marine fishes","OTRAS",1266966.35,13989509
2011,"Brotula","Demersal marine fishes","LENGUADO",586138.4,8386475
2011,"Calamus","Demersal marine fishes","MOJARRA",28517.5,195543
2011,"Callinectes","Crustaceans","JAIBA",4191,77097
2011,"Caranx","Pelagic marine fish (excl. anchovy & sardine)","OTRAS",114585.1,4320065
2011,"Carcharhinus","Sharks","TIBURON",359714.55,2642722
2011,"Caulolatilus","Demersal marine fishes","PIERNA",611218.5,5889578
2011,"Centropomus","Demersal marine fishes","ROBALO",641595.3,19056791
2011,"Cetengraulis","Anchovy & Sardine (small pelagics)","SARDINA",113179462.72,82459729
2011,"Chanos","Diadromous fishes","OTRAS",85616,558349
2011,"Coryphaena","Pelagic marine fish (excl. anchovy & sardine)","OTRAS",244057.4,4968990
2011,"Cynoscion","Demersal marine fishes","CORVINA",1760750.7,25333965
2011,"Diapterus","Demersal marine fishes","MOJARRA",10140,98400
2011,"Diplectrum","Demersal marine fishes","OTRAS",13020.6,319910
2011,"Dosidicus","Cephalopods","CALAMAR",19096479.25,72923534
2011,"Dosinia","Molluscs excl. Cephalopods","ALMEJA",816714,2615843
2011,"Epinephelus","Demersal marine fishes","MERO",14227.6,343629
2011,"Especies","Echinoderms","PEPINO DE MAR",26908,1298590
2011,"Etrumeus","Anchovy & Sardine (small pelagics)","SARDINA",978338.2,843395
2011,"Eucinostomus","Demersal marine fishes","MOJARRA",253790,1723756
2011,"Eugerres","Demersal marine fishes","MOJARRA",35355,211419
2011,"Euthynnus","Pelagic marine fish (excl. anchovy & sardine)","BARRILETE",2738935,17324978
2011,"Farfantepenaeus","Shrimps, prawns","CAMARON",69525.6,2203225
2011,"Galeocerdo","Sharks","TIBURON",2551.75,27146
2011,"Gelidium","Marine algae","ALGAS",192804,582774
2011,"Gerres","Demersal marine fishes","BANDERA",287816.8,1820367
2011,"Ginglymostoma","Sharks","TIBURON",784.4,7010
2011,"Haemulon","Demersal marine fishes","OTRAS",866232.4,6766615
2011,"Haemulopsis","Demersal marine fishes","RONCO",105497.2,843469
2011,"Haliotis","Molluscs excl. Cephalopods","ABULON",53376.86,6266103
2011,"Hexaplex","Molluscs excl. Cephalopods","CARACOL",19802,111610
2011,"Hoplopagrus","Demersal marine fishes","PARGO",91064.4,2074733
2011,"Hypanus","Demersal marine fishes","RAYA Y SIMILARES",879751.3,8332625
2011,"Hyporthodus","Demersal marine fishes","MERO",409536.45,12154105
2011,"Istiophorus","Pelagic marine fish (excl. anchovy & sardine)","OTRAS",18094.75,179760
2011,"Isurus","Sharks","TIBURON",2692.5,30400
2011,"Katsuwonus","Pelagic marine fish (excl. anchovy & sardine)","BARRILETE",6397664.2,51377225
2011,"Lamna","Sharks","TIBURON",72,2160
2011,"Larimus","Demersal marine fishes","CORVINA",3048,96150
2011,"Litopenaeus","Shrimps, prawns","CAMARON",2017449.4,69196201
2011,"Lobatus","Molluscs excl. Cephalopods","CARACOL",9288,65475
2011,"Lutjanus","Demersal marine fishes","GUACHINANGO",2747890.4,88190425
2011,"Megapitaria","Molluscs excl. Cephalopods","ALMEJA",421218,1818489
2011,"Megastraea","Molluscs excl. Cephalopods","CARACOL",78855,224850
2011,"Menticirrhus","Demersal marine fishes","BERRUGATA",95448.7,600189
2011,"Merluccius","Demersal marine fishes","OTRAS",2000969,17996868
2011,"Mesocentrotus","Echinoderms","ERIZO",65407,1451633
2011,"Microlepidotus","Demersal marine fishes","OTRAS",16606,265839
2011,"Micropogonias","Demersal marine fishes","BERRUGATA",10632131.3,111550590
2011,"Mobula","Demersal marine fishes","RAYA Y SIMILARES",1009482.6,10086466
2011,"Mugil","Demersal marine fishes","LISA",2442910,16066969
2011,"Mustelus","Sharks","TIBURON",50015.8,649154
2011,"Mycteroperca","Demersal marine fishes","CABRILLA",360684.4,9366245
2011,"Nasolamia","Sharks","TIBURON",2375,41600
2011,"Nematistius","Demersal marine fishes","OTRAS",7325.7,53260
2011,"Nicholsina","Demersal marine fishes","OTRAS",62507.5,205169
2011,"Oligoplites","Pelagic marine fish (excl. anchovy & sardine)","OTRAS",3510,19980
2011,"Opisthonema","Anchovy & Sardine (small pelagics)","SARDINA",194494932.2,163719940
2011,"Orthopristis","Demersal marine fishes","OTRAS",7426.75,54269
2011,"Panopea","Molluscs excl. Cephalopods","ALMEJA",1261919,28783398
2011,"Panulirus","Crustaceans","LANGOSTA",287228,44440679
2011,"Paralabrax","Demersal marine fishes","OTRAS",718182.1,6348092
2011,"Paranthias","Demersal marine fishes","OTRAS",626,23070
2011,"Parapsettus","Demersal marine fishes","OTRAS",2566,31398
2011,"Penaeus","Shrimps, prawns","CAMARON",33677323.76,1853813999
2011,"Prionace","Sharks","TIBURON",691606.95,5617458
2011,"Pseudobatos","Demersal marine fishes","RAYA Y SIMILARES",611886.4,6335122
2011,"Pseudupeneus","Demersal marine fishes","OTRAS",4554,42950
2011,"Rimapenaeus","Shrimps, prawns","CAMARON",65975.6,870331
2011,"Sarda","Pelagic marine fish (excl. anchovy & sardine)","BONITO",5614134,44977013
2011,"Sardinops","Anchovy & Sardine (small pelagics)","SARDINA",158653541.04,150714513.5
2011,"Scomber","Pelagic marine fish (excl. anchovy & sardine)","MACARELA",36160450.52,37018044
2011,"Scomberomorus","Pelagic marine fish (excl. anchovy & sardine)","SIERRA",6973279.85,84073876
2011,"Scorpaena","Demersal marine fishes","OTRAS",18609.2,138043
2011,"Selene","Pelagic marine fish (excl. anchovy & sardine)","OTRAS",636639.1,2972638
2011,"Seriola","Pelagic marine fish (excl. anchovy & sardine)","ESMEDREGAL",719041.7,8084438
2011,"Sicyonia","Shrimps, prawns","CAMARON",162578.6,1943595
2011,"Sphoeroides","Demersal marine fishes","OTRAS",255432.75,6970338
2011,"Sphyraena","Pelagic marine fish (excl. anchovy & sardine)","OTRAS",1829,12787
2011,"Sphyrna","Sharks","TIBURON",35209.75,367925
2011,"Squatina","Sharks","TIBURON",621172.2,6083652
2011,"Stereolepis","Demersal marine fishes","OTRAS",24.2,880
2011,"Stomolophus","Jellies","OTRAS",13861479,16540385
2011,"Synodus","Demersal marine fishes","OTRAS",107400.1,610467
2011,"Thunnus","Pelagic marine fish (excl. anchovy & sardine)","ATUN",66741894.4,570305371
2011,"Trachinotus","Pelagic marine fish (excl. anchovy & sardine)","PAMPANO",135047,1511991
2011,"Trichiurus","Pelagic marine fish (excl. anchovy & sardine)","CINTILLA",4406,164237
2011,"Turbo","Molluscs excl. Cephalopods","CARACOL",11985,244540
2011,"Xiphias","Pelagic marine fish (excl. anchovy & sardine)","OTRAS",51236.75,767729
2012,"Ablennes","Pelagic marine fish (excl. anchovy & sardine)","OTRAS",3899.5,50626
2012,"Acanthurus","Demersal marine fishes","OTRAS",22773,422255
2012,"Aetobatus","Demersal marine fishes","RAYA Y SIMILARES",9926.6,70635
2012,"Alopias","Sharks","TIBURON",174265.4,1469754
2012,"Anisotremus","Demersal marine fishes","OTRAS",136767.8,2651025
2012,"Anoplopoma","Demersal marine fishes","OTRAS",993.2,38473
2012,"Argopecten","Molluscs excl. Cephalopods","ALMEJA",246853,874717
2012,"Ariopsis","Demersal marine fishes","BAGRE",3882.8,36980
2012,"Balistes","Demersal marine fishes","OTRAS",1237017.25,13686488
2012,"Brotula","Demersal marine fishes","LENGUADO",1043836,14094436
2012,"Calamus","Demersal marine fishes","MOJARRA",34318,226952
2012,"Callinectes","Crustaceans","JAIBA",714,12852
2012,"Caranx","Pelagic marine fish (excl. anchovy & sardine)","OTRAS",81667,6091763
2012,"Carcharhinus","Sharks","TIBURON",389656.05,2733993
2012,"Caulolatilus","Demersal marine fishes","PIERNA",1354417.6,10917295
2012,"Centropomus","Demersal marine fishes","ROBALO",825533.6,26374521
2012,"Cetengraulis","Anchovy & Sardine (small pelagics)","SARDINA",297306807.52,266175093
2012,"Chanos","Diadromous fishes","OTRAS",82345,479054
2012,"Chione","Molluscs excl. Cephalopods","ALMEJA",8600,34400
2012,"Coryphaena","Pelagic marine fish (excl. anchovy & sardine)","OTRAS",114362.6,2285461
2012,"Cynoscion","Demersal marine fishes","CORVINA",2672233.55,47992606
2012,"Diapterus","Demersal marine fishes","MOJARRA",180504,760600
2012,"Diplectrum","Demersal marine fishes","OTRAS",35615.9,804937
2012,"Dosidicus","Cephalopods","CALAMAR",8924050,41533275
2012,"Dosinia","Molluscs excl. Cephalopods","ALMEJA",939293,2365806
2012,"Epinephelus","Demersal marine fishes","MERO",13652.6,368670
2012,"Especies","Echinoderms","PEPINO DE MAR",29258,2789446
2012,"Etrumeus","Anchovy & Sardine (small pelagics)","SARDINA",2011720.72,2064235
2012,"Eucinostomus","Demersal marine fishes","MOJARRA",590027,2653048
2012,"Eugerres","Demersal marine fishes","MOJARRA",19241,149824
2012,"Euthynnus","Pelagic marine fish (excl. anchovy & sardine)","BARRILETE",3821741,22229415
2012,"Farfantepenaeus","Shrimps, prawns","CAMARON",156316.6,4534590
2012,"Galeocerdo","Sharks","TIBURON",4262.25,30048
