"year","estimated_genus_name","Major_Functional_Group","estimated_taxa_group","total_biomass_kg","total_revenue"
2004,"Dosinia","Molluscs excl. Cephalopods","ALMEJA",701610,3000466
2004,"Epinephelus","Demersal marine fishes","MERO",79369.2,1241540
2004,"Especies","Echinoderms","PEPINO DE MAR",383257,3754942
2004,"Etrumeus","Anchovy & Sardine (small pelagics)","SARDINA",8145357.6,6996021
2004,"Eucinostomus","Demersal marine fishes","MOJARRA",95370,697495
2004,"Eugerres","Demersal marine fishes","MOJARRA",52312,532407
2004,"Euthynnus","Pelagic marine fish (excl. anchovy & sardine)","BARRILETE",40020,40
2004,"Farfantepenaeus","Shrimps, prawns","CAMARON",32997.2,1522840
2004,"Galeocerdo","Sharks","TIBURON",25509.5,117542
2004,"Gelidium","Marine algae","ALGAS",5080130,4939912
2004,"Gerres","Demersal marine fishes","BANDERA",109572.6,437093
2004,"Ginglymostoma","Sharks","TIBURON",3576.4,12036
2004,"Haemulon","Demersal marine fishes","OTRAS",367354.2,2144246
2004,"Haemulopsis","Demersal marine fishes","RONCO",270835.6,1143942
2004,"Haliotis","Molluscs excl. Cephalopods","ABULON",717330.22,62806598
2004,"Hoplopagrus","Demersal marine fishes","PARGO",94865.6,2018105
2004,"Hypanus","Demersal marine fishes","RAYA Y SIMILARES",1532273.6,9693972
2004,"Hyporthodus","Demersal marine fishes","MERO",374128.4,9060093
2004,"Istiophorus","Pelagic marine fish (excl. anchovy & sardine)","OTRAS",32399.6,214508
2004,"Katsuwonus","Pelagic marine fish (excl. anchovy & sardine)","BARRILETE",13801596.6,81414179
2004,"Lamna","Sharks","TIBURON",4248,61840
2004,"Litopenaeus","Shrimps, prawns","CAMARON",80474.2,5120129
2004,"Lobatus","Molluscs excl. Cephalopods","CARACOL",7837,21558
2004,"Lutjanus","Demersal marine fishes","GUACHINANGO",3173369.9,74566947
2004,"Megapitaria","Molluscs excl. Cephalopods","ALMEJA",1468931,4956076
2004,"Megastraea","Molluscs excl. Cephalopods","CARACOL",1818884,5024256
2004,"Menticirrhus","Demersal marine fishes","BERRUGATA",221229,834214
2004,"Merluccius","Demersal marine fishes","OTRAS",2412717.1,15984345
2004,"Mesocentrotus","Echinoderms","ERIZO",1736776,32079208
2004,"Microlepidotus","Demersal marine fishes","OTRAS",1169292.3,2477904
2004,"Micropogonias","Demersal marine fishes","BERRUGATA",2612996.4,13421506
2004,"Mobula","Demersal marine fishes","RAYA Y SIMILARES",1250842.35,7345751
2004,"Mugil","Demersal marine fishes","LISA",2810789.5,12803696
2004,"Mustelus","Sharks","TIBURON",230968.8,2630226
2004,"Mycteroperca","Demersal marine fishes","CABRILLA",620922.75,10271626
2004,"Nematistius","Demersal marine fishes","OTRAS",99,1440
2004,"Nicholsina","Demersal marine fishes","OTRAS",16566.2,374335
2004,"Oligoplites","Pelagic marine fish (excl. anchovy & sardine)","OTRAS",500,1000
2004,"Opisthonema","Anchovy & Sardine (small pelagics)","SARDINA",127385887.2,66219422
2004,"Orthopristis","Demersal marine fishes","OTRAS",31089,129771
2004,"Panulirus","Crustaceans","LANGOSTA",1617026,123661981
2004,"Paralabrax","Demersal marine fishes","OTRAS",5056915.4,20045268
2004,"Paranthias","Demersal marine fishes","OTRAS",2758,30025
2004,"Parapsettus","Demersal marine fishes","OTRAS",15104,73920
2004,"Penaeus","Shrimps, prawns","CAMARON",8300091.6,468916097
2004,"Prionace","Sharks","TIBURON",175180,1147570
2004,"Pseudobatos","Demersal marine fishes","RAYA Y SIMILARES",1591594.2,14377848
2004,"Pseudupeneus","Demersal marine fishes","OTRAS",974.1,25814
2004,"Rimapenaeus","Shrimps, prawns","CAMARON",431721.2,5448323
2004,"Sarda","Pelagic marine fish (excl. anchovy & sardine)","BONITO",80625.65,496363
2004,"Sardinops","Anchovy & Sardine (small pelagics)","SARDINA",115635289.04,106328128
2004,"Scomber","Pelagic marine fish (excl. anchovy & sardine)","MACARELA",28900738.84,17561375
2004,"Scomberomorus","Pelagic marine fish (excl. anchovy & sardine)","SIERRA",3959309.02,36550427
2004,"Scorpaena","Demersal marine fishes","OTRAS",87197.9,773616
2004,"Selene","Pelagic marine fish (excl. anchovy & sardine)","OTRAS",128940.3,533311
2004,"Seriola","Pelagic marine fish (excl. anchovy & sardine)","ESMEDREGAL",1128922.3,9852547
2004,"Sicyonia","Shrimps, prawns","CAMARON",512507.2,3124294
2004,"Sphoeroides","Demersal marine fishes","OTRAS",679781.6,14062831
2004,"Sphyrna","Sharks","TIBURON",26112.2,198447
2004,"Squatina","Sharks","TIBURON",779126.1,6794175
2004,"Stereolepis","Demersal marine fishes","OTRAS",9.9,252
2004,"Strongylocentrotus","Echinoderms","ERIZO",167647,3994954
2004,"Synodus","Demersal marine fishes","OTRAS",31097,135561
2004,"Thunnus","Pelagic marine fish (excl. anchovy & sardine)","ATUN",53920421.6,328358375
2004,"Trachinotus","Pelagic marine fish (excl. anchovy & sardine)","PAMPANO",318972,1671432
2004,"Xiphias","Pelagic marine fish (excl. anchovy & sardine)","OTRAS",25013,597965
2005,"Ablennes","Pelagic marine fish (excl. anchovy & sardine)","OTRAS",495.3,4044
2005,"Acanthurus","Demersal marine fishes","OTRAS",965,15360
2005,"Aetobatus","Demersal marine fishes","RAYA Y SIMILARES",1296,4463
2005,"Alopias","Sharks","TIBURON",20506,147116
2005,"Anisotremus","Demersal marine fishes","OTRAS",58034.2,692793
2005,"Anoplopoma","Demersal marine fishes","OTRAS",6006.5,126477
2005,"Argopecten","Molluscs excl. Cephalopods","ALMEJA",101214,577110
2005,"Ariopsis","Demersal marine fishes","BAGRE",5208,63527
2005,"Balistes","Demersal marine fishes","OTRAS",1109784.55,12630447
2005,"Brotula","Demersal marine fishes","LENGUADO",341982.5,4105072
2005,"Calamus","Demersal marine fishes","MOJARRA",21668,102958
2005,"Callinectes","Crustaceans","JAIBA",443,5316
2005,"Caranx","Pelagic marine fish (excl. anchovy & sardine)","OTRAS",58211.2,4317484
2005,"Carcharhinus","Sharks","TIBURON",117991.25,697084
2005,"Caulolatilus","Demersal marine fishes","PIERNA",304945.6,2010499
2005,"Centropomus","Demersal marine fishes","ROBALO",596739.56,12314420
2005,"Cetengraulis","Anchovy & Sardine (small pelagics)","SARDINA",47260735.24,37580780
2005,"Chanos","Diadromous fishes","OTRAS",9420.6,60433
2005,"Coryphaena","Pelagic marine fish (excl. anchovy & sardine)","OTRAS",143842.65,2029047
2005,"Cynoscion","Demersal marine fishes","CORVINA",1346932.05,17373222.75
2005,"Diapterus","Demersal marine fishes","MOJARRA",17302,143404
2005,"Diplectrum","Demersal marine fishes","OTRAS",18066.05,409153
2005,"Dosidicus","Cephalopods","CALAMAR",28701146.35,60449575
2005,"Dosinia","Molluscs excl. Cephalopods","ALMEJA",912716,3895736
2005,"Epinephelus","Demersal marine fishes","MERO",16081.1,383665
2005,"Especies","Echinoderms","PEPINO DE MAR",7930,106755
2005,"Etrumeus","Anchovy & Sardine (small pelagics)","SARDINA",6829665.88,12955902
2005,"Eucinostomus","Demersal marine fishes","MOJARRA",67352,617038
2005,"Eugerres","Demersal marine fishes","MOJARRA",42135,438373
2005,"Euthynnus","Pelagic marine fish (excl. anchovy & sardine)","BARRILETE",374502,1478519
2005,"Farfantepenaeus","Shrimps, prawns","CAMARON",23781.4,1188225
2005,"Galeocerdo","Sharks","TIBURON",330.9,1730
2005,"Gelidium","Marine algae","ALGAS",1010214,1215123
2005,"Gerres","Demersal marine fishes","BANDERA",160477.5,851824
2005,"Ginglymostoma","Sharks","TIBURON",4360.9,16247
2005,"Haemulon","Demersal marine fishes","OTRAS",343679.7,2197628
2005,"Haemulopsis","Demersal marine fishes","RONCO",119409.3,571169
2005,"Haliotis","Molluscs excl. Cephalopods","ABULON",42210.02,4215151
2005,"Hexaplex","Molluscs excl. Cephalopods","CARACOL",5000,55000
2005,"Hoplopagrus","Demersal marine fishes","PARGO",64877.3,1157074
2005,"Hypanus","Demersal marine fishes","RAYA Y SIMILARES",1394862.2,8976300
2005,"Hyporthodus","Demersal marine fishes","MERO",289374.95,7393839
2005,"Istiophorus","Pelagic marine fish (excl. anchovy & sardine)","OTRAS",26435.5,152150
2005,"Isurus","Sharks","TIBURON",616.25,7888
2005,"Katsuwonus","Pelagic marine fish (excl. anchovy & sardine)","BARRILETE",23265826.6,121680813
2005,"Lamna","Sharks","TIBURON",2229.5,37391
2005,"Larimus","Demersal marine fishes","CORVINA",1506,30616
2005,"Litopenaeus","Shrimps, prawns","CAMARON",56311.2,4028230
2005,"Lobatus","Molluscs excl. Cephalopods","CARACOL",3380,19160
2005,"Lutjanus","Demersal marine fishes","GUACHINANGO",2843094.15,64345338
2005,"Megapitaria","Molluscs excl. Cephalopods","ALMEJA",547041,2725984
2005,"Megastraea","Molluscs excl. Cephalopods","CARACOL",68286,336236
2005,"Menticirrhus","Demersal marine fishes","BERRUGATA",41516.9,329656
2005,"Merluccius","Demersal marine fishes","OTRAS",1547778.1,11602216
2005,"Mesocentrotus","Echinoderms","ERIZO",67442,1178384
2005,"Microlepidotus","Demersal marine fishes","OTRAS",265261.2,105689
2005,"Micropogonias","Demersal marine fishes","BERRUGATA",3236627.4,19336610
2005,"Mobula","Demersal marine fishes","RAYA Y SIMILARES",1165986.85,15080369
2005,"Mugil","Demersal marine fishes","LISA",2113890.7,11539306
2005,"Mustelus","Sharks","TIBURON",149156.25,1832423
2005,"Mycteroperca","Demersal marine fishes","CABRILLA",412226.5,8014378
2005,"Nematistius","Demersal marine fishes","OTRAS",35,70
2005,"Nicholsina","Demersal marine fishes","OTRAS",1326.8,16292
2005,"Opisthonema","Anchovy & Sardine (small pelagics)","SARDINA",164187880.16,799544692
2005,"Orthopristis","Demersal marine fishes","OTRAS",16266,77957
2005,"Panopea","Molluscs excl. Cephalopods","ALMEJA",1633.44,81672
2005,"Panulirus","Crustaceans","LANGOSTA",225683,20557462
2005,"Paralabrax","Demersal marine fishes","OTRAS",594004.1,4770559
2005,"Paranthias","Demersal marine fishes","OTRAS",930,16020
2005,"Parapsettus","Demersal marine fishes","OTRAS",18677,93385
2005,"Penaeus","Shrimps, prawns","CAMARON",10572079.4,627586898
2005,"Prionace","Sharks","TIBURON",15624.25,100290
2005,"Pseudobatos","Demersal marine fishes","RAYA Y SIMILARES",1029989.75,11037415
2005,"Pseudupeneus","Demersal marine fishes","OTRAS",20948,515964
2005,"Rimapenaeus","Shrimps, prawns","CAMARON",223482,2759111
2005,"Sarda","Pelagic marine fish (excl. anchovy & sardine)","BONITO",7052,56881
2005,"Sardinops","Anchovy & Sardine (small pelagics)","SARDINA",133232426.4,127451641
2005,"Scomber","Pelagic marine fish (excl. anchovy & sardine)","MACARELA",32226510.76,29585171
2005,"Scomberomorus","Pelagic marine fish (excl. anchovy & sardine)","SIERRA",5052004.83,46998757
2005,"Scorpaena","Demersal marine fishes","OTRAS",19343.6,135317
2005,"Selene","Pelagic marine fish (excl. anchovy & sardine)","OTRAS",158271,776210
2005,"Seriola","Pelagic marine fish (excl. anchovy & sardine)","ESMEDREGAL",496803.6,4977995
2005,"Sicyonia","Shrimps, prawns","CAMARON",112986.2,2154906
2005,"Sphoeroides","Demersal marine fishes","OTRAS",542301.4,12254412
2005,"Sphyrna","Sharks","TIBURON",19912.2,71802
2005,"Squatina","Sharks","TIBURON",587175.5,6226713
2005,"Stereolepis","Demersal marine fishes","OTRAS",573.1,6672
2005,"Strongylocentrotus","Echinoderms","ERIZO",11513,57565
2005,"Synodus","Demersal marine fishes","OTRAS",19744,82409
2005,"Thunnus","Pelagic marine fish (excl. anchovy & sardine)","ATUN",65333583.1,425634864
2005,"Trachinotus","Pelagic marine fish (excl. anchovy & sardine)","PAMPANO",948252.2,810963
2005,"Xiphias","Pelagic marine fish (excl. anchovy & sardine)","OTRAS",14101.75,171372
2006,"Ablennes","Pelagic marine fish (excl. anchovy & sardine)","OTRAS",167.65,1709
2006,"Acanthurus","Demersal marine fishes","OTRAS",2638,41931
2006,"Aetobatus","Demersal marine fishes","RAYA Y SIMILARES",2571,18710
2006,"Anisotremus","Demersal marine fishes","OTRAS",31640.1,329145
2006,"Anoplopoma","Demersal marine fishes","OTRAS",473.2,10906
2006,"Argopecten","Molluscs excl. Cephalopods","ALMEJA",79214.39,242140.85
2006,"Ariopsis","Demersal marine fishes","BAGRE",3738,45702
2006,"Balistes","Demersal marine fishes","OTRAS",1193580.25,9961342
2006,"Brotula","Demersal marine fishes","LENGUADO",1715717,21984860
2006,"Calamus","Demersal marine fishes","MOJARRA",19608,94786
2006,"Caranx","Pelagic marine fish (excl. anchovy & sardine)","OTRAS",74643.3,4310339
2006,"Carcharhinus","Sharks","TIBURON",140228,869485.5
2006,"Caulolatilus","Demersal marine fishes","PIERNA",697697.9,3328821
2006,"Centropomus","Demersal marine fishes","ROBALO",525119.05,10833306.9
2006,"Cetengraulis","Anchovy & Sardine (small pelagics)","SARDINA",128703969.68,223928626
2006,"Chanos","Diadromous fishes","OTRAS",31600.4,124862
2006,"Coryphaena","Pelagic marine fish (excl. anchovy & sardine)","OTRAS",126748.8,1901606
2006,"Cynoscion","Demersal marine fishes","CORVINA",1516249.97,19455527.9
2006,"Diapterus","Demersal marine fishes","MOJARRA",315,2508
2006,"Diplectrum","Demersal marine fishes","OTRAS",31273.7,670965
2006,"Dosidicus","Cephalopods","CALAMAR",26357229.35,39370826.5
2006,"Dosinia","Molluscs excl. Cephalopods","ALMEJA",583535,1908670
2006,"Epinephelus","Demersal marine fishes","MERO",12371.6,318402
2006,"Especies","Echinoderms","PEPINO DE MAR",16364,211825
2006,"Etrumeus","Anchovy & Sardine (small pelagics)","SARDINA",6638635.92,92775767
2006,"Eucinostomus","Demersal marine fishes","MOJARRA",65661,521407
2006,"Eugerres","Demersal marine fishes","MOJARRA",16608,148296
2006,"Euthynnus","Pelagic marine fish (excl. anchovy & sardine)","BARRILETE",1160537,5667211
2006,"Farfantepenaeus","Shrimps, prawns","CAMARON",14371.4,485730
2006,"Galeocerdo","Sharks","TIBURON",22.5,75
2006,"Gelidium","Marine algae","ALGAS",356730,410366
2006,"Gerres","Demersal marine fishes","BANDERA",104148.9,642689
2006,"Ginglymostoma","Sharks","TIBURON",1730.1,7369
2006,"Haemulon","Demersal marine fishes","OTRAS",348465.7,2275048
2006,"Haemulopsis","Demersal marine fishes","RONCO",95207.8,622652.5
2006,"Haliotis","Molluscs excl. Cephalopods","ABULON",545.32,56225
2006,"Hoplopagrus","Demersal marine fishes","PARGO",64582.1,1216955
2006,"Hypanus","Demersal marine fishes","RAYA Y SIMILARES",802698.1,6875569.5
2006,"Hyporthodus","Demersal marine fishes","MERO",329507.8,7546035
2006,"Istiophorus","Pelagic marine fish (excl. anchovy & sardine)","OTRAS",19468,119163
2006,"Isurus","Sharks","TIBURON",2536.25,20290
2006,"Katsuwonus","Pelagic marine fish (excl. anchovy & sardine)","BARRILETE",14259733,75811107
2006,"Lamna","Sharks","TIBURON",1868.2,33485
2006,"Litopenaeus","Shrimps, prawns","CAMARON",71101.6,4186610
2006,"Lobatus","Molluscs excl. Cephalopods","CARACOL",212,3295
2006,"Lutjanus","Demersal marine fishes","GUACHINANGO",2799851.15,70193186.5
2006,"Megapitaria","Molluscs excl. Cephalopods","ALMEJA",604381,2815092
2006,"Megastraea","Molluscs excl. Cephalopods","CARACOL",116742,282126
2006,"Menticirrhus","Demersal marine fishes","BERRUGATA",25740.4,174283
2006,"Merluccius","Demersal marine fishes","OTRAS",1886785.5,11918724
2006,"Mesocentrotus","Echinoderms","ERIZO",4207,95485
2006,"Microlepidotus","Demersal marine fishes","OTRAS",96718,139058
2006,"Micropogonias","Demersal marine fishes","BERRUGATA",2581209.9,17201990.49
2006,"Mobula","Demersal marine fishes","RAYA Y SIMILARES",800477.65,5350766
2006,"Mugil","Demersal marine fishes","LISA",2269763,12785422
2006,"Mustelus","Sharks","TIBURON",31392.5,277992
2006,"Mycteroperca","Demersal marine fishes","CABRILLA",344973.05,7079371
2006,"Nematistius","Demersal marine fishes","OTRAS",123,1692
2006,"Nicholsina","Demersal marine fishes","OTRAS",415,6670
2006,"Oligoplites","Pelagic marine fish (excl. anchovy & sardine)","OTRAS",50,300
2006,"Opisthonema","Anchovy & Sardine (small pelagics)","SARDINA",145811011.68,634368171
2006,"Orthopristis","Demersal marine fishes","OTRAS",22996,142144
2006,"Panulirus","Crustaceans","LANGOSTA",149144.5,11024502
2006,"Paralabrax","Demersal marine fishes","OTRAS",481420.4,3807606
2006,"Paranthias","Demersal marine fishes","OTRAS",770,13140
2006,"Parapsettus","Demersal marine fishes","OTRAS",9732,50160
2006,"Penaeus","Shrimps, prawns","CAMARON",13160290.256,692401317.4
2006,"Prionace","Sharks","TIBURON",36507.45,302801
2006,"Pseudobatos","Demersal marine fishes","RAYA Y SIMILARES",906098.7,10086680.5
2006,"Pseudupeneus","Demersal marine fishes","OTRAS",611,17985
2006,"Rimapenaeus","Shrimps, prawns","CAMARON",66733.2,925900
2006,"Sarda","Pelagic marine fish (excl. anchovy & sardine)","BONITO",2100202.75,10623306
2006,"Sardinops","Anchovy & Sardine (small pelagics)","SARDINA",167182081.44,232931212
2006,"Scomber","Pelagic marine fish (excl. anchovy & sardine)","MACARELA",13719551.88,314688099
2006,"Scomberomorus","Pelagic marine fish (excl. anchovy & sardine)","SIERRA",4661444.77,42702216.18
2006,"Scorpaena","Demersal marine fishes","OTRAS",15617,110043
2006,"Selene","Pelagic marine fish (excl. anchovy & sardine)","OTRAS",289020.2,1272434
2006,"Seriola","Pelagic marine fish (excl. anchovy & sardine)","ESMEDREGAL",466264,4668815
2006,"Sicyonia","Shrimps, prawns","CAMARON",164721.4,1925731
2006,"Sphoeroides","Demersal marine fishes","OTRAS",263808,5548322
2006,"Sphyraena","Pelagic marine fish (excl. anchovy & sardine)","OTRAS",88,880
2006,"Sphyrna","Sharks","TIBURON",1377.75,8920
2006,"Squatina","Sharks","TIBURON",455775.95,5265511.5
2006,"Stereolepis","Demersal marine fishes","OTRAS",2073.9,11148
2006,"Strongylocentrotus","Echinoderms","ERIZO",1560,14040
2006,"Synodus","Demersal marine fishes","OTRAS",24466,159941
2006,"Thunnus","Pelagic marine fish (excl. anchovy & sardine)","ATUN",46834600.3,290016885
2006,"Trachinotus","Pelagic marine fish (excl. anchovy & sardine)","PAMPANO",122675.3,771114
2006,"Xiphias","Pelagic marine fish (excl. anchovy & sardine)","OTRAS",135875.5,3642672
2007,"Ablennes","Pelagic marine fish (excl. anchovy & sardine)","OTRAS",912.2,10350
2007,"Acanthurus","Demersal marine fishes","OTRAS",3311,67204
2007,"Aetobatus","Demersal marine fishes","RAYA Y SIMILARES",19883,94580
2007,"Alopias","Sharks","TIBURON",6567,58422
2007,"Anisotremus","Demersal marine fishes","OTRAS",35529.3,487274
2007,"Anoplopoma","Demersal marine fishes","OTRAS",1400.5,43350
2007,"Argopecten","Molluscs excl. Cephalopods","ALMEJA",23730,89130
2007,"Ariopsis","Demersal marine fishes","BAGRE",6861,89144
2007,"Balistes","Demersal marine fishes","OTRAS",1459820.85,15564180
2007,"Brotula","Demersal marine fishes","LENGUADO",357262.1,4616968.5
2007,"Calamus","Demersal marine fishes","MOJARRA",19220,108830
2007,"Caranx","Pelagic marine fish (excl. anchovy & sardine)","OTRAS",59347.5,2888389
2007,"Carcharhinus","Sharks","TIBURON",163828.35,1304875
2007,"Caulolatilus","Demersal marine fishes","PIERNA",591143.6,3854659
2007,"Centropomus","Demersal marine fishes","ROBALO",627679.85,15253830.5
2007,"Cetengraulis","Anchovy & Sardine (small pelagics)","SARDINA",23887170.08,17376488
2007,"Chanos","Diadromous fishes","OTRAS",289064,1023732.5
2007,"Coryphaena","Pelagic marine fish (excl. anchovy & sardine)","OTRAS",194105.6,3003581
2007,"Cynoscion","Demersal marine fishes","CORVINA",5146801.2,54729548.71
2007,"Diapterus","Demersal marine fishes","MOJARRA",1439,12745
2007,"Diplectrum","Demersal marine fishes","OTRAS",13251.7,306221.5
2007,"Dosidicus","Cephalopods","CALAMAR",26147497.15,41772576.8
2007,"Dosinia","Molluscs excl. Cephalopods","ALMEJA",1072943,3779777
2007,"Epinephelus","Demersal marine fishes","MERO",12797.25,331605
2007,"Especies","Echinoderms","PEPINO DE MAR",4476,67990
2007,"Etrumeus","Anchovy & Sardine (small pelagics)","SARDINA",3544261.68,2876898
2007,"Eucinostomus","Demersal marine fishes","MOJARRA",77807,563881
2007,"Eugerres","Demersal marine fishes","MOJARRA",10549,98344
2007,"Euthynnus","Pelagic marine fish (excl. anchovy & sardine)","BARRILETE",1061638,5376677
2007,"Farfantepenaeus","Shrimps, prawns","CAMARON",42457.4,1608080
2007,"Galeocerdo","Sharks","TIBURON",1306.7,7785
2007,"Gelidium","Marine algae","ALGAS",267265,356150
2007,"Gerres","Demersal marine fishes","BANDERA",145033.9,889839
2007,"Ginglymostoma","Sharks","TIBURON",7285.5,30234.5
2007,"Haemulon","Demersal marine fishes","OTRAS",419788.5,2695923
2007,"Haemulopsis","Demersal marine fishes","RONCO",157083.7,878054.5
2007,"Haliotis","Molluscs excl. Cephalopods","ABULON",50929.32,5531868
2007,"Hoplopagrus","Demersal marine fishes","PARGO",85301.7,1781918
2007,"Hypanus","Demersal marine fishes","RAYA Y SIMILARES",809487.9,6842281
2007,"Hyporthodus","Demersal marine fishes","MERO",386730.4,8845270.5
2007,"Istiophorus","Pelagic marine fish (excl. anchovy & sardine)","OTRAS",26360.2,193158
2007,"Isurus","Sharks","TIBURON",5160.85,33478
2007,"Katsuwonus","Pelagic marine fish (excl. anchovy & sardine)","BARRILETE",17636828.1,95607809
2007,"Lamna","Sharks","TIBURON",965.9,19611
2007,"Litopenaeus","Shrimps, prawns","CAMARON",50130.4,3277148
2007,"Lobatus","Molluscs excl. Cephalopods","CARACOL",3646,21434
2007,"Lutjanus","Demersal marine fishes","GUACHINANGO",2620883.35,67596930.14
2007,"Megapitaria","Molluscs excl. Cephalopods","ALMEJA",457838,2028616
2007,"Megastraea","Molluscs excl. Cephalopods","CARACOL",156632,339640
2007,"Menticirrhus","Demersal marine fishes","BERRUGATA",45447.5,214869
2007,"Merluccius","Demersal marine fishes","OTRAS",1050430.2,8605374
2007,"Mesocentrotus","Echinoderms","ERIZO",8326,129334
2007,"Microlepidotus","Demersal marine fishes","OTRAS",701203,725580
2007,"Micropogonias","Demersal marine fishes","BERRUGATA",2598980.4,15201795.26
2007,"Mobula","Demersal marine fishes","RAYA Y SIMILARES",1254405.4,12323114.5
2007,"Mugil","Demersal marine fishes","LISA",1363720,8916939.84
2007,"Mustelus","Sharks","TIBURON",12131.15,169157
2007,"Mycteroperca","Demersal marine fishes","CABRILLA",439438.1,8711538
2007,"Nasolamia","Sharks","TIBURON",775.25,13050
2007,"Nematistius","Demersal marine fishes","OTRAS",650,3751
2007,"Nicholsina","Demersal marine fishes","OTRAS",236.5,3240
2007,"Oligoplites","Pelagic marine fish (excl. anchovy & sardine)","OTRAS",463,1795
2007,"Opisthonema","Anchovy & Sardine (small pelagics)","SARDINA",192327522.08,827091400
2007,"Orthopristis","Demersal marine fishes","OTRAS",29559,177651.5
2007,"Panulirus","Crustaceans","LANGOSTA",145990,13784068
2007,"Paralabrax","Demersal marine fishes","OTRAS",706184.3,5317989.5
2007,"Parapsettus","Demersal marine fishes","OTRAS",841,4439
2007,"Penaeus","Shrimps, prawns","CAMARON",11383682.21,609853341.678
2007,"Prionace","Sharks","TIBURON",387184.75,3504254
2007,"Pseudobatos","Demersal marine fishes","RAYA Y SIMILARES",1009384.85,15674679
2007,"Pseudupeneus","Demersal marine fishes","OTRAS",1832,53393
2007,"Rimapenaeus","Shrimps, prawns","CAMARON",502968.8,16837163
2007,"Sarda","Pelagic marine fish (excl. anchovy & sardine)","BONITO",9562481,45900328
2007,"Sardinops","Anchovy & Sardine (small pelagics)","SARDINA",289653585.72,281600799
2007,"Scomber","Pelagic marine fish (excl. anchovy & sardine)","MACARELA",7614943.2,10423469
2007,"Scomberomorus","Pelagic marine fish (excl. anchovy & sardine)","SIERRA",5010155.68,57057116.64
2007,"Scorpaena","Demersal marine fishes","OTRAS",24171.7,160741.5
2007,"Selene","Pelagic marine fish (excl. anchovy & sardine)","OTRAS",374432.9,1616745
2007,"Seriola","Pelagic marine fish (excl. anchovy & sardine)","ESMEDREGAL",432412.8,4688338.5
2007,"Sicyonia","Shrimps, prawns","CAMARON",28101.2,1289404
2007,"Sphoeroides","Demersal marine fishes","OTRAS",350533.375,7175322.5
2007,"Sphyrna","Sharks","TIBURON",43663.45,392881
2007,"Squatina","Sharks","TIBURON",1727954.6,26682724
2007,"Stereolepis","Demersal marine fishes","OTRAS",334.6,7765
2007,"Strongylocentrotus","Echinoderms","ERIZO",150,1050
2007,"Synodus","Demersal marine fishes","OTRAS",18013,97220
2007,"Thunnus","Pelagic marine fish (excl. anchovy & sardine)","ATUN",48052976.4,3776962545
2007,"Trachinotus","Pelagic marine fish (excl. anchovy & sardine)","PAMPANO",144015.4,1000550
2007,"Xiphias","Pelagic marine fish (excl. anchovy & sardine)","OTRAS",143006,2807295
2008,"Ablennes","Pelagic marine fish (excl. anchovy & sardine)","OTRAS",736.25,10718
2008,"Acanthurus","Demersal marine fishes","OTRAS",1731,38503
2008,"Aetobatus","Demersal marine fishes","RAYA Y SIMILARES",7152.9,30555
2008,"Alopias","Sharks","TIBURON",3589,30942
2008,"Anisotremus","Demersal marine fishes","OTRAS",96248.8,961753
2008,"Anoplopoma","Demersal marine fishes","OTRAS",4936.8,87314
2008,"Argopecten","Molluscs excl. Cephalopods","ALMEJA",71720,327320
2008,"Ariopsis","Demersal marine fishes","BAGRE",12162,113591
2008,"Balistes","Demersal marine fishes","OTRAS",1124303.9,11567418
2008,"Brotula","Demersal marine fishes","LENGUADO",915054.2,12828775
2008,"Calamus","Demersal marine fishes","MOJARRA",16557,98755
2008,"Caranx","Pelagic marine fish (excl. anchovy & sardine)","OTRAS",67103.7,4203856
2008,"Carcharhinus","Sharks","TIBURON",256613.7,1721265
2008,"Caulolatilus","Demersal marine fishes","PIERNA",847154.8,5465659
2008,"Centropomus","Demersal marine fishes","ROBALO",657567.74,15413188
2008,"Cetengraulis","Anchovy & Sardine (small pelagics)","SARDINA",31977699.12,22066707
2008,"Chanos","Diadromous fishes","OTRAS",52404,234602
2008,"Coryphaena","Pelagic marine fish (excl. anchovy & sardine)","OTRAS",175890.55,2532838
2008,"Cynoscion","Demersal marine fishes","CORVINA",5576008.25,53137722
2008,"Diapterus","Demersal marine fishes","MOJARRA",9699,70285
2008,"Diplectrum","Demersal marine fishes","OTRAS",20460.5,474158
2008,"Dosidicus","Cephalopods","CALAMAR",47596611.75,71773807
2008,"Dosinia","Molluscs excl. Cephalopods","ALMEJA",1584959,9978688
2008,"Epinephelus","Demersal marine fishes","MERO",11636,306766
2008,"Especies","Echinoderms","PEPINO DE MAR",24091,240910
2008,"Etrumeus","Anchovy & Sardine (small pelagics)","SARDINA",958452.32,826252
2008,"Eucinostomus","Demersal marine fishes","MOJARRA",120799,987051
2008,"Eugerres","Demersal marine fishes","MOJARRA",26686,118787
2008,"Euthynnus","Pelagic marine fish (excl. anchovy & sardine)","BARRILETE",3262913,20170264
2008,"Farfantepenaeus","Shrimps, prawns","CAMARON",32230.6,1061730
2008,"Galeocerdo","Sharks","TIBURON",410,1540
2008,"Gelidium","Marine algae","ALGAS",174748,225184
2008,"Gerres","Demersal marine fishes","BANDERA",122682.9,836668
2008,"Ginglymostoma","Sharks","TIBURON",3339.6,14209
2008,"Haemulon","Demersal marine fishes","OTRAS",529073.4,3187413
2008,"Haemulopsis","Demersal marine fishes","RONCO",112540.4,765394
2008,"Haliotis","Molluscs excl. Cephalopods","ABULON",17922.24,1641130
