common_name,species,species_synonym
Arenque se,Clupea harengus,Clupea harengus norvegivus
Arenque se,Clupea harengus,Clupea harengus scandicus
Arenque se,Clupea harengus,Clupea harengus scoticus
Arenque se,Clupea harengus,Clupea harengus septemtrionalis
Arenque se,Clupea harengus,Clupea islandicus
Arenque se,Clupea harengus,Clupea islandicus
Arenque se,Clupea harengus,Clupea leachii 
Arenque se,Clupea harengus,Clupea minima
Arenque se,Clupea harengus,Clupea norvegivus 
Arenque se,Clupea harengus,Clupea scandicus 
Arenque se,Clupea harengus,Clupea scoticus
Arenque se,Clupea harengus,Clupea septemtrionalis
Arenque se,Clupea harengus,Cyprinus esca 
Arenque se,Clupea harengus,Rogenia alba
Arepa,Achirus lineatus,Pleuronectes nigricans
Arepa,Achirus lineatus,Pleuronectes lineatus 
Arepa,Citharichthys spilopterus ,Citarichthys spilopterus
Arepa,Cyclopsetta fimbriata,Hemirhombus fimbriatus 
Arepa,Ancylopsetta cycloidea,NA  
Arepa,Ancylopsetta kumperae,NA  
Armado,Orthopristis chrisopterus,Orthopristis chrysoptera
Armado,Orthopristis chrisopterus,Perca chrysoptera 
Armado,Orthopristis chrisopterus,Labrus fulvomaculatus
Armado,Orthopristis chrisopterus,Pristipoma fasciatum
Armado,Orthopristis chrisopterus,Pristipoma fulvomaculatum
Armado,Orthopristis chrisopterus,Orthopristis duplex
Armado,Orthopristis chrisopterus,Orthopristis fulvomaculatus
Armado,Orthopristis chrisopterus,Orthopristis chrysopterus 
Armado,Orthopristis chrisopterus,Pomadasys fulvomaculatus
Arpon,Mobula japanica ,Cephaloptera japanica
Arpon,Mobula japanica ,Mobula japonica
Arpon,Synodus scituliceps,NA
Arrayado,Haemulon parrai,Haemulon parra
Arrayado,Haemulon parrai,Diabasis parra 
Atun aleta amarilla,Thunnus albacares,Germo albacares 
Atun aleta amarilla,Thunnus albacares,Germo albacora 
Atun aleta amarilla,Thunnus albacares,Germo allisoni 
Atun aleta amarilla,Thunnus albacares,Germo argentivittatus 
Atun aleta amarilla,Thunnus albacares,Germo itosibi 
Atun aleta amarilla,Thunnus albacares,Germo macropterus 
Atun aleta amarilla,Thunnus albacares,Kishincella zacalles 
Atun aleta amarilla,Thunnus albacares,Kishinoella zacalles 
Atun aleta amarilla,Thunnus albacares,Neothunnus albacares 
Atun aleta amarilla,Thunnus albacares,Neothunnus albacora 
Atun aleta amarilla,Thunnus albacares,Neothunnus albacora 
Atun aleta amarilla,Thunnus albacares,Neothunnus albacora 
Atun aleta amarilla,Thunnus albacares,Neothunnus albacora 
Atun aleta amarilla,Thunnus albacares,Neothunnus albacores 
Atun aleta amarilla,Thunnus albacares,Neothunnus allisoni 
Atun aleta amarilla,Thunnus albacares,Neothunnus argentivittatus 
Atun aleta amarilla,Thunnus albacares,Neothunnus brevipinna 
Atun aleta amarilla,Thunnus albacares,Neothunnus catalinae 
Atun aleta amarilla,Thunnus albacares,Neothunnus itosibi 
Atun aleta amarilla,Thunnus albacares,Neothunnus macropterus 
Atun aleta amarilla,Thunnus albacares,Neothunnus macropterus 
Atun aleta amarilla,Thunnus albacares,Neothunnus macropterus macropterus
Atun aleta amarilla,Thunnus albacares,Orcynus albacora 
Atun aleta amarilla,Thunnus albacares,Orcynus macropterus 
Atun aleta amarilla,Thunnus albacares,Orcynus subulatus 
Atun aleta amarilla,Thunnus albacares,Scomber albacares 
Atun aleta amarilla,Thunnus albacares,Scomber albacorus 
Atun aleta amarilla,Thunnus albacares,Scomber sloanei 
Atun aleta amarilla,Thunnus albacares,Semathunnus guildi 
Atun aleta amarilla,Thunnus albacares,Semathunnus itosibi 
Atun aleta amarilla,Thunnus albacares,Thunnus abacares 
Atun aleta amarilla,Thunnus albacares,Thunnus albacares macropterus
Atun aleta amarilla,Thunnus albacares,Thunnus albacarres 
Atun aleta amarilla,Thunnus albacares,Thunnus albacora 
Atun aleta amarilla,Thunnus albacares,Thunnus albacarres 
Atun aleta amarilla,Thunnus albacares,Thunnus albacores 
Atun aleta amarilla,Thunnus albacares,Thunnus allisoni 
Atun aleta amarilla,Thunnus albacares,Thunnus argentivittatus 
Atun aleta amarilla,Thunnus albacares,Thunnus catalinae 
Atun aleta amarilla,Thunnus albacares,Thunnus itosibi 
Atun aleta amarilla,Thunnus albacares,Thunnus macropterus 
Atun aleta amarilla,Thunnus albacares,Thunnus zacalles 
Atun aleta amarilla,Thunnus albacares,Thunus albacares 
Atun aleta amarilla,Thunnus albacares,Thynnus albacora 
Atun aleta amarilla,Thunnus albacares,Thynnus argentivittatus 
Atun aleta amarilla,Thunnus albacares,Thynnus macropterus 
Atun aleta azul,Thunnus orientalis,Orcynus schlegelii 
Atun aleta azul,Thunnus orientalis,Thunnus saliens 
Atun aleta azul,Thunnus orientalis,Thunnus schlegelii 
Atun aleta azul,Thunnus orientalis,Thunnus thynnus 
Atun aleta azul,Thunnus orientalis,Thunnus thynnus orientalis
Atun aleta azul,Thunnus orientalis,Thynnus orientalis 
Atun azul,Thunnus orientalis ,Orcynus schlegelii 
Atun azul,Thunnus orientalis ,Thynnus orientalis
Atun azul,Thunnus orientalis ,Thunnus saliens 
Atun azul,Thunnus orientalis ,Thunnus schlegelii 
Atun azul,Thunnus orientalis ,Thunnus thynnus orientalis 
Atun azul,Thunnus orientalis ,Thunnus thynnus 
Atun ojo grande,Thunnus obesus,Thunnus mebachi 
Atun ojo grande,Thunnus obesus,Thynnus obesus 
Atun ojo grande,Thunnus obesus,Thynnus sibi 
Atun patudo,Euthynnus lineatus,Euthynnus lineatus 
Atun se,Thunnus obesus,Germo obesus 
Atun se,Thunnus obesus,Germo sibi 
Atun se,Thunnus obesus,Neothunnus obesus 
Atun se,Thunnus obesus,Orcynus sibi 
Atun se,Thunnus obesus,Parathunnus mebachi 
Atun se,Thunnus obesus,Parathunnus obesus 
Atun se,Thunnus obesus,Parathunnus obesus mebachi
Atun se,Thunnus obesus,Parathunnus sibi 
Atun se,Thunnus obesus,Thunnus abesus 
Atun se,Thunnus obesus,Thunnus atlanticus 
Atun se,Thunnus obesus,Thunnus mebachi 
Atun se,Thunnus obesus,Thunnus obesus mebachi
Atun se,Thunnus obesus,Thunnus obesus sibi
Atun se,Thunnus obesus,Thunnus sibi 
Atun se,Thunnus obesus,Thunus obesus 
Atun se,Thunnus obesus,Thynnus obesus 
Atun se,Thunnus obesus,Thynnus sibi 
Atun se,Thunnus albacares,Germo albacares 
Atun se,Thunnus albacares,Germo albacora 
Atun se,Thunnus albacares,Germo allisoni 
Atun se,Thunnus albacares,Germo argentivittatus 
Atun se,Thunnus albacares,Germo itosibi 
Atun se,Thunnus albacares,Germo macropterus 
Atun se,Thunnus albacares,Kishincella zacalles 
Atun se,Thunnus albacares,Kishinoella zacalles 
Atun se,Thunnus albacares,Neothunnus albacares 
Atun se,Thunnus albacares,Neothunnus albacora 
Atun se,Thunnus albacares,Neothunnus albacora 
Atun se,Thunnus albacares,Neothunnus albacora 
Atun se,Thunnus albacares,Neothunnus albacora macropterus
Atun se,Thunnus albacares,Neothunnus albacores 
Atun se,Thunnus albacares,Neothunnus allisoni 
Atun se,Thunnus albacares,Neothunnus argentivittatus 
Atun se,Thunnus albacares,Neothunnus brevipinna 
Atun se,Thunnus albacares,Neothunnus catalinae 
Atun se,Thunnus albacares,Neothunnus itosibi 
Atun se,Thunnus albacares,Neothunnus macropterus 
Atun se,Thunnus albacares,Neothunnus macropterus itosibi
Atun se,Thunnus albacares,Neothunnus macropterus macropterus
Atun se,Thunnus albacares,Orcynus albacora 
Atun se,Thunnus albacares,Orcynus macropterus 
Atun se,Thunnus albacares,Orcynus subulatus 
Atun se,Thunnus albacares,Scomber albacares 
Atun se,Thunnus albacares,Scomber albacorus 
Atun se,Thunnus albacares,Scomber sloanei 
Atun se,Thunnus albacares,Semathunnus guildi 
Atun se,Thunnus albacares,Semathunnus itosibi 
Atun se,Thunnus albacares,Thunnus abacares 
Atun se,Thunnus albacares,Thunnus albacares macropterus
Atun se,Thunnus albacares,Thunnus albacarres 
Atun se,Thunnus albacares,Thunnus albacora 
Atun se,Thunnus albacares,Thunnus albacarres 
Atun se,Thunnus albacares,Thunnus albacores 
Atun se,Thunnus albacares,Thunnus allisoni 
Atun se,Thunnus albacares,Thunnus argentivittatus 
Atun se,Thunnus albacares,Thunnus catalinae 
Atun se,Thunnus albacares,Thunnus itosibi 
Atun se,Thunnus albacares,Thunnus macropterus 
Atun se,Thunnus albacares,Thunnus zacalles 
Atun se,Thunnus albacares,Thunus albacares 
Atun se,Thunnus albacares,Thynnus albacora 
Atun se,Thunnus albacares,Thynnus argentivittatus 
Atun se,Thunnus albacares,Thynnus macropterus 
Atun se,Thunnus orientalis,Orcynus schlegelii 
Atun se,Thunnus orientalis,Thunnus saliens 
Atun se,Thunnus orientalis,Thunnus schlegelii 
Atun se,Thunnus orientalis,Thunnus thynnus 
Atun se,Thunnus orientalis,Thunnus thynnus orientalis
Atun se,Thunnus orientalis,Thynnus orientalis 
Bacalao,Rachycentrum canadum,Elacate nigra
Bacalao,Rachycentrum canadum,Elacate pondiceriana
Bacalao,Rachycentrum canadum,Elacate motta
Bacalao,Rachycentrum canadum,Rachycentrum canadum 
Bacalao,Rachycentrum canadum,Meladerma nigerrima 
Bacalao,Rachycentrum canadum,Elacate canada
Bacalao,Rachycentrum canadum,Elacate atlantica
Bacalao,Rachycentrum canadum,Rachycentron canadus
Bacalao,Rachycentrum canadum,Elacate malabarica
Bacalao,Rachycentrum canadum,Thynnus canadensis
Bacalao,Rachycentrum canadum,Centronotus gardenii 
Bacalao,Rachycentrum canadum,Naucrates niger 
Bacalao,Rachycentrum canadum,Scomber niger
Bacalao,Rachycentrum canadum,Rachycentron typus 
Bacalao,Rachycentrum canadum,Rachicentron canadum
Bacalao,Rachycentrum canadum,Elacate falcipinnis
Bacalao,Rachycentrum canadum,Gasterosteus canadus
Bacalao,Rachycentrum canadum,Elacate bivittata 
Bacalao,Rachycentrum canadum,Centronotus spinosus 
Bacalao,Rachycentrum canadum,Rachycentrodon canadum
Bacalao,Rachycentrum canadum,Apolectus niger
Bacalao negro,Anoplopoma fimbria,Anoplopoma merlangus 
Bacalao negro,Anoplopoma fimbria,Scombrocottus salmoneus 
Bacalao negro,Anoplopoma fimbria,Gadus fimbria 
Bacalao negro,Anoplopoma fimbria,Anoplopoma merlangus 
Bacalao negro,Anoplopoma fimbria,Scombrocottus salmoneus 
Bacalao negro,Anoplopoma fimbria,Gadus fimbria 
Bacalao se,Rachycentron canadus,NA
Bacalao se,Rachycentrum canadum,Elacate nigra
Bacalao se,Rachycentrum canadum,Elacate pondiceriana
Bacalao se,Rachycentrum canadum,Elacate motta
Bacalao se,Rachycentrum canadum,Rachycentrum canadum 
Bacalao se,Rachycentrum canadum,Meladerma nigerrima 
Bacalao se,Rachycentrum canadum,Elacate canada
Bacalao se,Rachycentrum canadum,Elacate atlantica
Bacalao se,Rachycentrum canadum,Rachycentron canadus
Bacalao se,Rachycentrum canadum,Elacate malabarica
Bacalao se,Rachycentrum canadum,Thynnus canadensis
Bacalao se,Rachycentrum canadum,Centronotus gardenii 
Bacalao se,Rachycentrum canadum,Naucrates niger 
Bacalao se,Rachycentrum canadum,Scomber niger
Bacalao se,Rachycentrum canadum,Rachycentron typus 
Bacalao se,Rachycentrum canadum,Rachicentron canadum
Bacalao se,Rachycentrum canadum,Elacate falcipinnis
Bacalao se,Rachycentrum canadum,Gasterosteus canadus
Bacalao se,Rachycentrum canadum,Elacate bivittata 
Bacalao se,Rachycentrum canadum,Centronotus spinosus 
Bacalao se,Rachycentrum canadum,Rachycentrodon canadum
Bacalao se,Rachycentrum canadum,Apolectus niger
Bacalao se,Anoplopoma fimbria,Anoplopoma merlangus 
Bacalao se,Anoplopoma fimbria,Scombrocottus salmoneus 
Bacalao se,Anoplopoma fimbria,Gadus fimbria 
Bacalao se,Anoplopoma fimbria,Anoplopoma merlangus 
Bacalao se,Anoplopoma fimbria,Scombrocottus salmoneus 
Bacalao se,Anoplopoma fimbria,Gadus fimbria 
Bachis,NA,NA
BACIN,Micropterus cataractae,NA
Bacinico,NA,NA
Bacoco,Haemulon scudderii,Haemulon scudderi 
Bacoco,Anisotremus caesius,Pomadasys caesius 
Bacoco,Anisotremus dovii,Anisotremus dovii 
Bacoco,Anisotremus dovii,Pristipoma dovii 
Bacoco,Anisotremus dovii,Pomadasys dovii 
Bacoco,Anisotremus interruptus,Genytremus interruptus 
Bacoco,Anisotremus pacifici,Anisotremus pacifici 
Bacoco,Anisotremus pacifici,Conodon pacifici 
Bacoco,Anisotremus pacifici,Pomadasys pacifici 
Bacoco,Anisotremus taeniatus,Anisotremus taeniatus 
Bacoco,Haemulon scudderii,Haemulon scudderi 
Bacoco,Haemulon sexfasciatum,Haemulon sexfasciatum 
Bacoco,Haemulon sexfasciatum,Haemulon sexfasciatus 
Bagre azul,Ariopsis guatemalensis,Hexanematichthys guatemalensis 
Bagre azul,Ariopsis guatemalensis,Arius caerulescens 
Bagre azul,Ariopsis guatemalensis,Arius guatemalensis 
Bagre azul,Ariopsis guatemalensis,Hexanematichthys coerulescens 
Bagre azul,Ariopsis guatemalensis,Galeichthys coerulescens 
Bagre azul,Ariopsis guatemalensis,Galeichthys guatemalensis 
Bagre azul,Ariopsis guatemalensis,Tachisurus coerulescens 
Bagre azul,Ariopsis guatemalensis,Tachisurus guatemalensis 
Bagre azul,Ariopsis guatemalensis,Galeichthys azureus 
Bagre de canal,Ictalurus punctatus,Silurus punctatus 
Bagre de canal,Ictalurus punctatus,Ictalurus punctatus 
Bagre de gavia,Bagre pinnimaculatus,Aelurichthys pinnimaculatus 
Bagre de gavia,Bagre pinnimaculatus,ilurichthys eydouxii 
Bagre de gavia,Bagre pinnimaculatus,Galeichthys eydouxii 
Bagre de gavia,Bagre pinnimaculatus,Felichthys pinnimaculatus 
Bagre se,Notarius kessleri,Hexanematichthys kessleri 
Bagre se,Notarius kessleri,Ariopsis kessleri 
Bagre se,Notarius kessleri,Arius elatturus 
Bagre se,Notarius kessleri,Arius insculpta 
Bagre se,Notarius kessleri,Arius insculptus 
Bagre se,Notarius kessleri,Arius kessleri 
Bagre se,Notarius kessleri,Galeichthys kessleri 
Bagre se,Notarius kessleri,Galeichthys elatturus 
Bagre se,Notarius kessleri,Netuma insularum 
Bagre se,Notarius kessleri,Tachisurus elatturus 
Bagre se,Notarius kessleri,Galeichthys insculptus 
Bagre se,Notarius kessleri,Tachisurus insculptus 
Bagre se,Notarius kessleri,Netuma insculpta 
Bagre se,Notarius kessleri,Netuma kessleri 
Bagre se,Notarius kessleri,Netuma elattura 
Bagre se,Ariopsis guatemalensis,Hexanematichthys guatemalensis 
Bagre se,Ariopsis guatemalensis,Arius caerulescens 
Bagre se,Ariopsis guatemalensis,Arius guatemalensis 
Bagre se,Ariopsis guatemalensis,Hexanematichthys coerulescens 
Bagre se,Ariopsis guatemalensis,Galeichthys coerulescens 
Bagre se,Ariopsis guatemalensis,Galeichthys guatemalensis 
Bagre se,Ariopsis guatemalensis,Tachisurus coerulescens 
Bagre se,Ariopsis guatemalensis,Tachisurus guatemalensis 
Bagre se,Ariopsis guatemalensis,Galeichthys azureus 
Bagre se,Ictalurus punctatus,Silurus punctatus 
Bagre se,Ictalurus punctatus,Ictalurus punctatus 
Baina,NA,NA
Bala,Paranthias furcifer,Paranthias furcifer 
Bala,Paranthias furcifer,Anthias furcifer 
Bala,Paranthias furcifer,Serranus furcifer 
Bala,Paranthias furcifer,Corvina oxyptera 
Bala,Paranthias furcifer,Serranus castelnaui 
Bala,Paranthias furcifer,Centropristes nebulosus 
Bala,Paranthias furcifer,Serranus creolus 
Bala,Paranthias furcifer,Centropristis nebulosus 
Balao,Hemiramphus balao ,Hemiramphus vittatus
Balao,Hemiramphus balao ,Hemiramphus guineensis
Balao,Hemiramphus balao ,Hemirhamphus balao
Balao,Hemiramphus balao ,Hemiramphus pleii
Balao,Hemiramphus balao ,Hemirhamphus macrochirus
Balao,Hemiramphus balao ,Hemiramphus brasiliensis
Ballusa,NA,NA
Bandera se,Anisotremus taeniatus ,NA
Bandera,Anisotremus taeniatus ,NA
Banderilla,Epinephelus fasciatus,Epinephelus alexandrinus 
Banderilla,Epinephelus fasciatus,Serranus subfasciatus 
Banderilla,Epinephelus fasciatus,Epinephelus emoryi 
Banderilla,Epinephelus fasciatus,Epinephelus variolosus 
Banderilla,Epinephelus fasciatus,Holocentrus erythraeus 
Banderilla,Epinephelus fasciatus,Holocentrus oceanicus 
Banderilla,Epinephelus fasciatus,Epinephelus marginalis 
Banderilla,Epinephelus fasciatus,Holocentrus rosmarus 
Banderilla,Epinephelus fasciatus,Holocentrus marginatus 
Banderilla,Epinephelus fasciatus,Plectropoma fasciata 
Banderilla,Epinephelus fasciatus,Serranus tsirimenara 
Banderilla,Epinephelus fasciatus,Epinephalus fasciatus 
Banderilla,Epinephelus fasciatus,Perca fasciata 
Banderilla,Epinephelus fasciatus,Epinephelus tsirimenara 
Banderilla,Epinephelus fasciatus,Holocentrus forskael 
Banderilla,Epinephelus fasciatus,Serranus marginalis 
Banderilla,Epinephelus fasciatus,Serranus alexandrinus 
Banderilla,Epinephelus fasciatus,Epinephelus zapyrus 
Banderilla,Epinephelus fasciatus,Epinephalus alexandrinus 
Banderillero,Dentex gibbosus,Dentex filamentosus 
Banderillero,Dentex gibbosus,Cheimerius filosus 
Banderillero,Dentex gibbosus,Sparus gibbosus 
Banderillero,Dentex gibbosus,Dentex filosus 
Banderillero,Dentex gibbosus,Cheimerius filesus 
Baqueta,Hyporthodus acanthistius ,Epinephelus acanthistius 
Baqueta,Hyporthodus acanthistius  ,Cephalopholis popino 
Baqueta,Hyporthodus acanthistius  ,Cephalopholis acanthistius 
Baqueta,Hyporthodus acanthistius  ,Bodianus acanthistius 
Baqueta,Hyporthodus niphobles ,Epinephelus niphobles 
Baqueta,Hyporthodus niphobles ,Epinephelus peruanus 
Baqueta,Hyporthodus niphobles ,Epinephelus niveatus 
Barbero,Acanthurus bahianus,Acanthurus tractus
Barbero,Acanthurus bahianus,Acronurus nigriculus
Barbero,Acanthurus bahianus,Teuthis coeruleus
Barbero,Acanthurus bahianus,Teuthis tractus 
Barbero,Acanthurus bahianus,Teuthis bahianus
Barbero,Acanthurus bahianus,Hepatus bahianus
Barbero,Acanthurus bahianus,Acanthurus chirurgus
Barbero,Polydactylus approximans ,Polynemus californiensis
Barbero,Polydactylus approximans ,Polynemus approximans
Barbero,Acanthurus xanthopterus,Acanthurus crestonis
Barbero,Acanthurus xanthopterus,Acanthurus rasi
Barbero,Acanthurus xanthopterus,Acanthurus reticulatus
Barbero,Acanthurus xanthopterus,Acanthurus umbra
Barbero,Acanthurus xanthopterus,Hepatus bariene
Barbero,Acanthurus xanthopterus,Teuthis guentheri
Barbero,Acanthurus xanthopterus,Teuthis nigrofuscus
Barbero,Acanthurus xanthopterus,Hepatus crestonis
Barbero,Acanthurus xanthopterus,Hepatus guntheri
Barbero,Acanthurus xanthopterus,Hepatus xanthopterus
Barbero,Acanthurus xanthopterus,Teuthis mata 
Barbero,Acanthurus xanthopterus,Teuthis crestonis 
Barbero,Acanthurus xanthopterus,Teuthis güntheri 
Barbero,Acanthurus xanthopterus,Hepatus aquilinus
Barbero,Acanthurus xanthopterus,Rhombotides matoides
Barbero,Acanthurus xanthopterus,Teuthis xanthopterus
Barbero,Acanthurus xanthopterus,Acanthurus matoides 
Barbero,Acanthurus xanthopterus,Acanthurus fuliginosus
Barbero,Acanthurus xanthopterus,Hepatus elongatus
Barbero,Acanthurus xanthopterus,Teuthis guentheri
Barbero,Acanthurus xanthopterus,Acanthurus blochii 
Barbero,Acanthurus xanthopterus,Acanthurus grammoptilus 
Barbero,Chaetodipterus zonatus,Chaetodipterus zonatus 
Barbero,Chaetodipterus zonatus,Ephippus zonatus 
Barbero,Polydactylus approximans ,Polynemus californiensis 
Barbero,Polydactylus approximans ,Polynemus approximans
Barbilla,Polydactylus opercularis,Trichidion opercularis
Barbilla,Polydactylus opercularis,Polynemus melanopoma 
Barbilla,Polydactylus approximans,Polynemus californiensis
