region_id,year,pressure
1,2007,0.07564560188060206
1,2008,0.17052203256958554
1,2009,0.19230182828618905
1,2010,0.0962264345896671
1,2011,0.21589766755680734
1,2012,0.19230182828618905
1,2013,0.2549224424351721
1,2014,0.2137400848266584
1,2015,0.22010722465765872
1,2016,0.19230182828618905
1,2017,0.19230182828618905
1,2018,0.2028165599376045
1,2019,0.19230182828618905
1,2020,0.17686277015292803
1,2021,0.19580673898921092
1,2022,0.22301420398157532
1,2023,0.19230182828618905
1,2024,0.18930151419513655
1,2025,0.19230182828618905
2,2007,0.14104858609540033
2,2008,0.20250144951072724
2,2009,0.21601751610135314
2,2010,0.3715919076527135
2,2011,0.239665548169962
2,2012,0.2539840890285112
2,2013,0.3327032674330598
2,2014,0.22215822181464945
2,2015,0.24365831789210304
2,2016,0.24796140844168743
2,2017,0.2500964177874757
2,2018,0.28707969138114725
2,2019,0.23909218034444965
2,2020,0.1837494696392438
2,2021,0.10964925974788428
2,2022,0.08213974184432274
2,2023,0.07000811073739618
2,2024,0.14919463548353817
2,2025,0.18010751429807254
3,2007,0.11587135424654321
3,2008,0.06646828082458005
3,2009,0.10974749263682143
3,2010,0.07372602329994903
3,2011,0.17832996420340075
3,2012,0.20073131010894646
3,2013,0.08591589539008064
3,2014,0.12313681602647376
3,2015,0.06986668548967469
3,2016,0.03220850950419891
3,2017,0.12213455262154602
3,2018,0.07047061892332383
3,2019,0.06072785108347781
3,2020,0.035308885319082974
3,2021,0.018331587657140488
3,2022,0.013682626757936847
3,2023,0.0037168542451343337
3,2024,0
3,2025,0.0219660492768691
4,2007,0.027233462944135846
4,2008,0.03750025210938037
4,2009,0.02416936009468339
4,2010,0.02551628403762095
4,2011,0.02478302234283657
4,2012,0.017951359452033203
4,2013,0.032808068542783106
4,2014,0.031969484864221576
4,2015,0.01404163440384619
4,2016,0.017494658004469022
4,2017,0.028622480607395268
4,2018,0.016876969211136555
4,2019,0.014071244613917367
4,2020,0.01298791021729577
4,2021,0.023190107290912188
4,2022,0.010314766710344415
4,2023,0.015244665977025512
4,2024,0.010314766710344415
4,2025,0.01076501100212795
6,2007,0.15657352187090723
6,2008,0.1970219665389587
6,2009,0.29965995086956443
6,2010,0.20134807265782828
6,2011,0.16291709308066438
6,2012,0.407670982169927
6,2013,0.30410038015498125
6,2014,0.23189174659840112
6,2015,0.07440934775624573
6,2016,0.30677855118142877
6,2017,0.4801720122388656
6,2018,0.16897745154396449
6,2019,0.20518929927579044
6,2020,0.04164538327308285
6,2021,0.10377375484184875
6,2022,0.1900452980478849
6,2023,0.21741149473071983
6,2024,0.0016798668959751742
6,2025,0.10542734041175253
7,2007,0.19973831834697492
7,2008,0.21193546451050677
7,2009,0.18812577627817484
7,2010,0.21407942733975552
7,2011,0.23170464630397763
7,2012,0.2181191866372947
7,2013,0.19890890474051562
7,2014,0.21583498815724755
7,2015,0.21688270019675038
7,2016,0.24145023309379726
7,2017,0.18932635598153896
7,2018,0.19691692852164708
7,2019,0.19544539372410083
7,2020,0.19110642898158972
7,2021,0.17543264397848796
7,2022,0.01740244634407469
7,2023,0.16956157167024125
7,2024,0.16128169969750875
7,2025,0.1819433561871538
8,2007,0.5266629933860633
8,2008,0.28653122763295485
8,2009,0.4957564154486838
8,2010,0.3932092175436467
8,2011,0.37532507231624146
8,2012,0.45185980503847567
8,2013,0.31646368075907216
8,2014,0.31674904403909326
8,2015,0.40951619643987625
8,2016,0.5483099320236562
8,2017,0.4563124073923769
8,2018,0.4780132394869419
8,2019,0.4499874505682616
8,2020,0.35915904499613105
8,2021,0.4597996090769872
8,2022,0.3007358878332126
8,2023,0.198567556879776
8,2024,0.23756956756955647
8,2025,0.20518776527734572
9,2007,0.06568213813395449
9,2008,0.06568213813395449
9,2009,0
9,2010,0.06568213813395449
9,2011,0.06568213813395449
9,2012,0.06568213813395449
9,2013,0.0794510507721553
9,2014,0.19035007022351771
9,2015,0.06568213813395449
9,2016,0.06568213813395449
9,2017,0.06568213813395449
9,2018,0.05480097518732792
9,2019,0.06568213813395449
9,2020,0
9,2021,0
9,2022,0.06568213813395449
9,2023,0
9,2024,0.05480097518732792
9,2025,0.06568213813395449
