Country (Name),ASFIS species (Scientific name),FAO major fishing area (Name),Detailed production source (Name),Unit (Name),Unit,[1950],S,[1951],S,[1952],S,[1953],S,[1954],S,[1955],S,[1956],S,[1957],S,[1958],S,[1959],S,[1960],S,[1961],S,[1962],S,[1963],S,[1964],S,[1965],S,[1966],S,[1967],S,[1968],S,[1969],S,[1970],S,[1971],S,[1972],S,[1973],S,[1974],S,[1975],S,[1976],S,[1977],S,[1978],S,[1979],S,[1980],S,[1981],S,[1982],S,[1983],S,[1984],S,[1985],S,[1986],S,[1987],S,[1988],S,[1989],S,[1990],S,[1991],S,[1992],S,[1993],S,[1994],S,[1995],S,[1996],S,[1997],S,[1998],S,[1999],S,[2000],S,[2001],S,[2002],S,[2003],S,[2004],S,[2005],S,[2006],S,[2007],S,[2008],S,[2009],S,[2010],S,[2011],S,[2012],S,[2013],S,[2014],S,[2015],S,[2016],S,[2017],S,[2018],S,[2019],S,[2020],S,[2021],S,[2022],S,[2023],S,[2024],S
Mexico,EPHIPPIDAE,"Pacific, Eastern Central",Capture production,Tonnes - live weight,"TLW, Number",0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,118.37,,141.84,,29.36,,31.98,,212.14,,649.14,
Mexico,EPINEPHELIDAE,"Pacific, Eastern Central",Capture production,Tonnes - live weight,"TLW, Number",0,...,0,...,0,...,0,...,500,,600,,700,,700,,0,...,0,...,0,...,0,...,0,...,0,...,500,,600,,600,,700,,900,,800,,400,,600,,700,,600,,840,,1100,,325,,277,,354,,230,,821,,547,,445,,1347,,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,3619.64,,4004.45,,1996.93,,1974.37,,5489.72,,5455.84,
Mexico,ESCHRICHTIIDAE,"Pacific, Eastern Central",Capture production,Number,"TLW, Number",0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,,0,...,0,...,0,...
Mexico,FISTULARIIDAE,"Pacific, Eastern Central",Capture production,Tonnes - live weight,"TLW, Number",0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,667.3,,0,
Mexico,GALEOCERDONIDAE,"Pacific, Eastern Central",Capture production,Tonnes - live weight,"TLW, Number",0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,8,,11,,8,,16,,25,,13,,28,,15,,23.16,,19.64,,5.01,,9.84,,26.87,,74.36,
Mexico,GELIDIACEAE,"Pacific, Eastern Central",Capture production,Tonnes - live weight,"TLW, Number",0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,265.38,
Mexico,GERREIDAE,"Pacific, Eastern Central",Capture production,Tonnes - live weight,"TLW, Number",0,...,0,...,0,...,0,...,1200,,800,,1100,,1200,,1000,,1500,,500,,500,,1000,,1700,,1100,,1100,,1000,,1000,,1200,,1000,,1200,,1000,,3200,,1600,,1382,,1431,,7068,,7643,,10083,,4032,,14614,,35017,,39859,,2712,,3872,,6145,,3835,,4357,,6040,,4574,,4628,,4445,,4947,,4792,,4786,,7085,,6841,,3946,,1945,,2114,,1724,,1800,,1692,,1862,,2049,,953,,995,,818,,971,,1023,,1256,,1194,,546,,840,,877,,991,,952,,1100,,1066,,817.54,,540.94,,436.5,,695.45,,3690.25,,2688.34,
Mexico,GERREIDAE,"Pacific, Eastern Central",Aquaculture production (marine),Tonnes - live weight,"TLW, Number",0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,25.3,,21.96,,0,...,11.74,,0,...,0,...
Mexico,GERYONIDAE,"Pacific, Eastern Central",Capture production,Tonnes - live weight,"TLW, Number",0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,,0.06,,2.24,,10.21,,8.44,,2.14,
Mexico,GINGLYMOSTOMATIDAE,"Pacific, Eastern Central",Capture production,Tonnes - live weight,"TLW, Number",0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,2.25,,2.42,,1.25,,1.43,,0,...,0.03,
Mexico,HAEMULIDAE,"Pacific, Eastern Central",Capture production,Tonnes - live weight,"TLW, Number",0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,100,,100,,100,,100,,0,N,0,N,0,N,100,,100,,100,,70,,177,,188,,183,,184,,309,,195,,1739,,170,,247,,277,,315,,204,,267,,274,,251,,1275,,1322,,1135,,1108,,1169,,604,,484,,868,,1276,,375,,471,,506,,634,,227,,252,,2570,,2683,,3278,,2286,,2295,,2338,,1584,,1537,,2687,,3628,,4245,,4187,,4712,,4689,,3820.15,,3759.55,,2647.15,,2478.81,,4757.55,,3844.27,
Mexico,HAEMULIDAE,"Pacific, Eastern Central",Aquaculture production (brackishwater),Tonnes - live weight,"TLW, Number",0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,9.77,
Mexico,HALIOTIDAE,"Pacific, Eastern Central",Capture production,Tonnes - live weight,"TLW, Number",12600,,12700,,9900,,8000,,4600,,7000,,10400,,8100,,17200,,6700,,6000,,6400,,7100,,8300,,7600,,7800,,6700,,6400,,8200,,6900,,6700,,6400,,5400,,4700,,6062,,6407,,2709,,2539,,4550,,3723,,2794,,1770,,1528,E,1110,,1070,,1132,,1262,,1502,,1992,,2321,,3655,,2849,,3132,,2180,,1536,,1227,,1075,,924,,709,,574,,535,,482,,494,,386,,371,,622,,649,,687,,715,,743,,756,,424,,452,,411,,418,,601,,476,,667,,533,,189.41,,358.5,,236,,335.07,,452.56,,310.28,
Mexico,HALIOTIDAE,"Pacific, Eastern Central",Aquaculture production (marine),Tonnes - live weight,"TLW, Number",0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,N,1,,0,N,4,,2,,9,,16,,25,,25,,31,,42,,45,,23,,30.05,,47,,23,,40,,64,,67.91,,22.45,,20.42,,21.48,,25.89,,21.56,,94.78,,52.3,,44.95,,40.32,,38.08,,36.63,
Mexico,HEMIRAMPHIDAE,"Pacific, Eastern Central",Capture production,Tonnes - live weight,"TLW, Number",0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,64.65,,86.63,,77.85,,87.56,,2.8,,5.29,
Mexico,HIATELLIDAE,"Pacific, Eastern Central",Capture production,Tonnes - live weight,"TLW, Number",0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,2295.32,,2996.85,,2990.37,,2280.09,,2675.71,,2353.32,
Mexico,HIATELLIDAE,"Pacific, Eastern Central",Aquaculture production (marine),Tonnes - live weight,"TLW, Number",0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0.18,
Mexico,ICTALURIDAE,"Pacific, Eastern Central",Capture production,Tonnes - live weight,"TLW, Number",0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0.55,,0,,0,,0,,0,...,0,
Mexico,ISTIOPHORIDAE,"Pacific, Eastern Central",Capture production,Tonnes - live weight,"TLW, Number",0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,N,0,N,100,,0,N,13,,9,,0,,0,,0,N,22,,123,,1540,,1335,E,1053,,310,,183,,1879,,3641,,884,,619,,1600,,342,,315,,235,,87,,204,,553,,1391,,2375,,283,,242,,250,,196,,180,,154,,197,,206,,332,,307,,283,,347,,149,,536,,359,,554,,810,,756,,899,,847,,1375.35,,1431.75,,1545.08,,1585.07,,1365.42,,609.13,
Mexico,KYPHOSIDAE,"Pacific, Eastern Central",Capture production,Tonnes - live weight,"TLW, Number",0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,231.36,
Mexico,LABRIDAE,"Pacific, Eastern Central",Capture production,Tonnes - live weight,"TLW, Number",0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,273.03,,337.2,,254.38,,307.24,,328.16,,289.54,
Mexico,LAMNIDAE,"Pacific, Eastern Central",Capture production,Tonnes - live weight,"TLW, Number",0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,2192.44,,2016.74,,1698.23,,1699.91,,1434.7,,2478.21,
Mexico,LATILIDAE,"Pacific, Eastern Central",Capture production,Tonnes - live weight,"TLW, Number",0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,535,,622,,1073,,979,,927,,1170,,1284,,2244,,2343,,2524,,2336,,2148,,2259,,2186,,1784,,1688,,2222,,2569,,2717,,2852,,3043,,490.81,,553.38,,279.13,,313.75,,2135.12,,2160.41,
Mexico,LOBOTIDAE,"Pacific, Eastern Central",Capture production,Tonnes - live weight,"TLW, Number",0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,19.44,
Mexico,LOLIGINIDAE,"Pacific, Eastern Central",Capture production,Tonnes - live weight,"TLW, Number",0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,24,,25,,8,,3,,4,,35,,11,,23,,25229,,28935,,633,,929,,703,,1040,,133.13,,157.46,,833.38,,91.58,,1762.58,,3702.82,
Mexico,LUTJANIDAE,"Pacific, Eastern Central",Capture production,Tonnes - live weight,"TLW, Number",0,...,0,...,0,...,0,...,1200,,1300,,1600,,1300,,4600,,7000,,2000,,2000,,3000,,7300,,4300,,5500,,5200,,6400,,7700,,6500,,3100,,4300,,3400,,2900,,3154,,2827,,2679,,3338,,4174,,3843,,4922,,11950,,7318,,3567,,6104,,4146,,5685,,4688,,4463,,4598,,5541,,6251,,7062,,6256,,5726,,5070,,6380,,4277,,4568,,4110,,4855,,4969,,5270,,1835,,1669,,6729,,7027,,7858,,6294,,4284,,4336,,4097,,6036,,9624,,15708,,19729,,23265,,21900,,26058,,19497.57,,14599.09,,9838.93,,9973.8,,8548.46,,8469.38,
Mexico,LUTJANIDAE,"Pacific, Eastern Central",Aquaculture production (marine),Tonnes - live weight,"TLW, Number",0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,5,E,8,,8,E,3,,0,...,0,...,0,...,0,...,0,...,0,,0,,0,,121.49,,107.47,,86.4,,138.82,,153.6,,68.64,
Mexico,MACTRIDAE,"Pacific, Eastern Central",Capture production,Tonnes - live weight,"TLW, Number",0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,,0,,4.62,,2.4,,8.07,,8.3,
Mexico,MEGALOPIDAE,"Pacific, Eastern Central",Capture production,Tonnes - live weight,"TLW, Number",0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,566.07,,169.67,
Mexico,MERLUCCIIDAE,"Pacific, Eastern Central",Capture production,Tonnes - live weight,"TLW, Number",0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,N,0,N,13,,5,,11,,3,,3,,0,,0,,0,,0,,0,,0,,0,,59,,0,,0,,78,,60,,97,,100,,106,,17,,78,,116,,1089,,250,,111,,392,,852,,1194,,987,,1090,,1610,,1681,,1087,,1554,,1330,,1246,,2026,,2592,,8302,,10077,,7431,,11581,,8248,,12971,,2779.03,,5202.8,,7406.63,,18469.07,,19916.59,,27669.09,
Mexico,MOBULIDAE,"Pacific, Eastern Central",Capture production,Tonnes - live weight,"TLW, Number",0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,206.62,,32.66,,0.73,,1.22,,0,...,0,
Mexico,MOLIDAE,"Pacific, Eastern Central",Capture production,Tonnes - live weight,"TLW, Number",0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,21.55,
Mexico,MONACANTHIDAE,"Pacific, Eastern Central",Capture production,Tonnes - live weight,"TLW, Number",0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0.14,,0.1,,0,,0.13,,40.43,,50.02,
Mexico,MORONIDAE,"Pacific, Eastern Central",Capture production,Tonnes - live weight,"TLW, Number",0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,97.18,
Mexico,MORONIDAE,"Pacific, Eastern Central",Aquaculture production (marine),Tonnes - live weight,"TLW, Number",0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,200,E,200,E,1281.8,,1737.39,,1872.3,,1405.91,,0,...,0,...
Mexico,MUGILIDAE,"Pacific, Eastern Central",Capture production,Tonnes - live weight,"TLW, Number",0,...,0,...,0,...,0,...,3400,,2800,,3800,,3000,,2000,,3400,,4800,,4100,,3900,,3800,,2200,,2300,,4200,,4200,,4300,,4100,,4100,,3800,,3500,,4900,,3698,,4555,,3888,,4050,,5034,,5396,,5865,,16373,,9626,,94,,130,,187,,141,,6800,,5137,,4373,,4367,,4151,,3970,,4249,,3869,,4046,,3851,,3523,,3038,,3531,,3175,,3270,,4282,,2925,,3047,,4200,,4385,,4235,,3927,,3007,,2956,,3210,,3704,,5790,,7105,,8658,,10967,,9610,,12282,,9805.07,,7546.04,,5467.01,,5848.83,,6459.11,,5181.74,
Mexico,MUGILIDAE,"Pacific, Eastern Central",Aquaculture production (marine),Tonnes - live weight,"TLW, Number",0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,3,,0,N,0,N,0,N,0,N,0,N,1,,0,N,0,N,0,N,0,N,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,...,0,...,0,,0,,0,,0,,0,,0,...,0,...,0,...,0,...
Mexico,MUNIDIDAE,"Pacific, Eastern Central",Capture production,Tonnes - live weight,"TLW, Number",0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,,0,,0,,0.95,,3.4,,8.66,
