"year","OHI_Region_No","estimated_genus_name","Annual_Catch_kg","Avg_Catch_Ref2018.22","n_years_Ref2018.22","status","control","notes","Stock_Status"
2019,"region_7","nasolamia",1875,1875,1,"maximally harvested","no increase",NA,1
2023,"region_7","negaprion",1071,NA,0,"maximally harvested","no increase",NA,NA
2018,"region_7","panopea",58349,119691.8,5,"maximally harvested","no increase","Only in Baja California",1
2019,"region_7","panopea",22734,119691.8,5,"maximally harvested","no increase","Only in Baja California",1
2020,"region_7","panopea",363887,119691.8,5,"maximally harvested","no increase","Only in Baja California",0.328925737935128
2021,"region_7","panopea",52684,119691.8,5,"maximally harvested","no increase","Only in Baja California",1
2022,"region_7","panopea",100805,119691.8,5,"maximally harvested","no increase","Only in Baja California",1
2023,"region_7","panopea",34648,119691.8,5,"maximally harvested","no increase","Only in Baja California",1
2024,"region_7","panopea",258169.15,119691.8,5,"maximally harvested","no increase","Only in Baja California",0.463617748286346
2018,"region_7","panulirus",15780,6106.2,5,"development potential","increase",NA,1
2019,"region_7","panulirus",4234,6106.2,5,"development potential","increase",NA,1
2020,"region_7","panulirus",2300,6106.2,5,"development potential","increase",NA,1
2021,"region_7","panulirus",3741,6106.2,5,"development potential","increase",NA,1
2022,"region_7","panulirus",4476,6106.2,5,"development potential","increase",NA,1
2023,"region_7","panulirus",4533,6106.2,5,"development potential","increase",NA,1
2024,"region_7","panulirus",5470,6106.2,5,"development potential","increase",NA,1
2018,"region_7","paralabrax",54594.4,66455.94,5,NA,NA,NA,NA
2019,"region_7","paralabrax",54592.6,66455.94,5,NA,NA,NA,NA
2020,"region_7","paralabrax",68130.2,66455.94,5,NA,NA,NA,NA
2021,"region_7","paralabrax",80846.9,66455.94,5,NA,NA,NA,NA
2022,"region_7","paralabrax",74115.6,66455.94,5,NA,NA,NA,NA
2023,"region_7","paralabrax",44401,66455.94,5,NA,NA,NA,NA
2024,"region_7","paralabrax",73418.8,66455.94,5,NA,NA,NA,NA
2022,"region_7","prionace",2500,2500,1,"maximally harvested","no increase",NA,1
2023,"region_7","prionace",12830,2500,1,"maximally harvested","no increase",NA,0.19485580670304
2024,"region_7","prionace",73120,2500,1,"maximally harvested","no increase",NA,0.0341903719912473
2018,"region_7","rhizoprionodon",55058.35,126361.45,5,"maximally harvested","no increase",NA,1
2019,"region_7","rhizoprionodon",99961.5,126361.45,5,"maximally harvested","no increase",NA,1
2020,"region_7","rhizoprionodon",196288.9,126361.45,5,"maximally harvested","no increase",NA,0.643752397613925
2021,"region_7","rhizoprionodon",155896,126361.45,5,"maximally harvested","no increase",NA,0.81054966131267
2022,"region_7","rhizoprionodon",124602.5,126361.45,5,"maximally harvested","no increase",NA,1
2018,"region_7","scomberomorus",939651,837115.758,5,"maximally harvested","no increase",NA,0.89087944140963
2019,"region_7","scomberomorus",852219.9,837115.758,5,"maximally harvested","no increase",NA,1
2020,"region_7","scomberomorus",764243.3,837115.758,5,"maximally harvested","no increase",NA,1
2021,"region_7","scomberomorus",858756.09,837115.758,5,"maximally harvested","no increase",NA,1
2022,"region_7","scomberomorus",770708.5,837115.758,5,"maximally harvested","no increase",NA,1
2023,"region_7","scomberomorus",630927,837115.758,5,"maximally harvested","no increase",NA,1
2024,"region_7","scomberomorus",641536,837115.758,5,"maximally harvested","no increase",NA,1
2018,"region_7","sphoeroides",29495.5,49155.19,5,"maximally harvested","no increase","Seems they might lump these Botetes into one species?",1
2019,"region_7","sphoeroides",75964.5,49155.19,5,"maximally harvested","no increase","Seems they might lump these Botetes into one species?",0.647081070763317
2020,"region_7","sphoeroides",66739,49155.19,5,"maximally harvested","no increase","Seems they might lump these Botetes into one species?",0.736528716342768
2021,"region_7","sphoeroides",29246.85,49155.19,5,"maximally harvested","no increase","Seems they might lump these Botetes into one species?",1
2022,"region_7","sphoeroides",44330.1,49155.19,5,"maximally harvested","no increase","Seems they might lump these Botetes into one species?",1
2023,"region_7","sphoeroides",22208,49155.19,5,"maximally harvested","no increase","Seems they might lump these Botetes into one species?",1
2024,"region_7","sphoeroides",16493,49155.19,5,"maximally harvested","no increase","Seems they might lump these Botetes into one species?",1
2019,"region_7","sphyrna",67625,64799.75,4,"maximally harvested","no increase",NA,1
2020,"region_7","sphyrna",85750,64799.75,4,"maximally harvested","no increase",NA,0.75568221574344
2021,"region_7","sphyrna",51474,64799.75,4,"maximally harvested","no increase",NA,1
2022,"region_7","sphyrna",54350,64799.75,4,"maximally harvested","no increase",NA,1
2023,"region_7","thunnus",50,NA,0,"deteriorating","no increase","recovery phase",NA
2018,"region_8","alopias",559732.7,699602.43,5,"maximally harvested","no increase",NA,1
2019,"region_8","alopias",615847.85,699602.43,5,"maximally harvested","no increase",NA,1
2020,"region_8","alopias",888356.55,699602.43,5,"maximally harvested","no increase",NA,0.787524367327511
2021,"region_8","alopias",632650.5,699602.43,5,"maximally harvested","no increase",NA,1
2022,"region_8","alopias",801424.55,699602.43,5,"maximally harvested","no increase",NA,0.872948588859675
2023,"region_8","alopias",1329739,699602.43,5,"maximally harvested","no increase",NA,0.526120110788659
2024,"region_8","alopias",608579.7,699602.43,5,"maximally harvested","no increase",NA,1
2021,"region_8","argopecten",4662,7856,2,NA,NA,NA,NA
2022,"region_8","argopecten",11050,7856,2,NA,NA,NA,NA
2021,"region_8","atrina",600,600,1,NA,NA,NA,NA
2018,"region_8","callinectes",1070247,1711693.8,5,"maximally harvested","no increase",NA,1
2019,"region_8","callinectes",1317623,1711693.8,5,"maximally harvested","no increase",NA,1
2020,"region_8","callinectes",1575350,1711693.8,5,"maximally harvested","no increase",NA,1
2021,"region_8","callinectes",2258524,1711693.8,5,"maximally harvested","no increase",NA,0.757881607634012
2022,"region_8","callinectes",2336725,1711693.8,5,"maximally harvested","no increase",NA,0.732518289486354
2023,"region_8","callinectes",3667901,1711693.8,5,"maximally harvested","no increase",NA,0.466668484236625
2018,"region_8","carcharhinus",380599.15,1426748.03,5,"maximally harvested","no increase",NA,1
2019,"region_8","carcharhinus",623853.8,1426748.03,5,"maximally harvested","no increase",NA,1
2020,"region_8","carcharhinus",2315411.35,1426748.03,5,"maximally harvested","no increase",NA,0.616196353187955
2021,"region_8","carcharhinus",2526067.4,1426748.03,5,"maximally harvested","no increase",NA,0.56480996112772
2022,"region_8","carcharhinus",1287808.45,1426748.03,5,"maximally harvested","no increase",NA,1
2023,"region_8","carcharhinus",2189769,1426748.03,5,"maximally harvested","no increase",NA,0.651551844052957
2024,"region_8","carcharhinus",6547190.15,1426748.03,5,"maximally harvested","no increase",NA,0.21791761004528
2018,"region_8","centropomus",458305.148,541970.8578,5,"maximally harvested","no increase",NA,1
2019,"region_8","centropomus",645290.771,541970.8578,5,"maximally harvested","no increase",NA,0.839886268573334
2020,"region_8","centropomus",498500.1,541970.8578,5,"maximally harvested","no increase",NA,1
2021,"region_8","centropomus",486555.48,541970.8578,5,"maximally harvested","no increase",NA,1
2022,"region_8","centropomus",621202.79,541970.8578,5,"maximally harvested","no increase",NA,0.872453998154129
2023,"region_8","centropomus",582696,541970.8578,5,"maximally harvested","no increase",NA,1
2024,"region_8","centropomus",850850.463,541970.8578,5,"maximally harvested","no increase",NA,0.636975451466611
2018,"region_8","chione",384135,141493.75,4,"maximally harvested","no increase","Sonora was undetermined, but decided to go with the value of surrounding regions",0.368343811420464
2019,"region_8","chione",164090,141493.75,4,"maximally harvested","no increase","Sonora was undetermined, but decided to go with the value of surrounding regions",0.862293558413066
2021,"region_8","chione",7000,141493.75,4,"maximally harvested","no increase","Sonora was undetermined, but decided to go with the value of surrounding regions",1
2022,"region_8","chione",10750,141493.75,4,"maximally harvested","no increase","Sonora was undetermined, but decided to go with the value of surrounding regions",1
2023,"region_8","chione",1350,141493.75,4,"maximally harvested","no increase","Sonora was undetermined, but decided to go with the value of surrounding regions",1
2018,"region_8","cynoscion",1324805.805,1706888.0632,5,NA,NA,NA,NA
2019,"region_8","cynoscion",1646715.27,1706888.0632,5,NA,NA,NA,NA
2020,"region_8","cynoscion",1512858.791,1706888.0632,5,NA,NA,NA,NA
2021,"region_8","cynoscion",2270779.7,1706888.0632,5,NA,NA,NA,NA
2022,"region_8","cynoscion",1779280.75,1706888.0632,5,NA,NA,NA,NA
2023,"region_8","cynoscion",2376399,1706888.0632,5,NA,NA,NA,NA
2024,"region_8","cynoscion",3170729.452,1706888.0632,5,NA,NA,NA,NA
2018,"region_8","dosinia",354699,597173.8,5,"unclear",NA,"capture records are recent in this area, no pattern available",NA
2019,"region_8","dosinia",524193,597173.8,5,"unclear",NA,"capture records are recent in this area, no pattern available",NA
2020,"region_8","dosinia",910199,597173.8,5,"unclear",NA,"capture records are recent in this area, no pattern available",NA
2021,"region_8","dosinia",591350,597173.8,5,"unclear",NA,"capture records are recent in this area, no pattern available",NA
2022,"region_8","dosinia",605428,597173.8,5,"unclear",NA,"capture records are recent in this area, no pattern available",NA
2023,"region_8","dosinia",568760,597173.8,5,"unclear",NA,"capture records are recent in this area, no pattern available",NA
2024,"region_8","dosinia",967135,597173.8,5,"unclear",NA,"capture records are recent in this area, no pattern available",NA
2018,"region_8","galeocerdo",45,70,2,"maximally harvested","no increase",NA,1
2019,"region_8","galeocerdo",95,70,2,"maximally harvested","no increase",NA,0.736842105263158
2023,"region_8","galeocerdo",550,70,2,"maximally harvested","no increase",NA,0.127272727272727
2024,"region_8","galeocerdo",29381.25,70,2,"maximally harvested","no increase",NA,0.00238247181450755
2020,"region_8","galeorhinus",1917.5,1917.5,1,"maximally harvested","no increase",NA,1
2020,"region_8","haliotis",2525,1327.5,2,NA,NA,"specifically says to not increase fishing effort on the Pacific Coast, but will assume standard throughout Baja",NA
2022,"region_8","haliotis",130,1327.5,2,NA,NA,"specifically says to not increase fishing effort on the Pacific Coast, but will assume standard throughout Baja",NA
2018,"region_8","hoplopagrus",13597.5,18845.66,5,"maximally harvested","no increase",NA,1
2019,"region_8","hoplopagrus",17390.6,18845.66,5,"maximally harvested","no increase",NA,1
2020,"region_8","hoplopagrus",19230.3,18845.66,5,"maximally harvested","no increase",NA,1
2021,"region_8","hoplopagrus",18684.4,18845.66,5,"maximally harvested","no increase",NA,1
2022,"region_8","hoplopagrus",25325.5,18845.66,5,"maximally harvested","no increase",NA,0.744137726797102
2023,"region_8","hoplopagrus",20961,18845.66,5,"maximally harvested","no increase",NA,0.899082104861409
2024,"region_8","hoplopagrus",28856.75,18845.66,5,"maximally harvested","no increase",NA,0.653076316633023
2018,"region_8","isurus",205363.35,453060.08,5,"maximally harvested","no increase",NA,1
2019,"region_8","isurus",502345.6,453060.08,5,"maximally harvested","no increase",NA,0.901889217303784
2020,"region_8","isurus",521777.15,453060.08,5,"maximally harvested","no increase",NA,0.868301879451793
2021,"region_8","isurus",589426.95,453060.08,5,"maximally harvested","no increase",NA,0.768645003422392
2022,"region_8","isurus",446387.35,453060.08,5,"maximally harvested","no increase",NA,1
2023,"region_8","isurus",719786,453060.08,5,"maximally harvested","no increase",NA,0.629437193832611
2024,"region_8","isurus",747663.125,453060.08,5,"maximally harvested","no increase",NA,0.605968202591241
2018,"region_8","lutjanus",2417988.62,2143371.4786,5,"maximally harvested","no increase",NA,0.886427446709819
2019,"region_8","lutjanus",2654454.003,2143371.4786,5,"maximally harvested","no increase",NA,0.807462278938574
2020,"region_8","lutjanus",2072990.22,2143371.4786,5,"maximally harvested","no increase",NA,1
2021,"region_8","lutjanus",1918291.25,2143371.4786,5,"maximally harvested","no increase",NA,1
2022,"region_8","lutjanus",1653133.3,2143371.4786,5,"maximally harvested","no increase",NA,1
2023,"region_8","lutjanus",1933857,2143371.4786,5,"maximally harvested","no increase",NA,1
2024,"region_8","lutjanus",2370483.2135,2143371.4786,5,"maximally harvested","no increase",NA,0.904191797855142
2018,"region_8","macrobrachium",850,465,2,"maximally harvested","no increase",NA,0.547058823529412
2019,"region_8","macrobrachium",80,465,2,"maximally harvested","no increase",NA,1
2019,"region_8","megapitaria",4640,181366.5,4,"maximally harvested","no increase","Within region variation in status, took most conservative",1
2020,"region_8","megapitaria",40858,181366.5,4,"maximally harvested","no increase","Within region variation in status, took most conservative",1
2021,"region_8","megapitaria",134392,181366.5,4,"maximally harvested","no increase","Within region variation in status, took most conservative",1
2022,"region_8","megapitaria",545576,181366.5,4,"maximally harvested","no increase","Within region variation in status, took most conservative",0.332431228646421
2023,"region_8","megapitaria",330308,181366.5,4,"maximally harvested","no increase","Within region variation in status, took most conservative",0.549082977100161
2024,"region_8","megapitaria",29481,181366.5,4,"maximally harvested","no increase","Within region variation in status, took most conservative",1
2018,"region_8","mugil",3031910.3,2304039.486,5,"maximally harvested","no increase",NA,0.759929964286872
2019,"region_8","mugil",3235176.83,2304039.486,5,"maximally harvested","no increase",NA,0.712183477772991
2020,"region_8","mugil",2067394,2304039.486,5,"maximally harvested","no increase",NA,1
2021,"region_8","mugil",1288051,2304039.486,5,"maximally harvested","no increase",NA,1
2022,"region_8","mugil",1897665.3,2304039.486,5,"maximally harvested","no increase",NA,1
2023,"region_8","mugil",277157,2304039.486,5,"maximally harvested","no increase",NA,1
2024,"region_8","mugil",265404.5,2304039.486,5,"maximally harvested","no increase",NA,1
2018,"region_8","mustelus",200,3639.875,4,"maximally harvested","no increase",NA,1
2020,"region_8","mustelus",7042,3639.875,4,"maximally harvested","no increase",NA,0.516880857710878
2021,"region_8","mustelus",4392.5,3639.875,4,"maximally harvested","no increase",NA,0.828656801365965
2022,"region_8","mustelus",2925,3639.875,4,"maximally harvested","no increase",NA,1
2023,"region_8","mustelus",7408,3639.875,4,"maximally harvested","no increase",NA,0.4913438174946
2024,"region_8","mustelus",12000,3639.875,4,"maximally harvested","no increase",NA,0.303322916666667
2021,"region_8","nasolamia",7000,7000,1,"maximally harvested","no increase",NA,1
2024,"region_8","nasolamia",11000,7000,1,"maximally harvested","no increase",NA,0.636363636363636
2018,"region_8","negaprion",5766.25,9162.39,5,"maximally harvested","no increase",NA,1
2019,"region_8","negaprion",8250,9162.39,5,"maximally harvested","no increase",NA,1
2020,"region_8","negaprion",9028.75,9162.39,5,"maximally harvested","no increase",NA,1
2021,"region_8","negaprion",9493.75,9162.39,5,"maximally harvested","no increase",NA,1
2022,"region_8","negaprion",13273.2,9162.39,5,"maximally harvested","no increase",NA,0.690292469035349
2023,"region_8","negaprion",5920,9162.39,5,"maximally harvested","no increase",NA,1
2024,"region_8","negaprion",69906.6,9162.39,5,"maximally harvested","no increase",NA,0.13106616542644
2018,"region_8","panopea",1840,950,3,NA,NA,"Only in Baja California",NA
2021,"region_8","panopea",300,950,3,NA,NA,"Only in Baja California",NA
2022,"region_8","panopea",710,950,3,NA,NA,"Only in Baja California",NA
2018,"region_8","panulirus",17460,23208.44,5,"maximally harvested","no increase",NA,1
2019,"region_8","panulirus",28124.9,23208.44,5,"maximally harvested","no increase",NA,0.825191911793464
2020,"region_8","panulirus",22908.3,23208.44,5,"maximally harvested","no increase",NA,1
2021,"region_8","panulirus",16431,23208.44,5,"maximally harvested","no increase",NA,1
2022,"region_8","panulirus",31118,23208.44,5,"maximally harvested","no increase",NA,0.745820425477216
2023,"region_8","panulirus",20660,23208.44,5,"maximally harvested","no increase",NA,1
2024,"region_8","panulirus",19395.3,23208.44,5,"maximally harvested","no increase",NA,1
2018,"region_8","paralabrax",3165,8750.28,5,NA,NA,NA,NA
2019,"region_8","paralabrax",2448,8750.28,5,NA,NA,NA,NA
2020,"region_8","paralabrax",3101.4,8750.28,5,NA,NA,NA,NA
2021,"region_8","paralabrax",5352,8750.28,5,NA,NA,NA,NA
2022,"region_8","paralabrax",29685,8750.28,5,NA,NA,NA,NA
2023,"region_8","paralabrax",132005,8750.28,5,NA,NA,NA,NA
2024,"region_8","paralabrax",74336.5,8750.28,5,NA,NA,NA,NA
2018,"region_8","prionace",864938.7,1041716.97,5,"maximally harvested","no increase",NA,1
2019,"region_8","prionace",1037388.5,1041716.97,5,"maximally harvested","no increase",NA,1
2020,"region_8","prionace",872302.55,1041716.97,5,"maximally harvested","no increase",NA,1
2021,"region_8","prionace",784193.95,1041716.97,5,"maximally harvested","no increase",NA,1
2022,"region_8","prionace",1649761.15,1041716.97,5,"maximally harvested","no increase",NA,0.631435023185023
2023,"region_8","prionace",1776518,1041716.97,5,"maximally harvested","no increase",NA,0.586381320087947
2024,"region_8","prionace",3251798.25,1041716.97,5,"maximally harvested","no increase",NA,0.320351045763679
2018,"region_8","rhizoprionodon",1022008.55,1148619.59,5,"maximally harvested","no increase",NA,1
2019,"region_8","rhizoprionodon",1389825,1148619.59,5,"maximally harvested","no increase",NA,0.826449078121346
2020,"region_8","rhizoprionodon",1143587.9,1148619.59,5,"maximally harvested","no increase",NA,1
2021,"region_8","rhizoprionodon",1047296.1,1148619.59,5,"maximally harvested","no increase",NA,1
2022,"region_8","rhizoprionodon",1140380.4,1148619.59,5,"maximally harvested","no increase",NA,1
2023,"region_8","rhizoprionodon",1262,1148619.59,5,"maximally harvested","no increase",NA,1
2024,"region_8","rhizoprionodon",15775,1148619.59,5,"maximally harvested","no increase",NA,1
2018,"region_8","scomberomorus",1985939,2469620.8142,5,"maximally harvested","no increase",NA,1
2019,"region_8","scomberomorus",2456117.611,2469620.8142,5,"maximally harvested","no increase",NA,1
2020,"region_8","scomberomorus",2759869.61,2469620.8142,5,"maximally harvested","no increase",NA,0.894832424420225
2021,"region_8","scomberomorus",2726523.12,2469620.8142,5,"maximally harvested","no increase",NA,0.905776590003755
2022,"region_8","scomberomorus",2419654.73,2469620.8142,5,"maximally harvested","no increase",NA,1
2023,"region_8","scomberomorus",2630919,2469620.8142,5,"maximally harvested","no increase",NA,1
2024,"region_8","scomberomorus",3777063.08,2469620.8142,5,"maximally harvested","no increase",NA,0.653846854524865
2018,"region_8","sphoeroides",678893.15,653127.89,5,"maximally harvested","no increase","Seems they might lump these Botetes into one species?",1
2019,"region_8","sphoeroides",895002.9,653127.89,5,"maximally harvested","no increase","Seems they might lump these Botetes into one species?",0.729749467850886
2020,"region_8","sphoeroides",533072.6,653127.89,5,"maximally harvested","no increase","Seems they might lump these Botetes into one species?",1
2021,"region_8","sphoeroides",397287.7,653127.89,5,"maximally harvested","no increase","Seems they might lump these Botetes into one species?",1
2022,"region_8","sphoeroides",761383.1,653127.89,5,"maximally harvested","no increase","Seems they might lump these Botetes into one species?",0.85781768731142
2023,"region_8","sphoeroides",906717,653127.89,5,"maximally harvested","no increase","Seems they might lump these Botetes into one species?",0.720321654937538
2024,"region_8","sphoeroides",913196.455,653127.89,5,"maximally harvested","no increase","Seems they might lump these Botetes into one species?",0.71521071552999
2018,"region_8","sphyrna",95401.7,424111.75,5,"maximally harvested","no increase",NA,1
2019,"region_8","sphyrna",193970.1,424111.75,5,"maximally harvested","no increase",NA,1
2020,"region_8","sphyrna",783505.85,424111.75,5,"maximally harvested","no increase",NA,0.541300042622528
2021,"region_8","sphyrna",844968.85,424111.75,5,"maximally harvested","no increase",NA,0.50192589939854
2022,"region_8","sphyrna",202712.25,424111.75,5,"maximally harvested","no increase",NA,1
2023,"region_8","sphyrna",20554,424111.75,5,"maximally harvested","no increase",NA,1
2024,"region_8","sphyrna",219254.8,424111.75,5,"maximally harvested","no increase",NA,1
2018,"region_8","thunnus",68785476.1,77016762.172,5,"deteriorating","no increase","recovery phase",0.553438276550871
2019,"region_8","thunnus",73697386.52,77016762.172,5,"deteriorating","no increase","recovery phase",0.5
2020,"region_8","thunnus",77156869.14,77016762.172,5,"deteriorating","no increase","recovery phase",0.5
2021,"region_8","thunnus",77761004.9,77016762.172,5,"deteriorating","no increase","recovery phase",0.5
2022,"region_8","thunnus",87683074.2,77016762.172,5,"deteriorating","no increase","recovery phase",0.439176904292436
2023,"region_8","thunnus",101386659,77016762.172,5,"deteriorating","no increase","recovery phase",0.379817043640821
2024,"region_8","thunnus",114903068.99,77016762.172,5,"deteriorating","no increase","recovery phase",0.335137968241313
2018,"region_9","alopias",571070.7,212022.02,5,"maximally harvested","no increase",NA,0.371271052778579
2019,"region_9","alopias",194353.45,212022.02,5,"maximally harvested","no increase",NA,1
2020,"region_9","alopias",173868.45,212022.02,5,"maximally harvested","no increase",NA,1
2021,"region_9","alopias",61289.95,212022.02,5,"maximally harvested","no increase",NA,1
2022,"region_9","alopias",59527.55,212022.02,5,"maximally harvested","no increase",NA,1
2023,"region_9","alopias",39948,212022.02,5,"maximally harvested","no increase",NA,1
2024,"region_9","alopias",34158.45,212022.02,5,"maximally harvested","no increase",NA,1
2018,"region_9","carcharhinus",2889108.3,1264737.26,5,"maximally harvested","no increase",NA,0.437760419019252
2019,"region_9","carcharhinus",1897259.05,1264737.26,5,"maximally harvested","no increase",NA,0.666612848677675
2020,"region_9","carcharhinus",669619.45,1264737.26,5,"maximally harvested","no increase",NA,1
2021,"region_9","carcharhinus",431361.75,1264737.26,5,"maximally harvested","no increase",NA,1
2022,"region_9","carcharhinus",436337.75,1264737.26,5,"maximally harvested","no increase",NA,1
2023,"region_9","carcharhinus",466165,1264737.26,5,"maximally harvested","no increase",NA,1
2024,"region_9","carcharhinus",310309.05,1264737.26,5,"maximally harvested","no increase",NA,1
2018,"region_9","centropomus",1195179.36,822361.412,5,"maximally harvested","no increase",NA,0.68806527247927
2019,"region_9","centropomus",792825.65,822361.412,5,"maximally harvested","no increase",NA,1
2020,"region_9","centropomus",647290.9,822361.412,5,"maximally harvested","no increase",NA,1
2021,"region_9","centropomus",870226.1,822361.412,5,"maximally harvested","no increase",NA,1
2022,"region_9","centropomus",606285.05,822361.412,5,"maximally harvested","no increase",NA,1
2023,"region_9","centropomus",518843,822361.412,5,"maximally harvested","no increase",NA,1
2024,"region_9","centropomus",693030.75,822361.412,5,"maximally harvested","no increase",NA,1
2018,"region_9","cynoscion",1008650.5,693537.36,5,NA,NA,NA,NA
2019,"region_9","cynoscion",846680.15,693537.36,5,NA,NA,NA,NA
2020,"region_9","cynoscion",474268.25,693537.36,5,NA,NA,NA,NA
2021,"region_9","cynoscion",613087,693537.36,5,NA,NA,NA,NA
2022,"region_9","cynoscion",525000.9,693537.36,5,NA,NA,NA,NA
2023,"region_9","cynoscion",429623,693537.36,5,NA,NA,NA,NA
2024,"region_9","cynoscion",507879.15,693537.36,5,NA,NA,NA,NA
2019,"region_9","galeocerdo",500,1709.9,3,"maximally harvested","no increase",NA,1
2020,"region_9","galeocerdo",1115.4,1709.9,3,"maximally harvested","no increase",NA,1
2022,"region_9","galeocerdo",3514.3,1709.9,3,"maximally harvested","no increase",NA,0.486554932703526
2023,"region_9","galeocerdo",6000,1709.9,3,"maximally harvested","no increase",NA,0.284983333333333
2024,"region_9","galeocerdo",15850,1709.9,3,"maximally harvested","no increase",NA,0.107880126182965
2023,"region_9","galeorhinus",3250,NA,0,"maximally harvested","no increase",NA,NA
2018,"region_9","hoplopagrus",101429.2,61744.9,5,"maximally harvested","no increase",NA,0.608748762683724
2019,"region_9","hoplopagrus",79341.2,61744.9,5,"maximally harvested","no increase",NA,0.778219890800744
2020,"region_9","hoplopagrus",44906.6,61744.9,5,"maximally harvested","no increase",NA,1
2021,"region_9","hoplopagrus",43164.8,61744.9,5,"maximally harvested","no increase",NA,1
2022,"region_9","hoplopagrus",39882.7,61744.9,5,"maximally harvested","no increase",NA,1
2023,"region_9","hoplopagrus",42388,61744.9,5,"maximally harvested","no increase",NA,1
2024,"region_9","hoplopagrus",41917.4,61744.9,5,"maximally harvested","no increase",NA,1
2018,"region_9","isurus",13060,12140.9,5,"maximally harvested","no increase",NA,1
2019,"region_9","isurus",37825,12140.9,5,"maximally harvested","no increase",NA,0.32097554527429
2020,"region_9","isurus",3150.4,12140.9,5,"maximally harvested","no increase",NA,1
2021,"region_9","isurus",2465,12140.9,5,"maximally harvested","no increase",NA,1
2022,"region_9","isurus",4204.1,12140.9,5,"maximally harvested","no increase",NA,1
2023,"region_9","isurus",1694,12140.9,5,"maximally harvested","no increase",NA,1
2024,"region_9","isurus",1455,12140.9,5,"maximally harvested","no increase",NA,1
2018,"region_9","lutjanus",3427713.55,1946506.93,5,"maximally harvested","no increase",NA,0.567873278092331
2019,"region_9","lutjanus",2710725.15,1946506.93,5,"maximally harvested","no increase",NA,0.718076094878155
2020,"region_9","lutjanus",1508459.1,1946506.93,5,"maximally harvested","no increase",NA,1
2021,"region_9","lutjanus",1029503.85,1946506.93,5,"maximally harvested","no increase",NA,1
2022,"region_9","lutjanus",1056133,1946506.93,5,"maximally harvested","no increase",NA,1
2023,"region_9","lutjanus",961178,1946506.93,5,"maximally harvested","no increase",NA,1
2024,"region_9","lutjanus",1080695.23,1946506.93,5,"maximally harvested","no increase",NA,1
2018,"region_9","macrobrachium",149408,106623.4,5,"unclear",NA,NA,NA
2019,"region_9","macrobrachium",55135,106623.4,5,"unclear",NA,NA,NA
2020,"region_9","macrobrachium",121984,106623.4,5,"unclear",NA,NA,NA
2021,"region_9","macrobrachium",178990,106623.4,5,"unclear",NA,NA,NA
2022,"region_9","macrobrachium",27600,106623.4,5,"unclear",NA,NA,NA
2023,"region_9","macrobrachium",20000,106623.4,5,"unclear",NA,NA,NA
2024,"region_9","macrobrachium",12000,106623.4,5,"unclear",NA,NA,NA
2018,"region_9","mugil",392736.6,201644.9,5,"maximally harvested","no increase",NA,0.513435467944673
2019,"region_9","mugil",277515.4,201644.9,5,"maximally harvested","no increase",NA,0.72660796481925
2020,"region_9","mugil",154196.2,201644.9,5,"maximally harvested","no increase",NA,1
2021,"region_9","mugil",89613,201644.9,5,"maximally harvested","no increase",NA,1
2022,"region_9","mugil",94163.3,201644.9,5,"maximally harvested","no increase",NA,1
2023,"region_9","mugil",94786,201644.9,5,"maximally harvested","no increase",NA,1
2024,"region_9","mugil",81980,201644.9,5,"maximally harvested","no increase",NA,1
2019,"region_9","mustelus",610,745,2,"maximally harvested","no increase",NA,1
2020,"region_9","mustelus",880,745,2,"maximally harvested","no increase",NA,0.846590909090909
2018,"region_9","nasolamia",68311.25,48258.55,5,"maximally harvested","no increase",NA,0.706450987209281
2019,"region_9","nasolamia",67056.25,48258.55,5,"maximally harvested","no increase",NA,0.719672662876317
2020,"region_9","nasolamia",32688.25,48258.55,5,"maximally harvested","no increase",NA,1
2021,"region_9","nasolamia",49642.5,48258.55,5,"maximally harvested","no increase",NA,1
2022,"region_9","nasolamia",23594.5,48258.55,5,"maximally harvested","no increase",NA,1
2023,"region_9","nasolamia",24404,48258.55,5,"maximally harvested","no increase",NA,1
2024,"region_9","nasolamia",20663.75,48258.55,5,"maximally harvested","no increase",NA,1
2019,"region_9","negaprion",54062.5,27581.25,2,"maximally harvested","no increase",NA,0.510173410404624
2022,"region_9","negaprion",1100,27581.25,2,"maximally harvested","no increase",NA,1
2023,"region_9","negaprion",2530,27581.25,2,"maximally harvested","no increase",NA,1
2018,"region_9","panulirus",43752,25461.8,5,"maximally harvested","no increase","Nayarit has development potential, but went with the average",0.581957396233315
2019,"region_9","panulirus",66443,25461.8,5,"maximally harvested","no increase","Nayarit has development potential, but went with the average",0.38321267853649
2020,"region_9","panulirus",9836,25461.8,5,"maximally harvested","no increase","Nayarit has development potential, but went with the average",1
2021,"region_9","panulirus",2826,25461.8,5,"maximally harvested","no increase","Nayarit has development potential, but went with the average",1
2022,"region_9","panulirus",4452,25461.8,5,"maximally harvested","no increase","Nayarit has development potential, but went with the average",1
2023,"region_9","panulirus",5188,25461.8,5,"maximally harvested","no increase","Nayarit has development potential, but went with the average",1
2024,"region_9","panulirus",3343,25461.8,5,"maximally harvested","no increase","Nayarit has development potential, but went with the average",1
2018,"region_9","paralabrax",10680,6864.08,5,NA,NA,NA,NA
2019,"region_9","paralabrax",4321,6864.08,5,NA,NA,NA,NA
2020,"region_9","paralabrax",932.8,6864.08,5,NA,NA,NA,NA
