region_id,year,year_start,year_end,condition_start,trend_pct_linear,trend_pct_cagr
1,2025,2021,2025,93.1055200694776,1.0182878370635557,0.9973084618578154
2,2025,2021,2025,82.3770575303832,-1.5602579165840083,-1.5772984964912307
3,2025,2021,2025,99.1171095851122,0.008801044361135714,0.008612124510531949
4,2025,2021,2025,98.9998020823085,-0.2762858098399383,-0.2769865670760985
5,2025,2021,2025,70.9204511987154,5.826449203907172,5.179923611809767
6,2025,2021,2025,73.6641436506828,2.5370115127968798,2.417899231620524
7,2025,2021,2025,86.1174123657081,-0.4061923297044483,-0.38208371544541375
8,2025,2021,2025,56.141589411244,3.3494363442549946,3.139624910304506
9,2025,2021,2025,86.8326158253202,0.7487940179528441,0.7398775922236256
