"region_id","2015","2025","condition_score"
1,81.9561565225539,98.0156332543363,1
2,69.6921894596936,77.8487354377156,1
3,98.472219746212,98.9518637704434,1
4,99.3412614473515,97.9928225576375,0.986426195217698
5,53.0954335362175,93.6222527539335,1
6,64.9894374633396,84.361392084682,1
7,79.7883610936945,87.1929291078726,1
8,54.3794375856984,64.5229575674791,1
9,82.7206403690986,90.9045324091255,1
