RNP ACTIVO,NOMBRE ACTIVO,CLAVE SITIO DESEMBARQUE,NOMBRE SITIO DESEMBARQUE,RNPA UNIDAD ECONOMICA,UNIDAD ECONOMICA,NOMBRE ESTADO,CLAVE OFICINA,NOMBRE OFICINA,TIPO AVISO,FOLIO AVISO,FECHA AVISO,ORIGEN PESCA,CLAVE LUGARCAPTURA,NOMBRE LUGARCAPTURA,NUMERO EMBARCACIONES,MES CORTE,A—O CORTE,PERIODO INICIO,PERIODO FIN,DURACION,DIAS EFECTIVOS,TIPO ZONA,PRODUCCION ACUACULTURAL,NUMERO PERMISO,FECHA EXPEDICION,FECHA VIGENCIA,NOMBRE PRINCIPAL,CLAVE ESPECIE,NOMBRE ESPECIE,PESO DESEMBARCADO_KILOGRAMOS,PESO VIVO_KILOGRAMOS,PRECIO_PESOS,VALOR_PESOS,LITORAL
26119925,GRANJA DE PERLAS DEL MAR DE CORTES,,,2604614574,"GRANJA DE PERLAS DEL MAR DE CORTES, S.A. DE C.V.",SONORA,2604,GUAYMAS,COSECHA,CE2025000642,1/14/25,ACUACULTURA,,,0,ENERO,2025,NA,NA,NA,NA,,,CA/DGOPA-011/2017,1/18/21,1/18/21,OTRAS,1731033H,CONCHA NACAR CALLO FRESCO,7,140,350,2450,PACIFICO
26119925,GRANJA DE PERLAS DEL MAR DE CORTES,,,2604614574,"GRANJA DE PERLAS DEL MAR DE CORTES, S.A. DE C.V.",SONORA,2604,GUAYMAS,COSECHA,CE2025000642,1/14/25,ACUACULTURA,,,0,ENERO,2025,NA,NA,NA,NA,,,CA/DGOPA-011/2017,1/18/21,1/18/21,OTRAS,1731033T,CONCHA NACAR MEDIAS PERLAS CULTIVADAS,1,0,140000,140000,PACIFICO
26119925,GRANJA DE PERLAS DEL MAR DE CORTES,,,2604614574,"GRANJA DE PERLAS DEL MAR DE CORTES, S.A. DE C.V.",SONORA,2604,GUAYMAS,COSECHA,CE2025000642,1/14/25,ACUACULTURA,,,0,ENERO,2025,NA,NA,NA,NA,,,CA/DGOPA-011/2017,1/18/21,1/18/21,OTRAS,1739937T,CONCHA NACAR PERLAS CULTIVADAS,1,0,673200,673200,PACIFICO
26119925,GRANJA DE PERLAS DEL MAR DE CORTES,,,2604614574,"GRANJA DE PERLAS DEL MAR DE CORTES, S.A. DE C.V.",SONORA,2604,GUAYMAS,COSECHA,CE2025000642,1/14/25,ACUACULTURA,,,0,ENERO,2025,NA,NA,NA,NA,,,CA/DGOPA-011/2017,1/18/21,1/18/21,OTRAS,1730530S,CONCHA NACAR SECA,90,0,600,54000,PACIFICO
,,207000,SAN FELIPE,207001777,LA PAMITA SPR DE RL,BAJA CALIFORNIA,206,MEXICALI,MENORES,BE2025023305,2/20/25,CAPTURA,207116,PUNTA ESTRELLA,6,FEBRERO,2025,2/17/25,2/19/25,3,3,LITORAL,NO,1.02E+11,12/8/21,12/8/26,CORVINA,2862928H,BUCHE DE CORVINA GOLFINA,16,0,150,2400,PACIFICO
,,207000,SAN FELIPE,207001777,LA PAMITA SPR DE RL,BAJA CALIFORNIA,206,MEXICALI,MENORES,BE2025023580,2/20/25,CAPTURA,207116,PUNTA ESTRELLA,2,FEBRERO,2025,2/17/25,2/18/25,2,2,LITORAL,NO,1.02E+11,12/8/21,12/8/26,CORVINA,2862928H,BUCHE DE CORVINA GOLFINA,20,0,200,4000,PACIFICO
,,207000,SAN FELIPE,207001777,LA PAMITA SPR DE RL,BAJA CALIFORNIA,206,MEXICALI,MENORES,BE2025023582,2/20/25,CAPTURA,207116,PUNTA ESTRELLA,2,FEBRERO,2025,2/17/25,2/18/25,2,2,LITORAL,NO,1.02E+11,12/8/21,12/8/26,CORVINA,2862928H,BUCHE DE CORVINA GOLFINA,20,0,200,4000,PACIFICO
,,207000,SAN FELIPE,207002098,SCPP ISLAS DEL GOLFO SC DE RL DE CV,BAJA CALIFORNIA,207,SAN FELIPE,MENORES,BE2025023853,2/21/25,CAPTURA,207110,COLORADITO,4,FEBRERO,2025,2/18/25,2/20/25,3,3,LITORAL,NO,1.02E+11,2/17/21,2/17/26,CORVINA,2862928H,BUCHE DE CORVINA GOLFINA,168,0,100,16800,PACIFICO
,,207000,SAN FELIPE,203011606,JUANITA  ROBLES SANCHEZ,BAJA CALIFORNIA,207,SAN FELIPE,MENORES,BE2025023864,2/21/25,CAPTURA,207110,COLORADITO,1,FEBRERO,2025,2/20/25,2/20/25,1,1,LITORAL,NO,10206399112,3/2/21,3/2/26,CORVINA,2862928H,BUCHE DE CORVINA GOLFINA,8,0,100,800,PACIFICO
,,207000,SAN FELIPE,207001892,SCPP ANGELES DEL MAR SCL RL,BAJA CALIFORNIA,207,SAN FELIPE,MENORES,BE2025023970,2/21/25,CAPTURA,207110,COLORADITO,1,FEBRERO,2025,2/20/25,2/20/25,1,1,LITORAL,NO,1.02E+11,3/16/21,3/16/26,CORVINA,2862928H,BUCHE DE CORVINA GOLFINA,12,0,100,1200,PACIFICO
,,207000,SAN FELIPE,207001777,LA PAMITA SPR DE RL,BAJA CALIFORNIA,206,MEXICALI,MENORES,BE2025024126,2/21/25,CAPTURA,207116,PUNTA ESTRELLA,4,FEBRERO,2025,2/18/25,2/19/25,2,2,LITORAL,NO,1.02E+11,12/8/21,12/8/26,CORVINA,2862928H,BUCHE DE CORVINA GOLFINA,10,0,200,2000,PACIFICO
,,207000,SAN FELIPE,207001777,LA PAMITA SPR DE RL,BAJA CALIFORNIA,206,MEXICALI,MENORES,BE2025024362,2/22/25,CAPTURA,207116,PUNTA ESTRELLA,5,FEBRERO,2025,2/19/25,2/20/25,2,2,LITORAL,NO,1.02E+11,12/8/21,12/8/26,CORVINA,2862928H,BUCHE DE CORVINA GOLFINA,40,0,200,8000,PACIFICO
,,207000,SAN FELIPE,207001660,EL DESIERTO DE MATOMI SPR DE RL,BAJA CALIFORNIA,207,SAN FELIPE,MENORES,BE2025024418,2/23/25,CAPTURA,207110,COLORADITO,3,FEBRERO,2025,2/22/25,2/23/25,2,2,LITORAL,NO,1.02E+11,6/5/24,6/5/29,CORVINA,2862928H,BUCHE DE CORVINA GOLFINA,168,0,100,16800,PACIFICO
,,207000,SAN FELIPE,207001660,EL DESIERTO DE MATOMI SPR DE RL,BAJA CALIFORNIA,207,SAN FELIPE,MENORES,BE2025024419,2/23/25,CAPTURA,207110,COLORADITO,3,FEBRERO,2025,2/20/25,2/21/25,2,2,LITORAL,NO,1.02E+11,6/5/24,6/5/29,CORVINA,2862928H,BUCHE DE CORVINA GOLFINA,168,0,100,16800,PACIFICO
,,207000,SAN FELIPE,207001777,LA PAMITA SPR DE RL,BAJA CALIFORNIA,207,SAN FELIPE,MENORES,BE2025024438,2/23/25,CAPTURA,207116,PUNTA ESTRELLA,3,FEBRERO,2025,2/21/25,2/22/25,2,2,LITORAL,NO,1.02E+11,12/8/21,12/8/26,CORVINA,2862928H,BUCHE DE CORVINA GOLFINA,40,0,200,8000,PACIFICO
,,207000,SAN FELIPE,207001777,LA PAMITA SPR DE RL,BAJA CALIFORNIA,206,MEXICALI,MENORES,BE2025024558,2/23/25,CAPTURA,207116,PUNTA ESTRELLA,4,FEBRERO,2025,2/20/25,2/21/25,2,2,LITORAL,NO,1.02E+11,12/8/21,12/8/26,CORVINA,2862928H,BUCHE DE CORVINA GOLFINA,20,0,200,4000,PACIFICO
,,207000,SAN FELIPE,207001777,LA PAMITA SPR DE RL,BAJA CALIFORNIA,206,MEXICALI,MENORES,BE2025024596,2/23/25,CAPTURA,207110,COLORADITO,3,FEBRERO,2025,2/20/25,2/21/25,2,2,LITORAL,NO,1.02E+11,12/8/21,12/8/26,CORVINA,2862928H,BUCHE DE CORVINA GOLFINA,40,0,200,8000,PACIFICO
,,207000,SAN FELIPE,207002098,SCPP ISLAS DEL GOLFO SC DE RL DE CV,BAJA CALIFORNIA,207,SAN FELIPE,MENORES,BE2025024951,2/24/25,CAPTURA,207110,COLORADITO,4,FEBRERO,2025,2/22/25,2/24/25,3,3,LITORAL,NO,1.02E+11,2/17/21,2/17/26,CORVINA,2862928H,BUCHE DE CORVINA GOLFINA,252,0,100,25200,PACIFICO
,,207000,SAN FELIPE,207001975,SOCIEDAD PESQUERA  ISLA DE CONSAGA SPR DE RL,BAJA CALIFORNIA,207,SAN FELIPE,MENORES,BE2025024958,2/24/25,CAPTURA,207110,COLORADITO,5,FEBRERO,2025,2/21/25,2/23/25,3,3,LITORAL,NO,1.02E+11,2/2/22,2/2/27,CORVINA,2862928H,BUCHE DE CORVINA GOLFINA,336,0,100,33600,PACIFICO
,,207000,SAN FELIPE,203011606,JUANITA  ROBLES SANCHEZ,BAJA CALIFORNIA,207,SAN FELIPE,MENORES,BE2025025098,2/24/25,CAPTURA,207110,COLORADITO,3,FEBRERO,2025,2/22/25,2/23/25,2,2,LITORAL,NO,10206399112,3/2/21,3/2/26,CORVINA,2862928H,BUCHE DE CORVINA GOLFINA,42,0,100,4200,PACIFICO
,,207000,SAN FELIPE,207001660,EL DESIERTO DE MATOMI SPR DE RL,BAJA CALIFORNIA,207,SAN FELIPE,MENORES,BE2025025116,2/24/25,CAPTURA,207110,COLORADITO,3,FEBRERO,2025,2/22/25,2/23/25,2,2,LITORAL,NO,1.02E+11,6/5/24,6/5/29,CORVINA,2862928H,BUCHE DE CORVINA GOLFINA,157,0,100,15700,PACIFICO
,,207000,SAN FELIPE,207001660,EL DESIERTO DE MATOMI SPR DE RL,BAJA CALIFORNIA,207,SAN FELIPE,MENORES,BE2025025117,2/24/25,CAPTURA,207110,COLORADITO,3,FEBRERO,2025,2/23/25,2/24/25,2,2,LITORAL,NO,1.02E+11,6/5/24,6/5/29,CORVINA,2862928H,BUCHE DE CORVINA GOLFINA,157,0,100,15700,PACIFICO
,,207000,SAN FELIPE,207001777,LA PAMITA SPR DE RL,BAJA CALIFORNIA,206,MEXICALI,MENORES,BE2025025235,2/24/25,CAPTURA,207103,ZONA COLORADITO,1,FEBRERO,2025,2/22/25,2/23/25,2,2,LITORAL,NO,1.02E+11,12/8/21,12/8/26,CORVINA,2862928H,BUCHE DE CORVINA GOLFINA,20,0,200,4000,PACIFICO
,,207000,SAN FELIPE,207001983,PESQUERA BAJAMAR SC DE RL,BAJA CALIFORNIA,203,ENSENADA,MENORES,BE2025025245,2/24/25,CAPTURA,207110,COLORADITO,2,FEBRERO,2025,2/20/25,2/22/25,3,3,LITORAL,NO,1.02E+11,2/24/21,2/24/26,CORVINA,2862928H,BUCHE DE CORVINA GOLFINA,126,0,100,12600,PACIFICO
,,207000,SAN FELIPE,207001983,PESQUERA BAJAMAR SC DE RL,BAJA CALIFORNIA,207,SAN FELIPE,MENORES,BE2025025246,2/24/25,CAPTURA,207110,COLORADITO,2,FEBRERO,2025,2/23/25,2/24/25,2,2,LITORAL,NO,1.02E+11,2/24/21,2/24/26,CORVINA,2862928H,BUCHE DE CORVINA GOLFINA,84,0,100,8400,PACIFICO
,,207112,SAN LUIS GONZAGA,207001975,SOCIEDAD PESQUERA  ISLA DE CONSAGA SPR DE RL,BAJA CALIFORNIA,207,SAN FELIPE,MENORES,BE2025025247,2/24/25,CAPTURA,207112,SAN LUIS GONZAGA,3,FEBRERO,2025,2/22/25,2/23/25,2,2,LITORAL,NO,1.02E+11,2/2/22,2/2/27,CORVINA,2862928H,BUCHE DE CORVINA GOLFINA,63,0,100,6300,PACIFICO
,,207000,SAN FELIPE,207001777,LA PAMITA SPR DE RL,BAJA CALIFORNIA,206,MEXICALI,MENORES,BE2025025276,2/25/25,CAPTURA,207116,PUNTA ESTRELLA,2,FEBRERO,2025,2/22/25,2/23/25,2,2,LITORAL,NO,1.02E+11,12/8/21,12/8/26,CORVINA,2862928H,BUCHE DE CORVINA GOLFINA,40,0,200,8000,PACIFICO
,,207112,SAN LUIS GONZAGA,207000787,ALBERTO GARCIA OROZCO,BAJA CALIFORNIA,207,SAN FELIPE,MENORES,BE2025025665,2/25/25,CAPTURA,207112,SAN LUIS GONZAGA,4,FEBRERO,2025,2/23/25,2/25/25,3,3,LITORAL,NO,1.02E+11,2/21/23,2/21/26,CORVINA,2862928H,BUCHE DE CORVINA GOLFINA,85,0,100,8500,PACIFICO
,,207000,SAN FELIPE,207001975,SOCIEDAD PESQUERA  ISLA DE CONSAGA SPR DE RL,BAJA CALIFORNIA,207,SAN FELIPE,MENORES,BE2025025699,2/25/25,CAPTURA,207110,COLORADITO,5,FEBRERO,2025,2/24/25,2/25/25,2,2,LITORAL,NO,1.02E+11,2/2/22,2/2/27,CORVINA,2862928H,BUCHE DE CORVINA GOLFINA,147,0,100,14700,PACIFICO
,,207000,SAN FELIPE,203011606,JUANITA  ROBLES SANCHEZ,BAJA CALIFORNIA,207,SAN FELIPE,MENORES,BE2025025795,2/25/25,CAPTURA,207110,COLORADITO,1,FEBRERO,2025,2/24/25,2/24/25,1,1,LITORAL,NO,10206399112,3/2/21,3/2/26,CORVINA,2862928H,BUCHE DE CORVINA GOLFINA,10,0,100,1000,PACIFICO
,,207000,SAN FELIPE,207001983,PESQUERA BAJAMAR SC DE RL,BAJA CALIFORNIA,207,SAN FELIPE,MENORES,BE2025025827,2/25/25,CAPTURA,207110,COLORADITO,2,FEBRERO,2025,2/23/25,2/24/25,2,2,LITORAL,NO,1.02E+11,2/24/21,2/24/26,CORVINA,2862928H,BUCHE DE CORVINA GOLFINA,105,0,100,10500,PACIFICO
,,207000,SAN FELIPE,207001983,PESQUERA BAJAMAR SC DE RL,BAJA CALIFORNIA,207,SAN FELIPE,MENORES,BE2025025829,2/25/25,CAPTURA,207110,COLORADITO,2,FEBRERO,2025,2/24/25,2/25/25,2,2,LITORAL,NO,1.02E+11,2/24/21,2/24/26,CORVINA,2862928H,BUCHE DE CORVINA GOLFINA,105,0,100,10500,PACIFICO
,,207000,SAN FELIPE,207001777,LA PAMITA SPR DE RL,BAJA CALIFORNIA,206,MEXICALI,MENORES,BE2025026173,2/26/25,CAPTURA,207110,COLORADITO,10,FEBRERO,2025,2/23/25,2/24/25,2,2,LITORAL,NO,1.02E+11,12/8/21,12/8/26,CORVINA,2862928H,BUCHE DE CORVINA GOLFINA,400,0,250,100000,PACIFICO
,,207000,SAN FELIPE,203011606,JUANITA  ROBLES SANCHEZ,BAJA CALIFORNIA,207,SAN FELIPE,MENORES,BE2025026274,2/26/25,CAPTURA,207110,COLORADITO,1,FEBRERO,2025,2/25/25,2/25/25,1,1,LITORAL,NO,10206399112,3/2/21,3/2/26,CORVINA,2862928H,BUCHE DE CORVINA GOLFINA,4,0,100,400,PACIFICO
,,207000,SAN FELIPE,207001975,SOCIEDAD PESQUERA  ISLA DE CONSAGA SPR DE RL,BAJA CALIFORNIA,207,SAN FELIPE,MENORES,BE2025027001,2/27/25,CAPTURA,207110,COLORADITO,4,FEBRERO,2025,2/25/25,2/26/25,2,2,LITORAL,NO,1.02E+11,2/2/22,2/2/27,CORVINA,2862928H,BUCHE DE CORVINA GOLFINA,63,0,100,6300,PACIFICO
,,207000,SAN FELIPE,203011606,JUANITA  ROBLES SANCHEZ,BAJA CALIFORNIA,207,SAN FELIPE,MENORES,BE2025027049,2/27/25,CAPTURA,207110,COLORADITO,2,FEBRERO,2025,2/25/25,2/26/25,2,2,LITORAL,NO,10206399112,3/2/21,3/2/26,CORVINA,2862928H,BUCHE DE CORVINA GOLFINA,31,0,100,3100,PACIFICO
,,207000,SAN FELIPE,207002098,SCPP ISLAS DEL GOLFO SC DE RL DE CV,BAJA CALIFORNIA,207,SAN FELIPE,MENORES,BE2025027058,2/27/25,CAPTURA,207110,COLORADITO,2,FEBRERO,2025,2/25/25,2/26/25,2,2,LITORAL,NO,1.02E+11,2/17/21,2/17/26,CORVINA,2862928H,BUCHE DE CORVINA GOLFINA,42,0,100,4200,PACIFICO
,,207000,SAN FELIPE,207002056,PESCADORES DE SAN FELIPE SC DE RL DE CV,BAJA CALIFORNIA,207,SAN FELIPE,MENORES,BE2025027161,2/27/25,CAPTURA,207110,COLORADITO,1,FEBRERO,2025,2/24/25,2/25/25,2,2,LITORAL,NO,1.02E+11,2/17/21,2/17/26,CORVINA,2862928H,BUCHE DE CORVINA GOLFINA,42,0,100,4200,PACIFICO
,,207000,SAN FELIPE,207002056,PESCADORES DE SAN FELIPE SC DE RL DE CV,BAJA CALIFORNIA,207,SAN FELIPE,MENORES,BE2025027165,2/27/25,CAPTURA,207110,COLORADITO,1,FEBRERO,2025,2/26/25,2/27/25,2,2,LITORAL,NO,1.02E+11,2/17/21,2/17/26,CORVINA,2862928H,BUCHE DE CORVINA GOLFINA,42,0,100,4200,PACIFICO
,,207000,SAN FELIPE,203011606,JUANITA  ROBLES SANCHEZ,BAJA CALIFORNIA,207,SAN FELIPE,MENORES,BE2025027631,2/28/25,CAPTURA,207110,COLORADITO,1,FEBRERO,2025,2/27/25,2/27/25,1,1,LITORAL,NO,10206399112,3/2/21,3/2/26,CORVINA,2862928H,BUCHE DE CORVINA GOLFINA,2,0,100,200,PACIFICO
,,207000,SAN FELIPE,207001975,SOCIEDAD PESQUERA  ISLA DE CONSAGA SPR DE RL,BAJA CALIFORNIA,207,SAN FELIPE,MENORES,BE2025028262,2/28/25,CAPTURA,207110,COLORADITO,2,FEBRERO,2025,2/27/25,2/27/25,1,1,LITORAL,NO,1.02E+11,2/2/22,2/2/27,CORVINA,2862928H,BUCHE DE CORVINA GOLFINA,21,0,100,2100,PACIFICO
,,207000,SAN FELIPE,207001777,LA PAMITA SPR DE RL,BAJA CALIFORNIA,206,MEXICALI,MENORES,BE2025028673,3/1/25,CAPTURA,207112,SAN LUIS GONZAGA,9,MARZO,2025,2/26/25,2/27/25,2,2,LITORAL,NO,1.02E+11,12/8/21,12/8/26,CORVINA,2862928H,BUCHE DE CORVINA GOLFINA,300,0,200,60000,PACIFICO
,,207000,SAN FELIPE,207001777,LA PAMITA SPR DE RL,BAJA CALIFORNIA,206,MEXICALI,MENORES,BE2025028676,3/1/25,CAPTURA,207112,SAN LUIS GONZAGA,10,MARZO,2025,2/27/25,2/28/25,2,2,LITORAL,NO,1.02E+11,12/8/21,12/8/26,CORVINA,2862928H,BUCHE DE CORVINA GOLFINA,300,0,200,60000,PACIFICO
,,207000,SAN FELIPE,207001967,ALEJANDRO JOSE DOUGLAS HUIZAR,BAJA CALIFORNIA,207,SAN FELIPE,MENORES,BE2025028891,3/2/25,CAPTURA,207110,COLORADITO,1,MARZO,2025,3/1/25,3/1/25,1,1,LITORAL,NO,1.02E+11,3/2/21,3/2/26,CORVINA,2862928H,BUCHE DE CORVINA GOLFINA,5,0,100,500,PACIFICO
,,207000,SAN FELIPE,207001777,LA PAMITA SPR DE RL,BAJA CALIFORNIA,206,MEXICALI,MENORES,BE2025029392,3/3/25,CAPTURA,207116,PUNTA ESTRELLA,10,MARZO,2025,3/2/25,3/3/25,2,2,LITORAL,NO,1.02E+11,12/8/21,12/8/26,CORVINA,2862928H,BUCHE DE CORVINA GOLFINA,360,0,250,90000,PACIFICO
,,207000,SAN FELIPE,207001900,DESIERTO DE CORTEZ SC DE RL DE CV,BAJA CALIFORNIA,207,SAN FELIPE,MENORES,BE2025030036,3/4/25,CAPTURA,207110,COLORADITO,2,MARZO,2025,3/2/25,3/3/25,2,2,LITORAL,NO,1.02E+11,2/11/22,2/11/27,CORVINA,2862928H,BUCHE DE CORVINA GOLFINA,42,0,100,4200,PACIFICO
,,207000,SAN FELIPE,207001777,LA PAMITA SPR DE RL,BAJA CALIFORNIA,206,MEXICALI,MENORES,BE2025030042,3/4/25,CAPTURA,207103,ZONA COLORADITO,10,MARZO,2025,3/2/25,3/3/25,2,2,LITORAL,NO,1.02E+11,12/8/21,12/8/26,CORVINA,2862928H,BUCHE DE CORVINA GOLFINA,400,0,250,100000,PACIFICO
,,207000,SAN FELIPE,203011606,JUANITA  ROBLES SANCHEZ,BAJA CALIFORNIA,207,SAN FELIPE,MENORES,BE2025030797,3/6/25,CAPTURA,207110,COLORADITO,1,MARZO,2025,3/5/25,3/5/25,1,1,LITORAL,NO,10206399112,3/2/21,3/2/26,CORVINA,2862928H,BUCHE DE CORVINA GOLFINA,6,0,100,600,PACIFICO
,,207000,SAN FELIPE,207002098,SCPP ISLAS DEL GOLFO SC DE RL DE CV,BAJA CALIFORNIA,207,SAN FELIPE,MENORES,BE2025031158,3/7/25,CAPTURA,207110,COLORADITO,2,MARZO,2025,3/6/25,3/6/25,1,1,LITORAL,NO,1.02E+11,2/17/21,2/17/26,CORVINA,2862928H,BUCHE DE CORVINA GOLFINA,21,0,100,2100,PACIFICO
,,207000,SAN FELIPE,203011606,JUANITA  ROBLES SANCHEZ,BAJA CALIFORNIA,207,SAN FELIPE,MENORES,BE2025031244,3/7/25,CAPTURA,207110,COLORADITO,1,MARZO,2025,3/6/25,3/6/25,1,1,LITORAL,NO,10206399112,3/2/21,3/2/26,CORVINA,2862928H,BUCHE DE CORVINA GOLFINA,8,0,100,800,PACIFICO
,,207000,SAN FELIPE,207001900,DESIERTO DE CORTEZ SC DE RL DE CV,BAJA CALIFORNIA,207,SAN FELIPE,MENORES,BE2025031355,3/7/25,CAPTURA,207110,COLORADITO,2,MARZO,2025,3/5/25,3/6/25,2,2,LITORAL,NO,1.02E+11,2/11/22,2/11/27,CORVINA,2862928H,BUCHE DE CORVINA GOLFINA,84,0,100,8400,PACIFICO
,,207000,SAN FELIPE,207001967,ALEJANDRO JOSE DOUGLAS HUIZAR,BAJA CALIFORNIA,207,SAN FELIPE,MENORES,BE2025031387,3/7/25,CAPTURA,207110,COLORADITO,1,MARZO,2025,3/6/25,3/6/25,1,1,LITORAL,NO,1.02E+11,3/2/21,3/2/26,CORVINA,2862928H,BUCHE DE CORVINA GOLFINA,3,0,100,300,PACIFICO
,,207000,SAN FELIPE,207001983,PESQUERA BAJAMAR SC DE RL,BAJA CALIFORNIA,207,SAN FELIPE,MENORES,BE2025031669,3/8/25,CAPTURA,207110,COLORADITO,2,MARZO,2025,3/4/25,3/6/25,3,3,LITORAL,NO,1.02E+11,2/24/21,2/24/26,CORVINA,2862928H,BUCHE DE CORVINA GOLFINA,126,0,100,12600,PACIFICO
,,207000,SAN FELIPE,207001983,PESQUERA BAJAMAR SC DE RL,BAJA CALIFORNIA,207,SAN FELIPE,MENORES,BE2025031670,3/8/25,CAPTURA,207110,COLORADITO,2,MARZO,2025,3/4/25,3/6/25,3,3,LITORAL,NO,1.02E+11,2/24/21,2/24/26,CORVINA,2862928H,BUCHE DE CORVINA GOLFINA,126,0,100,12600,PACIFICO
,,207000,SAN FELIPE,207001983,PESQUERA BAJAMAR SC DE RL,BAJA CALIFORNIA,207,SAN FELIPE,MENORES,BE2025031672,3/8/25,CAPTURA,207110,COLORADITO,2,MARZO,2025,3/6/25,3/8/25,3,3,LITORAL,NO,1.02E+11,2/24/21,2/24/26,CORVINA,2862928H,BUCHE DE CORVINA GOLFINA,126,0,100,12600,PACIFICO
,,207000,SAN FELIPE,207001983,PESQUERA BAJAMAR SC DE RL,BAJA CALIFORNIA,207,SAN FELIPE,MENORES,BE2025031673,3/8/25,CAPTURA,207110,COLORADITO,2,MARZO,2025,3/7/25,3/8/25,2,2,LITORAL,NO,1.02E+11,2/24/21,2/24/26,CORVINA,2862928H,BUCHE DE CORVINA GOLFINA,42,0,100,4200,PACIFICO
,,207000,SAN FELIPE,203011606,JUANITA  ROBLES SANCHEZ,BAJA CALIFORNIA,207,SAN FELIPE,MENORES,BE2025031719,3/8/25,CAPTURA,207110,COLORADITO,2,MARZO,2025,3/7/25,3/7/25,1,1,LITORAL,NO,10206399112,3/2/21,3/2/26,CORVINA,2862928H,BUCHE DE CORVINA GOLFINA,2,0,100,200,PACIFICO
,,207000,SAN FELIPE,203011606,JUANITA  ROBLES SANCHEZ,BAJA CALIFORNIA,207,SAN FELIPE,MENORES,BE2025031751,3/9/25,CAPTURA,207103,ZONA COLORADITO,1,MARZO,2025,3/8/25,3/9/25,2,2,LITORAL,NO,10206399112,3/2/21,3/2/26,CORVINA,2862928H,BUCHE DE CORVINA GOLFINA,6.3,0,100,630,PACIFICO
,,207000,SAN FELIPE,207001660,EL DESIERTO DE MATOMI SPR DE RL,BAJA CALIFORNIA,207,SAN FELIPE,MENORES,BE2025031909,3/10/25,CAPTURA,207103,ZONA COLORADITO,1,MARZO,2025,3/8/25,3/9/25,2,2,LITORAL,NO,1.02E+11,6/5/24,6/5/29,CORVINA,2862928H,BUCHE DE CORVINA GOLFINA,47.5,0,150,7125,PACIFICO
,,207000,SAN FELIPE,207002056,PESCADORES DE SAN FELIPE SC DE RL DE CV,BAJA CALIFORNIA,207,SAN FELIPE,MENORES,BE2025032079,3/10/25,CAPTURA,207110,COLORADITO,1,MARZO,2025,3/8/25,3/9/25,2,2,LITORAL,NO,1.02E+11,2/17/21,2/17/26,CORVINA,2862928H,BUCHE DE CORVINA GOLFINA,3,0,100,300,PACIFICO
,,207000,SAN FELIPE,207001660,EL DESIERTO DE MATOMI SPR DE RL,BAJA CALIFORNIA,207,SAN FELIPE,MENORES,BE2025032540,3/11/25,CAPTURA,207110,COLORADITO,3,MARZO,2025,3/10/25,3/10/25,1,1,LITORAL,NO,1.02E+11,6/5/24,6/5/29,CORVINA,2862928H,BUCHE DE CORVINA GOLFINA,33,0,100,3300,PACIFICO
,,207000,SAN FELIPE,207001777,LA PAMITA SPR DE RL,BAJA CALIFORNIA,206,MEXICALI,MENORES,BE2025032755,3/11/25,CAPTURA,207116,PUNTA ESTRELLA,1,MARZO,2025,3/9/25,3/9/25,1,1,LITORAL,NO,1.02E+11,12/8/21,12/8/26,CORVINA,2862928H,BUCHE DE CORVINA GOLFINA,6,0,200,1200,PACIFICO
,,207000,SAN FELIPE,203011606,JUANITA  ROBLES SANCHEZ,BAJA CALIFORNIA,207,SAN FELIPE,MENORES,BE2025033384,3/12/25,CAPTURA,207110,COLORADITO,2,MARZO,2025,3/10/25,3/11/25,2,2,LITORAL,NO,10206399112,3/2/21,3/2/26,CORVINA,2862928H,BUCHE DE CORVINA GOLFINA,21,0,100,2100,PACIFICO
,,207000,SAN FELIPE,207001900,DESIERTO DE CORTEZ SC DE RL DE CV,BAJA CALIFORNIA,207,SAN FELIPE,MENORES,BE2025033532,3/13/25,CAPTURA,207110,COLORADITO,2,MARZO,2025,3/10/25,3/12/25,3,3,LITORAL,NO,1.02E+11,2/11/22,2/11/27,CORVINA,2862928H,BUCHE DE CORVINA GOLFINA,84,0,100,8400,PACIFICO
,,207000,SAN FELIPE,207001975,SOCIEDAD PESQUERA  ISLA DE CONSAGA SPR DE RL,BAJA CALIFORNIA,207,SAN FELIPE,MENORES,BE2025033570,3/13/25,CAPTURA,207110,COLORADITO,2,MARZO,2025,3/12/25,3/12/25,1,1,LITORAL,NO,1.02E+11,2/2/22,2/2/27,CORVINA,2862928H,BUCHE DE CORVINA GOLFINA,5,0,100,500,PACIFICO
,,207000,SAN FELIPE,207001777,LA PAMITA SPR DE RL,BAJA CALIFORNIA,206,MEXICALI,MENORES,BE2025033796,3/13/25,CAPTURA,207110,COLORADITO,3,MARZO,2025,3/11/25,3/12/25,2,2,LITORAL,NO,1.02E+11,12/8/21,12/8/26,CORVINA,2862928H,BUCHE DE CORVINA GOLFINA,6,0,200,1200,PACIFICO
,,207000,SAN FELIPE,207002098,SCPP ISLAS DEL GOLFO SC DE RL DE CV,BAJA CALIFORNIA,207,SAN FELIPE,MENORES,BE2025034283,3/14/25,CAPTURA,207110,COLORADITO,2,MARZO,2025,3/13/25,3/13/25,1,1,LITORAL,NO,1.02E+11,2/17/21,2/17/26,CORVINA,2862928H,BUCHE DE CORVINA GOLFINA,9,0,100,900,PACIFICO
