state,office_name_clean,landing_site_clean,final_lat,final_lon,final_lat.lon_level,final_lat.lon_source,location,OHI.region_geo.est,OHI_state.assign,OHI_region_est,GOC_mel.est,GOC_state.assign,GOC_region.assign,GOC_est
BAJA CALIFORNIA SUR,BAHIA ASUNCION,BAHIA SAN PABLO,27.1974,-114.4633,state_site,Mel's state.site key,NA,NA,NA,NA,no,NA,NA,no
BAJA CALIFORNIA SUR,LA PAZ,PUNTA COLORADA,25.98125,-111.28335,state_site,Mel's state.site key,sea,Region_4,NA,Region_4,yes,NA,NA,yes
JALISCO,GUADALAJARA,PRESA LA LUZ,20.825,-103.045,state_site,Mel's state.site key,NA,NA,NA,NA,yes,NA,NA,yes
SINALOA,TOPOLOBAMPO,LAS GRULLAS,25.853345,-109.322,state_site,Hem's state.site key,land,Region_8,Region_8,Region_8,NA,yes,yes,yes
SONORA,GOLFO SANTA CLARA,RIO EL NARANJO Y EL SALADO,31.89795054,-114.5715395,state_office,Hem's state.office key,land,Region_5,NA,Region_5,NA,yes,yes,yes
SINALOA,EL ROSARIO,EL CONCHAL,24.24291444,-107.3292072,state_site,Hem's state.site key,land,Region_8,Region_8,Region_8,NA,yes,yes,yes
JALISCO,CHAPALA,MALECOM SEYBAPLAYA,19.8,-90.67,state_site,Mel's state.site key,NA,NA,NA,NA,no,NA,NA,no
SINALOA,NAVOLATO,ACUIC. MAR Y SOL.,24.76185658,-107.6833974,state_office,Hem's state.office key,land,Region_8,Region_8,Region_8,NA,yes,yes,yes
JALISCO,GUADALAJARA,MONTE NEGRO,20.46,-103.245,state_site,Mel's state.site key,NA,NA,NA,NA,yes,NA,NA,yes
BAJA CALIFORNIA,ISLA CEDROS,PUNTA EL PESCADOR,28.9362636,-113.3833794,state_site,Hem's state.site key,sea,Region_2,NA,Region_2,yes,NA,NA,yes
SINALOA,MAZATLAN,LOS A CABALLO,23.007,-106.027,state_site,Hem's state.site key,land,Region_8,Region_8,Region_8,NA,yes,yes,yes
BAJA CALIFORNIA SUR,LA PAZ,EL ZARGAZAL,27.7369,-115.0322,state_site,Mel's state.site key,NA,NA,NA,NA,no,NA,NA,no
NAYARIT,TECUALA,LAGUNA AGUA BRAVA,22.1206,-105.5386,state_site,Hem's state.site key,sea,Region_9,Region_9,Region_9,NA,yes,yes,yes
JALISCO,GUADALAJARA,OJO AGUA,20.67849597,-103.1672972,state_office_site,Hem's state.site.office key,NA,NA,NA,NA,no,NA,NA,no
BAJA CALIFORNIA,BAHIA LOS ANGELES,LAGUNA SALADA,32.45607935,-115.7301895,state_site,Hem's state.site key,NA,NA,NA,NA,yes,NA,NA,yes
BAJA CALIFORNIA,ENSENADA,ISLA PARTIDA,28.87,-113.031,state_site,Hem's state.site key,sea,Region_2,NA,Region_2,yes,NA,NA,yes
NAYARIT,SAN BLAS,"LA NUEVA """"U""""",21.54672474,-105.2582147,state_office,Hem's state.office key,land,Region_9,Region_9,Region_9,NA,yes,yes,yes
BAJA CALIFORNIA,SAN QUINTIN,PUERTO VIEJO,28.02216435,-114.1153895,state_site,Hem's state.site key,NA,NA,NA,NA,NA,NA,NA,NA
BAJA CALIFORNIA,ENSENADA,SALSIPUEDES,31.9671,-116.8176,state_site,Hem's state.site key,NA,NA,NA,NA,no,NA,NA,no
SONORA,GUAYMAS,PUNTA CALABOZO,25.06,-110.68,state_site,Mel's state.site key,land,Region_4,NA,Region_4,yes,yes,NA,yes
BAJA CALIFORNIA SUR,SANTA ROSALIA,ISLA SAN MARCOS,27.18917083,-112.0812222,state_office_site,Hem's state.site.office key,land,Region_3,NA,Region_3,yes,NA,NA,yes
NAYARIT,TEPIC,PASEO SAN JUAN,21.48266492,-104.5479942,state_office,Hem's state.office key,NA,NA,Region_9,Region_9,NA,yes,yes,yes
BAJA CALIFORNIA,ENSENADA,TODOS SANTOS,31.38890028,-115.7576411,state_office_site,Hem's state.site.office key,NA,NA,NA,NA,no,NA,NA,no
SINALOA,MAZATLAN,VIVEROS CAMARON AGUA DULCE,23.49411631,-106.3796491,state_office,Hem's state.office key,land,Region_8,Region_8,Region_8,NA,yes,yes,yes
JALISCO,GUADALAJARA,PRESA PALO VERDE,20.47,-104.06,state_office_site,Hem's state.site.office key,NA,NA,NA,NA,yes,NA,NA,yes
BAJA CALIFORNIA,ENSENADA,EL PLAYON SAN RAMON,30.77,-116.059,state_site,Mel's state.site key,NA,NA,NA,NA,no,NA,NA,no
NAYARIT,CRUZ HUANACAXTLE,ESTERO EL CHINO,20.79144145,-105.3371448,state_office,Hem's state.office key,land,Region_9,Region_9,Region_9,NA,yes,yes,yes
BAJA CALIFORNIA SUR,CD. CONSTITUCION,"SANTA ELENITA, COMONDU",25.1,-112.01,state_site,Mel's state.site key,NA,NA,NA,NA,no,NA,NA,no
SONORA,GUAYMAS,ESTERO RANCHO BUENO,27.99268803,-110.8650876,state_office,Interpolated: I meaned across landing_sites to estimate lat-long at the state-office level,land,Region_7,NA,Region_7,NA,yes,yes,yes
BAJA CALIFORNIA,VILLA JESUS MARIA,EL CARDON EN LAGUNA SAN IGNACIO,26.811,-113.178,state_site,Mel's state.site key,NA,NA,NA,NA,no,NA,NA,no
BAJA CALIFORNIA SUR,SAN CARLOS,LAGUNA TORTUGAS,24.5725,-111.7474,state_site,Mel's state.site key,NA,NA,NA,NA,no,NA,NA,no
NAYARIT,TEPIC,"MATITA, LA",21.48266492,-104.5479942,state_office,Hem's state.office key,NA,NA,Region_9,Region_9,NA,yes,yes,yes
BAJA CALIFORNIA,ENSENADA,RINCON BALLENAS,31.9809,-116.7964,state_site,Hem's state.site key,NA,NA,NA,NA,no,NA,NA,no
NAYARIT,TEPIC,ARROYO DEL CAPOMO,21.4085525,-104.4078664,state_office_site,Hem's state.site.office key,NA,NA,Region_9,Region_9,NA,yes,yes,yes
NAYARIT,TEPIC,"COLORIN, EL",21.48266492,-104.5479942,state_office,Hem's state.office key,NA,NA,Region_9,Region_9,NA,yes,yes,yes
NAYARIT,TEPIC,EL CIRUELO,21.2589775,-104.3485428,state_office_site,Hem's state.site.office key,NA,NA,Region_9,Region_9,NA,yes,yes,yes
NAYARIT,TEPIC,LAS BLANCAS,21.60477243,-104.7651272,state_office_site,Hem's state.site.office key,land,Region_9,Region_9,Region_9,NA,yes,yes,yes
BAJA CALIFORNIA,ENSENADA,SAN RAFAEL,31.67376111,-116.5265314,state_office_site,Hem's state.site.office key,NA,NA,NA,NA,yes,NA,NA,yes
SINALOA,CULIACAN,ORILLA DEL RIO HUMAYA,24.57540235,-107.4244193,state_office,Interpolated: I meaned across landing_sites to estimate lat-long at the state-office level,land,Region_8,Region_8,Region_8,NA,yes,yes,yes
NAYARIT,TEPIC,EL BRASIL,21.48266492,-104.5479942,state_office,Hem's state.office key,NA,NA,Region_9,Region_9,NA,yes,yes,yes
SINALOA,MAZATLAN,LITORAL DEL ESTADO,23.49411631,-106.3796491,state_office,Hem's state.office key,land,Region_8,Region_8,Region_8,NA,yes,yes,yes
NAYARIT,SANTIAGO IXCUINTLA,CENTRO RECEPCION COOP. OSTRICAMICHIN,21.98386651,-104.8967609,state_office,Hem's state.office key,NA,NA,Region_9,Region_9,NA,yes,yes,yes
BAJA CALIFORNIA SUR,SAN CARLOS,GUAMUCHIL,27.30143167,-112.8777836,state_site,Hem's state.site key,land,Region_3,NA,Region_3,yes,NA,NA,yes
NAYARIT,TECUALA,LOMA DEL COYOTE,22.49844421,-105.2661546,state_office,Hem's state.office key,land,Region_9,Region_9,Region_9,NA,yes,yes,yes
NAYARIT,TECUALA,"CUACOYOTL, EL",22.49844421,-105.2661546,state_office,Hem's state.office key,land,Region_9,Region_9,Region_9,NA,yes,yes,yes
BAJA CALIFORNIA,EL ROSARIO,BAHIA LOS ANGELES B.C.N.,28.95192,-113.56243,state_site,Mel's state.site key,land,Region_2,NA,Region_2,yes,NA,NA,yes
NAYARIT,TUXPAN,EL PUENTE,21.61101799,-105.0593105,state_site,Hem's state.site key,land,Region_9,Region_9,Region_9,NA,yes,yes,yes
SINALOA,GUASAVE,VARIOS,25.69673376,-108.2206193,state_office,Hem's state.office key,land,Region_8,Region_8,Region_8,NA,yes,yes,yes
SINALOA,ESCUINAPA,RESPONDEREMOS A MEXICO,24.15813585,-107.1783172,state_office,Interpolated: I meaned across landing_sites to estimate lat-long at the state-office level,sea,Region_8,Region_8,Region_8,NA,yes,yes,yes
SINALOA,NAVOLATO,BAHIA ALTATA,24.568,-107.832,state_office_site,Hem's state.site.office key,sea,Region_8,Region_8,Region_8,NA,yes,yes,yes
BAJA CALIFORNIA SUR,LA PAZ,EL CENTENARIO,24.10244861,-110.4131275,state_office_site,Hem's state.site.office key,land,Region_4,NA,Region_4,yes,NA,NA,yes
SINALOA,LOS MOCHIS,BAJO BALLENAS,25.98,-109.474,state_office_site,Hem's state.site.office key,sea,Region_8,Region_8,Region_8,NA,yes,yes,yes
BAJA CALIFORNIA,EL ROSARIO,LITORAL,30.063,-115.763,state_site,Mel's state.site key,NA,NA,NA,NA,no,NA,NA,no
SONORA,BAHIA KINO,PRESA ADOLFO RUIZ CORTINEZ,28.80555913,-111.6789334,state_office,Hem's state.office key,land,Region_6,NA,Region_6,NA,yes,yes,yes
SINALOA,LOS MOCHIS,LITORAL DEL ESTADO,25.90610918,-109.0009424,state_office,Hem's state.office key,land,Region_8,Region_8,Region_8,NA,yes,yes,yes
SINALOA,GUASAVE,SAN PEDRO LAS PLAYAS,25.69673376,-108.2206193,state_office,Hem's state.office key,land,Region_8,Region_8,Region_8,NA,yes,yes,yes
BAJA CALIFORNIA,VILLA JESUS MARIA,EL ROSARIO,30.063,-115.763,state_site,Mel's state.site key,NA,NA,NA,NA,no,NA,NA,no
SONORA,HUATABAMPO,LAS CUEVITAS,29.694,-112.557,state_site,Mel's state.site key,sea,Region_6,NA,Region_6,yes,yes,yes,yes
SINALOA,ESCUINAPA,PUNTILLA ANCHA,24.15813585,-107.1783172,state_office,Interpolated: I meaned across landing_sites to estimate lat-long at the state-office level,sea,Region_8,Region_8,Region_8,NA,yes,yes,yes
BAJA CALIFORNIA SUR,BAHIA ASUNCION,CALETA SANTA MARIA,22.929,-109.815,state_site,Mel's state.site key,sea,Region_4,NA,Region_4,yes,NA,NA,yes
NAYARIT,PENITA JALTEMBA,"JUAN PEREZ,",21.16238367,-105.2115404,state_office,Interpolated: I meaned across landing_sites to estimate lat-long at the state-office level,land,Region_9,Region_9,Region_9,NA,yes,yes,yes
BAJA CALIFORNIA SUR,BAHIA ASUNCION,BAHIA SAN HIPOLITO,26.9124,-113.8424,state_site,Mel's state.site key,NA,NA,NA,NA,no,NA,NA,no
NAYARIT,TECUALA,VENA PUERCA,22.49844421,-105.2661546,state_office,Hem's state.office key,land,Region_9,Region_9,Region_9,NA,yes,yes,yes
SONORA,GOLFO SANTA CLARA,PRESA ABELARDO L. RODRIGUEZ,31.89795054,-114.5715395,state_office,Hem's state.office key,land,Region_5,NA,Region_5,NA,yes,yes,yes
SONORA,GUAYMAS,NO ESPECIFICADO,27.99268803,-110.8650876,state_office,Interpolated: I meaned across landing_sites to estimate lat-long at the state-office level,land,Region_7,NA,Region_7,NA,yes,yes,yes
NAYARIT,TECUALA,LA SAL,22.49844421,-105.2661546,state_office,Hem's state.office key,land,Region_9,Region_9,Region_9,NA,yes,yes,yes
SONORA,PUERTO PENASCO,SAN JORGE,31.217,-113.159,state_site,Mel's state.site key,land,Region_6,NA,Region_6,yes,yes,yes,yes
NAYARIT,TUXPAN,EMBARCADERO ZOMATLAN,22.08709693,-105.1177705,state_office,Hem's state.office key,land,Region_9,Region_9,Region_9,NA,yes,yes,yes
NAYARIT,SANTIAGO IXCUINTLA,"CURVINAS, LAS",21.98386651,-104.8967609,state_office,Hem's state.office key,NA,NA,Region_9,Region_9,NA,yes,yes,yes
BAJA CALIFORNIA,VILLA JESUS MARIA,PUNTA CANOAS,29.4172,-115.1836,state_site,Hem's state.site key,NA,NA,NA,NA,no,NA,NA,no
BAJA CALIFORNIA SUR,LORETO,PUERTO SAN CARLOS,24.78974556,-112.1080619,state_site,Hem's state.site key,NA,NA,NA,NA,no,NA,NA,no
SONORA,GUAYMAS,PRESA IGNACIO L. ALATORRE,27.99268803,-110.8650876,state_office,Interpolated: I meaned across landing_sites to estimate lat-long at the state-office level,land,Region_7,NA,Region_7,NA,yes,yes,yes
BAJA CALIFORNIA SUR,LA PAZ,ENSENADA MUERTOS,23.9944626,-109.823389,state_office_site,Hem's state.site.office key,land,Region_4,NA,Region_4,yes,NA,NA,yes
SONORA,CD. OBREGON,EL SIARIC,26.422,-109.174,state_site,Mel's state.site key,land,Region_7,NA,Region_7,yes,yes,yes,yes
SONORA,HUATABAMPO,AGIAMPO,27.1947,-109.5419,state_site,Mel's state.site key,land,Region_7,NA,Region_7,yes,yes,yes,yes
BAJA CALIFORNIA SUR,SAN CARLOS,BUENA VISTA,23.09630611,-109.9284258,state_site,Hem's state.site key,land,Region_4,NA,Region_4,yes,NA,NA,yes
BAJA CALIFORNIA SUR,SANTA ROSALIA,ESTERO EL DATIL,26.5326271,-112.912955,state_site,Hem's state.site key,NA,NA,NA,NA,no,NA,NA,no
BAJA CALIFORNIA SUR,LORETO,EL REMATE,26.81,-111.89,state_site,Mel's state.site key,land,Region_3,NA,Region_3,yes,NA,NA,yes
BAJA CALIFORNIA SUR,CD. CONSTITUCION,FARO SANTO DOMINGO,27.03,-114.15,state_site,Mel's state.site key,NA,NA,NA,NA,yes,NA,NA,yes
JALISCO,BARRA NAVIDAD,PLAYA LA FORTUNA,20.49,-105.31,state_site,Hem's state.site key,land,Region_9,NA,Region_9,no,NA,yes,yes
SINALOA,MAZATLAN,EL VERDE,23.4123413,-106.4044564,state_office_site,Hem's state.site.office key,land,Region_8,Region_8,Region_8,NA,yes,yes,yes
NAYARIT,TEPIC,AGUAMILPA,21.83363125,-104.7471967,state_office_site,Hem's state.site.office key,NA,NA,Region_9,Region_9,NA,yes,yes,yes
BAJA CALIFORNIA,ENSENADA,LITORAL DEL ESTADO,31.68036483,-116.4415546,state_office,Hem's state.office key,NA,NA,NA,NA,NA,NA,NA,NA
SONORA,PUERTO PENASCO,BAHIA ADAIR,31.56001115,-113.8255353,state_office_site,Hem's state.site.office key,sea,Region_5,NA,Region_5,yes,yes,yes,yes
BAJA CALIFORNIA SUR,LA PAZ,PUNTA COVE,24.616,-112.101,state_site,Mel's state.site key,NA,NA,NA,NA,no,NA,NA,no
SINALOA,MAZATLAN,CORTINA LA PRESA AURELIO VENANCINI,24.132,-106.689,state_site,Hem's state.site key,land,Region_8,Region_8,Region_8,NA,yes,yes,yes
BAJA CALIFORNIA SUR,BAHIA ASUNCION,LA RIBERA,23.59656306,-109.5860669,state_site,Hem's state.site key,land,Region_4,NA,Region_4,yes,NA,NA,yes
JALISCO,OCOTLAN,ZAPOTLAN DEL REY,20.37319444,-102.7380556,state_office_site,Hem's state.site.office key,NA,NA,NA,NA,no,NA,NA,no
BAJA CALIFORNIA,EL ROSARIO,BAHIA LOS ANGELES,28.98904736,-113.5554914,state_site,Hem's state.site key,land,Region_2,NA,Region_2,yes,NA,NA,yes
BAJA CALIFORNIA SUR,SANTA ROSALIA,SANTA ROSALILLITA,27.3397,-112.2631,state_site,Mel's state.site key,sea,Region_3,NA,Region_3,yes,NA,NA,yes
BAJA CALIFORNIA SUR,LA PAZ,PUNTA CONEJO,25.7725,-112.87385,state_site,Mel's state.site key,NA,NA,NA,NA,no,NA,NA,no
SINALOA,EL FUERTE,MUELLE ESCAMERO EL FUERTE,26.43663942,-108.3939474,state_office,Hem's state.office key,NA,NA,Region_8,Region_8,NA,yes,yes,yes
NAYARIT,SAN BLAS,"HOBO, EL",21.54672474,-105.2582147,state_office,Hem's state.office key,land,Region_9,Region_9,Region_9,NA,yes,yes,yes
BAJA CALIFORNIA,VILLA JESUS MARIA,EL CARDON,28.9074,-114.4487,state_site,Mel's state.site key,NA,NA,NA,NA,no,NA,NA,no
BAJA CALIFORNIA,EL ROSARIO,CAMPO LOPEZ,32.14417597,-116.8878272,state_office_site,Hem's state.site.office key,NA,NA,NA,NA,no,NA,NA,no
SINALOA,MAZATLAN,EL GUAMUCHILITO,25.71993852,-108.2841368,state_site,Hem's state.site key,land,Region_8,Region_8,Region_8,NA,yes,yes,yes
BAJA CALIFORNIA,ENSENADA,VALLE TRANQUILO,31.2532,-114.8907,state_site,Mel's state.site key,land,Region_1,NA,Region_1,yes,NA,NA,yes
BAJA CALIFORNIA,EL ROSARIO,LITORAL DEL ESTADO,32.06384403,-116.6000299,state_office,Hem's state.office key,NA,NA,NA,NA,NA,NA,NA,NA
BAJA CALIFORNIA SUR,CD. CONSTITUCION,EL JUNCALITO,25.771423,-111.314857,state_site,Hem's state.site key,land,Region_4,NA,Region_4,yes,NA,NA,yes
BAJA CALIFORNIA SUR,CD. CONSTITUCION,LORETO,26.01243806,-111.3446955,state_site,Hem's state.site key,land,Region_4,NA,Region_4,yes,NA,NA,yes
SONORA,HUATABAMPO,PRESA SAN JOSE ATLANGA,26.97775279,-109.5011588,state_office,Hem's state.office key,land,Region_7,NA,Region_7,NA,yes,yes,yes
BAJA CALIFORNIA SUR,CD. CONSTITUCION,ESTERO EL BARRIL,23.6773,-109.6975,state_site,Mel's state.site key,land,Region_4,NA,Region_4,yes,NA,NA,yes
SONORA,CD. OBREGON,GOLFO SANTA CLARA,31.68994861,-114.5009186,state_site,Hem's state.site key,land,Region_5,NA,Region_5,yes,yes,yes,yes
BAJA CALIFORNIA,SAN FELIPE,CERRO PRIETO,30.82327619,-114.8508127,state_office,Hem's state.office key,land,Region_2,NA,Region_2,NA,NA,NA,NA
NAYARIT,SAN BLAS,"PANTEON, EL",21.54672474,-105.2582147,state_office,Hem's state.office key,land,Region_9,Region_9,Region_9,NA,yes,yes,yes
SINALOA,ESCUINAPA,PUERTA DEL FLOJO,24.15813585,-107.1783172,state_office,Interpolated: I meaned across landing_sites to estimate lat-long at the state-office level,sea,Region_8,Region_8,Region_8,NA,yes,yes,yes
SINALOA,ESCUINAPA,"REV. CALIHUEY, POCHOTES VARIOS",24.15813585,-107.1783172,state_office,Interpolated: I meaned across landing_sites to estimate lat-long at the state-office level,sea,Region_8,Region_8,Region_8,NA,yes,yes,yes
SINALOA,MAZATLAN,ACUACULTORES DIMAS,23.712,-106.797,state_office_site,Hem's state.site.office key,land,Region_8,Region_8,Region_8,NA,yes,yes,yes
SINALOA,CULIACAN,PRESA ADOLFO LOPEZ MATEOS,25.16344915,-107.4033337,state_site,Hem's state.site key,NA,NA,Region_8,Region_8,NA,yes,yes,yes
BAJA CALIFORNIA,SAN FELIPE,EL CONEJO,31.75827556,-115.9603539,state_site,Hem's state.site key,NA,NA,NA,NA,no,NA,NA,no
BAJA CALIFORNIA SUR,SANTA ROSALIA,BAHIA SAN NICOLAS,26.599,-111.541,state_site,Mel's state.site key,sea,Region_3,NA,Region_3,yes,NA,NA,yes
SINALOA,ESCUINAPA,LA CAIMANERA,25.85058,-109.353,state_site,Hem's state.site key,land,Region_8,Region_8,Region_8,NA,yes,yes,yes
SINALOA,TOPOLOBAMPO,GRULLA MARGEN IZQUIERDA,25.867,-109.332,state_site,Hem's state.site key,land,Region_8,Region_8,Region_8,NA,yes,yes,yes
SINALOA,MAZATLAN,2 ARBOLITOS,23.49411631,-106.3796491,state_office,Hem's state.office key,land,Region_8,Region_8,Region_8,NA,yes,yes,yes
BAJA CALIFORNIA,VILLA JESUS MARIA,PUERTO SAN JOSE,29.2844,-114.8703,state_site,Hem's state.site key,NA,NA,NA,NA,no,NA,NA,no
NAYARIT,TECUALA,EL ROBLE,21.98670287,-104.6216578,state_site,Hem's state.site key,NA,NA,Region_9,Region_9,NA,yes,yes,yes
BAJA CALIFORNIA SUR,BAHIA TORTUGAS,BAHIA BALLENAS,26.76,-113.391,state_site,Mel's state.site key,NA,NA,NA,NA,no,NA,NA,no
BAJA CALIFORNIA SUR,LA PAZ,ESTEO LAS TIJERAS,24.8183,-112.1532,state_site,Mel's state.site key,NA,NA,NA,NA,no,NA,NA,no
BAJA CALIFORNIA SUR,PUNTA ABREOJOS,PUERTO SAN CARLOS,24.78974556,-112.1080619,state_site,Hem's state.site key,NA,NA,NA,NA,no,NA,NA,no
BAJA CALIFORNIA,ENSENADA,PUNTA BLANCA,29.102,-114.642,state_site,Hem's state.site key,NA,NA,NA,NA,no,NA,NA,no
BAJA CALIFORNIA,VILLA JESUS MARIA,EL TOMATAL,28.48173843,-114.0570768,state_site,Hem's state.site key,NA,NA,NA,NA,no,NA,NA,no
SINALOA,CULIACAN,CRUZ ELOTA,23.89858685,-106.9112974,state_site,Hem's state.site key,land,Region_8,Region_8,Region_8,NA,yes,yes,yes
NAYARIT,SAN BLAS,VENA EL PUYEQUE,22.5986111,-105.2244444,state_site,Hem's state.site key,land,Region_9,Region_9,Region_9,NA,yes,yes,yes
BAJA CALIFORNIA SUR,SAN CARLOS,SAN ANDRESITO,25.8992,-112.1537,state_site,Mel's state.site key,NA,NA,NA,NA,no,NA,NA,no
BAJA CALIFORNIA SUR,SANTA ROSALIA,BOCA EL MOJON,27.01805455,-112.4718992,state_office,Hem's state.office key,land,Region_3,NA,Region_3,NA,NA,NA,NA
SINALOA,CULIACAN,LAGUNA EL CAIMANERO,22.9089782,-106.0680851,state_site,Hem's state.site key,sea,Region_8,Region_8,Region_8,NA,yes,yes,yes
BAJA CALIFORNIA SUR,BAHIA TORTUGAS,BAHIA ASUNCION,27.14090194,-114.2975581,state_site,Hem's state.site key,NA,NA,NA,NA,no,NA,NA,no
SINALOA,ESCUINAPA,LA REFORMA,24.39609059,-107.2318393,state_site,Hem's state.site key,land,Region_8,Region_8,Region_8,NA,yes,yes,yes
BAJA CALIFORNIA,VILLA JESUS MARIA,PUNTA SAN ANTONIO,29.74927319,-115.6854021,state_site,Hem's state.site key,NA,NA,NA,NA,no,NA,NA,no
SINALOA,GUASAVE,LITORAL DEL ESTADO,25.69673376,-108.2206193,state_office,Hem's state.office key,land,Region_8,Region_8,Region_8,NA,yes,yes,yes
BAJA CALIFORNIA,SAN FELIPE,LIT.GOLFO CALIFORNIA,29.65,-113.86,state_site,Mel's state.site key,sea,Region_2,NA,Region_2,yes,NA,NA,yes
JALISCO,GUADALAJARA,PRESA EL SAUCILLO,20.815,-103.04,state_site,Mel's state.site key,NA,NA,NA,NA,yes,NA,NA,yes
SINALOA,LA REFORMA,DISTRITO RIEGO,25.37774227,-107.8279879,state_office,Hem's state.office key,land,Region_8,Region_8,Region_8,NA,yes,yes,yes
SONORA,PUERTO PENASCO,TAMIAHUA,31.20629577,-112.8401312,state_office,Hem's state.office key,land,Region_6,NA,Region_6,NA,yes,yes,yes
NAYARIT,TEPIC,"CUEVAS, LAS",21.48266492,-104.5479942,state_office,Hem's state.office key,NA,NA,Region_9,Region_9,NA,yes,yes,yes
BAJA CALIFORNIA SUR,BAHIA ASUNCION,PUNTA LOS LOBOS,27.1436,-114.2905,state_site,Mel's state.site key,NA,NA,NA,NA,no,NA,NA,no
BAJA CALIFORNIA SUR,SAN CARLOS,PUNTA TOSCA,24.304,-111.71,state_site,Mel's state.site key,NA,NA,NA,NA,no,NA,NA,no
SINALOA,ESCUINAPA,HECHOTEHUECA,24.15813585,-107.1783172,state_office,Interpolated: I meaned across landing_sites to estimate lat-long at the state-office level,sea,Region_8,Region_8,Region_8,NA,yes,yes,yes
SINALOA,ESCUINAPA,LOS POCHOTES,24.84074986,-107.7714303,state_site,Hem's state.site key,land,Region_8,Region_8,Region_8,NA,yes,yes,yes
SINALOA,MAZATLAN,EL RASTRO,25.69041,-109.039,state_site,Hem's state.site key,land,Region_8,Region_8,Region_8,NA,yes,yes,yes
BAJA CALIFORNIA,VILLA JESUS MARIA,VARADERO DEL CARDON,28.3545,-114.0755,state_site,Hem's state.site key,NA,NA,NA,NA,no,NA,NA,no
SINALOA,MAZATLAN,EJIDOS BARRON,23.49411631,-106.3796491,state_office,Hem's state.office key,land,Region_8,Region_8,Region_8,NA,yes,yes,yes
BAJA CALIFORNIA,VILLA JESUS MARIA,SAN SEBASTIAN,32.49516972,-116.5900489,state_site,Hem's state.site key,NA,NA,NA,NA,yes,NA,NA,yes
SINALOA,ESCUINAPA,PUNTA SAN MIGUEL,23.795,-106.883,state_site,Hem's state.site key,sea,Region_8,Region_8,Region_8,NA,yes,yes,yes
BAJA CALIFORNIA SUR,SAN CARLOS,BAHIA BALLENAS,26.76,-113.391,state_site,Mel's state.site key,NA,NA,NA,NA,no,NA,NA,no
BAJA CALIFORNIA SUR,SAN CARLOS,COSTAS CELESTUN,25.3714584,-112.0739843,state_office,Interpolated: I meaned across landing_sites to estimate lat-long at the state-office level,NA,NA,NA,NA,NA,NA,NA,NA
NAYARIT,PENITA JALTEMBA,PUNTA RAZA,21.0129296,-105.3173555,state_site,Hem's state.site key,sea,Region_9,Region_9,Region_9,NA,yes,yes,yes
BAJA CALIFORNIA SUR,LA PAZ,LAS TINAS,23.83649597,-109.7400993,state_office_site,Hem's state.site.office key,land,Region_4,NA,Region_4,yes,NA,NA,yes
SINALOA,TOPOLOBAMPO,GRULLA MARGEN DERECHA,25.894,-109.356,state_site,Hem's state.site key,land,Region_8,Region_8,Region_8,NA,yes,yes,yes
BAJA CALIFORNIA SUR,LORETO,SAN MIGUEL,25.963605,-111.978799,state_office_site,Hem's state.site.office key,NA,NA,NA,NA,yes,NA,NA,yes
SINALOA,ESCUINAPA,DIQUE LOS BECOS,24.6281083,-107.3011224,state_site,Hem's state.site key,land,Region_8,Region_8,Region_8,NA,yes,yes,yes
SINALOA,TOPOLOBAMPO,LA REFORMA,24.39609059,-107.2318393,state_site,Hem's state.site key,land,Region_8,Region_8,Region_8,NA,yes,yes,yes
BAJA CALIFORNIA SUR,SANTA ROSALIA,EL MOJON,27.0645,-111.9926,state_site,Mel's state.site key,land,Region_3,NA,Region_3,yes,NA,NA,yes
SINALOA,ESCUINAPA,LA CALETA,24.15813585,-107.1783172,state_office,Interpolated: I meaned across landing_sites to estimate lat-long at the state-office level,sea,Region_8,Region_8,Region_8,NA,yes,yes,yes
BAJA CALIFORNIA,BAHIA LOS ANGELES,PRESA EL CAJON,29.13445317,-113.7674518,state_office,Hem's state.office key,land,Region_2,NA,Region_2,NA,NA,NA,NA
BAJA CALIFORNIA,ENSENADA,EL PLAYON,30.41757333,-116.0073924,state_site,Hem's state.site key,NA,NA,NA,NA,no,NA,NA,no
BAJA CALIFORNIA SUR,CD. CONSTITUCION,SAN ANDRES,26.8,-112.05,state_site,Mel's state.site key,land,Region_3,NA,Region_3,no,NA,NA,no
SONORA,CD. OBREGON,PAREDON ROJO,27.90648164,-110.8643649,state_office,Interpolated: I meaned across landing_sites to estimate lat-long at the state-office level,sea,Region_7,NA,Region_7,NA,yes,yes,yes
SINALOA,EL ROSARIO,CANDELONES,23.09803795,-105.8981365,state_office,Hem's state.office key,land,Region_8,Region_8,Region_8,NA,yes,yes,yes
BAJA CALIFORNIA SUR,BAHIA ASUNCION,PUNTA SAN ROQUE,27.1749,-114.4316,state_site,Mel's state.site key,NA,NA,NA,NA,no,NA,NA,no
BAJA CALIFORNIA SUR,LA PAZ,PLAYA EL CARACOL,24.2973,-110.1982,state_site,Mel's state.site key,sea,Region_4,NA,Region_4,yes,NA,NA,yes
