Data,landing_site,clave,subregion,long,lat,State,GofC
YEPI PUNTA 115 3.0115 -110.6327 24.2938 47,YEPI PUNTA,115,3.0115,-110.6327,24.2938,Baja California Sur,mixed
YESO EL 282 3.0282 -112.2840 27.3670 56,YESO EL,282,3.0282,-112.284,27.367,Baja California Sur,mixed
YORIGEOBE RANCHO 332 2.0332 -110.7669 23.8675 38,YORIGEOBE RANCHO,332,2.0332,-110.7669,23.8675,Baja California Sur,mixed
ZACATON EL 12 3.0012 -109.5550 23.1010 42,ZACATON EL,12,3.0012,-109.555,23.101,Baja California Sur,mixed
ZACATOSO ISLOTE EL 23 2.0023 -114.2286 27.8900 19,ZACATOSO ISLOTE EL,23,2.0023,-114.2286,27.89,Baja California Sur,mixed
ZARGAZAL EL 58 2.0058 -115.0322 27.7369 22,ZARGAZAL EL,58,2.0058,-115.0322,27.7369,Baja California Sur,mixed
ABANAUA ISLA 437 5.0437 -109.467 26.6757 94,ABANAUA ISLA,437,5.0437,-109.467,26.6757,Sonora,yes
ABANHUA ISLA 453 5.0453 -109.252 26.3967 95,ABANHUA ISLA,453,5.0453,-109.252,26.3967,NA,NA
ABRIGO EL BOCA 7 5.0007 -114.635 31.752 75,ABRIGO EL BOCA,7,5.0007,-114.635,31.752,NA,NA
ACAPULCO BALNEARIO 164 5.0164 -111.76 28.5248 87,ACAPULCO BALNEARIO,164,5.0164,-111.76,28.5248,NA,NA
ADAIR BAHÍA 20 5.002 -113.911 31.5796 77,ADAIR BAHÍA,20,5.002,-113.911,31.5796,NA,NA
AGIABAMPO 465 5.0465 -109.146 26.3642 96,AGIABAMPO,465,5.0465,-109.146,26.3642,NA,NA
AGIABAMPO BAHIA 464 5.0464 -109.146 26.3642 96,AGIABAMPO BAHIA,464,5.0464,-109.146,26.3642,NA,NA
AGIABAMPO ESTERO 463 5.0463 -109.146 26.3642 96,AGIABAMPO ESTERO,463,5.0463,-109.146,26.3642,NA,NA
AGUA DULCE BAHÍA 134 5.0134 -112.404 29.1912 84,AGUA DULCE BAHÍA,134,5.0134,-112.404,29.1912,NA,NA
AGUJA PUNTA 357 5.0357 -110.555 27.368 91,AGUJA PUNTA,357,5.0357,-110.555,27.368,NA,NA
AGUSTIN SAN 208 5.0208 -111.235 28.1634 88,AGUSTIN SAN,208,5.0208,-111.235,28.1634,NA,NA
AGUSTIN SAN BAHÍA 191 5.0191 -111.401 28.2645 88,AGUSTIN SAN BAHÍA,191,5.0191,-111.401,28.2645,NA,NA
ALCATRAZ ISLA 147 5.0147 -111.971 28.805 86,ALCATRAZ ISLA,147,5.0147,-111.971,28.805,NA,NA
ALGODONES CAMPO LOS 331 5.0331 -110.597 27.6525 90,ALGODONES CAMPO LOS,331,5.0331,-110.597,27.6525,NA,NA
ALGODONES ENSENADA 239 5.0239 -111.107 27.9523 89,ALGODONES ENSENADA,239,5.0239,-111.107,27.9523,NA,NA
ALGODONES ESTERO LOS 328 5.0328 -110.582 27.677 90,ALGODONES ESTERO LOS,328,5.0328,-110.582,27.677,NA,NA
ALGODONES ISLA 321 5.0321 -110.609 27.7961 90,ALGODONES ISLA,321,5.0321,-110.609,27.7961,NA,NA
ALGODONES LOS 330 5.033 -110.608 27.658 90,ALGODONES LOS,330,5.033,-110.608,27.658,NA,NA
ALMAGRE CHICO ISLA 284 5.0284 -110.881 27.9089 89 b,ALMAGRE CHICO ISLA,284,5.0284,-110.881,27.9089,NA,NA
ALMAGRE GRANDE ISLA 285 5.0285 -110.872 27.9092 89 b,ALMAGRE GRANDE ISLA,285,5.0285,-110.872,27.9092,NA,NA
ALMEJA DE ESTERO 52 5.0052 -113.11 31.1554 78,ALMEJA DE ESTERO,52,5.0052,-113.11,31.1554,NA,NA
ALMEJAS 51 5.0051 -113.099 31.2199 78,ALMEJAS,51,5.0051,-113.099,31.2199,NA,NA
ALMEJAS ESTERO 50 5.005 -113.115 31.2026 78,ALMEJAS ESTERO,50,5.005,-113.115,31.2026,NA,NA
AMARGA LA CALETA 215 5.0215 -111.264 28.066 88,AMARGA LA CALETA,215,5.0215,-111.264,28.066,NA,NA
AMARILLA PUNTA 226 5.0226 -111.243 28.04 88,AMARILLA PUNTA,226,5.0226,-111.243,28.04,NA,NA
AMARILLAS CAMPO LAS 410 5.041 -109.873 27.0115 93,AMARILLAS CAMPO LAS,410,5.041,-109.873,27.0115,NA,NA
ANEGADOS LOS BAHÍA 229 5.0229 -111.194 28.0129 88,ANEGADOS LOS BAHÍA,229,5.0229,-111.194,28.0129,NA,NA
ANTENA LA 256 5.0256 -110.953 27.894 89 b,ANTENA LA,256,5.0256,-110.953,27.894,NA,NA
ANTONIO PUNTA SAN OESTE 240 5.024 -111.102 27.9352 89,ANTONIO PUNTA SAN OESTE,240,5.024,-111.102,27.9352,NA,NA
ANTONIO PUNTA SAN ESTE 241 5.0241 -111.057 27.927 89,ANTONIO PUNTA SAN ESTE,241,5.0241,-111.057,27.927,NA,NA
AQUIROPO 416 5.0416 -109.858 26.8315 93,AQUIROPO,416,5.0416,-109.858,26.8315,NA,NA
AQUIROPO ESTERO 417 5.0417 -109.858 26.8315 93,AQUIROPO ESTERO,417,5.0417,-109.858,26.8315,NA,NA
ARENAS PUNTA 107 5.0107 -112.221 29.182 84,ARENAS PUNTA,107,5.0107,-112.221,29.182,NA,NA
ARENOSA PLAYA 16 5.0016 -114.07 31.4921 76,ARENOSA PLAYA,16,5.0016,-114.07,31.4921,NA,NA
ARENOSA PLAYA SUR 33 5.0033 -113.588 31.3221 77,ARENOSA PLAYA SUR,33,5.0033,-113.588,31.3221,NA,NA
AST AH KEEM PUNTA 123 5.0123 -112.256 28.7683 85,AST AH KEEM PUNTA,123,5.0123,-112.256,28.7683,NA,NA
ATANASIA COSTA 386 5.0386 -110.212 27.144 92,ATANASIA COSTA,386,5.0386,-110.212,27.144,NA,NA
ATANASIA LA 385 5.0385 -110.207 27.1524 92,ATANASIA LA,385,5.0385,-110.207,27.1524,NA,NA
ATANASIA LA BOCA 387 5.0387 -110.216 27.134 92,ATANASIA LA BOCA,387,5.0387,-110.216,27.134,NA,NA
BACERAN 318 5.0318 -110.508 27.844 90,BACERAN,318,5.0318,-110.508,27.844,NA,NA
BACHOCO 432 5.0432 -109.435 26.7123 94,BACHOCO,432,5.0432,-109.435,26.7123,NA,NA
BACHOCO BAHÍA 440 5.044 -109.428 26.637 94,BACHOCO BAHÍA,440,5.044,-109.428,26.637,NA,NA
BACHOCO REPRESO 433 5.0433 -109.351 26.728 94,BACHOCO REPRESO,433,5.0433,-109.351,26.728,NA,NA
BACHOMOJAQUI 445 5.0445 -109.306 26.5533 95,BACHOMOJAQUI,445,5.0445,-109.306,26.5533,NA,NA
BACOCHIBAMPO 252 5.0252 -110.951 27.9195 89 b,BACOCHIBAMPO,252,5.0252,-110.951,27.9195,NA,NA
BACOCHIBAMPO ESTERO 251 5.0251 -110.944 27.9308 89 b,BACOCHIBAMPO ESTERO,251,5.0251,-110.944,27.9308,NA,NA
BACOREUIS ESTERO 468 5.0468 -109.133 26.2563 96,BACOREUIS ESTERO,468,5.0468,-109.133,26.2563,NA,NA
BACUM JOSE ESTERO 344 5.0344 -110.584 27.5552 91,BACUM JOSE ESTERO,344,5.0344,-110.584,27.5552,NA,NA
BAHÍA LOBOS NORTE BOCA 350 5.035 -110.586 27.427 91,BAHÍA LOBOS NORTE BOCA,350,5.035,-110.586,27.427,NA,NA
BAIRA ESTERO 343 5.0343 -110.592 27.5623 91,BAIRA ESTERO,343,5.0343,-110.592,27.5623,NA,NA
BAJA LA BOCA 1 5.0001 -114.803 31.696 75,BAJA LA BOCA,1,5.0001,-114.803,31.696,NA,NA
BAJA PUNTA 281 5.0281 -110.857 27.8993 89 b,BAJA PUNTA,281,5.0281,-110.857,27.8993,NA,NA
BALIZA 146 5.0146 -111.973 28.798 86,BALIZA,146,5.0146,-111.973,28.798,NA,NA
BALLENA PUNTA 197 5.0197 -111.331 28.188 88,BALLENA PUNTA,197,5.0197,-111.331,28.188,NA,NA
BALLENA ROCA 207 5.0207 -111.337 28.1709 88,BALLENA ROCA,207,5.0207,-111.337,28.1709,NA,NA
BAMOCHA DE PENÍNSULA 459 5.0459 -109.196 26.3719 95,BAMOCHA DE PENÍNSULA,459,5.0459,-109.196,26.3719,NA,NA
BAMOCHA ESTERO 450 5.045 -109.242 26.434 95,BAMOCHA ESTERO,450,5.045,-109.242,26.434,NA,NA
BANDERA LA 257 5.0257 -110.953 27.894 89 b,BANDERA LA,257,5.0257,-110.953,27.894,NA,NA
BANDERAS ESTERO 472 5.0472 -109.305 26.119 96,BANDERAS ESTERO,472,5.0472,-109.305,26.119,NA,NA
BAÑOS LOS 461 5.0461 -109.164 26.3755 95,BAÑOS LOS,461,5.0461,-109.164,26.3755,NA,NA
BAÑOS MUELLE 462 5.0462 -109.163 26.3709 95,BAÑOS MUELLE,462,5.0462,-109.163,26.3709,NA,NA
BARAJAS LAS BAHÍA 234 5.0234 -111.158 27.974 89,BARAJAS LAS BAHÍA,234,5.0234,-111.158,27.974,NA,NA
BARAJITAS LAS BAHÍA 228 5.0228 -111.228 28.0384 88,BARAJITAS LAS BAHÍA,228,5.0228,-111.228,28.0384,NA,NA
BARBARA ESTERO 423 5.0423 -109.66 26.692 94,BARBARA ESTERO,423,5.0423,-109.66,26.692,NA,NA
BARBARA SANTA 428 5.0428 -109.542 26.678 94,BARBARA SANTA,428,5.0428,-109.542,26.678,NA,NA
BARBARA SANTA BAHÍA 427 5.0427 -109.599 26.6771 94,BARBARA SANTA BAHÍA,427,5.0427,-109.599,26.6771,NA,NA
BAROCHIPA LAGUNA 447 5.0447 -109.27 26.5062 95,BAROCHIPA LAGUNA,447,5.0447,-109.27,26.5062,NA,NA
BARQUITO RADA 198 5.0198 -111.331 28.19 88,BARQUITO RADA,198,5.0198,-111.331,28.19,NA,NA
BATEA ISLA 295 5.0295 -110.882 27.9902 89 b,BATEA ISLA,295,5.0295,-110.882,27.9902,NA,NA
BATUECAS PUNTA 290 5.029 -110.861 27.934 89 b,BATUECAS PUNTA,290,5.029,-110.861,27.934,NA,NA
BLANCA MANCHA LA 95 5.0095 -112.38 29.4438 83,BLANCA MANCHA LA,95,5.0095,-112.38,29.4438,NA,NA
BLANCA PEÑA 201 5.0201 -111.331 28.1869 88,BLANCA PEÑA,201,5.0201,-111.331,28.1869,NA,NA
BLANCA PUNTA 138 5.0138 -112.052 28.8916 86,BLANCA PUNTA,138,5.0138,-112.052,28.8916,NA,NA
BLANCA PUNTA CENTRO 155 5.0155 -111.905 28.7755 86,BLANCA PUNTA CENTRO,155,5.0155,-111.905,28.7755,NA,NA
BLANCA PUNTA SUR 293 5.0293 -110.845 27.9549 89 b,BLANCA PUNTA SUR,293,5.0293,-110.845,27.9549,NA,NA
BOCANITAS 352 5.0352 -110.566 27.4325 91,BOCANITAS,352,5.0352,-110.566,27.4325,NA,NA
BOCAS LAS 443 5.0443 -109.34 26.5848 95,BOCAS LAS,443,5.0443,-109.34,26.5848,NA,NA
BOCAS LAS ESTERO 442 5.0442 -109.347 26.579 94,BOCAS LAS ESTERO,442,5.0442,-109.347,26.579,NA,NA
BOLA CAMPO 83 5.0083 -112.736 29.9102 82,BOLA CAMPO,83,5.0083,-112.736,29.9102,NA,NA
BOLA CERRO 82 5.0082 -112.736 29.9102 82,BOLA CERRO,82,5.0082,-112.736,29.9102,NA,NA
BOLA CERRO SUR 189 5.0189 -111.408 28.2753 88,BOLA CERRO SUR,189,5.0189,-111.408,28.2753,NA,NA
BORRASCOSO COSTA 17 5.0017 -114.05 31.484 76,BORRASCOSO COSTA,17,5.0017,-114.05,31.484,NA,NA
BORRASCOSO EL 18 5.0018 -114.05 31.484 76,BORRASCOSO EL,18,5.0018,-114.05,31.484,NA,NA
BOSQUE EL ENSENADA 358 5.0358 -110.481 27.3658 91,BOSQUE EL ENSENADA,358,5.0358,-110.481,27.3658,NA,NA
BOYLES 139 5.0139 -112.034 28.874 86,BOYLES,139,5.0139,-112.034,28.874,NA,NA
BURRITOS LOS 177 5.0177 -111.526 28.3941 87,BURRITOS LOS,177,5.0177,-111.526,28.3941,NA,NA
BURRO EL 55 5.0055 -113.026 31.0358 78,BURRO EL,55,5.0055,-113.026,31.0358,NA,NA
BURUBAMPO ESTERO 420 5.042 -109.787 26.7278 94,BURUBAMPO ESTERO,420,5.042,-109.787,26.7278,NA,NA
CADENAS ENSENADA 185 5.0185 -111.445 28.2915 88,CADENAS ENSENADA,185,5.0185,-111.445,28.2915,NA,NA
CALAVERA PUNTA. 316 5.0316 -110.527 27.859 90,CALAVERA PUNTA.,316,5.0316,-110.527,27.859,NA,NA
CALAVERAS LAS 117 5.0117 -112.197 28.9702 85,CALAVERAS LAS,117,5.0117,-112.197,28.9702,NA,NA
CALAVERAS LAS PUNTA 311 5.0311 -110.677 27.889 89,CALAVERAS LAS PUNTA,311,5.0311,-110.677,27.889,NA,NA
CAMAHUIROA 446 5.0446 -109.29 26.5394 95,CAMAHUIROA,446,5.0446,-109.29,26.5394,NA,NA
CAMAPOCHI 333 5.0333 -110.625 27.629 90,CAMAPOCHI,333,5.0333,-110.625,27.629,NA,NA
CAMAPOCHI ESTERO 332 5.0332 -110.625 27.629 90,CAMAPOCHI ESTERO,332,5.0332,-110.625,27.629,NA,NA
CARDONAL EL 175 5.0175 -111.643 28.4414 87,CARDONAL EL,175,5.0175,-111.643,28.4414,NA,NA
CARDONAL EL BOCA 172 5.0172 -111.712 28.4633 87,CARDONAL EL BOCA,172,5.0172,-111.712,28.4633,NA,NA
CARDONAL EL ESTERO 173 5.0173 -111.69 28.4672 87,CARDONAL EL ESTERO,173,5.0173,-111.69,28.4672,NA,NA
CARDONAL PLAYA 174 5.0174 -111.704 28.4535 87,CARDONAL PLAYA,174,5.0174,-111.704,28.4535,NA,NA
CARLOS SAN 244 5.0244 -111.04 27.9622 89,CARLOS SAN,244,5.0244,-111.04,27.9622,NA,NA
CARLOS SAN PALMAS 183 5.0183 -111.456 28.3156 87,CARLOS SAN PALMAS,183,5.0183,-111.456,28.3156,NA,NA
CATAPONI 375 5.0375 -110.362 27.2347 92,CATAPONI,375,5.0375,-110.362,27.2347,NA,NA
CENTINELA ENSENADA EL 264 5.0264 -110.91 27.86 89 b,CENTINELA ENSENADA EL,264,5.0264,-110.91,27.86,NA,NA
CHANGOS LOS ROCA 220 5.022 -111.305 28.1286 88,CHANGOS LOS ROCA,220,5.022,-111.305,28.1286,NA,NA
CHAVITO EL ESTERO 3 5.0003 -114.717 31.6975 75,CHAVITO EL ESTERO,3,5.0003,-114.717,31.6975,NA,NA
CHICA CALETA 217 5.0217 -111.32 28.147 88,CHICA CALETA,217,5.0217,-111.32,28.147,NA,NA
CHICA ENSENADA 213 5.0213 -111.3 28.1316 88,CHICA ENSENADA,213,5.0213,-111.3,28.1316,NA,NA
CHILTEPIN 314 5.0314 -110.597 27.8865 90,CHILTEPIN,314,5.0314,-110.597,27.8865,NA,NA
CHIRAHUAL 313 5.0313 -110.63 27.8906 90,CHIRAHUAL,313,5.0313,-110.63,27.8906,NA,NA
CHOYA CABALLO PUNTA 27 5.0027 -113.624 31.3402 77,CHOYA CABALLO PUNTA,27,5.0027,-113.624,31.3402,NA,NA
CHOYA LA 25 5.0025 -113.64 31.3423 77,CHOYA LA,25,5.0025,-113.64,31.3423,NA,NA
CHOYA LA BAHÍA 23 5.0023 -113.638 31.3747 77,CHOYA LA BAHÍA,23,5.0023,-113.638,31.3747,NA,NA
CHOYA LA CAMPO 32 5.0032 -113.626 31.3286 77,CHOYA LA CAMPO,32,5.0032,-113.626,31.3286,NA,NA
CHOYA LA ESTERO 28 5.0028 -113.615 31.339 77,CHOYA LA ESTERO,28,5.0028,-113.615,31.339,NA,NA
CHOYUDO EL 206 5.0206 -111.271 28.1906 88,CHOYUDO EL,206,5.0206,-111.271,28.1906,NA,NA
CHOYUDO PUNTA 182 5.0182 -111.463 28.3393 87,CHOYUDO PUNTA,182,5.0182,-111.463,28.3393,NA,NA
CHUECA PUNTA 115 5.0115 -112.156 29.008 84,CHUECA PUNTA,115,5.0115,-112.156,29.008,NA,NA
CHUECA PUNTA CAMPO 114 5.0114 -112.154 29.017 84,CHUECA PUNTA CAMPO,114,5.0114,-112.154,29.017,NA,NA
CIEGO BAHÍA EL 320 5.032 -110.582 27.822 90,CIEGO BAHÍA EL,320,5.032,-110.582,27.822,NA,NA
CIENCIAS MARINAS ESCUELA SUPERIOR DE 255 5.0255 -110.952 27.908 89 b,CIENCIAS MARINAS ESCUELA SUPERIOR DE,255,5.0255,-110.952,27.908,NA,NA
CIRIOS PUNTA 86 5.0086 -112.613 29.85 82,CIRIOS PUNTA,86,5.0086,-112.613,29.85,NA,NA
CLARA SANTA GOLFO 10 5.001 -114.484 31.6835 75,CLARA SANTA GOLFO,10,5.001,-114.484,31.6835,NA,NA
CLEMENTE SALINA SAN 153 5.0153 -111.86 28.758 86,CLEMENTE SALINA SAN,153,5.0153,-111.86,28.758,NA,NA
COCHINO PELADO ENSENADA 267 5.0267 -110.893 27.8474 89 b,COCHINO PELADO ENSENADA,267,5.0267,-110.893,27.8474,NA,NA
COCHINO PUNTA 266 5.0266 -110.899 27.854 89 b,COCHINO PUNTA,266,5.0266,-110.899,27.854,NA,NA
COCHORE ESTERO 301 5.0301 -110.811 27.9255 89 b,COCHORE ESTERO,301,5.0301,-110.811,27.9255,NA,NA
COCHORIT 309 5.0309 -110.776 27.9186 89,COCHORIT,309,5.0309,-110.776,27.9186,NA,NA
COCHORIT PLAYA DEL 310 5.031 -110.769 27.9172 89,COCHORIT PLAYA DEL,310,5.031,-110.769,27.9172,NA,NA
COCINAS LAS ENSENADA 193 5.0193 -111.38 28.2309 88,COCINAS LAS ENSENADA,193,5.0193,-111.38,28.2309,NA,NA
COCINAS LAS ESTERO 196 5.0196 -111.341 28.2016 88,COCINAS LAS ESTERO,196,5.0196,-111.341,28.2016,NA,NA
COLORADA PUNTA 260 5.026 -110.951 27.8659 89 b,COLORADA PUNTA,260,5.026,-110.951,27.8659,NA,NA
COLORADA PUNTA ISLA 460 5.046 -109.208 26.3448 95,COLORADA PUNTA ISLA,460,5.046,-109.208,26.3448,NA,NA
COLORADITO EL 90 5.009 -112.602 29.769 82,COLORADITO EL,90,5.009,-112.602,29.769,NA,NA
COLORADO EL 87 5.0087 -112.638 29.8142 82,COLORADO EL,87,5.0087,-112.638,29.8142,NA,NA
COLORADO EL BAHÍA 187 5.0187 -111.419 28.2818 88,COLORADO EL BAHÍA,187,5.0187,-111.419,28.2818,NA,NA
COLORADO EL CAMPO 188 5.0188 -111.418 28.2864 88,COLORADO EL CAMPO,188,5.0188,-111.418,28.2864,NA,NA
COLORADO EL CERRO 186 5.0186 -111.455 28.2862 88,COLORADO EL CERRO,186,5.0186,-111.455,28.2862,NA,NA
COLORADO PAREDON 406 5.0406 -109.934 27.0441 93,COLORADO PAREDON,406,5.0406,-109.934,27.0441,NA,NA
COLORADO PUNTA RISCO 128 5.0128 -112.359 28.7561 85,COLORADO PUNTA RISCO,128,5.0128,-112.359,28.7561,NA,NA
CONCHALITO ESTERO EL 409 5.0409 -109.886 27.0452 93,CONCHALITO ESTERO EL,409,5.0409,-109.886,27.0452,NA,NA
CONCHAS LAS 40 5.004 -113.495 31.29 78,CONCHAS LAS,40,5.004,-113.495,31.29,NA,NA
CORRALITOS LOS 181 5.0181 -111.459 28.3502 87,CORRALITOS LOS,181,5.0181,-111.459,28.3502,NA,NA
COYOTE PUNTA 277 5.0277 -110.866 27.8778 89 b,COYOTE PUNTA,277,5.0277,-110.866,27.8778,NA,NA
CRUCES BOCA LAS 325 5.0325 -110.598 27.7259 90,CRUCES BOCA LAS,325,5.0325,-110.598,27.7259,NA,NA
CRUCES ESTERO LAS 326 5.0326 -110.561 27.7305 90,CRUCES ESTERO LAS,326,5.0326,-110.561,27.7305,NA,NA
CRUZ ESTERO SANTA 154 5.0154 -111.884 28.767 86,CRUZ ESTERO SANTA,154,5.0154,-111.884,28.767,NA,NA
CRUZ LA PUNTA 166 5.0166 -111.724 28.5054 87,CRUZ LA PUNTA,166,5.0166,-111.724,28.5054,NA,NA
CUBUJA ESTERO 414 5.0414 -109.889 26.9371 93,CUBUJA ESTERO,414,5.0414,-109.889,26.9371,NA,NA
CUCHADO EL ROCA 202 5.0202 -111.331 28.196 88,CUCHADO EL ROCA,202,5.0202,-111.331,28.196,NA,NA
CUEVITAS LAS 91 5.0091 -112.557 29.694 82,CUEVITAS LAS,91,5.0091,-112.557,29.694,NA,NA
CULEBRA LA ESTERO 356 5.0356 -110.514 27.376 91,CULEBRA LA ESTERO,356,5.0356,-110.514,27.376,NA,NA
DATÍL EL 444 5.0444 -109.441 26.4955 95,DATÍL EL,444,5.0444,-109.441,26.4955,NA,NA
DESEMBOQUE EL 68 5.0068 -113.01 30.56 80,DESEMBOQUE EL,68,5.0068,-113.01,30.56,NA,NA
DESEMBOQUE PESQ. CAMPO 69 5.0069 -113.01 30.56 80,DESEMBOQUE PESQ. CAMPO,69,5.0069,-113.01,30.56,NA,NA
DOBLE PUNTA 242 5.0242 -111.059 27.9297 89,DOBLE PUNTA,242,5.0242000000000004,-111.059,27.9297,NA,NA
DOLAR EL 98 5.0098 -112.373 29.3264 83,DOLAR EL,98,5.0098,-112.373,29.3264,NA,NA
DOLORES DOS PLAYA LOS 308 5.0308 -110.827 27.916 89,DOLORES DOS PLAYA LOS,308,5.0308,-110.827,27.916,NA,NA
DOMINGO SANTO 21 5.0021 -113.638 31.4678 77,DOMINGO SANTO,21,5.0021,-113.638,31.4678,NA,NA
DOMINGO SANTO BOCA 384 5.0384 -110.262 27.143 92,DOMINGO SANTO BOCA,384,5.0384,-110.262,27.143,NA,NA
DON ESTACIÓN 467 5.0467 -109.042 26.408 96,DON ESTACIÓN,467,5.0467,-109.042,26.408,NA,NA
EDUARDO SAN PUNTA 233 5.0233 -111.164 27.9894 88,EDUARDO SAN PUNTA,233,5.0233,-111.164,27.9894,NA,NA
EMPALME 298 5.0298 -110.823 27.96 89 b,EMPALME,298,5.0298,-110.823,27.96,NA,NA
EMPALME BAHÍA 300 5.03 -110.83 27.9337 89 b,EMPALME BAHÍA,300,5.03,-110.83,27.9337,NA,NA
EMPALME PESQUERIA 297 5.0297 -110.825 27.9669 89 b,EMPALME PESQUERIA,297,5.0297,-110.825,27.9669,NA,NA
ENCANTO EL PLAYAS 42 5.0042 -113.38 31.2669 78,ENCANTO EL PLAYAS,42,5.0042,-113.38,31.2669,NA,NA
ESCONDIDA AGUA PUNTA 227 5.0227 -111.214 28.0318 88,ESCONDIDA AGUA PUNTA,227,5.0227,-111.214,28.0318,NA,NA
ESCONDIDO PUERTO RADA 204 5.0204 -111.331 28.2 88,ESCONDIDO PUERTO RADA,204,5.0204,-111.331,28.2,NA,NA
ESPERANZA LA 171 5.0171 -111.76 28.4652 87,ESPERANZA LA,171,5.0171,-111.76,28.4652,NA,NA
ESPERANZA NUEVA LA 63 5.0063 -113.108 30.8596 79,ESPERANZA NUEVA LA,63,5.0063,-113.108,30.8596,NA,NA
ESPERANZA PLAYA 338 5.0338 -110.413 27.5658 91,ESPERANZA PLAYA,338,5.0338,-110.413,27.5658,NA,NA
ESTEBAN ISLA SAN 131 5.0131 -112.581 28.6963 85,ESTEBAN ISLA SAN,131,5.0131,-112.581,28.6963,NA,NA
ESTEBAN SAN 130 5.013 -112.581 28.6963 85,ESTEBAN SAN,130,5.013,-112.581,28.6963,NA,NA
FOCA ROCA LA 125 5.0125 -112.304 28.7134 85,FOCA ROCA LA,125,5.0125,-112.304,28.7134,NA,NA
FRANCISCO BAHÍA SAN 245 5.0245 -111.012 27.9549 89 b,FRANCISCO BAHÍA SAN,245,5.0245,-111.012,27.9549,NA,NA
FRANCISCO SAN BARRA 62 5.0062 -113.089 30.8857 79,FRANCISCO SAN BARRA,62,5.0062,-113.089,30.8857,NA,NA
FRANCISQUITO SAN ESTERO 348 5.0348 -110.568 27.47 91,FRANCISQUITO SAN ESTERO,348,5.0348,-110.568,27.47,NA,NA
GALLO ENSENADA EL 408 5.0408 -109.906 27.045 93,GALLO ENSENADA EL,408,5.0408,-109.906,27.045,NA,NA
GORDA PUNTA 289 5.0289 -110.866 27.9273 89 b,GORDA PUNTA,289,5.0289,-110.866,27.9273,NA,NA
GRANDE ENSENADA 223 5.0223 -111.158 28.0503 88,GRANDE ENSENADA,223,5.0223,-111.158,28.0503,NA,NA
GRANITO PUNTA 118 5.0118 -112.172 28.9686 85,GRANITO PUNTA,118,5.0118,-112.172,28.9686,NA,NA
GRINGAS ISLA LAS 259 5.0259 -110.957 27.8806 89 b,GRINGAS ISLA LAS,259,5.0259,-110.957,27.8806,NA,NA
GUAICARI ESTERO 353 5.0353 -110.537 27.4267 91,GUAICARI ESTERO,353,5.0353,-110.537,27.4267,NA,NA
GUASIMAS 315 5.0315 -110.58 27.8847 90,GUASIMAS,315,5.0315,-110.58,27.8847,NA,NA
GUASIMAS BAHÍA 319 5.0319 -110.577 27.8558 90,GUASIMAS BAHÍA,319,5.0319,-110.577,27.8558,NA,NA
GUATABAMPITO 426 5.0426 -109.59 26.6905 94,GUATABAMPITO,426,5.0426,-109.59,26.6905,NA,NA
GUAYMAS 286 5.0286 -110.894 27.9197 89 b,GUAYMAS,286,5.0286,-110.894,27.9197,NA,NA
GUAYMAS BAHÍA 307 5.0307 -110.858 27.909 89,GUAYMAS BAHÍA,307,5.0307,-110.858,27.909,NA,NA
HALCONES LOS PLAYA 393 5.0393 -110.087 27.102 92,HALCONES LOS PLAYA,393,5.0393,-110.087,27.102,NA,NA
HARO CABO 268 5.0268 -110.89 27.839 89 b,HARO CABO,268,5.0268,-110.89,27.839,NA,NA
HECHADA VACA ROCA 209 5.0209 -111.328 28.1544 88,HECHADA VACA ROCA,209,5.0209,-111.328,28.1544,NA,NA
HIMALAYA EL 221 5.0221 -111.183 28.0858 88,HIMALAYA EL,221,5.0221,-111.183,28.0858,NA,NA
HIMALAYA PUNTA 218 5.0218 -111.322 28.1485 88,HIMALAYA PUNTA,218,5.0218,-111.322,28.1485,NA,NA
HITT TIE BAHÍA 122 5.0122 -112.268 28.7805 85,HITT TIE BAHÍA,122,5.0122,-112.268,28.7805,NA,NA
HUESO DE BALLENA PUNTA 156 5.0156 -111.948 28.76 86,HUESO DE BALLENA PUNTA,156,5.0156,-111.948,28.76,NA,NA
HUIVULAI ISLA 397 5.0397 -110.03 27.082 92,HUIVULAI ISLA,397,5.0397,-110.03,27.082,NA,NA
HULE NALGA ESTERO 379 5.0379 -110.296 27.1733 92,HULE NALGA ESTERO,379,5.0379,-110.296,27.1733,NA,NA
IGLESIA ENSENADA LA 269 5.0269 -110.88 27.839 89 b,IGLESIA ENSENADA LA,269,5.0269,-110.88,27.839,NA,NA
IGNACIO PUNTA 141 5.0141 -112.036 28.872 86,IGNACIO PUNTA,141,5.0141,-112.036,28.872,NA,NA
IGNACIO PUNTA SUR 144 5.0144 -112.019 28.856 86,IGNACIO PUNTA SUR,144,5.0144,-112.019,28.856,NA,NA
INFIERNILLO EL CANAL 110 5.011 -112.2 29.1046 84,INFIERNILLO EL CANAL,110,5.011,-112.2,29.1046,NA,NA
INTERIOR BAHÍA 306 5.0306 -110.858 27.909 89,INTERIOR BAHÍA,306,5.0306,-110.858,27.909,NA,NA
ISLA PERUANA 253 5.0253 -110.969 27.907 89 b,ISLA PERUANA,253,5.0253,-110.969,27.907,NA,NA
JAGUEY PUNTA 65 5.0065 -113.127 30.8127 79,JAGUEY PUNTA,65,5.0065,-113.127,30.8127,NA,NA
JAPONESES LOS 184 5.0184 -111.455 28.3178 87,JAPONESES LOS,184,5.0184,-111.455,28.3178,NA,NA
