rgn_id,year,pressure
Region_1,2007,0.16798766816241045
Region_2,2007,0.0640897356688028
Region_3,2007,0.066204537076608
Region_4,2007,0.020369072877427424
Region_5,2007,0.13135232221502824
Region_6,2007,0.15275075418691894
Region_7,2007,0.37558227727705634
Region_8,2007,0.6391517758336037
Region_9,2007,0.14739897666364138
Region_1,2008,0.21447763679290757
Region_2,2008,0.06740921272389991
Region_3,2008,0.07019211001559567
Region_4,2008,0.014672214864541497
Region_5,2008,0.1466063204473088
Region_6,2008,0.11641918198612766
Region_7,2008,0.3475586127172861
Region_8,2008,0.5751876761705084
Region_9,2008,0.06912548447366453
Region_1,2009,0.10499407753335066
Region_2,2009,0.0842256327064883
Region_3,2009,0.0822737832728758
Region_4,2009,0.020534661199530516
Region_5,2009,0.14542821664152675
Region_6,2009,0.22802538736621905
Region_7,2009,0.4408011785480117
Region_8,2009,0.6328142600584367
Region_9,2009,0.08783405714633064
Region_1,2010,0.09366853325404953
Region_2,2010,0.2378675466499696
Region_3,2010,0.06267752628394352
Region_4,2010,0.02559725740652679
Region_5,2010,0.2653064189933067
Region_6,2010,0.4371927672580243
Region_7,2010,0.6162461639229058
Region_8,2010,0.9453071894875484
Region_9,2010,0.23081991532905924
Region_1,2011,0.31689399295223536
Region_2,2011,0.21607507960096722
Region_3,2011,0.07742918598707761
Region_4,2011,0.020810410215443175
Region_5,2011,0.32325444907661277
Region_6,2011,0.3409148462093101
Region_7,2011,0.5712983003183787
Region_8,2011,1
Region_9,2011,0.17558868449597295
Region_1,2012,0.2837292131891087
Region_2,2012,0.21650870886033205
Region_3,2012,0.08093676984596125
Region_4,2012,0.023046866576449478
Region_5,2012,0.4017956081732171
Region_6,2012,0.36156416692767696
Region_7,2012,0.5702785190866436
Region_8,2012,0.9015854986571697
Region_9,2012,0.1956228532825932
Region_1,2013,0.34036682433118404
Region_2,2013,0.2535091248204659
Region_3,2013,0.06659317691316355
Region_4,2013,0.025946233984050812
Region_5,2013,0.3856964729458184
Region_6,2013,0.37728650087989324
Region_7,2013,0.6426444179560518
Region_8,2013,1
Region_9,2013,0.2447593130374256
Region_1,2014,0.20824118375390405
Region_2,2014,0.2719187002094538
Region_3,2014,0.1279165900951882
Region_4,2014,0.02475409131694384
Region_5,2014,0.38555007357840265
Region_6,2014,0.4320564960488535
Region_7,2014,0.6647959230975694
Region_8,2014,0.8998459770329699
Region_9,2014,0.18460035132901617
Region_1,2015,0.22505020953878255
Region_2,2015,0.221862951571311
Region_3,2015,0.03724912134087898
Region_4,2015,0.02356382949034844
Region_5,2015,0.4421455138983208
Region_6,2015,0.4122608064263073
Region_7,2015,0.6502392841748648
Region_8,2015,0.9121414633863152
Region_9,2015,0.16496335229412581
Region_1,2016,0.45573616901404274
Region_2,2016,0.23398696667060265
Region_3,2016,0.05196661380623337
Region_4,2016,0.028962631544556913
Region_5,2016,0.5158603331201066
Region_6,2016,0.42545054356267054
Region_7,2016,0.7081395423296704
Region_8,2016,0.9098006145540735
Region_9,2016,0.2018348718417388
Region_1,2017,0.2982428537639301
Region_2,2017,0.23157754563538244
Region_3,2017,0.059798851956319336
Region_4,2017,0.030054235918927082
Region_5,2017,0.5413582533895871
Region_6,2017,0.48897723166442925
Region_7,2017,0.7119499300268091
Region_8,2017,1
Region_9,2017,0.21650315715558444
Region_1,2018,0.14902782771394468
Region_2,2018,0.17089041783717954
Region_3,2018,0.0426391972648589
Region_4,2018,0.023431559607786517
Region_5,2018,0.3133816312997953
Region_6,2018,0.3545917711642271
Region_7,2018,0.7244389725493827
Region_8,2018,0.829961859908055
Region_9,2018,0.10951411820057196
Region_1,2019,0.16934595965451724
Region_2,2019,0.18835997131839755
Region_3,2019,0.06259697342931654
Region_4,2019,0.026889674782510732
Region_5,2019,0.3569548462168026
Region_6,2019,0.35882955885243445
Region_7,2019,0.6924093961391582
Region_8,2019,0.7442925223905955
Region_9,2019,0.10403042384673243
Region_1,2020,0.10320579964880212
Region_2,2020,0.12655005102768044
Region_3,2020,0.04738918002848576
Region_4,2020,0.0235739081333111
Region_5,2020,0.145005962945349
Region_6,2020,0.2267120454465696
Region_7,2020,0.479316376755464
Region_8,2020,0.5239792698092616
Region_9,2020,0.0794893820770413
Region_1,2021,0.11947344289213398
Region_2,2021,0.12316058753118755
Region_3,2021,0.049577625756752466
Region_4,2021,0.02326702063929792
Region_5,2021,0.19552211603771827
Region_6,2021,0.25700784624623924
Region_7,2021,0.4647580645809269
Region_8,2021,0.613450994934745
Region_9,2021,0.0854152160614023
Region_1,2022,0.03229316008990675
Region_2,2022,0.0841056898470405
Region_3,2022,0.03547410837575143
Region_4,2022,0.01266759326519798
Region_5,2022,0.09927001303326091
Region_6,2022,0.12399107086930762
Region_7,2022,0.21657500270356558
Region_8,2022,0.3287576745414693
Region_9,2022,0.05579943916985111
Region_1,2023,0.0621953574840346
Region_2,2023,0.06833026165137873
Region_3,2023,0.018780414085719066
Region_4,2023,0.012434551876998955
Region_5,2023,0.12561086863510018
Region_6,2023,0.17632978741084035
Region_7,2023,0.3293705202931642
Region_8,2023,0.4044279701632949
Region_9,2023,0.038959855605339544
Region_1,2024,0.10055776654495605
Region_2,2024,0.1478776315792962
Region_3,2024,0.04602973331023774
Region_4,2024,0.01866192929350327
Region_5,2024,0.13450109725523976
Region_6,2024,0.19746323125734183
Region_7,2024,0.4136198561698185
Region_8,2024,0.38506905520908474
Region_9,2024,0.057620640508870884
Region_1,2025,0.030529709754802
Region_2,2025,0.16219899638920685
Region_3,2025,0.04452000898338646
Region_4,2025,0.021072673662549894
Region_5,2025,0.07868332003012478
Region_6,2025,0.18895309878141345
Region_7,2025,0.4438872718452244
Region_8,2025,0.4392120250349753
Region_9,2025,0.05532728308233533
