"rgn_id","year","condition"
"Region_1",2021,0.999470330230132
"Region_2",2021,1
"Region_3",2021,1
"Region_4",2021,0.814316907124214
"Region_5",2021,0.845106130599927
"Region_6",2021,0.7962862948149
"Region_7",2021,0.776381485253778
"Region_8",2021,0.468738724897256
"Region_9",2021,0.283781224030689
