"rgn_id","year","trend"
"Region 1",2021,2.16158956956036e-07
"Region 2",2021,0.00380400846157181
"Region 3",2021,0.0006337941125929
"Region 4",2021,-0.0131046975233575
"Region 5",2021,-0.00206897440484111
"Region 6",2021,-0.00241865507726935
"Region 7",2021,-0.00190257117484383
"Region 8",2021,-0.0139683441626188
"Region 9",2021,-5.08119807548502e-05
