cinfo.stock.i.,stock,yr,ct.raw,B,lcl.B,ucl.B,B.Bmsy,lcl.B.Bmsy,ucl.B.Bmsy,F.Fmsy,lcl.F.Fmsy,ucl.F.Fmsy
hyporthodus niphobles,hyporthodus niphobles,2000,42.5914,1697.564946,1139.914984,2146.10339,0.478819682,0.321527451,0.605335628,0.844621599,0.668094569,1.257813117
hyporthodus niphobles,hyporthodus niphobles,2001,61.2386,1715.475404,1162.230369,2163.389544,0.483871553,0.327821788,0.610211406,1.189184738,0.942972649,1.755260595
hyporthodus niphobles,hyporthodus niphobles,2002,78.5892,1720.878934,1180.096123,2165.837815,0.485395687,0.33286105,0.610901972,1.516544981,1.204979566,2.211506555
hyporthodus niphobles,hyporthodus niphobles,2003,78.6711,1718.165759,1193.39302,2155.594707,0.484630402,0.336611608,0.608012774,1.522923778,1.213881014,2.192601636
hyporthodus niphobles,hyporthodus niphobles,2004,79.1031,1697.039919,1202.963134,2128.846794,0.478671591,0.33931098,0.600468186,1.569648654,1.251267321,2.214329225
hyporthodus niphobles,hyporthodus niphobles,2005,50.198,1665.002039,1209.798957,2092.787363,0.469634902,0.34123911,0.590297167,1.034784559,0.82326491,1.424136126
hyporthodus niphobles,hyporthodus niphobles,2006,43.4888,1648.363196,1223.190453,2071.310853,0.464941705,0.345016351,0.584239446,0.914670496,0.727900972,1.232603785
hyporthodus niphobles,hyporthodus niphobles,2007,45.0362,1643.620614,1240.480118,2067.455916,0.463604,0.34989312,0.583152112,0.952690083,0.757385465,1.262302424
hyporthodus niphobles,hyporthodus niphobles,2008,22.5983,1653.660583,1266.196022,2082.332828,0.4664359,0.357146616,0.587348333,0.472254479,0.375035444,0.616767549
hyporthodus niphobles,hyporthodus niphobles,2009,24.6586,1674.484781,1301.732794,2112.015771,0.472309629,0.367170213,0.595720783,0.502572905,0.398458521,0.646484966
hyporthodus niphobles,hyporthodus niphobles,2010,54.7706,1705.64409,1339.128893,2157.193143,0.481098507,0.377718256,0.608463633,1.075879756,0.85067392,1.370344525
hyporthodus niphobles,hyporthodus niphobles,2011,60.7609,1733.697615,1378.134291,2200.129489,0.489011358,0.388720222,0.620574373,1.155235588,0.910323321,1.45329029
hyporthodus niphobles,hyporthodus niphobles,2012,78.8256,1744.53115,1410.005635,2219.435954,0.492067094,0.397709938,0.626020006,1.480140333,1.16342664,1.831305388
hyporthodus niphobles,hyporthodus niphobles,2013,72.4606,1740.102294,1423.208469,2210.596134,0.490817879,0.401433964,0.623526623,1.367556982,1.076491995,1.672059361
hyporthodus niphobles,hyporthodus niphobles,2014,81.9479,1726.865054,1429.566549,2194.734407,0.487084148,0.403227341,0.619052622,1.570413759,1.235635907,1.897003426
hyporthodus niphobles,hyporthodus niphobles,2015,72.0966,1704.510327,1405.387626,2168.769744,0.480778714,0.39640737,0.61172896,1.418105612,1.114537708,1.719935209
hyporthodus niphobles,hyporthodus niphobles,2016,65.55335,1689.944796,1368.880542,2145.17741,0.476670322,0.386110085,0.605074443,1.311725373,1.03336137,1.61938416
hyporthodus niphobles,hyporthodus niphobles,2017,54.681292,1683.925457,1314.302106,2124.527058,0.474972491,0.370715546,0.59924975,1.102011451,0.873467405,1.411931951
hyporthodus niphobles,hyporthodus niphobles,2018,82.4286,1693.896486,1262.045907,2122.791205,0.477784946,0.355976024,0.598760131,1.641713064,1.310016729,2.203479267
hyporthodus niphobles,hyporthodus niphobles,2019,71.6546,1697.397669,1200.122492,2112.333427,0.478772499,0.338509741,0.595810382,1.421248234,1.142065645,2.010147676
hyporthodus niphobles,hyporthodus niphobles,2020,29.4915,1697.703751,1125.125978,2100.07587,0.478858833,0.317356025,0.592352983,0.584744453,0.472708089,0.882321509
hyporthodus niphobles,hyporthodus niphobles,2021,89.3273,1709.606299,1051.549564,2103.30034,0.482216098,0.296602866,0.593262486,1.746566209,1.419645371,2.839562389
hyporthodus niphobles,hyporthodus niphobles,2022,52.8206,1715.753135,976.2286978,2103.676264,0.483949891,0.275357662,0.59336852,1.025384605,0.836301137,1.802146212
hyporthodus niphobles,hyporthodus niphobles,2023,95.974,1726.91301,902.8376963,2115.674188,0.487097675,0.254656801,0.596752686,1.839101665,1.501161479,3.517762501
hyporthodus niphobles,hyporthodus niphobles,2024,61.28804,1720.656076,780.7744526,2114.758715,0.485332827,0.220227318,0.596494466,1.182988853,0.962529174,2.607048619
caulolatilus,caulolatilus,2000,1075.8047,7150.19623,5269.466784,8503.367184,1.356839004,0.999947111,1.613620087,1.082286918,0.910058766,1.468566775
caulolatilus,caulolatilus,2001,1092.9342,6696.024808,5098.350601,7998.470267,1.270654307,0.967475679,1.517809593,1.174096773,0.982910589,1.542024419
caulolatilus,caulolatilus,2002,629.17895,6254.608316,4860.045223,7611.010367,1.186890016,0.922254258,1.44428424,0.723604066,0.594646413,0.931238251
caulolatilus,caulolatilus,2003,823.50125,6008.976307,4717.613488,7401.679234,1.140278276,0.895226058,1.404561044,0.98580429,0.80031496,1.255650687
caulolatilus,caulolatilus,2004,816.5016,5854.067733,4621.110584,7273.676381,1.11088244,0.876913427,1.380270905,1.003289413,0.807476697,1.270976765
caulolatilus,caulolatilus,2005,304.9456,5808.949909,4619.650364,7246.093459,1.10232077,0.876636332,1.375036701,0.377617117,0.302722968,0.474832237
caulolatilus,caulolatilus,2006,683.695,5861.817426,4726.815189,7279.994311,1.112353041,0.896972196,1.381469811,0.83899051,0.675551241,1.040448801
caulolatilus,caulolatilus,2007,553.1906,5965.706784,4931.56413,7340.881046,1.132067344,0.935825864,1.393023829,0.667021481,0.54206771,0.806895028
caulolatilus,caulolatilus,2008,847.1548,6152.71574,5173.86007,7464.935781,1.167554628,0.981804543,1.416564763,0.990427881,0.816326007,1.177809437
caulolatilus,caulolatilus,2009,557.1144,6157.262919,5244.311612,7446.870454,1.168417512,0.995173603,1.413136642,0.650854059,0.53814278,0.764157407
caulolatilus,caulolatilus,2010,539.08555,6213.357669,5316.211794,7456.910716,1.179062191,1.00881756,1.415041907,0.624105873,0.520026745,0.729427863
caulolatilus,caulolatilus,2011,611.2185,6266.884359,5299.363398,7498.813013,1.189219549,1.005620367,1.422993391,0.701571183,0.586314857,0.829659177
caulolatilus,caulolatilus,2012,1354.4176,6409.084567,5350.074075,7581.252547,1.216203814,1.015243351,1.438637322,1.520139762,1.285104833,1.821041009
caulolatilus,caulolatilus,2013,653.816,6271.428092,5095.101236,7471.305598,1.190081779,0.966859072,1.417773516,0.749921888,0.629485856,0.923059421
caulolatilus,caulolatilus,2014,528.74785,6116.017026,4777.939448,7348.038813,1.160590589,0.906673662,1.394382104,0.621880389,0.517611725,0.796040026
caulolatilus,caulolatilus,2015,498.0486,5984.33395,4454.889658,7278.316336,1.135602081,0.845370932,1.381151394,0.598663576,0.492229603,0.804195622
caulolatilus,caulolatilus,2016,511.59645,6147.135548,4521.011519,7382.702169,1.166495717,0.85791838,1.400959909,0.598661963,0.498470092,0.813989572
caulolatilus,caulolatilus,2017,514.046,6348.627079,4596.476512,7526.823185,1.20473125,0.872238805,1.428308671,0.582437192,0.491266559,0.80445892
caulolatilus,caulolatilus,2018,424.37,6547.437552,4694.927623,7651.356698,1.24245802,0.890921132,1.45194046,0.466230029,0.398963494,0.650193623
caulolatilus,caulolatilus,2019,360.1675,6752.867903,4809.446953,7779.243088,1.281440994,0.912652605,1.476208499,0.383657065,0.333038246,0.538686777
caulolatilus,caulolatilus,2020,308.4938,7000.957142,4967.771401,7959.792078,1.328519024,0.942696646,1.510469924,0.31696839,0.278786442,0.446695698
caulolatilus,caulolatilus,2021,527.526,7290.094695,5196.863246,8152.715303,1.383386485,0.986169683,1.547079515,0.520520253,0.465445167,0.730179294
caulolatilus,caulolatilus,2022,441.94605,7510.842627,5370.302506,8298.736906,1.425276161,1.019081948,1.574788937,0.423260292,0.383075337,0.591966921
caulolatilus,caulolatilus,2023,401.009,7692.960189,5513.902655,8387.657167,1.459835242,1.046331869,1.591662667,0.374962268,0.343906498,0.523144854
caulolatilus,caulolatilus,2024,271.28395,7806.542717,5625.241138,8412.334052,1.481388945,1.067459737,1.596345414,0.249972534,0.231971442,0.346904464
centropomus,centropomus,2000,359.71232,896.4109917,766.0813913,1135.08179,0.28907263,0.247044229,0.36603866,1.661935531,1.312484519,1.944672321
centropomus,centropomus,2001,398.8553,941.3173729,789.4458172,1108.733509,0.30355394,0.254578737,0.357541924,1.67115382,1.418813547,1.992646093
centropomus,centropomus,2002,305.0666,969.5004322,795.3834819,1160.468595,0.31264235,0.256493502,0.37422534,1.204957848,1.006668477,1.468734492
centropomus,centropomus,2003,399.2474,1014.922081,815.7113045,1203.584029,0.327289823,0.263048773,0.38812911,1.438963908,1.213406134,1.790383724
centropomus,centropomus,2004,513.11301,1078.737799,922.1881125,1313.072067,0.347868974,0.297385178,0.42343657,1.637021711,1.344874545,1.9149208
centropomus,centropomus,2005,540.52206,1168.771081,965.3668481,1370.608458,0.376902708,0.311309361,0.441990778,1.469020022,1.252690445,1.77854473
centropomus,centropomus,2006,502.06815,1177.672741,984.3697787,1431.362738,0.379773295,0.317437384,0.461582683,1.343960896,1.105761713,1.607877595
centropomus,centropomus,2007,536.76655,1242.306195,955.3880347,1480.451344,0.400616148,0.308091416,0.477412668,1.291223283,1.083517328,1.678998088
centropomus,centropomus,2008,640.98844,1321.697842,1040.232577,1614.369809,0.426218191,0.335451896,0.520598398,1.36225698,1.115290996,1.730855341
centropomus,centropomus,2009,725.6911,1396.079305,1181.4869,1813.957961,0.45020456,0.381003277,0.584961143,1.382308011,1.063867878,1.633375374
centropomus,centropomus,2010,677.60855,1530.661999,1223.353441,2005.936752,0.493604489,0.394504306,0.646870037,1.073726034,0.819323758,1.343447921
centropomus,centropomus,2011,626.693,1685.923095,1245.863727,2197.606927,0.543672743,0.401763373,0.708679411,0.890061644,0.682822512,1.204445919
centropomus,centropomus,2012,805.005,1942.498121,1335.351256,2444.257389,0.626412488,0.430621113,0.788218705,0.992295388,0.788596134,1.443464345
centropomus,centropomus,2013,959.57965,2271.850805,1611.35178,2468.643199,0.732621412,0.51962515,0.796082587,1.011356393,0.930734274,1.425915101
centropomus,centropomus,2014,1174.64272,2720.342796,1922.67385,3414.658618,0.877250115,0.620019602,1.101151542,1.033915771,0.823685655,1.462861379
centropomus,centropomus,2015,1087.303585,2901.985502,2207.758351,4037.226493,0.935825852,0.711953019,1.301915851,0.897136619,0.644867824,1.179240228
centropomus,centropomus,2016,1593.24451,3125.640169,2401.13103,4348.469313,1.007949513,0.774311412,1.402284746,1.220524365,0.877301806,1.58880125
centropomus,centropomus,2017,1577.17806,3151.905482,2313.51956,4439.7505,1.016419493,0.74605866,1.4317209,1.198148212,0.850599581,1.632339739
centropomus,centropomus,2018,1665.953048,2947.626471,2237.402067,4099.179127,0.950544051,0.721512459,1.321894199,1.3532976,0.973125523,1.782878406
centropomus,centropomus,2019,1474.500621,2628.575614,2070.747669,3574.042858,0.847657238,0.667770118,1.152549419,1.343159189,0.987843636,1.704985858
centropomus,centropomus,2020,1157.478,2339.67575,1804.35309,3124.57569,0.75449345,0.581863785,1.007606243,1.184568211,0.887002202,1.536010625
centropomus,centropomus,2021,1368.45738,2087.115586,1746.542712,2723.268118,0.673048408,0.563221222,0.878193466,1.569957071,1.203216771,1.876096044
centropomus,centropomus,2022,1254.77664,1806.234422,1556.311537,2531.086006,0.582470473,0.501875895,0.816219005,1.663394698,1.187032267,1.930513711
centropomus,centropomus,2023,1112.942,1579.819879,1088.960018,2205.720191,0.509456813,0.351165413,0.711295758,1.686816965,1.208161844,2.447166957
centropomus,centropomus,2024,1555.817513,1164.805648,627.3209827,1823.389692,0.375623944,0.20229708,0.588002666,4.257208562,2.719561595,7.904758034
carcharhinus,carcharhinus,2000,106.3698,19023.24052,17508.75918,22563.57708,0.642510735,0.591359065,0.762085748,0.100928008,0.085091905,0.109658128
carcharhinus,carcharhinus,2001,131.3523,20256.25383,18657.4632,23703.4842,0.68415581,0.63015659,0.800586159,0.117045954,0.1000238,0.127075827
carcharhinus,carcharhinus,2002,86.1263,21545.17118,19743.55766,24837.01594,0.727689047,0.666839476,0.83887124,0.072154546,0.062591337,0.078738699
carcharhinus,carcharhinus,2003,120.2911,22903.50848,20858.72812,26086.00781,0.773566946,0.704504404,0.881055992,0.094800218,0.083234568,0.10409348
carcharhinus,carcharhinus,2004,173.001,24284.21167,22006.28938,27299.71383,0.820200253,0.743263333,0.922048963,0.128588598,0.114384815,0.141899103
carcharhinus,carcharhinus,2005,117.99125,25678.71718,23172.51545,28516.29627,0.867299734,0.782652667,0.963139085,0.082938148,0.074685199,0.091908246
carcharhinus,carcharhinus,2006,127.854,27094.06359,24370.98959,29698.87141,0.915103117,0.823131181,1.003080609,0.085176155,0.077705584,0.094693248
carcharhinus,carcharhinus,2007,156.7666,28519.8923,25551.96013,30917.37175,0.963260541,0.863018509,1.044235509,0.099216411,0.091522701,0.110740677
carcharhinus,carcharhinus,2008,256.6137,29980.73237,26779.48217,32118.21167,1.012600475,0.904478117,1.084793926,0.154495366,0.14421364,0.17296392
carcharhinus,carcharhinus,2009,265.2611,31370.8691,27969.34555,33308.40308,1.0595524,0.944665802,1.124992691,0.152624717,0.14374661,0.171186344
carcharhinus,carcharhinus,2010,351.6183,32673.82218,29081.84281,34398.09188,1.103559694,0.982240443,1.161796975,0.194244792,0.184507903,0.218236508
carcharhinus,carcharhinus,2011,359.71455,33895.34791,30169.12236,35466.03078,1.144816776,1.018963355,1.197866655,0.191556002,0.183072568,0.215215321
carcharhinus,carcharhinus,2012,389.65605,35058.43182,31243.78893,36781.33549,1.184099984,1.055260262,1.242291126,0.200616567,0.191219327,0.225110413
carcharhinus,carcharhinus,2013,504.62615,36155.18296,32237.24989,38106.27385,1.221142799,1.088814447,1.287040974,0.251928351,0.239029291,0.282546299
carcharhinus,carcharhinus,2014,734.0969,37148.5879,33161.4448,39282.61746,1.254695092,1.120029169,1.326772028,0.356688359,0.337311252,0.399574534
carcharhinus,carcharhinus,2015,1140.8626,38018.13186,34021.57772,40352.806,1.284063975,1.149080194,1.36291769,0.541652094,0.510313972,0.605280593
carcharhinus,carcharhinus,2016,1824.5009,38590.23078,34533.58065,41168.7711,1.30338664,1.166373114,1.390476945,0.85338413,0.799933776,0.953630926
carcharhinus,carcharhinus,2017,3213.7417,38679.1943,34558.66483,41515.4855,1.306391386,1.167220333,1.402187239,1.499724219,1.397264749,1.678540671
carcharhinus,carcharhinus,2018,3620.39565,37878.48509,33666.40022,41171.82745,1.279347399,1.137084059,1.390580174,1.725207306,1.587207643,1.941052171
carcharhinus,carcharhinus,2019,2869.2908,36319.49537,31739.60602,40168.6241,1.226692457,1.072006505,1.356696939,1.425977313,1.28933409,1.631739738
carcharhinus,carcharhinus,2020,3761.90125,34514.80073,29253.0669,39027.35795,1.165738821,0.988023544,1.318150628,1.967342059,1.739867178,2.321206845
carcharhinus,carcharhinus,2021,3211.62825,32570.82053,26467.49211,37954.17347,1.100080809,0.89394064,1.281903777,1.77981321,1.527367647,2.190233075
carcharhinus,carcharhinus,2022,2944.6898,30920.6758,23878.152,36882.01518,1.044347103,0.806485571,1.245691587,1.718970528,1.441128695,2.225956615
carcharhinus,carcharhinus,2023,3853.435,29135.76359,21046.18371,36017.76695,0.984061619,0.710835725,1.216501567,2.387258723,1.931119324,3.304855966
carcharhinus,carcharhinus,2024,8612.9926,27415.26985,18082.16764,35129.81788,0.925951872,0.610725959,1.186511051,5.670735683,4.425435666,8.597683204
galeocerdo,galeocerdo,2000,1.617,36.41207666,29.47257523,39.79361599,0.927930078,0.751082925,1.014105664,0.327528326,0.299695975,0.404646911
galeocerdo,galeocerdo,2001,4.5935,39.52903922,32.70292311,44.39564611,1.007363156,0.833405529,1.131384396,0.857061046,0.76311086,1.035956315
galeocerdo,galeocerdo,2002,3.7125,41.11742776,34.33024052,47.43334304,1.047841855,0.874876296,1.208797458,0.665924232,0.577254095,0.797579367
galeocerdo,galeocerdo,2003,2.3475,42.54045944,35.86811355,49.60444211,1.084106579,0.914067652,1.264126028,0.406993731,0.349035279,0.482704513
galeocerdo,galeocerdo,2004,25.5095,43.79608449,37.22293002,51.87667047,1.11610509,0.94859397,1.32203179,4.295868274,3.626720994,5.054470719
galeocerdo,galeocerdo,2005,0.3309,39.77020122,34.44652875,45.06314824,1.01350896,0.877839801,1.148395107,0.061365358,0.054157615,0.070849306
galeocerdo,galeocerdo,2006,0.0225,36.46834936,32.4642366,40.41596734,0.929364139,0.827322811,1.029965747,0.004550412,0.004105952,0.005111656
galeocerdo,galeocerdo,2007,1.3067,33.82814243,30.11591131,37.55856556,0.862080764,0.767477785,0.95714735,0.284893168,0.256596772,0.320010462
galeocerdo,galeocerdo,2008,0.41,37.62978481,34.12906536,42.40182486,0.95896231,0.869749522,1.080573597,0.08035935,0.071315446,0.088602047
galeocerdo,galeocerdo,2009,24.16,41.27533132,37.36273527,49.00733232,1.05186589,0.952156785,1.248909205,4.317085564,3.635968917,4.769167346
galeocerdo,galeocerdo,2010,13.5571,38.69940465,35.53980066,44.66692581,0.986220641,0.905700884,1.138297723,2.58372811,2.238540885,2.813429951
galeocerdo,galeocerdo,2011,2.55175,32.71129752,31.46160317,36.46894245,0.833618943,0.801771571,0.929379253,0.575340103,0.516058872,0.598193334
galeocerdo,galeocerdo,2012,4.26225,26.41447117,19.33838184,30.89899318,0.673149805,0.492821828,0.787433945,1.190094077,1.017369903,1.625560295
galeocerdo,galeocerdo,2013,0.8862,24.83704046,14.97626424,29.90539885,0.632950356,0.381657058,0.762113058,0.263157769,0.218557866,0.43642794
galeocerdo,galeocerdo,2014,2.77505,26.16012235,15.06030646,31.43122254,0.666667947,0.383798801,0.800997346,0.782375669,0.651169175,1.359005761
galeocerdo,galeocerdo,2015,2.1575,27.61839636,14.82932188,32.95394094,0.70383079,0.37791236,0.839802499,0.576151426,0.482867238,1.0730348
galeocerdo,galeocerdo,2016,2.057,29.38573277,15.71234865,34.90027289,0.74886982,0.400415528,0.889403075,0.516276148,0.434700123,0.965556026
galeocerdo,galeocerdo,2017,1.6785,31.28134485,16.66093383,36.6652332,0.797177844,0.424589396,0.934381552,0.395749363,0.337637899,0.743029917
galeocerdo,galeocerdo,2018,0.224,33.62325323,18.58816632,38.66182586,0.856859341,0.473703238,0.985262978,0.049135183,0.042731679,0.088878305
galeocerdo,galeocerdo,2019,0.778,36.41711986,22.11532921,41.10859687,0.9280586,0.563589914,1.047616808,0.157564471,0.139582585,0.259460041
galeocerdo,galeocerdo,2020,4.5114,39.71093105,27.29204009,44.10679276,1.011998511,0.695513885,1.12402322,0.837887208,0.754379973,1.21915698
galeocerdo,galeocerdo,2021,2.38775,42.39689949,31.00289127,46.24511016,1.080448078,0.790081697,1.178516378,0.415373753,0.380809111,0.568029579
galeocerdo,galeocerdo,2022,6.0073,44.43591639,33.37715756,48.18499023,1.132410649,0.850587807,1.227952533,0.997078782,0.919500225,1.327438063
galeocerdo,galeocerdo,2023,11.521,45.15783799,34.1826221,48.84531416,1.150808193,0.871114369,1.244780313,1.881660768,1.739608672,2.485816678
galeocerdo,galeocerdo,2024,46.18425,44.02606884,32.20524294,46.927699,1.121966041,0.820722583,1.19591156,7.736923124,7.258534241,10.57673468
ginglymostoma,ginglymostoma,2000,6.9418,37.90697104,32.17622157,41.22739754,0.931698055,0.790844592,1.013309295,2.081467679,1.913827691,2.452187708
ginglymostoma,ginglymostoma,2001,3.667,35.19769686,29.99733085,38.65633794,0.865108047,0.737290636,0.9501164,1.184168001,1.078218697,1.3894565
ginglymostoma,ginglymostoma,2002,0.1273,33.52691673,29.14716107,37.06281453,0.824042709,0.716394703,0.910949919,0.04315702,0.039039717,0.049641946
ginglymostoma,ginglymostoma,2003,3.8104,33.32878095,29.35050564,36.85438353,0.81917282,0.721392616,0.905826989,1.299474607,1.175162908,1.475610167
ginglymostoma,ginglymostoma,2004,3.5764,34.10643119,30.17306985,37.52625124,0.838286329,0.741610045,0.922340517,1.191863351,1.083247168,1.347234656
ginglymostoma,ginglymostoma,2005,4.3609,34.90568712,31.14881485,38.32442102,0.857930874,0.765592434,0.941958366,1.420026975,1.293353323,1.591297053
ginglymostoma,ginglymostoma,2006,1.5827,34.55422836,31.26485636,37.87323693,0.84929253,0.768444565,0.93086892,0.520611864,0.474988216,0.57538538
ginglymostoma,ginglymostoma,2007,7.1902,34.71753544,31.53973521,37.90212032,0.85330638,0.775200686,0.931578831,2.354012373,2.156225226,2.59119195
ginglymostoma,ginglymostoma,2008,3.3396,33.86519593,31.28070744,37.11649446,0.832357118,0.768834161,0.912269293,1.120875864,1.022690352,1.213485368
ginglymostoma,ginglymostoma,2009,0.891,33.25834454,31.28302039,36.6610665,0.817441596,0.76889101,0.901075538,0.304504513,0.276241719,0.32373204
ginglymostoma,ginglymostoma,2010,2.1549,32.90132311,31.26305139,36.33124736,0.80866653,0.768400201,0.892969065,0.744441226,0.67416076,0.783452038
ginglymostoma,ginglymostoma,2011,0.7844,33.91166908,32.59905502,37.37956027,0.83349936,0.801237222,0.918735067,0.262908772,0.238517394,0.2734949
ginglymostoma,ginglymostoma,2012,0.5413,35.73129438,34.09542875,39.05371094,0.878223096,0.838015905,0.959883249,0.172189211,0.157540557,0.180450683
ginglymostoma,ginglymostoma,2013,0.53,37.67228348,35.6970048,40.99122608,0.925929777,0.877380308,1.007504545,0.159908144,0.146960838,0.168756593
ginglymostoma,ginglymostoma,2014,3.8515,40.11064329,37.71485887,43.41360459,0.985861104,0.926976218,1.067043075,1.091407498,1.008371851,1.160737655
ginglymostoma,ginglymostoma,2015,4.6103,41.63978142,38.85357922,44.80590055,1.023445089,0.954964303,1.101263679,1.258454168,1.169528027,1.348698306
ginglymostoma,ginglymostoma,2016,1.3084,42.11399154,39.06182357,45.19629729,1.035100482,0.960082646,1.110859061,0.353126889,0.329044273,0.380719112
ginglymostoma,ginglymostoma,2017,0.524,42.27188332,39.11233176,45.19004143,1.038981232,0.961324063,1.110705301,0.140895249,0.131796903,0.152276974
ginglymostoma,ginglymostoma,2018,12.9895,43.43254709,39.89592623,46.35823916,1.067508654,0.980583672,1.139417898,3.399333647,3.184799971,3.700671539
ginglymostoma,ginglymostoma,2019,0.379,42.29150275,38.25989431,44.85910444,1.039463449,0.940372394,1.102571353,0.101859784,0.096029633,0.112593184
ginglymostoma,ginglymostoma,2020,0.961,41.33033968,36.87272389,43.9345605,1.015839462,0.906277768,1.079847412,0.264284122,0.248618682,0.296233946
ginglymostoma,ginglymostoma,2021,0.3814,40.29415058,35.31389145,42.9329414,0.990371446,0.867963941,1.055229075,0.107585896,0.100973336,0.122758555
ginglymostoma,ginglymostoma,2022,1.3258,42.71887337,37.53623275,45.03702747,1.049967595,0.922585848,1.106944442,0.352756384,0.334599243,0.40146158
ginglymostoma,ginglymostoma,2023,1.956,44.97073868,39.51751798,47.11096793,1.10531516,0.971282949,1.157918873,0.494373846,0.471914673,0.562594975
ginglymostoma,ginglymostoma,2024,0.8626,46.90001499,40.98526963,48.73856072,1.152733957,1.007358144,1.19792273,0.209051424,0.201165459,0.239220457
lamna,lamna,2000,6.2971,446.1842584,410.8149928,529.5469403,0.642484145,0.591554082,0.762522448,0.25474414,0.214641642,0.276676429
lamna,lamna,2001,2.2988,471.4522256,433.0535753,551.8244667,0.678868818,0.623576585,0.794601028,0.088011891,0.075193118,0.095815863
lamna,lamna,2002,9.31,500.1270623,456.9511544,577.0303151,0.720159221,0.657987964,0.830896253,0.336006115,0.29122517,0.367754299
lamna,lamna,2003,4.3571,528.0201433,479.667017,600.9407889,0.760323933,0.690697727,0.8653262,0.148944645,0.130871084,0.1639591
lamna,lamna,2004,4.248,556.6758892,503.12927,627.037131,0.801586846,0.724482257,0.902903693,0.13773996,0.12228385,0.152399233
lamna,lamna,2005,2.2295,585.9837894,526.9974163,651.9296698,0.843788831,0.758851255,0.938747767,0.068675168,0.061728338,0.076361921
lamna,lamna,2006,1.8682,617.9945535,553.5033557,679.1943578,0.889882811,0.797018549,0.978007623,0.054565304,0.049648617,0.060922956
lamna,lamna,2007,0.9659,652.2636251,581.2020872,707.3688529,0.939228647,0.836903407,1.018577558,0.026729255,0.024647001,0.029997348
lamna,lamna,2008,0.4857,688.188912,610.6084043,737.5852723,0.990959354,0.879247107,1.062087767,0.012739087,0.011885945,0.014357644
lamna,lamna,2009,0.1078,723.2033234,640.3884533,768.304634,1.041378444,0.922128963,1.106322189,0.00269052,0.00253258,0.003038457
lamna,lamna,2010,0.4388,758.5466115,671.3921053,799.4350013,1.0922711,0.96677275,1.15114844,0.010441483,0.009907437,0.011796909
lamna,lamna,2011,0.072,793.4242337,701.2276765,832.1298193,1.14249322,1.009734556,1.198227426,0.001637966,0.001561778,0.001853324
lamna,lamna,2012,1.3231,828.1496821,733.1289952,871.0759829,1.192496217,1.05567094,1.254308052,0.028837771,0.027416656,0.032575428
lamna,lamna,2013,1.4525,861.763973,764.1628704,911.0767588,1.2408992,1.100358246,1.31190727,0.030423254,0.02877657,0.034309
lamna,lamna,2014,2.3118,893.6997279,796.0385918,948.4810959,1.28688517,1.146257772,1.365767739,0.046691356,0.043994606,0.052419635
lamna,lamna,2015,7.63505,924.0028497,824.421002,984.6029694,1.330520227,1.187127095,1.417781521,0.149147655,0.139967949,0.167163207
lamna,lamna,2016,34.46154,950.8785668,850.469999,1016.765748,1.369219983,1.224636413,1.464094395,0.654165263,0.611774864,0.731397613
lamna,lamna,2017,38.2471,965.8134338,867.4029725,1034.818631,1.390725482,1.249019091,1.49008969,0.714797665,0.667132545,0.795894422
lamna,lamna,2018,56.333742,967.6656958,869.7200935,1039.871143,1.393392652,1.252355635,1.497365067,1.050802533,0.977838044,1.169141166
lamna,lamna,2019,37.607632,953.1422854,854.94271,1030.742598,1.37247963,1.231076905,1.484220395,0.712190387,0.658572542,0.793993287
lamna,lamna,2020,68.92075,938.8045852,835.3307956,1021.844417,1.351834023,1.202836679,1.471407437,1.325112188,1.217427407,1.489255999
lamna,lamna,2021,294.90685,914.8255153,802.1161116,1008.944032,1.317305301,1.155009112,1.452831496,5.818679645,5.275888884,6.636291838
lamna,lamna,2022,45.5504,812.0567457,674.1557836,934.9632633,1.169323153,0.970752316,1.346302702,1.012473518,0.879377813,1.219578575
lamna,lamna,2023,2.732,710.0595247,537.7834232,868.8504411,1.022451998,0.774382592,1.251103377,0.069448648,0.056756228,0.091696158
lamna,lamna,2024,4.75995,633.5461084,424.118363,823.600921,0.912276312,0.610710303,1.185946217,0.135613217,0.104319002,0.202578416
mustelus,mustelus,2000,246.0021,1296.843179,1074.528501,1746.162825,0.717119961,0.594185827,0.965581835,1.493017122,1.108836497,1.801915043
mustelus,mustelus,2001,124.93425,1254.828062,1011.060598,1686.682951,0.693886713,0.559089756,0.932691039,0.783629411,0.582990523,0.972563047
mustelus,mustelus,2002,94.40025,1265.288224,1004.148748,1676.304967,0.699670906,0.555267686,0.926952288,0.587214964,0.443234491,0.739926411
mustelus,mustelus,2003,306.83075,1300.531478,1032.911854,1691.151152,0.719159492,0.571172922,0.935161835,1.856912541,1.428005538,2.338024491
mustelus,mustelus,2004,230.9688,1324.604111,1039.315753,1692.42656,0.732471022,0.574714109,0.935867103,1.372399829,1.074130186,1.749118542
mustelus,mustelus,2005,149.15625,1321.107333,1007.219811,1668.09011,0.730537396,0.556965902,0.92240969,0.888621443,0.70377751,1.165549259
mustelus,mustelus,2006,31.3925,1303.36795,953.5624593,1633.851831,0.720727987,0.527294807,0.903476828,0.189571175,0.151226071,0.259113591
mustelus,mustelus,2007,12.13115,1357.766107,985.982761,1677.335977,0.750808728,0.545222376,0.92752241,0.070321876,0.056923992,0.096838061
