"Year","Major_Functional_Group","estimated_taxa_group","Stock","Total_Landed_Biomass","n_Records"
2004,"Pelagic marine fishes","JUREL","Caranx",63559.9,793
2004,"Pelagic marine fishes","JUREL","Seriola",1103369.3,1394
2004,"Pelagic marine fishes","MACARELA","Scomber",28900738.84,534
2004,"Pelagic marine fishes","OTRAS","Ablennes",486.2,10
2004,"Pelagic marine fishes","OTRAS","Coryphaena",109190.45,414
2004,"Pelagic marine fishes","OTRAS","Istiophorus",16748.6,98
2004,"Pelagic marine fishes","OTRAS","Xiphias",25013,20
2004,"Pelagic marine fishes","PAMPANO","Trachinotus",307918,537
2004,"Pelagic marine fishes","RONCO","Selene",128940.3,332
2004,"Pelagic marine fishes","SARDINA","Cetengraulis",82607206.44,538
2004,"Pelagic marine fishes","SARDINA","Etrumeus",8145357.6,85
2004,"Pelagic marine fishes","SARDINA","Oligoplites",500,2
2004,"Pelagic marine fishes","SARDINA","Opisthonema",127385887.2,1048
2004,"Pelagic marine fishes","SARDINA","Sardinops",115635289.04,773
2004,"Pelagic marine fishes","SIERRA","Scomberomorus",3836315.02,2730
2004,"Shrimps, prawns","CAMARON","Farfantepenaeus",32997.2,35
2004,"Shrimps, prawns","CAMARON","Litopenaeus",80474.2,77
2004,"Shrimps, prawns","CAMARON","Penaeus",8300091.6,7256
2004,"Shrimps, prawns","CAMARON","Rimapenaeus",431721.2,313
2004,"Shrimps, prawns","CAMARON","Sicyonia",512507.2,129
2005,"Cephalopods","CALAMAR","Dosidicus",28701146.35,2663
2005,"Crustaceans","JAIBA","Callinectes",443,1
2005,"Crustaceans","LANGOSTA","Panulirus",225683,286
2005,"Demersal marine fishes","BANDERA","Ariopsis",5208,103
2005,"Demersal marine fishes","BANDERA","Gerres",160037.5,234
2005,"Demersal marine fishes","BAQUETA","Hyporthodus",238956.95,625
2005,"Demersal marine fishes","BERRUGATA","Menticirrhus",41516.9,170
2005,"Demersal marine fishes","BERRUGATA","Micropogonias",3235747.4,2554
2005,"Demersal marine fishes","CABRILLA","Mycteroperca",411911.5,1118
2005,"Demersal marine fishes","CABRILLA","Paralabrax",594004.1,805
2005,"Demersal marine fishes","CARPA","Balistes",1109784.55,1482
2005,"Demersal marine fishes","CORVINA","Cynoscion",1345476.2,2925
2005,"Demersal marine fishes","CORVINA","Larimus",1506,4
2005,"Demersal marine fishes","GUACHINANGO","Lutjanus",2839644.55,8193
2005,"Demersal marine fishes","LENGUADO","Brotula",341982.5,358
2005,"Demersal marine fishes","LISA","Mugil",2112287.7,2187
2005,"Demersal marine fishes","MERO","Hyporthodus niphobles",50198,133
2005,"Demersal marine fishes","MOJARRA","Anisotremus",58034.2,314
2005,"Demersal marine fishes","MOJARRA","Calamus",21668,85
2005,"Demersal marine fishes","MOJARRA","Diapterus",17302,112
2005,"Demersal marine fishes","MOJARRA","Eucinostomus argenteus",67352,471
2005,"Demersal marine fishes","MOJARRA","Eugerres",42135,249
2005,"Demersal marine fishes","MOJARRA","Haemulon",343679.7,1662
2005,"Demersal marine fishes","OTRAS","Acanthurus",965,11
2005,"Demersal marine fishes","OTRAS","Anoplopoma",6006.5,46
2005,"Demersal marine fishes","OTRAS","Diplectrum",18066.05,76
2005,"Demersal marine fishes","OTRAS","Merluccius",1547778.1,217
2005,"Demersal marine fishes","OTRAS","Microlepidotus",265261.2,37
2005,"Demersal marine fishes","OTRAS","Nematistius",35,1
2005,"Demersal marine fishes","OTRAS","Nicholsina",1326.8,16
2005,"Demersal marine fishes","OTRAS","Orthopristis",16266,76
2005,"Demersal marine fishes","OTRAS","Paranthias",930,4
2005,"Demersal marine fishes","OTRAS","Parapsettus",18677,26
2005,"Demersal marine fishes","OTRAS","Pseudupeneus",20948,20
2005,"Demersal marine fishes","OTRAS","Scorpaena",19343.6,149
2005,"Demersal marine fishes","OTRAS","Sphoeroides",542301.4,1237
2005,"Demersal marine fishes","OTRAS","Stereolepis",573.1,2
2005,"Demersal marine fishes","OTRAS","Synodus",19744,174
2005,"Demersal marine fishes","PARGO","Hoplopagrus",64877.3,408
2005,"Demersal marine fishes","PIERNA","Caulolatilus",304945.6,560
2005,"Demersal marine fishes","RAYA Y SIMILARES","Aetobatus",1296,6
2005,"Demersal marine fishes","RAYA Y SIMILARES","Hypanus",1394862.2,932
2005,"Demersal marine fishes","RAYA Y SIMILARES","Mobula",1165986.85,956
2005,"Demersal marine fishes","RAYA Y SIMILARES","Pseudobatos",1029989.75,949
2005,"Demersal marine fishes","ROBALO","Centropomus",540522.06,3354
2005,"Demersal marine fishes","RONCO","Haemulopsis",119409.3,513
2005,"Demersal marine fishes","TIBURON","Alopias",20506,9
2005,"Demersal marine fishes","TIBURON","Carcharhinus",117991.25,287
2005,"Demersal marine fishes","TIBURON","Galeocerdo",330.9,3
2005,"Demersal marine fishes","TIBURON","Ginglymostoma",4360.9,45
2005,"Demersal marine fishes","TIBURON","Isurus",616.25,1
2005,"Demersal marine fishes","TIBURON","Lamna",2229.5,26
2005,"Demersal marine fishes","TIBURON","Mustelus",149156.25,135
2005,"Demersal marine fishes","TIBURON","Prionace",15624.25,34
2005,"Demersal marine fishes","TIBURON","Sphyrna",19912.2,20
2005,"Demersal marine fishes","TIBURON","Squatina",587175.5,777
2005,"Diadromous fishes","OTRAS","Chanos",9420.6,13
2005,"Marine algae","ALGAS","Gelidium",1010214,27
2005,"Marine fishes NEI","MERO","Epinephelus",16081.1,201
2005,"Miscellaneous aquatic animals","ERIZO","Mesocentrotus",67442,60
2005,"Miscellaneous aquatic animals","ERIZO","Strongylocentrotus",11513,13
2005,"Molluscs excl. Cephalopods","ABULON","Haliotis",42210.02,32
2005,"Molluscs excl. Cephalopods","ALMEJA","Argopecten",101214,67
2005,"Molluscs excl. Cephalopods","ALMEJA","Dosinia",912716,124
2005,"Molluscs excl. Cephalopods","ALMEJA","Megapitaria",547041,317
2005,"Molluscs excl. Cephalopods","ALMEJA","Panopea",1633.44,1
2005,"Molluscs excl. Cephalopods","CARACOL","Hexaplex",5000,1
2005,"Molluscs excl. Cephalopods","CARACOL","Lobatus",3380,16
2005,"Molluscs excl. Cephalopods","CARACOL","Megastraea",68286,24
2005,"Pelagic marine fishes","ATUN","Thunnus",65333583.1,300
2005,"Pelagic marine fishes","BARRILETE","Euthynnus",374502,6
2005,"Pelagic marine fishes","BARRILETE","Katsuwonus",23265826.6,340
2005,"Pelagic marine fishes","BONITO","Sarda",7052,39
2005,"Pelagic marine fishes","JUREL","Caranx",58211.2,653
2005,"Pelagic marine fishes","JUREL","Seriola",496803.6,602
2005,"Pelagic marine fishes","MACARELA","Scomber",32226510.76,595
2005,"Pelagic marine fishes","OTRAS","Ablennes",495.3,16
2005,"Pelagic marine fishes","OTRAS","Coryphaena",116335.35,403
2005,"Pelagic marine fishes","OTRAS","Istiophorus",26270.5,108
2005,"Pelagic marine fishes","OTRAS","Xiphias",14101.75,37
2005,"Pelagic marine fishes","PAMPANO","Trachinotus",948252.2,457
2005,"Pelagic marine fishes","RONCO","Selene",158271,376
2005,"Pelagic marine fishes","SARDINA","Cetengraulis",47260735.24,346
2005,"Pelagic marine fishes","SARDINA","Etrumeus",6829665.88,65
2005,"Pelagic marine fishes","SARDINA","Opisthonema",164187880.16,1185
2005,"Pelagic marine fishes","SARDINA","Sardinops",133232426.4,972
2005,"Pelagic marine fishes","SIERRA","Scomberomorus",5052004.83,3024
2005,"Shrimps, prawns","CAMARON","Farfantepenaeus",23781.4,34
2005,"Shrimps, prawns","CAMARON","Litopenaeus",56311.2,78
2005,"Shrimps, prawns","CAMARON","Penaeus",10572079.4,5970
2005,"Shrimps, prawns","CAMARON","Rimapenaeus",223482,148
2005,"Shrimps, prawns","CAMARON","Sicyonia",112986.2,53
2006,"Cephalopods","CALAMAR","Dosidicus",26174594.65,2662
2006,"Crustaceans","LANGOSTA","Panulirus",149144.5,200
2006,"Demersal marine fishes","BANDERA","Ariopsis",3738,155
2006,"Demersal marine fishes","BANDERA","Gerres",79098.9,156
2006,"Demersal marine fishes","BAQUETA","Hyporthodus",277969.9,718
2006,"Demersal marine fishes","BERRUGATA","Menticirrhus",25340.4,127
2006,"Demersal marine fishes","BERRUGATA","Micropogonias",2563842.2,2153
2006,"Demersal marine fishes","CABRILLA","Mycteroperca",326055.25,888
2006,"Demersal marine fishes","CABRILLA","Paralabrax",430058.5,714
2006,"Demersal marine fishes","CARPA","Balistes",1171586.3,1211
2006,"Demersal marine fishes","CORVINA","Cynoscion",1483331.17,2771
2006,"Demersal marine fishes","GUACHINANGO","Lutjanus",2585849.7,6940
2006,"Demersal marine fishes","LENGUADO","Brotula",1715038,588
2006,"Demersal marine fishes","LISA","Mugil",2079218,1938
2006,"Demersal marine fishes","MERO","Hyporthodus niphobles",43488.8,143
2006,"Demersal marine fishes","MOJARRA","Anisotremus",27803.2,208
2006,"Demersal marine fishes","MOJARRA","Calamus",19608,69
2006,"Demersal marine fishes","MOJARRA","Diapterus",315,5
2006,"Demersal marine fishes","MOJARRA","Eucinostomus argenteus",62397,483
2006,"Demersal marine fishes","MOJARRA","Eugerres",15898,148
2006,"Demersal marine fishes","MOJARRA","Haemulon",301659.6,1599
2006,"Demersal marine fishes","OTRAS","Acanthurus",1400,3
2006,"Demersal marine fishes","OTRAS","Anoplopoma",245.2,4
2006,"Demersal marine fishes","OTRAS","Diplectrum",29298.1,81
2006,"Demersal marine fishes","OTRAS","Merluccius",1886785.5,197
2006,"Demersal marine fishes","OTRAS","Microlepidotus",96339,38
2006,"Demersal marine fishes","OTRAS","Nematistius",123,2
2006,"Demersal marine fishes","OTRAS","Nicholsina",415,11
2006,"Demersal marine fishes","OTRAS","Orthopristis",22772,83
2006,"Demersal marine fishes","OTRAS","Paranthias",770,2
2006,"Demersal marine fishes","OTRAS","Parapsettus",9732,17
2006,"Demersal marine fishes","OTRAS","Pseudupeneus",611,3
2006,"Demersal marine fishes","OTRAS","Scorpaena",15617,105
2006,"Demersal marine fishes","OTRAS","Sphoeroides",250527.75,853
2006,"Demersal marine fishes","OTRAS","Stereolepis",2073.9,23
2006,"Demersal marine fishes","OTRAS","Synodus",19918,184
2006,"Demersal marine fishes","PARGO","Hoplopagrus",59958.5,387
2006,"Demersal marine fishes","PIERNA","Caulolatilus",683695,706
2006,"Demersal marine fishes","RAYA Y SIMILARES","Aetobatus",2571,6
2006,"Demersal marine fishes","RAYA Y SIMILARES","Hypanus",772575.1,782
2006,"Demersal marine fishes","RAYA Y SIMILARES","Mobula",777742.9,609
2006,"Demersal marine fishes","RAYA Y SIMILARES","Pseudobatos",894059.2,744
2006,"Demersal marine fishes","ROBALO","Centropomus",502068.15,3204
2006,"Demersal marine fishes","RONCO","Haemulopsis",92744.8,418
2006,"Demersal marine fishes","TIBURON","Carcharhinus",127854,457
2006,"Demersal marine fishes","TIBURON","Galeocerdo",22.5,2
2006,"Demersal marine fishes","TIBURON","Ginglymostoma",1582.7,21
2006,"Demersal marine fishes","TIBURON","Isurus",2536.25,1
2006,"Demersal marine fishes","TIBURON","Lamna",1868.2,43
2006,"Demersal marine fishes","TIBURON","Mustelus",31392.5,36
2006,"Demersal marine fishes","TIBURON","Prionace",29712.45,33
2006,"Demersal marine fishes","TIBURON","Sphyrna",1299,11
2006,"Demersal marine fishes","TIBURON","Squatina",452685.45,635
2006,"Diadromous fishes","OTRAS","Chanos",31380.4,27
2006,"Marine algae","ALGAS","Gelidium",340716,12
2006,"Marine fishes NEI","MERO","Epinephelus",12039.4,105
2006,"Miscellaneous aquatic animals","ERIZO","Mesocentrotus",3861,5
2006,"Miscellaneous aquatic animals","ERIZO","Strongylocentrotus",1560,1
2006,"Molluscs excl. Cephalopods","ABULON","Haliotis",545.32,2
2006,"Molluscs excl. Cephalopods","ALMEJA","Argopecten",63149.39,11
2006,"Molluscs excl. Cephalopods","ALMEJA","Dosinia",578035,88
2006,"Molluscs excl. Cephalopods","ALMEJA","Megapitaria",386019,198
2006,"Molluscs excl. Cephalopods","CARACOL","Lobatus",212,3
2006,"Molluscs excl. Cephalopods","CARACOL","Megastraea",111922,15
2006,"Pelagic marine fishes","ATUN","Thunnus",46834600.3,286
2006,"Pelagic marine fishes","BARRILETE","Euthynnus",1160537,20
2006,"Pelagic marine fishes","BARRILETE","Katsuwonus",14257544,298
2006,"Pelagic marine fishes","BONITO","Sarda",2099378.75,130
2006,"Pelagic marine fishes","JUREL","Caranx",49882.3,187
2006,"Pelagic marine fishes","JUREL","Seriola",463892,419
2006,"Pelagic marine fishes","MACARELA","Scomber",13712195.88,213
2006,"Pelagic marine fishes","OTRAS","Ablennes",147.65,4
2006,"Pelagic marine fishes","OTRAS","Coryphaena",101442,362
2006,"Pelagic marine fishes","OTRAS","Istiophorus",19468,77
2006,"Pelagic marine fishes","OTRAS","Xiphias",135875.5,66
2006,"Pelagic marine fishes","PAMPANO","Trachinotus",120012.8,385
2006,"Pelagic marine fishes","RONCO","Selene",256650.2,620
2006,"Pelagic marine fishes","SARDINA","Cetengraulis",128703969.68,642
2006,"Pelagic marine fishes","SARDINA","Etrumeus",6638635.92,50
2006,"Pelagic marine fishes","SARDINA","Oligoplites",50,1
2006,"Pelagic marine fishes","SARDINA","Opisthonema",145811011.68,901
2006,"Pelagic marine fishes","SARDINA","Sardinops",167182081.44,1096
2006,"Pelagic marine fishes","SIERRA","Scomberomorus",4518892.77,2719
2006,"Shrimps, prawns","CAMARON","Farfantepenaeus",14371.4,20
2006,"Shrimps, prawns","CAMARON","Litopenaeus",71101.6,54
2006,"Shrimps, prawns","CAMARON","Penaeus",12997626.608,5468
2006,"Shrimps, prawns","CAMARON","Rimapenaeus",66733.2,100
2006,"Shrimps, prawns","CAMARON","Sicyonia",164721.4,46
2007,"Cephalopods","CALAMAR","Dosidicus",25671743.15,2680
2007,"Crustaceans","LANGOSTA","Panulirus",145292,300
2007,"Demersal marine fishes","BANDERA","Ariopsis",3061,74
2007,"Demersal marine fishes","BANDERA","Gerres",118618.9,222
2007,"Demersal marine fishes","BAQUETA","Hyporthodus",315966.6,735
2007,"Demersal marine fishes","BERRUGATA","Menticirrhus",44532.5,88
2007,"Demersal marine fishes","BERRUGATA","Micropogonias",2468646.6,2261
2007,"Demersal marine fishes","CABRILLA","Mycteroperca",409196.5,1028
2007,"Demersal marine fishes","CABRILLA","Paralabrax",683981.2,868
2007,"Demersal marine fishes","CARPA","Balistes",1418967.25,1460
2007,"Demersal marine fishes","CORVINA","Cynoscion",4808995.9,3105
2007,"Demersal marine fishes","GUACHINANGO","Lutjanus",2343522.9,7287
2007,"Demersal marine fishes","LENGUADO","Brotula",347670,299
2007,"Demersal marine fishes","LISA","Mugil",1194424,1499
2007,"Demersal marine fishes","MERO","Hyporthodus niphobles",45036.2,155
2007,"Demersal marine fishes","MOJARRA","Anisotremus",30890.4,184
2007,"Demersal marine fishes","MOJARRA","Calamus",18449,82
2007,"Demersal marine fishes","MOJARRA","Diapterus",1439,6
2007,"Demersal marine fishes","MOJARRA","Eucinostomus argenteus",69631,393
2007,"Demersal marine fishes","MOJARRA","Eugerres",10449,85
2007,"Demersal marine fishes","MOJARRA","Haemulon",359696.3,1772
2007,"Demersal marine fishes","OTRAS","Acanthurus",1370,6
2007,"Demersal marine fishes","OTRAS","Anoplopoma",1400.5,9
2007,"Demersal marine fishes","OTRAS","Diplectrum",12985.5,78
2007,"Demersal marine fishes","OTRAS","Merluccius",1042430.2,162
2007,"Demersal marine fishes","OTRAS","Microlepidotus",701203,22
2007,"Demersal marine fishes","OTRAS","Nematistius",650,6
2007,"Demersal marine fishes","OTRAS","Nicholsina",236.5,3
2007,"Demersal marine fishes","OTRAS","Orthopristis",24498,81
2007,"Demersal marine fishes","OTRAS","Parapsettus",841,8
2007,"Demersal marine fishes","OTRAS","Pseudupeneus",1832,7
2007,"Demersal marine fishes","OTRAS","Scorpaena",24169.7,159
2007,"Demersal marine fishes","OTRAS","Sphoeroides",317153.65,950
2007,"Demersal marine fishes","OTRAS","Stereolepis",334.6,4
2007,"Demersal marine fishes","OTRAS","Synodus",12768,136
2007,"Demersal marine fishes","PARGO","Hoplopagrus",79956.7,461
2007,"Demersal marine fishes","PIERNA","Caulolatilus",553190.6,775
2007,"Demersal marine fishes","RAYA Y SIMILARES","Aetobatus",19883,32
2007,"Demersal marine fishes","RAYA Y SIMILARES","Hypanus",726848,847
2007,"Demersal marine fishes","RAYA Y SIMILARES","Mobula",1197671.4,623
2007,"Demersal marine fishes","RAYA Y SIMILARES","Pseudobatos",994330.75,907
2007,"Demersal marine fishes","ROBALO","Centropomus",536766.55,3339
2007,"Demersal marine fishes","RONCO","Haemulopsis",149064.9,537
2007,"Demersal marine fishes","TIBURON","Alopias",6567,12
2007,"Demersal marine fishes","TIBURON","Carcharhinus",156766.6,395
2007,"Demersal marine fishes","TIBURON","Galeocerdo",1306.7,19
2007,"Demersal marine fishes","TIBURON","Ginglymostoma",7190.2,56
2007,"Demersal marine fishes","TIBURON","Isurus",5160.85,4
2007,"Demersal marine fishes","TIBURON","Lamna",965.9,23
2007,"Demersal marine fishes","TIBURON","Mustelus",12131.15,29
2007,"Demersal marine fishes","TIBURON","Nasolamia",775.25,12
2007,"Demersal marine fishes","TIBURON","Prionace",383356.75,78
2007,"Demersal marine fishes","TIBURON","Sphyrna",41290.95,49
2007,"Demersal marine fishes","TIBURON","Squatina",1722576.15,629
2007,"Diadromous fishes","OTRAS","Chanos",118290,144
2007,"Marine algae","ALGAS","Gelidium",267265,18
2007,"Marine fishes NEI","MERO","Epinephelus",12515.45,109
2007,"Miscellaneous aquatic animals","ERIZO","Mesocentrotus",5766,9
2007,"Miscellaneous aquatic animals","ERIZO","Strongylocentrotus",150,1
2007,"Molluscs excl. Cephalopods","ABULON","Haliotis",50929.32,85
2007,"Molluscs excl. Cephalopods","ALMEJA","Argopecten",23730,11
2007,"Molluscs excl. Cephalopods","ALMEJA","Dosinia",1000143,77
2007,"Molluscs excl. Cephalopods","ALMEJA","Megapitaria",280399,187
2007,"Molluscs excl. Cephalopods","CARACOL","Lobatus",3646,8
2007,"Molluscs excl. Cephalopods","CARACOL","Megastraea",156632,16
2007,"Pelagic marine fishes","ATUN","Thunnus",48052730.2,280
2007,"Pelagic marine fishes","BARRILETE","Euthynnus",1061638,25
2007,"Pelagic marine fishes","BARRILETE","Katsuwonus",17633206,202
2007,"Pelagic marine fishes","BONITO","Sarda",9562481,121
2007,"Pelagic marine fishes","JUREL","Caranx",41922.6,212
2007,"Pelagic marine fishes","JUREL","Seriola",408797.1,577
2007,"Pelagic marine fishes","MACARELA","Scomber",7607924.2,239
2007,"Pelagic marine fishes","OTRAS","Ablennes",605.1,12
2007,"Pelagic marine fishes","OTRAS","Coryphaena",177623.1,462
2007,"Pelagic marine fishes","OTRAS","Istiophorus",26360.2,117
2007,"Pelagic marine fishes","OTRAS","Xiphias",143006,81
2007,"Pelagic marine fishes","PAMPANO","Trachinotus",138495.4,483
2007,"Pelagic marine fishes","RONCO","Selene",327827.6,676
2007,"Pelagic marine fishes","SARDINA","Cetengraulis",23887170.08,132
2007,"Pelagic marine fishes","SARDINA","Etrumeus",3544261.68,46
2007,"Pelagic marine fishes","SARDINA","Oligoplites",143,4
2007,"Pelagic marine fishes","SARDINA","Opisthonema",192327522.08,1120
2007,"Pelagic marine fishes","SARDINA","Sardinops",289653585.72,1656
2007,"Pelagic marine fishes","SIERRA","Scomberomorus",4709881.78,2872
2007,"Shrimps, prawns","CAMARON","Farfantepenaeus",42457.4,41
2007,"Shrimps, prawns","CAMARON","Litopenaeus",50130.4,85
2007,"Shrimps, prawns","CAMARON","Penaeus",11183561.386,6233
2007,"Shrimps, prawns","CAMARON","Rimapenaeus",502968.8,285
2007,"Shrimps, prawns","CAMARON","Sicyonia",28101.2,16
2008,"Cephalopods","CALAMAR","Dosidicus",47596611.75,4167
2008,"Crustaceans","LANGOSTA","Panulirus",143567,219
2008,"Demersal marine fishes","BANDERA","Ariopsis",10462,77
2008,"Demersal marine fishes","BANDERA","Gerres",122382.9,271
2008,"Demersal marine fishes","BAQUETA","Hyporthodus",429122,1258
2008,"Demersal marine fishes","BERRUGATA","Menticirrhus",37093.4,144
2008,"Demersal marine fishes","BERRUGATA","Micropogonias",3367772.3,2617
2008,"Demersal marine fishes","CABRILLA","Mycteroperca",515664.8,1288
2008,"Demersal marine fishes","CABRILLA","Paralabrax",498223.1,871
2008,"Demersal marine fishes","CARPA","Balistes",1124303.9,2049
2008,"Demersal marine fishes","CINTILLA","Trichiurus",6235,14
2008,"Demersal marine fishes","CORVINA","Cynoscion",5572785.25,4820
2008,"Demersal marine fishes","GUACHINANGO","Lutjanus",2410346.15,9788
2008,"Demersal marine fishes","LENGUADO","Brotula",915054.2,659
2008,"Demersal marine fishes","LISA","Mugil",1761735.7,2559
2008,"Demersal marine fishes","MERO","Hyporthodus niphobles",22598.3,139
2008,"Demersal marine fishes","MOJARRA","Anisotremus",96248.8,390
2008,"Demersal marine fishes","MOJARRA","Calamus",16557,91
2008,"Demersal marine fishes","MOJARRA","Diapterus",9699,10
2008,"Demersal marine fishes","MOJARRA","Eucinostomus argenteus",120799,751
2008,"Demersal marine fishes","MOJARRA","Eugerres",26686,277
2008,"Demersal marine fishes","MOJARRA","Haemulon",529073.4,3239
2008,"Demersal marine fishes","OTRAS","Acanthurus",1731,18
2008,"Demersal marine fishes","OTRAS","Anoplopoma",4936.8,9
2008,"Demersal marine fishes","OTRAS","Diplectrum",20460.5,62
2008,"Demersal marine fishes","OTRAS","Merluccius",1552220.4,181
2008,"Demersal marine fishes","OTRAS","Microlepidotus",14320,14
2008,"Demersal marine fishes","OTRAS","Nematistius",386.3,8
2008,"Demersal marine fishes","OTRAS","Nicholsina",1606,27
2008,"Demersal marine fishes","OTRAS","Orthopristis",14832,83
2008,"Demersal marine fishes","OTRAS","Parapsettus",5150,17
2008,"Demersal marine fishes","OTRAS","Pseudupeneus",3509,10
2008,"Demersal marine fishes","OTRAS","Scorpaena",18311.6,136
2008,"Demersal marine fishes","OTRAS","Sphoeroides",310835.4,1075
2008,"Demersal marine fishes","OTRAS","Stereolepis",134,2
2008,"Demersal marine fishes","OTRAS","Synodus",38382,389
2008,"Demersal marine fishes","PARGO","Hoplopagrus",81553.6,489
2008,"Demersal marine fishes","PIERNA","Caulolatilus",847154.8,1115
2008,"Demersal marine fishes","RAYA Y SIMILARES","Aetobatus",7152.9,25
2008,"Demersal marine fishes","RAYA Y SIMILARES","Hypanus",832998,999
2008,"Demersal marine fishes","RAYA Y SIMILARES","Mobula",853291.4,587
2008,"Demersal marine fishes","RAYA Y SIMILARES","Pseudobatos",832379.3,948
2008,"Demersal marine fishes","ROBALO","Centropomus",640988.44,4140
2008,"Demersal marine fishes","RONCO","Haemulopsis",112540.4,488
2008,"Demersal marine fishes","TIBURON","Alopias",3589,5
2008,"Demersal marine fishes","TIBURON","Carcharhinus",256613.7,668
2008,"Demersal marine fishes","TIBURON","Galeocerdo",410,9
2008,"Demersal marine fishes","TIBURON","Ginglymostoma",3339.6,36
2008,"Demersal marine fishes","TIBURON","Lamna",485.7,10
2008,"Demersal marine fishes","TIBURON","Mustelus",16848.2,56
2008,"Demersal marine fishes","TIBURON","Prionace",938584,152
2008,"Demersal marine fishes","TIBURON","Sphyrna",70051.45,81
2008,"Demersal marine fishes","TIBURON","Squatina",582483.95,658
2008,"Diadromous fishes","OTRAS","Chanos",52404,208
2008,"Marine algae","ALGAS","Gelidium",174748,12
2008,"Marine fishes NEI","MERO","Epinephelus",11636,92
2008,"Miscellaneous aquatic animals","ERIZO","Mesocentrotus",11027,4
2008,"Molluscs excl. Cephalopods","ABULON","Haliotis",17922.24,44
2008,"Molluscs excl. Cephalopods","ALMEJA","Argopecten",71720,16
2008,"Molluscs excl. Cephalopods","ALMEJA","Dosinia",1584959,249
2008,"Molluscs excl. Cephalopods","ALMEJA","Megapitaria",181776,180
2008,"Molluscs excl. Cephalopods","CARACOL","Lobatus",11969,19
2008,"Molluscs excl. Cephalopods","CARACOL","Megastraea",51982,5
2008,"Pelagic marine fishes","ATUN","Thunnus",58745197.5,235
2008,"Pelagic marine fishes","BARRILETE","Euthynnus",3262913,48
2008,"Pelagic marine fishes","BARRILETE","Katsuwonus",18128612,243
2008,"Pelagic marine fishes","BONITO","Sarda",4574835.6,81
2008,"Pelagic marine fishes","JUREL","Caranx",67103.7,625
2008,"Pelagic marine fishes","JUREL","Seriola",596403.9,774
2008,"Pelagic marine fishes","MACARELA","Scomber",6469103.12,254
2008,"Pelagic marine fishes","OTRAS","Ablennes",736.25,9
2008,"Pelagic marine fishes","OTRAS","Coryphaena",169735.55,740
2008,"Pelagic marine fishes","OTRAS","Istiophorus",30910.25,117
2008,"Pelagic marine fishes","OTRAS","Sphyraena",1033,17
2008,"Pelagic marine fishes","OTRAS","Xiphias",108795.25,83
2008,"Pelagic marine fishes","PAMPANO","Trachinotus",134911.5,524
2008,"Pelagic marine fishes","RONCO","Selene",418822,1321
2008,"Pelagic marine fishes","SARDINA","Cetengraulis",31977699.12,161
2008,"Pelagic marine fishes","SARDINA","Etrumeus",958452.32,10
2008,"Pelagic marine fishes","SARDINA","Oligoplites",270,3
2008,"Pelagic marine fishes","SARDINA","Opisthonema",103503767.76,620
2008,"Pelagic marine fishes","SARDINA","Sardinops",525775702.56,2314
2008,"Pelagic marine fishes","SIERRA","Scomberomorus",5498051.5,4132
2008,"Shrimps, prawns","CAMARON","Farfantepenaeus",32230.6,42
2008,"Shrimps, prawns","CAMARON","Litopenaeus",84809.4,99
2008,"Shrimps, prawns","CAMARON","Penaeus",18407091.2,8527
2008,"Shrimps, prawns","CAMARON","Rimapenaeus",153278,71
2008,"Shrimps, prawns","CAMARON","Sicyonia",597342,63
2009,"Cephalopods","CALAMAR","Dosidicus",40648110.9,2560
2009,"Crustaceans","LANGOSTA","Panulirus",92415,197
2009,"Demersal marine fishes","BANDERA","Ariopsis",11812,59
2009,"Demersal marine fishes","BANDERA","Gerres",152629.5,255
2009,"Demersal marine fishes","BAQUETA","Hyporthodus",465439.05,1148
2009,"Demersal marine fishes","BERRUGATA","Menticirrhus",46408.5,215
2009,"Demersal marine fishes","BERRUGATA","Micropogonias",3796538.4,2787
2009,"Demersal marine fishes","CABRILLA","Mycteroperca",577366.25,1295
2009,"Demersal marine fishes","CABRILLA","Paralabrax",730133,968
2009,"Demersal marine fishes","CARPA","Balistes",1195550.6,2145
2009,"Demersal marine fishes","CINTILLA","Trichiurus",12820,50
2009,"Demersal marine fishes","CORVINA","Cynoscion",6196462.5,5233
2009,"Demersal marine fishes","CORVINA","Larimus",634,17
2009,"Demersal marine fishes","GUACHINANGO","Lutjanus",2838413.5,10127
2009,"Demersal marine fishes","LENGUADO","Brotula",463487,386
2009,"Demersal marine fishes","LISA","Mugil",2068958,2731
2009,"Demersal marine fishes","MERO","Hyporthodus niphobles",24658.6,121
2009,"Demersal marine fishes","MOJARRA","Anisotremus",94976.9,434
2009,"Demersal marine fishes","MOJARRA","Calamus",17545,93
2009,"Demersal marine fishes","MOJARRA","Diapterus",24330,38
2009,"Demersal marine fishes","MOJARRA","Eucinostomus argenteus",231158,998
2009,"Demersal marine fishes","MOJARRA","Eugerres",19731,312
2009,"Demersal marine fishes","MOJARRA","Haemulon",698806.15,3779
2009,"Demersal marine fishes","OTRAS","Acanthurus",17918,50
2009,"Demersal marine fishes","OTRAS","Anoplopoma",139,4
2009,"Demersal marine fishes","OTRAS","Diplectrum",13392.75,50
2009,"Demersal marine fishes","OTRAS","Merluccius",1676035.2,193
2009,"Demersal marine fishes","OTRAS","Microlepidotus",5693,29
2009,"Demersal marine fishes","OTRAS","Nematistius",1168.7,16
2009,"Demersal marine fishes","OTRAS","Nicholsina",2340.9,45
