"Year","Major_Functional_Group","estimated_taxa_group","Stock","Total_Landed_Biomass","n_Records"
2009,"Demersal marine fishes","OTRAS","Orthopristis",4771,32
2009,"Demersal marine fishes","OTRAS","Paranthias",474,3
2009,"Demersal marine fishes","OTRAS","Parapsettus",8337,23
2009,"Demersal marine fishes","OTRAS","Pseudupeneus",3824.8,17
2009,"Demersal marine fishes","OTRAS","Scorpaena",17242.8,125
2009,"Demersal marine fishes","OTRAS","Sphoeroides",419575.4,1145
2009,"Demersal marine fishes","OTRAS","Stereolepis",548.2,4
2009,"Demersal marine fishes","OTRAS","Synodus",66120.5,444
2009,"Demersal marine fishes","PARGO","Hoplopagrus",97915.3,626
2009,"Demersal marine fishes","PIERNA","Caulolatilus",557114.4,1006
2009,"Demersal marine fishes","RAYA Y SIMILARES","Aetobatus",8580.3,76
2009,"Demersal marine fishes","RAYA Y SIMILARES","Hypanus",781700.6,867
2009,"Demersal marine fishes","RAYA Y SIMILARES","Mobula",1000616.6,555
2009,"Demersal marine fishes","RAYA Y SIMILARES","Pseudobatos",584326.65,755
2009,"Demersal marine fishes","ROBALO","Centropomus",725691.1,4007
2009,"Demersal marine fishes","RONCO","Haemulopsis",131269,552
2009,"Demersal marine fishes","TIBURON","Alopias",29935,20
2009,"Demersal marine fishes","TIBURON","Carcharhinus",265261.1,864
2009,"Demersal marine fishes","TIBURON","Galeocerdo",24160,23
2009,"Demersal marine fishes","TIBURON","Ginglymostoma",891,11
2009,"Demersal marine fishes","TIBURON","Isurus",17812.75,13
2009,"Demersal marine fishes","TIBURON","Lamna",107.8,1
2009,"Demersal marine fishes","TIBURON","Mustelus",37587,90
2009,"Demersal marine fishes","TIBURON","Nasolamia",850,3
2009,"Demersal marine fishes","TIBURON","Prionace",842439.65,194
2009,"Demersal marine fishes","TIBURON","Sphyrna",56937.65,89
2009,"Demersal marine fishes","TIBURON","Squatina",444585.2,577
2009,"Diadromous fishes","OTRAS","Chanos",56404.2,158
2009,"Marine algae","ALGAS","Gelidium",824730,14
2009,"Marine fishes NEI","MERO","Epinephelus",25206.5,118
2009,"Miscellaneous aquatic animals","ERIZO","Mesocentrotus",24973,9
2009,"Miscellaneous aquatic animals","ERIZO","Strongylocentrotus",5971,1
2009,"Molluscs excl. Cephalopods","ABULON","Haliotis",28538.94,34
2009,"Molluscs excl. Cephalopods","ALMEJA","Argopecten",807760,45
2009,"Molluscs excl. Cephalopods","ALMEJA","Dosinia",2008255,331
2009,"Molluscs excl. Cephalopods","ALMEJA","Megapitaria",261211,260
2009,"Molluscs excl. Cephalopods","ALMEJA","Panopea",96113,41
2009,"Molluscs excl. Cephalopods","CARACOL","Hexaplex",12415,2
2009,"Molluscs excl. Cephalopods","CARACOL","Lobatus",4771,19
2009,"Molluscs excl. Cephalopods","CARACOL","Megastraea",79506,13
2009,"Pelagic marine fishes","ATUN","Thunnus",63902138.1,208
2009,"Pelagic marine fishes","BARRILETE","Euthynnus",2996956,36
2009,"Pelagic marine fishes","BARRILETE","Katsuwonus",7688449.2,297
2009,"Pelagic marine fishes","BONITO","Sarda",4678457,63
2009,"Pelagic marine fishes","JUREL","Caranx",70143.4,532
2009,"Pelagic marine fishes","JUREL","Seriola",524836,813
2009,"Pelagic marine fishes","MACARELA","Scomber",1090515.12,179
2009,"Pelagic marine fishes","OTRAS","Ablennes",2424.2,35
2009,"Pelagic marine fishes","OTRAS","Coryphaena",228473.05,841
2009,"Pelagic marine fishes","OTRAS","Istiophorus",21059.5,98
2009,"Pelagic marine fishes","OTRAS","Sphyraena",3212,25
2009,"Pelagic marine fishes","OTRAS","Xiphias",95315.75,79
2009,"Pelagic marine fishes","PAMPANO","Trachinotus",550074.9,576
2009,"Pelagic marine fishes","RONCO","Selene",314740.6,1160
2009,"Pelagic marine fishes","SARDINA","Cetengraulis",15405603.88,101
2009,"Pelagic marine fishes","SARDINA","Etrumeus",512865,5
2009,"Pelagic marine fishes","SARDINA","Oligoplites",2130,7
2009,"Pelagic marine fishes","SARDINA","Opisthonema",154945830.72,933
2009,"Pelagic marine fishes","SARDINA","Sardinops",576875979.64,2717
2009,"Pelagic marine fishes","SIERRA","Scomberomorus",5632932.54,4797
2009,"Shrimps, prawns","CAMARON","Farfantepenaeus",20737.6,13
2009,"Shrimps, prawns","CAMARON","Litopenaeus",180201,153
2009,"Shrimps, prawns","CAMARON","Penaeus",20467145.8,10144
2009,"Shrimps, prawns","CAMARON","Rimapenaeus",48111.6,39
2009,"Shrimps, prawns","CAMARON","Sicyonia",25632,12
2010,"Cephalopods","CALAMAR","Dosidicus",42785130.05,3321
2010,"Crustaceans","LANGOSTA","Panulirus",169506,240
2010,"Demersal marine fishes","BANDERA","Ariopsis",9071.3,40
2010,"Demersal marine fishes","BANDERA","Gerres",243080.1,333
2010,"Demersal marine fishes","BAQUETA","Hyporthodus",481582.6,1161
2010,"Demersal marine fishes","BERRUGATA","Menticirrhus",53240.5,354
2010,"Demersal marine fishes","BERRUGATA","Micropogonias",7549002,4162
2010,"Demersal marine fishes","CABRILLA","Mycteroperca",373765.45,1471
2010,"Demersal marine fishes","CABRILLA","Paralabrax",822625.2,1353
2010,"Demersal marine fishes","CARPA","Balistes",1301160.05,2432
2010,"Demersal marine fishes","CINTILLA","Trichiurus",9772,40
2010,"Demersal marine fishes","CORVINA","Cynoscion",5202992.95,6045
2010,"Demersal marine fishes","CORVINA","Larimus",1375,11
2010,"Demersal marine fishes","GUACHINANGO","Lutjanus",3039660.65,11754
2010,"Demersal marine fishes","LENGUADO","Brotula",174922.3,274
2010,"Demersal marine fishes","LISA","Mugil",1979512.7,2245
2010,"Demersal marine fishes","MERO","Hyporthodus niphobles",54770.6,162
2010,"Demersal marine fishes","MOJARRA","Anisotremus",114359.4,490
2010,"Demersal marine fishes","MOJARRA","Calamus",204366,206
2010,"Demersal marine fishes","MOJARRA","Diapterus",7236,11
2010,"Demersal marine fishes","MOJARRA","Eucinostomus argenteus",203182,703
2010,"Demersal marine fishes","MOJARRA","Eugerres",8136,140
2010,"Demersal marine fishes","MOJARRA","Haemulon",734090.85,3696
2010,"Demersal marine fishes","OTRAS","Acanthurus",18900,69
2010,"Demersal marine fishes","OTRAS","Anoplopoma",489,9
2010,"Demersal marine fishes","OTRAS","Diplectrum",9888.45,57
2010,"Demersal marine fishes","OTRAS","Merluccius",1112636.2,147
2010,"Demersal marine fishes","OTRAS","Microlepidotus",153165,90
2010,"Demersal marine fishes","OTRAS","Nematistius",751.3,16
2010,"Demersal marine fishes","OTRAS","Nicholsina",499.9,8
2010,"Demersal marine fishes","OTRAS","Orthopristis",6908,34
2010,"Demersal marine fishes","OTRAS","Paranthias",1009,10
2010,"Demersal marine fishes","OTRAS","Parapsettus",2621,12
2010,"Demersal marine fishes","OTRAS","Pseudupeneus",2828.5,11
2010,"Demersal marine fishes","OTRAS","Scorpaena",20994.4,93
2010,"Demersal marine fishes","OTRAS","Sphoeroides",326079.9,1077
2010,"Demersal marine fishes","OTRAS","Stereolepis",309,5
2010,"Demersal marine fishes","OTRAS","Synodus",113266.9,701
2010,"Demersal marine fishes","PARGO","Hoplopagrus",100664,755
2010,"Demersal marine fishes","PIERNA","Caulolatilus",539085.55,1421
2010,"Demersal marine fishes","RAYA Y SIMILARES","Aetobatus",13181.1,108
2010,"Demersal marine fishes","RAYA Y SIMILARES","Hypanus",867790.8,1174
2010,"Demersal marine fishes","RAYA Y SIMILARES","Mobula",728105.75,789
2010,"Demersal marine fishes","RAYA Y SIMILARES","Pseudobatos",490250.4,854
2010,"Demersal marine fishes","ROBALO","Centropomus",677608.55,4330
2010,"Demersal marine fishes","RONCO","Haemulopsis",112466.5,464
2010,"Demersal marine fishes","TIBURON","Alopias",87116,37
2010,"Demersal marine fishes","TIBURON","Carcharhinus",351618.3,1171
2010,"Demersal marine fishes","TIBURON","Galeocerdo",13557.1,48
2010,"Demersal marine fishes","TIBURON","Ginglymostoma",2154.9,33
2010,"Demersal marine fishes","TIBURON","Isurus",37657.45,20
2010,"Demersal marine fishes","TIBURON","Lamna",438.8,8
2010,"Demersal marine fishes","TIBURON","Mustelus",24615.8,74
2010,"Demersal marine fishes","TIBURON","Nasolamia",38.75,1
2010,"Demersal marine fishes","TIBURON","Prionace",676472.4,258
2010,"Demersal marine fishes","TIBURON","Sphyrna",90749.15,135
2010,"Demersal marine fishes","TIBURON","Squatina",387701.25,584
2010,"Diadromous fishes","OTRAS","Chanos",38040,149
2010,"Marine algae","ALGAS","Gelidium",140162,7
2010,"Marine fishes NEI","MERO","Epinephelus",19987.2,124
2010,"Miscellaneous aquatic animals","ERIZO","Mesocentrotus",13773,11
2010,"Miscellaneous aquatic animals","ERIZO","Strongylocentrotus",15914,12
2010,"Molluscs excl. Cephalopods","ABULON","Haliotis",43115.88,74
2010,"Molluscs excl. Cephalopods","ALMEJA","Argopecten",761223,155
2010,"Molluscs excl. Cephalopods","ALMEJA","Dosinia",1320468,271
2010,"Molluscs excl. Cephalopods","ALMEJA","Megapitaria",163143,191
2010,"Molluscs excl. Cephalopods","ALMEJA","Panopea",1137234,572
2010,"Molluscs excl. Cephalopods","CARACOL","Hexaplex",19889,16
2010,"Molluscs excl. Cephalopods","CARACOL","Lobatus",2728,9
2010,"Molluscs excl. Cephalopods","CARACOL","Megastraea",177646,25
2010,"Molluscs excl. Cephalopods","CARACOL","Turbo",14970,19
2010,"Pelagic marine fishes","ATUN","Thunnus",64475987.5,249
2010,"Pelagic marine fishes","BARRILETE","Euthynnus",2216197,30
2010,"Pelagic marine fishes","BARRILETE","Katsuwonus",2760053.2,280
2010,"Pelagic marine fishes","BONITO","Sarda",2153309.4,76
2010,"Pelagic marine fishes","JUREL","Caranx",86484.7,646
2010,"Pelagic marine fishes","JUREL","Seriola",926691.1,1221
2010,"Pelagic marine fishes","MACARELA","Scomber",14082930.36,400
2010,"Pelagic marine fishes","OTRAS","Ablennes",4348.35,65
2010,"Pelagic marine fishes","OTRAS","Coryphaena",260114.75,1041
2010,"Pelagic marine fishes","OTRAS","Istiophorus",12849.35,70
2010,"Pelagic marine fishes","OTRAS","Sphyraena",7403,72
2010,"Pelagic marine fishes","OTRAS","Xiphias",110322.25,81
2010,"Pelagic marine fishes","PAMPANO","Trachinotus",172878,628
2010,"Pelagic marine fishes","RONCO","Selene",394184.6,1372
2010,"Pelagic marine fishes","SARDINA","Cetengraulis",13635495.36,85
2010,"Pelagic marine fishes","SARDINA","Etrumeus",10763495,135
2010,"Pelagic marine fishes","SARDINA","Oligoplites",960,13
2010,"Pelagic marine fishes","SARDINA","Opisthonema",200878732.36,1310
2010,"Pelagic marine fishes","SARDINA","Sardinops",264559999.4,1867
2010,"Pelagic marine fishes","SIERRA","Scomberomorus",7032246.82,6300
2010,"Shrimps, prawns","CAMARON","Farfantepenaeus",46803.8,39
2010,"Shrimps, prawns","CAMARON","Litopenaeus",194252.6,376
2010,"Shrimps, prawns","CAMARON","Penaeus",21011721.8,23646
2010,"Shrimps, prawns","CAMARON","Rimapenaeus",99958.2,54
2010,"Shrimps, prawns","CAMARON","Sicyonia",16533,16
2011,"Cephalopods","CALAMAR","Dosidicus",19096479.25,1756
2011,"Crustaceans","JAIBA","Callinectes",4191,12
2011,"Crustaceans","LANGOSTA","Panulirus",287228,295
2011,"Demersal marine fishes","BANDERA","Ariopsis",4202,41
2011,"Demersal marine fishes","BANDERA","Gerres",286257.8,547
2011,"Demersal marine fishes","BAQUETA","Hyporthodus",348775.55,1017
2011,"Demersal marine fishes","BERRUGATA","Menticirrhus",93798.7,417
2011,"Demersal marine fishes","BERRUGATA","Micropogonias",10632131.3,4614
2011,"Demersal marine fishes","CABRILLA","Mycteroperca",360684.4,1212
2011,"Demersal marine fishes","CABRILLA","Paralabrax",690672.2,1021
2011,"Demersal marine fishes","CARPA","Balistes",1266766.35,2024
2011,"Demersal marine fishes","CINTILLA","Trichiurus",4406,49
2011,"Demersal marine fishes","CORVINA","Cynoscion",1758473.7,4767
2011,"Demersal marine fishes","CORVINA","Larimus",3048,23
2011,"Demersal marine fishes","GUACHINANGO","Lutjanus",2746490.4,10277
2011,"Demersal marine fishes","LENGUADO","Brotula",586138.4,411
2011,"Demersal marine fishes","LISA","Mugil",2442910,2319
2011,"Demersal marine fishes","MERO","Hyporthodus niphobles",60760.9,170
2011,"Demersal marine fishes","MOJARRA","Anisotremus",104646.6,586
2011,"Demersal marine fishes","MOJARRA","Calamus",28517.5,180
2011,"Demersal marine fishes","MOJARRA","Diapterus",10140,15
2011,"Demersal marine fishes","MOJARRA","Eucinostomus argenteus",168102,646
2011,"Demersal marine fishes","MOJARRA","Eugerres",35355,216
2011,"Demersal marine fishes","MOJARRA","Haemulon",866232.4,3905
2011,"Demersal marine fishes","OTRAS","Acanthurus",37590,126
2011,"Demersal marine fishes","OTRAS","Anoplopoma",2477.5,28
2011,"Demersal marine fishes","OTRAS","Diplectrum",13020.6,43
2011,"Demersal marine fishes","OTRAS","Merluccius",2000969,183
2011,"Demersal marine fishes","OTRAS","Microlepidotus",16606,125
2011,"Demersal marine fishes","OTRAS","Nematistius",7325.7,23
2011,"Demersal marine fishes","OTRAS","Nicholsina",62507.5,51
2011,"Demersal marine fishes","OTRAS","Orthopristis",7426.75,33
2011,"Demersal marine fishes","OTRAS","Paranthias",526,11
2011,"Demersal marine fishes","OTRAS","Parapsettus",2566,23
2011,"Demersal marine fishes","OTRAS","Pseudupeneus",4554,18
2011,"Demersal marine fishes","OTRAS","Scorpaena",18609.2,88
2011,"Demersal marine fishes","OTRAS","Sphoeroides",255432.75,729
2011,"Demersal marine fishes","OTRAS","Stereolepis",24.2,1
2011,"Demersal marine fishes","OTRAS","Synodus",107400.1,519
2011,"Demersal marine fishes","PARGO","Hoplopagrus",91064.4,628
2011,"Demersal marine fishes","PIERNA","Caulolatilus",611218.5,1092
2011,"Demersal marine fishes","RAYA Y SIMILARES","Aetobatus",11205.4,45
2011,"Demersal marine fishes","RAYA Y SIMILARES","Hypanus",879751.3,959
2011,"Demersal marine fishes","RAYA Y SIMILARES","Mobula",1009482.6,783
2011,"Demersal marine fishes","RAYA Y SIMILARES","Pseudobatos",611770.9,801
2011,"Demersal marine fishes","ROBALO","Centropomus",626693,4203
2011,"Demersal marine fishes","RONCO","Haemulopsis",105497.2,400
2011,"Demersal marine fishes","TIBURON","Alopias",59465.8,48
2011,"Demersal marine fishes","TIBURON","Carcharhinus",359714.55,1054
2011,"Demersal marine fishes","TIBURON","Galeocerdo",2551.75,29
2011,"Demersal marine fishes","TIBURON","Ginglymostoma",784.4,28
2011,"Demersal marine fishes","TIBURON","Isurus",2692.5,6
2011,"Demersal marine fishes","TIBURON","Lamna",72,1
2011,"Demersal marine fishes","TIBURON","Mustelus",50015.8,89
2011,"Demersal marine fishes","TIBURON","Nasolamia",2375,2
2011,"Demersal marine fishes","TIBURON","Prionace",653452.35,164
2011,"Demersal marine fishes","TIBURON","Sphyrna",35209.75,50
2011,"Demersal marine fishes","TIBURON","Squatina",621172.2,680
2011,"Diadromous fishes","OTRAS","Chanos",85616,201
2011,"Marine algae","ALGAS","Gelidium",192804,14
2011,"Marine fishes NEI","MERO","Epinephelus",14227.6,102
2011,"Miscellaneous aquatic animals","ERIZO","Mesocentrotus",65407,50
2011,"Molluscs excl. Cephalopods","ABULON","Haliotis",53376.86,66
2011,"Molluscs excl. Cephalopods","ALMEJA","Argopecten",6284873,329
2011,"Molluscs excl. Cephalopods","ALMEJA","Dosinia",816714,132
2011,"Molluscs excl. Cephalopods","ALMEJA","Megapitaria",191838,246
2011,"Molluscs excl. Cephalopods","ALMEJA","Panopea",1261919,729
2011,"Molluscs excl. Cephalopods","CARACOL","Hexaplex",19802,8
2011,"Molluscs excl. Cephalopods","CARACOL","Lobatus",9288,16
2011,"Molluscs excl. Cephalopods","CARACOL","Megastraea",78855,10
2011,"Molluscs excl. Cephalopods","CARACOL","Turbo",11985,13
2011,"Pelagic marine fishes","ATUN","Thunnus",66741694.4,295
2011,"Pelagic marine fishes","BARRILETE","Euthynnus",2738935,43
2011,"Pelagic marine fishes","BARRILETE","Katsuwonus",6397264.2,278
2011,"Pelagic marine fishes","BONITO","Sarda",5614134,63
2011,"Pelagic marine fishes","JUREL","Caranx",114585.1,563
2011,"Pelagic marine fishes","JUREL","Seriola",716881.7,983
2011,"Pelagic marine fishes","MACARELA","Scomber",36160450.52,479
2011,"Pelagic marine fishes","OTRAS","Ablennes",3308.4,42
2011,"Pelagic marine fishes","OTRAS","Coryphaena",242337.4,918
2011,"Pelagic marine fishes","OTRAS","Istiophorus",18094.75,97
2011,"Pelagic marine fishes","OTRAS","Sphyraena",1829,19
2011,"Pelagic marine fishes","OTRAS","Xiphias",51236.75,53
2011,"Pelagic marine fishes","PAMPANO","Trachinotus",135047,559
2011,"Pelagic marine fishes","RONCO","Selene",636639.1,1925
2011,"Pelagic marine fishes","SARDINA","Cetengraulis",113179462.72,682
2011,"Pelagic marine fishes","SARDINA","Etrumeus",978338.2,12
2011,"Pelagic marine fishes","SARDINA","Oligoplites",3510,17
2011,"Pelagic marine fishes","SARDINA","Opisthonema",194494932.2,1017
2011,"Pelagic marine fishes","SARDINA","Sardinops",158653541.04,1070
2011,"Pelagic marine fishes","SIERRA","Scomberomorus",6972824.85,5051
2011,"Shrimps, prawns","CAMARON","Farfantepenaeus",69525.6,32
2011,"Shrimps, prawns","CAMARON","Litopenaeus",2017449.4,814
2011,"Shrimps, prawns","CAMARON","Penaeus",33677323.76,17071
2011,"Shrimps, prawns","CAMARON","Rimapenaeus",65975.6,33
2011,"Shrimps, prawns","CAMARON","Sicyonia",162578.6,45
2012,"Cephalopods","CALAMAR","Dosidicus",8924050,666
2012,"Crustaceans","JAIBA","Callinectes",714,9
2012,"Crustaceans","LANGOSTA","Panulirus",218380,303
2012,"Demersal marine fishes","BANDERA","Ariopsis",3782.8,46
2012,"Demersal marine fishes","BANDERA","Gerres",171286.2,386
2012,"Demersal marine fishes","BAQUETA","Hyporthodus",544309.35,1134
2012,"Demersal marine fishes","BERRUGATA","Menticirrhus",105583.6,599
2012,"Demersal marine fishes","BERRUGATA","Micropogonias",10687859.4,4472
2012,"Demersal marine fishes","CABRILLA","Mycteroperca",423323.5,1378
2012,"Demersal marine fishes","CABRILLA","Paralabrax",881300.7,1166
2012,"Demersal marine fishes","CARPA","Balistes",1237017.25,2131
2012,"Demersal marine fishes","CINTILLA","Trichiurus",3668,48
2012,"Demersal marine fishes","CORVINA","Cynoscion",2671299.65,5487
2012,"Demersal marine fishes","CORVINA","Larimus",3930,29
2012,"Demersal marine fishes","GUACHINANGO","Lutjanus",2807446.55,9496
2012,"Demersal marine fishes","LENGUADO","Brotula",1043836,492
2012,"Demersal marine fishes","LISA","Mugil",2542376,2822
2012,"Demersal marine fishes","MERO","Hyporthodus niphobles",78825.6,233
2012,"Demersal marine fishes","MOJARRA","Anisotremus",136767.8,568
2012,"Demersal marine fishes","MOJARRA","Calamus",34318,217
2012,"Demersal marine fishes","MOJARRA","Diapterus",180504,88
2012,"Demersal marine fishes","MOJARRA","Eucinostomus argenteus",201182,604
2012,"Demersal marine fishes","MOJARRA","Eugerres",19241,165
2012,"Demersal marine fishes","MOJARRA","Haemulon",919494.4,4119
2012,"Demersal marine fishes","OTRAS","Acanthurus",22773,99
2012,"Demersal marine fishes","OTRAS","Anoplopoma",993.2,11
2012,"Demersal marine fishes","OTRAS","Diplectrum",35615.9,92
2012,"Demersal marine fishes","OTRAS","Merluccius",2591417.3,284
2012,"Demersal marine fishes","OTRAS","Microlepidotus",20415.8,169
2012,"Demersal marine fishes","OTRAS","Nematistius",4336.7,11
2012,"Demersal marine fishes","OTRAS","Nicholsina",2757.6,44
2012,"Demersal marine fishes","OTRAS","Orthopristis",18612,76
2012,"Demersal marine fishes","OTRAS","Paranthias",740,12
2012,"Demersal marine fishes","OTRAS","Parapsettus",14595,33
2012,"Demersal marine fishes","OTRAS","Pseudupeneus",7125.6,28
2012,"Demersal marine fishes","OTRAS","Scorpaena",10669.4,76
2012,"Demersal marine fishes","OTRAS","Sphoeroides",191206.05,603
2012,"Demersal marine fishes","OTRAS","Stereolepis",81.8,5
2012,"Demersal marine fishes","OTRAS","Synodus",154596.8,717
2012,"Demersal marine fishes","PARGO","Hoplopagrus",89492.4,606
2012,"Demersal marine fishes","PIERNA","Caulolatilus",1354417.6,1450
2012,"Demersal marine fishes","RAYA Y SIMILARES","Aetobatus",9926.6,36
2012,"Demersal marine fishes","RAYA Y SIMILARES","Hypanus",1230985.6,966
2012,"Demersal marine fishes","RAYA Y SIMILARES","Mobula",1337893.1,709
2012,"Demersal marine fishes","RAYA Y SIMILARES","Pseudobatos",528697.75,685
2012,"Demersal marine fishes","ROBALO","Centropomus",805005,4321
2012,"Demersal marine fishes","RONCO","Haemulopsis",146388.1,428
2012,"Demersal marine fishes","TIBURON","Alopias",174265.4,60
2012,"Demersal marine fishes","TIBURON","Carcharhinus",389656.05,1268
2012,"Demersal marine fishes","TIBURON","Galeocerdo",4262.25,19
2012,"Demersal marine fishes","TIBURON","Ginglymostoma",541.3,14
2012,"Demersal marine fishes","TIBURON","Isurus",1160.5,1
2012,"Demersal marine fishes","TIBURON","Lamna",1323.1,15
2012,"Demersal marine fishes","TIBURON","Mustelus",53898.6,41
2012,"Demersal marine fishes","TIBURON","Nasolamia",3400,1
2012,"Demersal marine fishes","TIBURON","Prionace",595215.9,138
2012,"Demersal marine fishes","TIBURON","Sphyrna",51003.25,62
2012,"Demersal marine fishes","TIBURON","Squatina",651712.1,690
2012,"Diadromous fishes","OTRAS","Chanos",82345,199
2012,"Marine algae","ALGAS","Gelidium",52182,4
2012,"Marine fishes NEI","MERO","Epinephelus",13297.3,121
2012,"Miscellaneous aquatic animals","ERIZO","Mesocentrotus",38424,43
2012,"Miscellaneous aquatic animals","ERIZO","Strongylocentrotus",13705,16
2012,"Molluscs excl. Cephalopods","ABULON","Haliotis",46657.84,56
2012,"Molluscs excl. Cephalopods","ALMEJA","Argopecten",246853,28
2012,"Molluscs excl. Cephalopods","ALMEJA","Chione",8600,1
2012,"Molluscs excl. Cephalopods","ALMEJA","Dosinia",939293,196
2012,"Molluscs excl. Cephalopods","ALMEJA","Megapitaria",87755,113
2012,"Molluscs excl. Cephalopods","ALMEJA","Panopea",1684293.01,859
2012,"Molluscs excl. Cephalopods","CARACOL","Hexaplex",15130,12
2012,"Molluscs excl. Cephalopods","CARACOL","Lobatus",23026,18
2012,"Molluscs excl. Cephalopods","CARACOL","Megastraea",128618,13
2012,"Molluscs excl. Cephalopods","CARACOL","Turbo",300,1
2012,"Pelagic marine fishes","ATUN","Thunnus",56012153.5,265
2012,"Pelagic marine fishes","BARRILETE","Euthynnus",3821741,53
2012,"Pelagic marine fishes","BARRILETE","Katsuwonus",10687521.1,229
2012,"Pelagic marine fishes","BONITO","Sarda",3686847,67
2012,"Pelagic marine fishes","JUREL","Caranx",81667,576
2012,"Pelagic marine fishes","JUREL","Seriola",1243083.2,1149
2012,"Pelagic marine fishes","MACARELA","Scomber",44733781.2,531
2012,"Pelagic marine fishes","OTRAS","Ablennes",3899.5,57
2012,"Pelagic marine fishes","OTRAS","Coryphaena",113821,439
2012,"Pelagic marine fishes","OTRAS","Istiophorus",15879.65,69
2012,"Pelagic marine fishes","OTRAS","Sphyraena",967,11
2012,"Pelagic marine fishes","OTRAS","Xiphias",33495,51
2012,"Pelagic marine fishes","PAMPANO","Trachinotus",188576.7,711
2012,"Pelagic marine fishes","RONCO","Selene",560924.4,1807
2012,"Pelagic marine fishes","SARDINA","Cetengraulis",297306807.52,1462
2012,"Pelagic marine fishes","SARDINA","Etrumeus",2011720.72,29
2012,"Pelagic marine fishes","SARDINA","Oligoplites",19535,91
2012,"Pelagic marine fishes","SARDINA","Opisthonema",132460326.92,1000
2012,"Pelagic marine fishes","SARDINA","Sardinops",99546476.48,620
2012,"Pelagic marine fishes","SIERRA","Scomberomorus",6147174.75,4691
2012,"Shrimps, prawns","CAMARON","Farfantepenaeus",156316.6,52
2012,"Shrimps, prawns","CAMARON","Litopenaeus",486771,514
2012,"Shrimps, prawns","CAMARON","Penaeus",22919208.2,16331
2012,"Shrimps, prawns","CAMARON","Rimapenaeus",196664.6,63
2012,"Shrimps, prawns","CAMARON","Sicyonia",287076.4,43
2013,"Cephalopods","CALAMAR","Dosidicus",14857316.3,936
2013,"Crustaceans","JAIBA","Callinectes",425543,142
2013,"Crustaceans","LANGOSTA","Panulirus",209477,329
2013,"Demersal marine fishes","BANDERA","Ariopsis",7925,109
2013,"Demersal marine fishes","BANDERA","Gerres",129304.8,362
2013,"Demersal marine fishes","BAQUETA","Hyporthodus",743902.2,1293
2013,"Demersal marine fishes","BERRUGATA","Menticirrhus",88720.1,627
2013,"Demersal marine fishes","BERRUGATA","Micropogonias",6218244.3,5110
2013,"Demersal marine fishes","CABRILLA","Mycteroperca",444718.7,1447
2013,"Demersal marine fishes","CABRILLA","Paralabrax",643873.1,1126
2013,"Demersal marine fishes","CARPA","Balistes",1542909.6,2785
2013,"Demersal marine fishes","CINTILLA","Trichiurus",2494,22
2013,"Demersal marine fishes","CORVINA","Cynoscion",1988849,5935
2013,"Demersal marine fishes","CORVINA","Larimus",11574,62
2013,"Demersal marine fishes","GUACHINANGO","Lutjanus",3051126.55,11447
2013,"Demersal marine fishes","LENGUADO","Brotula",730098.9,433
2013,"Demersal marine fishes","LISA","Mugil",2820845,2752
2013,"Demersal marine fishes","MERO","Hyporthodus niphobles",72460.6,266
2013,"Demersal marine fishes","MOJARRA","Anisotremus",139184.6,507
2013,"Demersal marine fishes","MOJARRA","Calamus",28883,183
2013,"Demersal marine fishes","MOJARRA","Diapterus",28565,64
2013,"Demersal marine fishes","MOJARRA","Eucinostomus argenteus",263616,702
2013,"Demersal marine fishes","MOJARRA","Eugerres",16541,209
2013,"Demersal marine fishes","MOJARRA","Haemulon",1099507.55,4875
2013,"Demersal marine fishes","OTRAS","Acanthurus",52621,168
2013,"Demersal marine fishes","OTRAS","Anoplopoma",2471.9,28
2013,"Demersal marine fishes","OTRAS","Diplectrum",34100.6,87
2013,"Demersal marine fishes","OTRAS","Merluccius",6277231.5,389
2013,"Demersal marine fishes","OTRAS","Microlepidotus",19426,200
2013,"Demersal marine fishes","OTRAS","Nematistius",654,10
2013,"Demersal marine fishes","OTRAS","Nicholsina",251,5
2013,"Demersal marine fishes","OTRAS","Orthopristis",29686,108
2013,"Demersal marine fishes","OTRAS","Paranthias",799,8
2013,"Demersal marine fishes","OTRAS","Parapsettus",5185,16
2013,"Demersal marine fishes","OTRAS","Pseudupeneus",17077.7,51
2013,"Demersal marine fishes","OTRAS","Scorpaena",9960.2,50
2013,"Demersal marine fishes","OTRAS","Sphoeroides",454608.45,765
2013,"Demersal marine fishes","OTRAS","Stereolepis",376.8,5
2013,"Demersal marine fishes","OTRAS","Synodus",143238.6,745
2013,"Demersal marine fishes","PARGO","Hoplopagrus",106639.9,891
2013,"Demersal marine fishes","PIERNA","Caulolatilus",653816,1442
2013,"Demersal marine fishes","RAYA Y SIMILARES","Aetobatus",10008,33
2013,"Demersal marine fishes","RAYA Y SIMILARES","Hypanus",1538719.6,961
2013,"Demersal marine fishes","RAYA Y SIMILARES","Mobula",1051449.5,650
2013,"Demersal marine fishes","RAYA Y SIMILARES","Pseudobatos",583950.75,636
2013,"Demersal marine fishes","ROBALO","Centropomus",959579.65,5176
2013,"Demersal marine fishes","RONCO","Haemulopsis",170685.2,462
2013,"Demersal marine fishes","TIBURON","Alopias",68645.1,72
2013,"Demersal marine fishes","TIBURON","Carcharhinus",504626.15,1367
2013,"Demersal marine fishes","TIBURON","Galeocerdo",886.2,15
