id,fishery_unit,fishery_unit_description,fishery,common_name,highest_taxonomic_id,highest_taxonomic_resolution,IHH_functional_detailed_groups_sm,IHH_functional_major_groups_sm,species,genus,subfamily,family,order,class,superclass,phylum,kingdom,ecosystem_type,motorization,orig_vessel_size,vessel_size_min,vessel_size_max,vessel_size_median,ISSCFV_vessel_type_code,ISSCFV_vessel_type_category,ISSCFG_gear_type_code,ISSCFG_gear_type_name,main_gear_category,main_gear_category_name
21059,MEXFISHNOI001,NO ID/ PACIFICO,No ID,OTRAS ESPECIES DE AGUA DULCE,Marine species NEI,Other - Functional Group,Marine species NEI,Marine species NEI,NEI,NEI,NEI,NEI,NEI,NEI,NEI,NEI,NEI,ND,Motorized vessel,ND,ND,ND,,09.9.0,Multipurpose vessels,99,Gear not known,99,Gear not known
21060,MEXFISHNOI001,NO ID/ PACIFICO,No ID,OTRAS ESPECIES DE AGUA MARINA,Marine species NEI,Other - Functional Group,Marine species NEI,Marine species NEI,NEI,NEI,NEI,NEI,NEI,NEI,NEI,NEI,NEI,ND,Motorized vessel,ND,ND,ND,,09.9.0,Multipurpose vessels,99,Gear not known,99,Gear not known
21061,MEXFISHNOI001,NO ID/ PACIFICO,No ID,PERICO,Coryphaena hippurus,Species,Miscellaneous pelagic fishes,Pelagic marine fishes,Coryphaena hippurus,Coryphaena,NEI,Coryphaenidae,Perciformes,Actinopterygii,Osteichthyes,Chordata,Animalia,ND,Motorized vessel,ND,ND,ND,,09.9.0,Multipurpose vessels,99,Gear not known,99,Gear not known
21062,MEXFISHNOI001,NO ID/ PACIFICO,No ID,PESCADO BLANCO,Actinopterygii,Class,Marine fishes not identified,Marine fishes NEI,NEI,NEI,NEI,NEI,NEI,Actinopterygii,Osteichthyes,Chordata,Animalia,ND,Motorized vessel,ND,ND,ND,,09.9.0,Multipurpose vessels,99,Gear not known,99,Gear not known
21063,MEXFISHNOI001,NO ID/ PACIFICO,No ID,PESCADO BLANCO DE AGUA DULCE,Actinopterygii,Class,Marine fishes not identified,Marine fishes NEI,NEI,NEI,NEI,NEI,NEI,Actinopterygii,Osteichthyes,Chordata,Animalia,ND,Motorized vessel,ND,ND,ND,,09.9.0,Multipurpose vessels,99,Gear not known,99,Gear not known
21064,MEXFISHNOI001,NO ID/ PACIFICO,No ID,PICUDA,Sphyraena spp,Genus,Miscellaneous pelagic fishes,Pelagic marine fishes,NEI,Sphyraena,NEI,Sphyraenidae,Perciformes,Actinopterygii,Osteichthyes,Chordata,Animalia,ND,Motorized vessel,ND,ND,ND,,09.9.0,Multipurpose vessels,99,Gear not known,99,Gear not known
21065,MEXFISHNOI001,NO ID/ PACIFICO,No ID,POPOCHA,Algansea popoche,Species,"Carps, barbels and other cyprinids",Freshwater fishes,Algansea popoche,Algansea,Leuciscinae,Cyprinidae,Cypriniformes,Actinopterygii,Osteichthyes,Chordata,Animalia,ND,Motorized vessel,ND,ND,ND,,09.9.0,Multipurpose vessels,99,Gear not known,99,Gear not known
21066,MEXFISHNOI001,NO ID/ PACIFICO,No ID,PURO,Marine species NEI,Other - Functional Group,Marine species NEI,Marine species NEI,NEI,NEI,NEI,NEI,NEI,NEI,NEI,NEI,NEI,ND,Motorized vessel,ND,ND,ND,,09.9.0,Multipurpose vessels,99,Gear not known,99,Gear not known
21067,MEXFISHNOI001,NO ID/ PACIFICO,No ID,RASPOSA,Marine species NEI,Other - Functional Group,Marine species NEI,Marine species NEI,NEI,NEI,NEI,NEI,NEI,NEI,NEI,NEI,NEI,ND,Motorized vessel,ND,ND,ND,,09.9.0,Multipurpose vessels,99,Gear not known,99,Gear not known
21068,MEXFISHNOI001,NO ID/ PACIFICO,No ID,TOTOABA,Totoaba macdonaldi,Species,Miscellaneous coastal fishes,Demersal marine fishes,Totoaba macdonaldi,Totoaba,NEI,Sciaenidae,Perciformes,Actinopterygii,Osteichthyes,Chordata,Animalia,ND,Motorized vessel,ND,ND,ND,,09.9.0,Multipurpose vessels,99,Gear not known,99,Gear not known
21069,MEXFISHNOI001,NO ID/ PACIFICO,No ID,TULE,Marine species NEI,Other - Functional Group,Marine species NEI,Marine species NEI,NEI,NEI,NEI,NEI,NEI,NEI,NEI,NEI,NEI,ND,Motorized vessel,ND,ND,ND,,09.9.0,Multipurpose vessels,99,Gear not known,99,Gear not known
21070,MEXFISHNOI001,NO ID/ PACIFICO,No ID,VACA,Caranx hippos,Species,Scads and mackerels,Pelagic marine fishes,Caranx hippos,Caranx,Caranginae,Carangidae,Perciformes,Actinopterygii,Osteichthyes,Chordata,Animalia,ND,Motorized vessel,ND,ND,ND,,09.9.0,Multipurpose vessels,99,Gear not known,99,Gear not known
21071,MEXFISHOST001,OSTION/PACIFICO,Ostion,OSTION,Ostreidae,Family,Oysters,Molluscs excl. Cephalopods,NEI,NEI,NEI,Ostreidae,Ostreida,Bivalvia,NEI,Mollusca,Animalia,Pelagic; Reef; Brackish/Estuarine,Motorized vessel,9-Feb,2,9,5.5,09.9.0,Multipurpose vessels,99,Gear not known,99,Gear not known
21072,MEXFISHOST001,OSTION/PACIFICO,Ostion,OSTION DE MANGLE,Crassostrea rhizophorae,Species,Oysters,Molluscs excl. Cephalopods,Crassostrea rhizophorae,Crassostrea,Crassostreinae,Ostreidae,Ostreida,Bivalvia,NEI,Mollusca,Animalia,Pelagic; Reef; Brackish/Estuarine,Motorized vessel,9-Feb,2,9,5.5,09.9.0,Multipurpose vessels,10.8; 10.2,"Diving; Hand implements (Wrenching gear, Clamps, Tongs, Rakes, Spears)",10,Miscellaneous gear
21073,MEXFISHOST001,OSTION/PACIFICO,Ostion,OSTION DE PLACER,Crassostrea corteziensis,Species,Oysters,Molluscs excl. Cephalopods,Crassostrea corteziensis,Crassostrea,Crassostreinae,Ostreidae,Ostreida,Bivalvia,NEI,Mollusca,Animalia,Pelagic; Reef; Brackish/Estuarine,Motorized vessel,9-Feb,2,9,5.5,09.9.0,Multipurpose vessels,10.8; 10.2,"Diving; Hand implements (Wrenching gear, Clamps, Tongs, Rakes, Spears)",10,Miscellaneous gear
21074,MEXFISHOST001,OSTION/PACIFICO,Ostion,OSTION DE ROCA,Striostrea prismatica,Species,Oysters,Molluscs excl. Cephalopods,Striostrea prismatica,Striostrea,NEI,Ostreidae,Ostreida,Bivalvia,NEI,Mollusca,Animalia,Pelagic; Reef; Brackish/Estuarine,Motorized vessel,9-Feb,2,9,5.5,09.9.0,Multipurpose vessels,10.8; 10.2,"Diving; Hand implements (Wrenching gear, Clamps, Tongs, Rakes, Spears)",10,Miscellaneous gear
21075,MEXFISHOTR001,OTRAS/PACIFICO,Otras,ACAMAYA,Decapoda,Order,Other shrimps and prawns,"Shrimps, prawns",NEI,NEI,NEI,NEI,Decapoda,Malacostraca,Multicrustacea,Arthropoda,Animalia,Brackish-Estuarine,Motorized vessel,ND,ND,ND,,09.9.0,Multipurpose vessels,99,Gear not known,99,Gear not known
21076,MEXFISHOTR001,OTRAS/PACIFICO,Otras,CANGREJO,Decapoda,Order,Other shrimps and prawns,"Shrimps, prawns",NEI,NEI,NEI,NEI,Decapoda,Malacostraca,Multicrustacea,Arthropoda,Animalia,ND,Motorized vessel,ND,ND,ND,,09.9.0,Multipurpose vessels,99,Gear not known,99,Gear not known
21077,MEXFISHOTR001,OTRAS/PACIFICO,Otras,CANGREJO DE AGUA DULCE,Decapoda,Order,Other shrimps and prawns,"Shrimps, prawns",NEI,NEI,NEI,NEI,Decapoda,Malacostraca,Multicrustacea,Arthropoda,Animalia,ND,Motorized vessel,ND,ND,ND,,09.9.0,Multipurpose vessels,99,Gear not known,99,Gear not known
21078,MEXFISHOTR001,OTRAS/PACIFICO,Otras,CANGREJO MORO,Decapoda,Order,Other shrimps and prawns,"Shrimps, prawns",NEI,NEI,NEI,NEI,Decapoda,Malacostraca,Multicrustacea,Arthropoda,Animalia,ND,Motorized vessel,ND,ND,ND,,09.9.0,Multipurpose vessels,99,Gear not known,99,Gear not known
21079,MEXFISHOTR001,OTRAS/PACIFICO,Otras,CHACAL,Macrobrachium spp,Genus,Other shrimps and prawns,"Shrimps, prawns",NEI,Macrobrachium,NEI,Palaemonidae,Decapoda,Malacostraca,Multicrustacea,Arthropoda,Animalia,Brackish-Estuarine,Motorized vessel,ND,ND,ND,,09.9.0,Multipurpose vessels,99,Gear not known,99,Gear not known
21080,MEXFISHOTR001,OTRAS/PACIFICO,Otras,CUCARACHA,Evibacus princeps,Species,"Lobsters, spiny-rock lobsters",Crustaceans,Evibacus princeps,Evibacus,NEI,Scyllaridae,Decapoda,Malacostraca,Multicrustacea,Arthropoda,Animalia,ND,Motorized vessel,ND,ND,ND,,09.9.0,Multipurpose vessels,99,Gear not known,99,Gear not known
21081,MEXFISHOTR001,OTRAS/PACIFICO,Otras,GUSANO DE FANGO,Tubifex tubifex,Species,Miscellaneous aquatic invertebrates,Miscellaneous aquatic animals,Tubifex tubifex,Tubifex,NEI,Tubificidae,Haplotaxida,Clitellata,NEI,Annelida,Animalia,ND,Motorized vessel,ND,ND,ND,,09.9.0,Multipurpose vessels,99,Gear not known,99,Gear not known
21082,MEXFISHOTR001,OTRAS/PACIFICO,Otras,LANGOSTINO DE AGUA DULCE,Macrobrachium rosenbergii,Species,Other shrimps and prawns,"Shrimps, prawns",Macrobrachium rosenbergii,Macrobrachium,NEI,Palaemonidae,Decapoda,Malacostraca,Multicrustacea,Arthropoda,Animalia,Brackish-Estuarine,Motorized vessel,ND,ND,ND,,09.9.0,Multipurpose vessels,99,Gear not known,99,Gear not known
21083,MEXFISHOTR001,OTRAS/PACIFICO,Otras,MOYA,Macrobrachium tenellum,Species,Other shrimps and prawns,"Shrimps, prawns",Macrobrachium tenellum,Macrobrachium,NEI,Palaemonidae,Decapoda,Malacostraca,Multicrustacea,Arthropoda,Animalia,Brackish-Estuarine,Motorized vessel,ND,ND,ND,,09.9.0,Multipurpose vessels,99,Gear not known,99,Gear not known
21084,MEXFISHOTR001,OTRAS/PACIFICO,Otras,PERCEBE,Pollicipes elegans,Species,Miscellaneous marine crustaceans,Crustaceans,Pollicipes elegans,Pollicipes,NEI,Pollicipedidae,Scalpelliformes,Hexanauplia,Multicrustacea,Arthropoda,Animalia,ND,Motorized vessel,ND,ND,ND,,09.9.0,Multipurpose vessels,99,Gear not known,99,Gear not known
21088,MEXFISHPEL001,PELAGICOS MENORES/PACIFICO,Pelagicos Menores,MACARELA,Scomber japonicus,Species,Scads and mackerels,Pelagic marine fishes,Scomber japonicus,Scomber,Scombrinae,Scombridae,Perciformes,Actinopterygii,Osteichthyes,Chordata,Animalia,Pelagic,Motorized vessel,<10.5,ND,10.5,10.5,09.9.0,Multipurpose vessels,7.9; 9.5; 2.1,Gillnets and entangling nets (nei); Trolling lines; Beach seines,Multiple,Multiple
21089,MEXFISHPEL001,PELAGICOS MENORES/PACIFICO,Pelagicos Menores,PINA,Oligoplites altus,Species,Scads and mackerels,Pelagic marine fishes,Oligoplites altus,Oligoplites,Scomberoidinae,Carangidae,Perciformes,Actinopterygii,Osteichthyes,Chordata,Animalia,Pelagic,Motorized vessel,<10.5,ND,10.5,10.5,09.9.0,Multipurpose vessels,7.9; 9.5; 2.1; 2.9,Gillnets and entangling nets (nei); Trolling lines; Beach seines; Seine nets (nei),Multiple,Multiple
21090,MEXFISHPEL001,PELAGICOS MENORES/PACIFICO,Pelagicos Menores,SARDINA,Clupeidae,Family,"Herrings, sardines, anchovies",Pelagic marine fishes,NEI,NEI,NEI,Clupeidae,Clupeiformes,Actinopterygii,Osteichthyes,Chordata,Animalia,Pelagic,Motorized vessel,<10.5,ND,10.5,10.5,09.9.0,Multipurpose vessels,99,Gear not known,99,Gear not known
21091,MEXFISHPEL001,PELAGICOS MENORES/PACIFICO,Pelagicos Menores,SARDINA CRINUDA,Opisthonema berlangai,Species,"Herrings, sardines, anchovies",Pelagic marine fishes,Opisthonema berlangai,Opisthonema,Dorosomatinae,Clupeidae,Clupeiformes,Actinopterygii,Osteichthyes,Chordata,Animalia,Pelagic,Motorized vessel,<10.5,ND,10.5,10.5,09.9.0,Multipurpose vessels,99,Gear not known,99,Gear not known
21092,MEXFISHPEL001,PELAGICOS MENORES/PACIFICO,Pelagicos Menores,SARDINA DE AGUA DULCE,Clupeidae,Family,"Herrings, sardines, anchovies",Pelagic marine fishes,NEI,NEI,NEI,Clupeidae,Clupeiformes,Actinopterygii,Osteichthyes,Chordata,Animalia,Pelagic,Motorized vessel,<10.5,ND,10.5,10.5,09.9.0,Multipurpose vessels,99,Gear not known,99,Gear not known
21093,MEXFISHPEL001,PELAGICOS MENORES/PACIFICO,Pelagicos Menores,SARDINA MONTERREY,Sardinops sagax,Species,"Herrings, sardines, anchovies",Pelagic marine fishes,Sardinops sagax,Sardinops,Alosinae,Clupeidae,Clupeiformes,Actinopterygii,Osteichthyes,Chordata,Animalia,Pelagic,Motorized vessel,<10.5,ND,10.5,10.5,09.9.0,Multipurpose vessels,99,Gear not known,99,Gear not known
21094,MEXFISHPEL001,PELAGICOS MENORES/PACIFICO,Pelagicos Menores,SARDINA VIVITA,Opisthonema libertate ; Opisthonema medirastre ; Opisthonema bulleri,Other - Group of Taxa,"Herrings, sardines, anchovies",Pelagic marine fishes,NEI,Opisthonema,Dorosomatinae,Clupeidae,Clupeiformes,Actinopterygii,Osteichthyes,Chordata,Animalia,Pelagic,Motorized vessel,<10.5,ND,10.5,10.5,09.9.0,Multipurpose vessels,7.9; 2.9,Gillnets and entangling nets (nei); Seine nets (nei),Multiple,Multiple
21095,MEXFISHPEP001,PEPINO DE MAR/PACIFICO,Pepino de Mar,PEPINO DE MAR (ESPECIES ASOCIADAS),Holothuroidea,Class,Sea-urchins and other echinoderms,Miscellaneous aquatic animals,NEI,NEI,NEI,NEI,NEI,Holothuroidea,NEI,Echinodermata,Animalia,Pelagic; Reef,Motorized vessel,<7.3,ND,7.3,7.3,09.9.0,Multipurpose vessels,10.8; HG,Diving; Hand gathering,Multiple,Multiple
21096,MEXFISHPEP001,PEPINO DE MAR/PACIFICO,Pepino de Mar,PEPINO DE MAR CAFE O BADIONOTUS,Holothuroidea,Class,Sea-urchins and other echinoderms,Miscellaneous aquatic animals,NEI,NEI,NEI,NEI,NEI,Holothuroidea,NEI,Echinodermata,Animalia,Pelagic; Reef,Motorized vessel,<7.3,ND,7.3,7.3,09.9.0,Multipurpose vessels,10.8; HG,Diving; Hand gathering,Multiple,Multiple
21097,MEXFISHPUL001,PULPO/PACIFICO,Pulpo,PULPO,Octopus spp,Genus,Octopus,Cephalopods,NEI,Octopus,Octopodinae,Octopodidae,Octopoda,Cephalopoda,NEI,Mollusca,Animalia,Pelagic; Reef,Motorized vessel,<10.5,ND,10.5,10.5,09.9.0,Multipurpose vessels,10.8; 10.2; 8.9; 10.2,"Diving; Hand implements (Wrenching gear, Clamps, Tongs, Rakes, Spears); Traps (nei); Hand implements (Wrenching gear, Clamps, Tongs, Rakes, Spears)",10,Miscellaneous gear
21098,MEXFISHPUL001,PULPO/PACIFICO,Pulpo,PULPO MAYA,Octopus spp,Genus,Octopus,Cephalopods,NEI,Octopus,Octopodinae,Octopodidae,Octopoda,Cephalopoda,NEI,Mollusca,Animalia,Pelagic; Reef,Motorized vessel,<10.5,ND,10.5,10.5,09.9.0,Multipurpose vessels,99,Gear not known,99,Gear not known
21099,MEXFISHRAY001,RAYAS Y SIMILARES/PACIFICO,Rayas y Similares,BALA,Aetobatus narinari,Species,"Sharks, rays, chimaeras",Demersal marine fishes,Aetobatus narinari,Aetobatus,Myliobatinae,Myliobatidae,Myliobatiformes,Elasmobranchii,Chondrichthyes,Chordata,Animalia,Pelagic,Motorized vessel,6.7-10.5,6.7,10.5,8.6,09.9.0,Multipurpose vessels,7.9; 9.31,Gillnets and entangling nets (nei); Set longlines,Multiple,Multiple
21100,MEXFISHRAY001,RAYAS Y SIMILARES/PACIFICO,Rayas y Similares,GAVILAN,Aetobatus narinari,Species,"Sharks, rays, chimaeras",Demersal marine fishes,Aetobatus narinari,Aetobatus,Myliobatinae,Myliobatidae,Myliobatiformes,Elasmobranchii,Chondrichthyes,Chordata,Animalia,Pelagic,Motorized vessel,6.7-10.5,6.7,10.5,8.6,09.9.0,Multipurpose vessels,7.9; 9.31,Gillnets and entangling nets (nei); Set longlines,Multiple,Multiple
21101,MEXFISHRAY001,RAYAS Y SIMILARES/PACIFICO,Rayas y Similares,GUITARRA,Pseudobatos productus,Species,"Sharks, rays, chimaeras",Demersal marine fishes,Pseudobatos productus,Pseudobatos,NEI,Rhinobatidae,Rajiformes,Elasmobranchii,Chondrichthyes,Chordata,Animalia,Pelagic,Motorized vessel,6.7-10.5,6.7,10.5,8.6,09.9.0,Multipurpose vessels,7.9; 9.31,Gillnets and entangling nets (nei); Set longlines,Multiple,Multiple
21102,MEXFISHRAY001,RAYAS Y SIMILARES/PACIFICO,Rayas y Similares,MANTA,Hypanus dipterurus,Species,"Sharks, rays, chimaeras",Demersal marine fishes,Hypanus dipterurus,Hypanus,Dasyatinae,Dasyatidae,Myliobatiformes,Elasmobranchii,Chondrichthyes,Chordata,Animalia,Pelagic,Motorized vessel,6.7-10.5,6.7,10.5,8.6,09.9.0,Multipurpose vessels,99,Gear not known,99,Gear not known
21103,MEXFISHRAY001,RAYAS Y SIMILARES/PACIFICO,Rayas y Similares,MANTARRAYA,Mobula birostris,Species,"Sharks, rays, chimaeras",Demersal marine fishes,Mobula birostris,Mobula,Mobulinae,Myliobatidae,Myliobatiformes,Elasmobranchii,Chondrichthyes,Chordata,Animalia,Pelagic,Motorized vessel,6.7-10.5,6.7,10.5,8.6,09.9.0,Multipurpose vessels,7.9; 9.31,Gillnets and entangling nets (nei); Set longlines,Multiple,Multiple
21104,MEXFISHRAY001,RAYAS Y SIMILARES/PACIFICO,Rayas y Similares,PAYASO,Pseudobatos productus,Species,"Sharks, rays, chimaeras",Demersal marine fishes,Pseudobatos productus,Pseudobatos,NEI,Rhinobatidae,Rajiformes,Elasmobranchii,Chondrichthyes,Chordata,Animalia,Pelagic,Motorized vessel,6.7-10.5,6.7,10.5,8.6,09.9.0,Multipurpose vessels,7.9; 9.31,Gillnets and entangling nets (nei); Set longlines,Multiple,Multiple
21105,MEXFISHRAY001,RAYAS Y SIMILARES/PACIFICO,Rayas y Similares,PEZ GUITARRA,Pseudobatos productus,Species,"Sharks, rays, chimaeras",Demersal marine fishes,Pseudobatos productus,Pseudobatos,NEI,Rhinobatidae,Rajiformes,Elasmobranchii,Chondrichthyes,Chordata,Animalia,Pelagic,Motorized vessel,6.7-10.5,6.7,10.5,8.6,09.9.0,Multipurpose vessels,7.9; 9.31,Gillnets and entangling nets (nei); Set longlines,Multiple,Multiple
21106,MEXFISHRAY001,RAYAS Y SIMILARES/PACIFICO,Rayas y Similares,RAYA,Elasmobranchii,Class,"Sharks, rays, chimaeras",Demersal marine fishes,NEI,NEI,NEI,NEI,NEI,Elasmobranchii,Chondrichthyes,Chordata,Animalia,Pelagic,Motorized vessel,6.7-10.5,6.7,10.5,8.6,09.9.0,Multipurpose vessels,2.9,Seine nets (nei),2,Seine nets
21107,MEXFISHRAY001,RAYAS Y SIMILARES/PACIFICO,Rayas y Similares,RAYA BLANCA,Elasmobranchii,Class,"Sharks, rays, chimaeras",Demersal marine fishes,NEI,NEI,NEI,NEI,NEI,Elasmobranchii,Chondrichthyes,Chordata,Animalia,Pelagic,Motorized vessel,6.7-10.5,6.7,10.5,8.6,09.9.0,Multipurpose vessels,99,Gear not known,99,Gear not known
21108,MEXFISHRAY001,RAYAS Y SIMILARES/PACIFICO,Rayas y Similares,RAYA COLA DE RATA,Gymnura marmorata,Species,"Sharks, rays, chimaeras",Demersal marine fishes,Gymnura marmorata,Gymnura,NEI,Gymnuridae,Myliobatiformes,Elasmobranchii,Chondrichthyes,Chordata,Animalia,Pelagic,Motorized vessel,6.7-10.5,6.7,10.5,8.6,09.9.0,Multipurpose vessels,7.9; 9.31,Gillnets and entangling nets (nei); Set longlines,Multiple,Multiple
21109,MEXFISHRAY001,RAYAS Y SIMILARES/PACIFICO,Rayas y Similares,RAYA DIABLO,Pseudobatos glaucostigmus,Species,"Sharks, rays, chimaeras",Demersal marine fishes,Pseudobatos glaucostigmus,Pseudobatos,NEI,Rhinobatidae,Rajiformes,Elasmobranchii,Chondrichthyes,Chordata,Animalia,Pelagic,Motorized vessel,6.7-10.5,6.7,10.5,8.6,09.9.0,Multipurpose vessels,7.9; 9.31,Gillnets and entangling nets (nei); Set longlines,Multiple,Multiple
21110,MEXFISHRAY001,RAYAS Y SIMILARES/PACIFICO,Rayas y Similares,RAYA MARIPOSA,Gymnura crebripunctata,Species,"Sharks, rays, chimaeras",Demersal marine fishes,Gymnura crebripunctata,Gymnura,NEI,Gymnuridae,Myliobatiformes,Elasmobranchii,Chondrichthyes,Chordata,Animalia,Pelagic,Motorized vessel,6.7-10.5,6.7,10.5,8.6,09.9.0,Multipurpose vessels,7.9; 9.31,Gillnets and entangling nets (nei); Set longlines,Multiple,Multiple
21111,MEXFISHRAY001,RAYAS Y SIMILARES/PACIFICO,Rayas y Similares,RAYA PINTA,Urotrygon aspidura,Species,"Sharks, rays, chimaeras",Demersal marine fishes,Urotrygon aspidura,Urotrygon,NEI,Urotrygonidae,Myliobatiformes,Elasmobranchii,Chondrichthyes,Chordata,Animalia,Pelagic,Motorized vessel,6.7-10.5,6.7,10.5,8.6,09.9.0,Multipurpose vessels,7.9; 9.31,Gillnets and entangling nets (nei); Set longlines,Multiple,Multiple
21112,MEXFISHRAY001,RAYAS Y SIMILARES/PACIFICO,Rayas y Similares,RAYA TORPEDO,Urotrygon aspidura,Species,"Sharks, rays, chimaeras",Demersal marine fishes,Urotrygon aspidura,Urotrygon,NEI,Urotrygonidae,Myliobatiformes,Elasmobranchii,Chondrichthyes,Chordata,Animalia,Pelagic,Motorized vessel,6.7-10.5,6.7,10.5,8.6,09.9.0,Multipurpose vessels,7.9; 9.31,Gillnets and entangling nets (nei); Set longlines,Multiple,Multiple
21113,MEXFISHTIB001,TIBURON/ PACIFICO,Tiburon,ANGELITO,Squatina californica,Species,"Sharks, rays, chimaeras",Demersal marine fishes,Squatina californica,Squatina,NEI,Squatinidae,Squatiniformes,Elasmobranchii,Chondrichthyes,Chordata,Animalia,Pelagic,Motorized vessel,<10.5,ND,10.5,10.5,09.9.0,Multipurpose vessels,9.39; 9.32; 9.31; 7.9,Longlines (nei); Drifting longlines; Set longlines; Gillnets and entangling nets (nei),9,Hooks and lines
21114,MEXFISHTIB001,TIBURON/ PACIFICO,Tiburon,BIRONCHE,Rhizoprionodon longurio,Species,"Sharks, rays, chimaeras",Demersal marine fishes,Rhizoprionodon longurio,Rhizoprionodon,NEI,Carcharhinidae,Carcharhiniformes,Elasmobranchii,Chondrichthyes,Chordata,Animalia,Pelagic,Motorized vessel,<10.5,ND,10.5,10.5,09.9.0,Multipurpose vessels,9.39; 9.32; 9.31; 7.9,Longlines (nei); Drifting longlines; Set longlines; Gillnets and entangling nets (nei),9,Hooks and lines
21115,MEXFISHTIB001,TIBURON/ PACIFICO,Tiburon,CABEZA DE PALA,Sphyrna tiburo,Species,"Sharks, rays, chimaeras",Demersal marine fishes,Sphyrna tiburo,Sphyrna,NEI,Sphyrnidae,Carcharhiniformes,Elasmobranchii,Chondrichthyes,Chordata,Animalia,Pelagic,Motorized vessel,<10.5,ND,10.5,10.5,09.9.0,Multipurpose vessels,9.39; 9.32; 9.31; 7.9,Longlines (nei); Drifting longlines; Set longlines; Gillnets and entangling nets (nei),9,Hooks and lines
21116,MEXFISHTIB001,TIBURON/ PACIFICO,Tiburon,CAZON,Elasmobranchii,Class,"Sharks, rays, chimaeras",Demersal marine fishes,NEI,NEI,NEI,NEI,NEI,Elasmobranchii,Chondrichthyes,Chordata,Animalia,Pelagic,Motorized vessel,<10.5,ND,10.5,10.5,09.9.0,Multipurpose vessels,99,Gear not known,99,Gear not known
21117,MEXFISHTIB001,TIBURON/ PACIFICO,Tiburon,CAZON DE LEY,Elasmobranchii,Class,"Sharks, rays, chimaeras",Demersal marine fishes,NEI,NEI,NEI,NEI,NEI,Elasmobranchii,Chondrichthyes,Chordata,Animalia,Pelagic,Motorized vessel,<10.5,ND,10.5,10.5,09.9.0,Multipurpose vessels,99,Gear not known,99,Gear not known
21118,MEXFISHTIB001,TIBURON/ PACIFICO,Tiburon,CAZON DE PLAYA,Elasmobranchii,Class,"Sharks, rays, chimaeras",Demersal marine fishes,NEI,NEI,NEI,NEI,NEI,Elasmobranchii,Chondrichthyes,Chordata,Animalia,Pelagic,Motorized vessel,<10.5,ND,10.5,10.5,09.9.0,Multipurpose vessels,99,Gear not known,99,Gear not known
21119,MEXFISHTIB001,TIBURON/ PACIFICO,Tiburon,CAZON LIMON,Negaprion brevirostris,Species,"Sharks, rays, chimaeras",Demersal marine fishes,Negaprion brevirostris,Negaprion,NEI,Carcharhinidae,Carcharhiniformes,Elasmobranchii,Chondrichthyes,Chordata,Animalia,Pelagic,Motorized vessel,<10.5,ND,10.5,10.5,09.9.0,Multipurpose vessels,9.39; 9.32; 9.31; 7.9,Longlines (nei); Drifting longlines; Set longlines; Gillnets and entangling nets (nei),9,Hooks and lines
21120,MEXFISHTIB001,TIBURON/ PACIFICO,Tiburon,CORNUDA,Sphyrna corona,Species,"Sharks, rays, chimaeras",Demersal marine fishes,Sphyrna corona,Sphyrna,NEI,Sphyrnidae,Carcharhiniformes,Elasmobranchii,Chondrichthyes,Chordata,Animalia,Pelagic,Motorized vessel,<10.5,ND,10.5,10.5,09.9.0,Multipurpose vessels,9.39; 9.32; 9.31; 7.9,Longlines (nei); Drifting longlines; Set longlines; Gillnets and entangling nets (nei),9,Hooks and lines
21121,MEXFISHTIB001,TIBURON/ PACIFICO,Tiburon,GATA,Ginglymostoma cirratum,Species,"Sharks, rays, chimaeras",Demersal marine fishes,Ginglymostoma cirratum,Ginglymostoma,NEI,Ginglymostomatidae,Orectolobiformes,Elasmobranchii,Chondrichthyes,Chordata,Animalia,Pelagic,Motorized vessel,<10.5,ND,10.5,10.5,09.9.0,Multipurpose vessels,9.39; 9.32; 9.31; 7.9,Longlines (nei); Drifting longlines; Set longlines; Gillnets and entangling nets (nei),9,Hooks and lines
21122,MEXFISHTIB001,TIBURON/ PACIFICO,Tiburon,GRILLO,Alopias superciliosus,Species,"Sharks, rays, chimaeras",Demersal marine fishes,Alopias superciliosus,Alopias,NEI,Alopiidae,Lamniformes,Elasmobranchii,Chondrichthyes,Chordata,Animalia,Pelagic,Motorized vessel,<10.5,ND,10.5,10.5,09.9.0,Multipurpose vessels,9.39; 9.32; 9.31; 7.9,Longlines (nei); Drifting longlines; Set longlines; Gillnets and entangling nets (nei),9,Hooks and lines
21123,MEXFISHTIB001,TIBURON/ PACIFICO,Tiburon,PEZ MARTILLO,Sphyrna corona,Species,"Sharks, rays, chimaeras",Demersal marine fishes,Sphyrna corona,Sphyrna,NEI,Sphyrnidae,Carcharhiniformes,Elasmobranchii,Chondrichthyes,Chordata,Animalia,Pelagic,Motorized vessel,<10.5,ND,10.5,10.5,09.9.0,Multipurpose vessels,9.39; 9.32; 9.31; 7.9,Longlines (nei); Drifting longlines; Set longlines; Gillnets and entangling nets (nei),9,Hooks and lines
