year,eu_rnpa,Major_Functional_Group,total_catch_kg
2018,2611002458,Pelagic marine fish (excl. anchovy & sardine),940
2018,2611002474,Cephalopods,1830
2018,2611002516,Cephalopods,2000
2018,2611002516,Crustaceans,1100
2018,2611002516,Molluscs excl. Cephalopods,8400
2018,2611002524,Demersal marine fishes,3300
2018,2611002524,Pelagic marine fish (excl. anchovy & sardine),300
2018,2611002524,Sharks,63
2018,2611002565,Cephalopods,1418
2018,2611002565,Demersal marine fishes,1941
2018,2611002599,Crustaceans,5986
2018,2611002599,Demersal marine fishes,3339
2018,2611002599,Molluscs excl. Cephalopods,32109
2018,2611002599,Pelagic marine fish (excl. anchovy & sardine),114
2018,2611002615,Molluscs excl. Cephalopods,2940
2018,2611002649,Cephalopods,1000
2018,2611002664,Cephalopods,1430
2018,2611002664,Molluscs excl. Cephalopods,19620
2018,2611002672,Cephalopods,3317
2018,2611002672,Crustaceans,1500
2018,2611002672,Molluscs excl. Cephalopods,1470
2018,2611002722,Molluscs excl. Cephalopods,3761
2018,2611002736,Molluscs excl. Cephalopods,1260
2018,2611002748,Cephalopods,180
2018,2611002748,Molluscs excl. Cephalopods,3990
2018,2611002755,Molluscs excl. Cephalopods,1260
2018,2611002805,Molluscs excl. Cephalopods,4410
2018,2611002813,Demersal marine fishes,4900
2018,2611002813,Pelagic marine fish (excl. anchovy & sardine),4100
2018,2611002821,Cephalopods,1325
2018,2611002821,Molluscs excl. Cephalopods,7922
2018,2611002862,Cephalopods,5750
2018,2611002862,Demersal marine fishes,26040
2018,2611002862,Molluscs excl. Cephalopods,49360
2018,2611002862,Pelagic marine fish (excl. anchovy & sardine),230
2018,2611003043,Cephalopods,200
2018,2611003043,Crustaceans,1000
2018,2611003043,Echinoderms,1000
2018,2611003118,Crustaceans,2200
2018,2611003126,Crustaceans,4400
2018,2611003126,Demersal marine fishes,8750
2018,2611003126,Pelagic marine fish (excl. anchovy & sardine),600
2018,2611003159,Molluscs excl. Cephalopods,20457
2018,2611003464,Molluscs excl. Cephalopods,85000
2018,2611003738,"Shrimps, prawns",6992
2018,2611004058,Molluscs excl. Cephalopods,12600
2018,2611004082,Molluscs excl. Cephalopods,1050
2018,2611004090,Cephalopods,13918
2018,2611004090,Demersal marine fishes,13487
2018,2611004090,Molluscs excl. Cephalopods,21830
2018,2611004298,Molluscs excl. Cephalopods,61026
2018,2611004306,Crustaceans,1000
2018,2611004306,Demersal marine fishes,1500
2018,2611004306,Molluscs excl. Cephalopods,73700
2018,2611004322,Molluscs excl. Cephalopods,2800
2018,2611004330,Echinoderms,2500
2018,2611004330,Molluscs excl. Cephalopods,10127
2018,2611031127,Cephalopods,1870
2018,2611031127,Demersal marine fishes,25435
2018,2611031127,Pelagic marine fish (excl. anchovy & sardine),12900
2018,2611031242,Molluscs excl. Cephalopods,17500
2018,2611031317,Molluscs excl. Cephalopods,15960
2018,2611031325,Molluscs excl. Cephalopods,28000
2018,2611031598,Echinoderms,17543
2018,2612000014,Cephalopods,319
2018,2612000014,Demersal marine fishes,67019
2018,2612000014,Marine or freshwater fishes NEI,635
2018,2612000014,Pelagic marine fish (excl. anchovy & sardine),2940
2018,2612000014,Sharks,54003
2018,2612000048,Molluscs excl. Cephalopods,2450
2019,0203000351,Demersal marine fishes,3857.7999999999997
2019,0203000351,Marine fishes NEI,220
2019,0203000351,Pelagic marine fish (excl. anchovy & sardine),47
2019,0203000351,Sharks,420
2019,0203000922,Anchovy & Sardine (small pelagics),5340605.2
2019,0203000922,Pelagic marine fish (excl. anchovy & sardine),238055.2
2019,0203001391,Marine algae,855900
2019,0203003058,Cephalopods,818.4
2019,0203003058,Demersal marine fishes,39189
2019,0203003058,Marine fishes NEI,9174
2019,0203003058,Pelagic marine fish (excl. anchovy & sardine),2954
2019,0203003058,Sharks,5911.2
2019,0203004478,Pelagic marine fish (excl. anchovy & sardine),84114
2019,0203004478,Sharks,45370.25
2019,0203006564,Cephalopods,720
2019,0203006564,Demersal marine fishes,72054
2019,0203006564,Pelagic marine fish (excl. anchovy & sardine),57500
2019,0203006564,Sharks,37720
2019,0203007414,Cephalopods,588.5
2019,0203007414,Demersal marine fishes,14618
2019,0203007414,Marine fishes NEI,2543
2019,0203007414,Pelagic marine fish (excl. anchovy & sardine),446
2019,0203007414,Sharks,1018.25
2019,0203007596,Cephalopods,1775.4
2019,0203007596,Demersal marine fishes,12057.9
2019,0203007596,Marine fishes NEI,300
2019,0203007596,Marine or freshwater fishes NEI,646
2019,0203007596,Pelagic marine fish (excl. anchovy & sardine),150
2019,0203007901,Demersal marine fishes,14
2019,0203007901,"Shrimps, prawns",750
2019,0203008305,Crustaceans,14379
2019,0203008933,Cephalopods,755
2019,0203008933,Demersal marine fishes,55030.4
2019,0203008933,Marine fishes NEI,400
2019,0203008933,Marine species NEI,410
2019,0203008933,Pelagic marine fish (excl. anchovy & sardine),266064
2019,0203008933,Sharks,2747
2019,0203008974,Cephalopods,758
2019,0203008974,Crustaceans,1441
2019,0203008974,Demersal marine fishes,4165.5
2019,0203008974,Diadromous fishes,5
2019,0203008974,Molluscs excl. Cephalopods,79015
2019,0203008974,Sharks,1403.9
2019,0203008974,unknown,15
2019,0203009089,Anchovy & Sardine (small pelagics),7044479.9
2019,0203009089,Pelagic marine fish (excl. anchovy & sardine),1853644.4
2019,0203009261,Crustaceans,11674.8
2019,0203009261,Demersal marine fishes,130018.7
2019,0203009261,Marine fishes NEI,14636.1
2019,0203009261,Pelagic marine fish (excl. anchovy & sardine),4439.4
2019,0203009261,Sharks,9550.4
2019,0203009261,"Shrimps, prawns",4326
2019,0203009279,Echinoderms,15200
2019,0203009279,Molluscs excl. Cephalopods,2830
2019,0203010103,Pelagic marine fish (excl. anchovy & sardine),304000
2019,0203010384,Cephalopods,2233
2019,0203010384,Crustaceans,42565
2019,0203010384,Demersal marine fishes,101452.7
2019,0203010384,Echinoderms,700
2019,0203010384,Marine fishes NEI,33249.5
2019,0203010384,Molluscs excl. Cephalopods,4100
2019,0203010384,Pelagic marine fish (excl. anchovy & sardine),2280
2019,0203010384,Sharks,13346.9
2019,0203010384,"Shrimps, prawns",11255
2019,0203010673,Demersal marine fishes,20465
2019,0203010673,Marine fishes NEI,1725
2019,0203010673,Marine or freshwater fishes NEI,900
2019,0203010673,Pelagic marine fish (excl. anchovy & sardine),1230
2019,0203010673,Sharks,55
2019,0203010756,Cephalopods,39813.2
2019,0203010756,Demersal marine fishes,49121.21
2019,0203010756,Marine fishes NEI,11247
2019,0203010756,Marine or freshwater fishes NEI,717
2019,0203010756,Pelagic marine fish (excl. anchovy & sardine),6567
2019,0203010756,Sharks,28483.3
2019,0203011606,Demersal marine fishes,2990
2019,0203011606,Pelagic marine fish (excl. anchovy & sardine),2500
2019,0203011606,Sharks,2400
2019,0203011630,Anchovy & Sardine (small pelagics),11087756.4
2019,0203011630,Pelagic marine fish (excl. anchovy & sardine),2081438
2019,0203011747,Molluscs excl. Cephalopods,400
2019,0203011861,Pelagic marine fish (excl. anchovy & sardine),70518
2019,0203011861,Sharks,44309.25
2019,0203011887,Demersal marine fishes,4280
2019,0203011887,Echinoderms,1835
2019,0203011887,Marine algae,170639.8
2019,0203011994,Pelagic marine fish (excl. anchovy & sardine),2925167
2019,0203012158,Demersal marine fishes,21537.5
2019,0203012158,Marine species NEI,250
2019,0203012158,Pelagic marine fish (excl. anchovy & sardine),100514
2019,0203012158,Sharks,28734
2019,0203012208,Molluscs excl. Cephalopods,605
2019,0203012208,unknown,437
2019,0203012406,Molluscs excl. Cephalopods,10033
2019,0203012414,Anchovy & Sardine (small pelagics),3479357.76
2019,0203012414,Pelagic marine fish (excl. anchovy & sardine),802218
2019,0203012455,Cephalopods,10765
2019,0203012455,Demersal marine fishes,1847.8
2019,0203012455,Sharks,1059.3
2019,0203012505,Cephalopods,275
2019,0203012505,Crustaceans,900
2019,0203012505,Demersal marine fishes,2570
2019,0203012505,Molluscs excl. Cephalopods,3290
2019,0203012505,Pelagic marine fish (excl. anchovy & sardine),830
2019,0203012554,Molluscs excl. Cephalopods,248857
2019,0203013768,"Shrimps, prawns",80
2019,0203013859,Cephalopods,1749
2019,0203013859,Demersal marine fishes,495
2019,0203013859,Marine fishes NEI,150
2019,0203013859,Pelagic marine fish (excl. anchovy & sardine),6650
2019,0203013859,Sharks,180
2019,0203013883,Molluscs excl. Cephalopods,38105
2019,0203014337,Demersal marine fishes,132
2019,0203014337,Pelagic marine fish (excl. anchovy & sardine),17
2019,0203014337,Sharks,14
2019,0203014535,Molluscs excl. Cephalopods,147278
2019,0203014675,Demersal marine fishes,10891.2
2019,0203014675,Sharks,10415.5
2019,0203014741,Pelagic marine fish (excl. anchovy & sardine),111190.8
2019,0203014741,Sharks,82894
2019,0203014899,Molluscs excl. Cephalopods,400
2019,0203015110,Demersal marine fishes,7290
2019,0203015110,Marine fishes NEI,3970
2019,0203015185,Cephalopods,325.5
2019,0203015185,Demersal marine fishes,8177.78
2019,0203015185,Marine fishes NEI,2836
2019,0203015185,Marine or freshwater fishes NEI,91
2019,0203015185,Pelagic marine fish (excl. anchovy & sardine),12456
2019,0203015185,Sharks,1045.8
2019,0203015193,Cephalopods,5632
2019,0203015193,Demersal marine fishes,98830.03
2019,0203015193,Marine fishes NEI,21948
2019,0203015193,Pelagic marine fish (excl. anchovy & sardine),109874
2019,0203015193,Sharks,5720
2019,0203015573,Pelagic marine fish (excl. anchovy & sardine),4703
2019,0203015698,Molluscs excl. Cephalopods,25835
2019,0203015722,Molluscs excl. Cephalopods,76160
2019,0203015805,Cephalopods,727.1
2019,0203015805,Demersal marine fishes,23856
2019,0203015805,Marine fishes NEI,4164
2019,0203015805,Pelagic marine fish (excl. anchovy & sardine),925
2019,0203015847,Molluscs excl. Cephalopods,37048
2019,0203015870,Demersal marine fishes,4993
2019,0203015870,Marine fishes NEI,795
2019,0203015870,Pelagic marine fish (excl. anchovy & sardine),790
2019,0203015904,Molluscs excl. Cephalopods,12906
2019,0203016183,Molluscs excl. Cephalopods,44572
2019,0203016225,Molluscs excl. Cephalopods,27325
2019,0203017116,Cephalopods,8749
2019,0203017637,Cephalopods,3969.9
2019,0203017678,Molluscs excl. Cephalopods,42764
2019,0203017819,Molluscs excl. Cephalopods,3504
2019,0203017892,Cephalopods,2003.1
2019,0203018023,Pelagic marine fish (excl. anchovy & sardine),4275
2019,0203018023,Sharks,12462.5
2019,0203126560,Anchovy & Sardine (small pelagics),4935928.76
2019,0203126560,Pelagic marine fish (excl. anchovy & sardine),852161
2019,0203126586,Pelagic marine fish (excl. anchovy & sardine),24030
2019,0203126586,Sharks,17528
2019,0203126628,Cephalopods,26.4
2019,0203126628,Demersal marine fishes,70557.1
2019,0203126628,Marine fishes NEI,35791
2019,0203126628,Pelagic marine fish (excl. anchovy & sardine),249575
2019,0203126628,Sharks,3337.2000000000003
2019,0203126644,Anchovy & Sardine (small pelagics),1541640
2019,0203126644,Pelagic marine fish (excl. anchovy & sardine),214368
2019,0203126685,Demersal marine fishes,1040
2019,0203126693,Marine species NEI,16.5
2019,0203126693,Pelagic marine fish (excl. anchovy & sardine),72299.5
2019,0203126693,Sharks,28815.5
2019,0203126743,Molluscs excl. Cephalopods,28687
2019,0203126784,Anchovy & Sardine (small pelagics),10598856.8
2019,0203126784,Pelagic marine fish (excl. anchovy & sardine),1934981.1199999999
2019,0203126883,Crustaceans,1300
2019,0203126883,Demersal marine fishes,364.5
2019,0203126883,Pelagic marine fish (excl. anchovy & sardine),612
2019,0203126883,Sharks,5500
2019,0203126883,"Shrimps, prawns",500
2019,0203126974,Cephalopods,1562
2019,0203126974,Crustaceans,360
2019,0203126974,Demersal marine fishes,107287.4
2019,0203126974,Marine fishes NEI,35151.7
2019,0203126974,Molluscs excl. Cephalopods,470
2019,0203126974,Pelagic marine fish (excl. anchovy & sardine),2415
2019,0203126974,Sharks,1519
2019,0203126974,"Shrimps, prawns",9300
2019,0203127022,Cephalopods,641.3
2019,0203127048,Cephalopods,21461
2019,0203127048,Demersal marine fishes,71841.9
2019,0203127048,Pelagic marine fish (excl. anchovy & sardine),16712
2019,0203127063,Molluscs excl. Cephalopods,10527
2019,0203127113,Cephalopods,7040
2019,0203127220,Cephalopods,7241.3
2019,0203127220,Demersal marine fishes,35420.9
2019,0203127220,Marine fishes NEI,3635
2019,0203127220,Marine or freshwater fishes NEI,767
2019,0203127220,Marine species NEI,150
2019,0203127220,Pelagic marine fish (excl. anchovy & sardine),5150
2019,0203127220,Sharks,3446.3
2019,0203127287,Pelagic marine fish (excl. anchovy & sardine),1837045
2019,0203127360,Molluscs excl. Cephalopods,756
2019,0203127477,Cephalopods,2080.1
2019,0203127477,Demersal marine fishes,82261.626
2019,0203127477,Marine fishes NEI,1380
2019,0203127477,Marine or freshwater fishes NEI,378
2019,0203127477,Pelagic marine fish (excl. anchovy & sardine),17761.2
2019,0203127477,Sharks,7344.132
2019,0203127485,Molluscs excl. Cephalopods,79347
2019,0206001133,Pelagic marine fish (excl. anchovy & sardine),2000
2019,0206001224,Demersal marine fishes,13140
2019,0206001224,Pelagic marine fish (excl. anchovy & sardine),4840
2019,0207000092,Demersal marine fishes,113098.5
2019,0207000092,Marine species NEI,7600
2019,0207000092,Sharks,1625
2019,0207000092,"Shrimps, prawns",36417.6
2019,0207000787,Demersal marine fishes,169062.5
2019,0207000787,Marine or freshwater fishes NEI,100
2019,0207000787,Molluscs excl. Cephalopods,1169
2019,0207000787,Pelagic marine fish (excl. anchovy & sardine),91195
2019,0207000787,Sharks,24097.25
2019,0207001256,Crustaceans,3311
2019,0207001256,Demersal marine fishes,711194.9
2019,0207001256,Marine species NEI,275
2019,0207001256,Pelagic marine fish (excl. anchovy & sardine),454829
2019,0207001256,Sharks,11326.5
2019,0207001256,unknown,378
2019,0207001264,Crustaceans,320
2019,0207001264,Molluscs excl. Cephalopods,74833
2019,0207001264,Pelagic marine fish (excl. anchovy & sardine),3210
2019,0207001264,Sharks,381.25
2019,0207001603,Demersal marine fishes,1736125.15
2019,0207001603,Pelagic marine fish (excl. anchovy & sardine),586171
2019,0207001603,Sharks,62947.5
2019,0207001603,"Shrimps, prawns",79839.4
2019,0207001611,Demersal marine fishes,9950
2019,0207001660,Demersal marine fishes,230795
2019,0207001660,Molluscs excl. Cephalopods,6314
2019,0207001660,Pelagic marine fish (excl. anchovy & sardine),95000
2019,0207001660,Sharks,750
2019,0207001660,"Shrimps, prawns",31886.4
2019,0207001702,Molluscs excl. Cephalopods,124771
2019,0207001744,Demersal marine fishes,124778
2019,0207001744,Molluscs excl. Cephalopods,161909
2019,0207001744,Pelagic marine fish (excl. anchovy & sardine),36000
2019,0207001744,"Shrimps, prawns",569.6
2019,0207001751,Demersal marine fishes,250
2019,0207001751,Molluscs excl. Cephalopods,47739
2019,0207001751,Pelagic marine fish (excl. anchovy & sardine),5034
2019,0207001751,"Shrimps, prawns",10674
2019,0207001777,Demersal marine fishes,217948.9
2019,0207001777,Molluscs excl. Cephalopods,54460
2019,0207001777,Pelagic marine fish (excl. anchovy & sardine),149563
2019,0207001777,Sharks,2939
2019,0207001777,"Shrimps, prawns",25906.4
2019,0207001884,Demersal marine fishes,766992.25
2019,0207001884,Molluscs excl. Cephalopods,40194
2019,0207001884,Pelagic marine fish (excl. anchovy & sardine),616211.2
2019,0207001884,Sharks,28832
2019,0207001884,"Shrimps, prawns",11106
2019,0207001900,Demersal marine fishes,224
2019,0207001900,"Shrimps, prawns",2940.8
2019,0207001918,"Shrimps, prawns",5576
2019,0207001926,Demersal marine fishes,191857.1
2019,0207001926,Marine species NEI,350
2019,0207001926,Sharks,4262.25
2019,0207001926,"Shrimps, prawns",60080
2019,0207001934,Cephalopods,25700
2019,0207001967,Crustaceans,1750
2019,0207001967,Demersal marine fishes,143709.35
2019,0207001967,Marine or freshwater fishes NEI,450
2019,0207001967,Marine species NEI,2606
2019,0207001967,Molluscs excl. Cephalopods,6636
2019,0207001967,Pelagic marine fish (excl. anchovy & sardine),73384
2019,0207001967,Sharks,60777
2019,0207001967,unknown,140
2019,0207001975,Demersal marine fishes,58509
2019,0207001975,Marine species NEI,15
2019,0207001975,Molluscs excl. Cephalopods,33992
2019,0207001975,Pelagic marine fish (excl. anchovy & sardine),7387
2019,0207001975,Sharks,1950
2019,0207001983,Demersal marine fishes,16002.8
2019,0207001983,Molluscs excl. Cephalopods,77980
2019,0207001983,Sharks,44370
2019,0207001983,"Shrimps, prawns",75299.2
2019,0207002007,Demersal marine fishes,32702
2019,0207002007,Molluscs excl. Cephalopods,15771
2019,0207002007,Pelagic marine fish (excl. anchovy & sardine),13553
2019,0207002049,Molluscs excl. Cephalopods,31455
2019,0207002056,Cephalopods,23055
2019,0207002056,Crustaceans,20863
2019,0207002056,Demersal marine fishes,4000
2019,0207002056,Molluscs excl. Cephalopods,91957
2019,0207002080,Molluscs excl. Cephalopods,12000
2019,0207002080,"Shrimps, prawns",73.6
2019,0207002098,Demersal marine fishes,31453
2019,0207002098,Marine species NEI,265
2019,0207002098,Pelagic marine fish (excl. anchovy & sardine),261121
2019,0207002098,Sharks,5630
2019,0207002106,"Shrimps, prawns",560
2019,0207002122,Molluscs excl. Cephalopods,18787
2019,0207002155,Molluscs excl. Cephalopods,68912
2019,0207002189,Molluscs excl. Cephalopods,116104
2019,0207002205,Molluscs excl. Cephalopods,22068
2019,0207002239,Molluscs excl. Cephalopods,10500
2019,0207002239,"Shrimps, prawns",1920
2019,0207002296,Cephalopods,73.15
2019,0207002304,Cephalopods,770
2019,0207002320,Demersal marine fishes,14710
2019,0207002320,Sharks,105
2019,0301000097,Crustaceans,300
2019,0301000097,Demersal marine fishes,5879.9
2019,0301000097,Marine algae,97134
2019,0301000097,Marine fishes NEI,2201.1
2019,0301000097,Marine or freshwater fishes NEI,10
2019,0301000097,Molluscs excl. Cephalopods,56037
2019,0301000097,NA,1
2019,0302000070,Pelagic marine fish (excl. anchovy & sardine),352
2019,0302000112,Pelagic marine fish (excl. anchovy & sardine),251
2019,0302000120,Pelagic marine fish (excl. anchovy & sardine),35
2019,0302000146,Pelagic marine fish (excl. anchovy & sardine),2769
2019,0302000294,Demersal marine fishes,6012
2019,0302000294,Pelagic marine fish (excl. anchovy & sardine),2735
2019,0302000328,Pelagic marine fish (excl. anchovy & sardine),336
2019,0302000369,Pelagic marine fish (excl. anchovy & sardine),274
2019,0302000377,Pelagic marine fish (excl. anchovy & sardine),598
2019,0302000393,Pelagic marine fish (excl. anchovy & sardine),157
2019,0302000484,Pelagic marine fish (excl. anchovy & sardine),210
2019,0302000492,Pelagic marine fish (excl. anchovy & sardine),903
2019,0302000526,Pelagic marine fish (excl. anchovy & sardine),929
2019,0302000534,Pelagic marine fish (excl. anchovy & sardine),583
2019,0302000567,Anchovy & Sardine (small pelagics),282
2019,0302000567,Demersal marine fishes,12030
2019,0302000567,Marine or freshwater fishes NEI,25
2019,0302000567,Pelagic marine fish (excl. anchovy & sardine),531
2019,0302000575,Pelagic marine fish (excl. anchovy & sardine),939
2019,0302000609,Anchovy & Sardine (small pelagics),150
2019,0302000609,Demersal marine fishes,14123
2019,0302000609,Pelagic marine fish (excl. anchovy & sardine),904
2019,0302000666,Anchovy & Sardine (small pelagics),18
2019,0302000666,Pelagic marine fish (excl. anchovy & sardine),1245
2019,0302001094,Demersal marine fishes,1788
2019,0302001102,Demersal marine fishes,16461
2019,0302001102,Pelagic marine fish (excl. anchovy & sardine),1157
2019,0302001136,Anchovy & Sardine (small pelagics),1616.4
2019,0302001136,Pelagic marine fish (excl. anchovy & sardine),1475
2019,0302001144,Pelagic marine fish (excl. anchovy & sardine),1215
2019,0302001169,Demersal marine fishes,13845
2019,0302001169,Pelagic marine fish (excl. anchovy & sardine),734
2019,0302001235,Demersal marine fishes,19040
2019,0302001235,Pelagic marine fish (excl. anchovy & sardine),37560
2019,0302001250,Demersal marine fishes,2147
2019,0302001268,Demersal marine fishes,14444.5
2019,0302001276,Pelagic marine fish (excl. anchovy & sardine),1214
2019,0302001318,Anchovy & Sardine (small pelagics),780
2019,0302001318,Pelagic marine fish (excl. anchovy & sardine),705
2019,0303000566,Molluscs excl. Cephalopods,10500
2019,0303001267,Demersal marine fishes,26280.8
2019,0303001267,Marine or freshwater fishes NEI,30
2019,0303001267,Pelagic marine fish (excl. anchovy & sardine),10449.7
2019,0303001283,Molluscs excl. Cephalopods,14200
2019,0303001283,"Shrimps, prawns",1600
2019,0303001564,Demersal marine fishes,16500
2019,0304000029,Crustaceans,35874
2019,0304000029,Demersal marine fishes,5807.5
2019,0304000029,Molluscs excl. Cephalopods,46368
2019,0304000029,Pelagic marine fish (excl. anchovy & sardine),632
2019,0304000029,Sharks,493.9
2019,0304000037,Crustaceans,1580
2019,0304000037,Molluscs excl. Cephalopods,25543
2019,0304000086,Demersal marine fishes,65373.8
2019,0304000086,Marine fishes NEI,2762
2019,0304000086,Marine or freshwater fishes NEI,47
2019,0304000086,Molluscs excl. Cephalopods,35005
2019,0304000086,Pelagic marine fish (excl. anchovy & sardine),6426
2019,0304000086,Sharks,322588.2
2019,0304000144,Cephalopods,2149.4
2019,0304000144,Crustaceans,496
2019,0304000144,Demersal marine fishes,9673.7
2019,0304000144,Molluscs excl. Cephalopods,33635
2019,0304000144,Pelagic marine fish (excl. anchovy & sardine),3235
2019,0304000144,Sharks,872.3
2019,0304000193,Cephalopods,3138.3
2019,0304000193,Crustaceans,403
2019,0304000193,Demersal marine fishes,4782.9
2019,0304000193,Marine or freshwater fishes NEI,85
2019,0304000193,Molluscs excl. Cephalopods,49348
2019,0304000193,Pelagic marine fish (excl. anchovy & sardine),1434
2019,0304000227,Cephalopods,1100
2019,0304000227,Molluscs excl. Cephalopods,39402
2019,0304000235,Cephalopods,1600.5
2019,0304000235,Molluscs excl. Cephalopods,17125
2019,0304000292,Cephalopods,2475
2019,0304000292,Crustaceans,7235
2019,0304000292,Molluscs excl. Cephalopods,33584
2019,0304000383,Crustaceans,178
2019,0304000383,Molluscs excl. Cephalopods,51172
2019,0304000466,Cephalopods,9704.2
2019,0304000466,Demersal marine fishes,86916.2
2019,0304000466,Marine fishes NEI,1260
2019,0304000466,Molluscs excl. Cephalopods,29176
2019,0304000466,Pelagic marine fish (excl. anchovy & sardine),1647
2019,0304000466,Sharks,698.5
2019,0304000532,Cephalopods,661.1
2019,0304000532,Demersal marine fishes,43430.3
2019,0304000532,Marine fishes NEI,13157
2019,0304000532,Molluscs excl. Cephalopods,73699
2019,0304000532,Pelagic marine fish (excl. anchovy & sardine),250
2019,0304000540,Cephalopods,1479.5
2019,0304000540,Demersal marine fishes,17549.1
2019,0304000540,Marine fishes NEI,1072
2019,0304000540,Molluscs excl. Cephalopods,33639
2019,0304000615,Crustaceans,1055
2019,0304000615,Demersal marine fishes,54036.9
2019,0304000615,Marine fishes NEI,7246
2019,0304000615,Molluscs excl. Cephalopods,51460
2019,0304000615,Pelagic marine fish (excl. anchovy & sardine),1092
2019,0304000755,Cephalopods,1229.8
2019,0304000755,Demersal marine fishes,6403
2019,0304000755,Molluscs excl. Cephalopods,28990
2019,0304000771,Cephalopods,2020.7
2019,0304000771,Demersal marine fishes,3870
2019,0304000771,Molluscs excl. Cephalopods,33064
2019,0304000797,Cephalopods,20735
2019,0304000797,Crustaceans,615
2019,0304000797,Demersal marine fishes,39922.7
2019,0304000797,Marine fishes NEI,9015
2019,0304000797,Marine or freshwater fishes NEI,390
2019,0304000797,Molluscs excl. Cephalopods,117863
2019,0304000797,Pelagic marine fish (excl. anchovy & sardine),3355
2019,0304000797,Sharks,2453
2019,0304000813,Cephalopods,17220.5
2019,0304000813,Crustaceans,7717
2019,0304000813,Demersal marine fishes,14374
2019,0304000813,Marine fishes NEI,80
2019,0304000813,Molluscs excl. Cephalopods,99253
2019,0304000813,Pelagic marine fish (excl. anchovy & sardine),3234
2019,0304000821,Cephalopods,53011.2
2019,0304000821,Demersal marine fishes,8891.3
2019,0304000821,Marine fishes NEI,200
2019,0304000821,Marine or freshwater fishes NEI,91
2019,0304000821,Molluscs excl. Cephalopods,113072
2019,0304000821,Pelagic marine fish (excl. anchovy & sardine),365
2019,0304000839,Molluscs excl. Cephalopods,38821
2019,0304000854,Cephalopods,8195
2019,0304000854,Crustaceans,22452
2019,0304000854,Demersal marine fishes,103456.6
2019,0304000854,Marine fishes NEI,2322
2019,0304000854,Marine or freshwater fishes NEI,978
2019,0304000854,Molluscs excl. Cephalopods,60767
2019,0304000854,Pelagic marine fish (excl. anchovy & sardine),15543.4
2019,0304000854,Sharks,77289.3
2019,0304000862,Cephalopods,6485.6
2019,0304000862,Crustaceans,448
2019,0304000862,Demersal marine fishes,11497.2
2019,0304000862,Marine fishes NEI,500
2019,0304000862,Molluscs excl. Cephalopods,177625
2019,0304000862,Pelagic marine fish (excl. anchovy & sardine),325
2019,0304000870,Cephalopods,7496.5
2019,0304000870,Demersal marine fishes,24240.9
2019,0304000870,Marine fishes NEI,1010
2019,0304000870,Marine or freshwater fishes NEI,245
2019,0304000870,Molluscs excl. Cephalopods,26532
2019,0304000870,Pelagic marine fish (excl. anchovy & sardine),8216.5
2019,0304000870,Sharks,10107.9
2019,0304000896,Cephalopods,3454
2019,0304000896,Molluscs excl. Cephalopods,48581
2019,0304000896,"Shrimps, prawns",144
2019,0304000987,Cephalopods,1944.8
2019,0304000987,Molluscs excl. Cephalopods,21344
2019,0304000995,Molluscs excl. Cephalopods,20033
2019,0304001027,Molluscs excl. Cephalopods,8562
2019,0304001050,Demersal marine fishes,16417.8
2019,0304001050,Marine or freshwater fishes NEI,105
2019,0304001050,Pelagic marine fish (excl. anchovy & sardine),886
2019,0304001050,Sharks,3330.7999999999997
2019,0304001068,Demersal marine fishes,7654.9
2019,0304001068,Molluscs excl. Cephalopods,31357
2019,0304001068,Sharks,3003
2019,0304001126,Molluscs excl. Cephalopods,28925
2019,0304001159,Molluscs excl. Cephalopods,7
2019,0304001175,Cephalopods,1784.2
2019,0304001175,Demersal marine fishes,645.5
2019,0304001175,Molluscs excl. Cephalopods,53875
2019,0305000028,Cephalopods,792
2019,0305000028,Crustaceans,22966.48
2019,0305000028,Demersal marine fishes,9485.3
2019,0305000028,Marine fishes NEI,269.5
2019,0305000028,Molluscs excl. Cephalopods,389
2019,0305000028,Pelagic marine fish (excl. anchovy & sardine),200
2019,0305000044,Sharks,37400
2019,0305000051,Crustaceans,4750
2019,0305000051,Demersal marine fishes,3030
2019,0305000051,Pelagic marine fish (excl. anchovy & sardine),7850
2019,0305000051,"Shrimps, prawns",390
2019,0305000069,Demersal marine fishes,39302.2
2019,0305000069,Pelagic marine fish (excl. anchovy & sardine),10512.7
2019,0305000069,Sharks,32650.5
2019,0305000127,Demersal marine fishes,13806
2019,0305000127,Molluscs excl. Cephalopods,4929
2019,0305000127,Pelagic marine fish (excl. anchovy & sardine),903
2019,0305000127,Sharks,4200
2019,0305000135,Demersal marine fishes,30885.8
2019,0305000135,Pelagic marine fish (excl. anchovy & sardine),600
2019,0305000135,Sharks,24175
2019,0305000242,"Shrimps, prawns",22983
2019,0305000242,unknown,1332.22
2019,0305000358,Molluscs excl. Cephalopods,54.74
2019,0305000671,Demersal marine fishes,870.1
2019,0305000713,Demersal marine fishes,15008.4
2019,0305000713,Pelagic marine fish (excl. anchovy & sardine),10893.5
2019,0305000713,Sharks,885
2019,0305000846,Demersal marine fishes,131616.75
2019,0305000846,Echinoderms,19960
2019,0305000846,Pelagic marine fish (excl. anchovy & sardine),36
2019,0305001257,Sharks,9673.5
2019,0305001358,Demersal marine fishes,11762.5
2019,0305001358,Sharks,500
2019,0305001521,Demersal marine fishes,330
2019,0305001588,"Shrimps, prawns",15040
2019,0305001893,Demersal marine fishes,8946.8
