year,eu_rnpa,Major_Functional_Group,total_catch_kg
2022,0203018080,Sharks,1155
2022,0203126560,Anchovy & Sardine (small pelagics),5747626
2022,0203126560,Pelagic marine fish (excl. anchovy & sardine),478715
2022,0203126628,Cephalopods,249.7
2022,0203126628,Demersal marine fishes,59470.6
2022,0203126628,Marine fishes NEI,6653
2022,0203126628,Pelagic marine fish (excl. anchovy & sardine),78918
2022,0203126628,Sharks,76312.2
2022,0203126685,Demersal marine fishes,1235
2022,0203126685,Marine fishes NEI,30
2022,0203126693,Marine species NEI,100
2022,0203126693,Pelagic marine fish (excl. anchovy & sardine),51831.5
2022,0203126693,Sharks,50077.5
2022,0203126743,Molluscs excl. Cephalopods,26552
2022,0203126784,Anchovy & Sardine (small pelagics),6942481.68
2022,0203126883,Sharks,2535
2022,0203126883,"Shrimps, prawns",540
2022,0203127048,Cephalopods,18425.4
2022,0203127048,Demersal marine fishes,69163.2
2022,0203127048,Pelagic marine fish (excl. anchovy & sardine),14373
2022,0203127063,Molluscs excl. Cephalopods,12128
2022,0203127113,Cephalopods,10910.9
2022,0203127113,Demersal marine fishes,6815
2022,0203127113,Pelagic marine fish (excl. anchovy & sardine),143
2022,0203127113,Sharks,1744
2022,0203127220,Cephalopods,8041
2022,0203127220,Demersal marine fishes,85450.5
2022,0203127220,Marine or freshwater fishes NEI,705
2022,0203127220,Pelagic marine fish (excl. anchovy & sardine),4620
2022,0203127220,Sharks,25237.5
2022,0203127386,Marine or freshwater fishes NEI,242
2022,0203127394,Demersal marine fishes,258
2022,0203127394,Pelagic marine fish (excl. anchovy & sardine),182
2022,0203127477,Cephalopods,4092.5
2022,0203127477,Demersal marine fishes,48506.35
2022,0203127477,Marine or freshwater fishes NEI,107
2022,0203127477,Pelagic marine fish (excl. anchovy & sardine),6451
2022,0203127477,Sharks,35.2
2022,0203127485,Molluscs excl. Cephalopods,42685
2022,0203728027,Echinoderms,140
2022,0203728027,Molluscs excl. Cephalopods,28628
2022,0203728050,Demersal marine fishes,23204
2022,0203728050,Pelagic marine fish (excl. anchovy & sardine),46127
2022,0203728050,Sharks,1125
2022,0203728324,Demersal marine fishes,4791
2022,0203728324,Marine or freshwater fishes NEI,175
2022,0203728324,Pelagic marine fish (excl. anchovy & sardine),365
2022,0203728530,Demersal marine fishes,1962
2022,0203728530,Pelagic marine fish (excl. anchovy & sardine),383
2022,0203728555,Demersal marine fishes,1901
2022,0203728555,Pelagic marine fish (excl. anchovy & sardine),377
2022,0203728563,Demersal marine fishes,3308
2022,0203728563,Pelagic marine fish (excl. anchovy & sardine),198
2022,0203728605,Demersal marine fishes,3174
2022,0203728605,Pelagic marine fish (excl. anchovy & sardine),449
2022,0203728621,Demersal marine fishes,1800
2022,0203728621,Pelagic marine fish (excl. anchovy & sardine),800
2022,0203728670,Molluscs excl. Cephalopods,63453
2022,0203728761,Demersal marine fishes,888
2022,0203729538,Molluscs excl. Cephalopods,1800
2022,0206001174,Demersal marine fishes,27761
2022,0206001174,Pelagic marine fish (excl. anchovy & sardine),11750
2022,0206001174,Sharks,250
2022,0206001406,Demersal marine fishes,13017.5
2022,0206001406,Marine or freshwater fishes NEI,7000
2022,0206001406,Pelagic marine fish (excl. anchovy & sardine),20400
2022,0207000092,Demersal marine fishes,915365
2022,0207000092,Sharks,2407.5
2022,0207000787,Demersal marine fishes,40555.3
2022,0207000787,Pelagic marine fish (excl. anchovy & sardine),77920
2022,0207000787,Sharks,23714.25
2022,0207001256,Demersal marine fishes,491192.8
2022,0207001256,Marine or freshwater fishes NEI,350
2022,0207001256,Pelagic marine fish (excl. anchovy & sardine),183089
2022,0207001256,Sharks,56779.5
2022,0207001256,"Shrimps, prawns",33294.8
2022,0207001264,Demersal marine fishes,226388
2022,0207001264,Molluscs excl. Cephalopods,97643
2022,0207001264,Pelagic marine fish (excl. anchovy & sardine),59100
2022,0207001264,"Shrimps, prawns",4816
2022,0207001603,Demersal marine fishes,824872.5
2022,0207001603,Pelagic marine fish (excl. anchovy & sardine),593708
2022,0207001603,Sharks,10174.5
2022,0207001603,"Shrimps, prawns",284812.8
2022,0207001611,Demersal marine fishes,485573
2022,0207001611,Pelagic marine fish (excl. anchovy & sardine),144242
2022,0207001611,Sharks,605
2022,0207001611,"Shrimps, prawns",7150.4
2022,0207001660,Cephalopods,435
2022,0207001660,Crustaceans,450
2022,0207001660,Demersal marine fishes,154127
2022,0207001660,Pelagic marine fish (excl. anchovy & sardine),74569
2022,0207001660,Sharks,9
2022,0207001660,"Shrimps, prawns",48331.2
2022,0207001702,Molluscs excl. Cephalopods,174386
2022,0207001744,Molluscs excl. Cephalopods,136825
2022,0207001751,Demersal marine fishes,57923.7
2022,0207001751,Molluscs excl. Cephalopods,80520
2022,0207001751,Pelagic marine fish (excl. anchovy & sardine),14380
2022,0207001751,Sharks,2566.2
2022,0207001751,"Shrimps, prawns",8304
2022,0207001777,Demersal marine fishes,420948.6
2022,0207001777,Pelagic marine fish (excl. anchovy & sardine),114573
2022,0207001777,Sharks,14444.5
2022,0207001777,"Shrimps, prawns",120528
2022,0207001785,Demersal marine fishes,8016.8
2022,0207001785,Sharks,32658.5
2022,0207001876,Crustaceans,1585
2022,0207001884,Demersal marine fishes,415587.5
2022,0207001884,Pelagic marine fish (excl. anchovy & sardine),170800
2022,0207001884,Sharks,10513.5
2022,0207001884,"Shrimps, prawns",100688
2022,0207001892,Cephalopods,1058
2022,0207001892,Demersal marine fishes,24531.8
2022,0207001892,"Shrimps, prawns",11737.6
2022,0207001900,Demersal marine fishes,19009.4
2022,0207001900,Pelagic marine fish (excl. anchovy & sardine),20795
2022,0207001900,"Shrimps, prawns",2302.4
2022,0207001918,Demersal marine fishes,60102.7
2022,0207001918,Pelagic marine fish (excl. anchovy & sardine),110884
2022,0207001918,"Shrimps, prawns",780.8
2022,0207001926,Demersal marine fishes,982066.5
2022,0207001926,Sharks,1381.25
2022,0207001934,Demersal marine fishes,101896
2022,0207001934,Molluscs excl. Cephalopods,25335
2022,0207001934,Pelagic marine fish (excl. anchovy & sardine),32762
2022,0207001967,Cephalopods,1898
2022,0207001967,Crustaceans,922
2022,0207001967,Demersal marine fishes,121810.3
2022,0207001967,Molluscs excl. Cephalopods,38945
2022,0207001967,Pelagic marine fish (excl. anchovy & sardine),115452
2022,0207001967,Sharks,48269.75
2022,0207001975,Demersal marine fishes,77288.8
2022,0207001975,Pelagic marine fish (excl. anchovy & sardine),7918
2022,0207001975,"Shrimps, prawns",1545.6
2022,0207001983,Demersal marine fishes,694
2022,0207001983,Pelagic marine fish (excl. anchovy & sardine),320
2022,0207001983,Sharks,97.5
2022,0207002007,Demersal marine fishes,7855
2022,0207002007,Pelagic marine fish (excl. anchovy & sardine),28975
2022,0207002007,"Shrimps, prawns",22441.6
2022,0207002049,Molluscs excl. Cephalopods,41115
2022,0207002056,Cephalopods,842
2022,0207002056,Crustaceans,3597
2022,0207002056,Demersal marine fishes,69771.1
2022,0207002056,Molluscs excl. Cephalopods,730
2022,0207002056,Pelagic marine fish (excl. anchovy & sardine),87003
2022,0207002080,Demersal marine fishes,258000
2022,0207002080,Pelagic marine fish (excl. anchovy & sardine),164021
2022,0207002080,"Shrimps, prawns",59774.4
2022,0207002098,Demersal marine fishes,51984
2022,0207002098,Pelagic marine fish (excl. anchovy & sardine),57613
2022,0207002098,"Shrimps, prawns",64199.4
2022,0207002106,Demersal marine fishes,62363
2022,0207002106,Pelagic marine fish (excl. anchovy & sardine),68068
2022,0207002106,"Shrimps, prawns",1520
2022,0207002122,Molluscs excl. Cephalopods,105326
2022,0207002155,Molluscs excl. Cephalopods,49596
2022,0207002189,Crustaceans,6325
2022,0207002189,Molluscs excl. Cephalopods,2700
2022,0207002205,Demersal marine fishes,6373.4
2022,0207002205,Molluscs excl. Cephalopods,16371
2022,0207002205,Sharks,50
2022,0207002239,Demersal marine fishes,55830
2022,0207002239,Molluscs excl. Cephalopods,4200
2022,0207002239,Pelagic marine fish (excl. anchovy & sardine),111500
2022,0207002296,Cephalopods,473
2022,0207002304,Cephalopods,2420
2022,0207002320,Demersal marine fishes,47092
2022,0207002320,Pelagic marine fish (excl. anchovy & sardine),25260
2022,0207002338,Demersal marine fishes,19245
2022,0207002338,Pelagic marine fish (excl. anchovy & sardine),9283
2022,0207002338,Sharks,345
2022,0207002379,Demersal marine fishes,5543
2022,0207002379,Pelagic marine fish (excl. anchovy & sardine),5324
2022,0207002395,Demersal marine fishes,25548.7
2022,0207002395,Pelagic marine fish (excl. anchovy & sardine),66204
2022,0207002478,Cephalopods,814
2022,0207002478,Demersal marine fishes,74937.3
2022,0207002478,Pelagic marine fish (excl. anchovy & sardine),41066
2022,0207002478,Sharks,30
2022,0207002502,Molluscs excl. Cephalopods,409
2022,0207002585,Demersal marine fishes,1933
2022,0207002585,Pelagic marine fish (excl. anchovy & sardine),220
2022,0207002593,Molluscs excl. Cephalopods,51
2022,0207002619,Molluscs excl. Cephalopods,44757
2022,0208001263,Demersal marine fishes,36447.4
2022,0208001263,Pelagic marine fish (excl. anchovy & sardine),17297
2022,0301000097,Crustaceans,32258
2022,0301000097,Marine algae,8022
2022,0301000097,Molluscs excl. Cephalopods,66007.22
2022,0302000484,Pelagic marine fish (excl. anchovy & sardine),1418
2022,0302000534,Demersal marine fishes,1326
2022,0302000534,Pelagic marine fish (excl. anchovy & sardine),30
2022,0302001318,Demersal marine fishes,1342
2022,0303000566,Demersal marine fishes,27480
2022,0303000566,Molluscs excl. Cephalopods,10800
2022,0303000566,Pelagic marine fish (excl. anchovy & sardine),14000
2022,0303000566,Sharks,33000
2022,0303001267,Demersal marine fishes,37593.3
2022,0303001267,Pelagic marine fish (excl. anchovy & sardine),19050.7
2022,0303001267,Sharks,92.25
2022,0303001283,Molluscs excl. Cephalopods,5500
2022,0303001382,Demersal marine fishes,13589.6
2022,0304000029,Cephalopods,71.5
2022,0304000029,Crustaceans,32614
2022,0304000029,Demersal marine fishes,192861.3
2022,0304000029,Marine fishes NEI,300
2022,0304000029,Marine or freshwater fishes NEI,6269
2022,0304000029,Molluscs excl. Cephalopods,9656
2022,0304000029,Pelagic marine fish (excl. anchovy & sardine),28576
2022,0304000029,Sharks,41339.45
2022,0304000037,Cephalopods,7201
2022,0304000037,Crustaceans,12227
2022,0304000037,Molluscs excl. Cephalopods,1500
2022,0304000144,Cephalopods,456.5
2022,0304000144,Crustaceans,11387
2022,0304000144,Demersal marine fishes,40426.1
2022,0304000144,Marine fishes NEI,858
2022,0304000144,Marine or freshwater fishes NEI,432
2022,0304000144,Molluscs excl. Cephalopods,1344
2022,0304000144,Pelagic marine fish (excl. anchovy & sardine),9380.5
2022,0304000144,Sharks,5261.3
2022,0304000193,Cephalopods,4284.5
2022,0304000193,Crustaceans,340
2022,0304000193,Demersal marine fishes,2768.8
2022,0304000193,Molluscs excl. Cephalopods,2907
2022,0304000193,Pelagic marine fish (excl. anchovy & sardine),272
2022,0304000292,Cephalopods,3469.5
2022,0304000292,Crustaceans,400
2022,0304000292,Molluscs excl. Cephalopods,11052
2022,0304000342,Molluscs excl. Cephalopods,1218
2022,0304000383,Molluscs excl. Cephalopods,7475
2022,0304000466,Cephalopods,5170
2022,0304000466,Demersal marine fishes,179735.9
2022,0304000466,Marine fishes NEI,2900
2022,0304000466,Marine or freshwater fishes NEI,300
2022,0304000466,Molluscs excl. Cephalopods,3944
2022,0304000466,Pelagic marine fish (excl. anchovy & sardine),3471
2022,0304000532,Cephalopods,110
2022,0304000532,Demersal marine fishes,43160
2022,0304000532,Marine fishes NEI,2700
2022,0304000532,Molluscs excl. Cephalopods,3034
2022,0304000532,Sharks,500
2022,0304000540,Cephalopods,385
2022,0304000540,Crustaceans,200
2022,0304000540,Demersal marine fishes,1870
2022,0304000540,Molluscs excl. Cephalopods,15492
2022,0304000540,Pelagic marine fish (excl. anchovy & sardine),1200
2022,0304000615,Crustaceans,1997
2022,0304000615,Demersal marine fishes,8569
2022,0304000615,Marine fishes NEI,385
2022,0304000615,Molluscs excl. Cephalopods,8058
2022,0304000755,Cephalopods,2967.8
2022,0304000755,Demersal marine fishes,3770
2022,0304000755,Molluscs excl. Cephalopods,3162
2022,0304000755,Pelagic marine fish (excl. anchovy & sardine),60
2022,0304000771,Cephalopods,2475
2022,0304000771,Demersal marine fishes,24334.2
2022,0304000771,Marine fishes NEI,7039
2022,0304000771,Molluscs excl. Cephalopods,2498
2022,0304000797,Cephalopods,21175
2022,0304000797,Crustaceans,600
2022,0304000797,Demersal marine fishes,104726.9
2022,0304000797,Marine fishes NEI,8754
2022,0304000797,Molluscs excl. Cephalopods,24601
2022,0304000797,Pelagic marine fish (excl. anchovy & sardine),550
2022,0304000813,Cephalopods,21572.2
2022,0304000813,Crustaceans,250
2022,0304000813,Demersal marine fishes,37167.9
2022,0304000813,Marine fishes NEI,1200
2022,0304000813,Molluscs excl. Cephalopods,18060
2022,0304000813,Pelagic marine fish (excl. anchovy & sardine),1130
2022,0304000813,Sharks,363
2022,0304000821,Demersal marine fishes,5993
2022,0304000821,Molluscs excl. Cephalopods,2251
2022,0304000839,Molluscs excl. Cephalopods,980
2022,0304000854,Cephalopods,25276.2
2022,0304000854,Crustaceans,15555
2022,0304000854,Demersal marine fishes,194110.1
2022,0304000854,Marine fishes NEI,6950.8
2022,0304000854,Marine or freshwater fishes NEI,5262
2022,0304000854,Molluscs excl. Cephalopods,21236
2022,0304000854,Pelagic marine fish (excl. anchovy & sardine),48208.9
2022,0304000854,Sharks,60996.2
2022,0304000862,Cephalopods,3675.1
2022,0304000862,Crustaceans,371
2022,0304000862,Demersal marine fishes,1269.9
2022,0304000862,Molluscs excl. Cephalopods,51817
2022,0304000862,Pelagic marine fish (excl. anchovy & sardine),1520
2022,0304000870,Cephalopods,1677.5
2022,0304000870,Demersal marine fishes,38639.1
2022,0304000870,Marine or freshwater fishes NEI,1239
2022,0304000870,Pelagic marine fish (excl. anchovy & sardine),5572.2
2022,0304000870,Sharks,2365
2022,0304000896,Cephalopods,13739
2022,0304000896,Molluscs excl. Cephalopods,7295
2022,0304000987,Cephalopods,2090
2022,0304000987,Molluscs excl. Cephalopods,5773
2022,0304000995,Cephalopods,275
2022,0304000995,Demersal marine fishes,385
2022,0304000995,Molluscs excl. Cephalopods,6501
2022,0304001027,Molluscs excl. Cephalopods,623
2022,0304001050,Demersal marine fishes,5937
2022,0304001050,Sharks,1865.5
2022,0304001068,Demersal marine fishes,6532.9
2022,0304001068,Molluscs excl. Cephalopods,2446
2022,0304001068,Pelagic marine fish (excl. anchovy & sardine),100
2022,0304001175,Cephalopods,10285
2022,0304001175,Molluscs excl. Cephalopods,4022
2022,0304001258,Cephalopods,220
2022,0305000028,Crustaceans,17820
2022,0305000028,Demersal marine fishes,685
2022,0305000028,Molluscs excl. Cephalopods,10298
2022,0305000036,"Shrimps, prawns",5273.6
2022,0305000069,Demersal marine fishes,78805.75
2022,0305000069,Pelagic marine fish (excl. anchovy & sardine),17102.3
2022,0305000069,Sharks,53453
2022,0305000135,Demersal marine fishes,27321.2
2022,0305000135,Pelagic marine fish (excl. anchovy & sardine),500
2022,0305000135,Sharks,27308.35
2022,0305000242,"Shrimps, prawns",19585.6
2022,0305000242,unknown,1346.3799999999999
2022,0305000358,Crustaceans,220
2022,0305000846,Demersal marine fishes,314640.8
2022,0305000846,Pelagic marine fish (excl. anchovy & sardine),13341.4
2022,0305000846,Sharks,2831.4
2022,0305001257,Sharks,5710
2022,0305001358,Demersal marine fishes,15247.4
2022,0305001358,Pelagic marine fish (excl. anchovy & sardine),2160
2022,0305001358,Sharks,8187.5
2022,0305001588,Demersal marine fishes,14050
2022,0305001893,Demersal marine fishes,8821.3
2022,0305001893,Pelagic marine fish (excl. anchovy & sardine),135.6
2022,0305002305,Demersal marine fishes,1868.5
2022,0305002305,Marine or freshwater fishes NEI,30
2022,0305002305,Marine species NEI,410
2022,0305002305,Pelagic marine fish (excl. anchovy & sardine),165
2022,0305002354,Demersal marine fishes,22744
2022,0305002354,Molluscs excl. Cephalopods,735
2022,0305002644,Molluscs excl. Cephalopods,1000
2022,0305002929,Demersal marine fishes,15323.1
2022,0305002929,Pelagic marine fish (excl. anchovy & sardine),3315
2022,0305002929,Sharks,11106.8
2022,0305003162,Demersal marine fishes,1375
2022,0305003188,Demersal marine fishes,11055.3
2022,0305003188,Sharks,12875
2022,0305003436,Molluscs excl. Cephalopods,400
2022,0305004459,Sharks,895813.75
2022,0305004533,Sharks,541311.25
2022,0305004715,Demersal marine fishes,8978
2022,0305004715,Pelagic marine fish (excl. anchovy & sardine),249
2022,0305004715,Sharks,4957.5
2022,0305004749,Demersal marine fishes,5313
2022,0305004749,Pelagic marine fish (excl. anchovy & sardine),77
2022,0305004871,Anchovy & Sardine (small pelagics),1276
2022,0305004871,Pelagic marine fish (excl. anchovy & sardine),500
2022,0305004988,Anchovy & Sardine (small pelagics),920
2022,0305004988,Pelagic marine fish (excl. anchovy & sardine),590
2022,0305005183,Sharks,30000
2022,0305005274,Demersal marine fishes,1221
2022,0305005274,"Shrimps, prawns",240
2022,0305005423,Demersal marine fishes,37893.2
2022,0305005423,Pelagic marine fish (excl. anchovy & sardine),3808.7
2022,0305005423,Sharks,1322.5
2022,0305005522,Demersal marine fishes,4483.6
2022,0305005522,Sharks,8249
2022,0305005555,Demersal marine fishes,9906.6
2022,0305005555,Marine or freshwater fishes NEI,110
2022,0305005555,Pelagic marine fish (excl. anchovy & sardine),5800
2022,0305005795,Demersal marine fishes,12326.6
2022,0305005795,Pelagic marine fish (excl. anchovy & sardine),1200
2022,0305005795,Sharks,15625
2022,0305005811,Demersal marine fishes,4815.8
2022,0305005811,Pelagic marine fish (excl. anchovy & sardine),2033
2022,0305005878,Demersal marine fishes,6565.8
2022,0305005878,Marine or freshwater fishes NEI,2.2
2022,0305005878,Pelagic marine fish (excl. anchovy & sardine),68.2
2022,0305005894,Sharks,8350
2022,0305005902,Demersal marine fishes,2492.6
2022,0305006009,Demersal marine fishes,11038
2022,0305006009,Pelagic marine fish (excl. anchovy & sardine),1448.9
2022,0305006017,Demersal marine fishes,7368.6
2022,0305006017,Pelagic marine fish (excl. anchovy & sardine),1161
2022,0305006025,Demersal marine fishes,27946.5
2022,0305006025,Marine or freshwater fishes NEI,221.1
2022,0305006025,Pelagic marine fish (excl. anchovy & sardine),5882.9
2022,0305006033,Demersal marine fishes,9880.3
2022,0305006033,Sharks,92.5
2022,0305006108,Demersal marine fishes,1050
2022,0305006165,Molluscs excl. Cephalopods,1800
2022,0305006231,Demersal marine fishes,60478.55
2022,0305006231,Marine or freshwater fishes NEI,3287.5
2022,0305006231,Pelagic marine fish (excl. anchovy & sardine),17823
2022,0305006231,Sharks,62505
2022,0305006306,Demersal marine fishes,9283.7
2022,0305006306,Marine or freshwater fishes NEI,3270
2022,0305006306,Pelagic marine fish (excl. anchovy & sardine),2063.6
2022,0305006314,Sharks,50420
2022,0305006371,Demersal marine fishes,44362.6
2022,0305006371,Pelagic marine fish (excl. anchovy & sardine),3366
2022,0305006405,Demersal marine fishes,16348.6
2022,0305006405,Pelagic marine fish (excl. anchovy & sardine),19991
2022,0305006413,Crustaceans,800
2022,0305006470,Demersal marine fishes,13283.8
2022,0305006470,Pelagic marine fish (excl. anchovy & sardine),259
2022,0305006512,Demersal marine fishes,10343.25
2022,0305006512,Pelagic marine fish (excl. anchovy & sardine),499.8
2022,0305006512,Sharks,147.5
2022,0305006546,Demersal marine fishes,18771.5
2022,0305006546,Pelagic marine fish (excl. anchovy & sardine),2428
2022,0305006546,Sharks,140
2022,0305006645,Demersal marine fishes,38613.6
2022,0305006645,Marine or freshwater fishes NEI,110
2022,0305006645,Pelagic marine fish (excl. anchovy & sardine),6296.9
2022,0305006645,Sharks,4547.5
2022,0305006678,Cephalopods,1097.8
2022,0305006678,Demersal marine fishes,90164.1
2022,0305006678,Marine or freshwater fishes NEI,383
2022,0305006678,Pelagic marine fish (excl. anchovy & sardine),21008.8
2022,0305006678,Sharks,44528
2022,0305006728,Demersal marine fishes,9192.2
2022,0305006728,Pelagic marine fish (excl. anchovy & sardine),3233.1
2022,0305006744,Demersal marine fishes,3913.3
2022,0305006744,Pelagic marine fish (excl. anchovy & sardine),1113
2022,0305006751,Molluscs excl. Cephalopods,4100
2022,0305006769,Demersal marine fishes,150
2022,0305006777,Demersal marine fishes,306.9
2022,0305006793,Demersal marine fishes,15642.55
2022,0305006793,Marine species NEI,37.4
2022,0305006793,Pelagic marine fish (excl. anchovy & sardine),2948.5
2022,0305006819,Demersal marine fishes,5065
2022,0305006819,Pelagic marine fish (excl. anchovy & sardine),5825
2022,0305006827,Demersal marine fishes,700
2022,0305006827,Pelagic marine fish (excl. anchovy & sardine),310
2022,0305006843,Demersal marine fishes,394.9
2022,0305006843,Pelagic marine fish (excl. anchovy & sardine),153
2022,0305006868,Demersal marine fishes,3116
2022,0305006892,Demersal marine fishes,2364.5
2022,0305006892,Pelagic marine fish (excl. anchovy & sardine),214.5
2022,0305006934,Demersal marine fishes,6596.7
2022,0305006934,Pelagic marine fish (excl. anchovy & sardine),93
2022,0305006967,Demersal marine fishes,6552.7
2022,0305006983,Demersal marine fishes,12626
2022,0305006983,Marine species NEI,180
2022,0305006983,Pelagic marine fish (excl. anchovy & sardine),1591.6
2022,0305006983,Sharks,13.75
2022,0305007007,Demersal marine fishes,6410
2022,0305007007,Pelagic marine fish (excl. anchovy & sardine),800
2022,0305007056,Demersal marine fishes,8397.6
2022,0305007056,Pelagic marine fish (excl. anchovy & sardine),2346
2022,0305007064,Demersal marine fishes,1035.5
2022,0305007064,Marine or freshwater fishes NEI,727
2022,0305007064,Pelagic marine fish (excl. anchovy & sardine),181.6
2022,0305007098,Demersal marine fishes,1650
2022,0305007098,Pelagic marine fish (excl. anchovy & sardine),1300
2022,0305007122,Demersal marine fishes,3663
2022,0305007122,Pelagic marine fish (excl. anchovy & sardine),466
2022,0305007213,Molluscs excl. Cephalopods,875
2022,0305007288,Demersal marine fishes,1220
2022,0305007288,Pelagic marine fish (excl. anchovy & sardine),200
2022,0305007304,Demersal marine fishes,4385
2022,0305007304,Marine or freshwater fishes NEI,88
2022,0305007304,Pelagic marine fish (excl. anchovy & sardine),2350
2022,0305007320,Demersal marine fishes,10357.1
2022,0305007320,Pelagic marine fish (excl. anchovy & sardine),1112.1
2022,0305007338,Demersal marine fishes,7929.1
2022,0305007338,Pelagic marine fish (excl. anchovy & sardine),975.7
2022,0305007346,Demersal marine fishes,2175
2022,0305007346,Pelagic marine fish (excl. anchovy & sardine),1167
2022,0305007361,Demersal marine fishes,4933
2022,0305007361,Pelagic marine fish (excl. anchovy & sardine),3867
2022,0305007429,Demersal marine fishes,6665
2022,0305007429,Pelagic marine fish (excl. anchovy & sardine),1521
2022,0305007437,Demersal marine fishes,4223
2022,0305007437,Pelagic marine fish (excl. anchovy & sardine),565
2022,0305007445,Demersal marine fishes,1276
2022,0305007445,Pelagic marine fish (excl. anchovy & sardine),870.23
2022,0305007452,Demersal marine fishes,4262.6
2022,0305007452,Marine or freshwater fishes NEI,673
2022,0305007452,Pelagic marine fish (excl. anchovy & sardine),1850
2022,0305007486,Molluscs excl. Cephalopods,4120
2022,0305007585,Demersal marine fishes,25162.3
2022,0305007585,Pelagic marine fish (excl. anchovy & sardine),4055.4
2022,0305007593,Demersal marine fishes,21276.5
2022,0305007593,Pelagic marine fish (excl. anchovy & sardine),4577.8
2022,0305007593,Sharks,36.25
2022,0305007627,Demersal marine fishes,27049
2022,0305007627,Marine or freshwater fishes NEI,1291
2022,0305007627,Molluscs excl. Cephalopods,2
2022,0305007627,Pelagic marine fish (excl. anchovy & sardine),6720
2022,0305007635,Demersal marine fishes,2709
2022,0305007635,Marine or freshwater fishes NEI,750
2022,0305007635,Molluscs excl. Cephalopods,3934
2022,0305007643,Demersal marine fishes,5061.45
2022,0305007643,Marine species NEI,234.3
2022,0305007643,Pelagic marine fish (excl. anchovy & sardine),391
2022,0305007692,Demersal marine fishes,7645
2022,0305007692,Marine or freshwater fishes NEI,700
2022,0305007692,Pelagic marine fish (excl. anchovy & sardine),630
2022,0305007718,Demersal marine fishes,5377.4
2022,0305007718,Pelagic marine fish (excl. anchovy & sardine),350
2022,0305007734,Demersal marine fishes,4483.95
2022,0305007734,Pelagic marine fish (excl. anchovy & sardine),433
2022,0305007759,Crustaceans,245
2022,0305007759,Demersal marine fishes,133560.65
2022,0305007759,Marine or freshwater fishes NEI,200
2022,0305007759,Pelagic marine fish (excl. anchovy & sardine),64770
2022,0305007759,Sharks,34601
2022,0305007783,Demersal marine fishes,93.5
2022,0305007817,Demersal marine fishes,5280
2022,0305007841,Demersal marine fishes,18298.4
2022,0305007841,Marine species NEI,1100
2022,0305008013,Demersal marine fishes,7123.1
2022,0305008013,Marine or freshwater fishes NEI,479
2022,0305008013,Pelagic marine fish (excl. anchovy & sardine),6753
2022,0305008013,Sharks,292.5
2022,0305008047,Demersal marine fishes,10901
2022,0305008047,Pelagic marine fish (excl. anchovy & sardine),300
2022,0305008054,Cephalopods,1784.2
2022,0305008054,Demersal marine fishes,13131.9
2022,0305008054,Pelagic marine fish (excl. anchovy & sardine),7486
2022,0305008104,Pelagic marine fish (excl. anchovy & sardine),99442
2022,0305008179,Demersal marine fishes,3207.2
2022,0305008195,Demersal marine fishes,10452
2022,0305008195,Marine or freshwater fishes NEI,1074.5
2022,0305008195,Pelagic marine fish (excl. anchovy & sardine),99
2022,0305008328,Demersal marine fishes,6627
2022,0305008328,Pelagic marine fish (excl. anchovy & sardine),6298.2
2022,0305008377,Demersal marine fishes,10886.2
2022,0305008377,Pelagic marine fish (excl. anchovy & sardine),1720
2022,0305008492,Demersal marine fishes,996.25
2022,0305008492,Marine or freshwater fishes NEI,569
2022,0305008492,Pelagic marine fish (excl. anchovy & sardine),125
2022,0305008518,Demersal marine fishes,589819.4
2022,0305008518,Marine species NEI,2000
2022,0305008518,Pelagic marine fish (excl. anchovy & sardine),32615.1
2022,0305008567,Demersal marine fishes,6176
2022,0305008567,Pelagic marine fish (excl. anchovy & sardine),400
2022,0305008609,Demersal marine fishes,8850
2022,0305008609,Sharks,6992.5
2022,0305008617,Molluscs excl. Cephalopods,25171
2022,0305008625,Anchovy & Sardine (small pelagics),600
2022,0305008625,Demersal marine fishes,488.4
2022,0305008625,Pelagic marine fish (excl. anchovy & sardine),1948
2022,0305008641,Pelagic marine fish (excl. anchovy & sardine),6491
2022,0305008732,Demersal marine fishes,523
2022,0305008732,Marine species NEI,55
2022,0305008732,Pelagic marine fish (excl. anchovy & sardine),180
2022,0305008740,Demersal marine fishes,9540.45
2022,0305008740,Pelagic marine fish (excl. anchovy & sardine),4374
2022,0305008971,Demersal marine fishes,20603.6
2022,0305008971,Pelagic marine fish (excl. anchovy & sardine),100
2022,0305008971,Sharks,34134.5
2022,0305009011,Demersal marine fishes,1101.7
2022,0305009011,Marine or freshwater fishes NEI,450
2022,0305009151,Demersal marine fishes,5272
2022,0305009151,Sharks,3753.75
2022,0305009243,Demersal marine fishes,4596.5
2022,0305009243,Pelagic marine fish (excl. anchovy & sardine),850
2022,0305009250,Molluscs excl. Cephalopods,3000
2022,0305009284,Molluscs excl. Cephalopods,2600
2022,0305009532,Molluscs excl. Cephalopods,1
2022,0306000274,Demersal marine fishes,11537.2
2022,0306000274,Marine or freshwater fishes NEI,335
2022,0306000274,Pelagic marine fish (excl. anchovy & sardine),265
2022,0306000274,Sharks,9715
2022,0306000282,Cephalopods,1413
2022,0306000282,Demersal marine fishes,946
2022,0306000282,Pelagic marine fish (excl. anchovy & sardine),1667
2022,0306000860,Demersal marine fishes,14673.6
2022,0306000860,Molluscs excl. Cephalopods,4411
